"ple0019","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"Yes","2011","(Married) couple without C. ","Female","318","0.082163930639114","0.0737540219387027","0.0905738393395252","1"
"No","2012","Couple + C. GT 16 ","Female","","","","","2"
"No","2012","Couple + C. LE and GT 16","Female","","","","","2"
"No","2012","Couple + C. GT 16 ","Male","","","","","2"
"No","2012","Couple + C. LE and GT 16","Male","","","","","2"
"No","2012","1-pers.-HH","Male","","","","","2"
"No","2012","1-pers.-HH","Female","","","","","2"
"No","2012","(Married) couple without C. ","Male","","","","","2"
"No","2012","(Married) couple without C. ","Female","","","","","2"
"No","2012","Single parent ","Male","","","","","2"
"No","2012","Single parent ","Female","","","","","2"
"No","2012","Couple + C. LE 16 ","Male","","","","","2"
"No","2012","Couple + C. LE 16 ","Female","","","","","2"
"Yes","2012","Single parent ","Male","","","","","1"
"Yes","2012","Single parent ","Female","","","","","1"
"Yes","2012","Couple + C. LE 16 ","Male","","","","","1"
"Yes","2012","Couple + C. LE 16 ","Female","","","","","1"
"Yes","2012","Couple + C. GT 16 ","Male","","","","","1"
"Yes","2012","Couple + C. GT 16 ","Female","","","","","1"
"Yes","2012","Couple + C. LE and GT 16","Male","","","","","1"
"Yes","2012","Couple + C. LE and GT 16","Female","","","","","1"
"Yes","2012","1-pers.-HH","Male","","","","","1"
"Yes","2012","1-pers.-HH","Female","","","","","1"
"Yes","2012","(Married) couple without C. ","Male","","","","","1"
"Yes","2012","(Married) couple without C. ","Female","","","","","1"
"No","2013","(Married) couple without C. ","Female","3515","0.908690363291105","0.899597468451669","0.917783258130541","2"
"No","2013","Couple + C. LE and GT 16","Female","471","0.960210734455383","0.943026264687068","0.977395204223698","2"
"No","2013","1-pers.-HH","Male","1333","0.922423447683613","0.90864519280218","0.936201702565047","2"
"No","2013","1-pers.-HH","Female","1759","0.870149057041013","0.855508589095445","0.884789524986582","2"
"No","2013","(Married) couple without C. ","Male","3622","0.947695309973953","0.940616488254579","0.954774131693327","2"
"No","2013","Couple + C. GT 16 ","Male","1317","0.946257926272414","0.934394358014699","0.95812149453013","2"
"No","2013","Couple + C. GT 16 ","Female","1168","0.942233359535709","0.929279270924123","0.955187448147294","2"
"No","2013","Couple + C. LE and GT 16","Male","426","0.949832188427692","0.929550500061648","0.970113876793736","2"
"No","2013","Single parent ","Male","299","0.955199780335417","0.932319020340099","0.978080540330734","2"
"No","2013","Single parent ","Female","718","0.902010121007154","0.881434297650498","0.922585944363811","2"
"No","2013","Couple + C. LE 16 ","Male","1263","0.952656338891612","0.94119962214703","0.964113055636194","2"
"No","2013","Couple + C. LE 16 ","Female","1367","0.942396008852029","0.930415968236185","0.954376049467874","2"
"Yes","2013","Single parent ","Male","15","","","","1"
"Yes","2013","Single parent ","Female","84","0.0979898789928456","0.0774140556361888","0.118565702349502","1"
"Yes","2013","Couple + C. LE 16 ","Male","57","0.0473436611083883","0.0358869443638063","0.0588003778529703","1"
"Yes","2013","Couple + C. LE 16 ","Female","86","0.0576039911479707","0.045623950532126","0.0695840317638153","1"
"Yes","2013","1-pers.-HH","Male","115","0.0775765523163866","0.063798297434953","0.0913548071978203","1"
"Yes","2013","1-pers.-HH","Female","266","0.129850942958987","0.115210475013418","0.144491410904555","1"
"Yes","2013","(Married) couple without C. ","Male","178","0.0523046900260474","0.0452258683066734","0.0593835117454215","1"
"Yes","2013","(Married) couple without C. ","Female","340","0.0913096367088949","0.0822167418694588","0.100402531548331","1"
"Yes","2013","Couple + C. GT 16 ","Male","71","0.0537420737275858","0.0418785054698702","0.0656056419853013","1"
"Yes","2013","Couple + C. GT 16 ","Female","78","0.0577666404642915","0.0448125518527064","0.0707207290758766","1"
"Yes","2013","Couple + C. LE and GT 16","Male","19","","","","1"
"Yes","2013","Couple + C. LE and GT 16","Female","26","","","","1"
"No","2014","1-pers.-HH","Male","","","","","2"
"No","2014","1-pers.-HH","Female","","","","","2"
"No","2014","(Married) couple without C. ","Male","","","","","2"
"No","2014","(Married) couple without C. ","Female","","","","","2"
"No","2014","Couple + C. GT 16 ","Male","","","","","2"
"No","2014","Couple + C. GT 16 ","Female","","","","","2"
"No","2014","Couple + C. LE and GT 16","Male","","","","","2"
"No","2014","Couple + C. LE and GT 16","Female","","","","","2"
"No","2014","Single parent ","Male","","","","","2"
"No","2014","Single parent ","Female","","","","","2"
"No","2014","Couple + C. LE 16 ","Male","","","","","2"
"No","2014","Couple + C. LE 16 ","Female","","","","","2"
"Yes","2014","Single parent ","Male","","","","","1"
"Yes","2014","Single parent ","Female","","","","","1"
"Yes","2014","Couple + C. LE 16 ","Male","","","","","1"
"Yes","2014","Couple + C. LE 16 ","Female","","","","","1"
"Yes","2014","1-pers.-HH","Male","","","","","1"
"Yes","2014","1-pers.-HH","Female","","","","","1"
"Yes","2014","(Married) couple without C. ","Male","","","","","1"
"Yes","2014","(Married) couple without C. ","Female","","","","","1"
"Yes","2014","Couple + C. GT 16 ","Male","","","","","1"
"Yes","2014","Couple + C. GT 16 ","Female","","","","","1"
"Yes","2014","Couple + C. LE and GT 16","Male","","","","","1"
"Yes","2014","Couple + C. LE and GT 16","Female","","","","","1"
"No","2015","1-pers.-HH","Male","1377","0.906083150472365","0.891335447376986","0.920830853567744","2"
"No","2015","1-pers.-HH","Female","1741","0.866249991335102","0.85140265787404","0.881097324796165","2"
"No","2015","(Married) couple without C. ","Male","3531","0.94245990905137","0.934977611576777","0.949942206525963","2"
"No","2015","(Married) couple without C. ","Female","3435","0.904248053811894","0.894868928278419","0.913627179345368","2"
"No","2015","Couple + C. GT 16 ","Male","1417","0.942417699115291","0.930628923930798","0.954206474299785","2"
"No","2015","Couple + C. GT 16 ","Female","1294","0.923015006731399","0.909071501749123","0.936958511713675","2"
"No","2015","Couple + C. LE and GT 16","Male","1031","0.971481233559313","0.961493925237433","0.981468541881193","2"
"No","2015","Couple + C. LE and GT 16","Female","1019","0.927191894977965","0.911774521505821","0.94260926845011","2"
"No","2015","Single parent ","Male","498","0.928989717919572","0.907143970752409","0.950835465086734","2"
"No","2015","Single parent ","Female","1547","0.863176997490587","0.847296577031996","0.879057417949177","2"
"No","2015","Couple + C. LE 16 ","Male","2760","0.953466485646265","0.945780300796213","0.961152670496316","2"
"No","2015","Couple + C. LE 16 ","Female","2987","0.936719659737035","0.928282812385458","0.945156507088613","2"
"Yes","2015","Single parent ","Male","33","0.0710102820804284","0.0491645349132664","0.0928560292475904","1"
"Yes","2015","Single parent ","Female","252","0.136823002509413","0.120942582050823","0.152703422968004","1"
"Yes","2015","Couple + C. LE 16 ","Male","125","0.0465335143537355","0.0388473295036841","0.0542196992037869","1"
"Yes","2015","Couple + C. LE 16 ","Female","212","0.0632803402629647","0.0548434929113873","0.0717171876145422","1"
"Yes","2015","1-pers.-HH","Female","278","0.133750008664898","0.118902675203835","0.14859734212596","1"
"Yes","2015","(Married) couple without C. ","Male","190","0.0575400909486301","0.0500577934740372","0.065022388423223","1"
"Yes","2015","(Married) couple without C. ","Female","346","0.0957519461881064","0.0863728206546316","0.105131071721581","1"
"Yes","2015","Couple + C. GT 16 ","Female","110","0.0769849932686007","0.0630414882863249","0.0909284982508765","1"
"Yes","2015","Couple + C. LE and GT 16","Male","36","0.0285187664406872","0.0185314581188073","0.0385060747625671","1"
"Yes","2015","Couple + C. LE and GT 16","Female","72","0.0728081050220347","0.0573907315498904","0.088225478494179","1"
"Yes","2015","1-pers.-HH","Male","126","0.0939168495276347","0.0791691464322556","0.108664552623014","1"
"Yes","2015","Couple + C. GT 16 ","Male","83","0.0575823008847089","0.0457935257002156","0.0693710760692023","1"
"No","2016","Couple + C. GT 16 ","Male","","","","","2"
"No","2016","Couple + C. GT 16 ","Female","","","","","2"
"No","2016","Couple + C. LE and GT 16","Male","","","","","2"
"No","2016","Couple + C. LE and GT 16","Female","","","","","2"
"No","2016","1-pers.-HH","Male","","","","","2"
"No","2016","1-pers.-HH","Female","","","","","2"
"No","2016","(Married) couple without C. ","Male","","","","","2"
"No","2016","(Married) couple without C. ","Female","","","","","2"
"No","2016","Single parent ","Male","","","","","2"
"No","2016","Single parent ","Female","","","","","2"
"No","2016","Couple + C. LE 16 ","Male","","","","","2"
"No","2016","Couple + C. LE 16 ","Female","","","","","2"
"Yes","2016","Single parent ","Male","","","","","1"
"Yes","2016","Single parent ","Female","","","","","1"
"Yes","2016","Couple + C. LE 16 ","Male","","","","","1"
"Yes","2016","Couple + C. LE 16 ","Female","","","","","1"
"Yes","2016","Couple + C. GT 16 ","Male","","","","","1"
"Yes","2016","Couple + C. GT 16 ","Female","","","","","1"
"Yes","2016","Couple + C. LE and GT 16","Male","","","","","1"
"Yes","2016","Couple + C. LE and GT 16","Female","","","","","1"
"Yes","2016","1-pers.-HH","Female","","","","","1"
"Yes","2016","(Married) couple without C. ","Female","","","","","1"
"Yes","2016","1-pers.-HH","Male","","","","","1"
"Yes","2016","(Married) couple without C. ","Male","","","","","1"
"No","2017","Couple + C. GT 16 ","Male","1587","0.942890333637987","0.931774148598474","0.954006518677501","2"
"No","2017","Couple + C. GT 16 ","Female","1475","0.928811828640289","0.916196474839999","0.94142718244058","2"
"No","2017","Couple + C. LE and GT 16","Male","1056","0.958060794457067","0.946225912579561","0.969895676334573","2"
"No","2017","Couple + C. LE and GT 16","Female","1069","0.93976705622965","0.925986317450993","0.953547795008308","2"
"No","2017","1-pers.-HH","Male","1563","0.905635421070699","0.891851987254439","0.919418854886958","2"
"No","2017","1-pers.-HH","Female","1906","0.862093492629307","0.84776335825428","0.876423627004334","2"
"No","2017","(Married) couple without C. ","Male","3881","0.941578837077975","0.934393607286077","0.948764066869873","2"
"No","2017","(Married) couple without C. ","Female","3753","0.898161089969282","0.888976186894032","0.907345993044532","2"
"No","2017","Single parent ","Male","527","0.922683315232441","0.90052208135085","0.944844549114031","2"
"No","2017","Single parent ","Female","1411","0.819090507294272","0.800715990365877","0.837465024222668","2"
"No","2017","Couple + C. LE 16 ","Male","2694","0.964793231502795","0.957971583710118","0.971614879295472","2"
"No","2017","Couple + C. LE 16 ","Female","2980","0.938804507645146","0.930438208187065","0.947170807103227","2"
"Yes","2017","Single parent ","Male","31","0.0773166847675594","0.0551554508859687","0.09947791864915","1"
"Yes","2017","Single parent ","Female","275","0.180909492705728","0.162534975777332","0.199284009634123","1"
"Yes","2017","Couple + C. LE 16 ","Male","110","0.035206768497205","0.0283851207045283","0.0420284162898816","1"
"Yes","2017","Couple + C. LE 16 ","Female","173","0.0611954923548537","0.0528291928967728","0.0695617918129346","1"
"Yes","2017","Couple + C. GT 16 ","Female","121","0.0711881713597105","0.0585728175594199","0.0838035251600011","1"
"Yes","2017","Couple + C. GT 16 ","Male","87","0.0571096663620126","0.0459934813224993","0.068225851401526","1"
"Yes","2017","Couple + C. LE and GT 16","Male","46","0.0419392055429333","0.0301043236654273","0.0537740874204392","1"
"Yes","2017","Couple + C. LE and GT 16","Female","76","0.0602329437703497","0.046452204991692","0.0740136825490074","1"
"Yes","2017","1-pers.-HH","Female","318","0.137906507370693","0.123576372995666","0.15223664174572","1"
"Yes","2017","(Married) couple without C. ","Female","412","0.101838910030718","0.092654006955468","0.111023813105968","1"
"Yes","2017","1-pers.-HH","Male","165","0.0943645789293013","0.080581145113042","0.108148012745561","1"
"Yes","2017","(Married) couple without C. ","Male","212","0.0584211629220247","0.0512359331301269","0.0656063927139225","1"
"No","2018","1-pers.-HH","Male","","","","","2"
"No","2018","1-pers.-HH","Female","","","","","2"
"No","2018","(Married) couple without C. ","Male","","","","","2"
"No","2018","(Married) couple without C. ","Female","","","","","2"
"No","2018","Single parent ","Male","","","","","2"
"No","2018","Single parent ","Female","","","","","2"
"No","2018","Couple + C. LE 16 ","Male","","","","","2"
"No","2018","Couple + C. LE 16 ","Female","","","","","2"
"No","2018","Couple + C. GT 16 ","Male","","","","","2"
"No","2018","Couple + C. GT 16 ","Female","","","","","2"
"No","2018","Couple + C. LE and GT 16","Male","","","","","2"
"No","2018","Couple + C. LE and GT 16","Female","","","","","2"
"Yes","2018","Single parent ","Male","","","","","1"
"Yes","2018","Single parent ","Female","","","","","1"
"Yes","2018","Couple + C. LE 16 ","Male","","","","","1"
"Yes","2018","Couple + C. LE 16 ","Female","","","","","1"
"Yes","2018","Couple + C. GT 16 ","Female","","","","","1"
"Yes","2018","Couple + C. LE and GT 16","Female","","","","","1"
"Yes","2018","1-pers.-HH","Female","","","","","1"
"Yes","2018","(Married) couple without C. ","Female","","","","","1"
"Yes","2018","Couple + C. GT 16 ","Male","","","","","1"
"Yes","2018","Couple + C. LE and GT 16","Male","","","","","1"
"Yes","2018","1-pers.-HH","Male","","","","","1"
"Yes","2018","(Married) couple without C. ","Male","","","","","1"
"No","2019","1-pers.-HH","Male","1712","0.889347601126708","0.87538830848621","0.903306893767207","2"
"No","2019","1-pers.-HH","Female","1933","0.854052290614206","0.839670483298621","0.868434097929791","2"
"No","2019","(Married) couple without C. ","Male","4107","0.933393010359503","0.925998678272929","0.940787342446077","2"
"No","2019","(Married) couple without C. ","Female","3704","0.871347700352301","0.86120380217177","0.881491598532832","2"
"No","2019","Single parent ","Male","536","0.915277384219212","0.892595201070158","0.937959567368266","2"
"No","2019","Single parent ","Female","1234","0.801839210649703","0.781592557224764","0.822085864074641","2"
"No","2019","Couple + C. LE 16 ","Male","2441","0.962284640401013","0.95488030958428","0.969688971217745","2"
"No","2019","Couple + C. LE 16 ","Female","2467","0.924611498315364","0.91458018362694","0.934642813003789","2"
"No","2019","Couple + C. GT 16 ","Male","1456","0.943557863482543","0.932072937947431","0.955042789017654","2"
"No","2019","Couple + C. GT 16 ","Female","1287","0.913032816287757","0.898412492146671","0.927653140428843","2"
"No","2019","Couple + C. LE and GT 16","Male","1018","0.948092756026972","0.934843861620096","0.961341650433848","2"
"No","2019","Couple + C. LE and GT 16","Female","1041","0.951457900509645","0.938826550665251","0.964089250354038","2"
"Yes","2019","Single parent ","Male","43","0.084722615780788","0.0620404326317341","0.107404798929842","1"
"Yes","2019","Single parent ","Female","255","0.198160789350297","0.177914135925359","0.218407442775236","1"
"Yes","2019","Couple + C. LE 16 ","Male","102","0.0377153595989873","0.0303110287822547","0.04511969041572","1"
"Yes","2019","Couple + C. LE 16 ","Female","194","0.0753885016846354","0.0653571869962107","0.0854198163730601","1"
"Yes","2019","Couple + C. LE and GT 16","Female","71","0.0485420994903553","0.0359107496459619","0.0611734493347488","1"
"Yes","2019","1-pers.-HH","Male","228","0.110652398873292","0.096693106232793","0.12461169151379","1"
"Yes","2019","1-pers.-HH","Female","382","0.145947709385794","0.131565902070209","0.160329516701379","1"
"Yes","2019","(Married) couple without C. ","Female","481","0.128652299647699","0.118508401467168","0.13879619782823","1"
"Yes","2019","Couple + C. LE and GT 16","Male","59","0.0519072439730284","0.0386583495661524","0.0651561383799043","1"
"Yes","2019","Couple + C. GT 16 ","Male","95","0.0564421365174573","0.0449572109823455","0.067927062052569","1"
"Yes","2019","Couple + C. GT 16 ","Female","140","0.0869671837122426","0.0723468595711567","0.101587507853329","1"
"Yes","2019","(Married) couple without C. ","Male","261","0.0666069896404969","0.0592126575539231","0.0740013217270708","1"
