"ple0019","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2013","lower secondary degree","Male","154","1","1","1"
"Yes","2013","lower secondary degree","Female","289","1","1","1"
"Yes","2013","secondary school degree","Male","125","1","1","1"
"Yes","2013","secondary school degree","Female","318","1","1","1"
"Yes","2013","college entrance qualification","Male","143","1","1","1"
"Yes","2013","college entrance qualification","Female","205","1","1","1"
"Yes","2013","Other degree","Male","23","","",""
"Yes","2013","Other degree","Female","49","1","1","1"
"Yes","2013","no degree/no degree yet","Male","9","","",""
"Yes","2013","no degree/no degree yet","Female","23","","",""
"Yes","2014","lower secondary degree","Male","","","",""
"Yes","2014","lower secondary degree","Female","","","",""
"Yes","2014","secondary school degree","Male","","","",""
"Yes","2014","secondary school degree","Female","","","",""
"Yes","2014","college entrance qualification","Male","","","",""
"Yes","2014","college entrance qualification","Female","","","",""
"Yes","2014","Other degree","Male","","","",""
"Yes","2014","Other degree","Female","","","",""
"Yes","2014","no degree/no degree yet","Male","","","",""
"Yes","2014","no degree/no degree yet","Female","","","",""
"Yes","2015","lower secondary degree","Male","174","1","1","1"
"Yes","2015","lower secondary degree","Female","331","1","1","1"
"Yes","2015","secondary school degree","Male","166","1","1","1"
"Yes","2015","secondary school degree","Female","457","1","1","1"
"Yes","2015","college entrance qualification","Male","175","1","1","1"
"Yes","2015","college entrance qualification","Female","311","1","1","1"
"Yes","2015","Other degree","Male","48","1","1","1"
"Yes","2015","Other degree","Female","124","1","1","1"
"Yes","2015","no degree/no degree yet","Male","15","","",""
"Yes","2015","no degree/no degree yet","Female","39","1","1","1"
"Yes","2016","lower secondary degree","Male","","","",""
"Yes","2016","lower secondary degree","Female","","","",""
"Yes","2016","secondary school degree","Male","","","",""
"Yes","2016","secondary school degree","Female","","","",""
"Yes","2016","college entrance qualification","Male","","","",""
"Yes","2016","college entrance qualification","Female","","","",""
"Yes","2016","Other degree","Male","","","",""
"Yes","2016","Other degree","Female","","","",""
"Yes","2016","no degree/no degree yet","Male","","","",""
"Yes","2016","no degree/no degree yet","Female","","","",""
"Yes","2017","lower secondary degree","Male","185","1","1","1"
"Yes","2017","lower secondary degree","Female","313","1","1","1"
"Yes","2017","secondary school degree","Male","183","1","1","1"
"Yes","2017","secondary school degree","Female","505","1","1","1"
"Yes","2017","college entrance qualification","Male","184","1","1","1"
"Yes","2017","college entrance qualification","Female","356","1","1","1"
"Yes","2017","Other degree","Male","68","1","1","1"
"Yes","2017","Other degree","Female","136","1","1","1"
"Yes","2017","no degree/no degree yet","Male","30","1","1","1"
"Yes","2017","no degree/no degree yet","Female","55","1","1","1"
"Yes","2018","lower secondary degree","Male","","","",""
"Yes","2018","lower secondary degree","Female","","","",""
"Yes","2018","secondary school degree","Male","","","",""
"Yes","2018","secondary school degree","Female","","","",""
"Yes","2018","college entrance qualification","Male","","","",""
"Yes","2018","college entrance qualification","Female","","","",""
"Yes","2018","Other degree","Male","","","",""
"Yes","2018","Other degree","Female","","","",""
"Yes","2018","no degree/no degree yet","Male","","","",""
"Yes","2018","no degree/no degree yet","Female","","","",""
"Yes","2019","lower secondary degree","Male","215","1","1","1"
"Yes","2019","lower secondary degree","Female","328","1","1","1"
"Yes","2019","secondary school degree","Male","229","1","1","1"
"Yes","2019","secondary school degree","Female","535","1","1","1"
"Yes","2019","college entrance qualification","Male","256","1","1","1"
"Yes","2019","college entrance qualification","Female","442","1","1","1"
"Yes","2019","Other degree","Male","55","1","1","1"
"Yes","2019","Other degree","Female","128","1","1","1"
"Yes","2019","no degree/no degree yet","Male","24","","",""
"Yes","2019","no degree/no degree yet","Female","60","1","1","1"
