"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2009","indirect migration background","East Germany","5.27","5","41","2","5","6","7","7","4.83","5.71","1","7","5","6"
"2009","indirect migration background","West Germany","5.19","5","672","3","4","6","7","7","5.08","5.3","1","7","5","6"
"2009","no migration background","East Germany","4.85","5","4421","3","4","6","7","7","4.81","4.89","1","7","5","5"
"2009","no migration background","West Germany","4.94","5","11198","3","4","6","7","7","4.91","4.97","1","7","5","5"
"2010","direct migration background","East Germany","","","","","","","","","","","","","",""
"2010","direct migration background","West Germany","","","","","","","","","","","","","",""
"2010","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2010","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2010","no migration background","East Germany","","","","","","","","","","","","","",""
"2010","no migration background","West Germany","","","","","","","","","","","","","",""
"2011","direct migration background","East Germany","","","","","","","","","","","","","",""
"2011","direct migration background","West Germany","","","","","","","","","","","","","",""
"2011","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2011","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2011","no migration background","East Germany","","","","","","","","","","","","","",""
"2011","no migration background","West Germany","","","","","","","","","","","","","",""
"2012","direct migration background","East Germany","5.15","5","55","4","5","6","7","7","4.78","5.52","2","7","5","5"
"2012","direct migration background","West Germany","5.14","5","1031","3","4","6","7","7","5.05","5.23","1","7","5","5"
"2012","indirect migration background","East Germany","4.93","5","32","3","4","6","7","7","4.31","5.55","2","7","4","6"
"2012","indirect migration background","West Germany","5.5","6","452","3","5","7","7","7","5.37","5.63","1","7","6","6"
"2012","no migration background","East Germany","5.26","5.47","1251","3","4","6","7","7","5.18","5.34","1","7","5","6"
"2012","no migration background","West Germany","5.3","6","4303","3","4","6","7","7","5.26","5.34","1","7","5","6"
"2013","direct migration background","East Germany","5","5","81","3","4","6","7","7","4.68","5.32","1","7","5","6"
"2013","direct migration background","West Germany","5.1","5","1598","3","4","6","7","7","5.03","5.17","1","7","5","5"
"2013","indirect migration background","East Germany","5.42","5.39","45","4","5","6","7","7","4.98","5.86","1","7","5","6"
"2013","indirect migration background","West Germany","5.35","6","668","3","4","6","7","7","5.25","5.45","1","7","5","6"
"2013","no migration background","East Germany","5.07","5","4337","3","4","6","7","7","5.03","5.11","1","7","5","5"
"2013","no migration background","West Germany","5.13","5","12117","3","4","6","7","7","5.11","5.15","1","7","5","5"
"2014","direct migration background","East Germany","","","","","","","","","","","","","",""
"2014","direct migration background","West Germany","","","","","","","","","","","","","",""
"2014","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2014","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2014","no migration background","East Germany","","","","","","","","","","","","","",""
"2014","no migration background","West Germany","","","","","","","","","","","","","",""
"2015","direct migration background","East Germany","","","","","","","","","","","","","",""
"2015","direct migration background","West Germany","","","","","","","","","","","","","",""
"2015","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2015","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2015","no migration background","East Germany","","","","","","","","","","","","","",""
"2015","no migration background","West Germany","","","","","","","","","","","","","",""
"2016","direct migration background","East Germany","","","","","","","","","","","","","",""
"2016","direct migration background","West Germany","","","","","","","","","","","","","",""
"2016","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2016","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2016","no migration background","East Germany","","","","","","","","","","","","","",""
"2016","no migration background","West Germany","","","","","","","","","","","","","",""
"2017","direct migration background","East Germany","5.34","6","836","3","4","7","7","7","5.24","5.44","1","7","6","6"
"2017","direct migration background","West Germany","5.19","5","6410","3","4","6","7","7","5.15","5.23","1","7","6","6"
"2017","indirect migration background","East Germany","5.24","6","107","4","4","6","7","7","4.96","5.52","1","7","5","6"
"2017","indirect migration background","West Germany","5.35","6","1608","3","4","6","7","7","5.28","5.42","1","7","6","6"
"2017","no migration background","East Germany","5.08","5","5159","3","4","6","7","7","5.04","5.12","1","7","5","5"
"2017","no migration background","West Germany","5.11","5","15147","3","4","6","7","7","5.09","5.13","1","7","5","5"
"2018","direct migration background","East Germany","","","","","","","","","","","","","",""
"2018","direct migration background","West Germany","","","","","","","","","","","","","",""
"2018","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2018","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2018","no migration background","East Germany","","","","","","","","","","","","","",""
"2018","no migration background","West Germany","","","","","","","","","","","","","",""
"2019","direct migration background","East Germany","5.06","5","288","3","4","6","7","7","4.89","5.23","1","7","5","6"
"2019","direct migration background","West Germany","5.09","5","3521","3","4","6","7","7","5.04","5.14","1","7","5","5"
"2019","indirect migration background","East Germany","4.86","5","133","3","4","6","7","7","4.62","5.1","1","7","5","6"
"2019","indirect migration background","West Germany","5.33","6","1558","3","4","6","7","7","5.26","5.4","1","7","5","6"
"2019","no migration background","East Germany","5.01","5","5135","3","4","6","7","7","4.97","5.05","1","7","5","5"
"2019","no migration background","West Germany","5.04","5","15012","3","4","6","7","7","5.02","5.06","1","7","5","5"
