"year","migback","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2006","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2006","no migration background","general elemantary","","","","","","","","","","",""
"2006","no migration background","higher education","","","","","","","","","","",""
"2006","no migration background","higher vocational","","","","","","","","","","",""
"2006","no migration background","in school","","","","","","","","","","",""
"2006","no migration background","inadequately","","","","","","","","","","",""
"2006","no migration background","middle vocational","","","","","","","","","","",""
"2006","no migration background","vocational + Abi","","","","","","","","","","",""
"2007","direct migration background","general elemantary","","","","","","","","","","",""
"2007","direct migration background","higher education","","","","","","","","","","",""
"2007","direct migration background","higher vocational","","","","","","","","","","",""
"2007","direct migration background","in school","","","","","","","","","","",""
"2007","direct migration background","inadequately","","","","","","","","","","",""
"2007","direct migration background","middle vocational","","","","","","","","","","",""
"2007","direct migration background","vocational + Abi","","","","","","","","","","",""
"2007","indirect migration background","general elemantary","","","","","","","","","","",""
"2007","indirect migration background","higher education","","","","","","","","","","",""
"2007","indirect migration background","higher vocational","","","","","","","","","","",""
"2007","indirect migration background","in school","","","","","","","","","","",""
"2007","indirect migration background","inadequately","","","","","","","","","","",""
"2007","indirect migration background","middle vocational","","","","","","","","","","",""
"2007","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2007","no migration background","general elemantary","","","","","","","","","","",""
"2007","no migration background","higher education","","","","","","","","","","",""
"2007","no migration background","higher vocational","","","","","","","","","","",""
"2007","no migration background","in school","","","","","","","","","","",""
"2007","no migration background","inadequately","","","","","","","","","","",""
"2007","no migration background","middle vocational","","","","","","","","","","",""
"2007","no migration background","vocational + Abi","","","","","","","","","","",""
"2008","direct migration background","general elemantary","","","","","","","","","","",""
"2008","direct migration background","higher education","","","","","","","","","","",""
"2008","direct migration background","higher vocational","","","","","","","","","","",""
"2008","direct migration background","in school","","","","","","","","","","",""
"2008","direct migration background","inadequately","","","","","","","","","","",""
"2008","direct migration background","middle vocational","","","","","","","","","","",""
"2008","direct migration background","vocational + Abi","","","","","","","","","","",""
"2008","indirect migration background","general elemantary","","","","","","","","","","",""
"2008","indirect migration background","higher education","","","","","","","","","","",""
"2008","indirect migration background","higher vocational","","","","","","","","","","",""
"2008","indirect migration background","in school","","","","","","","","","","",""
"2008","indirect migration background","inadequately","","","","","","","","","","",""
"2008","indirect migration background","middle vocational","","","","","","","","","","",""
"2008","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2008","no migration background","general elemantary","","","","","","","","","","",""
"2008","no migration background","higher education","","","","","","","","","","",""
"2008","no migration background","higher vocational","","","","","","","","","","",""
"2008","no migration background","in school","","","","","","","","","","",""
"2008","no migration background","inadequately","","","","","","","","","","",""
"2008","no migration background","middle vocational","","","","","","","","","","",""
"2008","no migration background","vocational + Abi","","","","","","","","","","",""
"2009","direct migration background","general elemantary","4.74","5","354","3","4","6","7","4.59","4.89","4","5"
"2009","direct migration background","higher education","4.81","5","293","3","4","6","7","4.63","4.99","5","5"
"2009","direct migration background","higher vocational","4.89","5","95","4","4","6","6","4.63","5.15","5","6"
"2009","direct migration background","in school","","","","","","","","","","",""
"2009","direct migration background","inadequately","4.53","4","90","3","4","5","7","4.21","4.85","4","5"
"2009","direct migration background","middle vocational","4.91","5","611","3","4","6","7","4.79","5.03","5","5"
"2009","direct migration background","vocational + Abi","5.02","5","167","3","4","6","7","4.8","5.24","5","6"
"2009","indirect migration background","general elemantary","5.15","5","145","3","4","7","7","4.9","5.4","5","6"
"2009","indirect migration background","higher education","5.26","5","88","4","4","6","7","4.97","5.55","5","6"
"2009","indirect migration background","higher vocational","5.43","6","30","4","4","6","7","4.96","5.9","5","6"
"2009","indirect migration background","in school","5.48","6","49","3","5","7","7","5.09","5.87","5","6"
"2009","indirect migration background","inadequately","","","","","","","","","","",""
"2009","indirect migration background","middle vocational","5.21","5","288","3","4","6","7","5.05","5.37","5","6"
"2009","indirect migration background","vocational + Abi","4.66","4","36","3","4","6","7","4.19","5.13","4","6"
"2009","no migration background","general elemantary","4.83","5","1286","3","4","6","7","4.75","4.91","5","5"
"2009","no migration background","higher education","4.8","5","3649","3","4","6","7","4.75","4.85","5","5"
"2009","no migration background","higher vocational","4.87","5","1201","3","4","6","7","4.79","4.95","5","5"
"2009","no migration background","in school","5.17","6","251","3","4","6","7","4.99","5.35","5","6"
"2009","no migration background","inadequately","5.27","5","67","3","5","6","7","4.93","5.61","5","6"
"2009","no migration background","middle vocational","4.95","5","8136","3","4","6","7","4.92","4.98","5","5"
"2009","no migration background","vocational + Abi","5.06","5","792","3","4","6","7","4.96","5.16","5","5"
"2010","direct migration background","general elemantary","","","","","","","","","","",""
"2010","direct migration background","higher education","","","","","","","","","","",""
"2010","direct migration background","higher vocational","","","","","","","","","","",""
"2010","direct migration background","in school","","","","","","","","","","",""
"2010","direct migration background","inadequately","","","","","","","","","","",""
"2010","direct migration background","middle vocational","","","","","","","","","","",""
"2010","direct migration background","vocational + Abi","","","","","","","","","","",""
"2010","indirect migration background","general elemantary","","","","","","","","","","",""
"2010","indirect migration background","higher education","","","","","","","","","","",""
"2010","indirect migration background","higher vocational","","","","","","","","","","",""
"2010","indirect migration background","in school","","","","","","","","","","",""
"2010","indirect migration background","inadequately","","","","","","","","","","",""
"2010","indirect migration background","middle vocational","","","","","","","","","","",""
"2010","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2010","no migration background","general elemantary","","","","","","","","","","",""
"2010","no migration background","higher education","","","","","","","","","","",""
"2010","no migration background","higher vocational","","","","","","","","","","",""
"2010","no migration background","in school","","","","","","","","","","",""
"2010","no migration background","inadequately","","","","","","","","","","",""
"2010","no migration background","middle vocational","","","","","","","","","","",""
"2010","no migration background","vocational + Abi","","","","","","","","","","",""
"2011","direct migration background","general elemantary","","","","","","","","","","",""
"2011","direct migration background","higher education","","","","","","","","","","",""
"2011","direct migration background","higher vocational","","","","","","","","","","",""
"2011","direct migration background","in school","","","","","","","","","","",""
"2011","direct migration background","inadequately","","","","","","","","","","",""
"2011","direct migration background","middle vocational","","","","","","","","","","",""
"2011","direct migration background","vocational + Abi","","","","","","","","","","",""
"2011","indirect migration background","general elemantary","","","","","","","","","","",""
"2011","indirect migration background","higher education","","","","","","","","","","",""
"2011","indirect migration background","higher vocational","","","","","","","","","","",""
"2011","indirect migration background","in school","","","","","","","","","","",""
"2011","indirect migration background","inadequately","","","","","","","","","","",""
"2011","indirect migration background","middle vocational","","","","","","","","","","",""
"2011","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2011","no migration background","general elemantary","","","","","","","","","","",""
"2011","no migration background","higher education","","","","","","","","","","",""
"2011","no migration background","higher vocational","","","","","","","","","","",""
"2011","no migration background","in school","","","","","","","","","","",""
"2011","no migration background","inadequately","","","","","","","","","","",""
"2011","no migration background","middle vocational","","","","","","","","","","",""
"2011","no migration background","vocational + Abi","","","","","","","","","","",""
"2012","direct migration background","general elemantary","5.06","5","213","3","4","6","7","4.86","5.26","5","5"
"2012","direct migration background","higher education","4.92","5","228","3","4","6","7","4.74","5.1","5","5"
"2012","direct migration background","higher vocational","","","","","","","","","","",""
"2012","direct migration background","in school","","","","","","","","","","",""
"2012","direct migration background","inadequately","5.13","5.5","67","3","4","6","7","4.73","5.53","4","6"
"2012","direct migration background","middle vocational","5.37","6","384","3","4","7","7","5.22","5.52","5","6"
"2012","direct migration background","vocational + Abi","5.06","5","143","2","4","6","7","4.8","5.32","5","6"
"2012","indirect migration background","general elemantary","5.75","6","87","4","5","7","7","5.47","6.03","6","6"
"2012","indirect migration background","higher education","5.18","5","75","3","4","7","7","4.83","5.53","5","6"
"2012","indirect migration background","higher vocational","","","","","","","","","","",""
"2012","indirect migration background","in school","5.26","5","35","3","4","6","7","4.81","5.71","5","6"
"2012","indirect migration background","inadequately","","","","","","","","","","",""
"2012","indirect migration background","middle vocational","5.34","6","180","3","4","7","7","5.13","5.55","5","6"
"2012","indirect migration background","vocational + Abi","5.6","6","47","3","4","7","7","5.16","6.04","6","6"
"2012","no migration background","general elemantary","5.19","5","479","3","4","6","7","5.05","5.33","5","6"
"2012","no migration background","higher education","5.14","5","1193","3","4","6","7","5.06","5.22","5","5"
"2012","no migration background","higher vocational","5.2","5","318","3","4","6","7","5.04","5.36","5","6"
"2012","no migration background","in school","5.54","6","148","4","5","7","7","5.34","5.74","5","6"
"2012","no migration background","inadequately","5.07","5","74","3","4","6","7","4.7","5.44","5","6"
"2012","no migration background","middle vocational","5.41","6","2687","4","5","6","7","5.36","5.46","6","6"
"2012","no migration background","vocational + Abi","5.13","5","565","3","4","6","7","5.01","5.25","5","6"
"2013","direct migration background","general elemantary","4.88","5","332","3","4","6","7","4.71","5.05","5","5"
"2013","direct migration background","higher education","5.26","6","354","4","4","6","7","5.11","5.41","5","6"
"2013","direct migration background","higher vocational","4.63","4","72","3","4","6","7","4.31","4.95","4","6"
"2013","direct migration background","in school","","","","","","","","","","",""
"2013","direct migration background","inadequately","4.66","5","65","2","4","6","7","4.28","5.04","4","5"
"2013","direct migration background","middle vocational","5.13","5","630","3","4","6","7","5.02","5.24","5","6"
"2013","direct migration background","vocational + Abi","5.34","6","188","3","4","6","7","5.14","5.54","5","6"
"2013","indirect migration background","general elemantary","4.98","5","115","3","4","6","7","4.73","5.23","5","5"
"2013","indirect migration background","higher education","5.25","5","114","3","4","7","7","4.99","5.51","5","6"
"2013","indirect migration background","higher vocational","5.73","6","30","4","5","7","7","5.27","6.19","5","6"
"2013","indirect migration background","in school","5.29","6","53","4","4","6","7","4.96","5.62","5","6"
"2013","indirect migration background","inadequately","","","","","","","","","","",""
"2013","indirect migration background","middle vocational","5.53","6","306","4","5","6","7","5.39","5.67","6","6"
"2013","indirect migration background","vocational + Abi","4.94","5","37","2","4","6","7","4.4","5.48","5","6"
"2013","no migration background","general elemantary","5.16","5","1392","3","4","6","7","5.08","5.24","5","6"
"2013","no migration background","higher education","4.98","5","3992","3","4","6","7","4.94","5.02","5","5"
"2013","no migration background","higher vocational","5.06","5","1225","3","4","6","7","4.98","5.14","5","5"
"2013","no migration background","in school","5.25","6","195","3","5","6","7","5.06","5.44","5","6"
"2013","no migration background","inadequately","5.06","5.66","115","2","4","6","7","4.74","5.38","5","6"
"2013","no migration background","middle vocational","5.16","5","8461","3","4","6","7","5.13","5.19","5","5"
"2013","no migration background","vocational + Abi","5.19","5","873","3","4","6","7","5.1","5.28","5","6"
"2014","direct migration background","general elemantary","","","","","","","","","","",""
"2014","direct migration background","higher education","","","","","","","","","","",""
"2014","direct migration background","higher vocational","","","","","","","","","","",""
"2014","direct migration background","in school","","","","","","","","","","",""
"2014","direct migration background","inadequately","","","","","","","","","","",""
"2014","direct migration background","middle vocational","","","","","","","","","","",""
"2014","direct migration background","vocational + Abi","","","","","","","","","","",""
"2014","indirect migration background","general elemantary","","","","","","","","","","",""
"2014","indirect migration background","higher education","","","","","","","","","","",""
"2014","indirect migration background","higher vocational","","","","","","","","","","",""
"2014","indirect migration background","in school","","","","","","","","","","",""
"2014","indirect migration background","inadequately","","","","","","","","","","",""
"2014","indirect migration background","middle vocational","","","","","","","","","","",""
"2014","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2014","no migration background","general elemantary","","","","","","","","","","",""
"2014","no migration background","higher education","","","","","","","","","","",""
"2014","no migration background","higher vocational","","","","","","","","","","",""
"2014","no migration background","in school","","","","","","","","","","",""
"2014","no migration background","inadequately","","","","","","","","","","",""
"2014","no migration background","middle vocational","","","","","","","","","","",""
"2014","no migration background","vocational + Abi","","","","","","","","","","",""
"2015","direct migration background","general elemantary","","","","","","","","","","",""
"2015","direct migration background","higher education","","","","","","","","","","",""
"2015","direct migration background","higher vocational","","","","","","","","","","",""
"2015","direct migration background","in school","","","","","","","","","","",""
"2015","direct migration background","inadequately","","","","","","","","","","",""
"2015","direct migration background","middle vocational","","","","","","","","","","",""
"2015","direct migration background","vocational + Abi","","","","","","","","","","",""
"2015","indirect migration background","general elemantary","","","","","","","","","","",""
"2015","indirect migration background","higher education","","","","","","","","","","",""
"2015","indirect migration background","higher vocational","","","","","","","","","","",""
"2015","indirect migration background","in school","","","","","","","","","","",""
"2015","indirect migration background","inadequately","","","","","","","","","","",""
"2015","indirect migration background","middle vocational","","","","","","","","","","",""
"2015","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2015","no migration background","general elemantary","","","","","","","","","","",""
"2015","no migration background","higher education","","","","","","","","","","",""
"2015","no migration background","higher vocational","","","","","","","","","","",""
"2015","no migration background","in school","","","","","","","","","","",""
"2015","no migration background","inadequately","","","","","","","","","","",""
"2015","no migration background","middle vocational","","","","","","","","","","",""
"2015","no migration background","vocational + Abi","","","","","","","","","","",""
"2016","direct migration background","general elemantary","","","","","","","","","","",""
"2016","direct migration background","higher education","","","","","","","","","","",""
"2016","direct migration background","higher vocational","","","","","","","","","","",""
"2016","direct migration background","in school","","","","","","","","","","",""
"2016","direct migration background","inadequately","","","","","","","","","","",""
"2016","direct migration background","middle vocational","","","","","","","","","","",""
"2016","direct migration background","vocational + Abi","","","","","","","","","","",""
"2016","indirect migration background","general elemantary","","","","","","","","","","",""
"2016","indirect migration background","higher education","","","","","","","","","","",""
"2016","indirect migration background","higher vocational","","","","","","","","","","",""
"2016","indirect migration background","in school","","","","","","","","","","",""
"2016","indirect migration background","inadequately","","","","","","","","","","",""
"2016","indirect migration background","middle vocational","","","","","","","","","","",""
"2016","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2016","no migration background","general elemantary","","","","","","","","","","",""
"2016","no migration background","higher education","","","","","","","","","","",""
"2016","no migration background","higher vocational","","","","","","","","","","",""
"2016","no migration background","in school","","","","","","","","","","",""
"2016","no migration background","inadequately","","","","","","","","","","",""
"2016","no migration background","middle vocational","","","","","","","","","","",""
"2016","no migration background","vocational + Abi","","","","","","","","","","",""
"2017","direct migration background","general elemantary","5.24","6","1291","3","4","7","7","5.16","5.32","6","6"
"2017","direct migration background","higher education","5.18","5","1656","3","4","6","7","5.11","5.25","6","6"
"2017","direct migration background","higher vocational","4.89","5","91","2","3","6","7","4.58","5.2","5","6"
"2017","direct migration background","in school","5.59","6","35","4","5","7","7","5.17","6.01","5","6"
"2017","direct migration background","inadequately","5.2","6","1150","3","4","6","7","5.11","5.29","6","6"
"2017","direct migration background","middle vocational","5.24","5","1995","3","4","6","7","5.18","5.3","6","6"
"2017","direct migration background","vocational + Abi","5.19","5","715","3","4","6","7","5.08","5.3","6","6"
"2017","indirect migration background","general elemantary","5.16","5.3","281","3","4","6","7","4.98","5.34","5","6"
"2017","indirect migration background","higher education","5.3","6","284","3","4","6","7","5.14","5.46","5","6"
"2017","indirect migration background","higher vocational","5.77","6","59","5","6","6","7","5.4","6.14","6","6"
"2017","indirect migration background","in school","5.52","5.12","88","4","5","7","7","5.22","5.82","5","6"
"2017","indirect migration background","inadequately","5.43","5.53","39","4","5","7","7","4.92","5.94","5","6"
"2017","indirect migration background","middle vocational","5.35","6","722","3","4","6","7","5.25","5.45","5","6"
"2017","indirect migration background","vocational + Abi","5.65","6","130","4","5","7","7","5.43","5.87","6","6"
"2017","no migration background","general elemantary","5","5","1714","3","4","6","7","4.93","5.07","5","5"
"2017","no migration background","higher education","4.98","5","5067","3","4","6","7","4.94","5.02","5","5"
"2017","no migration background","higher vocational","5.11","5","1393","3","4","6","7","5.04","5.18","5","5"
"2017","no migration background","in school","5.38","6","290","3","5","6","7","5.22","5.54","5","6"
"2017","no migration background","inadequately","5.26","5","168","4","4","6","7","5.04","5.48","5","6"
"2017","no migration background","middle vocational","5.17","5","9851","3","4","6","7","5.14","5.2","5","5"
"2017","no migration background","vocational + Abi","5.03","5","1442","3","4","6","7","4.96","5.1","5","5"
"2018","direct migration background","general elemantary","","","","","","","","","","",""
"2018","direct migration background","higher education","","","","","","","","","","",""
"2018","direct migration background","higher vocational","","","","","","","","","","",""
"2018","direct migration background","in school","","","","","","","","","","",""
"2018","direct migration background","inadequately","","","","","","","","","","",""
"2018","direct migration background","middle vocational","","","","","","","","","","",""
"2018","direct migration background","vocational + Abi","","","","","","","","","","",""
"2018","indirect migration background","general elemantary","","","","","","","","","","",""
"2018","indirect migration background","higher education","","","","","","","","","","",""
"2018","indirect migration background","higher vocational","","","","","","","","","","",""
"2018","indirect migration background","in school","","","","","","","","","","",""
"2018","indirect migration background","inadequately","","","","","","","","","","",""
"2018","indirect migration background","middle vocational","","","","","","","","","","",""
"2018","indirect migration background","vocational + Abi","","","","","","","","","","",""
"2018","no migration background","general elemantary","","","","","","","","","","",""
"2018","no migration background","higher education","","","","","","","","","","",""
"2018","no migration background","higher vocational","","","","","","","","","","",""
"2018","no migration background","in school","","","","","","","","","","",""
"2018","no migration background","inadequately","","","","","","","","","","",""
"2018","no migration background","middle vocational","","","","","","","","","","",""
"2018","no migration background","vocational + Abi","","","","","","","","","","",""
"2019","direct migration background","general elemantary","5.01","5","583","3","4","6","7","4.89","5.13","5","5"
"2019","direct migration background","higher education","5.08","5","1061","3","4","6","7","4.99","5.17","5","5"
"2019","direct migration background","higher vocational","4.98","5","74","4","4","6","7","4.64","5.32","5","5"
"2019","direct migration background","in school","5.34","5","44","4","5","7","7","4.89","5.79","4","6"
"2019","direct migration background","inadequately","5.19","5","198","3","4","6","7","4.97","5.41","5","6"
"2019","direct migration background","middle vocational","5.08","5","1221","3","4","6","7","5","5.16","5","5"
"2019","direct migration background","vocational + Abi","5.18","5","517","4","4","6","7","5.05","5.31","5","6"
"2019","indirect migration background","general elemantary","5.23","6","236","3","4","6","7","5.05","5.41","5","6"
"2019","indirect migration background","higher education","5.33","6","336","3","4","6","7","5.19","5.47","5","6"
"2019","indirect migration background","higher vocational","5.33","5","74","3","5","7","7","4.98","5.68","5","6"
"2019","indirect migration background","in school","5.02","5","80","3","4","6","7","4.71","5.33","5","6"
"2019","indirect migration background","inadequately","4.54","5","38","1","2","6","7","3.88","5.2","4","7"
"2019","indirect migration background","middle vocational","5.4","6","664","4","5","6","7","5.29","5.51","5","6"
"2019","indirect migration background","vocational + Abi","5.28","5","141","4","5","6","7","5.06","5.5","5","6"
"2019","no migration background","general elemantary","4.95","5","1576","3","4","6","7","4.87","5.03","5","5"
"2019","no migration background","higher education","4.91","5","5597","3","4","6","7","4.87","4.95","5","5"
"2019","no migration background","higher vocational","4.95","5","1516","3","4","6","7","4.88","5.02","5","5"
"2019","no migration background","in school","5.48","6","203","4","5","6","7","5.28","5.68","5","6"
"2019","no migration background","inadequately","5.16","5.19","146","3","4","6","7","4.88","5.44","5","6"
"2019","no migration background","middle vocational","5.11","5","9192","3","4","6","7","5.08","5.14","5","5"
"2019","no migration background","vocational + Abi","5.02","5","1507","3","4","6","7","4.95","5.09","5","5"
