"year","education","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2009","Other degree","Male","4.66","5","367","3","4","6","7","4.51","4.81","4","5"
"2009","secondary school degree","Female","5.04","5","3116","3","4","6","7","4.99","5.09","5","5"
"2009","secondary school degree","Male","4.92","5","2287","3","4","6","7","4.86","4.98","5","5"
"2010","college entrance qualification","Female","","","","","","","","","","",""
"2010","college entrance qualification","Male","","","","","","","","","","",""
"2010","lower secondary degree","Female","","","","","","","","","","",""
"2010","lower secondary degree","Male","","","","","","","","","","",""
"2010","no degree/no degree yet","Female","","","","","","","","","","",""
"2010","no degree/no degree yet","Male","","","","","","","","","","",""
"2010","Other degree","Female","","","","","","","","","","",""
"2010","Other degree","Male","","","","","","","","","","",""
"2010","secondary school degree","Female","","","","","","","","","","",""
"2010","secondary school degree","Male","","","","","","","","","","",""
"2011","college entrance qualification","Female","","","","","","","","","","",""
"2011","college entrance qualification","Male","","","","","","","","","","",""
"2011","lower secondary degree","Female","","","","","","","","","","",""
"2011","lower secondary degree","Male","","","","","","","","","","",""
"2011","no degree/no degree yet","Female","","","","","","","","","","",""
"2011","no degree/no degree yet","Male","","","","","","","","","","",""
"2011","Other degree","Female","","","","","","","","","","",""
"2011","Other degree","Male","","","","","","","","","","",""
"2011","secondary school degree","Female","","","","","","","","","","",""
"2011","secondary school degree","Male","","","","","","","","","","",""
"2012","college entrance qualification","Female","5.42","6","1291","4","5","6","7","5.35","5.49","6","6"
"2012","college entrance qualification","Male","4.84","5","856","3","4","6","7","4.75","4.93","5","5"
"2012","lower secondary degree","Female","5.44","6","724","4","5","7","7","5.34","5.54","5","6"
"2012","lower secondary degree","Male","5.25","5","685","3","4","6","7","5.14","5.36","5","6"
"2012","no degree/no degree yet","Female","5.29","5","192","3","4","7","7","5.07","5.51","5","6"
"2012","no degree/no degree yet","Male","5.34","6","160","4","5","6","7","5.14","5.54","5","6"
"2012","Other degree","Female","5.04","5","366","3","4","6","7","4.88","5.2","5","5"
"2012","Other degree","Male","4.98","5","308","3","4","6","7","4.82","5.14","5","5"
"2012","secondary school degree","Female","5.44","6","1578","4","5","7","7","5.37","5.51","6","6"
"2012","secondary school degree","Male","5.37","6","810","3","4","6","7","5.27","5.47","5","6"
"2013","college entrance qualification","Female","5.25","5","2667","3","4","6","7","5.2","5.3","5","6"
"2013","college entrance qualification","Male","4.94","5","2720","3","4","6","7","4.89","4.99","5","5"
"2013","lower secondary degree","Female","5.19","5","2988","3","4","6","7","5.14","5.24","5","6"
"2013","lower secondary degree","Male","4.98","5","2833","3","4","6","7","4.93","5.03","5","5"
"2013","no degree/no degree yet","Female","5.04","5","255","3","4","6","7","4.85","5.23","5","6"
"2013","no degree/no degree yet","Male","5.09","5","231","3","4","6","7","4.91","5.27","5","6"
"2013","Other degree","Female","5.22","5","580","3","4","6","7","5.1","5.34","5","6"
"2013","Other degree","Male","5.01","5","432","3","4","6","7","4.87","5.15","5","5"
"2013","secondary school degree","Female","5.27","5","3269","3","4","6","7","5.22","5.32","5","6"
"2013","secondary school degree","Male","5.09","5","2355","3","4","6","7","5.03","5.15","5","5"
"2014","college entrance qualification","Female","","","","","","","","","","",""
"2014","college entrance qualification","Male","","","","","","","","","","",""
"2014","lower secondary degree","Female","","","","","","","","","","",""
"2014","lower secondary degree","Male","","","","","","","","","","",""
"2014","no degree/no degree yet","Female","","","","","","","","","","",""
"2014","no degree/no degree yet","Male","","","","","","","","","","",""
"2014","Other degree","Female","","","","","","","","","","",""
"2014","Other degree","Male","","","","","","","","","","",""
"2014","secondary school degree","Female","","","","","","","","","","",""
"2014","secondary school degree","Male","","","","","","","","","","",""
"2015","college entrance qualification","Female","","","","","","","","","","",""
"2015","college entrance qualification","Male","","","","","","","","","","",""
"2015","lower secondary degree","Female","","","","","","","","","","",""
"2015","lower secondary degree","Male","","","","","","","","","","",""
"2015","no degree/no degree yet","Female","","","","","","","","","","",""
"2015","no degree/no degree yet","Male","","","","","","","","","","",""
"2015","Other degree","Female","","","","","","","","","","",""
"2015","Other degree","Male","","","","","","","","","","",""
"2015","secondary school degree","Female","","","","","","","","","","",""
"2015","secondary school degree","Male","","","","","","","","","","",""
"2016","college entrance qualification","Female","","","","","","","","","","",""
"2016","college entrance qualification","Male","","","","","","","","","","",""
"2016","lower secondary degree","Female","","","","","","","","","","",""
"2016","lower secondary degree","Male","","","","","","","","","","",""
"2016","no degree/no degree yet","Female","","","","","","","","","","",""
"2016","no degree/no degree yet","Male","","","","","","","","","","",""
"2016","Other degree","Female","","","","","","","","","","",""
"2016","Other degree","Male","","","","","","","","","","",""
"2016","secondary school degree","Female","","","","","","","","","","",""
"2016","secondary school degree","Male","","","","","","","","","","",""
"2017","college entrance qualification","Female","5.19","5","4125","3","4","6","7","5.15","5.23","5","6"
"2017","college entrance qualification","Male","4.91","5","3818","3","4","6","7","4.87","4.95","5","5"
"2017","lower secondary degree","Female","5.19","5","3032","3","4","6","7","5.14","5.24","5","6"
"2017","lower secondary degree","Male","5.03","5","3066","3","4","6","7","4.98","5.08","5","5"
"2017","no degree/no degree yet","Female","5.24","5","880","3","4","6","7","5.14","5.34","6","6"
"2017","no degree/no degree yet","Male","5.3","6","968","3","4","6","7","5.21","5.39","6","6"
"2017","Other degree","Female","5.19","5","2214","3","4","6","7","5.13","5.25","6","6"
"2017","Other degree","Male","5.09","5","2344","3","4","6","7","5.03","5.15","6","6"
"2017","secondary school degree","Female","5.27","6","4480","3","4","6","7","5.23","5.31","6","6"
"2017","secondary school degree","Male","5.14","5","3140","3","4","6","7","5.09","5.19","5","5"
"2018","college entrance qualification","Female","","","","","","","","","","",""
"2018","college entrance qualification","Male","","","","","","","","","","",""
"2018","lower secondary degree","Female","","","","","","","","","","",""
"2018","lower secondary degree","Male","","","","","","","","","","",""
"2018","no degree/no degree yet","Female","","","","","","","","","","",""
"2018","no degree/no degree yet","Male","","","","","","","","","","",""
"2018","Other degree","Female","","","","","","","","","","",""
"2018","Other degree","Male","","","","","","","","","","",""
"2018","secondary school degree","Female","","","","","","","","","","",""
"2018","secondary school degree","Male","","","","","","","","","","",""
"2019","college entrance qualification","Female","5.13","5","4263","3","4","6","7","5.09","5.17","5","5"
"2019","college entrance qualification","Male","4.84","5","4271","3","4","6","7","4.8","4.88","5","5"
"2019","lower secondary degree","Female","5.17","5","2562","3","4","6","7","5.11","5.23","5","6"
"2019","lower secondary degree","Male","4.94","5","2728","3","4","6","7","4.88","5","5","5"
"2019","no degree/no degree yet","Female","5.29","5.83","401","3","4","7","7","5.14","5.44","5","6"
"2019","no degree/no degree yet","Male","5.14","5","370","3","4","6","7","4.98","5.3","5","5"
"2019","Other degree","Female","5.12","5","1387","3","4","6","7","5.04","5.2","5","5"
"2019","Other degree","Male","4.89","5","1151","3","4","6","7","4.8","4.98","5","5"
"2019","secondary school degree","Female","5.17","5","4231","3","4","6","7","5.13","5.21","5","6"
"2019","secondary school degree","Male","5.11","5","3182","3","4","6","7","5.06","5.16","5","5"
