"year","education","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2007","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2008","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2008","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2008","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2008","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2008","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2008","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2008","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2008","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2008","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2008","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2009","college entrance qualification","Ostdeutschland, neue Bundeslaender","4.94","5","1083","3","4","6","7","4.86","5.02","5","5"
"2009","college entrance qualification","Westdeutschland, alte Bundeslaender","4.91","5","3801","3","4","6","7","4.86","4.96","5","5"
"2009","lower secondary degree","Ostdeutschland, neue Bundeslaender","4.71","5","1194","3","4","6","7","4.62","4.8","5","5"
"2009","lower secondary degree","Westdeutschland, alte Bundeslaender","4.91","5","4706","3","4","6","7","4.87","4.95","5","5"
"2009","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","5.03","6","74","2","4","6","7","4.66","5.4","5","6"
"2009","no degree/no degree yet","Westdeutschland, alte Bundeslaender","4.98","5","410","3","4","6","7","4.84","5.12","5","5"
"2009","Other degree","Ostdeutschland, neue Bundeslaender","4.84","5","46","3","4","6","6","4.4","5.28","4","6"
"2009","Other degree","Westdeutschland, alte Bundeslaender","4.71","5","753","3","4","6","7","4.61","4.81","5","5"
"2009","secondary school degree","Ostdeutschland, neue Bundeslaender","4.86","5","2009","3","4","6","7","4.8","4.92","5","5"
"2009","secondary school degree","Westdeutschland, alte Bundeslaender","5.04","5","3394","3","4","6","7","4.99","5.09","5","5"
"2010","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2010","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2010","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2010","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2010","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2010","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2010","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2010","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2010","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2010","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2011","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2011","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2011","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2011","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2011","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2011","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2011","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2011","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2011","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2011","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2012","college entrance qualification","Ostdeutschland, neue Bundeslaender","5.21","5.86","364","3","4","6","7","5.07","5.35","5","6"
"2012","college entrance qualification","Westdeutschland, alte Bundeslaender","5.17","5","1783","3","4","6","7","5.11","5.23","5","5"
"2012","lower secondary degree","Ostdeutschland, neue Bundeslaender","5.25","5","154","3","4","7","7","5.01","5.49","5","6"
"2012","lower secondary degree","Westdeutschland, alte Bundeslaender","5.35","6","1255","4","4","6","7","5.27","5.43","5","6"
"2012","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","5.32","5.89","39","3","5","6","7","4.85","5.79","5","6"
"2012","no degree/no degree yet","Westdeutschland, alte Bundeslaender","5.31","5","313","3","4","6","7","5.15","5.47","5","6"
"2012","Other degree","Ostdeutschland, neue Bundeslaender","5.04","5","56","2","5","6","7","4.63","5.45","5","5"
"2012","Other degree","Westdeutschland, alte Bundeslaender","5.01","5","618","3","4","6","7","4.89","5.13","5","5"
"2012","secondary school degree","Ostdeutschland, neue Bundeslaender","5.3","6","697","3","4","6","7","5.2","5.4","5","6"
"2012","secondary school degree","Westdeutschland, alte Bundeslaender","5.46","6","1691","4","5","7","7","5.4","5.52","6","6"
"2013","college entrance qualification","Ostdeutschland, neue Bundeslaender","5.1","5","1083","3","4","6","7","5.02","5.18","5","5"
"2013","college entrance qualification","Westdeutschland, alte Bundeslaender","5.08","5","4304","3","4","6","7","5.04","5.12","5","5"
"2013","lower secondary degree","Ostdeutschland, neue Bundeslaender","4.97","5","1128","3","4","6","7","4.89","5.05","5","5"
"2013","lower secondary degree","Westdeutschland, alte Bundeslaender","5.11","5","4693","3","4","6","7","5.07","5.15","5","5"
"2013","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","5.04","5","68","3","4","6","6","4.69","5.39","5","6"
"2013","no degree/no degree yet","Westdeutschland, alte Bundeslaender","5.06","5","418","3","4","6","7","4.92","5.2","5","6"
"2013","Other degree","Ostdeutschland, neue Bundeslaender","5.29","6","75","3","5","6","7","4.95","5.63","5","6"
"2013","Other degree","Westdeutschland, alte Bundeslaender","5.11","5","937","3","4","6","7","5.02","5.2","5","5"
"2013","secondary school degree","Ostdeutschland, neue Bundeslaender","5.1","5","2013","3","4","6","7","5.04","5.16","5","5"
"2013","secondary school degree","Westdeutschland, alte Bundeslaender","5.23","5","3611","3","4","6","7","5.19","5.27","5","6"
"2014","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2014","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2014","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2014","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2014","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2015","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2015","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2015","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2015","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2015","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2015","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2015","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2015","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2015","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2015","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2016","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2016","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2016","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2016","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2016","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2016","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2016","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2016","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2016","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2016","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2017","college entrance qualification","Ostdeutschland, neue Bundeslaender","5.06","5","1463","3","4","6","7","4.99","5.13","5","5"
"2017","college entrance qualification","Westdeutschland, alte Bundeslaender","5.04","5","6480","3","4","6","7","5.01","5.07","5","5"
"2017","lower secondary degree","Ostdeutschland, neue Bundeslaender","5.01","5","1024","3","4","6","7","4.92","5.1","5","5"
"2017","lower secondary degree","Westdeutschland, alte Bundeslaender","5.13","5","5074","3","4","6","7","5.09","5.17","5","5"
"2017","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","5.39","6","313","3","5","6","7","5.22","5.56","6","6"
"2017","no degree/no degree yet","Westdeutschland, alte Bundeslaender","5.25","5","1535","3","4","6","7","5.17","5.33","6","6"
"2017","Other degree","Ostdeutschland, neue Bundeslaender","5.3","6","569","3","4","6","7","5.17","5.43","6","6"
"2017","Other degree","Westdeutschland, alte Bundeslaender","5.13","5","3989","3","4","6","7","5.08","5.18","6","6"
"2017","secondary school degree","Ostdeutschland, neue Bundeslaender","5.11","5","2540","3","4","6","7","5.05","5.17","5","5"
"2017","secondary school degree","Westdeutschland, alte Bundeslaender","5.25","5","5080","3","4","6","7","5.21","5.29","5","6"
"2018","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2018","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2018","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2018","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2018","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2019","college entrance qualification","Ostdeutschland, neue Bundeslaender","4.93","5","1624","3","4","6","7","4.86","5","5","5"
"2019","college entrance qualification","Westdeutschland, alte Bundeslaender","4.99","5","6872","3","4","6","7","4.96","5.02","5","5"
"2019","lower secondary degree","Ostdeutschland, neue Bundeslaender","4.9","5","853","3","4","6","7","4.8","5","5","5"
"2019","lower secondary degree","Westdeutschland, alte Bundeslaender","5.07","5","4430","3","4","6","7","5.03","5.11","5","5"
"2019","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","5.07","5","104","3","4","6","7","4.77","5.37","5","5"
"2019","no degree/no degree yet","Westdeutschland, alte Bundeslaender","5.25","6","666","3","4","7","7","5.13","5.37","5","5"
"2019","Other degree","Ostdeutschland, neue Bundeslaender","4.96","5","264","3","4","6","7","4.78","5.14","5","5"
"2019","Other degree","Westdeutschland, alte Bundeslaender","5.01","5","2270","3","4","6","7","4.95","5.07","5","5"
"2019","secondary school degree","Ostdeutschland, neue Bundeslaender","5.09","5","2495","3","4","6","7","5.03","5.15","5","5"
"2019","secondary school degree","Westdeutschland, alte Bundeslaender","5.16","5","4897","3","4","6","7","5.12","5.2","5","5"
