"transab_cat2","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","1984","Single parent ","(1b) general elementary school","12","","",""
"Low transfer dependency","1984","Single parent ","(1c) basic vocational qualification","17","","",""
"Low transfer dependency","1984","Single parent ","(2b) intermediate general qualification","1","","",""
"Low transfer dependency","1984","Single parent ","(2a) intermediate vocational","4","","",""
"Low transfer dependency","1984","Single parent ","(2c_gen) general maturity certificate","3","","",""
"Low transfer dependency","1984","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"Low transfer dependency","1984","Single parent ","(3a) lower tertiary education","1","","",""
"Low transfer dependency","1984","Single parent ","(3b) higher tertiary education","1","","",""
"Low transfer dependency","1984","Couple + C. LE 16 ","(0) in school","","","",""
"Low transfer dependency","1984","Couple + C. LE 16 ","(1a) inadequately completed","25","","",""
"Low transfer dependency","1984","Couple + C. LE 16 ","(1b) general elementary school","24","","",""
"Low transfer dependency","1984","Couple + C. LE 16 ","(1c) basic vocational qualification","46","0.0351423701420329","0.0245685414409553","0.0457161988431105"
"Low transfer dependency","1984","Couple + C. LE 16 ","(2b) intermediate general qualification","1","","",""
"Low transfer dependency","1984","Couple + C. LE 16 ","(2a) intermediate vocational","12","","",""
"Low transfer dependency","1984","Couple + C. LE 16 ","(2c_gen) general maturity certificate","2","","",""
"Low transfer dependency","1984","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","7","","",""
"Low transfer dependency","1984","Couple + C. LE 16 ","(3a) lower tertiary education","2","","",""
"Low transfer dependency","1984","Couple + C. LE 16 ","(3b) higher tertiary education","4","","",""
"Low transfer dependency","1984","Couple + C. GT 16 ","(0) in school","","","",""
"Low transfer dependency","1984","Couple + C. GT 16 ","(1a) inadequately completed","6","","",""
"Low transfer dependency","1984","Couple + C. GT 16 ","(1b) general elementary school","13","","",""
"Low transfer dependency","1984","Couple + C. GT 16 ","(1c) basic vocational qualification","21","","",""
"Low transfer dependency","1984","Couple + C. GT 16 ","(2b) intermediate general qualification","1","","",""
"Low transfer dependency","1984","Couple + C. GT 16 ","(2a) intermediate vocational","5","","",""
"Low transfer dependency","1984","Couple + C. GT 16 ","(2c_gen) general maturity certificate","5","","",""
"Low transfer dependency","1984","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","1","","",""
"Low transfer dependency","1984","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"Low transfer dependency","1984","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"Low transfer dependency","1984","Couple + C. LE and GT 16","(0) in school","5","","",""
"Low transfer dependency","1984","Couple + C. LE and GT 16","(1a) inadequately completed","32","0.130556635392125","0.0873887986391035","0.173724472145146"
"Low transfer dependency","1984","Couple + C. LE and GT 16","(1b) general elementary school","42","0.0427590140577193","0.0243308495921855","0.0611871785232532"
"Low transfer dependency","1984","Couple + C. LE and GT 16","(1c) basic vocational qualification","21","","",""
"Low transfer dependency","1984","Couple + C. LE and GT 16","(2b) intermediate general qualification","8","","",""
"Low transfer dependency","1984","Couple + C. LE and GT 16","(2a) intermediate vocational","1","","",""
"Low transfer dependency","1984","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"Low transfer dependency","1984","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","3","","",""
"Low transfer dependency","1984","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Low transfer dependency","1984","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"High transfer dependency","1984","1-pers.-HH","(0) in school","","","",""
"High transfer dependency","1984","1-pers.-HH","(1a) inadequately completed","2","","",""
"High transfer dependency","1984","1-pers.-HH","(1b) general elementary school","6","","",""
"High transfer dependency","1984","1-pers.-HH","(1c) basic vocational qualification","5","","",""
"High transfer dependency","1984","1-pers.-HH","(2b) intermediate general qualification","","","",""
"High transfer dependency","1984","1-pers.-HH","(2a) intermediate vocational","1","","",""
"High transfer dependency","1984","1-pers.-HH","(2c_gen) general maturity certificate","2","","",""
"High transfer dependency","1984","1-pers.-HH","(2c_voc) vocational maturity certificate","2","","",""
"High transfer dependency","1984","1-pers.-HH","(3a) lower tertiary education","","","",""
"High transfer dependency","1984","1-pers.-HH","(3b) higher tertiary education","2","","",""
"High transfer dependency","1984","(Married) couple without C. ","(0) in school","","","",""
"High transfer dependency","1984","(Married) couple without C. ","(1a) inadequately completed","1","","",""
"High transfer dependency","1984","(Married) couple without C. ","(1b) general elementary school","5","","",""
"High transfer dependency","1984","(Married) couple without C. ","(1c) basic vocational qualification","3","","",""
"High transfer dependency","1984","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"High transfer dependency","1984","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"High transfer dependency","1984","(Married) couple without C. ","(2c_gen) general maturity certificate","2","","",""
"High transfer dependency","1984","(Married) couple without C. ","(2c_voc) vocational maturity certificate","3","","",""
"High transfer dependency","1984","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"High transfer dependency","1984","(Married) couple without C. ","(3b) higher tertiary education","","","",""
"High transfer dependency","1984","Single parent ","(0) in school","","","",""
"High transfer dependency","1984","Single parent ","(1a) inadequately completed","1","","",""
"High transfer dependency","1984","Single parent ","(1b) general elementary school","6","","",""
"High transfer dependency","1984","Single parent ","(1c) basic vocational qualification","5","","",""
"High transfer dependency","1984","Single parent ","(2b) intermediate general qualification","","","",""
"High transfer dependency","1984","Single parent ","(2a) intermediate vocational","3","","",""
"High transfer dependency","1984","Single parent ","(2c_gen) general maturity certificate","","","",""
"High transfer dependency","1984","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"High transfer dependency","1984","Single parent ","(3a) lower tertiary education","","","",""
"High transfer dependency","1984","Single parent ","(3b) higher tertiary education","","","",""
"High transfer dependency","1984","Couple + C. LE 16 ","(0) in school","","","",""
"High transfer dependency","1984","Couple + C. LE 16 ","(1a) inadequately completed","9","","",""
"High transfer dependency","1984","Couple + C. LE 16 ","(1b) general elementary school","13","","",""
"High transfer dependency","1984","Couple + C. LE 16 ","(1c) basic vocational qualification","8","","",""
"High transfer dependency","1984","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"High transfer dependency","1984","Couple + C. LE 16 ","(2a) intermediate vocational","2","","",""
"High transfer dependency","1984","Couple + C. LE 16 ","(2c_gen) general maturity certificate","2","","",""
"High transfer dependency","1984","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","4","","",""
"High transfer dependency","1984","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"High transfer dependency","1984","Couple + C. LE 16 ","(3b) higher tertiary education","2","","",""
"High transfer dependency","1984","Couple + C. GT 16 ","(0) in school","","","",""
"High transfer dependency","1984","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"High transfer dependency","1984","Couple + C. GT 16 ","(1b) general elementary school","5","","",""
"High transfer dependency","1984","Couple + C. GT 16 ","(1c) basic vocational qualification","","","",""
"High transfer dependency","1984","Couple + C. GT 16 ","(2b) intermediate general qualification","1","","",""
"High transfer dependency","1984","Couple + C. GT 16 ","(2a) intermediate vocational","","","",""
"High transfer dependency","1984","Couple + C. GT 16 ","(2c_gen) general maturity certificate","2","","",""
"High transfer dependency","1984","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"High transfer dependency","1984","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"High transfer dependency","1984","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"High transfer dependency","1984","Couple + C. LE and GT 16","(0) in school","1","","",""
"High transfer dependency","1984","Couple + C. LE and GT 16","(1a) inadequately completed","2","","",""
"High transfer dependency","1984","Couple + C. LE and GT 16","(1b) general elementary school","6","","",""
"High transfer dependency","1984","Couple + C. LE and GT 16","(1c) basic vocational qualification","7","","",""
"High transfer dependency","1984","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"High transfer dependency","1984","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"High transfer dependency","1984","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"High transfer dependency","1984","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"High transfer dependency","1984","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"High transfer dependency","1984","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1984","1-pers.-HH","(0) in school","","","",""
"Very high transfer dependency","1984","1-pers.-HH","(1a) inadequately completed","7","","",""
"Very high transfer dependency","1984","1-pers.-HH","(1b) general elementary school","19","","",""
"Very high transfer dependency","1984","1-pers.-HH","(1c) basic vocational qualification","20","","",""
"Very high transfer dependency","1984","1-pers.-HH","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","1984","1-pers.-HH","(2a) intermediate vocational","4","","",""
"Very high transfer dependency","1984","1-pers.-HH","(2c_gen) general maturity certificate","9","","",""
"Very high transfer dependency","1984","1-pers.-HH","(2c_voc) vocational maturity certificate","7","","",""
"Very high transfer dependency","1984","1-pers.-HH","(3a) lower tertiary education","2","","",""
"Very high transfer dependency","1984","1-pers.-HH","(3b) higher tertiary education","2","","",""
"Very high transfer dependency","1984","(Married) couple without C. ","(0) in school","","","",""
"Very high transfer dependency","1984","(Married) couple without C. ","(1a) inadequately completed","4","","",""
"Very high transfer dependency","1984","(Married) couple without C. ","(1b) general elementary school","7","","",""
"Very high transfer dependency","1984","(Married) couple without C. ","(1c) basic vocational qualification","4","","",""
"Very high transfer dependency","1984","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","1984","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"Very high transfer dependency","1984","(Married) couple without C. ","(2c_gen) general maturity certificate","2","","",""
"Very high transfer dependency","1984","(Married) couple without C. ","(2c_voc) vocational maturity certificate","3","","",""
"Very high transfer dependency","1984","(Married) couple without C. ","(3a) lower tertiary education","1","","",""
"Very high transfer dependency","1984","(Married) couple without C. ","(3b) higher tertiary education","1","","",""
"Very high transfer dependency","1984","Single parent ","(0) in school","","","",""
"Very high transfer dependency","1984","Single parent ","(1a) inadequately completed","4","","",""
"Very high transfer dependency","1984","Single parent ","(1b) general elementary school","12","","",""
"Very high transfer dependency","1984","Single parent ","(1c) basic vocational qualification","11","","",""
"Very high transfer dependency","1984","Single parent ","(2b) intermediate general qualification","2","","",""
"Very high transfer dependency","1984","Single parent ","(2a) intermediate vocational","3","","",""
"Very high transfer dependency","1984","Single parent ","(2c_gen) general maturity certificate","","","",""
"Very high transfer dependency","1984","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"Very high transfer dependency","1984","Single parent ","(3a) lower tertiary education","","","",""
"Very high transfer dependency","1984","Single parent ","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1984","Couple + C. LE 16 ","(0) in school","","","",""
"Very high transfer dependency","1984","Couple + C. LE 16 ","(1a) inadequately completed","8","","",""
"Very high transfer dependency","1984","Couple + C. LE 16 ","(1b) general elementary school","18","","",""
"Very high transfer dependency","1984","Couple + C. LE 16 ","(1c) basic vocational qualification","14","","",""
"Very high transfer dependency","1984","Couple + C. LE 16 ","(2b) intermediate general qualification","1","","",""
"Very high transfer dependency","1984","Couple + C. LE 16 ","(2a) intermediate vocational","4","","",""
"Very high transfer dependency","1984","Couple + C. LE 16 ","(2c_gen) general maturity certificate","1","","",""
"Very high transfer dependency","1984","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","1","","",""
"Very high transfer dependency","1984","Couple + C. LE 16 ","(3a) lower tertiary education","2","","",""
"Very high transfer dependency","1984","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1984","Couple + C. GT 16 ","(0) in school","2","","",""
"Very high transfer dependency","1984","Couple + C. GT 16 ","(1a) inadequately completed","4","","",""
"Very high transfer dependency","1984","Couple + C. GT 16 ","(1b) general elementary school","5","","",""
"Very high transfer dependency","1984","Couple + C. GT 16 ","(1c) basic vocational qualification","3","","",""
"Very high transfer dependency","1984","Couple + C. GT 16 ","(2b) intermediate general qualification","2","","",""
"Very high transfer dependency","1984","Couple + C. GT 16 ","(2a) intermediate vocational","1","","",""
"Very high transfer dependency","1984","Couple + C. GT 16 ","(2c_gen) general maturity certificate","5","","",""
"Very high transfer dependency","1984","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","1","","",""
"Very high transfer dependency","1984","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"Very high transfer dependency","1984","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1984","Couple + C. LE and GT 16","(0) in school","","","",""
"Very high transfer dependency","1984","Couple + C. LE and GT 16","(1a) inadequately completed","10","","",""
"Very high transfer dependency","1984","Couple + C. LE and GT 16","(1b) general elementary school","1","","",""
"Very high transfer dependency","1984","Couple + C. LE and GT 16","(1c) basic vocational qualification","4","","",""
"Very high transfer dependency","1984","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","1984","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"Very high transfer dependency","1984","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"Very high transfer dependency","1984","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"Very high transfer dependency","1984","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Very high transfer dependency","1984","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"Very low transfer dependency","1985","1-pers.-HH","(0) in school","","","",""
"Very low transfer dependency","1985","1-pers.-HH","(1a) inadequately completed","55","0.889559033969229","0.81090234532342","0.968215722615038"
"Very low transfer dependency","1985","1-pers.-HH","(1b) general elementary school","274","0.915034675719618","0.883639247392062","0.946430104047175"
"Very low transfer dependency","1985","1-pers.-HH","(1c) basic vocational qualification","326","0.927049085122734","0.899843299661484","0.954254870583985"
"Very low transfer dependency","1985","1-pers.-HH","(2b) intermediate general qualification","34","0.983966993237099","0.942355641696382","1.02557834477782"
"Very low transfer dependency","1985","1-pers.-HH","(2a) intermediate vocational","178","0.968247558278546","0.942981121711371","0.993513994845721"
"Very low transfer dependency","1985","1-pers.-HH","(2c_gen) general maturity certificate","39","0.757774203608672","0.639021585418581","0.876526821798762"
"Very low transfer dependency","1985","1-pers.-HH","(2c_voc) vocational maturity certificate","63","0.886741171655411","0.813540290018688","0.959942053292134"
"Very low transfer dependency","1985","1-pers.-HH","(3a) lower tertiary education","26","","",""
"Very low transfer dependency","1985","1-pers.-HH","(3b) higher tertiary education","75","0.97542882432996","0.941072115789965","1.00978553286996"
"Very low transfer dependency","1985","(Married) couple without C. ","(0) in school","","","",""
"Very low transfer dependency","1985","(Married) couple without C. ","(1a) inadequately completed","99","0.945746542122286","0.902826781120783","0.98866630312379"
"Very low transfer dependency","1985","(Married) couple without C. ","(1b) general elementary school","541","0.961399936314796","0.945487380180696","0.977312492448896"
"Very low transfer dependency","1985","(Married) couple without C. ","(1c) basic vocational qualification","977","0.968891555571908","0.958195231128147","0.979587880015669"
"Very low transfer dependency","1985","(Married) couple without C. ","(2b) intermediate general qualification","34","0.911629777508526","0.818912842579234","1.00434671243782"
"Very low transfer dependency","1985","(Married) couple without C. ","(2a) intermediate vocational","337","0.981011154215042","0.966588170068221","0.995434138361863"
"Very low transfer dependency","1985","(Married) couple without C. ","(2c_gen) general maturity certificate","34","0.824326414540109","0.709239409944489","0.939413419135728"
"Very low transfer dependency","1985","(Married) couple without C. ","(2c_voc) vocational maturity certificate","101","0.90930168598284","0.85611625475063","0.962487117215049"
"Very low transfer dependency","1985","(Married) couple without C. ","(3a) lower tertiary education","79","0.979523261838335","0.948681204010146","1.01036531966652"
"Very low transfer dependency","1985","(Married) couple without C. ","(3b) higher tertiary education","113","0.992173859972977","0.975998149578261","1.00834957036769"
"Very low transfer dependency","1985","Single parent ","(0) in school","18","","",""
"Very low transfer dependency","1985","Single parent ","(1a) inadequately completed","28","","",""
"Very low transfer dependency","1985","Single parent ","(1b) general elementary school","127","0.82914428824169","0.769505036872231","0.88878353961115"
"Very low transfer dependency","1985","Single parent ","(1c) basic vocational qualification","142","0.856619747182447","0.802982697821209","0.910256796543685"
"Very low transfer dependency","1985","Single parent ","(2b) intermediate general qualification","41","0.885446592497004","0.793411306380158","0.977481878613849"
"Very low transfer dependency","1985","Single parent ","(2a) intermediate vocational","49","0.92669833220312","0.856530788315975","0.996865876090265"
"Very low transfer dependency","1985","Single parent ","(2c_gen) general maturity certificate","28","","",""
"Very low transfer dependency","1985","Single parent ","(2c_voc) vocational maturity certificate","13","","",""
"Very low transfer dependency","1985","Single parent ","(3a) lower tertiary education","2","","",""
"Very low transfer dependency","1985","Single parent ","(3b) higher tertiary education","13","","",""
"Very low transfer dependency","1985","Couple + C. LE 16 ","(0) in school","","","",""
"Very low transfer dependency","1985","Couple + C. LE 16 ","(1a) inadequately completed","253","0.874889575745285","0.836137725358912","0.913641426131659"
"Very low transfer dependency","1985","Couple + C. LE 16 ","(1b) general elementary school","468","0.897221857150234","0.871096350737975","0.923347363562493"
"Very low transfer dependency","1985","Couple + C. LE 16 ","(1c) basic vocational qualification","955","0.94472904784369","0.930691982887009","0.958766112800371"
"Very low transfer dependency","1985","Couple + C. LE 16 ","(2b) intermediate general qualification","33","0.877936329864322","0.773853038997028","0.982019620731616"
"Very low transfer dependency","1985","Couple + C. LE 16 ","(2a) intermediate vocational","356","0.976824691420555","0.961410220404225","0.992239162436884"
"Very low transfer dependency","1985","Couple + C. LE 16 ","(2c_gen) general maturity certificate","41","0.875961325105673","0.779653215335263","0.972269434876083"
"Very low transfer dependency","1985","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","102","0.968993140102356","0.936452650218723","1.00153362998599"
"Very low transfer dependency","1985","Couple + C. LE 16 ","(3a) lower tertiary education","71","0.958540933764423","0.913120913746522","1.00396095378232"
"Very low transfer dependency","1985","Couple + C. LE 16 ","(3b) higher tertiary education","171","0.998352743985819","0.992309813501009","1.00439567447063"
"Very low transfer dependency","1985","Couple + C. GT 16 ","(0) in school","77","0.941769803234787","0.890771926958632","0.992767679510942"
"Very low transfer dependency","1985","Couple + C. GT 16 ","(1a) inadequately completed","133","0.9393724068644","0.899981806692896","0.978763007035905"
"Very low transfer dependency","1985","Couple + C. GT 16 ","(1b) general elementary school","434","0.957813847751129","0.939323474490241","0.976304221012016"
"Very low transfer dependency","1985","Couple + C. GT 16 ","(1c) basic vocational qualification","633","0.977167508295429","0.965710989720621","0.988624026870238"
"Very low transfer dependency","1985","Couple + C. GT 16 ","(2b) intermediate general qualification","158","0.976717061292166","0.953707443573241","0.999726679011092"
"Very low transfer dependency","1985","Couple + C. GT 16 ","(2a) intermediate vocational","226","0.985947061886096","0.970701595481217","1.00119252829098"
"Very low transfer dependency","1985","Couple + C. GT 16 ","(2c_gen) general maturity certificate","105","0.972000129690361","0.941716576026991","1.00228368335373"
