"transab_cat2","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","1984","indirect migration background","(2c_voc) vocational maturity certificate","1","","",""
"Very low transfer dependency","1984","indirect migration background","(3a) lower tertiary education","1","","",""
"Very low transfer dependency","1984","indirect migration background","(3b) higher tertiary education","2","","",""
"Low transfer dependency","1984","no migration background","(0) in school","14","","",""
"Low transfer dependency","1984","no migration background","(1a) inadequately completed","9","","",""
"Low transfer dependency","1984","no migration background","(1b) general elementary school","66","0.0316650314848927","0.0238629518978553","0.0394671110719301"
"Low transfer dependency","1984","no migration background","(1c) basic vocational qualification","107","0.0286044460666622","0.0230765021935614","0.0341323899397631"
"Low transfer dependency","1984","no migration background","(2b) intermediate general qualification","11","","",""
"Low transfer dependency","1984","no migration background","(2a) intermediate vocational","27","","",""
"Low transfer dependency","1984","no migration background","(2c_gen) general maturity certificate","12","","",""
"Low transfer dependency","1984","no migration background","(2c_voc) vocational maturity certificate","6","","",""
"Low transfer dependency","1984","no migration background","(3a) lower tertiary education","6","","",""
"Low transfer dependency","1984","no migration background","(3b) higher tertiary education","10","","",""
"Low transfer dependency","1984","direct migration background","(0) in school","1","","",""
"Low transfer dependency","1984","direct migration background","(1a) inadequately completed","84","0.0956595181637485","0.0776711010362072","0.11364793529129"
"Low transfer dependency","1984","direct migration background","(1b) general elementary school","67","0.0483075287718553","0.035090670265749","0.0615243872779616"
"Low transfer dependency","1984","direct migration background","(1c) basic vocational qualification","42","0.0404353286296686","0.0259971409220801","0.0548735163372571"
"Low transfer dependency","1984","direct migration background","(2b) intermediate general qualification","1","","",""
"Low transfer dependency","1984","direct migration background","(2a) intermediate vocational","4","","",""
"Low transfer dependency","1984","direct migration background","(2c_gen) general maturity certificate","8","","",""
"Low transfer dependency","1984","direct migration background","(2c_voc) vocational maturity certificate","13","","",""
"Low transfer dependency","1984","direct migration background","(3a) lower tertiary education","","","",""
"Low transfer dependency","1984","direct migration background","(3b) higher tertiary education","2","","",""
"Low transfer dependency","1984","indirect migration background","(0) in school","","","",""
"Low transfer dependency","1984","indirect migration background","(1a) inadequately completed","1","","",""
"Low transfer dependency","1984","indirect migration background","(1b) general elementary school","2","","",""
"Low transfer dependency","1984","indirect migration background","(1c) basic vocational qualification","2","","",""
"Low transfer dependency","1984","indirect migration background","(2b) intermediate general qualification","3","","",""
"Low transfer dependency","1984","indirect migration background","(2a) intermediate vocational","1","","",""
"Low transfer dependency","1984","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Low transfer dependency","1984","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Low transfer dependency","1984","indirect migration background","(3a) lower tertiary education","","","",""
"Low transfer dependency","1984","indirect migration background","(3b) higher tertiary education","","","",""
"High transfer dependency","1984","no migration background","(0) in school","1","","",""
"High transfer dependency","1984","no migration background","(1a) inadequately completed","1","","",""
"High transfer dependency","1984","no migration background","(1b) general elementary school","26","","",""
"High transfer dependency","1984","no migration background","(1c) basic vocational qualification","23","","",""
"High transfer dependency","1984","no migration background","(2b) intermediate general qualification","2","","",""
"High transfer dependency","1984","no migration background","(2a) intermediate vocational","5","","",""
"High transfer dependency","1984","no migration background","(2c_gen) general maturity certificate","6","","",""
"High transfer dependency","1984","no migration background","(2c_voc) vocational maturity certificate","5","","",""
"High transfer dependency","1984","no migration background","(3a) lower tertiary education","","","",""
"High transfer dependency","1984","no migration background","(3b) higher tertiary education","1","","",""
"High transfer dependency","1984","direct migration background","(0) in school","","","",""
"High transfer dependency","1984","direct migration background","(1a) inadequately completed","16","","",""
"High transfer dependency","1984","direct migration background","(1b) general elementary school","18","","",""
"High transfer dependency","1984","direct migration background","(1c) basic vocational qualification","6","","",""
"High transfer dependency","1984","direct migration background","(2b) intermediate general qualification","","","",""
"High transfer dependency","1984","direct migration background","(2a) intermediate vocational","3","","",""
"High transfer dependency","1984","direct migration background","(2c_gen) general maturity certificate","9","","",""
"High transfer dependency","1984","direct migration background","(2c_voc) vocational maturity certificate","6","","",""
"High transfer dependency","1984","direct migration background","(3a) lower tertiary education","","","",""
"High transfer dependency","1984","direct migration background","(3b) higher tertiary education","3","","",""
"High transfer dependency","1984","indirect migration background","(0) in school","","","",""
"High transfer dependency","1984","indirect migration background","(1a) inadequately completed","","","",""
"High transfer dependency","1984","indirect migration background","(1b) general elementary school","","","",""
"High transfer dependency","1984","indirect migration background","(1c) basic vocational qualification","","","",""
"High transfer dependency","1984","indirect migration background","(2b) intermediate general qualification","","","",""
"High transfer dependency","1984","indirect migration background","(2a) intermediate vocational","","","",""
"High transfer dependency","1984","indirect migration background","(2c_gen) general maturity certificate","","","",""
"High transfer dependency","1984","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"High transfer dependency","1984","indirect migration background","(3a) lower tertiary education","","","",""
"High transfer dependency","1984","indirect migration background","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1984","no migration background","(0) in school","1","","",""
"Very high transfer dependency","1984","no migration background","(1a) inadequately completed","5","","",""
"Very high transfer dependency","1984","no migration background","(1b) general elementary school","41","0.0210744323390209","0.0146747210095557","0.0274741436684861"
"Very high transfer dependency","1984","no migration background","(1c) basic vocational qualification","44","0.0133672542056869","0.00955880941287968","0.0171756989984942"
"Very high transfer dependency","1984","no migration background","(2b) intermediate general qualification","6","","",""
"Very high transfer dependency","1984","no migration background","(2a) intermediate vocational","10","","",""
"Very high transfer dependency","1984","no migration background","(2c_gen) general maturity certificate","13","","",""
"Very high transfer dependency","1984","no migration background","(2c_voc) vocational maturity certificate","8","","",""
"Very high transfer dependency","1984","no migration background","(3a) lower tertiary education","1","","",""
"Very high transfer dependency","1984","no migration background","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1984","direct migration background","(0) in school","1","","",""
"Very high transfer dependency","1984","direct migration background","(1a) inadequately completed","32","0.0349816257661421","0.0237446186686132","0.0462186328636711"
"Very high transfer dependency","1984","direct migration background","(1b) general elementary school","18","","",""
"Very high transfer dependency","1984","direct migration background","(1c) basic vocational qualification","13","","",""
"Very high transfer dependency","1984","direct migration background","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","1984","direct migration background","(2a) intermediate vocational","3","","",""
"Very high transfer dependency","1984","direct migration background","(2c_gen) general maturity certificate","4","","",""
"Very high transfer dependency","1984","direct migration background","(2c_voc) vocational maturity certificate","4","","",""
"Very high transfer dependency","1984","direct migration background","(3a) lower tertiary education","4","","",""
"Very high transfer dependency","1984","direct migration background","(3b) higher tertiary education","3","","",""
"Very high transfer dependency","1984","indirect migration background","(0) in school","","","",""
"Very high transfer dependency","1984","indirect migration background","(1a) inadequately completed","","","",""
"Very high transfer dependency","1984","indirect migration background","(1b) general elementary school","3","","",""
"Very high transfer dependency","1984","indirect migration background","(1c) basic vocational qualification","","","",""
"Very high transfer dependency","1984","indirect migration background","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","1984","indirect migration background","(2a) intermediate vocational","","","",""
"Very high transfer dependency","1984","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Very high transfer dependency","1984","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Very high transfer dependency","1984","indirect migration background","(3a) lower tertiary education","","","",""
"Very high transfer dependency","1984","indirect migration background","(3b) higher tertiary education","","","",""
"Very low transfer dependency","1985","no migration background","(0) in school","143","0.928050673749689","0.887370626109738","0.968730721389639"
"Very low transfer dependency","1985","no migration background","(1a) inadequately completed","57","0.811611117012163","0.720657380385574","0.902564853638752"
"Very low transfer dependency","1985","no migration background","(1b) general elementary school","1591","0.931395065317318","0.919410516091755","0.943379614542881"
"Very low transfer dependency","1985","no migration background","(1c) basic vocational qualification","2996","0.952529897094517","0.945095850222904","0.959963943966129"
"Very low transfer dependency","1985","no migration background","(2b) intermediate general qualification","379","0.951528149433848","0.930534367338375","0.972521931529321"
"Very low transfer dependency","1985","no migration background","(2a) intermediate vocational","1215","0.978890760752141","0.970902700966599","0.986878820537683"
"Very low transfer dependency","1985","no migration background","(2c_gen) general maturity certificate","229","0.888095509878295","0.849553432152087","0.926637587604503"
"Very low transfer dependency","1985","no migration background","(2c_voc) vocational maturity certificate","274","0.937177326052338","0.90948839574538","0.964866256359296"
"Very low transfer dependency","1985","no migration background","(3a) lower tertiary education","220","0.981713988708819","0.964207106347919","0.999220871069719"
"Very low transfer dependency","1985","no migration background","(3b) higher tertiary education","416","0.996368091897973","0.99060126014345","1.0021349236525"
"Very low transfer dependency","1985","direct migration background","(0) in school","20","","",""
"Very low transfer dependency","1985","direct migration background","(1a) inadequately completed","749","0.891098919710613","0.86988055181458","0.912317287606645"
"Very low transfer dependency","1985","direct migration background","(1b) general elementary school","798","0.915920415878391","0.897501502910726","0.934339328846056"
"Very low transfer dependency","1985","direct migration background","(1c) basic vocational qualification","600","0.95058876219421","0.933837335188571","0.967340189199848"
"Very low transfer dependency","1985","direct migration background","(2b) intermediate general qualification","45","0.916052393252877","0.841394716221277","0.990710070284478"
"Very low transfer dependency","1985","direct migration background","(2a) intermediate vocational","77","0.899564819740354","0.835665270998739","0.963464368481968"
"Very low transfer dependency","1985","direct migration background","(2c_gen) general maturity certificate","92","0.872924811975503","0.810684673827095","0.935164950123912"
"Very low transfer dependency","1985","direct migration background","(2c_voc) vocational maturity certificate","103","0.812101773559166","0.741917278421714","0.882286268696618"
"Very low transfer dependency","1985","direct migration background","(3a) lower tertiary education","18","","",""
"Very low transfer dependency","1985","direct migration background","(3b) higher tertiary education","84","0.949218567951139","0.903605564263307","0.99483157163897"
"Very low transfer dependency","1985","indirect migration background","(0) in school","10","","",""
"Very low transfer dependency","1985","indirect migration background","(1a) inadequately completed","7","","",""
"Very low transfer dependency","1985","indirect migration background","(1b) general elementary school","36","0.85972433198874","0.753425878869894","0.966022785107585"
"Very low transfer dependency","1985","indirect migration background","(1c) basic vocational qualification","39","0.973153880050431","0.924271204540939","1.02203655555992"
"Very low transfer dependency","1985","indirect migration background","(2b) intermediate general qualification","19","","",""
"Very low transfer dependency","1985","indirect migration background","(2a) intermediate vocational","11","","",""
"Very low transfer dependency","1985","indirect migration background","(2c_gen) general maturity certificate","4","","",""
"Very low transfer dependency","1985","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Very low transfer dependency","1985","indirect migration background","(3a) lower tertiary education","1","","",""
"Very low transfer dependency","1985","indirect migration background","(3b) higher tertiary education","3","","",""
"Low transfer dependency","1985","no migration background","(0) in school","6","","",""
"Low transfer dependency","1985","no migration background","(1a) inadequately completed","7","","",""
"Low transfer dependency","1985","no migration background","(1b) general elementary school","55","0.031149642388401","0.0229133464251146","0.0393859383516874"
"Low transfer dependency","1985","no migration background","(1c) basic vocational qualification","80","0.0240796071257613","0.0187203104936986","0.029438903757824"
"Low transfer dependency","1985","no migration background","(2b) intermediate general qualification","9","","",""
"Low transfer dependency","1985","no migration background","(2a) intermediate vocational","16","","",""
"Low transfer dependency","1985","no migration background","(2c_gen) general maturity certificate","7","","",""
"Low transfer dependency","1985","no migration background","(2c_voc) vocational maturity certificate","11","","",""
"Low transfer dependency","1985","no migration background","(3a) lower tertiary education","3","","",""
"Low transfer dependency","1985","no migration background","(3b) higher tertiary education","1","","",""
"Low transfer dependency","1985","direct migration background","(0) in school","2","","",""
"Low transfer dependency","1985","direct migration background","(1a) inadequately completed","47","0.0685045342300865","0.0512984139642307","0.0857106544959422"
"Low transfer dependency","1985","direct migration background","(1b) general elementary school","42","0.034667262812386","0.0225253211395486","0.0468092044852235"
"Low transfer dependency","1985","direct migration background","(1c) basic vocational qualification","25","","",""
"Low transfer dependency","1985","direct migration background","(2b) intermediate general qualification","6","","",""
"Low transfer dependency","1985","direct migration background","(2a) intermediate vocational","3","","",""
"Low transfer dependency","1985","direct migration background","(2c_gen) general maturity certificate","5","","",""
"Low transfer dependency","1985","direct migration background","(2c_voc) vocational maturity certificate","8","","",""
"Low transfer dependency","1985","direct migration background","(3a) lower tertiary education","1","","",""
"Low transfer dependency","1985","direct migration background","(3b) higher tertiary education","5","","",""
"Low transfer dependency","1985","indirect migration background","(0) in school","","","",""
"Low transfer dependency","1985","indirect migration background","(1a) inadequately completed","","","",""
"Low transfer dependency","1985","indirect migration background","(1b) general elementary school","3","","",""
"Low transfer dependency","1985","indirect migration background","(1c) basic vocational qualification","3","","",""
"Low transfer dependency","1985","indirect migration background","(2b) intermediate general qualification","","","",""
"Low transfer dependency","1985","indirect migration background","(2a) intermediate vocational","","","",""
"Low transfer dependency","1985","indirect migration background","(2c_gen) general maturity certificate","1","","",""
"Low transfer dependency","1985","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Low transfer dependency","1985","indirect migration background","(3a) lower tertiary education","","","",""
"Low transfer dependency","1985","indirect migration background","(3b) higher tertiary education","","","",""
"High transfer dependency","1985","no migration background","(0) in school","2","","",""
"High transfer dependency","1985","no migration background","(1a) inadequately completed","","","",""
"High transfer dependency","1985","no migration background","(1b) general elementary school","17","","",""
"High transfer dependency","1985","no migration background","(1c) basic vocational qualification","26","","",""
"High transfer dependency","1985","no migration background","(2b) intermediate general qualification","7","","",""
"High transfer dependency","1985","no migration background","(2a) intermediate vocational","3","","",""
"High transfer dependency","1985","no migration background","(2c_gen) general maturity certificate","11","","",""
"High transfer dependency","1985","no migration background","(2c_voc) vocational maturity certificate","4","","",""
"High transfer dependency","1985","no migration background","(3a) lower tertiary education","2","","",""
"High transfer dependency","1985","no migration background","(3b) higher tertiary education","1","","",""
"High transfer dependency","1985","direct migration background","(0) in school","","","",""
"High transfer dependency","1985","direct migration background","(1a) inadequately completed","11","","",""
"High transfer dependency","1985","direct migration background","(1b) general elementary school","16","","",""
"High transfer dependency","1985","direct migration background","(1c) basic vocational qualification","11","","",""
"High transfer dependency","1985","direct migration background","(2b) intermediate general qualification","2","","",""
"High transfer dependency","1985","direct migration background","(2a) intermediate vocational","1","","",""
"High transfer dependency","1985","direct migration background","(2c_gen) general maturity certificate","9","","",""
"High transfer dependency","1985","direct migration background","(2c_voc) vocational maturity certificate","7","","",""
"High transfer dependency","1985","direct migration background","(3a) lower tertiary education","1","","",""
"High transfer dependency","1985","direct migration background","(3b) higher tertiary education","","","",""
"High transfer dependency","1985","indirect migration background","(0) in school","","","",""
"High transfer dependency","1985","indirect migration background","(1a) inadequately completed","","","",""
"High transfer dependency","1985","indirect migration background","(1b) general elementary school","2","","",""
"High transfer dependency","1985","indirect migration background","(1c) basic vocational qualification","","","",""
"High transfer dependency","1985","indirect migration background","(2b) intermediate general qualification","","","",""
"High transfer dependency","1985","indirect migration background","(2a) intermediate vocational","","","",""
"High transfer dependency","1985","indirect migration background","(2c_gen) general maturity certificate","","","",""
"High transfer dependency","1985","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"High transfer dependency","1985","indirect migration background","(3a) lower tertiary education","","","",""
"High transfer dependency","1985","indirect migration background","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1985","no migration background","(0) in school","4","","",""
"Very high transfer dependency","1985","no migration background","(1a) inadequately completed","7","","",""
"Very high transfer dependency","1985","no migration background","(1b) general elementary school","46","0.0259119753425621","0.0183796959182261","0.0334442547668982"
"Very high transfer dependency","1985","no migration background","(1c) basic vocational qualification","41","0.0140947655973657","0.00997357770180039","0.018215953492931"
"Very high transfer dependency","1985","no migration background","(2b) intermediate general qualification","7","","",""
"Very high transfer dependency","1985","no migration background","(2a) intermediate vocational","10","","",""
"Very high transfer dependency","1985","no migration background","(2c_gen) general maturity certificate","10","","",""
"Very high transfer dependency","1985","no migration background","(2c_voc) vocational maturity certificate","6","","",""
"Very high transfer dependency","1985","no migration background","(3a) lower tertiary education","","","",""
"Very high transfer dependency","1985","no migration background","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1985","direct migration background","(0) in school","","","",""
"Very high transfer dependency","1985","direct migration background","(1a) inadequately completed","21","","",""
"Very high transfer dependency","1985","direct migration background","(1b) general elementary school","16","","",""
"Very high transfer dependency","1985","direct migration background","(1c) basic vocational qualification","7","","",""
"Very high transfer dependency","1985","direct migration background","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","1985","direct migration background","(2a) intermediate vocational","4","","",""
"Very high transfer dependency","1985","direct migration background","(2c_gen) general maturity certificate","4","","",""
"Very high transfer dependency","1985","direct migration background","(2c_voc) vocational maturity certificate","1","","",""
"Very high transfer dependency","1985","direct migration background","(3a) lower tertiary education","2","","",""
"Very high transfer dependency","1985","direct migration background","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1985","indirect migration background","(0) in school","","","",""
"Very high transfer dependency","1985","indirect migration background","(1a) inadequately completed","","","",""
"Very high transfer dependency","1985","indirect migration background","(1b) general elementary school","","","",""
"Very high transfer dependency","1985","indirect migration background","(1c) basic vocational qualification","","","",""
"Very high transfer dependency","1985","indirect migration background","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","1985","indirect migration background","(2a) intermediate vocational","1","","",""
"Very high transfer dependency","1985","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Very high transfer dependency","1985","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Very high transfer dependency","1985","indirect migration background","(3a) lower tertiary education","","","",""
"Very high transfer dependency","1985","indirect migration background","(3b) higher tertiary education","","","",""
"Very low transfer dependency","1986","no migration background","(0) in school","141","0.954612748488603","0.920848878430688","0.988376618546519"
"Very low transfer dependency","1986","no migration background","(1a) inadequately completed","59","0.843525872724549","0.759019513865639","0.928032231583458"
"Very low transfer dependency","1986","no migration background","(1b) general elementary school","1470","0.937960865459889","0.926009538033902","0.949912192885876"
"Very low transfer dependency","1986","no migration background","(1c) basic vocational qualification","2821","0.952862873468723","0.945217711871761","0.960508035065684"
"Very low transfer dependency","1986","no migration background","(2b) intermediate general qualification","364","0.949728128412034","0.927873438125758","0.971582818698311"
"Very low transfer dependency","1986","no migration background","(2a) intermediate vocational","1175","0.968173963839137","0.958287431413345","0.97806049626493"
"Very low transfer dependency","1986","no migration background","(2c_gen) general maturity certificate","259","0.893857194641656","0.858159150234978","0.929555239048334"
"Very low transfer dependency","1986","no migration background","(2c_voc) vocational maturity certificate","271","0.932058535753662","0.903045831240472","0.961071240266852"
"Very low transfer dependency","1986","no migration background","(3a) lower tertiary education","217","0.960839081654421","0.93543661760318","0.986241545705662"
"Very low transfer dependency","1986","no migration background","(3b) higher tertiary education","405","0.980057087996033","0.966557532876821","0.993556643115245"
"Very low transfer dependency","1986","direct migration background","(0) in school","29","","",""
"Very low transfer dependency","1986","direct migration background","(1a) inadequately completed","678","0.879504381503862","0.85646583689614","0.902542926111584"
"Very low transfer dependency","1986","direct migration background","(1b) general elementary school","790","0.906452311362739","0.886956258616402","0.925948364109077"
"Very low transfer dependency","1986","direct migration background","(1c) basic vocational qualification","593","0.948760154791794","0.931474326066011","0.966045983517577"
"Very low transfer dependency","1986","direct migration background","(2b) intermediate general qualification","57","0.976823681809731","0.939669463495887","1.01397790012358"
"Very low transfer dependency","1986","direct migration background","(2a) intermediate vocational","76","0.942107678953802","0.891248852552695","0.992966505354909"
"Very low transfer dependency","1986","direct migration background","(2c_gen) general maturity certificate","95","0.905303144643929","0.85058686737638","0.960019421911478"
"Very low transfer dependency","1986","direct migration background","(2c_voc) vocational maturity certificate","102","0.795608922459013","0.723757363579919","0.867460481338106"
"Very low transfer dependency","1986","direct migration background","(3a) lower tertiary education","18","","",""
"Very low transfer dependency","1986","direct migration background","(3b) higher tertiary education","82","0.968431415115946","0.931477465942753","1.00538536428914"
"Very low transfer dependency","1986","indirect migration background","(0) in school","10","","",""
"Very low transfer dependency","1986","indirect migration background","(1a) inadequately completed","8","","",""
"Very low transfer dependency","1986","indirect migration background","(1b) general elementary school","41","0.8948637437331","0.804232808140973","0.985494679325227"
"Very low transfer dependency","1986","indirect migration background","(1c) basic vocational qualification","43","1","1","1"
"Very low transfer dependency","1986","indirect migration background","(2b) intermediate general qualification","16","","",""
"Very low transfer dependency","1986","indirect migration background","(2a) intermediate vocational","13","","",""
"Very low transfer dependency","1986","indirect migration background","(2c_gen) general maturity certificate","7","","",""
"Very low transfer dependency","1986","indirect migration background","(2c_voc) vocational maturity certificate","1","","",""
"Very low transfer dependency","1986","indirect migration background","(3a) lower tertiary education","1","","",""
"Very low transfer dependency","1986","indirect migration background","(3b) higher tertiary education","3","","",""
"Low transfer dependency","1986","no migration background","(0) in school","1","","",""
"Low transfer dependency","1986","no migration background","(1a) inadequately completed","4","","",""
"Low transfer dependency","1986","no migration background","(1b) general elementary school","35","0.0227403585657734","0.0153546093656559","0.0301261077658909"
"Low transfer dependency","1986","no migration background","(1c) basic vocational qualification","77","0.0253879633266316","0.0197135661474338","0.0310623605058295"
"Low transfer dependency","1986","no migration background","(2b) intermediate general qualification","12","","",""
"Low transfer dependency","1986","no migration background","(2a) intermediate vocational","24","","",""
"Low transfer dependency","1986","no migration background","(2c_gen) general maturity certificate","11","","",""
"Low transfer dependency","1986","no migration background","(2c_voc) vocational maturity certificate","11","","",""
"Low transfer dependency","1986","no migration background","(3a) lower tertiary education","5","","",""
"Low transfer dependency","1986","no migration background","(3b) higher tertiary education","2","","",""
"Low transfer dependency","1986","direct migration background","(0) in school","1","","",""
"Low transfer dependency","1986","direct migration background","(1a) inadequately completed","53","0.0634617425475558","0.0462085620038523","0.0807149230912594"
"Low transfer dependency","1986","direct migration background","(1b) general elementary school","37","0.0525166412916666","0.0375820979706026","0.0674511846127307"
"Low transfer dependency","1986","direct migration background","(1c) basic vocational qualification","17","","",""
"Low transfer dependency","1986","direct migration background","(2b) intermediate general qualification","4","","",""
"Low transfer dependency","1986","direct migration background","(2a) intermediate vocational","4","","",""
"Low transfer dependency","1986","direct migration background","(2c_gen) general maturity certificate","4","","",""
"Low transfer dependency","1986","direct migration background","(2c_voc) vocational maturity certificate","9","","",""
"Low transfer dependency","1986","direct migration background","(3a) lower tertiary education","1","","",""
"Low transfer dependency","1986","direct migration background","(3b) higher tertiary education","2","","",""
"Low transfer dependency","1986","indirect migration background","(0) in school","1","","",""
"Low transfer dependency","1986","indirect migration background","(1a) inadequately completed","1","","",""
"Low transfer dependency","1986","indirect migration background","(1b) general elementary school","2","","",""
"Low transfer dependency","1986","indirect migration background","(1c) basic vocational qualification","","","",""
"Low transfer dependency","1986","indirect migration background","(2b) intermediate general qualification","","","",""
"Low transfer dependency","1986","indirect migration background","(2a) intermediate vocational","1","","",""
"Low transfer dependency","1986","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Low transfer dependency","1986","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Low transfer dependency","1986","indirect migration background","(3a) lower tertiary education","","","",""
"Low transfer dependency","1986","indirect migration background","(3b) higher tertiary education","","","",""
"High transfer dependency","1986","no migration background","(0) in school","1","","",""
"High transfer dependency","1986","no migration background","(1a) inadequately completed","","","",""
"High transfer dependency","1986","no migration background","(1b) general elementary school","23","","",""
"High transfer dependency","1986","no migration background","(1c) basic vocational qualification","25","","",""
"High transfer dependency","1986","no migration background","(2b) intermediate general qualification","5","","",""
"High transfer dependency","1986","no migration background","(2a) intermediate vocational","6","","",""
"High transfer dependency","1986","no migration background","(2c_gen) general maturity certificate","4","","",""
"High transfer dependency","1986","no migration background","(2c_voc) vocational maturity certificate","3","","",""
"High transfer dependency","1986","no migration background","(3a) lower tertiary education","","","",""
"High transfer dependency","1986","no migration background","(3b) higher tertiary education","3","","",""
"High transfer dependency","1986","direct migration background","(0) in school","1","","",""
"High transfer dependency","1986","direct migration background","(1a) inadequately completed","19","","",""
"High transfer dependency","1986","direct migration background","(1b) general elementary school","13","","",""
"High transfer dependency","1986","direct migration background","(1c) basic vocational qualification","7","","",""
"High transfer dependency","1986","direct migration background","(2b) intermediate general qualification","1","","",""
"High transfer dependency","1986","direct migration background","(2a) intermediate vocational","","","",""
"High transfer dependency","1986","direct migration background","(2c_gen) general maturity certificate","4","","",""
"High transfer dependency","1986","direct migration background","(2c_voc) vocational maturity certificate","5","","",""
"High transfer dependency","1986","direct migration background","(3a) lower tertiary education","","","",""
"High transfer dependency","1986","direct migration background","(3b) higher tertiary education","","","",""
"High transfer dependency","1986","indirect migration background","(0) in school","","","",""
"High transfer dependency","1986","indirect migration background","(1a) inadequately completed","","","",""
"High transfer dependency","1986","indirect migration background","(1b) general elementary school","1","","",""
"High transfer dependency","1986","indirect migration background","(1c) basic vocational qualification","","","",""
"High transfer dependency","1986","indirect migration background","(2b) intermediate general qualification","","","",""
"High transfer dependency","1986","indirect migration background","(2a) intermediate vocational","","","",""
"High transfer dependency","1986","indirect migration background","(2c_gen) general maturity certificate","","","",""
"High transfer dependency","1986","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"High transfer dependency","1986","indirect migration background","(3a) lower tertiary education","","","",""
"High transfer dependency","1986","indirect migration background","(3b) higher tertiary education","","","",""
