"transab_cat2","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"High transfer dependency","1984","Saxony-Anhalt","inadequately","","","","","2"
"High transfer dependency","1984","Saxony-Anhalt","general elemantary","","","","","2"
"High transfer dependency","1984","Thuringia","inadequately","","","","","2"
"High transfer dependency","1984","Thuringia","general elemantary","","","","","2"
"High transfer dependency","1984","Thuringia","middle vocational","","","","","2"
"High transfer dependency","1984","Thuringia","vocational + Abi","","","","","2"
"High transfer dependency","1984","Thuringia","higher vocational","","","","","2"
"High transfer dependency","1984","Thuringia","higher education","","","","","2"
"High transfer dependency","1984","Hamburg","in school","","","","","2"
"High transfer dependency","1984","Hamburg","inadequately","","","","","2"
"High transfer dependency","1984","Hamburg","general elemantary","1","","","","2"
"High transfer dependency","1984","Hamburg","middle vocational","1","","","","2"
"High transfer dependency","1984","Hamburg","vocational + Abi","","","","","2"
"High transfer dependency","1984","Hamburg","higher vocational","1","","","","2"
"High transfer dependency","1984","Lower Saxony","inadequately","1","","","","2"
"High transfer dependency","1984","Lower Saxony","general elemantary","7","","","","2"
"High transfer dependency","1984","Lower Saxony","middle vocational","6","","","","2"
"High transfer dependency","1984","Saxony-Anhalt","middle vocational","","","","","2"
"High transfer dependency","1984","Saxony-Anhalt","vocational + Abi","","","","","2"
"High transfer dependency","1984","Saxony-Anhalt","higher vocational","","","","","2"
"High transfer dependency","1984","Saxony-Anhalt","higher education","","","","","2"
"High transfer dependency","1984","Thuringia","in school","","","","","2"
"High transfer dependency","1984","Rhineland-Palatinate,Saarland","in school","","","","","2"
"High transfer dependency","1984","Rhineland-Palatinate,Saarland","inadequately","","","","","2"
"High transfer dependency","1984","Rhineland-Palatinate,Saarland","general elemantary","1","","","","2"
"High transfer dependency","1984","Rhineland-Palatinate,Saarland","middle vocational","3","","","","2"
"High transfer dependency","1984","Rhineland-Palatinate,Saarland","vocational + Abi","1","","","","2"
"High transfer dependency","1984","Rhineland-Palatinate,Saarland","higher vocational","","","","","2"
"High transfer dependency","1984","Rhineland-Palatinate,Saarland","higher education","","","","","2"
"High transfer dependency","1984","Baden-Württemberg","in school","","","","","2"
"High transfer dependency","1984","Baden-Württemberg","inadequately","4","","","","2"
"High transfer dependency","1984","Baden-Württemberg","general elemantary","7","","","","2"
"High transfer dependency","1984","Baden-Württemberg","middle vocational","3","","","","2"
"High transfer dependency","1984","Baden-Württemberg","vocational + Abi","","","","","2"
"High transfer dependency","1984","Baden-Württemberg","higher vocational","","","","","2"
"High transfer dependency","1984","North Rhine-Westphalia","general elemantary","15","","","","2"
"High transfer dependency","1984","North Rhine-Westphalia","middle vocational","25","","","","2"
"High transfer dependency","1984","North Rhine-Westphalia","vocational + Abi","3","","","","2"
"High transfer dependency","1984","North Rhine-Westphalia","higher vocational","1","","","","2"
"High transfer dependency","1984","North Rhine-Westphalia","higher education","2","","","","2"
"High transfer dependency","1984","Hesse","in school","","","","","2"
"High transfer dependency","1984","Hesse","inadequately","1","","","","2"
"High transfer dependency","1984","Hesse","general elemantary","9","","","","2"
"High transfer dependency","1984","Hesse","middle vocational","4","","","","2"
"High transfer dependency","1984","Hesse","vocational + Abi","4","","","","2"
"High transfer dependency","1984","Hesse","higher vocational","1","","","","2"
"High transfer dependency","1984","Hesse","higher education","2","","","","2"
"High transfer dependency","1984","Baden-Württemberg","higher education","","","","","2"
"High transfer dependency","1984","Bavaria","in school","1","","","","2"
"High transfer dependency","1984","Bavaria","inadequately","","","","","2"
"High transfer dependency","1984","Bavaria","general elemantary","4","","","","2"
"High transfer dependency","1984","Bavaria","middle vocational","5","","","","2"
"High transfer dependency","1984","Bavaria","vocational + Abi","1","","","","2"
"High transfer dependency","1984","Bavaria","higher vocational","2","","","","2"
"High transfer dependency","1984","Bavaria","higher education","","","","","2"
"High transfer dependency","1984","Berlin","in school","","","","","2"
"High transfer dependency","1984","Berlin","inadequately","","","","","2"
"High transfer dependency","1984","Berlin","general elemantary","1","","","","2"
"High transfer dependency","1984","Berlin","middle vocational","2","","","","2"
"High transfer dependency","1984","Berlin","vocational + Abi","","","","","2"
"High transfer dependency","1984","Berlin","higher vocational","","","","","2"
"High transfer dependency","1984","Berlin","higher education","","","","","2"
"High transfer dependency","1984","Brandenburg","in school","","","","","2"
"High transfer dependency","1984","Brandenburg","inadequately","","","","","2"
"High transfer dependency","1984","Brandenburg","general elemantary","","","","","2"
"High transfer dependency","1984","Brandenburg","middle vocational","","","","","2"
"High transfer dependency","1984","Brandenburg","vocational + Abi","","","","","2"
"High transfer dependency","1984","Brandenburg","higher vocational","","","","","2"
"High transfer dependency","1984","Brandenburg","higher education","","","","","2"
"High transfer dependency","1984","Mecklenburg-Western Pomerania","in school","","","","","2"
"High transfer dependency","1984","Mecklenburg-Western Pomerania","inadequately","","","","","2"
"High transfer dependency","1984","Mecklenburg-Western Pomerania","general elemantary","","","","","2"
"Low transfer dependency","1984","Mecklenburg-Western Pomerania","higher education","","","","","1"
"Low transfer dependency","1984","Saxony","general elemantary","","","","","1"
"Low transfer dependency","1984","Saxony","middle vocational","","","","","1"
"Low transfer dependency","1984","Mecklenburg-Western Pomerania","middle vocational","","","","","1"
"Low transfer dependency","1984","Mecklenburg-Western Pomerania","vocational + Abi","","","","","1"
"Low transfer dependency","1984","Mecklenburg-Western Pomerania","higher vocational","","","","","1"
"Low transfer dependency","1984","Schleswig-Holstein","in school","","","","","1"
"Low transfer dependency","1984","Schleswig-Holstein","inadequately","1","","","","1"
"Low transfer dependency","1984","Saxony","in school","","","","","1"
"Low transfer dependency","1984","Saxony","inadequately","","","","","1"
"Low transfer dependency","1984","Thuringia","inadequately","","","","","1"
"Low transfer dependency","1984","Thuringia","general elemantary","","","","","1"
"Low transfer dependency","1984","Thuringia","middle vocational","","","","","1"
"Low transfer dependency","1984","Thuringia","vocational + Abi","","","","","1"
"Low transfer dependency","1984","Thuringia","higher vocational","","","","","1"
"Low transfer dependency","1984","Thuringia","higher education","","","","","1"
"Low transfer dependency","1984","Schleswig-Holstein","general elemantary","5","","","","1"
"Low transfer dependency","1984","Schleswig-Holstein","middle vocational","8","","","","1"
"Low transfer dependency","1984","Schleswig-Holstein","vocational + Abi","1","","","","1"
"Low transfer dependency","1984","Schleswig-Holstein","higher vocational","1","","","","1"
"Low transfer dependency","1984","Schleswig-Holstein","higher education","","","","","1"
"Low transfer dependency","1984","Hamburg","in school","","","","","1"
"Low transfer dependency","1984","Hamburg","inadequately","","","","","1"
"Low transfer dependency","1984","Lower Saxony","in school","7","","","","1"
"Low transfer dependency","1984","Lower Saxony","inadequately","12","","","","1"
"Low transfer dependency","1984","Lower Saxony","general elemantary","25","","","","1"
"Low transfer dependency","1984","Lower Saxony","middle vocational","32","0.0520681033183583","0.0341110994819375","0.0700251071547792","1"
"Low transfer dependency","1984","Lower Saxony","higher education","1","","","","1"
"Low transfer dependency","1984","Bremen","in school","","","","","1"
"Low transfer dependency","1984","Bremen","inadequately","1","","","","1"
"Low transfer dependency","1984","Bremen","general elemantary","5","","","","1"
"Low transfer dependency","1984","Bremen","middle vocational","10","","","","1"
"Low transfer dependency","1984","Bremen","vocational + Abi","1","","","","1"
"Low transfer dependency","1984","Bremen","higher vocational","1","","","","1"
"Low transfer dependency","1984","Bremen","higher education","","","","","1"
"Low transfer dependency","1984","North Rhine-Westphalia","in school","5","","","","1"
"Low transfer dependency","1984","North Rhine-Westphalia","inadequately","27","","","","1"
"Low transfer dependency","1984","North Rhine-Westphalia","general elemantary","50","0.0379418780441246","0.0251504878476066","0.0507332682406426","1"
"Low transfer dependency","1984","North Rhine-Westphalia","middle vocational","52","0.0309404149343432","0.0222497806047675","0.0396310492639188","1"
"Low transfer dependency","1984","North Rhine-Westphalia","vocational + Abi","7","","","","1"
"Low transfer dependency","1984","Rhineland-Palatinate,Saarland","middle vocational","10","","","","1"
"Low transfer dependency","1984","Rhineland-Palatinate,Saarland","vocational + Abi","1","","","","1"
"Low transfer dependency","1984","Rhineland-Palatinate,Saarland","higher vocational","","","","","1"
"Low transfer dependency","1984","Rhineland-Palatinate,Saarland","higher education","1","","","","1"
"Low transfer dependency","1984","Saxony","vocational + Abi","","","","","1"
"Low transfer dependency","1984","Saxony","higher vocational","","","","","1"
"Low transfer dependency","1984","Saxony","higher education","","","","","1"
"Low transfer dependency","1984","Saxony-Anhalt","in school","","","","","1"
"Low transfer dependency","1984","Saxony-Anhalt","inadequately","","","","","1"
"Low transfer dependency","1984","Saxony-Anhalt","general elemantary","","","","","1"
"Low transfer dependency","1984","Saxony-Anhalt","middle vocational","","","","","1"
"Low transfer dependency","1984","Saxony-Anhalt","vocational + Abi","","","","","1"
"Low transfer dependency","1984","Saxony-Anhalt","higher vocational","","","","","1"
"Low transfer dependency","1984","Saxony-Anhalt","higher education","","","","","1"
"Low transfer dependency","1984","Thuringia","in school","","","","","1"
"Low transfer dependency","1984","Hamburg","general elemantary","2","","","","1"
"Low transfer dependency","1984","Hamburg","middle vocational","4","","","","1"
"Low transfer dependency","1984","Hamburg","vocational + Abi","","","","","1"
"Low transfer dependency","1984","Hamburg","higher vocational","1","","","","1"
"Low transfer dependency","1984","Hamburg","higher education","","","","","1"
"Low transfer dependency","1984","Lower Saxony","vocational + Abi","2","","","","1"
"Low transfer dependency","1984","Lower Saxony","higher vocational","2","","","","1"
"Low transfer dependency","1984","North Rhine-Westphalia","higher vocational","4","","","","1"
"Low transfer dependency","1984","North Rhine-Westphalia","higher education","4","","","","1"
"Low transfer dependency","1984","Hesse","in school","2","","","","1"
"Low transfer dependency","1984","Hesse","inadequately","13","","","","1"
"Low transfer dependency","1984","Hesse","general elemantary","8","","","","1"
"Low transfer dependency","1984","Hesse","middle vocational","20","","","","1"
"Low transfer dependency","1984","Hesse","vocational + Abi","1","","","","1"
"Low transfer dependency","1984","Hesse","higher vocational","","","","","1"
"Low transfer dependency","1984","Hesse","higher education","6","","","","1"
"Low transfer dependency","1984","Rhineland-Palatinate,Saarland","in school","","","","","1"
"Low transfer dependency","1984","Rhineland-Palatinate,Saarland","inadequately","4","","","","1"
"Low transfer dependency","1984","Rhineland-Palatinate,Saarland","general elemantary","5","","","","1"
"Low transfer dependency","1984","Baden-Württemberg","inadequately","19","","","","1"
"Low transfer dependency","1984","Baden-Württemberg","general elemantary","24","","","","1"
"Low transfer dependency","1984","Baden-Württemberg","middle vocational","36","0.0225257962942907","0.0130399323159587","0.0320116602726226","1"
"Low transfer dependency","1984","Baden-Württemberg","vocational + Abi","3","","","","1"
"Low transfer dependency","1984","Baden-Württemberg","higher vocational","","","","","1"
"Low transfer dependency","1984","Baden-Württemberg","in school","","","","","1"
"Low transfer dependency","1984","Baden-Württemberg","higher education","2","","","","1"
"Low transfer dependency","1984","Bavaria","in school","1","","","","1"
"Low transfer dependency","1984","Bavaria","inadequately","8","","","","1"
"Low transfer dependency","1984","Bavaria","general elemantary","22","","","","1"
"Low transfer dependency","1984","Bavaria","middle vocational","31","0.0227177388399862","0.0136181443736496","0.0318173333063228","1"
"Low transfer dependency","1984","Bavaria","vocational + Abi","1","","","","1"
"Low transfer dependency","1984","Bavaria","higher vocational","2","","","","1"
"Low transfer dependency","1984","Bavaria","higher education","3","","","","1"
"Low transfer dependency","1984","Berlin","in school","","","","","1"
"Low transfer dependency","1984","Berlin","inadequately","","","","","1"
"Low transfer dependency","1984","Berlin","general elemantary","1","","","","1"
"Low transfer dependency","1984","Berlin","middle vocational","3","","","","1"
"Low transfer dependency","1984","Berlin","vocational + Abi","","","","","1"
"Low transfer dependency","1984","Berlin","higher vocational","2","","","","1"
"Low transfer dependency","1984","Berlin","higher education","1","","","","1"
"Low transfer dependency","1984","Brandenburg","in school","","","","","1"
"Low transfer dependency","1984","Brandenburg","inadequately","","","","","1"
"Low transfer dependency","1984","Brandenburg","general elemantary","","","","","1"
"Low transfer dependency","1984","Brandenburg","middle vocational","","","","","1"
"Low transfer dependency","1984","Brandenburg","vocational + Abi","","","","","1"
"Low transfer dependency","1984","Brandenburg","higher vocational","","","","","1"
"Low transfer dependency","1984","Brandenburg","higher education","","","","","1"
"Low transfer dependency","1984","Mecklenburg-Western Pomerania","in school","","","","","1"
"Low transfer dependency","1984","Mecklenburg-Western Pomerania","inadequately","","","","","1"
"Low transfer dependency","1984","Mecklenburg-Western Pomerania","general elemantary","","","","","1"
"Very high transfer dependency","1984","Mecklenburg-Western Pomerania","vocational + Abi","","","","","3"
"Very high transfer dependency","1984","Mecklenburg-Western Pomerania","middle vocational","","","","","3"
"Very high transfer dependency","1984","Mecklenburg-Western Pomerania","higher vocational","","","","","3"
"Very high transfer dependency","1984","Mecklenburg-Western Pomerania","higher education","","","","","3"
"Very high transfer dependency","1984","Saxony","in school","","","","","3"
"Very high transfer dependency","1984","Saxony","inadequately","","","","","3"
"Very high transfer dependency","1984","Saxony","general elemantary","","","","","3"
"Very high transfer dependency","1984","Saxony","middle vocational","","","","","3"
"Very high transfer dependency","1984","Saxony","vocational + Abi","","","","","3"
"Very high transfer dependency","1984","Saxony","higher vocational","","","","","3"
"Very high transfer dependency","1984","Saxony","higher education","","","","","3"
"Very high transfer dependency","1984","Saxony-Anhalt","in school","","","","","3"
"Very high transfer dependency","1984","Schleswig-Holstein","in school","1","","","","3"
"Very high transfer dependency","1984","Schleswig-Holstein","inadequately","1","","","","3"
"Very high transfer dependency","1984","Schleswig-Holstein","general elemantary","4","","","","3"
"Very high transfer dependency","1984","Schleswig-Holstein","middle vocational","2","","","","3"
"Very high transfer dependency","1984","Schleswig-Holstein","vocational + Abi","1","","","","3"
"Very high transfer dependency","1984","Saxony-Anhalt","inadequately","","","","","3"
"Very high transfer dependency","1984","Saxony-Anhalt","general elemantary","","","","","3"
"Very high transfer dependency","1984","Saxony-Anhalt","middle vocational","","","","","3"
"Very high transfer dependency","1984","Saxony-Anhalt","vocational + Abi","","","","","3"
"Very high transfer dependency","1984","Saxony-Anhalt","higher vocational","","","","","3"
"Very high transfer dependency","1984","Saxony-Anhalt","higher education","","","","","3"
"Very high transfer dependency","1984","Thuringia","in school","","","","","3"
"Very high transfer dependency","1984","Thuringia","inadequately","","","","","3"
"Very high transfer dependency","1984","Thuringia","general elemantary","","","","","3"
"Very high transfer dependency","1984","Thuringia","middle vocational","","","","","3"
"Very high transfer dependency","1984","Thuringia","vocational + Abi","","","","","3"
"Very high transfer dependency","1984","Thuringia","higher vocational","","","","","3"
"Very high transfer dependency","1984","Thuringia","higher education","","","","","3"
"Very high transfer dependency","1984","Schleswig-Holstein","higher vocational","1","","","","3"
"Very high transfer dependency","1984","Schleswig-Holstein","higher education","1","","","","3"
"Very high transfer dependency","1984","Hamburg","in school","","","","","3"
"Very high transfer dependency","1984","Hamburg","inadequately","2","","","","3"
"Very high transfer dependency","1984","Hamburg","general elemantary","1","","","","3"
"Very high transfer dependency","1984","Hamburg","middle vocational","5","","","","3"
"Very high transfer dependency","1984","Hamburg","vocational + Abi","","","","","3"
"Very high transfer dependency","1984","Hamburg","higher vocational","1","","","","3"
"Very high transfer dependency","1984","Hamburg","higher education","","","","","3"
"Very high transfer dependency","1984","Lower Saxony","in school","","","","","3"
"Very high transfer dependency","1984","Lower Saxony","inadequately","7","","","","3"
"Very high transfer dependency","1984","Lower Saxony","general elemantary","16","","","","3"
"Very high transfer dependency","1984","Lower Saxony","middle vocational","13","","","","3"
"Very high transfer dependency","1984","Lower Saxony","vocational + Abi","1","","","","3"
"Very high transfer dependency","1984","Lower Saxony","higher vocational","1","","","","3"
"Very high transfer dependency","1984","Lower Saxony","higher education","","","","","3"
"Very high transfer dependency","1984","Bremen","in school","","","","","3"
"Very high transfer dependency","1984","Bremen","inadequately","","","","","3"
"Very high transfer dependency","1984","Bremen","general elemantary","1","","","","3"
"Very high transfer dependency","1984","Bremen","middle vocational","2","","","","3"
"Very high transfer dependency","1984","Bremen","vocational + Abi","1","","","","3"
"Very high transfer dependency","1984","Bremen","higher vocational","","","","","3"
"Very high transfer dependency","1984","Bremen","higher education","","","","","3"
"Very high transfer dependency","1984","North Rhine-Westphalia","in school","1","","","","3"
"Very high transfer dependency","1984","North Rhine-Westphalia","inadequately","12","","","","3"
"Very high transfer dependency","1984","North Rhine-Westphalia","general elemantary","22","","","","3"
"Very high transfer dependency","1984","North Rhine-Westphalia","middle vocational","35","0.0244259992775686","0.016678359004286","0.0321736395508512","3"
"Very high transfer dependency","1984","North Rhine-Westphalia","vocational + Abi","3","","","","3"
"Very high transfer dependency","1984","North Rhine-Westphalia","higher vocational","7","","","","3"
"Very high transfer dependency","1984","North Rhine-Westphalia","higher education","2","","","","3"
"Very high transfer dependency","1984","Hesse","in school","","","","","3"
"Very high transfer dependency","1984","Hesse","inadequately","2","","","","3"
"Very high transfer dependency","1984","Hesse","general elemantary","4","","","","3"
"Very high transfer dependency","1984","Hesse","middle vocational","9","","","","3"
"Very high transfer dependency","1984","Hesse","vocational + Abi","1","","","","3"
"Very high transfer dependency","1984","Hesse","higher vocational","","","","","3"
"Very high transfer dependency","1984","Hesse","higher education","2","","","","3"
"Very high transfer dependency","1984","Rhineland-Palatinate,Saarland","in school","","","","","3"
"Very high transfer dependency","1984","Rhineland-Palatinate,Saarland","inadequately","2","","","","3"
"Very high transfer dependency","1984","Rhineland-Palatinate,Saarland","general elemantary","5","","","","3"
"Very high transfer dependency","1984","Rhineland-Palatinate,Saarland","middle vocational","2","","","","3"
"Very high transfer dependency","1984","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","3"
"Very high transfer dependency","1984","Rhineland-Palatinate,Saarland","higher vocational","","","","","3"
"Very high transfer dependency","1984","Rhineland-Palatinate,Saarland","higher education","1","","","","3"
"Very high transfer dependency","1984","Baden-Württemberg","in school","","","","","3"
"Very high transfer dependency","1984","Baden-Württemberg","inadequately","5","","","","3"
"Very high transfer dependency","1984","Baden-Württemberg","general elemantary","4","","","","3"
"Very high transfer dependency","1984","Baden-Württemberg","middle vocational","3","","","","3"
"Very high transfer dependency","1984","Baden-Württemberg","vocational + Abi","","","","","3"
"Very high transfer dependency","1984","Baden-Württemberg","higher vocational","2","","","","3"
"Very high transfer dependency","1984","Baden-Württemberg","higher education","1","","","","3"
"Very high transfer dependency","1984","Bavaria","in school","","","","","3"
"Very high transfer dependency","1984","Bavaria","inadequately","1","","","","3"
"Very high transfer dependency","1984","Bavaria","general elemantary","7","","","","3"
"Very high transfer dependency","1984","Bavaria","middle vocational","11","","","","3"
"Very high transfer dependency","1984","Bavaria","vocational + Abi","","","","","3"
"Very high transfer dependency","1984","Bavaria","higher vocational","2","","","","3"
"Very high transfer dependency","1984","Bavaria","higher education","","","","","3"
"Very high transfer dependency","1984","Berlin","in school","","","","","3"
"Very high transfer dependency","1984","Berlin","inadequately","2","","","","3"
"Very high transfer dependency","1984","Berlin","general elemantary","2","","","","3"
"Very high transfer dependency","1984","Berlin","middle vocational","1","","","","3"
"Very high transfer dependency","1984","Berlin","vocational + Abi","","","","","3"
"Very high transfer dependency","1984","Berlin","higher vocational","","","","","3"
"Very high transfer dependency","1984","Berlin","higher education","1","","","","3"
"Very high transfer dependency","1984","Brandenburg","in school","","","","","3"
"Very high transfer dependency","1984","Brandenburg","inadequately","","","","","3"
"Very high transfer dependency","1984","Brandenburg","general elemantary","","","","","3"
"Very high transfer dependency","1984","Brandenburg","middle vocational","","","","","3"
"Very high transfer dependency","1984","Brandenburg","vocational + Abi","","","","","3"
"Very high transfer dependency","1984","Brandenburg","higher vocational","","","","","3"
"Very high transfer dependency","1984","Brandenburg","higher education","","","","","3"
"Very high transfer dependency","1984","Mecklenburg-Western Pomerania","in school","","","","","3"
"Very high transfer dependency","1984","Mecklenburg-Western Pomerania","inadequately","","","","","3"
"Very high transfer dependency","1984","Mecklenburg-Western Pomerania","general elemantary","","","","","3"
"Very low transfer dependency","1984","Schleswig-Holstein","in school","7","","","","0"
"Very low transfer dependency","1984","Schleswig-Holstein","inadequately","7","","","","0"
"Very low transfer dependency","1984","Schleswig-Holstein","general elemantary","76","0.936831042659744","0.885115496098247","0.988546589221242","0"
"Very low transfer dependency","1984","Schleswig-Holstein","middle vocational","207","0.955614352164232","0.92821244204452","0.983016262283944","0"
"Very low transfer dependency","1984","Schleswig-Holstein","vocational + Abi","6","","","","0"
"Very low transfer dependency","1984","Schleswig-Holstein","higher vocational","27","","","","0"
"Very low transfer dependency","1984","Schleswig-Holstein","higher education","20","","","","0"
"Very low transfer dependency","1984","Hamburg","in school","4","","","","0"
"Very low transfer dependency","1984","Hamburg","inadequately","22","","","","0"
"Very low transfer dependency","1984","Hamburg","general elemantary","63","0.985361333083648","0.956603297801025","1.01411936836627","0"
"Very low transfer dependency","1984","Hamburg","middle vocational","147","0.953524669314486","0.920595901802655","0.986453436826316","0"
"Very low transfer dependency","1984","Hamburg","vocational + Abi","17","","","","0"
"Very low transfer dependency","1984","Hamburg","higher vocational","21","","","","0"
"Very low transfer dependency","1984","Hamburg","higher education","17","","","","0"
"Very low transfer dependency","1984","Lower Saxony","in school","22","","","","0"
"Very low transfer dependency","1984","Lower Saxony","inadequately","45","0.614715517424691","0.496406115246666","0.733024919602715","0"
"Very low transfer dependency","1984","Lower Saxony","general elemantary","317","0.900695078878028","0.870013624731864","0.931376533024192","0"
"Very low transfer dependency","1984","Lower Saxony","middle vocational","537","0.926366102343523","0.905256033470292","0.947476171216753","0"
"Very low transfer dependency","1984","Lower Saxony","vocational + Abi","20","","","","0"
"Very low transfer dependency","1984","Lower Saxony","higher vocational","76","0.965344168983484","0.925010865624127","1.00567747234284","0"
"Very low transfer dependency","1984","Lower Saxony","higher education","77","0.998966651835319","0.991836486159581","1.00609681751106","0"
"Very low transfer dependency","1984","Bremen","in school","","","","","0"
"Very low transfer dependency","1984","Bremen","inadequately","4","","","","0"
"Very low transfer dependency","1984","Bremen","general elemantary","34","0.847676524374854","0.737686154893134","0.957666893856573","0"
"Very low transfer dependency","1984","Bremen","middle vocational","61","0.832886321612677","0.747883939733079","0.917888703492276","0"
"Very low transfer dependency","1984","Bremen","vocational + Abi","3","","","","0"
"Very low transfer dependency","1984","Bremen","higher vocational","4","","","","0"
"Very low transfer dependency","1984","Bremen","higher education","1","","","","0"
"Very low transfer dependency","1984","North Rhine-Westphalia","in school","55","0.899916405818093","0.824604141571337","0.975228670064849","0"
"Very low transfer dependency","1984","North Rhine-Westphalia","inadequately","251","0.792021895434468","0.746018498803842","0.838025292065095","0"
"Very low transfer dependency","1984","North Rhine-Westphalia","general elemantary","770","0.916260185343484","0.897714918553747","0.934805452133221","0"
"Very low transfer dependency","1984","North Rhine-Westphalia","middle vocational","1413","0.93019869493029","0.91740980635786","0.94298758350272","0"
"Very low transfer dependency","1984","North Rhine-Westphalia","vocational + Abi","76","0.871099891521227","0.801483147259519","0.940716635782935","0"
"Very low transfer dependency","1984","North Rhine-Westphalia","higher vocational","146","0.913251268144608","0.869363220989571","0.957139315299645","0"
"Very low transfer dependency","1984","North Rhine-Westphalia","higher education","217","0.960265467322406","0.934742183943269","0.985788750701542","0"
"Very low transfer dependency","1984","Hesse","in school","11","","","","0"
"Very low transfer dependency","1984","Hesse","inadequately","90","0.748872525777214","0.66631698595167","0.831428065602758","0"
"Very low transfer dependency","1984","Hesse","general elemantary","331","0.966164967951577","0.947276979933141","0.985052955970013","0"
"Very low transfer dependency","1984","Hesse","middle vocational","551","0.965640518154809","0.950867381655084","0.980413654654533","0"
"Very low transfer dependency","1984","Hesse","vocational + Abi","29","","","","0"
"Very low transfer dependency","1984","Hesse","higher vocational","50","0.998942622540522","0.990022962566508","1.00786228251454","0"
"Very low transfer dependency","1984","Hesse","higher education","83","0.904032536973555","0.844169236894812","0.963895837052298","0"
"Very low transfer dependency","1984","Rhineland-Palatinate,Saarland","in school","7","","","","0"
"Very low transfer dependency","1984","Rhineland-Palatinate,Saarland","inadequately","56","0.897638576729707","0.822186506827127","0.973090646632287","0"
"Very low transfer dependency","1984","Rhineland-Palatinate,Saarland","general elemantary","286","0.964509190875455","0.943467482277516","0.985550899473395","0"
"Very low transfer dependency","1984","Rhineland-Palatinate,Saarland","middle vocational","376","0.965111913726806","0.946923822472339","0.983300004981274","0"
"Very low transfer dependency","1984","Rhineland-Palatinate,Saarland","vocational + Abi","12","","","","0"
"Very low transfer dependency","1984","Rhineland-Palatinate,Saarland","higher vocational","39","1","1","1","0"
"Very low transfer dependency","1984","Rhineland-Palatinate,Saarland","higher education","35","0.947267338071779","0.875252272914328","1.01928240322923","0"
"Very low transfer dependency","1984","Baden-Württemberg","in school","35","1","1","1","0"
"Very low transfer dependency","1984","Baden-Württemberg","inadequately","263","0.89753694614233","0.862694277416274","0.932379614868385","0"
"Very low transfer dependency","1984","Baden-Württemberg","general elemantary","654","0.960151482377004","0.945546049151486","0.974756915602522","0"
"Very low transfer dependency","1984","Baden-Württemberg","middle vocational","898","0.97032262046763","0.959474487056208","0.981170753879051","0"
"Very low transfer dependency","1984","Baden-Württemberg","vocational + Abi","48","0.975007209344829","0.932164759973806","1.01784965871585","0"
"Very low transfer dependency","1984","Baden-Württemberg","higher vocational","115","0.982166695544088","0.958185895166686","1.00614749592149","0"
"Very low transfer dependency","1984","Baden-Württemberg","higher education","123","0.974484144632671","0.946951034433855","1.00201725483149","0"
"Very low transfer dependency","1984","Bavaria","in school","20","","","","0"
"Very low transfer dependency","1984","Bavaria","inadequately","96","0.903283460395359","0.846748662316947","0.959818258473771","0"
"Very low transfer dependency","1984","Bavaria","general elemantary","547","0.940407590099642","0.921141764200536","0.959673415998748","0"
