"transab_cat2","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","1984","(2b) intermediate general qualification","higher education","","","",""
"Very low transfer dependency","1984","(2a) intermediate vocational","in school","","","",""
"Very low transfer dependency","1984","(2a) intermediate vocational","inadequately","","","",""
"Very low transfer dependency","1984","(2a) intermediate vocational","general elemantary","","","",""
"Very low transfer dependency","1984","(2a) intermediate vocational","middle vocational","1158","0.968967591581533","0.959144156422325","0.97879102674074"
"Very low transfer dependency","1984","(2a) intermediate vocational","vocational + Abi","","","",""
"Very low transfer dependency","1984","(2a) intermediate vocational","higher vocational","196","0.934190912616621","0.900655844182448","0.967725981050794"
"Very low transfer dependency","1984","(2a) intermediate vocational","higher education","","","",""
"Very low transfer dependency","1984","(2c_gen) general maturity certificate","in school","","","",""
"Very low transfer dependency","1984","(2c_gen) general maturity certificate","inadequately","","","",""
"Very low transfer dependency","1984","(2c_gen) general maturity certificate","general elemantary","","","",""
"Very low transfer dependency","1984","(2c_gen) general maturity certificate","middle vocational","357","0.888532931548089","0.858033166693155","0.919032696403024"
"Very low transfer dependency","1984","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Very low transfer dependency","1984","(2c_gen) general maturity certificate","higher vocational","","","",""
"Very low transfer dependency","1984","(2c_gen) general maturity certificate","higher education","","","",""
"Very low transfer dependency","1984","(2c_voc) vocational maturity certificate","in school","","","",""
"Very low transfer dependency","1984","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Very low transfer dependency","1984","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Very low transfer dependency","1984","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Very low transfer dependency","1984","(2c_voc) vocational maturity certificate","vocational + Abi","274","0.907594648857588","0.875199988760074","0.939989308955102"
"Very low transfer dependency","1984","(2c_voc) vocational maturity certificate","higher vocational","135","0.93711300296082","0.89746299713787","0.976763008783769"
"Very low transfer dependency","1984","(2c_voc) vocational maturity certificate","higher education","","","",""
"Very low transfer dependency","1984","(3a) lower tertiary education","in school","","","",""
"Very low transfer dependency","1984","(3a) lower tertiary education","inadequately","","","",""
"Very low transfer dependency","1984","(3a) lower tertiary education","general elemantary","","","",""
"Very low transfer dependency","1984","(3a) lower tertiary education","middle vocational","","","",""
"Very low transfer dependency","1984","(3a) lower tertiary education","vocational + Abi","","","",""
"Very low transfer dependency","1984","(3a) lower tertiary education","higher vocational","","","",""
"Very low transfer dependency","1984","(3a) lower tertiary education","higher education","255","0.954934202472223","0.930004475190894","0.979863929753551"
"Very low transfer dependency","1984","(3b) higher tertiary education","in school","","","",""
"Very low transfer dependency","1984","(3b) higher tertiary education","inadequately","","","",""
"Very low transfer dependency","1984","(3b) higher tertiary education","general elemantary","","","",""
"Very low transfer dependency","1984","(3b) higher tertiary education","middle vocational","","","",""
"Very low transfer dependency","1984","(3b) higher tertiary education","vocational + Abi","","","",""
"Very low transfer dependency","1984","(3b) higher tertiary education","higher vocational","","","",""
"Very low transfer dependency","1984","(3b) higher tertiary education","higher education","507","0.967619178145489","0.952492227624929","0.982746128666049"
"Low transfer dependency","1984","(0) in school","in school","15","","",""
"Low transfer dependency","1984","(0) in school","inadequately","","","",""
"Low transfer dependency","1984","(0) in school","general elemantary","","","",""
"Low transfer dependency","1984","(0) in school","middle vocational","","","",""
"Low transfer dependency","1984","(0) in school","vocational + Abi","","","",""
"Low transfer dependency","1984","(0) in school","higher vocational","","","",""
"Low transfer dependency","1984","(0) in school","higher education","","","",""
"Low transfer dependency","1984","(1a) inadequately completed","in school","","","",""
"Low transfer dependency","1984","(1a) inadequately completed","inadequately","82","0.107848919408622","0.0884382421213228","0.127259596695921"
"Low transfer dependency","1984","(1a) inadequately completed","general elemantary","","","",""
"Low transfer dependency","1984","(1a) inadequately completed","middle vocational","12","","",""
"Low transfer dependency","1984","(1a) inadequately completed","vocational + Abi","","","",""
"Low transfer dependency","1984","(1a) inadequately completed","higher vocational","","","",""
"Low transfer dependency","1984","(1a) inadequately completed","higher education","","","",""
"Low transfer dependency","1984","(1b) general elementary school","in school","","","",""
"Low transfer dependency","1984","(1b) general elementary school","inadequately","3","","",""
"Low transfer dependency","1984","(1b) general elementary school","general elemantary","132","0.0325971878737926","0.0261977364516782","0.0389966392959069"
"Low transfer dependency","1984","(1b) general elementary school","middle vocational","","","",""
"Low transfer dependency","1984","(1b) general elementary school","vocational + Abi","","","",""
"Low transfer dependency","1984","(1b) general elementary school","higher vocational","","","",""
"Low transfer dependency","1984","(1b) general elementary school","higher education","","","",""
"Low transfer dependency","1984","(1c) basic vocational qualification","in school","","","",""
"Low transfer dependency","1984","(1c) basic vocational qualification","inadequately","","","",""
"Low transfer dependency","1984","(1c) basic vocational qualification","general elemantary","","","",""
"Low transfer dependency","1984","(1c) basic vocational qualification","middle vocational","148","0.0311230169328709","0.0257049456507641","0.0365410882149778"
"Low transfer dependency","1984","(1c) basic vocational qualification","vocational + Abi","","","",""
"Low transfer dependency","1984","(1c) basic vocational qualification","higher vocational","3","","",""
"Low transfer dependency","1984","(1c) basic vocational qualification","higher education","","","",""
"Low transfer dependency","1984","(2b) intermediate general qualification","in school","","","",""
"Low transfer dependency","1984","(2b) intermediate general qualification","inadequately","","","",""
"Low transfer dependency","1984","(2b) intermediate general qualification","general elemantary","15","","",""
"Low transfer dependency","1984","(2b) intermediate general qualification","middle vocational","","","",""
"Low transfer dependency","1984","(2b) intermediate general qualification","vocational + Abi","","","",""
"Low transfer dependency","1984","(2b) intermediate general qualification","higher vocational","","","",""
"Low transfer dependency","1984","(2b) intermediate general qualification","higher education","","","",""
"Low transfer dependency","1984","(2a) intermediate vocational","in school","","","",""
"Low transfer dependency","1984","(2a) intermediate vocational","inadequately","","","",""
"Low transfer dependency","1984","(2a) intermediate vocational","general elemantary","","","",""
"Low transfer dependency","1984","(2a) intermediate vocational","middle vocational","24","","",""
"Low transfer dependency","1984","(2a) intermediate vocational","vocational + Abi","","","",""
"Low transfer dependency","1984","(2a) intermediate vocational","higher vocational","8","","",""
"Low transfer dependency","1984","(2a) intermediate vocational","higher education","","","",""
"Low transfer dependency","1984","(2c_gen) general maturity certificate","in school","","","",""
"Low transfer dependency","1984","(2c_gen) general maturity certificate","inadequately","","","",""
"Low transfer dependency","1984","(2c_gen) general maturity certificate","general elemantary","","","",""
"Low transfer dependency","1984","(2c_gen) general maturity certificate","middle vocational","20","","",""
"Low transfer dependency","1984","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Low transfer dependency","1984","(2c_gen) general maturity certificate","higher vocational","","","",""
"Low transfer dependency","1984","(2c_gen) general maturity certificate","higher education","","","",""
"Low transfer dependency","1984","(2c_voc) vocational maturity certificate","in school","","","",""
"Low transfer dependency","1984","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Low transfer dependency","1984","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Low transfer dependency","1984","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Low transfer dependency","1984","(2c_voc) vocational maturity certificate","vocational + Abi","17","","",""
"Low transfer dependency","1984","(2c_voc) vocational maturity certificate","higher vocational","2","","",""
"Low transfer dependency","1984","(2c_voc) vocational maturity certificate","higher education","","","",""
"Low transfer dependency","1984","(3a) lower tertiary education","in school","","","",""
"Low transfer dependency","1984","(3a) lower tertiary education","inadequately","","","",""
"Low transfer dependency","1984","(3a) lower tertiary education","general elemantary","","","",""
"Low transfer dependency","1984","(3a) lower tertiary education","middle vocational","","","",""
"Low transfer dependency","1984","(3a) lower tertiary education","vocational + Abi","","","",""
"Low transfer dependency","1984","(3a) lower tertiary education","higher vocational","","","",""
"Low transfer dependency","1984","(3a) lower tertiary education","higher education","6","","",""
"Low transfer dependency","1984","(3b) higher tertiary education","in school","","","",""
"Low transfer dependency","1984","(3b) higher tertiary education","inadequately","","","",""
"Low transfer dependency","1984","(3b) higher tertiary education","general elemantary","","","",""
"Low transfer dependency","1984","(3b) higher tertiary education","middle vocational","","","",""
"Low transfer dependency","1984","(3b) higher tertiary education","vocational + Abi","","","",""
"Low transfer dependency","1984","(3b) higher tertiary education","higher vocational","","","",""
"Low transfer dependency","1984","(3b) higher tertiary education","higher education","12","","",""
"High transfer dependency","1984","(0) in school","in school","1","","",""
"High transfer dependency","1984","(0) in school","inadequately","","","",""
"High transfer dependency","1984","(0) in school","general elemantary","","","",""
"High transfer dependency","1984","(0) in school","middle vocational","","","",""
"High transfer dependency","1984","(0) in school","vocational + Abi","","","",""
"High transfer dependency","1984","(0) in school","higher vocational","","","",""
"High transfer dependency","1984","(0) in school","higher education","","","",""
"High transfer dependency","1984","(1a) inadequately completed","in school","","","",""
"High transfer dependency","1984","(1a) inadequately completed","inadequately","16","","",""
"High transfer dependency","1984","(1a) inadequately completed","general elemantary","","","",""
"High transfer dependency","1984","(1a) inadequately completed","middle vocational","1","","",""
"High transfer dependency","1984","(1a) inadequately completed","vocational + Abi","","","",""
"High transfer dependency","1984","(1a) inadequately completed","higher vocational","","","",""
"High transfer dependency","1984","(1a) inadequately completed","higher education","","","",""
"High transfer dependency","1984","(1b) general elementary school","in school","","","",""
"High transfer dependency","1984","(1b) general elementary school","inadequately","","","",""
"High transfer dependency","1984","(1b) general elementary school","general elemantary","44","0.0130009501080554","0.00891874408335982","0.0170831561327509"
"High transfer dependency","1984","(1b) general elementary school","middle vocational","","","",""
"High transfer dependency","1984","(1b) general elementary school","vocational + Abi","","","",""
"High transfer dependency","1984","(1b) general elementary school","higher vocational","","","",""
"High transfer dependency","1984","(1b) general elementary school","higher education","","","",""
"High transfer dependency","1984","(1c) basic vocational qualification","in school","","","",""
"High transfer dependency","1984","(1c) basic vocational qualification","inadequately","","","",""
"High transfer dependency","1984","(1c) basic vocational qualification","general elemantary","","","",""
"High transfer dependency","1984","(1c) basic vocational qualification","middle vocational","28","","",""
"High transfer dependency","1984","(1c) basic vocational qualification","vocational + Abi","","","",""
"High transfer dependency","1984","(1c) basic vocational qualification","higher vocational","1","","",""
"High transfer dependency","1984","(1c) basic vocational qualification","higher education","","","",""
"High transfer dependency","1984","(2b) intermediate general qualification","in school","","","",""
"High transfer dependency","1984","(2b) intermediate general qualification","inadequately","","","",""
"High transfer dependency","1984","(2b) intermediate general qualification","general elemantary","2","","",""
"High transfer dependency","1984","(2b) intermediate general qualification","middle vocational","","","",""
"High transfer dependency","1984","(2b) intermediate general qualification","vocational + Abi","","","",""
"High transfer dependency","1984","(2b) intermediate general qualification","higher vocational","","","",""
"High transfer dependency","1984","(2b) intermediate general qualification","higher education","","","",""
"High transfer dependency","1984","(2a) intermediate vocational","in school","","","",""
"High transfer dependency","1984","(2a) intermediate vocational","inadequately","","","",""
"High transfer dependency","1984","(2a) intermediate vocational","general elemantary","","","",""
"High transfer dependency","1984","(2a) intermediate vocational","middle vocational","6","","",""
"High transfer dependency","1984","(2a) intermediate vocational","vocational + Abi","","","",""
"High transfer dependency","1984","(2a) intermediate vocational","higher vocational","2","","",""
"High transfer dependency","1984","(2a) intermediate vocational","higher education","","","",""
"High transfer dependency","1984","(2c_gen) general maturity certificate","in school","","","",""
"High transfer dependency","1984","(2c_gen) general maturity certificate","inadequately","","","",""
"High transfer dependency","1984","(2c_gen) general maturity certificate","general elemantary","","","",""
"High transfer dependency","1984","(2c_gen) general maturity certificate","middle vocational","15","","",""
"High transfer dependency","1984","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"High transfer dependency","1984","(2c_gen) general maturity certificate","higher vocational","","","",""
"High transfer dependency","1984","(2c_gen) general maturity certificate","higher education","","","",""
"High transfer dependency","1984","(2c_voc) vocational maturity certificate","in school","","","",""
"High transfer dependency","1984","(2c_voc) vocational maturity certificate","inadequately","","","",""
"High transfer dependency","1984","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"High transfer dependency","1984","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"High transfer dependency","1984","(2c_voc) vocational maturity certificate","vocational + Abi","9","","",""
"High transfer dependency","1984","(2c_voc) vocational maturity certificate","higher vocational","2","","",""
"High transfer dependency","1984","(2c_voc) vocational maturity certificate","higher education","","","",""
"High transfer dependency","1984","(3a) lower tertiary education","in school","","","",""
"High transfer dependency","1984","(3a) lower tertiary education","inadequately","","","",""
"High transfer dependency","1984","(3a) lower tertiary education","general elemantary","","","",""
"High transfer dependency","1984","(3a) lower tertiary education","middle vocational","","","",""
"High transfer dependency","1984","(3a) lower tertiary education","vocational + Abi","","","",""
"High transfer dependency","1984","(3a) lower tertiary education","higher vocational","","","",""
"High transfer dependency","1984","(3a) lower tertiary education","higher education","","","",""
"High transfer dependency","1984","(3b) higher tertiary education","in school","","","",""
"High transfer dependency","1984","(3b) higher tertiary education","inadequately","","","",""
"High transfer dependency","1984","(3b) higher tertiary education","general elemantary","","","",""
"High transfer dependency","1984","(3b) higher tertiary education","middle vocational","","","",""
"High transfer dependency","1984","(3b) higher tertiary education","vocational + Abi","","","",""
"High transfer dependency","1984","(3b) higher tertiary education","higher vocational","","","",""
"High transfer dependency","1984","(3b) higher tertiary education","higher education","4","","",""
"Very high transfer dependency","1984","(0) in school","in school","2","","",""
"Very high transfer dependency","1984","(0) in school","inadequately","","","",""
"Very high transfer dependency","1984","(0) in school","general elemantary","","","",""
"Very high transfer dependency","1984","(0) in school","middle vocational","","","",""
"Very high transfer dependency","1984","(0) in school","vocational + Abi","","","",""
"Very high transfer dependency","1984","(0) in school","higher vocational","","","",""
"Very high transfer dependency","1984","(0) in school","higher education","","","",""
"Very high transfer dependency","1984","(1a) inadequately completed","in school","","","",""
"Very high transfer dependency","1984","(1a) inadequately completed","inadequately","32","0.0435573574162454","0.0307849190838732","0.0563297957486175"
"Very high transfer dependency","1984","(1a) inadequately completed","general elemantary","","","",""
"Very high transfer dependency","1984","(1a) inadequately completed","middle vocational","5","","",""
"Very high transfer dependency","1984","(1a) inadequately completed","vocational + Abi","","","",""
"Very high transfer dependency","1984","(1a) inadequately completed","higher vocational","","","",""
"Very high transfer dependency","1984","(1a) inadequately completed","higher education","","","",""
"Very high transfer dependency","1984","(1b) general elementary school","in school","","","",""
"Very high transfer dependency","1984","(1b) general elementary school","inadequately","2","","",""
"Very high transfer dependency","1984","(1b) general elementary school","general elemantary","60","0.0212232258854987","0.0160292906259677","0.0264171611450297"
"Very high transfer dependency","1984","(1b) general elementary school","middle vocational","","","",""
"Very high transfer dependency","1984","(1b) general elementary school","vocational + Abi","","","",""
"Very high transfer dependency","1984","(1b) general elementary school","higher vocational","","","",""
"Very high transfer dependency","1984","(1b) general elementary school","higher education","","","",""
"Very high transfer dependency","1984","(1c) basic vocational qualification","in school","","","",""
"Very high transfer dependency","1984","(1c) basic vocational qualification","inadequately","","","",""
"Very high transfer dependency","1984","(1c) basic vocational qualification","general elemantary","","","",""
"Very high transfer dependency","1984","(1c) basic vocational qualification","middle vocational","52","0.0136314439354376","0.0100135145089841","0.0172493733618912"
"Very high transfer dependency","1984","(1c) basic vocational qualification","vocational + Abi","","","",""
"Very high transfer dependency","1984","(1c) basic vocational qualification","higher vocational","5","","",""
"Very high transfer dependency","1984","(1c) basic vocational qualification","higher education","","","",""
"Very high transfer dependency","1984","(2b) intermediate general qualification","in school","","","",""
"Very high transfer dependency","1984","(2b) intermediate general qualification","inadequately","","","",""
"Very high transfer dependency","1984","(2b) intermediate general qualification","general elemantary","6","","",""
"Very high transfer dependency","1984","(2b) intermediate general qualification","middle vocational","","","",""
"Very high transfer dependency","1984","(2b) intermediate general qualification","vocational + Abi","","","",""
"Very high transfer dependency","1984","(2b) intermediate general qualification","higher vocational","","","",""
"Very high transfer dependency","1984","(2b) intermediate general qualification","higher education","","","",""
"Very high transfer dependency","1984","(2a) intermediate vocational","in school","","","",""
"Very high transfer dependency","1984","(2a) intermediate vocational","inadequately","","","",""
"Very high transfer dependency","1984","(2a) intermediate vocational","general elemantary","","","",""
"Very high transfer dependency","1984","(2a) intermediate vocational","middle vocational","9","","",""
"Very high transfer dependency","1984","(2a) intermediate vocational","vocational + Abi","","","",""
"Very high transfer dependency","1984","(2a) intermediate vocational","higher vocational","4","","",""
"Very high transfer dependency","1984","(2a) intermediate vocational","higher education","","","",""
"Very high transfer dependency","1984","(2c_gen) general maturity certificate","in school","","","",""
"Very high transfer dependency","1984","(2c_gen) general maturity certificate","inadequately","","","",""
"Very high transfer dependency","1984","(2c_gen) general maturity certificate","general elemantary","","","",""
"Very high transfer dependency","1984","(2c_gen) general maturity certificate","middle vocational","17","","",""
"Very high transfer dependency","1984","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Very high transfer dependency","1984","(2c_gen) general maturity certificate","higher vocational","","","",""
"Very high transfer dependency","1984","(2c_gen) general maturity certificate","higher education","","","",""
"Very high transfer dependency","1984","(2c_voc) vocational maturity certificate","in school","","","",""
"Very high transfer dependency","1984","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Very high transfer dependency","1984","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Very high transfer dependency","1984","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Very high transfer dependency","1984","(2c_voc) vocational maturity certificate","vocational + Abi","7","","",""
"Very high transfer dependency","1984","(2c_voc) vocational maturity certificate","higher vocational","5","","",""
"Very high transfer dependency","1984","(2c_voc) vocational maturity certificate","higher education","","","",""
"Very high transfer dependency","1984","(3a) lower tertiary education","in school","","","",""
"Very high transfer dependency","1984","(3a) lower tertiary education","inadequately","","","",""
"Very high transfer dependency","1984","(3a) lower tertiary education","general elemantary","","","",""
"Very high transfer dependency","1984","(3a) lower tertiary education","middle vocational","","","",""
"Very high transfer dependency","1984","(3a) lower tertiary education","vocational + Abi","","","",""
"Very high transfer dependency","1984","(3a) lower tertiary education","higher vocational","","","",""
"Very high transfer dependency","1984","(3a) lower tertiary education","higher education","5","","",""
"Very high transfer dependency","1984","(3b) higher tertiary education","in school","","","",""
"Very high transfer dependency","1984","(3b) higher tertiary education","inadequately","","","",""
"Very high transfer dependency","1984","(3b) higher tertiary education","general elemantary","","","",""
"Very high transfer dependency","1984","(3b) higher tertiary education","middle vocational","","","",""
"Very high transfer dependency","1984","(3b) higher tertiary education","vocational + Abi","","","",""
"Very high transfer dependency","1984","(3b) higher tertiary education","higher vocational","","","",""
"Very high transfer dependency","1984","(3b) higher tertiary education","higher education","3","","",""
"Very low transfer dependency","1985","(0) in school","in school","173","0.929543847590316","0.892864492637389","0.966223202543242"
"Very low transfer dependency","1985","(0) in school","inadequately","","","",""
"Very low transfer dependency","1985","(0) in school","general elemantary","","","",""
"Very low transfer dependency","1985","(0) in school","middle vocational","","","",""
"Very low transfer dependency","1985","(0) in school","vocational + Abi","","","",""
"Very low transfer dependency","1985","(0) in school","higher vocational","","","",""
"Very low transfer dependency","1985","(0) in school","higher education","","","",""
"Very low transfer dependency","1985","(1a) inadequately completed","in school","","","",""
"Very low transfer dependency","1985","(1a) inadequately completed","inadequately","724","0.851594833144407","0.82709772328181","0.876091943007005"
"Very low transfer dependency","1985","(1a) inadequately completed","general elemantary","","","",""
"Very low transfer dependency","1985","(1a) inadequately completed","middle vocational","86","0.947038806435938","0.901765007906192","0.992312604965685"
"Very low transfer dependency","1985","(1a) inadequately completed","vocational + Abi","","","",""
"Very low transfer dependency","1985","(1a) inadequately completed","higher vocational","3","","",""
"Very low transfer dependency","1985","(1a) inadequately completed","higher education","","","",""
"Very low transfer dependency","1985","(1b) general elementary school","in school","","","",""
"Very low transfer dependency","1985","(1b) general elementary school","inadequately","22","","",""
"Very low transfer dependency","1985","(1b) general elementary school","general elemantary","2403","0.930750193522088","0.920984083860186","0.94051630318399"
"Very low transfer dependency","1985","(1b) general elementary school","middle vocational","","","",""
"Very low transfer dependency","1985","(1b) general elementary school","vocational + Abi","","","",""
"Very low transfer dependency","1985","(1b) general elementary school","higher vocational","","","",""
"Very low transfer dependency","1985","(1b) general elementary school","higher education","","","",""
"Very low transfer dependency","1985","(1c) basic vocational qualification","in school","","","",""
"Very low transfer dependency","1985","(1c) basic vocational qualification","inadequately","","","",""
"Very low transfer dependency","1985","(1c) basic vocational qualification","general elemantary","","","",""
"Very low transfer dependency","1985","(1c) basic vocational qualification","middle vocational","3361","0.950545561454586","0.943410354014598","0.957680768894575"
"Very low transfer dependency","1985","(1c) basic vocational qualification","vocational + Abi","","","",""
"Very low transfer dependency","1985","(1c) basic vocational qualification","higher vocational","274","0.974971798642666","0.956707383155812","0.993236214129521"
"Very low transfer dependency","1985","(1c) basic vocational qualification","higher education","","","",""
"Very low transfer dependency","1985","(2b) intermediate general qualification","in school","","","",""
"Very low transfer dependency","1985","(2b) intermediate general qualification","inadequately","","","",""
"Very low transfer dependency","1985","(2b) intermediate general qualification","general elemantary","443","0.949773531892651","0.930111188732008","0.969435875053294"
"Very low transfer dependency","1985","(2b) intermediate general qualification","middle vocational","","","",""
"Very low transfer dependency","1985","(2b) intermediate general qualification","vocational + Abi","","","",""
"Very low transfer dependency","1985","(2b) intermediate general qualification","higher vocational","","","",""
"Very low transfer dependency","1985","(2b) intermediate general qualification","higher education","","","",""
"Very low transfer dependency","1985","(2a) intermediate vocational","in school","","","",""
"Very low transfer dependency","1985","(2a) intermediate vocational","inadequately","","","",""
"Very low transfer dependency","1985","(2a) intermediate vocational","general elemantary","","","",""
"Very low transfer dependency","1985","(2a) intermediate vocational","middle vocational","1116","0.981240830464637","0.973368562318575","0.989113098610699"
"Very low transfer dependency","1985","(2a) intermediate vocational","vocational + Abi","","","",""
"Very low transfer dependency","1985","(2a) intermediate vocational","higher vocational","187","0.9327456270556","0.898034000249878","0.967457253861322"
"Very low transfer dependency","1985","(2a) intermediate vocational","higher education","","","",""
"Very low transfer dependency","1985","(2c_gen) general maturity certificate","in school","","","",""
"Very low transfer dependency","1985","(2c_gen) general maturity certificate","inadequately","","","",""
"Very low transfer dependency","1985","(2c_gen) general maturity certificate","general elemantary","","","",""
"Very low transfer dependency","1985","(2c_gen) general maturity certificate","middle vocational","325","0.886225612638874","0.853957688847981","0.918493536429766"
"Very low transfer dependency","1985","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Very low transfer dependency","1985","(2c_gen) general maturity certificate","higher vocational","","","",""
"Very low transfer dependency","1985","(2c_gen) general maturity certificate","higher education","","","",""
"Very low transfer dependency","1985","(2c_voc) vocational maturity certificate","in school","","","",""
"Very low transfer dependency","1985","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Very low transfer dependency","1985","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Very low transfer dependency","1985","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Very low transfer dependency","1985","(2c_voc) vocational maturity certificate","vocational + Abi","252","0.921550674487767","0.89000061321366","0.953100735761873"
"Very low transfer dependency","1985","(2c_voc) vocational maturity certificate","higher vocational","125","0.922489808578666","0.87738307278784","0.967596544369491"
"Very low transfer dependency","1985","(2c_voc) vocational maturity certificate","higher education","","","",""
"Very low transfer dependency","1985","(3a) lower tertiary education","in school","","","",""
"Very low transfer dependency","1985","(3a) lower tertiary education","inadequately","","","",""
"Very low transfer dependency","1985","(3a) lower tertiary education","general elemantary","","","",""
"Very low transfer dependency","1985","(3a) lower tertiary education","middle vocational","","","",""
"Very low transfer dependency","1985","(3a) lower tertiary education","vocational + Abi","","","",""
"Very low transfer dependency","1985","(3a) lower tertiary education","higher vocational","","","",""
"Very low transfer dependency","1985","(3a) lower tertiary education","higher education","239","0.963076312368618","0.939606742227383","0.986545882509853"
"Very low transfer dependency","1985","(3b) higher tertiary education","in school","","","",""
"Very low transfer dependency","1985","(3b) higher tertiary education","inadequately","","","",""
"Very low transfer dependency","1985","(3b) higher tertiary education","general elemantary","","","",""
"Very low transfer dependency","1985","(3b) higher tertiary education","middle vocational","","","",""
"Very low transfer dependency","1985","(3b) higher tertiary education","vocational + Abi","","","",""
"Very low transfer dependency","1985","(3b) higher tertiary education","higher vocational","","","",""
"Very low transfer dependency","1985","(3b) higher tertiary education","higher education","503","0.991993524425498","0.984258919896488","0.999728128954507"
"Low transfer dependency","1985","(0) in school","in school","8","","",""
"Low transfer dependency","1985","(0) in school","inadequately","","","",""
"Low transfer dependency","1985","(0) in school","general elemantary","","","",""
"Low transfer dependency","1985","(0) in school","middle vocational","","","",""
"Low transfer dependency","1985","(0) in school","vocational + Abi","","","",""
"Low transfer dependency","1985","(0) in school","higher vocational","","","",""
"Low transfer dependency","1985","(0) in school","higher education","","","",""
"Low transfer dependency","1985","(1a) inadequately completed","in school","","","",""
"Low transfer dependency","1985","(1a) inadequately completed","inadequately","50","0.0862663005513461","0.0669197189943267","0.105612882108365"
"Low transfer dependency","1985","(1a) inadequately completed","general elemantary","","","",""
"Low transfer dependency","1985","(1a) inadequately completed","middle vocational","4","","",""
"Low transfer dependency","1985","(1a) inadequately completed","vocational + Abi","","","",""
"Low transfer dependency","1985","(1a) inadequately completed","higher vocational","","","",""
"Low transfer dependency","1985","(1a) inadequately completed","higher education","","","",""
