"transab_cat2","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","1984","Schleswig-Holstein","Not Employed","9","","",""
"Low transfer dependency","1984","Schleswig-Holstein","Employed","8","","",""
"Low transfer dependency","1984","Hamburg","Not Employed","2","","",""
"Low transfer dependency","1984","Hamburg","Employed","5","","",""
"Low transfer dependency","1984","Lower Saxony","Not Employed","47","0.0719822131840692","0.0500402625146964","0.0939241638534419"
"Low transfer dependency","1984","Lower Saxony","Employed","35","0.0370545788301608","0.0230311737625947","0.0510779838977269"
"Low transfer dependency","1984","Bremen","Not Employed","11","","",""
"Low transfer dependency","1984","Bremen","Employed","7","","",""
"Low transfer dependency","1984","North Rhine-Westphalia","Not Employed","74","0.0372415327022047","0.02698773158018","0.0474953338242295"
"Low transfer dependency","1984","North Rhine-Westphalia","Employed","77","0.0341453873860076","0.0260413044213088","0.0422494703507065"
"Low transfer dependency","1984","Hesse","Not Employed","24","","",""
"Low transfer dependency","1984","Hesse","Employed","26","","",""
"Low transfer dependency","1984","Rhineland-Palatinate,Saarland","Not Employed","10","","",""
"Low transfer dependency","1984","Rhineland-Palatinate,Saarland","Employed","11","","",""
"Low transfer dependency","1984","Baden-Württemberg","Not Employed","36","0.0221837757118663","0.0116781731362246","0.032689378287508"
"Low transfer dependency","1984","Baden-Württemberg","Employed","49","0.02139263425647","0.0140850811814944","0.0287001873314456"
"Low transfer dependency","1984","Bavaria","Not Employed","25","","",""
"Low transfer dependency","1984","Bavaria","Employed","43","0.0278915392768838","0.0191498821945453","0.0366331963592222"
"Low transfer dependency","1984","Berlin","Not Employed","3","","",""
"Low transfer dependency","1984","Berlin","Employed","4","","",""
"Low transfer dependency","1984","Brandenburg","Not Employed","","","",""
"Low transfer dependency","1984","Brandenburg","Employed","","","",""
"Low transfer dependency","1984","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Low transfer dependency","1984","Mecklenburg-Western Pomerania","Employed","","","",""
"Low transfer dependency","1984","Saxony","Not Employed","","","",""
"Low transfer dependency","1984","Saxony","Employed","","","",""
"Low transfer dependency","1984","Saxony-Anhalt","Not Employed","","","",""
"Low transfer dependency","1984","Saxony-Anhalt","Employed","","","",""
"Low transfer dependency","1984","Thuringia","Not Employed","","","",""
"Low transfer dependency","1984","Thuringia","Employed","","","",""
"High transfer dependency","1984","Schleswig-Holstein","Not Employed","1","","",""
"High transfer dependency","1984","Schleswig-Holstein","Employed","1","","",""
"High transfer dependency","1984","Hamburg","Not Employed","2","","",""
"High transfer dependency","1984","Hamburg","Employed","1","","",""
"High transfer dependency","1984","Lower Saxony","Not Employed","6","","",""
"High transfer dependency","1984","Lower Saxony","Employed","8","","",""
"High transfer dependency","1984","Bremen","Not Employed","2","","",""
"High transfer dependency","1984","Bremen","Employed","1","","",""
"High transfer dependency","1984","North Rhine-Westphalia","Not Employed","30","0.0176444831467777","0.0105151114437358","0.0247738548498197"
"High transfer dependency","1984","North Rhine-Westphalia","Employed","25","","",""
"High transfer dependency","1984","Hesse","Not Employed","14","","",""
"High transfer dependency","1984","Hesse","Employed","7","","",""
"High transfer dependency","1984","Rhineland-Palatinate,Saarland","Not Employed","4","","",""
"High transfer dependency","1984","Rhineland-Palatinate,Saarland","Employed","1","","",""
"High transfer dependency","1984","Baden-Württemberg","Not Employed","6","","",""
"High transfer dependency","1984","Baden-Württemberg","Employed","8","","",""
"High transfer dependency","1984","Bavaria","Not Employed","6","","",""
"High transfer dependency","1984","Bavaria","Employed","7","","",""
"High transfer dependency","1984","Berlin","Not Employed","1","","",""
"High transfer dependency","1984","Berlin","Employed","2","","",""
"High transfer dependency","1984","Brandenburg","Not Employed","","","",""
"High transfer dependency","1984","Brandenburg","Employed","","","",""
"High transfer dependency","1984","Mecklenburg-Western Pomerania","Not Employed","","","",""
"High transfer dependency","1984","Mecklenburg-Western Pomerania","Employed","","","",""
"High transfer dependency","1984","Saxony","Not Employed","","","",""
"High transfer dependency","1984","Saxony","Employed","","","",""
"High transfer dependency","1984","Saxony-Anhalt","Not Employed","","","",""
"High transfer dependency","1984","Saxony-Anhalt","Employed","","","",""
"High transfer dependency","1984","Thuringia","Not Employed","","","",""
"High transfer dependency","1984","Thuringia","Employed","","","",""
"Very high transfer dependency","1984","Schleswig-Holstein","Not Employed","9","","",""
"Very high transfer dependency","1984","Schleswig-Holstein","Employed","2","","",""
"Very high transfer dependency","1984","Hamburg","Not Employed","8","","",""
"Very high transfer dependency","1984","Hamburg","Employed","1","","",""
"Very high transfer dependency","1984","Lower Saxony","Not Employed","33","0.0395992732179343","0.0230433145263879","0.0561552319094807"
"Very high transfer dependency","1984","Lower Saxony","Employed","5","","",""
"Very high transfer dependency","1984","Bremen","Not Employed","4","","",""
"Very high transfer dependency","1984","Bremen","Employed","","","",""
"Very high transfer dependency","1984","North Rhine-Westphalia","Not Employed","80","0.0620979804970431","0.0490293548713686","0.0751666061227177"
"Very high transfer dependency","1984","North Rhine-Westphalia","Employed","4","","",""
"Very high transfer dependency","1984","Hesse","Not Employed","19","","",""
"Very high transfer dependency","1984","Hesse","Employed","","","",""
"Very high transfer dependency","1984","Rhineland-Palatinate,Saarland","Not Employed","10","","",""
"Very high transfer dependency","1984","Rhineland-Palatinate,Saarland","Employed","","","",""
"Very high transfer dependency","1984","Baden-Württemberg","Not Employed","13","","",""
"Very high transfer dependency","1984","Baden-Württemberg","Employed","2","","",""
"Very high transfer dependency","1984","Bavaria","Not Employed","19","","",""
"Very high transfer dependency","1984","Bavaria","Employed","2","","",""
"Very high transfer dependency","1984","Berlin","Not Employed","5","","",""
"Very high transfer dependency","1984","Berlin","Employed","1","","",""
"Very high transfer dependency","1984","Brandenburg","Not Employed","","","",""
"Very high transfer dependency","1984","Brandenburg","Employed","","","",""
"Very high transfer dependency","1984","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Very high transfer dependency","1984","Mecklenburg-Western Pomerania","Employed","","","",""
"Very high transfer dependency","1984","Saxony","Not Employed","","","",""
"Very high transfer dependency","1984","Saxony","Employed","","","",""
"Very high transfer dependency","1984","Saxony-Anhalt","Not Employed","","","",""
"Very high transfer dependency","1984","Saxony-Anhalt","Employed","","","",""
"Very high transfer dependency","1984","Thuringia","Not Employed","","","",""
"Very high transfer dependency","1984","Thuringia","Employed","","","",""
"Very low transfer dependency","1985","Schleswig-Holstein","Not Employed","115","0.89607938739305","0.844411609426254","0.947747165359846"
"Very low transfer dependency","1985","Schleswig-Holstein","Employed","213","0.98758202233114","0.972813629341749","1.00235041532053"
"Very low transfer dependency","1985","Hamburg","Not Employed","92","0.880082172282321","0.819095023475618","0.941069321089025"
"Very low transfer dependency","1985","Hamburg","Employed","159","0.947105639003336","0.91365628258076","0.980554995425913"
"Very low transfer dependency","1985","Lower Saxony","Not Employed","412","0.888923859646554","0.860783930069129","0.917063789223979"
"Very low transfer dependency","1985","Lower Saxony","Employed","589","0.947757977745509","0.930285166634924","0.965230788856094"
"Very low transfer dependency","1985","Bremen","Not Employed","49","0.828126885982983","0.736411155827619","0.919842616138347"
"Very low transfer dependency","1985","Bremen","Employed","37","0.827007505445073","0.723199377511013","0.930815633379133"
"Very low transfer dependency","1985","North Rhine-Westphalia","Not Employed","1045","0.89730978119423","0.880127760411664","0.914491801976796"
"Very low transfer dependency","1985","North Rhine-Westphalia","Employed","1690","0.970727289534961","0.962847425141346","0.978607153928576"
"Very low transfer dependency","1985","Hesse","Not Employed","380","0.931854512004771","0.907840179673928","0.955868844335613"
"Very low transfer dependency","1985","Hesse","Employed","686","0.971333843394427","0.959077043688427","0.983590643100427"
"Very low transfer dependency","1985","Rhineland-Palatinate,Saarland","Not Employed","312","0.936370659696686","0.910193202001162","0.962548117392209"
"Very low transfer dependency","1985","Rhineland-Palatinate,Saarland","Employed","430","0.976908981166265","0.962843336732428","0.990974625600103"
"Very low transfer dependency","1985","Baden-Württemberg","Not Employed","634","0.961066850574522","0.946517293549496","0.975616407599548"
"Very low transfer dependency","1985","Baden-Württemberg","Employed","1348","0.985335958870573","0.978982419241797","0.991689498499349"
"Very low transfer dependency","1985","Bavaria","Not Employed","623","0.946783647923207","0.929671864064777","0.963895431781636"
"Very low transfer dependency","1985","Bavaria","Employed","1211","0.963643582188323","0.953263145322684","0.974024019053962"
"Very low transfer dependency","1985","Berlin","Not Employed","108","0.926552798588677","0.880450959819311","0.972654637358043"
"Very low transfer dependency","1985","Berlin","Employed","232","0.961370026362001","0.937239180614628","0.985500872109373"
"Very low transfer dependency","1985","Brandenburg","Not Employed","","","",""
"Very low transfer dependency","1985","Brandenburg","Employed","","","",""
"Very low transfer dependency","1985","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Very low transfer dependency","1985","Mecklenburg-Western Pomerania","Employed","","","",""
"Very low transfer dependency","1985","Saxony","Not Employed","","","",""
"Very low transfer dependency","1985","Saxony","Employed","","","",""
"Very low transfer dependency","1985","Saxony-Anhalt","Not Employed","","","",""
"Very low transfer dependency","1985","Saxony-Anhalt","Employed","","","",""
"Very low transfer dependency","1985","Thuringia","Not Employed","","","",""
"Very low transfer dependency","1985","Thuringia","Employed","","","",""
"Low transfer dependency","1985","Schleswig-Holstein","Not Employed","8","","",""
"Low transfer dependency","1985","Schleswig-Holstein","Employed","3","","",""
"Low transfer dependency","1985","Hamburg","Not Employed","6","","",""
"Low transfer dependency","1985","Hamburg","Employed","8","","",""
"Low transfer dependency","1985","Lower Saxony","Not Employed","32","0.0460265349853412","0.0272613598377527","0.0647917101329297"
"Low transfer dependency","1985","Lower Saxony","Employed","29","","",""
"Low transfer dependency","1985","Bremen","Not Employed","12","","",""
"Low transfer dependency","1985","Bremen","Employed","11","","",""
"Low transfer dependency","1985","North Rhine-Westphalia","Not Employed","50","0.0272095628684216","0.018000638033618","0.0364184877032252"
"Low transfer dependency","1985","North Rhine-Westphalia","Employed","48","0.0200528170957132","0.0135000054264092","0.0266056287650172"
"Low transfer dependency","1985","Hesse","Not Employed","17","","",""
"Low transfer dependency","1985","Hesse","Employed","19","","",""
"Low transfer dependency","1985","Rhineland-Palatinate,Saarland","Not Employed","9","","",""
"Low transfer dependency","1985","Rhineland-Palatinate,Saarland","Employed","5","","",""
"Low transfer dependency","1985","Baden-Württemberg","Not Employed","20","","",""
"Low transfer dependency","1985","Baden-Württemberg","Employed","20","","",""
"Low transfer dependency","1985","Bavaria","Not Employed","12","","",""
"Low transfer dependency","1985","Bavaria","Employed","26","","",""
"Low transfer dependency","1985","Berlin","Not Employed","11","","",""
"Low transfer dependency","1985","Berlin","Employed","10","","",""
"Low transfer dependency","1985","Brandenburg","Not Employed","","","",""
"Low transfer dependency","1985","Brandenburg","Employed","","","",""
"Low transfer dependency","1985","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Low transfer dependency","1985","Mecklenburg-Western Pomerania","Employed","","","",""
"Low transfer dependency","1985","Saxony","Not Employed","","","",""
"Low transfer dependency","1985","Saxony","Employed","","","",""
"Low transfer dependency","1985","Saxony-Anhalt","Not Employed","","","",""
"Low transfer dependency","1985","Saxony-Anhalt","Employed","","","",""
"Low transfer dependency","1985","Thuringia","Not Employed","","","",""
"Low transfer dependency","1985","Thuringia","Employed","","","",""
"High transfer dependency","1985","Schleswig-Holstein","Not Employed","2","","",""
"High transfer dependency","1985","Schleswig-Holstein","Employed","","","",""
"High transfer dependency","1985","Hamburg","Not Employed","5","","",""
"High transfer dependency","1985","Hamburg","Employed","5","","",""
"High transfer dependency","1985","Lower Saxony","Not Employed","6","","",""
"High transfer dependency","1985","Lower Saxony","Employed","3","","",""
"High transfer dependency","1985","Bremen","Not Employed","2","","",""
"High transfer dependency","1985","Bremen","Employed","2","","",""
"High transfer dependency","1985","North Rhine-Westphalia","Not Employed","30","0.0175222467049672","0.0100955659191902","0.0249489274907443"
"High transfer dependency","1985","North Rhine-Westphalia","Employed","18","","",""
"High transfer dependency","1985","Hesse","Not Employed","9","","",""
"High transfer dependency","1985","Hesse","Employed","6","","",""
"High transfer dependency","1985","Rhineland-Palatinate,Saarland","Not Employed","5","","",""
"High transfer dependency","1985","Rhineland-Palatinate,Saarland","Employed","3","","",""
"High transfer dependency","1985","Baden-Württemberg","Not Employed","12","","",""
"High transfer dependency","1985","Baden-Württemberg","Employed","6","","",""
"High transfer dependency","1985","Bavaria","Not Employed","6","","",""
"High transfer dependency","1985","Bavaria","Employed","10","","",""
"High transfer dependency","1985","Berlin","Not Employed","2","","",""
"High transfer dependency","1985","Berlin","Employed","2","","",""
"High transfer dependency","1985","Brandenburg","Not Employed","","","",""
"High transfer dependency","1985","Brandenburg","Employed","","","",""
"High transfer dependency","1985","Mecklenburg-Western Pomerania","Not Employed","","","",""
"High transfer dependency","1985","Mecklenburg-Western Pomerania","Employed","","","",""
"High transfer dependency","1985","Saxony","Not Employed","","","",""
"High transfer dependency","1985","Saxony","Employed","","","",""
"High transfer dependency","1985","Saxony-Anhalt","Not Employed","","","",""
"High transfer dependency","1985","Saxony-Anhalt","Employed","","","",""
"High transfer dependency","1985","Thuringia","Not Employed","","","",""
"High transfer dependency","1985","Thuringia","Employed","","","",""
"Very high transfer dependency","1985","Schleswig-Holstein","Not Employed","9","","",""
"Very high transfer dependency","1985","Schleswig-Holstein","Employed","","","",""
"Very high transfer dependency","1985","Hamburg","Not Employed","6","","",""
"Very high transfer dependency","1985","Hamburg","Employed","","","",""
"Very high transfer dependency","1985","Lower Saxony","Not Employed","29","","",""
"Very high transfer dependency","1985","Lower Saxony","Employed","2","","",""
"Very high transfer dependency","1985","Bremen","Not Employed","2","","",""
"Very high transfer dependency","1985","Bremen","Employed","1","","",""
"Very high transfer dependency","1985","North Rhine-Westphalia","Not Employed","74","0.0579584092323816","0.0447323103119486","0.0711845081528147"
"Very high transfer dependency","1985","North Rhine-Westphalia","Employed","2","","",""
"Very high transfer dependency","1985","Hesse","Not Employed","17","","",""
"Very high transfer dependency","1985","Hesse","Employed","1","","",""
"Very high transfer dependency","1985","Rhineland-Palatinate,Saarland","Not Employed","8","","",""
"Very high transfer dependency","1985","Rhineland-Palatinate,Saarland","Employed","","","",""
"Very high transfer dependency","1985","Baden-Württemberg","Not Employed","13","","",""
"Very high transfer dependency","1985","Baden-Württemberg","Employed","1","","",""
"Very high transfer dependency","1985","Bavaria","Not Employed","20","","",""
"Very high transfer dependency","1985","Bavaria","Employed","2","","",""
"Very high transfer dependency","1985","Berlin","Not Employed","2","","",""
"Very high transfer dependency","1985","Berlin","Employed","1","","",""
"Very high transfer dependency","1985","Brandenburg","Not Employed","","","",""
"Very high transfer dependency","1985","Brandenburg","Employed","","","",""
"Very high transfer dependency","1985","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Very high transfer dependency","1985","Mecklenburg-Western Pomerania","Employed","","","",""
"Very high transfer dependency","1985","Saxony","Not Employed","","","",""
"Very high transfer dependency","1985","Saxony","Employed","","","",""
"Very high transfer dependency","1985","Saxony-Anhalt","Not Employed","","","",""
"Very high transfer dependency","1985","Saxony-Anhalt","Employed","","","",""
"Very high transfer dependency","1985","Thuringia","Not Employed","","","",""
"Very high transfer dependency","1985","Thuringia","Employed","","","",""
"Very low transfer dependency","1986","Schleswig-Holstein","Not Employed","99","0.945521846448684","0.902717961616916","0.988325731280452"
"Very low transfer dependency","1986","Schleswig-Holstein","Employed","200","0.925710703734966","0.890575541014933","0.960845866454999"
"Very low transfer dependency","1986","Hamburg","Not Employed","90","0.918226082402823","0.865562107402022","0.970890057403623"
"Very low transfer dependency","1986","Hamburg","Employed","147","0.983309718009191","0.962943832410276","1.00367560360811"
"Very low transfer dependency","1986","Lower Saxony","Not Employed","412","0.911717005871511","0.885875004199293","0.937559007543728"
"Very low transfer dependency","1986","Lower Saxony","Employed","617","0.948622656440153","0.931598547049283","0.965646765831023"
"Very low transfer dependency","1986","Bremen","Not Employed","47","0.853749785241326","0.763585271439567","0.943914299043086"
"Very low transfer dependency","1986","Bremen","Employed","46","0.968569517276347","0.920207543986021","1.01693149056667"
"Very low transfer dependency","1986","North Rhine-Westphalia","Not Employed","1012","0.897361750467946","0.879806155911293","0.914917345024599"
"Very low transfer dependency","1986","North Rhine-Westphalia","Employed","1641","0.965041645694298","0.956320735518345","0.97376255587025"
"Very low transfer dependency","1986","Hesse","Not Employed","341","0.919122504424219","0.891817059892761","0.946427948955676"
"Very low transfer dependency","1986","Hesse","Employed","644","0.974840607767883","0.962946609930128","0.986734605605639"
"Very low transfer dependency","1986","Rhineland-Palatinate,Saarland","Not Employed","294","0.944276831279502","0.918864559485391","0.969689103073613"
"Very low transfer dependency","1986","Rhineland-Palatinate,Saarland","Employed","446","0.976773618923914","0.962948992511014","0.990598245336814"
"Very low transfer dependency","1986","Baden-Württemberg","Not Employed","596","0.962284043030236","0.947512975969787","0.977055110090685"
"Very low transfer dependency","1986","Baden-Württemberg","Employed","1310","0.974198047011319","0.965759490495343","0.982636603527296"
"Very low transfer dependency","1986","Bavaria","Not Employed","553","0.924473640592587","0.903152097767395","0.94579518341778"
"Very low transfer dependency","1986","Bavaria","Employed","1152","0.962551546639199","0.951755399081405","0.973347694196993"
"Very low transfer dependency","1986","Berlin","Not Employed","98","0.953111732174622","0.913960712107136","0.992262752242108"
"Very low transfer dependency","1986","Berlin","Employed","223","0.953759640278413","0.92707940317218","0.980439877384647"
"Very low transfer dependency","1986","Brandenburg","Not Employed","","","",""
"Very low transfer dependency","1986","Brandenburg","Employed","","","",""
"Very low transfer dependency","1986","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Very low transfer dependency","1986","Mecklenburg-Western Pomerania","Employed","","","",""
"Very low transfer dependency","1986","Saxony","Not Employed","","","",""
"Very low transfer dependency","1986","Saxony","Employed","","","",""
"Very low transfer dependency","1986","Saxony-Anhalt","Not Employed","","","",""
"Very low transfer dependency","1986","Saxony-Anhalt","Employed","","","",""
"Very low transfer dependency","1986","Thuringia","Not Employed","","","",""
"Very low transfer dependency","1986","Thuringia","Employed","","","",""
"Low transfer dependency","1986","Schleswig-Holstein","Not Employed","4","","",""
"Low transfer dependency","1986","Schleswig-Holstein","Employed","13","","",""
"Low transfer dependency","1986","Hamburg","Not Employed","4","","",""
"Low transfer dependency","1986","Hamburg","Employed","5","","",""
"Low transfer dependency","1986","Lower Saxony","Not Employed","24","","",""
"Low transfer dependency","1986","Lower Saxony","Employed","22","","",""
"Low transfer dependency","1986","Bremen","Not Employed","3","","",""
"Low transfer dependency","1986","Bremen","Employed","3","","",""
"Low transfer dependency","1986","North Rhine-Westphalia","Not Employed","52","0.0357283171408604","0.0249913126684447","0.0464653216132761"
"Low transfer dependency","1986","North Rhine-Westphalia","Employed","39","0.0214696424427452","0.0145876712011079","0.0283516136843825"
"Low transfer dependency","1986","Hesse","Not Employed","16","","",""
"Low transfer dependency","1986","Hesse","Employed","18","","",""
"Low transfer dependency","1986","Rhineland-Palatinate,Saarland","Not Employed","7","","",""
"Low transfer dependency","1986","Rhineland-Palatinate,Saarland","Employed","5","","",""
"Low transfer dependency","1986","Baden-Württemberg","Not Employed","21","","",""
"Low transfer dependency","1986","Baden-Württemberg","Employed","38","0.0194332330132644","0.0120859061583055","0.0267805598682234"
"Low transfer dependency","1986","Bavaria","Not Employed","14","","",""
"Low transfer dependency","1986","Bavaria","Employed","26","","",""
"Low transfer dependency","1986","Berlin","Not Employed","4","","",""
"Low transfer dependency","1986","Berlin","Employed","11","","",""
"Low transfer dependency","1986","Brandenburg","Not Employed","","","",""
"Low transfer dependency","1986","Brandenburg","Employed","","","",""
"Low transfer dependency","1986","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Low transfer dependency","1986","Mecklenburg-Western Pomerania","Employed","","","",""
"Low transfer dependency","1986","Saxony","Not Employed","","","",""
"Low transfer dependency","1986","Saxony","Employed","","","",""
"Low transfer dependency","1986","Saxony-Anhalt","Not Employed","","","",""
"Low transfer dependency","1986","Saxony-Anhalt","Employed","","","",""
"Low transfer dependency","1986","Thuringia","Not Employed","","","",""
"Low transfer dependency","1986","Thuringia","Employed","","","",""
"High transfer dependency","1986","Schleswig-Holstein","Not Employed","1","","",""
"High transfer dependency","1986","Schleswig-Holstein","Employed","","","",""
"High transfer dependency","1986","Hamburg","Not Employed","","","",""
"High transfer dependency","1986","Hamburg","Employed","","","",""
"High transfer dependency","1986","Lower Saxony","Not Employed","6","","",""
"High transfer dependency","1986","Lower Saxony","Employed","4","","",""
"High transfer dependency","1986","Bremen","Not Employed","4","","",""
"High transfer dependency","1986","Bremen","Employed","1","","",""
"High transfer dependency","1986","North Rhine-Westphalia","Not Employed","21","","",""
"High transfer dependency","1986","North Rhine-Westphalia","Employed","20","","",""
"High transfer dependency","1986","Hesse","Not Employed","8","","",""
"High transfer dependency","1986","Hesse","Employed","3","","",""
"High transfer dependency","1986","Rhineland-Palatinate,Saarland","Not Employed","6","","",""
"High transfer dependency","1986","Rhineland-Palatinate,Saarland","Employed","5","","",""
"High transfer dependency","1986","Baden-Württemberg","Not Employed","9","","",""
"High transfer dependency","1986","Baden-Württemberg","Employed","8","","",""
"High transfer dependency","1986","Bavaria","Not Employed","10","","",""
"High transfer dependency","1986","Bavaria","Employed","7","","",""
"High transfer dependency","1986","Berlin","Not Employed","6","","",""
"High transfer dependency","1986","Berlin","Employed","3","","",""
"High transfer dependency","1986","Brandenburg","Not Employed","","","",""
"High transfer dependency","1986","Brandenburg","Employed","","","",""
"High transfer dependency","1986","Mecklenburg-Western Pomerania","Not Employed","","","",""
"High transfer dependency","1986","Mecklenburg-Western Pomerania","Employed","","","",""
"High transfer dependency","1986","Saxony","Not Employed","","","",""
"High transfer dependency","1986","Saxony","Employed","","","",""
"High transfer dependency","1986","Saxony-Anhalt","Not Employed","","","",""
"High transfer dependency","1986","Saxony-Anhalt","Employed","","","",""
"High transfer dependency","1986","Thuringia","Not Employed","","","",""
"High transfer dependency","1986","Thuringia","Employed","","","",""
"Very high transfer dependency","1986","Schleswig-Holstein","Not Employed","4","","",""
"Very high transfer dependency","1986","Schleswig-Holstein","Employed","1","","",""
"Very high transfer dependency","1986","Hamburg","Not Employed","10","","",""
"Very high transfer dependency","1986","Hamburg","Employed","","","",""
"Very high transfer dependency","1986","Lower Saxony","Not Employed","21","","",""
"Very high transfer dependency","1986","Lower Saxony","Employed","3","","",""
"Very high transfer dependency","1986","Bremen","Not Employed","5","","",""
"Very high transfer dependency","1986","Bremen","Employed","","","",""
"Very high transfer dependency","1986","North Rhine-Westphalia","Not Employed","63","0.0550731887957665","0.0418770661112892","0.0682693114802437"
"Very high transfer dependency","1986","North Rhine-Westphalia","Employed","4","","",""
"Very high transfer dependency","1986","Hesse","Not Employed","18","","",""
"Very high transfer dependency","1986","Hesse","Employed","1","","",""
"Very high transfer dependency","1986","Rhineland-Palatinate,Saarland","Not Employed","6","","",""
"Very high transfer dependency","1986","Rhineland-Palatinate,Saarland","Employed","","","",""
"Very high transfer dependency","1986","Baden-Württemberg","Not Employed","13","","",""
"Very high transfer dependency","1986","Baden-Württemberg","Employed","","","",""
"Very high transfer dependency","1986","Bavaria","Not Employed","13","","",""
"Very high transfer dependency","1986","Bavaria","Employed","3","","",""
"Very high transfer dependency","1986","Berlin","Not Employed","4","","",""
"Very high transfer dependency","1986","Berlin","Employed","1","","",""
"Very high transfer dependency","1986","Brandenburg","Not Employed","","","",""
"Very high transfer dependency","1986","Brandenburg","Employed","","","",""
"Very high transfer dependency","1986","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Very high transfer dependency","1986","Mecklenburg-Western Pomerania","Employed","","","",""
"Very high transfer dependency","1986","Saxony","Not Employed","","","",""
"Very high transfer dependency","1986","Saxony","Employed","","","",""
"Very high transfer dependency","1986","Saxony-Anhalt","Not Employed","","","",""
"Very high transfer dependency","1986","Saxony-Anhalt","Employed","","","",""
"Very high transfer dependency","1986","Thuringia","Not Employed","","","",""
"Very high transfer dependency","1986","Thuringia","Employed","","","",""
"Very low transfer dependency","1987","Schleswig-Holstein","Not Employed","97","0.898293283711942","0.843288179840341","0.953298387583543"
"Very low transfer dependency","1987","Schleswig-Holstein","Employed","198","0.953873573458381","0.925503611232741","0.98224353568402"
"Very low transfer dependency","1987","Hamburg","Not Employed","75","0.922637173445224","0.866172021114006","0.979102325776442"
"Very low transfer dependency","1987","Hamburg","Employed","133","0.980412022901966","0.957456711892173","1.00336733391176"
"Very low transfer dependency","1987","Lower Saxony","Not Employed","382","0.91224009729328","0.885371441680034","0.939108752906526"
"Very low transfer dependency","1987","Lower Saxony","Employed","649","0.957011969200268","0.941721979126683","0.972301959273854"
"Very low transfer dependency","1987","Bremen","Not Employed","41","0.842708484984675","0.742788045832889","0.942628924136461"
"Very low transfer dependency","1987","Bremen","Employed","41","0.868246663672563","0.774497918983866","0.961995408361261"
