"transab_cat2","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","1985","higher education","Male","501","0.985837603522061","0.975592680371783","0.996082526672339"
"Very low transfer dependency","1985","higher education","Female","241","0.973785071715431","0.95385974241466","0.993710401016201"
"Low transfer dependency","1985","in school","Male","4","","",""
"Low transfer dependency","1985","in school","Female","4","","",""
"Low transfer dependency","1985","inadequately","Male","21","","",""
"Low transfer dependency","1985","inadequately","Female","31","0.0772348114870823","0.0534512134239051","0.101018409550259"
"Low transfer dependency","1985","general elemantary","Male","48","0.0342271031194046","0.0231453007707536","0.0453089054680556"
"Low transfer dependency","1985","general elemantary","Female","65","0.0271522435403465","0.02009257184132","0.0342119152393731"
"Low transfer dependency","1985","middle vocational","Male","79","0.0217918516857879","0.0164249657342483","0.0271587376373275"
"Low transfer dependency","1985","middle vocational","Female","55","0.0194527514647581","0.0138533253740822","0.0250521775554339"
"Low transfer dependency","1985","vocational + Abi","Male","9","","",""
"Low transfer dependency","1985","vocational + Abi","Female","6","","",""
"Low transfer dependency","1985","higher vocational","Male","2","","",""
"Low transfer dependency","1985","higher vocational","Female","13","","",""
"Low transfer dependency","1985","higher education","Male","7","","",""
"Low transfer dependency","1985","higher education","Female","3","","",""
"High transfer dependency","1985","in school","Male","1","","",""
"High transfer dependency","1985","in school","Female","1","","",""
"High transfer dependency","1985","inadequately","Male","5","","",""
"High transfer dependency","1985","inadequately","Female","6","","",""
"High transfer dependency","1985","general elemantary","Male","13","","",""
"High transfer dependency","1985","general elemantary","Female","30","0.0139153698345947","0.00882717566922173","0.0190035639999676"
"High transfer dependency","1985","middle vocational","Male","30","0.00851446063606048","0.00513706899316966","0.0118918522789513"
"High transfer dependency","1985","middle vocational","Female","27","","",""
"High transfer dependency","1985","vocational + Abi","Male","4","","",""
"High transfer dependency","1985","vocational + Abi","Female","2","","",""
"High transfer dependency","1985","higher vocational","Male","4","","",""
"High transfer dependency","1985","higher vocational","Female","6","","",""
"High transfer dependency","1985","higher education","Male","2","","",""
"High transfer dependency","1985","higher education","Female","2","","",""
"Very high transfer dependency","1985","in school","Male","1","","",""
"Very high transfer dependency","1985","in school","Female","3","","",""
"Very high transfer dependency","1985","inadequately","Male","9","","",""
"Very high transfer dependency","1985","inadequately","Female","17","","",""
"Very high transfer dependency","1985","general elemantary","Male","25","","",""
"Very high transfer dependency","1985","general elemantary","Female","43","0.020883605598059","0.014672354210703","0.027094856985415"
"Very high transfer dependency","1985","middle vocational","Male","37","0.0136272761326109","0.0093655580585479","0.0178889942066738"
"Very high transfer dependency","1985","middle vocational","Female","39","0.0171668733963398","0.0119005899545375","0.0224331568381421"
"Very high transfer dependency","1985","vocational + Abi","Male","2","","",""
"Very high transfer dependency","1985","vocational + Abi","Female","4","","",""
"Very high transfer dependency","1985","higher vocational","Male","1","","",""
"Very high transfer dependency","1985","higher vocational","Female","4","","",""
"Very high transfer dependency","1985","higher education","Male","1","","",""
"Very high transfer dependency","1985","higher education","Female","1","","",""
"Very low transfer dependency","1986","in school","Male","111","0.971876306620658","0.941527798986126","1.00222481425519"
"Very low transfer dependency","1986","in school","Female","68","0.920008812952999","0.857778250598039","0.982239375307958"
"Very low transfer dependency","1986","inadequately","Male","287","0.85777281461512","0.820030581834954","0.895515047395285"
"Very low transfer dependency","1986","inadequately","Female","401","0.848405150927186","0.815452810662864","0.881357491191509"
"Very low transfer dependency","1986","general elemantary","Male","940","0.937873873715325","0.922935374072662","0.952812373357989"
"Very low transfer dependency","1986","general elemantary","Female","1774","0.939057041119122","0.928294675502033","0.949819406736212"
"Very low transfer dependency","1986","middle vocational","Male","2602","0.949739834701149","0.941557705026612","0.957921964375686"
"Very low transfer dependency","1986","middle vocational","Female","2153","0.955071767858037","0.946529608988235","0.96361392672784"
"Very low transfer dependency","1986","vocational + Abi","Male","151","0.922720213277615","0.881975234722986","0.963465191832245"
"Very low transfer dependency","1986","vocational + Abi","Female","98","0.896756071077916","0.840404178807042","0.95310796334879"
"Very low transfer dependency","1986","higher vocational","Male","322","0.964094097523298","0.944110733037476","0.98407746200912"
"Very low transfer dependency","1986","higher vocational","Female","235","0.928884866863063","0.896897078934309","0.960872654791817"
"Very low transfer dependency","1986","higher education","Male","490","0.974652652318704","0.960916810086153","0.988388494551256"
"Very low transfer dependency","1986","higher education","Female","236","0.952660290087432","0.926014107134966","0.979306473039897"
"Low transfer dependency","1986","in school","Male","1","","",""
"Low transfer dependency","1986","in school","Female","2","","",""
"Low transfer dependency","1986","inadequately","Male","25","","",""
"Low transfer dependency","1986","inadequately","Female","31","0.0647826192360896","0.0421659873732967","0.0873992510988825"
"Low transfer dependency","1986","general elemantary","Male","33","0.0283338552268883","0.0180653082250343","0.0386024022287422"
"Low transfer dependency","1986","general elemantary","Female","55","0.0260019775438125","0.0188424854476861","0.0331614696399389"
"Low transfer dependency","1986","middle vocational","Male","79","0.0283844443359251","0.0221651730261801","0.0346037156456701"
"Low transfer dependency","1986","middle vocational","Female","56","0.0218420896295426","0.0158145294690083","0.0278696497900769"
"Low transfer dependency","1986","vocational + Abi","Male","8","","",""
"Low transfer dependency","1986","vocational + Abi","Female","7","","",""
"Low transfer dependency","1986","higher vocational","Male","7","","",""
"Low transfer dependency","1986","higher vocational","Female","5","","",""
"Low transfer dependency","1986","higher education","Male","8","","",""
"Low transfer dependency","1986","higher education","Female","2","","",""
"High transfer dependency","1986","in school","Male","1","","",""
"High transfer dependency","1986","in school","Female","1","","",""
"High transfer dependency","1986","inadequately","Male","6","","",""
"High transfer dependency","1986","inadequately","Female","10","","",""
"High transfer dependency","1986","general elemantary","Male","11","","",""
"High transfer dependency","1986","general elemantary","Female","31","0.0164157480563776","0.0106991703757059","0.0221323257370492"
"High transfer dependency","1986","middle vocational","Male","29","","",""
"High transfer dependency","1986","middle vocational","Female","18","","",""
"High transfer dependency","1986","vocational + Abi","Male","3","","",""
"High transfer dependency","1986","vocational + Abi","Female","4","","",""
"High transfer dependency","1986","higher vocational","Male","1","","",""
"High transfer dependency","1986","higher vocational","Female","3","","",""
"High transfer dependency","1986","higher education","Male","1","","",""
"High transfer dependency","1986","higher education","Female","2","","",""
"Very high transfer dependency","1986","in school","Male","1","","",""
"Very high transfer dependency","1986","in school","Female","2","","",""
"Very high transfer dependency","1986","inadequately","Male","11","","",""
"Very high transfer dependency","1986","inadequately","Female","13","","",""
"Very high transfer dependency","1986","general elemantary","Male","19","","",""
"Very high transfer dependency","1986","general elemantary","Female","38","0.0185252332806875","0.0124589679895424","0.0245914985718325"
"Very high transfer dependency","1986","middle vocational","Male","29","","",""
"Very high transfer dependency","1986","middle vocational","Female","32","0.0147292978544557","0.00976155871854863","0.0196970369903628"
"Very high transfer dependency","1986","vocational + Abi","Male","3","","",""
"Very high transfer dependency","1986","vocational + Abi","Female","3","","",""
"Very high transfer dependency","1986","higher vocational","Male","3","","",""
"Very high transfer dependency","1986","higher vocational","Female","5","","",""
"Very high transfer dependency","1986","higher education","Male","4","","",""
"Very high transfer dependency","1986","higher education","Female","4","","",""
"Very low transfer dependency","1987","in school","Male","97","0.978420563618094","0.949941157701449","1.00689996953474"
"Very low transfer dependency","1987","in school","Female","79","0.903370542891753","0.841640797284225","0.965100288499281"
"Very low transfer dependency","1987","inadequately","Male","284","0.876852372846719","0.840448114552794","0.913256631140643"
"Very low transfer dependency","1987","inadequately","Female","400","0.861509614473449","0.829452787134475","0.893566441812424"
"Very low transfer dependency","1987","general elemantary","Male","932","0.931152856443555","0.915475685882553","0.946830027004557"
"Very low transfer dependency","1987","general elemantary","Female","1720","0.938496495031514","0.927536799148161","0.949456190914866"
"Very low transfer dependency","1987","middle vocational","Male","2603","0.954172890240208","0.946337424517201","0.962008355963216"
"Very low transfer dependency","1987","middle vocational","Female","2136","0.954741238773143","0.946127151425865","0.96335532612042"
"Very low transfer dependency","1987","vocational + Abi","Male","149","0.916971241118408","0.874349883063165","0.959592599173651"
"Very low transfer dependency","1987","vocational + Abi","Female","109","0.952618241832126","0.913956258512379","0.991280225151873"
"Very low transfer dependency","1987","higher vocational","Male","311","0.972624804512515","0.954746579992864","0.990503029032167"
"Very low transfer dependency","1987","higher vocational","Female","235","0.944025767732112","0.915416400803556","0.972635134660669"
"Very low transfer dependency","1987","higher education","Male","480","0.96491497530124","0.948706173635916","0.981123776966563"
"Very low transfer dependency","1987","higher education","Female","238","0.948565815266164","0.921075361059489","0.976056269472839"
"Low transfer dependency","1987","in school","Male","1","","",""
"Low transfer dependency","1987","in school","Female","7","","",""
"Low transfer dependency","1987","inadequately","Male","13","","",""
"Low transfer dependency","1987","inadequately","Female","20","","",""
"Low transfer dependency","1987","general elemantary","Male","47","0.0428376013853539","0.0302998510467408","0.055375351723967"
"Low transfer dependency","1987","general elemantary","Female","71","0.0346459866696089","0.0263033753019883","0.0429885980372296"
"Low transfer dependency","1987","middle vocational","Male","72","0.0246444439435917","0.0188350471940173","0.0304538406931662"
"Low transfer dependency","1987","middle vocational","Female","62","0.0261540381964573","0.0195405648184405","0.032767511574474"
"Low transfer dependency","1987","vocational + Abi","Male","6","","",""
"Low transfer dependency","1987","vocational + Abi","Female","3","","",""
"Low transfer dependency","1987","higher vocational","Male","4","","",""
"Low transfer dependency","1987","higher vocational","Female","9","","",""
"Low transfer dependency","1987","higher education","Male","11","","",""
"Low transfer dependency","1987","higher education","Female","5","","",""
"High transfer dependency","1987","in school","Male","2","","",""
"High transfer dependency","1987","in school","Female","1","","",""
"High transfer dependency","1987","inadequately","Male","8","","",""
"High transfer dependency","1987","inadequately","Female","14","","",""
"High transfer dependency","1987","general elemantary","Male","13","","",""
"High transfer dependency","1987","general elemantary","Female","16","","",""
"High transfer dependency","1987","middle vocational","Male","27","","",""
"High transfer dependency","1987","middle vocational","Female","17","","",""
"High transfer dependency","1987","vocational + Abi","Male","2","","",""
"High transfer dependency","1987","vocational + Abi","Female","4","","",""
"High transfer dependency","1987","higher vocational","Male","2","","",""
"High transfer dependency","1987","higher vocational","Female","2","","",""
"High transfer dependency","1987","higher education","Male","1","","",""
"High transfer dependency","1987","higher education","Female","1","","",""
"Very high transfer dependency","1987","in school","Male","","","",""
"Very high transfer dependency","1987","in school","Female","1","","",""
"Very high transfer dependency","1987","inadequately","Male","8","","",""
"Very high transfer dependency","1987","inadequately","Female","12","","",""
"Very high transfer dependency","1987","general elemantary","Male","10","","",""
"Very high transfer dependency","1987","general elemantary","Female","39","0.019907445794308","0.013535478198842","0.0262794133897739"
"Very high transfer dependency","1987","middle vocational","Male","34","0.0131839520243061","0.00890998710401203","0.0174579169446002"
"Very high transfer dependency","1987","middle vocational","Female","22","","",""
"Very high transfer dependency","1987","vocational + Abi","Male","4","","",""
"Very high transfer dependency","1987","vocational + Abi","Female","","","",""
"Very high transfer dependency","1987","higher vocational","Male","3","","",""
"Very high transfer dependency","1987","higher vocational","Female","2","","",""
"Very high transfer dependency","1987","higher education","Male","3","","",""
"Very high transfer dependency","1987","higher education","Female","4","","",""
"Very low transfer dependency","1988","in school","Male","81","0.883246938878967","0.816902878930719","0.949590998827215"
"Very low transfer dependency","1988","in school","Female","70","0.965300651050662","0.923317152741672","1.00728414935965"
"Very low transfer dependency","1988","inadequately","Male","245","0.861440400707064","0.820607270703121","0.902273530711006"
"Very low transfer dependency","1988","inadequately","Female","366","0.816163326346368","0.77911845758418","0.853208195108556"
"Very low transfer dependency","1988","general elemantary","Male","895","0.925728580952729","0.909235903213619","0.942221258691838"
"Very low transfer dependency","1988","general elemantary","Female","1637","0.935200100867492","0.923689403186128","0.946710798548856"
"Very low transfer dependency","1988","middle vocational","Male","2482","0.961748986029357","0.954356573825311","0.969141398233402"
"Very low transfer dependency","1988","middle vocational","Female","2059","0.956038895356357","0.947375263991505","0.964702526721209"
"Very low transfer dependency","1988","vocational + Abi","Male","145","0.96609417300197","0.937416145439485","0.994772200564455"
"Very low transfer dependency","1988","vocational + Abi","Female","111","0.964187120903699","0.930371343367565","0.998002898439833"
"Very low transfer dependency","1988","higher vocational","Male","304","0.979881170400901","0.96427645117763","0.995485889624171"
"Very low transfer dependency","1988","higher vocational","Female","217","0.942547223983103","0.912407628571976","0.972686819394231"
"Very low transfer dependency","1988","higher education","Male","464","0.983536301610084","0.972056457532404","0.995016145687764"
"Very low transfer dependency","1988","higher education","Female","224","0.97834949872123","0.959499499295004","0.997199498147457"
"Low transfer dependency","1988","in school","Male","6","","",""
"Low transfer dependency","1988","in school","Female","2","","",""
"Low transfer dependency","1988","inadequately","Male","19","","",""
"Low transfer dependency","1988","inadequately","Female","32","0.0887986197051001","0.0615945588397361","0.116002680570464"
"Low transfer dependency","1988","general elemantary","Male","39","0.0305180938101562","0.0196990960234795","0.0413370915968329"
"Low transfer dependency","1988","general elemantary","Female","57","0.029621558070288","0.0216940493350361","0.0375490668055398"
"Low transfer dependency","1988","middle vocational","Male","63","0.0210618065399401","0.0155275501285993","0.026596062951281"
"Low transfer dependency","1988","middle vocational","Female","51","0.022652141895911","0.0163642204815306","0.0289400633102914"
"Low transfer dependency","1988","vocational + Abi","Male","5","","",""
"Low transfer dependency","1988","vocational + Abi","Female","3","","",""
"Low transfer dependency","1988","higher vocational","Male","4","","",""
"Low transfer dependency","1988","higher vocational","Female","7","","",""
"Low transfer dependency","1988","higher education","Male","6","","",""
"Low transfer dependency","1988","higher education","Female","4","","",""
"High transfer dependency","1988","in school","Male","1","","",""
"High transfer dependency","1988","in school","Female","","","",""
"High transfer dependency","1988","inadequately","Male","2","","",""
"High transfer dependency","1988","inadequately","Female","5","","",""
"High transfer dependency","1988","general elemantary","Male","16","","",""
"High transfer dependency","1988","general elemantary","Female","18","","",""
"High transfer dependency","1988","middle vocational","Male","15","","",""
"High transfer dependency","1988","middle vocational","Female","17","","",""
"High transfer dependency","1988","vocational + Abi","Male","1","","",""
"High transfer dependency","1988","vocational + Abi","Female","1","","",""
"High transfer dependency","1988","higher vocational","Male","3","","",""
"High transfer dependency","1988","higher vocational","Female","4","","",""
"High transfer dependency","1988","higher education","Male","1","","",""
"High transfer dependency","1988","higher education","Female","1","","",""
"Very high transfer dependency","1988","in school","Male","2","","",""
"Very high transfer dependency","1988","in school","Female","1","","",""
"Very high transfer dependency","1988","inadequately","Male","9","","",""
"Very high transfer dependency","1988","inadequately","Female","17","","",""
"Very high transfer dependency","1988","general elemantary","Male","21","","",""
"Very high transfer dependency","1988","general elemantary","Female","45","0.0272565638080322","0.0196428435354565","0.0348702840806079"
"Very high transfer dependency","1988","middle vocational","Male","26","","",""
"Very high transfer dependency","1988","middle vocational","Female","24","","",""
"Very high transfer dependency","1988","vocational + Abi","Male","2","","",""
"Very high transfer dependency","1988","vocational + Abi","Female","1","","",""
"Very high transfer dependency","1988","higher vocational","Male","","","",""
"Very high transfer dependency","1988","higher vocational","Female","1","","",""
"Very high transfer dependency","1988","higher education","Male","1","","",""
"Very high transfer dependency","1988","higher education","Female","","","",""
"Very low transfer dependency","1989","in school","Male","82","0.894656932228135","0.831232281717136","0.958081582739133"
"Very low transfer dependency","1989","in school","Female","77","0.911072516370497","0.850202569519398","0.971942463221596"
"Very low transfer dependency","1989","inadequately","Male","234","0.881518842484234","0.842084129692818","0.920953555275649"
"Very low transfer dependency","1989","inadequately","Female","341","0.806168988008794","0.767186081299433","0.845151894718156"
"Very low transfer dependency","1989","general elemantary","Male","828","0.92966773188033","0.912989676716361","0.946345787044299"
"Very low transfer dependency","1989","general elemantary","Female","1556","0.937772460662071","0.92619348860513","0.949351432719013"
"Very low transfer dependency","1989","middle vocational","Male","2412","0.959504732583604","0.951810109263657","0.967199355903551"
"Very low transfer dependency","1989","middle vocational","Female","2012","0.953120367843457","0.944083920796207","0.962156814890708"
"Very low transfer dependency","1989","vocational + Abi","Male","145","0.936893076674027","0.898858220062219","0.974927933285834"
"Very low transfer dependency","1989","vocational + Abi","Female","125","0.928406881963865","0.884591451302782","0.972222312624949"
"Very low transfer dependency","1989","higher vocational","Male","287","0.988970561039299","0.977011896767979","1.00092922531062"
"Very low transfer dependency","1989","higher vocational","Female","214","0.969442819926724","0.946802146534059","0.99208349331939"
"Very low transfer dependency","1989","higher education","Male","466","0.987007233549443","0.976791064388546","0.997223402710339"
"Very low transfer dependency","1989","higher education","Female","221","0.964695628801427","0.940688260333171","0.988702997269682"
"Low transfer dependency","1989","in school","Male","6","","",""
"Low transfer dependency","1989","in school","Female","4","","",""
"Low transfer dependency","1989","inadequately","Male","13","","",""
"Low transfer dependency","1989","inadequately","Female","29","","",""
"Low transfer dependency","1989","general elemantary","Male","40","0.0321337916417952","0.0206312751072723","0.043636308176318"
"Low transfer dependency","1989","general elemantary","Female","55","0.0254809852465576","0.0179277463419593","0.033034224151156"
"Low transfer dependency","1989","middle vocational","Male","61","0.0196553386217977","0.0142366857858392","0.0250739914577562"
"Low transfer dependency","1989","middle vocational","Female","44","0.0200216828705598","0.0140335661423718","0.0260097995987477"
"Low transfer dependency","1989","vocational + Abi","Male","7","","",""
"Low transfer dependency","1989","vocational + Abi","Female","5","","",""
"Low transfer dependency","1989","higher vocational","Male","5","","",""
"Low transfer dependency","1989","higher vocational","Female","6","","",""
"Low transfer dependency","1989","higher education","Male","5","","",""
"Low transfer dependency","1989","higher education","Female","5","","",""
"High transfer dependency","1989","in school","Male","1","","",""
"High transfer dependency","1989","in school","Female","2","","",""
"High transfer dependency","1989","inadequately","Male","2","","",""
"High transfer dependency","1989","inadequately","Female","9","","",""
"High transfer dependency","1989","general elemantary","Male","15","","",""
"High transfer dependency","1989","general elemantary","Female","21","","",""
"High transfer dependency","1989","middle vocational","Male","21","","",""
"High transfer dependency","1989","middle vocational","Female","21","","",""
"High transfer dependency","1989","vocational + Abi","Male","3","","",""
"High transfer dependency","1989","vocational + Abi","Female","3","","",""
"High transfer dependency","1989","higher vocational","Male","","","",""
"High transfer dependency","1989","higher vocational","Female","1","","",""
"High transfer dependency","1989","higher education","Male","","","",""
"High transfer dependency","1989","higher education","Female","","","",""
"Very high transfer dependency","1989","in school","Male","1","","",""
"Very high transfer dependency","1989","in school","Female","1","","",""
"Very high transfer dependency","1989","inadequately","Male","9","","",""
"Very high transfer dependency","1989","inadequately","Female","16","","",""
"Very high transfer dependency","1989","general elemantary","Male","20","","",""
"Very high transfer dependency","1989","general elemantary","Female","40","0.0260800590755588","0.0184408944562917","0.0337192236948258"
"Very high transfer dependency","1989","middle vocational","Male","27","","",""
"Very high transfer dependency","1989","middle vocational","Female","25","","",""
"Very high transfer dependency","1989","vocational + Abi","Male","2","","",""
"Very high transfer dependency","1989","vocational + Abi","Female","","","",""
"Very high transfer dependency","1989","higher vocational","Male","1","","",""
"Very high transfer dependency","1989","higher vocational","Female","1","","",""
"Very high transfer dependency","1989","higher education","Male","1","","",""
"Very high transfer dependency","1989","higher education","Female","1","","",""
"Very low transfer dependency","1990","in school","Male","84","0.865358834551452","0.795609314372321","0.935108354730584"
"Very low transfer dependency","1990","in school","Female","67","0.970322704133116","0.930282728405915","1.01036267986032"
"Very low transfer dependency","1990","inadequately","Male","234","0.87965057366818","0.840025022473154","0.919276124863206"
"Very low transfer dependency","1990","inadequately","Female","332","0.867197778650625","0.832619053546369","0.901776503754882"
"Very low transfer dependency","1990","general elemantary","Male","793","0.921473719731396","0.903526727166423","0.939420712296368"
"Very low transfer dependency","1990","general elemantary","Female","1502","0.941951416209256","0.930507992592118","0.953394839826394"
"Very low transfer dependency","1990","middle vocational","Male","2375","0.9671605209771","0.960119434248385","0.974201607705816"
"Very low transfer dependency","1990","middle vocational","Female","2005","0.963058984585759","0.954962883548094","0.971155085623425"
"Very low transfer dependency","1990","vocational + Abi","Male","152","0.935436359146074","0.898051549241379","0.97282116905077"
"Very low transfer dependency","1990","vocational + Abi","Female","120","0.91971158366877","0.872636036108115","0.966787131229426"
"Very low transfer dependency","1990","higher vocational","Male","275","0.981091949620635","0.965138768099042","0.997045131142228"
"Very low transfer dependency","1990","higher vocational","Female","227","0.96993166687865","0.947956643568055","0.991906690189246"
"Very low transfer dependency","1990","higher education","Male","467","0.992856324075222","0.985250579911079","1.00046206823936"
"Very low transfer dependency","1990","higher education","Female","225","0.98536981280445","0.969818934668617","1.00092069094028"
"Low transfer dependency","1990","in school","Male","2","","",""
"Low transfer dependency","1990","in school","Female","2","","",""
"Low transfer dependency","1990","inadequately","Male","12","","",""
"Low transfer dependency","1990","inadequately","Female","16","","",""
"Low transfer dependency","1990","general elemantary","Male","39","0.0335529604607469","0.0215386971557948","0.0455672237656991"
"Low transfer dependency","1990","general elemantary","Female","51","0.0268726071100202","0.0189587963805552","0.0347864178394852"
"Low transfer dependency","1990","middle vocational","Male","46","0.0173249681927285","0.0121699112379001","0.0224800251475568"
"Low transfer dependency","1990","middle vocational","Female","43","0.0186381836463978","0.0128330605577065","0.0244433067350891"
"Low transfer dependency","1990","vocational + Abi","Male","8","","",""
"Low transfer dependency","1990","vocational + Abi","Female","6","","",""
"Low transfer dependency","1990","higher vocational","Male","1","","",""
"Low transfer dependency","1990","higher vocational","Female","4","","",""
"Low transfer dependency","1990","higher education","Male","3","","",""
"Low transfer dependency","1990","higher education","Female","3","","",""
"High transfer dependency","1990","in school","Male","3","","",""
"High transfer dependency","1990","in school","Female","","","",""
"High transfer dependency","1990","inadequately","Male","4","","",""
"High transfer dependency","1990","inadequately","Female","10","","",""
"High transfer dependency","1990","general elemantary","Male","16","","",""
"High transfer dependency","1990","general elemantary","Female","28","","",""
"High transfer dependency","1990","middle vocational","Male","19","","",""
"High transfer dependency","1990","middle vocational","Female","14","","",""
"High transfer dependency","1990","vocational + Abi","Male","","","",""
"High transfer dependency","1990","vocational + Abi","Female","2","","",""
"High transfer dependency","1990","higher vocational","Male","2","","",""
"High transfer dependency","1990","higher vocational","Female","","","",""
"High transfer dependency","1990","higher education","Male","1","","",""
"High transfer dependency","1990","higher education","Female","","","",""
"Very high transfer dependency","1990","in school","Male","3","","",""
"Very high transfer dependency","1990","in school","Female","","","",""
"Very high transfer dependency","1990","inadequately","Male","9","","",""
"Very high transfer dependency","1990","inadequately","Female","12","","",""
"Very high transfer dependency","1990","general elemantary","Male","15","","",""
"Very high transfer dependency","1990","general elemantary","Female","23","","",""
"Very high transfer dependency","1990","middle vocational","Male","21","","",""
"Very high transfer dependency","1990","middle vocational","Female","23","","",""
"Very high transfer dependency","1990","vocational + Abi","Male","6","","",""
