"transab_cat2","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","1984","no degree/no degree yet","Couple + C. LE and GT 16","262","0.886386884653669","0.851174398513864","0.921599370793474"
"Low transfer dependency","1984","lower secondary degree","1-pers.-HH","15","","",""
"Low transfer dependency","1984","lower secondary degree","(Married) couple without C. ","34","0.0192446522202395","0.0125066521841522","0.0259826522563269"
"Low transfer dependency","1984","lower secondary degree","Single parent ","25","","",""
"Low transfer dependency","1984","lower secondary degree","Couple + C. LE 16 ","47","0.0369360173315706","0.0266716849689004","0.0472003496942408"
"Low transfer dependency","1984","lower secondary degree","Couple + C. GT 16 ","31","0.0322612563619003","0.021249169013112","0.0432733437106887"
"Low transfer dependency","1984","lower secondary degree","Couple + C. LE and GT 16","34","0.0268356127956342","0.0155308325387997","0.0381403930524687"
"Low transfer dependency","1984","secondary school degree","1-pers.-HH","3","","",""
"Low transfer dependency","1984","secondary school degree","(Married) couple without C. ","9","","",""
"Low transfer dependency","1984","secondary school degree","Single parent ","5","","",""
"Low transfer dependency","1984","secondary school degree","Couple + C. LE 16 ","13","","",""
"Low transfer dependency","1984","secondary school degree","Couple + C. GT 16 ","6","","",""
"Low transfer dependency","1984","secondary school degree","Couple + C. LE and GT 16","9","","",""
"Low transfer dependency","1984","college entrance qualification","1-pers.-HH","9","","",""
"Low transfer dependency","1984","college entrance qualification","(Married) couple without C. ","6","","",""
"Low transfer dependency","1984","college entrance qualification","Single parent ","5","","",""
"Low transfer dependency","1984","college entrance qualification","Couple + C. LE 16 ","6","","",""
"Low transfer dependency","1984","college entrance qualification","Couple + C. GT 16 ","2","","",""
"Low transfer dependency","1984","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Low transfer dependency","1984","Other degree","1-pers.-HH","8","","",""
"Low transfer dependency","1984","Other degree","(Married) couple without C. ","10","","",""
"Low transfer dependency","1984","Other degree","Single parent ","4","","",""
"Low transfer dependency","1984","Other degree","Couple + C. LE 16 ","32","0.0605164876419848","0.0416409516814995","0.0793920236024702"
"Low transfer dependency","1984","Other degree","Couple + C. GT 16 ","7","","",""
"Low transfer dependency","1984","Other degree","Couple + C. LE and GT 16","32","0.125430709257114","0.0822496867237135","0.168611731790514"
"Low transfer dependency","1984","no degree/no degree yet","1-pers.-HH","6","","",""
"Low transfer dependency","1984","no degree/no degree yet","(Married) couple without C. ","11","","",""
"Low transfer dependency","1984","no degree/no degree yet","Single parent ","10","","",""
"Low transfer dependency","1984","no degree/no degree yet","Couple + C. LE 16 ","25","","",""
"Low transfer dependency","1984","no degree/no degree yet","Couple + C. GT 16 ","6","","",""
"Low transfer dependency","1984","no degree/no degree yet","Couple + C. LE and GT 16","37","0.0878317130117869","0.0564241705834758","0.119239255440098"
"High transfer dependency","1984","lower secondary degree","1-pers.-HH","9","","",""
"High transfer dependency","1984","lower secondary degree","(Married) couple without C. ","6","","",""
"High transfer dependency","1984","lower secondary degree","Single parent ","11","","",""
"High transfer dependency","1984","lower secondary degree","Couple + C. LE 16 ","13","","",""
"High transfer dependency","1984","lower secondary degree","Couple + C. GT 16 ","3","","",""
"High transfer dependency","1984","lower secondary degree","Couple + C. LE and GT 16","9","","",""
"High transfer dependency","1984","secondary school degree","1-pers.-HH","1","","",""
"High transfer dependency","1984","secondary school degree","(Married) couple without C. ","","","",""
"High transfer dependency","1984","secondary school degree","Single parent ","3","","",""
"High transfer dependency","1984","secondary school degree","Couple + C. LE 16 ","2","","",""
"High transfer dependency","1984","secondary school degree","Couple + C. GT 16 ","2","","",""
"High transfer dependency","1984","secondary school degree","Couple + C. LE and GT 16","","","",""
"High transfer dependency","1984","college entrance qualification","1-pers.-HH","5","","",""
"High transfer dependency","1984","college entrance qualification","(Married) couple without C. ","4","","",""
"High transfer dependency","1984","college entrance qualification","Single parent ","","","",""
"High transfer dependency","1984","college entrance qualification","Couple + C. LE 16 ","4","","",""
"High transfer dependency","1984","college entrance qualification","Couple + C. GT 16 ","","","",""
"High transfer dependency","1984","college entrance qualification","Couple + C. LE and GT 16","","","",""
"High transfer dependency","1984","Other degree","1-pers.-HH","3","","",""
"High transfer dependency","1984","Other degree","(Married) couple without C. ","3","","",""
"High transfer dependency","1984","Other degree","Single parent ","","","",""
"High transfer dependency","1984","Other degree","Couple + C. LE 16 ","12","","",""
"High transfer dependency","1984","Other degree","Couple + C. GT 16 ","3","","",""
"High transfer dependency","1984","Other degree","Couple + C. LE and GT 16","4","","",""
"High transfer dependency","1984","no degree/no degree yet","1-pers.-HH","2","","",""
"High transfer dependency","1984","no degree/no degree yet","(Married) couple without C. ","1","","",""
"High transfer dependency","1984","no degree/no degree yet","Single parent ","1","","",""
"High transfer dependency","1984","no degree/no degree yet","Couple + C. LE 16 ","9","","",""
"High transfer dependency","1984","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"High transfer dependency","1984","no degree/no degree yet","Couple + C. LE and GT 16","3","","",""
"Very high transfer dependency","1984","lower secondary degree","1-pers.-HH","38","0.0482535414018331","0.0320507931058969","0.0644562896977692"
"Very high transfer dependency","1984","lower secondary degree","(Married) couple without C. ","10","","",""
"Very high transfer dependency","1984","lower secondary degree","Single parent ","20","","",""
"Very high transfer dependency","1984","lower secondary degree","Couple + C. LE 16 ","24","","",""
"Very high transfer dependency","1984","lower secondary degree","Couple + C. GT 16 ","7","","",""
"Very high transfer dependency","1984","lower secondary degree","Couple + C. LE and GT 16","4","","",""
"Very high transfer dependency","1984","secondary school degree","1-pers.-HH","4","","",""
"Very high transfer dependency","1984","secondary school degree","(Married) couple without C. ","","","",""
"Very high transfer dependency","1984","secondary school degree","Single parent ","5","","",""
"Very high transfer dependency","1984","secondary school degree","Couple + C. LE 16 ","5","","",""
"Very high transfer dependency","1984","secondary school degree","Couple + C. GT 16 ","3","","",""
"Very high transfer dependency","1984","secondary school degree","Couple + C. LE and GT 16","","","",""
"Very high transfer dependency","1984","college entrance qualification","1-pers.-HH","18","","",""
"Very high transfer dependency","1984","college entrance qualification","(Married) couple without C. ","7","","",""
"Very high transfer dependency","1984","college entrance qualification","Single parent ","","","",""
"Very high transfer dependency","1984","college entrance qualification","Couple + C. LE 16 ","3","","",""
"Very high transfer dependency","1984","college entrance qualification","Couple + C. GT 16 ","4","","",""
"Very high transfer dependency","1984","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Very high transfer dependency","1984","Other degree","1-pers.-HH","3","","",""
"Very high transfer dependency","1984","Other degree","(Married) couple without C. ","1","","",""
"Very high transfer dependency","1984","Other degree","Single parent ","3","","",""
"Very high transfer dependency","1984","Other degree","Couple + C. LE 16 ","9","","",""
"Very high transfer dependency","1984","Other degree","Couple + C. GT 16 ","3","","",""
"Very high transfer dependency","1984","Other degree","Couple + C. LE and GT 16","1","","",""
"Very high transfer dependency","1984","no degree/no degree yet","1-pers.-HH","7","","",""
"Very high transfer dependency","1984","no degree/no degree yet","(Married) couple without C. ","4","","",""
"Very high transfer dependency","1984","no degree/no degree yet","Single parent ","4","","",""
"Very high transfer dependency","1984","no degree/no degree yet","Couple + C. LE 16 ","8","","",""
"Very high transfer dependency","1984","no degree/no degree yet","Couple + C. GT 16 ","6","","",""
"Very high transfer dependency","1984","no degree/no degree yet","Couple + C. LE and GT 16","10","","",""
"Very low transfer dependency","1985","lower secondary degree","1-pers.-HH","534","0.922920225337804","0.901251223890299","0.944589226785308"
"Very low transfer dependency","1985","lower secondary degree","(Married) couple without C. ","1382","0.966519677529308","0.95720266352327","0.975836691535345"
"Very low transfer dependency","1985","lower secondary degree","Single parent ","246","0.847871346621001","0.806392913998867","0.889349779243136"
"Very low transfer dependency","1985","lower secondary degree","Couple + C. LE 16 ","1060","0.935513650724191","0.921243258166847","0.949784043281536"
"Very low transfer dependency","1985","lower secondary degree","Couple + C. GT 16 ","956","0.971065580737638","0.960613535415542","0.981517626059734"
"Very low transfer dependency","1985","lower secondary degree","Couple + C. LE and GT 16","627","0.96023034088075","0.945355409420081","0.975105272341418"
"Very low transfer dependency","1985","secondary school degree","1-pers.-HH","218","0.971814408922967","0.950237008958865","0.99339180888707"
"Very low transfer dependency","1985","secondary school degree","(Married) couple without C. ","392","0.975895226719186","0.96088355608536","0.990906897353012"
"Very low transfer dependency","1985","secondary school degree","Single parent ","90","0.907364657939931","0.850254971173055","0.964474344706806"
"Very low transfer dependency","1985","secondary school degree","Couple + C. LE 16 ","414","0.969735142548028","0.953523936399044","0.985946348697013"
"Very low transfer dependency","1985","secondary school degree","Couple + C. GT 16 ","389","0.981968123647351","0.968927833615466","0.995008413679236"
"Very low transfer dependency","1985","secondary school degree","Couple + C. LE and GT 16","220","0.983114942708884","0.966354380579298","0.99987550483847"
"Very low transfer dependency","1985","college entrance qualification","1-pers.-HH","179","0.895165967113087","0.852920965196795","0.93741096902938"
"Very low transfer dependency","1985","college entrance qualification","(Married) couple without C. ","279","0.938556908684931","0.911382863202832","0.965730954167029"
"Very low transfer dependency","1985","college entrance qualification","Single parent ","45","0.956971561929385","0.899565893374959","1.01437723048381"
"Very low transfer dependency","1985","college entrance qualification","Couple + C. LE 16 ","267","0.976567246213818","0.958655597990636","0.994478894436999"
"Very low transfer dependency","1985","college entrance qualification","Couple + C. GT 16 ","231","0.984990109519195","0.969509836546746","1.00047038249164"
"Very low transfer dependency","1985","college entrance qualification","Couple + C. LE and GT 16","78","0.995520434574851","0.980887004757601","1.0101538643921"
"Very low transfer dependency","1985","Other degree","1-pers.-HH","84","0.886346600708732","0.821491045146608","0.951202156270856"
"Very low transfer dependency","1985","Other degree","(Married) couple without C. ","163","0.964018807063852","0.936104261111859","0.991933353015845"
"Very low transfer dependency","1985","Other degree","Single parent ","34","0.756025645711724","0.627658402127031","0.884392889296418"
"Very low transfer dependency","1985","Other degree","Couple + C. LE 16 ","454","0.901020594813531","0.874818404486577","0.927222785140485"
"Very low transfer dependency","1985","Other degree","Couple + C. GT 16 ","137","0.921556688434887","0.878239902904859","0.964873473964915"
"Very low transfer dependency","1985","Other degree","Couple + C. LE and GT 16","183","0.916793995228595","0.878516253487741","0.955071736969448"
"Very low transfer dependency","1985","no degree/no degree yet","1-pers.-HH","55","0.889559033969229","0.81090234532342","0.968215722615038"
"Very low transfer dependency","1985","no degree/no degree yet","(Married) couple without C. ","99","0.945746542122286","0.902826781120783","0.98866630312379"
"Very low transfer dependency","1985","no degree/no degree yet","Single parent ","45","0.820976135467218","0.720566634658509","0.921385636275927"
"Very low transfer dependency","1985","no degree/no degree yet","Couple + C. LE 16 ","254","0.876284862268427","0.837855992375147","0.914713732161707"
"Very low transfer dependency","1985","no degree/no degree yet","Couple + C. GT 16 ","210","0.941052626840786","0.910070531377885","0.972034722303687"
"Very low transfer dependency","1985","no degree/no degree yet","Couple + C. LE and GT 16","258","0.914439943696194","0.88224688680739","0.946633000584998"
"Low transfer dependency","1985","lower secondary degree","1-pers.-HH","12","","",""
"Low transfer dependency","1985","lower secondary degree","(Married) couple without C. ","25","","",""
"Low transfer dependency","1985","lower secondary degree","Single parent ","18","","",""
"Low transfer dependency","1985","lower secondary degree","Couple + C. LE 16 ","44","0.0377550009765839","0.0266809368452453","0.0488290651079226"
"Low transfer dependency","1985","lower secondary degree","Couple + C. GT 16 ","20","","",""
"Low transfer dependency","1985","lower secondary degree","Couple + C. LE and GT 16","25","","",""
"Low transfer dependency","1985","secondary school degree","1-pers.-HH","2","","",""
"Low transfer dependency","1985","secondary school degree","(Married) couple without C. ","4","","",""
"Low transfer dependency","1985","secondary school degree","Single parent ","2","","",""
"Low transfer dependency","1985","secondary school degree","Couple + C. LE 16 ","9","","",""
"Low transfer dependency","1985","secondary school degree","Couple + C. GT 16 ","3","","",""
"Low transfer dependency","1985","secondary school degree","Couple + C. LE and GT 16","6","","",""
"Low transfer dependency","1985","college entrance qualification","1-pers.-HH","4","","",""
"Low transfer dependency","1985","college entrance qualification","(Married) couple without C. ","11","","",""
"Low transfer dependency","1985","college entrance qualification","Single parent ","1","","",""
"Low transfer dependency","1985","college entrance qualification","Couple + C. LE 16 ","4","","",""
"Low transfer dependency","1985","college entrance qualification","Couple + C. GT 16 ","1","","",""
"Low transfer dependency","1985","college entrance qualification","Couple + C. LE and GT 16","2","","",""
"Low transfer dependency","1985","Other degree","1-pers.-HH","4","","",""
"Low transfer dependency","1985","Other degree","(Married) couple without C. ","5","","",""
"Low transfer dependency","1985","Other degree","Single parent ","4","","",""
"Low transfer dependency","1985","Other degree","Couple + C. LE 16 ","24","","",""
"Low transfer dependency","1985","Other degree","Couple + C. GT 16 ","5","","",""
"Low transfer dependency","1985","Other degree","Couple + C. LE and GT 16","14","","",""
"Low transfer dependency","1985","no degree/no degree yet","1-pers.-HH","2","","",""
"Low transfer dependency","1985","no degree/no degree yet","(Married) couple without C. ","5","","",""
"Low transfer dependency","1985","no degree/no degree yet","Single parent ","5","","",""
"Low transfer dependency","1985","no degree/no degree yet","Couple + C. LE 16 ","17","","",""
"Low transfer dependency","1985","no degree/no degree yet","Couple + C. GT 16 ","6","","",""
"Low transfer dependency","1985","no degree/no degree yet","Couple + C. LE and GT 16","21","","",""
"High transfer dependency","1985","lower secondary degree","1-pers.-HH","11","","",""
"High transfer dependency","1985","lower secondary degree","(Married) couple without C. ","6","","",""
"High transfer dependency","1985","lower secondary degree","Single parent ","9","","",""
"High transfer dependency","1985","lower secondary degree","Couple + C. LE 16 ","8","","",""
"High transfer dependency","1985","lower secondary degree","Couple + C. GT 16 ","9","","",""
"High transfer dependency","1985","lower secondary degree","Couple + C. LE and GT 16","10","","",""
"High transfer dependency","1985","secondary school degree","1-pers.-HH","1","","",""
"High transfer dependency","1985","secondary school degree","(Married) couple without C. ","4","","",""
"High transfer dependency","1985","secondary school degree","Single parent ","2","","",""
"High transfer dependency","1985","secondary school degree","Couple + C. LE 16 ","1","","",""
"High transfer dependency","1985","secondary school degree","Couple + C. GT 16 ","4","","",""
"High transfer dependency","1985","secondary school degree","Couple + C. LE and GT 16","1","","",""
"High transfer dependency","1985","college entrance qualification","1-pers.-HH","9","","",""
"High transfer dependency","1985","college entrance qualification","(Married) couple without C. ","6","","",""
"High transfer dependency","1985","college entrance qualification","Single parent ","","","",""
"High transfer dependency","1985","college entrance qualification","Couple + C. LE 16 ","1","","",""
"High transfer dependency","1985","college entrance qualification","Couple + C. GT 16 ","4","","",""
"High transfer dependency","1985","college entrance qualification","Couple + C. LE and GT 16","","","",""
"High transfer dependency","1985","Other degree","1-pers.-HH","1","","",""
"High transfer dependency","1985","Other degree","(Married) couple without C. ","2","","",""
"High transfer dependency","1985","Other degree","Single parent ","1","","",""
"High transfer dependency","1985","Other degree","Couple + C. LE 16 ","10","","",""
"High transfer dependency","1985","Other degree","Couple + C. GT 16 ","6","","",""
"High transfer dependency","1985","Other degree","Couple + C. LE and GT 16","3","","",""
"High transfer dependency","1985","no degree/no degree yet","1-pers.-HH","","","",""
"High transfer dependency","1985","no degree/no degree yet","(Married) couple without C. ","","","",""
"High transfer dependency","1985","no degree/no degree yet","Single parent ","","","",""
"High transfer dependency","1985","no degree/no degree yet","Couple + C. LE 16 ","2","","",""
"High transfer dependency","1985","no degree/no degree yet","Couple + C. GT 16 ","5","","",""
"High transfer dependency","1985","no degree/no degree yet","Couple + C. LE and GT 16","5","","",""
"Very high transfer dependency","1985","lower secondary degree","1-pers.-HH","25","","",""
"Very high transfer dependency","1985","lower secondary degree","(Married) couple without C. ","19","","",""
"Very high transfer dependency","1985","lower secondary degree","Single parent ","15","","",""
"Very high transfer dependency","1985","lower secondary degree","Couple + C. LE 16 ","26","","",""
"Very high transfer dependency","1985","lower secondary degree","Couple + C. GT 16 ","3","","",""
"Very high transfer dependency","1985","lower secondary degree","Couple + C. LE and GT 16","1","","",""
"Very high transfer dependency","1985","secondary school degree","1-pers.-HH","5","","",""
"Very high transfer dependency","1985","secondary school degree","(Married) couple without C. ","1","","",""
"Very high transfer dependency","1985","secondary school degree","Single parent ","5","","",""
"Very high transfer dependency","1985","secondary school degree","Couple + C. LE 16 ","5","","",""
"Very high transfer dependency","1985","secondary school degree","Couple + C. GT 16 ","4","","",""
"Very high transfer dependency","1985","secondary school degree","Couple + C. LE and GT 16","","","",""
"Very high transfer dependency","1985","college entrance qualification","1-pers.-HH","10","","",""
"Very high transfer dependency","1985","college entrance qualification","(Married) couple without C. ","4","","",""
"Very high transfer dependency","1985","college entrance qualification","Single parent ","2","","",""
"Very high transfer dependency","1985","college entrance qualification","Couple + C. LE 16 ","2","","",""
"Very high transfer dependency","1985","college entrance qualification","Couple + C. GT 16 ","1","","",""
"Very high transfer dependency","1985","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Very high transfer dependency","1985","Other degree","1-pers.-HH","3","","",""
"Very high transfer dependency","1985","Other degree","(Married) couple without C. ","1","","",""
"Very high transfer dependency","1985","Other degree","Single parent ","4","","",""
"Very high transfer dependency","1985","Other degree","Couple + C. LE 16 ","11","","",""
"Very high transfer dependency","1985","Other degree","Couple + C. GT 16 ","","","",""
"Very high transfer dependency","1985","Other degree","Couple + C. LE and GT 16","","","",""
"Very high transfer dependency","1985","no degree/no degree yet","1-pers.-HH","4","","",""
"Very high transfer dependency","1985","no degree/no degree yet","(Married) couple without C. ","3","","",""
"Very high transfer dependency","1985","no degree/no degree yet","Single parent ","6","","",""
"Very high transfer dependency","1985","no degree/no degree yet","Couple + C. LE 16 ","9","","",""
"Very high transfer dependency","1985","no degree/no degree yet","Couple + C. GT 16 ","1","","",""
"Very high transfer dependency","1985","no degree/no degree yet","Couple + C. LE and GT 16","6","","",""
"Very low transfer dependency","1986","lower secondary degree","1-pers.-HH","502","0.913645611956609","0.890234792421654","0.937056431491564"
"Very low transfer dependency","1986","lower secondary degree","(Married) couple without C. ","1342","0.971207684593948","0.962407248144923","0.980008121042973"
"Very low transfer dependency","1986","lower secondary degree","Single parent ","221","0.840969782650022","0.796603007854","0.885336557446043"
"Very low transfer dependency","1986","lower secondary degree","Couple + C. LE 16 ","920","0.937505080722153","0.922365929821796","0.95264423162251"
"Very low transfer dependency","1986","lower secondary degree","Couple + C. GT 16 ","989","0.969558702541921","0.959025964647655","0.980091440436186"
"Very low transfer dependency","1986","lower secondary degree","Couple + C. LE and GT 16","574","0.961944141655004","0.946609162605572","0.977279120704435"
"Very low transfer dependency","1986","secondary school degree","1-pers.-HH","206","0.961298960346462","0.935456625073712","0.987141295619213"
"Very low transfer dependency","1986","secondary school degree","(Married) couple without C. ","412","0.978904333462076","0.965209881440324","0.992598785483827"
"Very low transfer dependency","1986","secondary school degree","Single parent ","82","0.856623794079374","0.785777396368429","0.92747019179032"
"Very low transfer dependency","1986","secondary school degree","Couple + C. LE 16 ","378","0.96552085634605","0.947458927682396","0.983582785009703"
"Very low transfer dependency","1986","secondary school degree","Couple + C. GT 16 ","394","0.977126056669232","0.962565888297258","0.991686225041206"
"Very low transfer dependency","1986","secondary school degree","Couple + C. LE and GT 16","205","0.95294563272611","0.924771389785873","0.981119875666347"
"Very low transfer dependency","1986","college entrance qualification","1-pers.-HH","179","0.878083427199752","0.833403367585287","0.922763486814217"
"Very low transfer dependency","1986","college entrance qualification","(Married) couple without C. ","283","0.952708533083462","0.928568309585696","0.976848756581229"
"Very low transfer dependency","1986","college entrance qualification","Single parent ","48","0.908252789769764","0.830536875556096","0.985968703983433"
"Very low transfer dependency","1986","college entrance qualification","Couple + C. LE 16 ","273","0.951176945838384","0.92598057099934","0.976373320677428"
"Very low transfer dependency","1986","college entrance qualification","Couple + C. GT 16 ","247","0.972804485325061","0.952840859374141","0.99276811127598"
"Very low transfer dependency","1986","college entrance qualification","Couple + C. LE and GT 16","77","0.979780603137039","0.948937958180964","1.01062324809311"
"Very low transfer dependency","1986","Other degree","1-pers.-HH","68","0.878513734279788","0.805065871331804","0.951961597227771"
"Very low transfer dependency","1986","Other degree","(Married) couple without C. ","144","0.913975834528034","0.869689950208851","0.958261718847216"
"Very low transfer dependency","1986","Other degree","Single parent ","26","","",""
"Very low transfer dependency","1986","Other degree","Couple + C. LE 16 ","420","0.896966025557212","0.869275205426317","0.924656845688107"
"Very low transfer dependency","1986","Other degree","Couple + C. GT 16 ","166","0.982294209690389","0.962585312781188","1.00200310659959"
"Very low transfer dependency","1986","Other degree","Couple + C. LE and GT 16","188","0.949947571507488","0.919498267286212","0.980396875728765"
"Very low transfer dependency","1986","no degree/no degree yet","1-pers.-HH","49","0.815826160945119","0.714302595428987","0.917349726461251"
"Very low transfer dependency","1986","no degree/no degree yet","(Married) couple without C. ","90","0.902148383928198","0.843621758657613","0.960675009198783"
"Very low transfer dependency","1986","no degree/no degree yet","Single parent ","46","0.856809193743547","0.762509608540284","0.951108778946809"
"Very low transfer dependency","1986","no degree/no degree yet","Couple + C. LE 16 ","215","0.848666619681423","0.803514688016341","0.893818551346505"
"Very low transfer dependency","1986","no degree/no degree yet","Couple + C. GT 16 ","209","0.945926847755032","0.91630966795898","0.975544027551084"
"Very low transfer dependency","1986","no degree/no degree yet","Couple + C. LE and GT 16","238","0.943875091838972","0.916421365935923","0.971328817742021"
"Low transfer dependency","1986","lower secondary degree","1-pers.-HH","14","","",""
"Low transfer dependency","1986","lower secondary degree","(Married) couple without C. ","19","","",""
"Low transfer dependency","1986","lower secondary degree","Single parent ","20","","",""
"Low transfer dependency","1986","lower secondary degree","Couple + C. LE 16 ","39","0.0409289058207944","0.0285371509067467","0.0533206607348422"
"Low transfer dependency","1986","lower secondary degree","Couple + C. GT 16 ","22","","",""
"Low transfer dependency","1986","lower secondary degree","Couple + C. LE and GT 16","11","","",""
"Low transfer dependency","1986","secondary school degree","1-pers.-HH","2","","",""
"Low transfer dependency","1986","secondary school degree","(Married) couple without C. ","9","","",""
"Low transfer dependency","1986","secondary school degree","Single parent ","6","","",""
"Low transfer dependency","1986","secondary school degree","Couple + C. LE 16 ","10","","",""
"Low transfer dependency","1986","secondary school degree","Couple + C. GT 16 ","6","","",""
"Low transfer dependency","1986","secondary school degree","Couple + C. LE and GT 16","10","","",""
"Low transfer dependency","1986","college entrance qualification","1-pers.-HH","7","","",""
"Low transfer dependency","1986","college entrance qualification","(Married) couple without C. ","7","","",""
"Low transfer dependency","1986","college entrance qualification","Single parent ","4","","",""
"Low transfer dependency","1986","college entrance qualification","Couple + C. LE 16 ","3","","",""
"Low transfer dependency","1986","college entrance qualification","Couple + C. GT 16 ","5","","",""
"Low transfer dependency","1986","college entrance qualification","Couple + C. LE and GT 16","2","","",""
"Low transfer dependency","1986","Other degree","1-pers.-HH","2","","",""
"Low transfer dependency","1986","Other degree","(Married) couple without C. ","1","","",""
"Low transfer dependency","1986","Other degree","Single parent ","4","","",""
"Low transfer dependency","1986","Other degree","Couple + C. LE 16 ","24","","",""
"Low transfer dependency","1986","Other degree","Couple + C. GT 16 ","","","",""
"Low transfer dependency","1986","Other degree","Couple + C. LE and GT 16","8","","",""
"Low transfer dependency","1986","no degree/no degree yet","1-pers.-HH","2","","",""
"Low transfer dependency","1986","no degree/no degree yet","(Married) couple without C. ","1","","",""
"Low transfer dependency","1986","no degree/no degree yet","Single parent ","4","","",""
"Low transfer dependency","1986","no degree/no degree yet","Couple + C. LE 16 ","17","","",""
"Low transfer dependency","1986","no degree/no degree yet","Couple + C. GT 16 ","8","","",""
"Low transfer dependency","1986","no degree/no degree yet","Couple + C. LE and GT 16","21","","",""
"High transfer dependency","1986","lower secondary degree","1-pers.-HH","14","","",""
"High transfer dependency","1986","lower secondary degree","(Married) couple without C. ","14","","",""
"High transfer dependency","1986","lower secondary degree","Single parent ","5","","",""
"High transfer dependency","1986","lower secondary degree","Couple + C. LE 16 ","9","","",""
"High transfer dependency","1986","lower secondary degree","Couple + C. GT 16 ","5","","",""
"High transfer dependency","1986","lower secondary degree","Couple + C. LE and GT 16","8","","",""
"High transfer dependency","1986","secondary school degree","1-pers.-HH","4","","",""
"High transfer dependency","1986","secondary school degree","(Married) couple without C. ","1","","",""
"High transfer dependency","1986","secondary school degree","Single parent ","1","","",""
"High transfer dependency","1986","secondary school degree","Couple + C. LE 16 ","2","","",""
"High transfer dependency","1986","secondary school degree","Couple + C. GT 16 ","2","","",""
"High transfer dependency","1986","secondary school degree","Couple + C. LE and GT 16","2","","",""
"High transfer dependency","1986","college entrance qualification","1-pers.-HH","4","","",""
