"transab_cat2","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","1985","Full Time","Other degree","23","","",""
"Low transfer dependency","1985","Full Time","no degree/no degree yet","10","","",""
"Low transfer dependency","1985","Part Time","lower secondary degree","56","0.0566287863035529","0.0417096882839059","0.0715478843231998"
"Low transfer dependency","1985","Part Time","secondary school degree","4","","",""
"Low transfer dependency","1985","Part Time","college entrance qualification","13","","",""
"Low transfer dependency","1985","Part Time","Other degree","14","","",""
"Low transfer dependency","1985","Part Time","no degree/no degree yet","10","","",""
"Low transfer dependency","1985","Not Working","lower secondary degree","75","0.0271120916551004","0.0205048006379103","0.0337193826722906"
"Low transfer dependency","1985","Not Working","secondary school degree","17","","",""
"Low transfer dependency","1985","Not Working","college entrance qualification","15","","",""
"Low transfer dependency","1985","Not Working","Other degree","24","","",""
"Low transfer dependency","1985","Not Working","no degree/no degree yet","42","0.0654384810117796","0.0443448336160622","0.086532128407497"
"High transfer dependency","1985","Full Time","lower secondary degree","6","","",""
"High transfer dependency","1985","Full Time","secondary school degree","","","",""
"High transfer dependency","1985","Full Time","college entrance qualification","1","","",""
"High transfer dependency","1985","Full Time","Other degree","2","","",""
"High transfer dependency","1985","Full Time","no degree/no degree yet","","","",""
"High transfer dependency","1985","Part Time","lower secondary degree","18","","",""
"High transfer dependency","1985","Part Time","secondary school degree","7","","",""
"High transfer dependency","1985","Part Time","college entrance qualification","11","","",""
"High transfer dependency","1985","Part Time","Other degree","7","","",""
"High transfer dependency","1985","Part Time","no degree/no degree yet","2","","",""
"High transfer dependency","1985","Not Working","lower secondary degree","33","0.0134451465093533","0.00875966844469402","0.0181306245740126"
"High transfer dependency","1985","Not Working","secondary school degree","7","","",""
"High transfer dependency","1985","Not Working","college entrance qualification","14","","",""
"High transfer dependency","1985","Not Working","Other degree","14","","",""
"High transfer dependency","1985","Not Working","no degree/no degree yet","10","","",""
"Very high transfer dependency","1985","Full Time","lower secondary degree","","","",""
"Very high transfer dependency","1985","Full Time","secondary school degree","","","",""
"Very high transfer dependency","1985","Full Time","college entrance qualification","","","",""
"Very high transfer dependency","1985","Full Time","Other degree","","","",""
"Very high transfer dependency","1985","Full Time","no degree/no degree yet","","","",""
"Very high transfer dependency","1985","Part Time","lower secondary degree","4","","",""
"Very high transfer dependency","1985","Part Time","secondary school degree","1","","",""
"Very high transfer dependency","1985","Part Time","college entrance qualification","2","","",""
"Very high transfer dependency","1985","Part Time","Other degree","2","","",""
"Very high transfer dependency","1985","Part Time","no degree/no degree yet","","","",""
"Very high transfer dependency","1985","Not Working","lower secondary degree","91","0.0365913763346377","0.0289529277775963","0.0442298248916791"
"Very high transfer dependency","1985","Not Working","secondary school degree","21","","",""
"Very high transfer dependency","1985","Not Working","college entrance qualification","17","","",""
"Very high transfer dependency","1985","Not Working","Other degree","17","","",""
"Very high transfer dependency","1985","Not Working","no degree/no degree yet","32","0.0591410885675419","0.0390206224218581","0.0792615547132257"
"Very low transfer dependency","1986","Full Time","lower secondary degree","2130","0.984546773360886","0.979353437631348","0.989740109090423"
"Very low transfer dependency","1986","Full Time","secondary school degree","867","0.987982971488979","0.980779747346405","0.995186195631553"
"Very low transfer dependency","1986","Full Time","college entrance qualification","581","0.995142878814551","0.989504245448778","1.00078151218032"
"Very low transfer dependency","1986","Full Time","Other degree","742","0.982243063055236","0.972822689456617","0.991663436653855"
"Very low transfer dependency","1986","Full Time","no degree/no degree yet","392","0.975431946495245","0.960355310774716","0.990508582215774"
"Very low transfer dependency","1986","Part Time","lower secondary degree","801","0.904046616974168","0.884542710926429","0.923550523021908"
"Very low transfer dependency","1986","Part Time","secondary school degree","336","0.9452380952251","0.921604326947753","0.968871863502447"
"Very low transfer dependency","1986","Part Time","college entrance qualification","260","0.896027032663275","0.860465894804272","0.931588170522277"
"Very low transfer dependency","1986","Part Time","Other degree","133","0.788637110050386","0.725176754247539","0.852097465853233"
"Very low transfer dependency","1986","Part Time","no degree/no degree yet","95","0.872599449180525","0.811394183784334","0.933804714576717"
"Very low transfer dependency","1986","Not Working","lower secondary degree","1965","0.930689081627717","0.91988019671016","0.941497966545275"
"Very low transfer dependency","1986","Not Working","secondary school degree","559","0.939827642961061","0.920799557861199","0.958855728060924"
"Very low transfer dependency","1986","Not Working","college entrance qualification","343","0.884591703985815","0.852758338614929","0.916425069356702"
"Very low transfer dependency","1986","Not Working","Other degree","198","0.776063539179321","0.723862867174664","0.828264211183977"
"Very low transfer dependency","1986","Not Working","no degree/no degree yet","434","0.874895362598614","0.846210524534837","0.90358020066239"
"Low transfer dependency","1986","Full Time","lower secondary degree","33","0.0136851605303081","0.00879355567851228","0.0185767653821039"
"Low transfer dependency","1986","Full Time","secondary school degree","10","","",""
"Low transfer dependency","1986","Full Time","college entrance qualification","2","","",""
"Low transfer dependency","1986","Full Time","Other degree","12","","",""
"Low transfer dependency","1986","Full Time","no degree/no degree yet","13","","",""
"Low transfer dependency","1986","Part Time","lower secondary degree","47","0.0592896625152773","0.043650500263777","0.0749288247667777"
"Low transfer dependency","1986","Part Time","secondary school degree","14","","",""
"Low transfer dependency","1986","Part Time","college entrance qualification","15","","",""
"Low transfer dependency","1986","Part Time","Other degree","18","","",""
"Low transfer dependency","1986","Part Time","no degree/no degree yet","13","","",""
"Low transfer dependency","1986","Not Working","lower secondary degree","57","0.0237526915291097","0.0172721082506058","0.0302332748076135"
"Low transfer dependency","1986","Not Working","secondary school degree","23","","",""
"Low transfer dependency","1986","Not Working","college entrance qualification","15","","",""
"Low transfer dependency","1986","Not Working","Other degree","12","","",""
"Low transfer dependency","1986","Not Working","no degree/no degree yet","35","0.0443757519317668","0.0265209891712769","0.0622305146922567"
"High transfer dependency","1986","Full Time","lower secondary degree","4","","",""
"High transfer dependency","1986","Full Time","secondary school degree","1","","",""
"High transfer dependency","1986","Full Time","college entrance qualification","","","",""
"High transfer dependency","1986","Full Time","Other degree","1","","",""
"High transfer dependency","1986","Full Time","no degree/no degree yet","","","",""
"High transfer dependency","1986","Part Time","lower secondary degree","24","","",""
"High transfer dependency","1986","Part Time","secondary school degree","6","","",""
"High transfer dependency","1986","Part Time","college entrance qualification","3","","",""
"High transfer dependency","1986","Part Time","Other degree","8","","",""
"High transfer dependency","1986","Part Time","no degree/no degree yet","4","","",""
"High transfer dependency","1986","Not Working","lower secondary degree","28","","",""
"High transfer dependency","1986","Not Working","secondary school degree","6","","",""
"High transfer dependency","1986","Not Working","college entrance qualification","7","","",""
"High transfer dependency","1986","Not Working","Other degree","12","","",""
"High transfer dependency","1986","Not Working","no degree/no degree yet","16","","",""
"Very high transfer dependency","1986","Full Time","lower secondary degree","","","",""
"Very high transfer dependency","1986","Full Time","secondary school degree","1","","",""
"Very high transfer dependency","1986","Full Time","college entrance qualification","1","","",""
"Very high transfer dependency","1986","Full Time","Other degree","","","",""
"Very high transfer dependency","1986","Full Time","no degree/no degree yet","","","",""
"Very high transfer dependency","1986","Part Time","lower secondary degree","4","","",""
"Very high transfer dependency","1986","Part Time","secondary school degree","","","",""
"Very high transfer dependency","1986","Part Time","college entrance qualification","5","","",""
"Very high transfer dependency","1986","Part Time","Other degree","","","",""
"Very high transfer dependency","1986","Part Time","no degree/no degree yet","2","","",""
"Very high transfer dependency","1986","Not Working","lower secondary degree","71","0.0325501586568226","0.0249980445969495","0.0401022727166958"
"Very high transfer dependency","1986","Not Working","secondary school degree","12","","",""
"Very high transfer dependency","1986","Not Working","college entrance qualification","22","","",""
"Very high transfer dependency","1986","Not Working","Other degree","23","","",""
"Very high transfer dependency","1986","Not Working","no degree/no degree yet","26","","",""
"Very low transfer dependency","1987","Full Time","lower secondary degree","2140","0.982051285992857","0.976480653974301","0.987621918011413"
"Very low transfer dependency","1987","Full Time","secondary school degree","892","0.989123316555488","0.982358162665277","0.995888470445699"
"Very low transfer dependency","1987","Full Time","college entrance qualification","590","0.989775045378526","0.98169174806832","0.997858342688731"
"Very low transfer dependency","1987","Full Time","Other degree","725","0.973424710289009","0.961844160605099","0.985005259972919"
"Very low transfer dependency","1987","Full Time","no degree/no degree yet","395","0.988469609982825","0.978020493649069","0.998918726316581"
"Very low transfer dependency","1987","Part Time","lower secondary degree","793","0.918218484927251","0.899935660660949","0.936501309193552"
"Very low transfer dependency","1987","Part Time","secondary school degree","332","0.941528515031627","0.917086598281853","0.9659704317814"
"Very low transfer dependency","1987","Part Time","college entrance qualification","253","0.911549969706984","0.878111419463951","0.944988519950016"
"Very low transfer dependency","1987","Part Time","Other degree","137","0.850525916996047","0.794212166097761","0.906839667894332"
"Very low transfer dependency","1987","Part Time","no degree/no degree yet","102","0.863479227735915","0.802303277875526","0.924655177596304"
"Very low transfer dependency","1987","Not Working","lower secondary degree","1891","0.92416272109346","0.912730514219477","0.935594927967442"
"Very low transfer dependency","1987","Not Working","secondary school degree","538","0.951480832703225","0.933888336280209","0.969073329126242"
"Very low transfer dependency","1987","Not Working","college entrance qualification","322","0.896192320168265","0.864552840390453","0.927831799946077"
"Very low transfer dependency","1987","Not Working","Other degree","212","0.82727285416811","0.78096733117915","0.873578377157071"
"Very low transfer dependency","1987","Not Working","no degree/no degree yet","411","0.877254477265111","0.847837383194101","0.906671571336121"
"Low transfer dependency","1987","Full Time","lower secondary degree","37","0.015500046939015","0.0103168814599892","0.0206832124180408"
"Low transfer dependency","1987","Full Time","secondary school degree","8","","",""
"Low transfer dependency","1987","Full Time","college entrance qualification","4","","",""
"Low transfer dependency","1987","Full Time","Other degree","14","","",""
"Low transfer dependency","1987","Full Time","no degree/no degree yet","5","","",""
"Low transfer dependency","1987","Part Time","lower secondary degree","51","0.0573028954071673","0.0417962783095052","0.0728095125048295"
"Low transfer dependency","1987","Part Time","secondary school degree","11","","",""
"Low transfer dependency","1987","Part Time","college entrance qualification","17","","",""
"Low transfer dependency","1987","Part Time","Other degree","10","","",""
"Low transfer dependency","1987","Part Time","no degree/no degree yet","13","","",""
"Low transfer dependency","1987","Not Working","lower secondary degree","83","0.0352179495317678","0.0272579852000961","0.0431779138634395"
"Low transfer dependency","1987","Not Working","secondary school degree","20","","",""
"Low transfer dependency","1987","Not Working","college entrance qualification","15","","",""
"Low transfer dependency","1987","Not Working","Other degree","15","","",""
"Low transfer dependency","1987","Not Working","no degree/no degree yet","28","","",""
"High transfer dependency","1987","Full Time","lower secondary degree","5","","",""
"High transfer dependency","1987","Full Time","secondary school degree","2","","",""
"High transfer dependency","1987","Full Time","college entrance qualification","","","",""
"High transfer dependency","1987","Full Time","Other degree","2","","",""
"High transfer dependency","1987","Full Time","no degree/no degree yet","1","","",""
"High transfer dependency","1987","Part Time","lower secondary degree","14","","",""
"High transfer dependency","1987","Part Time","secondary school degree","7","","",""
"High transfer dependency","1987","Part Time","college entrance qualification","6","","",""
"High transfer dependency","1987","Part Time","Other degree","7","","",""
"High transfer dependency","1987","Part Time","no degree/no degree yet","5","","",""
"High transfer dependency","1987","Not Working","lower secondary degree","24","","",""
"High transfer dependency","1987","Not Working","secondary school degree","5","","",""
"High transfer dependency","1987","Not Working","college entrance qualification","4","","",""
"High transfer dependency","1987","Not Working","Other degree","10","","",""
"High transfer dependency","1987","Not Working","no degree/no degree yet","17","","",""
"Very high transfer dependency","1987","Full Time","lower secondary degree","","","",""
"Very high transfer dependency","1987","Full Time","secondary school degree","1","","",""
"Very high transfer dependency","1987","Full Time","college entrance qualification","1","","",""
"Very high transfer dependency","1987","Full Time","Other degree","","","",""
"Very high transfer dependency","1987","Full Time","no degree/no degree yet","","","",""
"Very high transfer dependency","1987","Part Time","lower secondary degree","5","","",""
"Very high transfer dependency","1987","Part Time","secondary school degree","4","","",""
"Very high transfer dependency","1987","Part Time","college entrance qualification","1","","",""
"Very high transfer dependency","1987","Part Time","Other degree","","","",""
"Very high transfer dependency","1987","Part Time","no degree/no degree yet","1","","",""
"Very high transfer dependency","1987","Not Working","lower secondary degree","62","0.0303189496839561","0.0229146155082235","0.0377232838596887"
"Very high transfer dependency","1987","Not Working","secondary school degree","10","","",""
"Very high transfer dependency","1987","Not Working","college entrance qualification","16","","",""
"Very high transfer dependency","1987","Not Working","Other degree","19","","",""
"Very high transfer dependency","1987","Not Working","no degree/no degree yet","22","","",""
"Very low transfer dependency","1988","Full Time","lower secondary degree","2043","0.982237588213345","0.976563880351137","0.987911296075553"
"Very low transfer dependency","1988","Full Time","secondary school degree","857","0.993587973856932","0.988274979585916","0.998900968127949"
"Very low transfer dependency","1988","Full Time","college entrance qualification","558","0.991097062999667","0.983330932609232","0.998863193390102"
"Very low transfer dependency","1988","Full Time","Other degree","640","0.974676216200786","0.962607749968547","0.986744682433026"
"Very low transfer dependency","1988","Full Time","no degree/no degree yet","331","0.969706271714211","0.951407176970602","0.98800536645782"
"Very low transfer dependency","1988","Part Time","lower secondary degree","804","0.929004111604568","0.911909314155194","0.946098909053942"
"Very low transfer dependency","1988","Part Time","secondary school degree","351","0.933014600295147","0.90754151642583","0.958487684164465"
"Very low transfer dependency","1988","Part Time","college entrance qualification","266","0.953383283182114","0.928601628503012","0.978164937861216"
"Very low transfer dependency","1988","Part Time","Other degree","148","0.787116325177541","0.725400665158349","0.848831985196733"
"Very low transfer dependency","1988","Part Time","no degree/no degree yet","89","0.820031382357452","0.747579472152749","0.892483292562155"
"Very low transfer dependency","1988","Not Working","lower secondary degree","1782","0.927451027641121","0.915878437761381","0.939023617520861"
"Very low transfer dependency","1988","Not Working","secondary school degree","497","0.955479084899932","0.937853324886314","0.97310484491355"
"Very low transfer dependency","1988","Not Working","college entrance qualification","311","0.936730443949948","0.91073855446846","0.962722333431436"
"Very low transfer dependency","1988","Not Working","Other degree","193","0.786257058244418","0.734924463362441","0.837589653126396"
"Very low transfer dependency","1988","Not Working","no degree/no degree yet","388","0.854122652950859","0.821830589534449","0.886414716367268"
"Low transfer dependency","1988","Full Time","lower secondary degree","35","0.0159348690033374","0.0105559636945078","0.0213137743121671"
"Low transfer dependency","1988","Full Time","secondary school degree","8","","",""
"Low transfer dependency","1988","Full Time","college entrance qualification","4","","",""
"Low transfer dependency","1988","Full Time","Other degree","10","","",""
"Low transfer dependency","1988","Full Time","no degree/no degree yet","6","","",""
"Low transfer dependency","1988","Part Time","lower secondary degree","39","0.0421479183225642","0.0287734714209686","0.0555223652241599"
"Low transfer dependency","1988","Part Time","secondary school degree","13","","",""
"Low transfer dependency","1988","Part Time","college entrance qualification","8","","",""
"Low transfer dependency","1988","Part Time","Other degree","15","","",""
"Low transfer dependency","1988","Part Time","no degree/no degree yet","17","","",""
"Low transfer dependency","1988","Not Working","lower secondary degree","51","0.0224534474076762","0.0158437789481243","0.0290631158672282"
"Low transfer dependency","1988","Not Working","secondary school degree","15","","",""
"Low transfer dependency","1988","Not Working","college entrance qualification","15","","",""
"Low transfer dependency","1988","Not Working","Other degree","20","","",""
"Low transfer dependency","1988","Not Working","no degree/no degree yet","39","0.0724354981991312","0.0487223326187126","0.0961486637795498"
"High transfer dependency","1988","Full Time","lower secondary degree","3","","",""
"High transfer dependency","1988","Full Time","secondary school degree","2","","",""
"High transfer dependency","1988","Full Time","college entrance qualification","","","",""
"High transfer dependency","1988","Full Time","Other degree","","","",""
"High transfer dependency","1988","Full Time","no degree/no degree yet","","","",""
"High transfer dependency","1988","Part Time","lower secondary degree","15","","",""
"High transfer dependency","1988","Part Time","secondary school degree","3","","",""
"High transfer dependency","1988","Part Time","college entrance qualification","4","","",""
"High transfer dependency","1988","Part Time","Other degree","5","","",""
"High transfer dependency","1988","Part Time","no degree/no degree yet","2","","",""
"High transfer dependency","1988","Not Working","lower secondary degree","26","","",""
"High transfer dependency","1988","Not Working","secondary school degree","5","","",""
"High transfer dependency","1988","Not Working","college entrance qualification","5","","",""
"High transfer dependency","1988","Not Working","Other degree","9","","",""
"High transfer dependency","1988","Not Working","no degree/no degree yet","6","","",""
"Very high transfer dependency","1988","Full Time","lower secondary degree","1","","",""
"Very high transfer dependency","1988","Full Time","secondary school degree","","","",""
"Very high transfer dependency","1988","Full Time","college entrance qualification","","","",""
"Very high transfer dependency","1988","Full Time","Other degree","1","","",""
"Very high transfer dependency","1988","Full Time","no degree/no degree yet","","","",""
"Very high transfer dependency","1988","Part Time","lower secondary degree","9","","",""
"Very high transfer dependency","1988","Part Time","secondary school degree","3","","",""
"Very high transfer dependency","1988","Part Time","college entrance qualification","","","",""
"Very high transfer dependency","1988","Part Time","Other degree","1","","",""
"Very high transfer dependency","1988","Part Time","no degree/no degree yet","","","",""
"Very high transfer dependency","1988","Not Working","lower secondary degree","71","0.0378490467434753","0.0293353433326811","0.0463627501542695"
"Very high transfer dependency","1988","Not Working","secondary school degree","9","","",""
"Very high transfer dependency","1988","Not Working","college entrance qualification","6","","",""
"Very high transfer dependency","1988","Not Working","Other degree","23","","",""
"Very high transfer dependency","1988","Not Working","no degree/no degree yet","26","","",""
"Very low transfer dependency","1989","Full Time","lower secondary degree","1990","0.985322390662488","0.980091002924024","0.990553778400951"
"Very low transfer dependency","1989","Full Time","secondary school degree","864","0.987902458345744","0.980654795689038","0.99515012100245"
"Very low transfer dependency","1989","Full Time","college entrance qualification","598","0.993895132746204","0.987677889928171","1.00011237556424"
"Very low transfer dependency","1989","Full Time","Other degree","632","0.985276415332138","0.975959623337226","0.994593207327049"
"Very low transfer dependency","1989","Full Time","no degree/no degree yet","302","0.9605936285249","0.9389005131693","0.982286743880501"
"Very low transfer dependency","1989","Part Time","lower secondary degree","729","0.930287608637968","0.912506919436883","0.948068297839052"
"Very low transfer dependency","1989","Part Time","secondary school degree","327","0.944171255864241","0.919767147254899","0.968575364473582"
"Very low transfer dependency","1989","Part Time","college entrance qualification","249","0.931226332441223","0.900756934660443","0.961695730222003"
"Very low transfer dependency","1989","Part Time","Other degree","118","0.860572885842593","0.803194077861711","0.917951693823476"
"Very low transfer dependency","1989","Part Time","no degree/no degree yet","107","0.783324865819321","0.71110302094351","0.855546710695133"
"Very low transfer dependency","1989","Not Working","lower secondary degree","1684","0.924235014637696","0.912124184691167","0.936345844584224"
"Very low transfer dependency","1989","Not Working","secondary school degree","476","0.965452099783414","0.949411905892733","0.981492293674095"
"Very low transfer dependency","1989","Not Working","college entrance qualification","308","0.916251732593735","0.886588327172228","0.945915138015243"
"Very low transfer dependency","1989","Not Working","Other degree","191","0.71178307355321","0.655525371740108","0.768040775366313"
"Very low transfer dependency","1989","Not Working","no degree/no degree yet","378","0.863213022023688","0.83135816218636","0.895067881861016"
"Low transfer dependency","1989","Full Time","lower secondary degree","32","0.0116285784819049","0.00696495504770715","0.0162922019161027"
"Low transfer dependency","1989","Full Time","secondary school degree","8","","",""
"Low transfer dependency","1989","Full Time","college entrance qualification","5","","",""
"Low transfer dependency","1989","Full Time","Other degree","9","","",""
"Low transfer dependency","1989","Full Time","no degree/no degree yet","7","","",""
"Low transfer dependency","1989","Part Time","lower secondary degree","35","0.0354340922035279","0.0225260138879534","0.0483421705191024"
"Low transfer dependency","1989","Part Time","secondary school degree","7","","",""
"Low transfer dependency","1989","Part Time","college entrance qualification","15","","",""
"Low transfer dependency","1989","Part Time","Other degree","17","","",""
"Low transfer dependency","1989","Part Time","no degree/no degree yet","15","","",""
"Low transfer dependency","1989","Not Working","lower secondary degree","64","0.0279551603687044","0.0204107975009745","0.0354995232364343"
"Low transfer dependency","1989","Not Working","secondary school degree","5","","",""
"Low transfer dependency","1989","Not Working","college entrance qualification","13","","",""
"Low transfer dependency","1989","Not Working","Other degree","20","","",""
"Low transfer dependency","1989","Not Working","no degree/no degree yet","32","0.0443755847743775","0.0252854061286887","0.0634657634200662"
"High transfer dependency","1989","Full Time","lower secondary degree","7","","",""
"High transfer dependency","1989","Full Time","secondary school degree","2","","",""
"High transfer dependency","1989","Full Time","college entrance qualification","","","",""
"High transfer dependency","1989","Full Time","Other degree","1","","",""
"High transfer dependency","1989","Full Time","no degree/no degree yet","","","",""
"High transfer dependency","1989","Part Time","lower secondary degree","17","","",""
"High transfer dependency","1989","Part Time","secondary school degree","6","","",""
"High transfer dependency","1989","Part Time","college entrance qualification","1","","",""
"High transfer dependency","1989","Part Time","Other degree","4","","",""
"High transfer dependency","1989","Part Time","no degree/no degree yet","3","","",""
"High transfer dependency","1989","Not Working","lower secondary degree","18","","",""
"High transfer dependency","1989","Not Working","secondary school degree","5","","",""
"High transfer dependency","1989","Not Working","college entrance qualification","11","","",""
"High transfer dependency","1989","Not Working","Other degree","10","","",""
"High transfer dependency","1989","Not Working","no degree/no degree yet","13","","",""
"Very high transfer dependency","1989","Full Time","lower secondary degree","1","","",""
"Very high transfer dependency","1989","Full Time","secondary school degree","","","",""
"Very high transfer dependency","1989","Full Time","college entrance qualification","","","",""
"Very high transfer dependency","1989","Full Time","Other degree","","","",""
"Very high transfer dependency","1989","Full Time","no degree/no degree yet","","","",""
"Very high transfer dependency","1989","Part Time","lower secondary degree","7","","",""
"Very high transfer dependency","1989","Part Time","secondary school degree","","","",""
"Very high transfer dependency","1989","Part Time","college entrance qualification","","","",""
"Very high transfer dependency","1989","Part Time","Other degree","1","","",""
