"plh0109","year","education","n","percent","lower_confidence","upper_confidence"
"Less important","2007","no degree/no degree yet","","","",""
"Quite unimportant","2007","lower secondary degree","","","",""
"Quite unimportant","2007","secondary school degree","","","",""
"Quite unimportant","2007","college entrance qualification","","","",""
"Quite unimportant","2007","Other degree","","","",""
"Quite unimportant","2007","no degree/no degree yet","","","",""
"Very important","2008","lower secondary degree","3896","0.579919642170667","0.567818850635838","0.592020433705496"
"Very important","2008","secondary school degree","3847","0.630347206864249","0.61784871267935","0.642845701049148"
"Very important","2008","college entrance qualification","3512","0.644305688033403","0.631195384497735","0.657415991569072"
"Very important","2008","Other degree","609","0.660168810479371","0.629776313083899","0.690561307874843"
"Very important","2008","no degree/no degree yet","298","0.543725036887716","0.501792471508347","0.585657602267084"
"Important","2008","lower secondary degree","1924","0.299439171044255","0.288210175397879","0.310668166690632"
"Important","2008","secondary school degree","1532","0.283550404277272","0.271880192520365","0.295220616034178"
"Important","2008","college entrance qualification","1342","0.280024278350276","0.267727677579104","0.292320879121448"
"Important","2008","Other degree","258","0.262243603324614","0.234019756087335","0.290467450561892"
"Important","2008","no degree/no degree yet","190","0.360343154057172","0.319924661537743","0.400761646576602"
"Less important","2008","lower secondary degree","302","0.0618254542040576","0.0559208721411787","0.0677300362669366"
"Less important","2008","secondary school degree","244","0.059030970844516","0.0529286026525282","0.0651333390365038"
"Less important","2008","college entrance qualification","215","0.0593834487899293","0.0529110194140108","0.0658558781658479"
"Less important","2008","Other degree","36","0.0364260641849573","0.0244046401773323","0.0484474881925823"
"Less important","2008","no degree/no degree yet","39","0.0685034154626069","0.0472369559421058","0.089769874983108"
"Quite unimportant","2008","lower secondary degree","269","0.0588157325810203","0.0530474335389668","0.0645840316230737"
"Quite unimportant","2008","secondary school degree","107","0.0270714180139632","0.0228693143361324","0.031273521691794"
"Quite unimportant","2008","college entrance qualification","53","0.016286584826391","0.0128201933050496","0.0197529763477324"
"Quite unimportant","2008","Other degree","30","0.041161522011058","0.0284140018171349","0.0539090422049812"
"Quite unimportant","2008","no degree/no degree yet","15","","",""
"Very important","2009","lower secondary degree","","","",""
"Very important","2009","secondary school degree","","","",""
"Very important","2009","college entrance qualification","","","",""
"Very important","2009","Other degree","","","",""
"Very important","2009","no degree/no degree yet","","","",""
"Important","2009","lower secondary degree","","","",""
"Important","2009","secondary school degree","","","",""
"Important","2009","college entrance qualification","","","",""
"Important","2009","Other degree","","","",""
"Important","2009","no degree/no degree yet","","","",""
"Less important","2009","lower secondary degree","","","",""
"Less important","2009","secondary school degree","","","",""
"Less important","2009","college entrance qualification","","","",""
"Less important","2009","Other degree","","","",""
"Less important","2009","no degree/no degree yet","","","",""
"Quite unimportant","2009","lower secondary degree","","","",""
"Quite unimportant","2009","secondary school degree","","","",""
"Quite unimportant","2009","college entrance qualification","","","",""
"Quite unimportant","2009","Other degree","","","",""
"Quite unimportant","2009","no degree/no degree yet","","","",""
"Very important","2010","lower secondary degree","1093","0.70590155861887","0.682797343255372","0.729005773982368"
"Very important","2010","secondary school degree","1808","0.723026727252688","0.705175192270063","0.740878262235313"
"Very important","2010","college entrance qualification","1678","0.779485724829727","0.761895421802424","0.797076027857029"
"Very important","2010","Other degree","716","0.809705098863986","0.783561452645056","0.835848745082916"
"Very important","2010","no degree/no degree yet","259","0.695488411059751","0.64768378189193","0.743293040227572"
"Important","2010","lower secondary degree","345","0.251274229918533","0.229280030510879","0.273268429326187"
"Important","2010","secondary school degree","524","0.237563943060447","0.220586533173391","0.254541352947503"
"Important","2010","college entrance qualification","402","0.198327263750365","0.181409589803008","0.215244937697722"
"Important","2010","Other degree","137","0.175370479684006","0.150042716968585","0.200698242399426"
"Important","2010","no degree/no degree yet","85","0.26947324793284","0.223384067789866","0.315562428075814"
"Less important","2010","lower secondary degree","38","0.0308572047021701","0.0220883077028671","0.0396261017014731"
"Less important","2010","secondary school degree","62","0.0286339344947431","0.0219810277576121","0.0352868412318741"
"Less important","2010","college entrance qualification","47","0.0191304801939475","0.0133185627221901","0.024942397665705"
"Less important","2010","Other degree","10","","",""
"Less important","2010","no degree/no degree yet","10","","",""
"Quite unimportant","2010","lower secondary degree","18","","",""
"Quite unimportant","2010","secondary school degree","20","","",""
"Quite unimportant","2010","college entrance qualification","7","","",""
"Quite unimportant","2010","Other degree","3","","",""
"Quite unimportant","2010","no degree/no degree yet","2","","",""
"Very important","2011","lower secondary degree","","","",""
"Very important","2011","secondary school degree","","","",""
"Very important","2011","college entrance qualification","","","",""
"Very important","2011","Other degree","","","",""
"Very important","2011","no degree/no degree yet","","","",""
"Important","2011","lower secondary degree","","","",""
"Important","2011","secondary school degree","","","",""
"Important","2011","college entrance qualification","","","",""
"Important","2011","Other degree","","","",""
"Important","2011","no degree/no degree yet","","","",""
"Less important","2011","lower secondary degree","","","",""
"Less important","2011","secondary school degree","","","",""
"Less important","2011","college entrance qualification","","","",""
"Less important","2011","Other degree","","","",""
"Less important","2011","no degree/no degree yet","","","",""
"Quite unimportant","2011","lower secondary degree","","","",""
"Quite unimportant","2011","secondary school degree","","","",""
"Quite unimportant","2011","college entrance qualification","","","",""
"Quite unimportant","2011","Other degree","","","",""
"Quite unimportant","2011","no degree/no degree yet","","","",""
"Very important","2012","lower secondary degree","4683","0.563476656166336","0.55247032716309","0.574482985169583"
"Very important","2012","secondary school degree","5514","0.620756509245154","0.6103811699609","0.631131848529408"
"Very important","2012","college entrance qualification","5251","0.628448812523919","0.617723727163577","0.639173897884262"
"Very important","2012","Other degree","1274","0.681131714396987","0.659900927258321","0.702362501535652"
"Very important","2012","no degree/no degree yet","528","0.555891683725651","0.523285107048478","0.588498260402824"
"Important","2012","lower secondary degree","2409","0.316681047777073","0.306357628661595","0.327004466892552"
"Important","2012","secondary school degree","2318","0.289969676410113","0.280266870613512","0.299672482206714"
"Important","2012","college entrance qualification","2115","0.301574168482085","0.291387933468194","0.311760403495975"
"Important","2012","Other degree","464","0.246503072986244","0.226869615189145","0.266136530783342"
"Important","2012","no degree/no degree yet","295","0.354428871495597","0.323038080485949","0.385819662505245"
"Less important","2012","lower secondary degree","382","0.0636063516955057","0.0581903316588171","0.0690223717321943"
"Less important","2012","secondary school degree","377","0.0614401178418452","0.0563051277251152","0.0665751079585751"
"Less important","2012","college entrance qualification","323","0.0501376692327063","0.045294062451872","0.0549812760135406"
"Less important","2012","Other degree","60","0.0363123987169792","0.0277904191894286","0.0448343782445298"
"Less important","2012","no degree/no degree yet","52","0.0666277065397866","0.0502625355086379","0.0829928775709353"
"Quite unimportant","2012","lower secondary degree","326","0.0562359443610847","0.0511233715945037","0.0613485171276656"
"Quite unimportant","2012","secondary school degree","192","0.027833696502888","0.0243161623383525","0.0313512306674235"
"Quite unimportant","2012","college entrance qualification","109","0.0198393497612895","0.01674429153126","0.022934407991319"
"Quite unimportant","2012","Other degree","53","0.0360528138997905","0.0275602057723235","0.0445454220272575"
"Quite unimportant","2012","no degree/no degree yet","17","","",""
"Very important","2013","lower secondary degree","","","",""
"Very important","2013","secondary school degree","","","",""
"Very important","2013","college entrance qualification","","","",""
"Very important","2013","Other degree","","","",""
"Very important","2013","no degree/no degree yet","","","",""
"Important","2013","lower secondary degree","","","",""
"Important","2013","secondary school degree","","","",""
"Important","2013","college entrance qualification","","","",""
"Important","2013","Other degree","","","",""
"Important","2013","no degree/no degree yet","","","",""
"Less important","2013","lower secondary degree","","","",""
"Less important","2013","secondary school degree","","","",""
"Less important","2013","college entrance qualification","","","",""
"Less important","2013","Other degree","","","",""
"Less important","2013","no degree/no degree yet","","","",""
"Quite unimportant","2013","lower secondary degree","","","",""
"Quite unimportant","2013","secondary school degree","","","",""
"Quite unimportant","2013","college entrance qualification","","","",""
"Quite unimportant","2013","Other degree","","","",""
"Quite unimportant","2013","no degree/no degree yet","","","",""
"Very important","2014","lower secondary degree","","","",""
"Very important","2014","secondary school degree","","","",""
"Very important","2014","college entrance qualification","","","",""
"Very important","2014","Other degree","","","",""
"Very important","2014","no degree/no degree yet","","","",""
"Important","2014","lower secondary degree","","","",""
"Important","2014","secondary school degree","","","",""
"Important","2014","college entrance qualification","","","",""
"Important","2014","Other degree","","","",""
"Important","2014","no degree/no degree yet","","","",""
"Less important","2014","lower secondary degree","","","",""
"Less important","2014","secondary school degree","","","",""
"Less important","2014","college entrance qualification","","","",""
"Less important","2014","Other degree","","","",""
"Less important","2014","no degree/no degree yet","","","",""
"Quite unimportant","2014","lower secondary degree","","","",""
"Quite unimportant","2014","secondary school degree","","","",""
"Quite unimportant","2014","college entrance qualification","","","",""
"Quite unimportant","2014","Other degree","","","",""
"Quite unimportant","2014","no degree/no degree yet","","","",""
"Very important","2015","lower secondary degree","","","",""
"Very important","2015","secondary school degree","","","",""
"Very important","2015","college entrance qualification","","","",""
"Very important","2015","Other degree","","","",""
"Very important","2015","no degree/no degree yet","","","",""
"Important","2015","lower secondary degree","","","",""
"Important","2015","secondary school degree","","","",""
"Important","2015","college entrance qualification","","","",""
"Important","2015","Other degree","","","",""
"Important","2015","no degree/no degree yet","","","",""
"Less important","2015","lower secondary degree","","","",""
"Less important","2015","secondary school degree","","","",""
"Less important","2015","college entrance qualification","","","",""
"Less important","2015","Other degree","","","",""
"Less important","2015","no degree/no degree yet","","","",""
"Quite unimportant","2015","lower secondary degree","","","",""
"Quite unimportant","2015","secondary school degree","","","",""
"Quite unimportant","2015","college entrance qualification","","","",""
"Quite unimportant","2015","Other degree","","","",""
"Quite unimportant","2015","no degree/no degree yet","","","",""
"Very important","2016","lower secondary degree","3400","0.554134609399791","0.541300344968328","0.566968873831253"
"Very important","2016","secondary school degree","4254","0.609212127679695","0.597423670929616","0.621000584429774"
"Very important","2016","college entrance qualification","4465","0.623587651267766","0.612047742679578","0.635127559855954"
"Very important","2016","Other degree","2285","0.641952060455202","0.625614499212939","0.658289621697464"
