"plh0109","year","bula_h","migback","n","percent","lower_confidence","upper_confidence","value"
"Quite unimportant","1990","Saxony-Anhalt","direct migration background","","","","","4"
"Quite unimportant","1990","Saxony-Anhalt","indirect migration background","","","","","4"
"Quite unimportant","1990","Thuringia","no migration background","","","","","4"
"Quite unimportant","1990","Thuringia","direct migration background","","","","","4"
"Quite unimportant","1990","Thuringia","indirect migration background","","","","","4"
"Very important","1990","Schleswig-Holstein","no migration background","175","0.6779070032159","0.619514614898569","0.736299391533231","1"
"Very important","1990","Schleswig-Holstein","direct migration background","4","","","","1"
"Very important","1990","Schleswig-Holstein","indirect migration background","","","","","1"
"Very important","1990","Hamburg","no migration background","76","0.597398212579184","0.510015561879703","0.684780863278665","1"
"Very important","1990","Hamburg","direct migration background","6","","","","1"
"Very important","1990","Hamburg","indirect migration background","1","","","","1"
"Very important","1990","Lower Saxony","no migration background","539","0.635010905519017","0.601545579305441","0.668476231732593","1"
"Very important","1990","Lower Saxony","direct migration background","26","","","","1"
"Very important","1990","Lower Saxony","indirect migration background","2","","","","1"
"Very important","1990","Bremen","no migration background","59","0.664904626811102","0.562738940202516","0.767070313419687","1"
"Very important","1990","Bremen","direct migration background","4","","","","1"
"Very important","1990","Bremen","indirect migration background","","","","","1"
"Very important","1990","North Rhine-Westphalia","no migration background","1264","0.666728479065584","0.644982293344647","0.688474664786521","1"
"Very important","1990","North Rhine-Westphalia","direct migration background","70","0.663265989414215","0.57109913623636","0.755432842592069","1"
"Very important","1990","North Rhine-Westphalia","indirect migration background","12","","","","1"
"Very important","1990","Hesse","no migration background","384","0.60105275684661","0.561739502872352","0.640366010820867","1"
"Very important","1990","Hesse","direct migration background","41","0.7000366600352","0.582105498351142","0.817967821719257","1"
"Very important","1990","Hesse","indirect migration background","2","","","","1"
"Very important","1990","Rhineland-Palatinate,Saarland","no migration background","347","0.599223076944511","0.557658527131676","0.640787626757346","1"
"Very important","1990","Rhineland-Palatinate,Saarland","direct migration background","16","","","","1"
"Very important","1990","Rhineland-Palatinate,Saarland","indirect migration background","1","","","","1"
"Very important","1990","Baden-Württemberg","no migration background","694","0.641998538519415","0.61253417703337","0.67146290000546","1"
"Very important","1990","Baden-Württemberg","direct migration background","85","0.676198098639696","0.590676494031415","0.761719703247977","1"
"Very important","1990","Baden-Württemberg","indirect migration background","6","","","","1"
"Very important","1990","Bavaria","no migration background","741","0.587491270111287","0.559319355349794","0.61566318487278","1"
"Very important","1990","Bavaria","direct migration background","48","0.640724317917597","0.532140033331435","0.749308602503758","1"
"Very important","1990","Bavaria","indirect migration background","11","","","","1"
"Very important","1990","Berlin","no migration background","129","0.528133501993292","0.461713382136878","0.594553621849707","1"
"Very important","1990","Berlin","direct migration background","10","","","","1"
"Very important","1990","Berlin","indirect migration background","1","","","","1"
"Very important","1990","Brandenburg","no migration background","","","","","1"
"Very important","1990","Brandenburg","direct migration background","","","","","1"
"Very important","1990","Brandenburg","indirect migration background","","","","","1"
"Very important","1990","Mecklenburg-Western Pomerania","no migration background","","","","","1"
"Very important","1990","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Very important","1990","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Very important","1990","Saxony","no migration background","","","","","1"
"Very important","1990","Saxony","direct migration background","","","","","1"
"Very important","1990","Saxony","indirect migration background","","","","","1"
"Very important","1990","Saxony-Anhalt","no migration background","","","","","1"
"Very important","1990","Saxony-Anhalt","direct migration background","","","","","1"
"Very important","1990","Saxony-Anhalt","indirect migration background","","","","","1"
"Very important","1990","Thuringia","no migration background","","","","","1"
"Very important","1990","Thuringia","direct migration background","","","","","1"
"Very important","1990","Thuringia","indirect migration background","","","","","1"
"Important","1991","Schleswig-Holstein","direct migration background","","","","","2"
"Important","1991","Schleswig-Holstein","no migration background","","","","","2"
"Important","1991","Lower Saxony","no migration background","","","","","2"
"Important","1991","Hamburg","no migration background","","","","","2"
"Important","1991","Schleswig-Holstein","indirect migration background","","","","","2"
"Important","1991","Hamburg","indirect migration background","","","","","2"
"Important","1991","Lower Saxony","indirect migration background","","","","","2"
"Important","1991","Bremen","no migration background","","","","","2"
"Important","1991","Hamburg","direct migration background","","","","","2"
"Important","1991","Thuringia","indirect migration background","","","","","2"
"Important","1991","Lower Saxony","direct migration background","","","","","2"
"Important","1991","Bremen","direct migration background","","","","","2"
"Important","1991","Bremen","indirect migration background","","","","","2"
"Important","1991","North Rhine-Westphalia","no migration background","","","","","2"
"Important","1991","Hesse","indirect migration background","","","","","2"
"Important","1991","Rhineland-Palatinate,Saarland","no migration background","","","","","2"
"Important","1991","Rhineland-Palatinate,Saarland","indirect migration background","","","","","2"
"Important","1991","Baden-Württemberg","no migration background","","","","","2"
"Important","1991","Baden-Württemberg","direct migration background","","","","","2"
"Important","1991","Saxony","indirect migration background","","","","","2"
"Important","1991","Saxony-Anhalt","no migration background","","","","","2"
"Important","1991","Saxony-Anhalt","direct migration background","","","","","2"
"Important","1991","Saxony-Anhalt","indirect migration background","","","","","2"
"Important","1991","Thuringia","no migration background","","","","","2"
"Important","1991","Thuringia","direct migration background","","","","","2"
"Important","1991","North Rhine-Westphalia","direct migration background","","","","","2"
"Important","1991","North Rhine-Westphalia","indirect migration background","","","","","2"
"Important","1991","Hesse","no migration background","","","","","2"
"Important","1991","Hesse","direct migration background","","","","","2"
"Important","1991","Rhineland-Palatinate,Saarland","direct migration background","","","","","2"
"Important","1991","Baden-Württemberg","indirect migration background","","","","","2"
"Important","1991","Bavaria","direct migration background","","","","","2"
"Important","1991","Bavaria","indirect migration background","","","","","2"
"Important","1991","Berlin","indirect migration background","","","","","2"
"Important","1991","Brandenburg","indirect migration background","","","","","2"
"Important","1991","Mecklenburg-Western Pomerania","no migration background","","","","","2"
"Important","1991","Mecklenburg-Western Pomerania","direct migration background","","","","","2"
"Important","1991","Mecklenburg-Western Pomerania","indirect migration background","","","","","2"
"Important","1991","Saxony","no migration background","","","","","2"
"Important","1991","Saxony","direct migration background","","","","","2"
"Important","1991","Bavaria","no migration background","","","","","2"
"Important","1991","Berlin","no migration background","","","","","2"
"Important","1991","Berlin","direct migration background","","","","","2"
"Important","1991","Brandenburg","no migration background","","","","","2"
"Important","1991","Brandenburg","direct migration background","","","","","2"
"Less important","1991","Schleswig-Holstein","direct migration background","","","","","3"
"Less important","1991","Mecklenburg-Western Pomerania","indirect migration background","","","","","3"
"Less important","1991","Schleswig-Holstein","no migration background","","","","","3"
"Less important","1991","Hamburg","no migration background","","","","","3"
"Less important","1991","Hamburg","direct migration background","","","","","3"
"Less important","1991","Lower Saxony","indirect migration background","","","","","3"
"Less important","1991","Bremen","indirect migration background","","","","","3"
"Less important","1991","Schleswig-Holstein","indirect migration background","","","","","3"
"Less important","1991","North Rhine-Westphalia","no migration background","","","","","3"
"Less important","1991","Berlin","indirect migration background","","","","","3"
"Less important","1991","Brandenburg","indirect migration background","","","","","3"
"Less important","1991","Mecklenburg-Western Pomerania","no migration background","","","","","3"
"Less important","1991","Mecklenburg-Western Pomerania","direct migration background","","","","","3"
"Less important","1991","Saxony","direct migration background","","","","","3"
"Less important","1991","Hamburg","indirect migration background","","","","","3"
"Less important","1991","Lower Saxony","no migration background","","","","","3"
"Less important","1991","Lower Saxony","direct migration background","","","","","3"
"Less important","1991","Saxony","no migration background","","","","","3"
"Less important","1991","Bremen","direct migration background","","","","","3"
"Less important","1991","Saxony-Anhalt","direct migration background","","","","","3"
"Less important","1991","Saxony-Anhalt","indirect migration background","","","","","3"
"Less important","1991","Thuringia","direct migration background","","","","","3"
"Less important","1991","Thuringia","indirect migration background","","","","","3"
"Less important","1991","Bremen","no migration background","","","","","3"
"Less important","1991","Thuringia","no migration background","","","","","3"
"Less important","1991","North Rhine-Westphalia","direct migration background","","","","","3"
"Less important","1991","North Rhine-Westphalia","indirect migration background","","","","","3"
"Less important","1991","Hesse","no migration background","","","","","3"
"Less important","1991","Hesse","direct migration background","","","","","3"
"Less important","1991","Hesse","indirect migration background","","","","","3"
"Less important","1991","Rhineland-Palatinate,Saarland","no migration background","","","","","3"
"Less important","1991","Baden-Württemberg","indirect migration background","","","","","3"
"Less important","1991","Bavaria","indirect migration background","","","","","3"
"Less important","1991","Berlin","no migration background","","","","","3"
"Less important","1991","Berlin","direct migration background","","","","","3"
"Less important","1991","Brandenburg","no migration background","","","","","3"
"Less important","1991","Brandenburg","direct migration background","","","","","3"
"Less important","1991","Saxony","indirect migration background","","","","","3"
"Less important","1991","Saxony-Anhalt","no migration background","","","","","3"
"Less important","1991","Rhineland-Palatinate,Saarland","direct migration background","","","","","3"
"Less important","1991","Rhineland-Palatinate,Saarland","indirect migration background","","","","","3"
"Less important","1991","Baden-Württemberg","no migration background","","","","","3"
"Less important","1991","Baden-Württemberg","direct migration background","","","","","3"
"Less important","1991","Bavaria","no migration background","","","","","3"
"Less important","1991","Bavaria","direct migration background","","","","","3"
"Quite unimportant","1991","Hamburg","direct migration background","","","","","4"
"Quite unimportant","1991","Schleswig-Holstein","indirect migration background","","","","","4"
"Quite unimportant","1991","Hamburg","no migration background","","","","","4"
"Quite unimportant","1991","Hamburg","indirect migration background","","","","","4"
"Quite unimportant","1991","Schleswig-Holstein","no migration background","","","","","4"
"Quite unimportant","1991","Schleswig-Holstein","direct migration background","","","","","4"
"Quite unimportant","1991","Rhineland-Palatinate,Saarland","no migration background","","","","","4"
"Quite unimportant","1991","Hesse","no migration background","","","","","4"
"Quite unimportant","1991","Hesse","direct migration background","","","","","4"
"Quite unimportant","1991","Hesse","indirect migration background","","","","","4"
"Quite unimportant","1991","Rhineland-Palatinate,Saarland","indirect migration background","","","","","4"
"Quite unimportant","1991","Baden-Württemberg","no migration background","","","","","4"
"Quite unimportant","1991","Baden-Württemberg","direct migration background","","","","","4"
"Quite unimportant","1991","Baden-Württemberg","indirect migration background","","","","","4"
"Quite unimportant","1991","Bavaria","no migration background","","","","","4"
"Quite unimportant","1991","Bavaria","direct migration background","","","","","4"
"Quite unimportant","1991","Bavaria","indirect migration background","","","","","4"
"Quite unimportant","1991","Berlin","no migration background","","","","","4"
"Quite unimportant","1991","Berlin","direct migration background","","","","","4"
"Quite unimportant","1991","Berlin","indirect migration background","","","","","4"
"Quite unimportant","1991","Brandenburg","no migration background","","","","","4"
"Quite unimportant","1991","Brandenburg","direct migration background","","","","","4"
"Quite unimportant","1991","Lower Saxony","no migration background","","","","","4"
"Quite unimportant","1991","Lower Saxony","direct migration background","","","","","4"
"Quite unimportant","1991","Lower Saxony","indirect migration background","","","","","4"
"Quite unimportant","1991","Bremen","no migration background","","","","","4"
"Quite unimportant","1991","Bremen","direct migration background","","","","","4"
"Quite unimportant","1991","Bremen","indirect migration background","","","","","4"
"Quite unimportant","1991","North Rhine-Westphalia","no migration background","","","","","4"
"Quite unimportant","1991","North Rhine-Westphalia","direct migration background","","","","","4"
"Quite unimportant","1991","North Rhine-Westphalia","indirect migration background","","","","","4"
"Quite unimportant","1991","Rhineland-Palatinate,Saarland","direct migration background","","","","","4"
"Quite unimportant","1991","Brandenburg","indirect migration background","","","","","4"
"Quite unimportant","1991","Mecklenburg-Western Pomerania","no migration background","","","","","4"
"Quite unimportant","1991","Mecklenburg-Western Pomerania","direct migration background","","","","","4"
"Quite unimportant","1991","Mecklenburg-Western Pomerania","indirect migration background","","","","","4"
"Quite unimportant","1991","Saxony","no migration background","","","","","4"
"Quite unimportant","1991","Saxony","direct migration background","","","","","4"
"Quite unimportant","1991","Saxony","indirect migration background","","","","","4"
"Quite unimportant","1991","Saxony-Anhalt","no migration background","","","","","4"
"Quite unimportant","1991","Saxony-Anhalt","direct migration background","","","","","4"
"Quite unimportant","1991","Saxony-Anhalt","indirect migration background","","","","","4"
"Quite unimportant","1991","Thuringia","no migration background","","","","","4"
"Quite unimportant","1991","Thuringia","direct migration background","","","","","4"
"Quite unimportant","1991","Thuringia","indirect migration background","","","","","4"
"Very important","1991","Schleswig-Holstein","no migration background","","","","","1"
"Very important","1991","Schleswig-Holstein","direct migration background","","","","","1"
"Very important","1991","Schleswig-Holstein","indirect migration background","","","","","1"
"Very important","1991","Hamburg","no migration background","","","","","1"
"Very important","1991","Hamburg","direct migration background","","","","","1"
"Very important","1991","Hamburg","indirect migration background","","","","","1"
"Very important","1991","Lower Saxony","no migration background","","","","","1"
"Very important","1991","Lower Saxony","direct migration background","","","","","1"
"Very important","1991","Lower Saxony","indirect migration background","","","","","1"
"Very important","1991","Bremen","no migration background","","","","","1"
"Very important","1991","Bremen","direct migration background","","","","","1"
"Very important","1991","Bremen","indirect migration background","","","","","1"
"Very important","1991","North Rhine-Westphalia","no migration background","","","","","1"
"Very important","1991","North Rhine-Westphalia","direct migration background","","","","","1"
"Very important","1991","North Rhine-Westphalia","indirect migration background","","","","","1"
"Very important","1991","Hesse","no migration background","","","","","1"
"Very important","1991","Hesse","direct migration background","","","","","1"
"Very important","1991","Hesse","indirect migration background","","","","","1"
"Very important","1991","Rhineland-Palatinate,Saarland","no migration background","","","","","1"
"Very important","1991","Rhineland-Palatinate,Saarland","direct migration background","","","","","1"
"Very important","1991","Rhineland-Palatinate,Saarland","indirect migration background","","","","","1"
"Very important","1991","Baden-Württemberg","no migration background","","","","","1"
"Very important","1991","Baden-Württemberg","direct migration background","","","","","1"
"Very important","1991","Baden-Württemberg","indirect migration background","","","","","1"
"Very important","1991","Bavaria","no migration background","","","","","1"
"Very important","1991","Bavaria","direct migration background","","","","","1"
"Very important","1991","Bavaria","indirect migration background","","","","","1"
"Very important","1991","Berlin","no migration background","","","","","1"
"Very important","1991","Berlin","direct migration background","","","","","1"
"Very important","1991","Berlin","indirect migration background","","","","","1"
"Very important","1991","Brandenburg","no migration background","","","","","1"
"Very important","1991","Brandenburg","direct migration background","","","","","1"
"Very important","1991","Brandenburg","indirect migration background","","","","","1"
"Very important","1991","Mecklenburg-Western Pomerania","no migration background","","","","","1"
"Very important","1991","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Very important","1991","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Very important","1991","Saxony","no migration background","","","","","1"
"Very important","1991","Saxony","direct migration background","","","","","1"
"Very important","1991","Saxony","indirect migration background","","","","","1"
"Very important","1991","Saxony-Anhalt","no migration background","","","","","1"
"Very important","1991","Saxony-Anhalt","direct migration background","","","","","1"
"Very important","1991","Saxony-Anhalt","indirect migration background","","","","","1"
"Very important","1991","Thuringia","no migration background","","","","","1"
"Very important","1991","Thuringia","direct migration background","","","","","1"
"Very important","1991","Thuringia","indirect migration background","","","","","1"
"Important","1992","Hamburg","indirect migration background","","","","","2"
"Important","1992","Hamburg","direct migration background","","","","","2"
"Important","1992","Schleswig-Holstein","direct migration background","2","","","","2"
"Important","1992","Schleswig-Holstein","indirect migration background","","","","","2"
"Important","1992","Hamburg","no migration background","15","","","","2"
"Important","1992","Lower Saxony","no migration background","158","0.21810200631177","0.189341907096052","0.246862105527488","2"
"Important","1992","Bremen","no migration background","20","","","","2"
"Important","1992","Schleswig-Holstein","no migration background","52","0.228488635883497","0.174345230534915","0.28263204123208","2"
"Important","1992","Lower Saxony","direct migration background","10","","","","2"
"Important","1992","Lower Saxony","indirect migration background","1","","","","2"
"Important","1992","North Rhine-Westphalia","no migration background","402","0.254470763317737","0.234190783511195","0.27475074312428","2"
"Important","1992","Hesse","no migration background","154","0.267832665063422","0.231948148151779","0.303717181975065","2"
"Important","1992","Bremen","direct migration background","","","","","2"
"Important","1992","Bremen","indirect migration background","","","","","2"
"Important","1992","North Rhine-Westphalia","direct migration background","18","","","","2"
"Important","1992","North Rhine-Westphalia","indirect migration background","3","","","","2"
"Important","1992","Hesse","direct migration background","18","","","","2"
"Important","1992","Hesse","indirect migration background","5","","","","2"
"Important","1992","Rhineland-Palatinate,Saarland","no migration background","157","0.321301720459215","0.281356636439201","0.361246804479228","2"
"Important","1992","Rhineland-Palatinate,Saarland","direct migration background","2","","","","2"
"Important","1992","Rhineland-Palatinate,Saarland","indirect migration background","","","","","2"
"Important","1992","Baden-Württemberg","no migration background","239","0.259250047406957","0.231855346038545","0.286644748775369","2"
"Important","1992","Baden-Württemberg","indirect migration background","5","","","","2"
"Important","1992","Thuringia","indirect migration background","1","","","","2"
"Important","1992","Baden-Württemberg","direct migration background","16","","","","2"
"Important","1992","Bavaria","no migration background","264","0.233813137516045","0.209954988547985","0.257671286484105","2"
"Important","1992","Bavaria","direct migration background","16","","","","2"
"Important","1992","Berlin","direct migration background","10","","","","2"
"Important","1992","Berlin","indirect migration background","1","","","","2"
"Important","1992","Saxony","indirect migration background","1","","","","2"
"Important","1992","Saxony-Anhalt","no migration background","149","0.209338800167933","0.179926804022013","0.238750796313853","2"
"Important","1992","Saxony-Anhalt","direct migration background","7","","","","2"
"Important","1992","Saxony-Anhalt","indirect migration background","1","","","","2"
"Important","1992","Thuringia","no migration background","111","0.175511201746922","0.146222144841453","0.204800258652391","2"
"Important","1992","Thuringia","direct migration background","4","","","","2"
"Important","1992","Bavaria","indirect migration background","4","","","","2"
"Important","1992","Berlin","no migration background","107","0.267507985242704","0.227531237478248","0.307484733007161","2"
"Important","1992","Brandenburg","indirect migration background","1","","","","2"
"Important","1992","Mecklenburg-Western Pomerania","no migration background","76","0.219112936526859","0.178423566929797","0.259802306123922","2"
"Important","1992","Mecklenburg-Western Pomerania","direct migration background","5","","","","2"
"Important","1992","Mecklenburg-Western Pomerania","indirect migration background","","","","","2"
"Important","1992","Saxony","no migration background","193","0.176334124703483","0.153873892212","0.198794357194966","2"
"Important","1992","Saxony","direct migration background","6","","","","2"
"Important","1992","Brandenburg","no migration background","127","0.223554506287756","0.191226051067496","0.255882961508017","2"
"Important","1992","Brandenburg","direct migration background","5","","","","2"
"Less important","1992","Schleswig-Holstein","direct migration background","","","","","3"
"Less important","1992","Schleswig-Holstein","no migration background","4","","","","3"
"Less important","1992","Lower Saxony","no migration background","23","","","","3"
"Less important","1992","Hamburg","direct migration background","","","","","3"
"Less important","1992","Hamburg","indirect migration background","","","","","3"
"Less important","1992","Schleswig-Holstein","indirect migration background","","","","","3"
"Less important","1992","Hamburg","no migration background","3","","","","3"
"Less important","1992","Thuringia","indirect migration background","","","","","3"
"Less important","1992","Lower Saxony","indirect migration background","","","","","3"
"Less important","1992","Bremen","no migration background","1","","","","3"
"Less important","1992","Bremen","direct migration background","","","","","3"
"Less important","1992","Bremen","indirect migration background","","","","","3"
"Less important","1992","North Rhine-Westphalia","no migration background","54","0.036937008686095","0.0281553927352434","0.0457186246369467","3"
"Less important","1992","Mecklenburg-Western Pomerania","indirect migration background","","","","","3"
"Less important","1992","Saxony","indirect migration background","","","","","3"
"Less important","1992","Saxony-Anhalt","no migration background","27","","","","3"
"Less important","1992","Saxony-Anhalt","direct migration background","2","","","","3"
"Less important","1992","Lower Saxony","direct migration background","2","","","","3"
"Less important","1992","Saxony-Anhalt","indirect migration background","","","","","3"
"Less important","1992","Thuringia","no migration background","25","","","","3"
