"plh0109","year","bula_h","sex","n","percent","lower_confidence","upper_confidence","value"
"Less important","1990","Lower Saxony","Male","13","","","","3"
"Less important","1990","Hamburg","Male","6","","","","3"
"Less important","1990","Bremen","Male","","","","","3"
"Less important","1990","Schleswig-Holstein","Female","4","","","","3"
"Less important","1990","Hamburg","Female","5","","","","3"
"Less important","1990","North Rhine-Westphalia","Male","33","0.0431258471380303","0.0299273760251794","0.0563243182508811","3"
"Less important","1990","North Rhine-Westphalia","Female","35","0.0402812873004814","0.0281734376253782","0.0523891369755846","3"
"Less important","1990","Schleswig-Holstein","Male","7","","","","3"
"Less important","1990","Lower Saxony","Female","9","","","","3"
"Less important","1990","Hesse","Male","21","","","","3"
"Less important","1990","Hesse","Female","15","","","","3"
"Less important","1990","Rhineland-Palatinate,Saarland","Male","11","","","","3"
"Less important","1990","Rhineland-Palatinate,Saarland","Female","9","","","","3"
"Less important","1990","Baden-Württemberg","Male","25","","","","3"
"Less important","1990","Baden-Württemberg","Female","20","","","","3"
"Less important","1990","Bavaria","Male","30","0.0564163993895393","0.0382698035958608","0.0745629951832179","3"
"Less important","1990","Bavaria","Female","37","0.0683596569073276","0.0488385402183509","0.0878807735963043","3"
"Less important","1990","Berlin","Male","9","","","","3"
"Less important","1990","Berlin","Female","2","","","","3"
"Less important","1990","Brandenburg","Male","","","","","3"
"Less important","1990","Mecklenburg-Western Pomerania","Female","","","","","3"
"Less important","1990","Mecklenburg-Western Pomerania","Male","","","","","3"
"Less important","1990","Brandenburg","Female","","","","","3"
"Less important","1990","Saxony","Male","","","","","3"
"Less important","1990","Saxony","Female","","","","","3"
"Less important","1990","Saxony-Anhalt","Male","","","","","3"
"Less important","1990","Saxony-Anhalt","Female","","","","","3"
"Less important","1990","Thuringia","Male","","","","","3"
"Less important","1990","Thuringia","Female","","","","","3"
"Quite unimportant","1990","Schleswig-Holstein","Male","1","","","","4"
"Quite unimportant","1990","Schleswig-Holstein","Female","6","","","","4"
"Quite unimportant","1990","Hamburg","Female","3","","","","4"
"Quite unimportant","1990","Lower Saxony","Male","11","","","","4"
"Quite unimportant","1990","Hamburg","Male","2","","","","4"
"Quite unimportant","1990","Lower Saxony","Female","31","0.108249457472916","0.0787456648505488","0.137753250095283","4"
"Quite unimportant","1990","North Rhine-Westphalia","Male","12","","","","4"
"Quite unimportant","1990","Bremen","Male","2","","","","4"
"Quite unimportant","1990","Bremen","Female","6","","","","4"
"Quite unimportant","1990","North Rhine-Westphalia","Female","48","0.078159155745688","0.0616295965753644","0.0946887149160116","4"
"Quite unimportant","1990","Berlin","Female","8","","","","4"
"Quite unimportant","1990","Brandenburg","Male","","","","","4"
"Quite unimportant","1990","Berlin","Male","2","","","","4"
"Quite unimportant","1990","Rhineland-Palatinate,Saarland","Male","6","","","","4"
"Quite unimportant","1990","Brandenburg","Female","","","","","4"
"Quite unimportant","1990","Hesse","Male","4","","","","4"
"Quite unimportant","1990","Hesse","Female","21","","","","4"
"Quite unimportant","1990","Rhineland-Palatinate,Saarland","Female","16","","","","4"
"Quite unimportant","1990","Baden-Württemberg","Male","17","","","","4"
"Quite unimportant","1990","Baden-Württemberg","Female","23","","","","4"
"Quite unimportant","1990","Bavaria","Male","14","","","","4"
"Quite unimportant","1990","Bavaria","Female","28","","","","4"
"Quite unimportant","1990","Mecklenburg-Western Pomerania","Male","","","","","4"
"Quite unimportant","1990","Mecklenburg-Western Pomerania","Female","","","","","4"
"Quite unimportant","1990","Saxony","Male","","","","","4"
"Quite unimportant","1990","Saxony","Female","","","","","4"
"Quite unimportant","1990","Saxony-Anhalt","Male","","","","","4"
"Quite unimportant","1990","Saxony-Anhalt","Female","","","","","4"
"Quite unimportant","1990","Thuringia","Male","","","","","4"
"Quite unimportant","1990","Thuringia","Female","","","","","4"
"Very important","1990","Schleswig-Holstein","Male","87","0.690305621270405","0.608594174233322","0.772017068307488","1"
"Very important","1990","Schleswig-Holstein","Female","92","0.664388309099233","0.583216365261957","0.74556025293651","1"
"Very important","1990","Hamburg","Male","39","0.586521279517165","0.46394096967424","0.709101589360091","1"
"Very important","1990","Hamburg","Female","44","0.646110670485016","0.530748527768789","0.761472813201243","1"
"Very important","1990","Lower Saxony","Male","273","0.641899938786959","0.595435328196535","0.688364549377383","1"
"Very important","1990","Lower Saxony","Female","294","0.625513553766108","0.579553587030084","0.671473520502132","1"
"Very important","1990","Bremen","Male","30","0.794951353460891","0.664860740790737","0.925041966131045","1"
"Very important","1990","Bremen","Female","33","0.615477294446645","0.4792647631413","0.75168982575199","1"
"Very important","1990","North Rhine-Westphalia","Male","638","0.684788237661497","0.654602155594531","0.714974319728464","1"
"Very important","1990","North Rhine-Westphalia","Female","708","0.650287637822339","0.620921176987866","0.679654098656812","1"
"Very important","1990","Hesse","Male","205","0.613988137628404","0.560896374800732","0.667079900456075","1"
"Very important","1990","Hesse","Female","222","0.606218756527451","0.55389873846796","0.658538774586943","1"
"Very important","1990","Rhineland-Palatinate,Saarland","Male","172","0.600821062031997","0.541634024860704","0.66000809920329","1"
"Very important","1990","Rhineland-Palatinate,Saarland","Female","192","0.609999974602658","0.553959884788785","0.666040064416531","1"
"Very important","1990","Baden-Württemberg","Male","373","0.656924579574203","0.617285382435702","0.696563776712704","1"
"Very important","1990","Baden-Württemberg","Female","412","0.634519671211297","0.595694900524442","0.673344441898152","1"
"Very important","1990","Bavaria","Male","393","0.608975212238199","0.570595276508283","0.647355147968115","1"
"Very important","1990","Bavaria","Female","407","0.574689581415041","0.536446731449532","0.612932431380551","1"
"Very important","1990","Berlin","Male","62","0.510241611309365","0.415962584329928","0.604520638288802","1"
"Very important","1990","Berlin","Female","78","0.554477064503279","0.468035412723854","0.640918716282704","1"
"Very important","1990","Brandenburg","Male","","","","","1"
"Very important","1990","Brandenburg","Female","","","","","1"
"Very important","1990","Mecklenburg-Western Pomerania","Male","","","","","1"
"Very important","1990","Mecklenburg-Western Pomerania","Female","","","","","1"
"Very important","1990","Saxony","Male","","","","","1"
"Very important","1990","Saxony","Female","","","","","1"
"Very important","1990","Saxony-Anhalt","Male","","","","","1"
"Very important","1990","Saxony-Anhalt","Female","","","","","1"
"Very important","1990","Thuringia","Male","","","","","1"
"Very important","1990","Thuringia","Female","","","","","1"
"Important","1991","Bremen","Male","","","","","2"
"Important","1991","Hamburg","Female","","","","","2"
"Important","1991","Schleswig-Holstein","Male","","","","","2"
"Important","1991","Bremen","Female","","","","","2"
"Important","1991","Lower Saxony","Male","","","","","2"
"Important","1991","Lower Saxony","Female","","","","","2"
"Important","1991","North Rhine-Westphalia","Male","","","","","2"
"Important","1991","Hamburg","Male","","","","","2"
"Important","1991","North Rhine-Westphalia","Female","","","","","2"
"Important","1991","Schleswig-Holstein","Female","","","","","2"
"Important","1991","Bavaria","Male","","","","","2"
"Important","1991","Hesse","Male","","","","","2"
"Important","1991","Rhineland-Palatinate,Saarland","Male","","","","","2"
"Important","1991","Rhineland-Palatinate,Saarland","Female","","","","","2"
"Important","1991","Baden-Württemberg","Female","","","","","2"
"Important","1991","Hesse","Female","","","","","2"
"Important","1991","Baden-Württemberg","Male","","","","","2"
"Important","1991","Berlin","Male","","","","","2"
"Important","1991","Bavaria","Female","","","","","2"
"Important","1991","Brandenburg","Female","","","","","2"
"Important","1991","Brandenburg","Male","","","","","2"
"Important","1991","Berlin","Female","","","","","2"
"Important","1991","Mecklenburg-Western Pomerania","Female","","","","","2"
"Important","1991","Saxony","Male","","","","","2"
"Important","1991","Mecklenburg-Western Pomerania","Male","","","","","2"
"Important","1991","Saxony","Female","","","","","2"
"Important","1991","Saxony-Anhalt","Male","","","","","2"
"Important","1991","Thuringia","Male","","","","","2"
"Important","1991","Thuringia","Female","","","","","2"
"Important","1991","Saxony-Anhalt","Female","","","","","2"
"Less important","1991","Hamburg","Male","","","","","3"
"Less important","1991","Schleswig-Holstein","Female","","","","","3"
"Less important","1991","Hamburg","Female","","","","","3"
"Less important","1991","Schleswig-Holstein","Male","","","","","3"
"Less important","1991","Lower Saxony","Female","","","","","3"
"Less important","1991","Bremen","Male","","","","","3"
"Less important","1991","Bremen","Female","","","","","3"
"Less important","1991","Lower Saxony","Male","","","","","3"
"Less important","1991","North Rhine-Westphalia","Male","","","","","3"
"Less important","1991","North Rhine-Westphalia","Female","","","","","3"
"Less important","1991","Hesse","Male","","","","","3"
"Less important","1991","Hesse","Female","","","","","3"
"Less important","1991","Rhineland-Palatinate,Saarland","Male","","","","","3"
"Less important","1991","Baden-Württemberg","Female","","","","","3"
"Less important","1991","Rhineland-Palatinate,Saarland","Female","","","","","3"
"Less important","1991","Baden-Württemberg","Male","","","","","3"
"Less important","1991","Bavaria","Male","","","","","3"
"Less important","1991","Bavaria","Female","","","","","3"
"Less important","1991","Berlin","Male","","","","","3"
"Less important","1991","Berlin","Female","","","","","3"
"Less important","1991","Brandenburg","Male","","","","","3"
"Less important","1991","Mecklenburg-Western Pomerania","Male","","","","","3"
"Less important","1991","Mecklenburg-Western Pomerania","Female","","","","","3"
"Less important","1991","Brandenburg","Female","","","","","3"
"Less important","1991","Saxony","Male","","","","","3"
"Less important","1991","Saxony","Female","","","","","3"
"Less important","1991","Saxony-Anhalt","Male","","","","","3"
"Less important","1991","Saxony-Anhalt","Female","","","","","3"
"Less important","1991","Thuringia","Male","","","","","3"
"Less important","1991","Thuringia","Female","","","","","3"
"Quite unimportant","1991","Schleswig-Holstein","Male","","","","","4"
"Quite unimportant","1991","Schleswig-Holstein","Female","","","","","4"
"Quite unimportant","1991","Lower Saxony","Male","","","","","4"
"Quite unimportant","1991","Hamburg","Male","","","","","4"
"Quite unimportant","1991","Hamburg","Female","","","","","4"
"Quite unimportant","1991","Lower Saxony","Female","","","","","4"
"Quite unimportant","1991","Bremen","Female","","","","","4"
"Quite unimportant","1991","North Rhine-Westphalia","Male","","","","","4"
"Quite unimportant","1991","Bremen","Male","","","","","4"
"Quite unimportant","1991","North Rhine-Westphalia","Female","","","","","4"
"Quite unimportant","1991","Brandenburg","Male","","","","","4"
"Quite unimportant","1991","Berlin","Male","","","","","4"
"Quite unimportant","1991","Berlin","Female","","","","","4"
"Quite unimportant","1991","Brandenburg","Female","","","","","4"
"Quite unimportant","1991","Rhineland-Palatinate,Saarland","Male","","","","","4"
"Quite unimportant","1991","Rhineland-Palatinate,Saarland","Female","","","","","4"
"Quite unimportant","1991","Hesse","Female","","","","","4"
"Quite unimportant","1991","Hesse","Male","","","","","4"
"Quite unimportant","1991","Baden-Württemberg","Male","","","","","4"
"Quite unimportant","1991","Baden-Württemberg","Female","","","","","4"
"Quite unimportant","1991","Bavaria","Male","","","","","4"
"Quite unimportant","1991","Bavaria","Female","","","","","4"
"Quite unimportant","1991","Mecklenburg-Western Pomerania","Male","","","","","4"
"Quite unimportant","1991","Mecklenburg-Western Pomerania","Female","","","","","4"
"Quite unimportant","1991","Saxony","Male","","","","","4"
"Quite unimportant","1991","Saxony","Female","","","","","4"
"Quite unimportant","1991","Saxony-Anhalt","Male","","","","","4"
"Quite unimportant","1991","Saxony-Anhalt","Female","","","","","4"
"Quite unimportant","1991","Thuringia","Male","","","","","4"
"Quite unimportant","1991","Thuringia","Female","","","","","4"
"Very important","1991","Schleswig-Holstein","Male","","","","","1"
"Very important","1991","Schleswig-Holstein","Female","","","","","1"
"Very important","1991","Hamburg","Male","","","","","1"
"Very important","1991","Hamburg","Female","","","","","1"
"Very important","1991","Lower Saxony","Male","","","","","1"
"Very important","1991","Lower Saxony","Female","","","","","1"
"Very important","1991","Bremen","Male","","","","","1"
"Very important","1991","Bremen","Female","","","","","1"
"Very important","1991","North Rhine-Westphalia","Male","","","","","1"
"Very important","1991","North Rhine-Westphalia","Female","","","","","1"
"Very important","1991","Hesse","Male","","","","","1"
"Very important","1991","Hesse","Female","","","","","1"
"Very important","1991","Rhineland-Palatinate,Saarland","Male","","","","","1"
"Very important","1991","Rhineland-Palatinate,Saarland","Female","","","","","1"
"Very important","1991","Baden-Württemberg","Male","","","","","1"
"Very important","1991","Baden-Württemberg","Female","","","","","1"
"Very important","1991","Bavaria","Male","","","","","1"
"Very important","1991","Bavaria","Female","","","","","1"
"Very important","1991","Berlin","Male","","","","","1"
"Very important","1991","Berlin","Female","","","","","1"
"Very important","1991","Brandenburg","Male","","","","","1"
"Very important","1991","Brandenburg","Female","","","","","1"
"Very important","1991","Mecklenburg-Western Pomerania","Male","","","","","1"
"Very important","1991","Mecklenburg-Western Pomerania","Female","","","","","1"
"Very important","1991","Saxony","Male","","","","","1"
"Very important","1991","Saxony","Female","","","","","1"
"Very important","1991","Saxony-Anhalt","Male","","","","","1"
"Very important","1991","Saxony-Anhalt","Female","","","","","1"
"Very important","1991","Thuringia","Male","","","","","1"
"Very important","1991","Thuringia","Female","","","","","1"
"Important","1992","Hamburg","Male","8","","","","2"
"Important","1992","Lower Saxony","Female","78","0.2119760908083","0.173119314908717","0.250832866707882","2"
"Important","1992","Bremen","Male","8","","","","2"
"Important","1992","Hamburg","Female","7","","","","2"
"Important","1992","Lower Saxony","Male","91","0.235948109608163","0.194749013503755","0.277147205712571","2"
"Important","1992","Bremen","Female","12","","","","2"
"Important","1992","North Rhine-Westphalia","Male","207","0.25035047658462","0.221824890515048","0.278876062654192","2"
"Important","1992","Schleswig-Holstein","Male","28","","","","2"
"Important","1992","Schleswig-Holstein","Female","26","","","","2"
"Important","1992","North Rhine-Westphalia","Female","216","0.247289938697173","0.220589726766434","0.273990150627913","2"
"Important","1992","Hesse","Female","83","0.241338502830877","0.195922570878849","0.286754434782905","2"
"Important","1992","Rhineland-Palatinate,Saarland","Male","76","0.321047716612515","0.263744048856819","0.378351384368212","2"
"Important","1992","Baden-Württemberg","Female","124","0.236198543465513","0.201808863700713","0.270588223230314","2"
"Important","1992","Bavaria","Male","161","0.266744176760447","0.23253396118313","0.300954392337764","2"
"Important","1992","Hesse","Male","94","0.301703692319514","0.250935295139246","0.352472089499782","2"
"Important","1992","Rhineland-Palatinate,Saarland","Female","83","0.312630016286116","0.259091976585682","0.366168055986551","2"
"Important","1992","Baden-Württemberg","Male","136","0.276289164769218","0.237855580919987","0.314722748618449","2"
"Important","1992","Bavaria","Female","123","0.198114257800596","0.167729101619138","0.228499413982053","2"
"Important","1992","Berlin","Male","64","0.314608241567515","0.255111298974559","0.374105184160471","2"
"Important","1992","Brandenburg","Male","73","0.27126925408458","0.222401951827501","0.32013655634166","2"
"Important","1992","Berlin","Female","54","0.240384832896029","0.18912905780369","0.291640607988368","2"
"Important","1992","Brandenburg","Female","60","0.179823438616083","0.139002267635447","0.220644609596719","2"
"Important","1992","Mecklenburg-Western Pomerania","Male","49","0.252214019461707","0.192909505365244","0.311518533558169","2"
"Important","1992","Mecklenburg-Western Pomerania","Female","32","0.202103595988408","0.147399078391142","0.256808113585674","2"
"Important","1992","Saxony","Male","102","0.189037955955285","0.155922120305135","0.222153791605435","2"
"Important","1992","Saxony","Female","98","0.164247511925756","0.134893962824741","0.193601061026771","2"
"Important","1992","Saxony-Anhalt","Male","77","0.223552632055912","0.180869777840616","0.266235486271207","2"
"Important","1992","Saxony-Anhalt","Female","80","0.193507500393992","0.154985708885494","0.23202929190249","2"
"Important","1992","Thuringia","Male","59","0.186729209133826","0.144296642475694","0.229161775791959","2"
"Important","1992","Thuringia","Female","57","0.161345714808783","0.122863085646829","0.199828343970737","2"
"Less important","1992","Schleswig-Holstein","Male","1","","","","3"
"Less important","1992","Schleswig-Holstein","Female","3","","","","3"
"Less important","1992","Hamburg","Male","2","","","","3"
"Less important","1992","Lower Saxony","Female","9","","","","3"
"Less important","1992","Bremen","Male","1","","","","3"
"Less important","1992","Bremen","Female","","","","","3"
"Less important","1992","Hamburg","Female","1","","","","3"
"Less important","1992","Lower Saxony","Male","16","","","","3"
"Less important","1992","North Rhine-Westphalia","Male","26","","","","3"
"Less important","1992","Hesse","Male","14","","","","3"
"Less important","1992","North Rhine-Westphalia","Female","33","0.0430307763405656","0.0304723217163198","0.0555892309648114","3"
"Less important","1992","Rhineland-Palatinate,Saarland","Male","14","","","","3"
"Less important","1992","Hesse","Female","8","","","","3"
"Less important","1992","Baden-Württemberg","Female","24","","","","3"
"Less important","1992","Baden-Württemberg","Male","16","","","","3"
"Less important","1992","Rhineland-Palatinate,Saarland","Female","10","","","","3"
"Less important","1992","Berlin","Male","6","","","","3"
"Less important","1992","Bavaria","Male","23","","","","3"
"Less important","1992","Bavaria","Female","26","","","","3"
"Less important","1992","Berlin","Female","8","","","","3"
"Less important","1992","Brandenburg","Male","11","","","","3"
"Less important","1992","Brandenburg","Female","21","","","","3"
"Less important","1992","Mecklenburg-Western Pomerania","Male","8","","","","3"
"Less important","1992","Mecklenburg-Western Pomerania","Female","6","","","","3"
"Less important","1992","Saxony","Male","18","","","","3"
"Less important","1992","Saxony","Female","23","","","","3"
"Less important","1992","Saxony-Anhalt","Male","15","","","","3"
"Less important","1992","Thuringia","Male","15","","","","3"
"Less important","1992","Saxony-Anhalt","Female","14","","","","3"
"Less important","1992","Thuringia","Female","10","","","","3"
"Quite unimportant","1992","Hamburg","Male","4","","","","4"
"Quite unimportant","1992","Schleswig-Holstein","Male","3","","","","4"
"Quite unimportant","1992","Schleswig-Holstein","Female","5","","","","4"
"Quite unimportant","1992","Lower Saxony","Female","26","","","","4"
"Quite unimportant","1992","Hamburg","Female","8","","","","4"
"Quite unimportant","1992","Lower Saxony","Male","10","","","","4"
"Quite unimportant","1992","Bremen","Male","2","","","","4"
"Quite unimportant","1992","North Rhine-Westphalia","Male","15","","","","4"
"Quite unimportant","1992","North Rhine-Westphalia","Female","41","0.0655193717612847","0.0502061124014305","0.0808326311211389","4"
"Quite unimportant","1992","Bremen","Female","3","","","","4"
"Quite unimportant","1992","Brandenburg","Female","20","","","","4"
"Quite unimportant","1992","Brandenburg","Male","3","","","","4"
"Quite unimportant","1992","Hesse","Male","5","","","","4"
"Quite unimportant","1992","Hesse","Female","17","","","","4"
"Quite unimportant","1992","Rhineland-Palatinate,Saarland","Male","6","","","","4"
"Quite unimportant","1992","Rhineland-Palatinate,Saarland","Female","10","","","","4"
"Quite unimportant","1992","Baden-Württemberg","Male","14","","","","4"
"Quite unimportant","1992","Baden-Württemberg","Female","20","","","","4"
"Quite unimportant","1992","Bavaria","Male","17","","","","4"
"Quite unimportant","1992","Bavaria","Female","37","0.0869527206252482","0.0654726560746884","0.108432785175808","4"
"Quite unimportant","1992","Mecklenburg-Western Pomerania","Male","3","","","","4"
"Quite unimportant","1992","Mecklenburg-Western Pomerania","Female","7","","","","4"
"Quite unimportant","1992","Saxony","Male","10","","","","4"
"Quite unimportant","1992","Saxony","Female","45","0.125440866402709","0.0991994971563347","0.151682235649083","4"
"Quite unimportant","1992","Berlin","Male","4","","","","4"
"Quite unimportant","1992","Berlin","Female","14","","","","4"
"Quite unimportant","1992","Saxony-Anhalt","Male","10","","","","4"
"Quite unimportant","1992","Saxony-Anhalt","Female","25","","","","4"
"Quite unimportant","1992","Thuringia","Male","4","","","","4"
"Quite unimportant","1992","Thuringia","Female","25","","","","4"
"Very important","1992","Schleswig-Holstein","Male","79","0.699361147763837","0.614059012014041","0.784663283513632","1"
"Very important","1992","Schleswig-Holstein","Female","94","0.706887053662462","0.628030894415847","0.785743212909076","1"
"Very important","1992","Hamburg","Male","35","0.665238001204302","0.533106413925815","0.797369588482789","1"
"Very important","1992","Hamburg","Female","48","0.687940206029329","0.574425439877721","0.801454972180937","1"
"Very important","1992","Lower Saxony","Male","291","0.683440472574786","0.638307280459068","0.728573664690505","1"
"Very important","1992","Lower Saxony","Female","312","0.665499040748707","0.620642474374739","0.710355607122675","1"
"Very important","1992","Bremen","Male","29","","","","1"
"Very important","1992","Bremen","Female","32","0.622498669706545","0.483910034134704","0.761087305278386","1"
"Very important","1992","North Rhine-Westphalia","Male","638","0.699519461869249","0.669331116827318","0.72970780691118","1"
"Very important","1992","North Rhine-Westphalia","Female","713","0.644159913200976","0.614530577975191","0.673789248426762","1"
"Very important","1992","Hesse","Male","201","0.6316986140179","0.578347940609756","0.685049287426044","1"
"Very important","1992","Hesse","Female","233","0.636961532896066","0.585922336647612","0.68800072914452","1"
"Very important","1992","Rhineland-Palatinate,Saarland","Male","159","0.593873188810649","0.533595625086513","0.654150752534786","1"
"Very important","1992","Rhineland-Palatinate,Saarland","Female","185","0.611634886285353","0.555346593481433","0.667923179089273","1"
"Very important","1992","Baden-Württemberg","Male","354","0.652565449078728","0.611639858087797","0.693491040069659","1"
"Very important","1992","Baden-Württemberg","Female","418","0.643999807769147","0.605232354851784","0.68276726068651","1"
"Very important","1992","Bavaria","Male","441","0.656664732490299","0.619935518760971","0.693393946219627","1"
"Very important","1992","Bavaria","Female","475","0.659008243539909","0.622870192671592","0.695146294408225","1"
"Very important","1992","Berlin","Male","160","0.627675813091858","0.565736200582158","0.689615425601557","1"
"Very important","1992","Berlin","Female","191","0.63871016923643","0.581090303153902","0.696330035318958","1"
"Very important","1992","Brandenburg","Male","231","0.669515301345328","0.617815310902631","0.721215291788025","1"
"Very important","1992","Brandenburg","Female","239","0.639844481012798","0.588818556318244","0.690870405707352","1"
"Very important","1992","Mecklenburg-Western Pomerania","Male","146","0.67970433664867","0.615988112629684","0.743420560667656","1"
"Very important","1992","Mecklenburg-Western Pomerania","Female","162","0.706233467457821","0.644183976350806","0.768282958564835","1"
"Very important","1992","Saxony","Male","407","0.743334700125197","0.706391311331562","0.780278088918832","1"
"Very important","1992","Saxony","Female","446","0.662580372936789","0.625119591378303","0.700041154495275","1"
"Very important","1992","Saxony-Anhalt","Male","264","0.686674142443308","0.639153641111149","0.734194643775467","1"
"Very important","1992","Saxony-Anhalt","Female","285","0.653004021888842","0.606586969609189","0.699421074168495","1"
"Very important","1992","Thuringia","Male","246","0.735037400967753","0.68698417014676","0.783090631788745","1"
"Very important","1992","Thuringia","Female","259","0.679598611485879","0.630781961940767","0.728415261030991","1"
"Important","1993","Lower Saxony","Female","","","","","2"
"Important","1993","Schleswig-Holstein","Female","","","","","2"
"Important","1993","Hamburg","Male","","","","","2"
"Important","1993","Lower Saxony","Male","","","","","2"
"Important","1993","Hamburg","Female","","","","","2"
"Important","1993","Bremen","Male","","","","","2"
"Important","1993","Bremen","Female","","","","","2"
"Important","1993","North Rhine-Westphalia","Male","","","","","2"
"Important","1993","Schleswig-Holstein","Male","","","","","2"
"Important","1993","Hesse","Female","","","","","2"
"Important","1993","North Rhine-Westphalia","Female","","","","","2"
"Important","1993","Hesse","Male","","","","","2"
"Important","1993","Baden-Württemberg","Male","","","","","2"
"Important","1993","Baden-Württemberg","Female","","","","","2"
"Important","1993","Rhineland-Palatinate,Saarland","Male","","","","","2"
"Important","1993","Bavaria","Male","","","","","2"
"Important","1993","Rhineland-Palatinate,Saarland","Female","","","","","2"
"Important","1993","Bavaria","Female","","","","","2"
"Important","1993","Berlin","Male","","","","","2"
"Important","1993","Berlin","Female","","","","","2"
"Important","1993","Brandenburg","Male","","","","","2"
"Important","1993","Brandenburg","Female","","","","","2"
"Important","1993","Mecklenburg-Western Pomerania","Male","","","","","2"
"Important","1993","Mecklenburg-Western Pomerania","Female","","","","","2"
"Important","1993","Saxony","Male","","","","","2"
"Important","1993","Saxony","Female","","","","","2"
"Important","1993","Saxony-Anhalt","Male","","","","","2"
"Important","1993","Thuringia","Female","","","","","2"
"Important","1993","Saxony-Anhalt","Female","","","","","2"
"Important","1993","Thuringia","Male","","","","","2"
"Less important","1993","Schleswig-Holstein","Male","","","","","3"
"Less important","1993","Hamburg","Male","","","","","3"
"Less important","1993","Bremen","Female","","","","","3"
"Less important","1993","Schleswig-Holstein","Female","","","","","3"
"Less important","1993","Lower Saxony","Male","","","","","3"
"Less important","1993","Lower Saxony","Female","","","","","3"
"Less important","1993","Bremen","Male","","","","","3"
"Less important","1993","Hamburg","Female","","","","","3"
"Less important","1993","North Rhine-Westphalia","Female","","","","","3"
"Less important","1993","Hesse","Male","","","","","3"
"Less important","1993","North Rhine-Westphalia","Male","","","","","3"
"Less important","1993","Rhineland-Palatinate,Saarland","Male","","","","","3"
"Less important","1993","Hesse","Female","","","","","3"
"Less important","1993","Baden-Württemberg","Male","","","","","3"
"Less important","1993","Baden-Württemberg","Female","","","","","3"
"Less important","1993","Rhineland-Palatinate,Saarland","Female","","","","","3"
"Less important","1993","Bavaria","Female","","","","","3"
"Less important","1993","Berlin","Male","","","","","3"
"Less important","1993","Bavaria","Male","","","","","3"
"Less important","1993","Brandenburg","Male","","","","","3"
"Less important","1993","Berlin","Female","","","","","3"
"Less important","1993","Brandenburg","Female","","","","","3"
"Less important","1993","Mecklenburg-Western Pomerania","Male","","","","","3"
"Less important","1993","Mecklenburg-Western Pomerania","Female","","","","","3"
"Less important","1993","Saxony","Male","","","","","3"
"Less important","1993","Saxony","Female","","","","","3"
"Less important","1993","Saxony-Anhalt","Male","","","","","3"
"Less important","1993","Saxony-Anhalt","Female","","","","","3"
"Less important","1993","Thuringia","Male","","","","","3"
"Less important","1993","Thuringia","Female","","","","","3"
"Quite unimportant","1993","Hamburg","Male","","","","","4"
"Quite unimportant","1993","Schleswig-Holstein","Male","","","","","4"
"Quite unimportant","1993","Schleswig-Holstein","Female","","","","","4"
"Quite unimportant","1993","Lower Saxony","Male","","","","","4"
"Quite unimportant","1993","Lower Saxony","Female","","","","","4"
"Quite unimportant","1993","Hamburg","Female","","","","","4"
"Quite unimportant","1993","Bremen","Male","","","","","4"
