"plh0109","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Quite unimportant","1994","no migration background","East Germany","","","",""
"Quite unimportant","1994","direct migration background","West Germany","","","",""
"Quite unimportant","1994","direct migration background","East Germany","","","",""
"Quite unimportant","1994","indirect migration background","West Germany","","","",""
"Quite unimportant","1994","indirect migration background","East Germany","","","",""
"Very important","1995","no migration background","West Germany","4519","0.664760376748915","0.65319567566223","0.676325077835601"
"Very important","1995","no migration background","East Germany","2515","0.681941654052958","0.666503712712925","0.697379595392992"
"Very important","1995","direct migration background","West Germany","721","0.695754041959125","0.667223788850494","0.724284295067756"
"Very important","1995","direct migration background","East Germany","90","0.617624495819883","0.536544104639685","0.698704887000081"
"Very important","1995","indirect migration background","West Germany","82","0.628551595694725","0.543504994217434","0.713598197172016"
"Very important","1995","indirect migration background","East Germany","10","","",""
"Important","1995","no migration background","West Germany","1449","0.240373424310373","0.22990533359058","0.250841515030166"
"Important","1995","no migration background","East Germany","731","0.213254635717569","0.19967685734004","0.226832414095098"
"Important","1995","direct migration background","West Germany","214","0.222819864335946","0.197014906992375","0.248624821679517"
"Important","1995","direct migration background","East Germany","34","0.24615041549851","0.174279829762526","0.318021001234494"
"Important","1995","indirect migration background","West Germany","30","0.258747544296411","0.181664574342871","0.33583051424995"
"Important","1995","indirect migration background","East Germany","3","","",""
"Less important","1995","no migration background","West Germany","237","0.0488991990235938","0.043616105195945","0.0541822928512426"
"Less important","1995","no migration background","East Germany","127","0.0455607603040866","0.0386483102948448","0.0524732103133285"
"Less important","1995","direct migration background","West Germany","36","0.0365751377045128","0.0249347550623216","0.048215520346704"
"Less important","1995","direct migration background","East Germany","7","","",""
"Less important","1995","indirect migration background","West Germany","9","","",""
"Less important","1995","indirect migration background","East Germany","3","","",""
"Quite unimportant","1995","no migration background","West Germany","196","0.0459669999171178","0.040836863000116","0.0510971368341196"
"Quite unimportant","1995","no migration background","East Germany","123","0.0592429499253861","0.0514173172723114","0.0670685825784608"
"Quite unimportant","1995","direct migration background","West Germany","28","","",""
"Quite unimportant","1995","direct migration background","East Germany","7","","",""
"Quite unimportant","1995","indirect migration background","West Germany","3","","",""
"Quite unimportant","1995","indirect migration background","East Germany","","","",""
"Very important","1996","no migration background","West Germany","","","",""
"Very important","1996","no migration background","East Germany","","","",""
"Very important","1996","direct migration background","West Germany","","","",""
"Very important","1996","direct migration background","East Germany","","","",""
"Very important","1996","indirect migration background","West Germany","","","",""
"Very important","1996","indirect migration background","East Germany","","","",""
"Important","1996","no migration background","West Germany","","","",""
"Important","1996","no migration background","East Germany","","","",""
"Important","1996","direct migration background","West Germany","","","",""
"Important","1996","direct migration background","East Germany","","","",""
"Important","1996","indirect migration background","West Germany","","","",""
"Important","1996","indirect migration background","East Germany","","","",""
"Less important","1996","no migration background","West Germany","","","",""
"Less important","1996","no migration background","East Germany","","","",""
"Less important","1996","direct migration background","West Germany","","","",""
"Less important","1996","direct migration background","East Germany","","","",""
"Less important","1996","indirect migration background","West Germany","","","",""
"Less important","1996","indirect migration background","East Germany","","","",""
"Quite unimportant","1996","no migration background","West Germany","","","",""
"Quite unimportant","1996","no migration background","East Germany","","","",""
"Quite unimportant","1996","direct migration background","West Germany","","","",""
"Quite unimportant","1996","direct migration background","East Germany","","","",""
"Quite unimportant","1996","indirect migration background","West Germany","","","",""
"Quite unimportant","1996","indirect migration background","East Germany","","","",""
"Very important","1997","no migration background","West Germany","","","",""
"Very important","1997","no migration background","East Germany","","","",""
"Very important","1997","direct migration background","West Germany","","","",""
"Very important","1997","direct migration background","East Germany","","","",""
"Very important","1997","indirect migration background","West Germany","","","",""
"Very important","1997","indirect migration background","East Germany","","","",""
"Important","1997","no migration background","West Germany","","","",""
"Important","1997","no migration background","East Germany","","","",""
"Important","1997","direct migration background","West Germany","","","",""
"Important","1997","direct migration background","East Germany","","","",""
"Important","1997","indirect migration background","West Germany","","","",""
"Important","1997","indirect migration background","East Germany","","","",""
"Less important","1997","no migration background","West Germany","","","",""
"Less important","1997","no migration background","East Germany","","","",""
"Less important","1997","direct migration background","West Germany","","","",""
"Less important","1997","direct migration background","East Germany","","","",""
"Less important","1997","indirect migration background","West Germany","","","",""
"Less important","1997","indirect migration background","East Germany","","","",""
"Quite unimportant","1997","no migration background","West Germany","","","",""
"Quite unimportant","1997","no migration background","East Germany","","","",""
"Quite unimportant","1997","direct migration background","West Germany","","","",""
"Quite unimportant","1997","direct migration background","East Germany","","","",""
"Quite unimportant","1997","indirect migration background","West Germany","","","",""
"Quite unimportant","1997","indirect migration background","East Germany","","","",""
"Very important","1998","no migration background","West Germany","","","",""
"Very important","1998","no migration background","East Germany","","","",""
"Very important","1998","direct migration background","West Germany","","","",""
"Very important","1998","direct migration background","East Germany","","","",""
"Very important","1998","indirect migration background","West Germany","","","",""
"Very important","1998","indirect migration background","East Germany","","","",""
"Important","1998","no migration background","West Germany","","","",""
"Important","1998","no migration background","East Germany","","","",""
"Important","1998","direct migration background","West Germany","","","",""
"Important","1998","direct migration background","East Germany","","","",""
"Important","1998","indirect migration background","West Germany","","","",""
"Important","1998","indirect migration background","East Germany","","","",""
"Less important","1998","no migration background","West Germany","","","",""
"Less important","1998","no migration background","East Germany","","","",""
"Less important","1998","direct migration background","West Germany","","","",""
"Less important","1998","direct migration background","East Germany","","","",""
"Less important","1998","indirect migration background","West Germany","","","",""
"Less important","1998","indirect migration background","East Germany","","","",""
"Quite unimportant","1998","no migration background","West Germany","","","",""
"Quite unimportant","1998","no migration background","East Germany","","","",""
"Quite unimportant","1998","direct migration background","West Germany","","","",""
"Quite unimportant","1998","direct migration background","East Germany","","","",""
"Quite unimportant","1998","indirect migration background","West Germany","","","",""
"Quite unimportant","1998","indirect migration background","East Germany","","","",""
"Very important","1999","no migration background","West Germany","","","",""
"Very important","1999","no migration background","East Germany","","","",""
"Very important","1999","direct migration background","West Germany","","","",""
"Very important","1999","direct migration background","East Germany","","","",""
"Very important","1999","indirect migration background","West Germany","","","",""
"Very important","1999","indirect migration background","East Germany","","","",""
"Important","1999","no migration background","West Germany","","","",""
"Important","1999","no migration background","East Germany","","","",""
"Important","1999","direct migration background","West Germany","","","",""
"Important","1999","direct migration background","East Germany","","","",""
"Important","1999","indirect migration background","West Germany","","","",""
"Important","1999","indirect migration background","East Germany","","","",""
"Less important","1999","no migration background","West Germany","","","",""
"Less important","1999","no migration background","East Germany","","","",""
"Less important","1999","direct migration background","West Germany","","","",""
"Less important","1999","direct migration background","East Germany","","","",""
"Less important","1999","indirect migration background","West Germany","","","",""
"Less important","1999","indirect migration background","East Germany","","","",""
"Quite unimportant","1999","no migration background","West Germany","","","",""
"Quite unimportant","1999","no migration background","East Germany","","","",""
"Quite unimportant","1999","direct migration background","West Germany","","","",""
"Quite unimportant","1999","direct migration background","East Germany","","","",""
"Quite unimportant","1999","indirect migration background","West Germany","","","",""
"Quite unimportant","1999","indirect migration background","East Germany","","","",""
"Very important","2000","no migration background","West Germany","","","",""
"Very important","2000","no migration background","East Germany","","","",""
"Very important","2000","direct migration background","West Germany","","","",""
"Very important","2000","direct migration background","East Germany","","","",""
"Very important","2000","indirect migration background","West Germany","","","",""
"Very important","2000","indirect migration background","East Germany","","","",""
"Important","2000","no migration background","West Germany","","","",""
"Important","2000","no migration background","East Germany","","","",""
"Important","2000","direct migration background","West Germany","","","",""
"Important","2000","direct migration background","East Germany","","","",""
"Important","2000","indirect migration background","West Germany","","","",""
"Important","2000","indirect migration background","East Germany","","","",""
"Less important","2000","no migration background","West Germany","","","",""
"Less important","2000","no migration background","East Germany","","","",""
"Less important","2000","direct migration background","West Germany","","","",""
"Less important","2000","direct migration background","East Germany","","","",""
"Less important","2000","indirect migration background","West Germany","","","",""
"Less important","2000","indirect migration background","East Germany","","","",""
"Quite unimportant","2000","no migration background","West Germany","","","",""
"Quite unimportant","2000","no migration background","East Germany","","","",""
"Quite unimportant","2000","direct migration background","West Germany","","","",""
"Quite unimportant","2000","direct migration background","East Germany","","","",""
"Quite unimportant","2000","indirect migration background","West Germany","","","",""
"Quite unimportant","2000","indirect migration background","East Germany","","","",""
"Very important","2001","no migration background","West Germany","","","",""
"Very important","2001","no migration background","East Germany","","","",""
"Very important","2001","direct migration background","West Germany","","","",""
"Very important","2001","direct migration background","East Germany","","","",""
"Very important","2001","indirect migration background","West Germany","","","",""
"Very important","2001","indirect migration background","East Germany","","","",""
"Important","2001","no migration background","West Germany","","","",""
"Important","2001","no migration background","East Germany","","","",""
"Important","2001","direct migration background","West Germany","","","",""
"Important","2001","direct migration background","East Germany","","","",""
"Important","2001","indirect migration background","West Germany","","","",""
"Important","2001","indirect migration background","East Germany","","","",""
"Less important","2001","no migration background","West Germany","","","",""
"Less important","2001","no migration background","East Germany","","","",""
"Less important","2001","direct migration background","West Germany","","","",""
"Less important","2001","direct migration background","East Germany","","","",""
"Less important","2001","indirect migration background","West Germany","","","",""
"Less important","2001","indirect migration background","East Germany","","","",""
"Quite unimportant","2001","no migration background","West Germany","","","",""
"Quite unimportant","2001","no migration background","East Germany","","","",""
"Quite unimportant","2001","direct migration background","West Germany","","","",""
"Quite unimportant","2001","direct migration background","East Germany","","","",""
"Quite unimportant","2001","indirect migration background","West Germany","","","",""
"Quite unimportant","2001","indirect migration background","East Germany","","","",""
"Very important","2002","no migration background","West Germany","","","",""
"Very important","2002","no migration background","East Germany","","","",""
"Very important","2002","direct migration background","West Germany","","","",""
"Very important","2002","direct migration background","East Germany","","","",""
"Very important","2002","indirect migration background","West Germany","","","",""
"Very important","2002","indirect migration background","East Germany","","","",""
"Important","2002","no migration background","West Germany","","","",""
"Important","2002","no migration background","East Germany","","","",""
"Important","2002","direct migration background","West Germany","","","",""
"Important","2002","direct migration background","East Germany","","","",""
"Important","2002","indirect migration background","West Germany","","","",""
"Important","2002","indirect migration background","East Germany","","","",""
"Less important","2002","no migration background","West Germany","","","",""
"Less important","2002","no migration background","East Germany","","","",""
"Less important","2002","direct migration background","West Germany","","","",""
"Less important","2002","direct migration background","East Germany","","","",""
"Less important","2002","indirect migration background","West Germany","","","",""
"Less important","2002","indirect migration background","East Germany","","","",""
"Quite unimportant","2002","no migration background","West Germany","","","",""
"Quite unimportant","2002","no migration background","East Germany","","","",""
"Quite unimportant","2002","direct migration background","West Germany","","","",""
"Quite unimportant","2002","direct migration background","East Germany","","","",""
"Quite unimportant","2002","indirect migration background","West Germany","","","",""
"Quite unimportant","2002","indirect migration background","East Germany","","","",""
"Very important","2003","no migration background","West Germany","","","",""
"Very important","2003","no migration background","East Germany","","","",""
"Very important","2003","direct migration background","West Germany","","","",""
"Very important","2003","direct migration background","East Germany","","","",""
"Very important","2003","indirect migration background","West Germany","","","",""
"Very important","2003","indirect migration background","East Germany","","","",""
"Important","2003","no migration background","West Germany","","","",""
"Important","2003","no migration background","East Germany","","","",""
"Important","2003","direct migration background","West Germany","","","",""
"Important","2003","direct migration background","East Germany","","","",""
"Important","2003","indirect migration background","West Germany","","","",""
"Important","2003","indirect migration background","East Germany","","","",""
"Less important","2003","no migration background","West Germany","","","",""
"Less important","2003","no migration background","East Germany","","","",""
"Less important","2003","direct migration background","West Germany","","","",""
"Less important","2003","direct migration background","East Germany","","","",""
"Less important","2003","indirect migration background","West Germany","","","",""
"Less important","2003","indirect migration background","East Germany","","","",""
"Quite unimportant","2003","no migration background","West Germany","","","",""
"Quite unimportant","2003","no migration background","East Germany","","","",""
"Quite unimportant","2003","direct migration background","West Germany","","","",""
"Quite unimportant","2003","direct migration background","East Germany","","","",""
"Quite unimportant","2003","indirect migration background","West Germany","","","",""
"Quite unimportant","2003","indirect migration background","East Germany","","","",""
"Very important","2004","no migration background","West Germany","8791","0.634589984219697","0.626327456163319","0.642852512276076"
"Very important","2004","no migration background","East Germany","3273","0.601382291497228","0.58791046529355","0.614854117700905"
"Very important","2004","direct migration background","West Germany","1622","0.646264241513292","0.627234330174996","0.665294152851587"
"Very important","2004","direct migration background","East Germany","65","0.624612963565852","0.529707061126047","0.719518866005657"
"Very important","2004","indirect migration background","West Germany","487","0.591168606098068","0.556353998346487","0.625983213849649"
"Very important","2004","indirect migration background","East Germany","21","","",""
"Important","2004","no migration background","West Germany","3408","0.272970913656281","0.26532709814121","0.280614729171352"
"Important","2004","no migration background","East Germany","1418","0.296226693414527","0.283663462269397","0.308789924559656"
"Important","2004","direct migration background","West Germany","663","0.282931924802094","0.265004686544891","0.300859163059297"
"Important","2004","direct migration background","East Germany","25","","",""
"Important","2004","indirect migration background","West Germany","211","0.314311282472631","0.281435417101628","0.347187147843634"
"Important","2004","indirect migration background","East Germany","8","","",""
"Less important","2004","no migration background","West Germany","546","0.0531893540808839","0.0493388282475503","0.0570398799142174"
"Less important","2004","no migration background","East Germany","240","0.0568657988627704","0.0504936607709397","0.0632379369546011"
"Less important","2004","direct migration background","West Germany","92","0.0448012274741169","0.0365677357382032","0.0530347192100307"
"Less important","2004","direct migration background","East Germany","6","","",""
"Less important","2004","indirect migration background","West Germany","54","0.080641094921102","0.0613589892901167","0.0999232005520872"
"Less important","2004","indirect migration background","East Germany","3","","",""
"Quite unimportant","2004","no migration background","West Germany","303","0.0392497480431379","0.0359177878280006","0.0425817082582752"
"Quite unimportant","2004","no migration background","East Germany","143","0.0455252162254751","0.0397895866194852","0.0512608458314649"
"Quite unimportant","2004","direct migration background","West Germany","48","0.0260026062104972","0.0196685843714777","0.0323366280495167"
"Quite unimportant","2004","direct migration background","East Germany","4","","",""
"Quite unimportant","2004","indirect migration background","West Germany","14","","",""
"Quite unimportant","2004","indirect migration background","East Germany","2","","",""
"Very important","2005","no migration background","West Germany","","","",""
"Very important","2005","no migration background","East Germany","","","",""
"Very important","2005","direct migration background","West Germany","","","",""
"Very important","2005","direct migration background","East Germany","","","",""
"Very important","2005","indirect migration background","West Germany","","","",""
"Very important","2005","indirect migration background","East Germany","","","",""
"Important","2005","no migration background","West Germany","","","",""
"Important","2005","no migration background","East Germany","","","",""
"Important","2005","direct migration background","West Germany","","","",""
"Important","2005","direct migration background","East Germany","","","",""
"Important","2005","indirect migration background","West Germany","","","",""
"Important","2005","indirect migration background","East Germany","","","",""
"Less important","2005","no migration background","West Germany","","","",""
"Less important","2005","no migration background","East Germany","","","",""
"Less important","2005","direct migration background","West Germany","","","",""
"Less important","2005","direct migration background","East Germany","","","",""
"Less important","2005","indirect migration background","West Germany","","","",""
"Less important","2005","indirect migration background","East Germany","","","",""
"Quite unimportant","2005","no migration background","West Germany","","","",""
"Quite unimportant","2005","no migration background","East Germany","","","",""
"Quite unimportant","2005","direct migration background","West Germany","","","",""
"Quite unimportant","2005","direct migration background","East Germany","","","",""
"Quite unimportant","2005","indirect migration background","West Germany","","","",""
"Quite unimportant","2005","indirect migration background","East Germany","","","",""
"Very important","2006","no migration background","West Germany","","","",""
"Very important","2006","no migration background","East Germany","","","",""
"Very important","2006","direct migration background","West Germany","","","",""
"Very important","2006","direct migration background","East Germany","","","",""
"Very important","2006","indirect migration background","West Germany","","","",""
"Very important","2006","indirect migration background","East Germany","","","",""
"Important","2006","no migration background","West Germany","","","",""
"Important","2006","no migration background","East Germany","","","",""
"Important","2006","direct migration background","West Germany","","","",""
"Important","2006","direct migration background","East Germany","","","",""
"Important","2006","indirect migration background","West Germany","","","",""
"Important","2006","indirect migration background","East Germany","","","",""
"Less important","2006","no migration background","West Germany","","","",""
"Less important","2006","no migration background","East Germany","","","",""
"Less important","2006","direct migration background","West Germany","","","",""
"Less important","2006","direct migration background","East Germany","","","",""
"Less important","2006","indirect migration background","West Germany","","","",""
"Less important","2006","indirect migration background","East Germany","","","",""
"Quite unimportant","2006","no migration background","West Germany","","","",""
"Quite unimportant","2006","no migration background","East Germany","","","",""
"Quite unimportant","2006","direct migration background","West Germany","","","",""
"Quite unimportant","2006","direct migration background","East Germany","","","",""
"Quite unimportant","2006","indirect migration background","West Germany","","","",""
"Quite unimportant","2006","indirect migration background","East Germany","","","",""
"Very important","2007","no migration background","West Germany","","","",""
"Very important","2007","no migration background","East Germany","","","",""
"Very important","2007","direct migration background","West Germany","","","",""
"Very important","2007","direct migration background","East Germany","","","",""
"Very important","2007","indirect migration background","West Germany","","","",""
"Very important","2007","indirect migration background","East Germany","","","",""
"Important","2007","no migration background","West Germany","","","",""
"Important","2007","no migration background","East Germany","","","",""
"Important","2007","direct migration background","West Germany","","","",""
"Important","2007","direct migration background","East Germany","","","",""
"Important","2007","indirect migration background","West Germany","","","",""
"Important","2007","indirect migration background","East Germany","","","",""
"Less important","2007","no migration background","West Germany","","","",""
"Less important","2007","no migration background","East Germany","","","",""
"Less important","2007","direct migration background","West Germany","","","",""
"Less important","2007","direct migration background","East Germany","","","",""
"Less important","2007","indirect migration background","West Germany","","","",""
"Less important","2007","indirect migration background","East Germany","","","",""
"Quite unimportant","2007","no migration background","West Germany","","","",""
"Quite unimportant","2007","no migration background","East Germany","","","",""
"Quite unimportant","2007","direct migration background","West Germany","","","",""
"Quite unimportant","2007","direct migration background","East Germany","","","",""
"Quite unimportant","2007","indirect migration background","West Germany","","","",""
"Quite unimportant","2007","indirect migration background","East Germany","","","",""
"Very important","2008","no migration background","West Germany","7806","0.612578346375377","0.603835818180035","0.621320874570718"
"Very important","2008","no migration background","East Germany","2842","0.568932541761923","0.554663285148179","0.583201798375668"
"Very important","2008","direct migration background","West Germany","1227","0.663753122295357","0.641995006459797","0.685511238130918"
"Very important","2008","direct migration background","East Germany","57","0.647929467413187","0.543917266522114","0.75194166830426"
"Very important","2008","indirect migration background","West Germany","491","0.671685936188619","0.637526739292557","0.705845133084682"
"Very important","2008","indirect migration background","East Germany","24","","",""
"Important","2008","no migration background","West Germany","3275","0.286145261440369","0.278034484115427","0.294256038765312"
"Important","2008","no migration background","East Germany","1422","0.322406157963958","0.308938727847627","0.335873588080289"
"Important","2008","direct migration background","West Germany","481","0.270998374480498","0.250527497087992","0.291469251873004"
"Important","2008","direct migration background","East Germany","19","","",""
"Important","2008","indirect migration background","West Germany","196","0.270798006430664","0.238473906871654","0.303122105989675"
"Important","2008","indirect migration background","East Germany","15","","",""
"Less important","2008","no migration background","West Germany","544","0.063349614708324","0.0589781696664551","0.0677210597501929"
"Less important","2008","no migration background","East Germany","235","0.0658713516022507","0.0587239205540275","0.0730187826504739"
"Less important","2008","direct migration background","West Germany","61","0.0340956367972794","0.0257375797156952","0.0424536938788636"
"Less important","2008","direct migration background","East Germany","3","","",""
"Less important","2008","indirect migration background","West Germany","35","0.0514727494812982","0.0353998817607119","0.0675456172018844"
"Less important","2008","indirect migration background","East Germany","2","","",""
"Quite unimportant","2008","no migration background","West Germany","303","0.03792677747593","0.0344987735461664","0.0413547814056936"
"Quite unimportant","2008","no migration background","East Germany","128","0.0427899486718679","0.0369585484476731","0.0486213488960627"
"Quite unimportant","2008","direct migration background","West Germany","42","0.0311528664268657","0.0231514752734665","0.0391542575802648"
"Quite unimportant","2008","direct migration background","East Germany","2","","",""
"Quite unimportant","2008","indirect migration background","West Germany","4","","",""
"Quite unimportant","2008","indirect migration background","East Germany","1","","",""
"Very important","2009","no migration background","West Germany","","","",""
"Very important","2009","no migration background","East Germany","","","",""
"Very important","2009","direct migration background","West Germany","","","",""
"Very important","2009","direct migration background","East Germany","","","",""
"Very important","2009","indirect migration background","West Germany","","","",""
"Very important","2009","indirect migration background","East Germany","","","",""
"Important","2009","no migration background","West Germany","","","",""
"Important","2009","no migration background","East Germany","","","",""
"Important","2009","direct migration background","West Germany","","","",""
"Important","2009","direct migration background","East Germany","","","",""
"Important","2009","indirect migration background","West Germany","","","",""
"Important","2009","indirect migration background","East Germany","","","",""
"Less important","2009","no migration background","West Germany","","","",""
"Less important","2009","no migration background","East Germany","","","",""
"Less important","2009","direct migration background","West Germany","","","",""
"Less important","2009","direct migration background","East Germany","","","",""
"Less important","2009","indirect migration background","West Germany","","","",""
"Less important","2009","indirect migration background","East Germany","","","",""
"Quite unimportant","2009","no migration background","West Germany","","","",""
"Quite unimportant","2009","no migration background","East Germany","","","",""
"Quite unimportant","2009","direct migration background","West Germany","","","",""
"Quite unimportant","2009","direct migration background","East Germany","","","",""
"Quite unimportant","2009","indirect migration background","West Germany","","","",""
"Quite unimportant","2009","indirect migration background","East Germany","","","",""
"Very important","2010","no migration background","West Germany","3079","0.715846796888358","0.702121712032841","0.729571881743875"
"Very important","2010","no migration background","East Germany","915","0.708772434165832","0.683525563793252","0.734019304538412"
"Very important","2010","direct migration background","West Germany","1146","0.816142159302998","0.795569827454891","0.836714491151105"
"Very important","2010","direct migration background","East Germany","50","0.79306950483784","0.694586954541694","0.891552055133987"
"Very important","2010","indirect migration background","West Germany","368","0.794451680926307","0.757197966376487","0.831705395476128"
"Very important","2010","indirect migration background","East Germany","31","0.87152447298552","0.765133130236261","0.977915815734778"
"Important","2010","no migration background","West Germany","925","0.245553707167319","0.232455371096333","0.258652043238305"
"Important","2010","no migration background","East Germany","276","0.243931515107079","0.220067010394621","0.267796019819537"
"Important","2010","direct migration background","West Germany","202","0.171841406987999","0.151806828786857","0.191875985189142"
"Important","2010","direct migration background","East Germany","15","","",""
