"pli0092_h","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","1986","16-34 y.","Not Working","74","0.0630540172967178","0.0495309298073659","0.0765771047860697","3"
"Min 1x per month","1986","35-65 y.","Not Working","46","0.0290465880433628","0.0209679006047378","0.0371252754819878","3"
"Min 1x per month","1986","66 and older","Full Time","","","","","3"
"Min 1x per month","1986","66 and older","Part Time","4","","","","3"
"Min 1x per month","1986","16-34 y.","Full Time","169","0.090199884136568","0.077494934344761","0.102904833928375","3"
"Min 1x per month","1986","66 and older","Not Working","14","","","","3"
"Min 1x per month","1986","35-65 y.","Full Time","163","0.0614323481696749","0.0526212801451457","0.070243416194204","3"
"Min 1x per month","1986","35-65 y.","Part Time","35","0.0429544506245802","0.0297738094275082","0.0561350918216521","3"
"Min 1x per week","1986","16-34 y.","Not Working","484","0.414466437909368","0.387058094868121","0.441874780950615","2"
"Min 1x per week","1986","66 and older","Full Time","1","","","","2"
"Min 1x per week","1986","16-34 y.","Part Time","302","0.364139729076027","0.332419461929545","0.395859996222508","2"
"Min 1x per week","1986","35-65 y.","Not Working","228","0.154559605717022","0.137170247871684","0.171948963562359","2"
"Min 1x per week","1986","16-34 y.","Full Time","685","0.374922440124719","0.353452311764843","0.396392568484596","2"
"Min 1x per week","1986","35-65 y.","Part Time","206","0.254616817445104","0.226296410663282","0.282937224226925","2"
"Min 1x per week","1986","35-65 y.","Full Time","561","0.238487040965242","0.222849507687674","0.254124574242809","2"
"Min 1x per week","1986","66 and older","Not Working","73","0.0715286918129276","0.0554350489072679","0.0876223347185874","2"
"Min 1x per week","1986","66 and older","Part Time","3","","","","2"
"Never","1986","16-34 y.","Full Time","735","0.333204522920003","0.312299592038042","0.354109453801964","5"
"Never","1986","16-34 y.","Not Working","492","0.352117578953515","0.325543748973939","0.378691408933091","5"
"Never","1986","35-65 y.","Full Time","1776","0.563449870620372","0.545251106015354","0.58164863522539","5"
"Never","1986","35-65 y.","Part Time","574","0.597557274832349","0.56567803485299","0.629436514811707","5"
"Never","1986","16-34 y.","Part Time","351","0.349143282787585","0.317718918572189","0.380567647002981","5"
"Never","1986","35-65 y.","Not Working","1296","0.761288715543649","0.740781569797479","0.781795861289819","5"
"Never","1986","66 and older","Full Time","11","","","","5"
"Never","1986","66 and older","Part Time","20","","","","5"
"Never","1986","66 and older","Not Working","883","0.899248878489731","0.880451604455383","0.918046152524078","5"
"Rarely","1986","16-34 y.","Part Time","169","0.209622016227101","0.182789721065857","0.236454311388344","4"
"Rarely","1986","16-34 y.","Full Time","364","0.201673152818709","0.183877604235004","0.219468701402415","4"
"Rarely","1986","16-34 y.","Not Working","191","0.1703619658404","0.14944528120262","0.191278650478179","4"
"Rarely","1986","35-65 y.","Part Time","94","0.104871457097968","0.0849538343027395","0.124789079893196","4"
"Rarely","1986","35-65 y.","Not Working","90","0.0551050906959665","0.0441281412934608","0.0660820400984721","4"
"Rarely","1986","66 and older","Full Time","2","","","","4"
"Rarely","1986","66 and older","Part Time","1","","","","4"
"Rarely","1986","66 and older","Not Working","15","","","","4"
"Rarely","1986","35-65 y.","Full Time","353","0.136630740244711","0.124027862986347","0.149233617503076","4"
"Daily","1987","16-34 y.","Full Time","","","","","1"
"Daily","1987","16-34 y.","Part Time","","","","","1"
"Daily","1987","16-34 y.","Not Working","","","","","1"
"Daily","1987","35-65 y.","Full Time","","","","","1"
"Daily","1987","35-65 y.","Part Time","","","","","1"
"Daily","1987","35-65 y.","Not Working","","","","","1"
"Daily","1987","66 and older","Full Time","","","","","1"
"Daily","1987","66 and older","Part Time","","","","","1"
"Daily","1987","66 and older","Not Working","","","","","1"
"Min 1x per month","1987","16-34 y.","Full Time","","","","","3"
"Min 1x per month","1987","16-34 y.","Part Time","","","","","3"
"Min 1x per month","1987","16-34 y.","Not Working","","","","","3"
"Min 1x per month","1987","35-65 y.","Not Working","","","","","3"
"Min 1x per month","1987","66 and older","Full Time","","","","","3"
"Min 1x per month","1987","66 and older","Part Time","","","","","3"
"Min 1x per month","1987","66 and older","Not Working","","","","","3"
"Min 1x per month","1987","35-65 y.","Full Time","","","","","3"
"Min 1x per month","1987","35-65 y.","Part Time","","","","","3"
"Min 1x per week","1987","16-34 y.","Part Time","","","","","2"
"Min 1x per week","1987","16-34 y.","Not Working","","","","","2"
"Min 1x per week","1987","66 and older","Full Time","","","","","2"
"Min 1x per week","1987","16-34 y.","Full Time","","","","","2"
"Min 1x per week","1987","35-65 y.","Not Working","","","","","2"
"Min 1x per week","1987","35-65 y.","Part Time","","","","","2"
"Min 1x per week","1987","35-65 y.","Full Time","","","","","2"
"Min 1x per week","1987","66 and older","Not Working","","","","","2"
"Min 1x per week","1987","66 and older","Part Time","","","","","2"
"Never","1987","35-65 y.","Part Time","","","","","5"
"Never","1987","16-34 y.","Full Time","","","","","5"
"Never","1987","35-65 y.","Full Time","","","","","5"
"Never","1987","16-34 y.","Part Time","","","","","5"
"Never","1987","16-34 y.","Not Working","","","","","5"
"Never","1987","35-65 y.","Not Working","","","","","5"
"Never","1987","66 and older","Full Time","","","","","5"
"Never","1987","66 and older","Part Time","","","","","5"
"Never","1987","66 and older","Not Working","","","","","5"
"Rarely","1987","16-34 y.","Part Time","","","","","4"
"Rarely","1987","16-34 y.","Not Working","","","","","4"
"Rarely","1987","35-65 y.","Not Working","","","","","4"
"Rarely","1987","66 and older","Not Working","","","","","4"
"Rarely","1987","66 and older","Part Time","","","","","4"
"Rarely","1987","16-34 y.","Full Time","","","","","4"
"Rarely","1987","35-65 y.","Full Time","","","","","4"
"Rarely","1987","35-65 y.","Part Time","","","","","4"
"Rarely","1987","66 and older","Full Time","","","","","4"
"Daily","1988","16-34 y.","Full Time","","","","","1"
"Daily","1988","16-34 y.","Part Time","","","","","1"
"Daily","1988","16-34 y.","Not Working","","","","","1"
"Daily","1988","35-65 y.","Full Time","","","","","1"
"Daily","1988","35-65 y.","Part Time","","","","","1"
"Daily","1988","35-65 y.","Not Working","","","","","1"
"Daily","1988","66 and older","Full Time","","","","","1"
"Daily","1988","66 and older","Part Time","","","","","1"
"Daily","1988","66 and older","Not Working","","","","","1"
"Min 1x per month","1988","16-34 y.","Part Time","60","0.071805967483034","0.0545716490453095","0.0890402859207585","3"
"Min 1x per month","1988","66 and older","Full Time","1","","","","3"
"Min 1x per month","1988","35-65 y.","Not Working","39","0.0285085649372403","0.0200499399105047","0.036967189963976","3"
"Min 1x per month","1988","16-34 y.","Full Time","152","0.0806485430698094","0.0684624964005238","0.092834589739095","3"
"Min 1x per month","1988","66 and older","Not Working","16","","","","3"
"Min 1x per month","1988","16-34 y.","Not Working","68","0.0730303841330126","0.0573077697415984","0.0887529985244268","3"
"Min 1x per month","1988","35-65 y.","Full Time","145","0.0680646403730234","0.0584317991414242","0.0776974816046225","3"
"Min 1x per month","1988","35-65 y.","Part Time","39","0.042364220859704","0.0294468405376419","0.0552816011817661","3"
"Min 1x per month","1988","66 and older","Part Time","1","","","","3"
"Min 1x per week","1988","16-34 y.","Not Working","390","0.402936233277468","0.373296878822378","0.432575587732557","2"
"Min 1x per week","1988","35-65 y.","Not Working","229","0.175430599602049","0.156099396322577","0.194761802881521","2"
"Min 1x per week","1988","16-34 y.","Part Time","295","0.358256767483314","0.32624775260293","0.390265782363698","2"
"Min 1x per week","1988","16-34 y.","Full Time","665","0.375731792611866","0.354057328391809","0.397406256831923","2"
"Min 1x per week","1988","35-65 y.","Part Time","218","0.258229944875494","0.230161871530247","0.286298018220741","2"
"Min 1x per week","1988","66 and older","Full Time","3","","","","2"
"Min 1x per week","1988","66 and older","Not Working","92","0.0928471471496877","0.0747506659452871","0.110943628354088","2"
"Min 1x per week","1988","35-65 y.","Full Time","526","0.236011398956526","0.219770477758417","0.252252320154636","2"
"Min 1x per week","1988","66 and older","Part Time","1","","","","2"
"Never","1988","35-65 y.","Part Time","553","0.551336702664957","0.519440177217343","0.583233228112571","5"
"Never","1988","16-34 y.","Full Time","685","0.316542596145958","0.295726676830691","0.337358515461225","5"
"Never","1988","35-65 y.","Full Time","1631","0.553705154275111","0.53469214111242","0.572718167437802","5"
"Never","1988","16-34 y.","Part Time","365","0.400365309375908","0.367656400783873","0.433074217967943","5"
"Never","1988","16-34 y.","Not Working","421","0.336712261160898","0.308154729210947","0.365269793110849","5"
"Never","1988","35-65 y.","Not Working","1098","0.703686665793126","0.68047758901424","0.726895742572012","5"
"Never","1988","66 and older","Full Time","8","","","","5"
"Never","1988","66 and older","Part Time","30","0.947346673332444","0.869964579517085","1.0247287671478","5"
"Never","1988","66 and older","Not Working","852","0.863003387851288","0.841563091559706","0.88444368414287","5"
"Rarely","1988","16-34 y.","Not Working","173","0.187321121428622","0.163743875041937","0.210898367815306","4"
"Rarely","1988","16-34 y.","Part Time","142","0.169571955657744","0.144521105098414","0.194622806217075","4"
"Rarely","1988","16-34 y.","Full Time","416","0.227077068172367","0.208328050213954","0.24582608613078","4"
"Rarely","1988","35-65 y.","Not Working","121","0.0923741696675847","0.0776571014106501","0.107091237924519","4"
"Rarely","1988","35-65 y.","Full Time","324","0.14221880639534","0.128860004638675","0.155577608152005","4"
"Rarely","1988","35-65 y.","Part Time","124","0.148069131599845","0.12529147218517","0.17084679101452","4"
"Rarely","1988","66 and older","Full Time","4","","","","4"
"Rarely","1988","66 and older","Part Time","","","","","4"
"Rarely","1988","66 and older","Not Working","28","","","","4"
"Daily","1989","16-34 y.","Full Time","","","","","1"
"Daily","1989","16-34 y.","Part Time","","","","","1"
"Daily","1989","16-34 y.","Not Working","","","","","1"
"Daily","1989","35-65 y.","Full Time","","","","","1"
"Daily","1989","35-65 y.","Part Time","","","","","1"
"Daily","1989","35-65 y.","Not Working","","","","","1"
"Daily","1989","66 and older","Full Time","","","","","1"
"Daily","1989","66 and older","Part Time","","","","","1"
"Daily","1989","66 and older","Not Working","","","","","1"
"Min 1x per month","1989","16-34 y.","Full Time","","","","","3"
"Min 1x per month","1989","16-34 y.","Part Time","","","","","3"
"Min 1x per month","1989","35-65 y.","Not Working","","","","","3"
"Min 1x per month","1989","66 and older","Full Time","","","","","3"
"Min 1x per month","1989","66 and older","Not Working","","","","","3"
"Min 1x per month","1989","16-34 y.","Not Working","","","","","3"
"Min 1x per month","1989","35-65 y.","Full Time","","","","","3"
"Min 1x per month","1989","35-65 y.","Part Time","","","","","3"
"Min 1x per month","1989","66 and older","Part Time","","","","","3"
"Min 1x per week","1989","16-34 y.","Not Working","","","","","2"
"Min 1x per week","1989","35-65 y.","Not Working","","","","","2"
"Min 1x per week","1989","16-34 y.","Full Time","","","","","2"
"Min 1x per week","1989","16-34 y.","Part Time","","","","","2"
"Min 1x per week","1989","35-65 y.","Part Time","","","","","2"
"Min 1x per week","1989","35-65 y.","Full Time","","","","","2"
"Min 1x per week","1989","66 and older","Full Time","","","","","2"
"Min 1x per week","1989","66 and older","Not Working","","","","","2"
"Min 1x per week","1989","66 and older","Part Time","","","","","2"
"Never","1989","16-34 y.","Full Time","","","","","5"
"Never","1989","35-65 y.","Full Time","","","","","5"
"Never","1989","35-65 y.","Part Time","","","","","5"
"Never","1989","16-34 y.","Part Time","","","","","5"
"Never","1989","16-34 y.","Not Working","","","","","5"
"Never","1989","35-65 y.","Not Working","","","","","5"
"Never","1989","66 and older","Full Time","","","","","5"
"Never","1989","66 and older","Part Time","","","","","5"
"Never","1989","66 and older","Not Working","","","","","5"
"Rarely","1989","16-34 y.","Not Working","","","","","4"
"Rarely","1989","16-34 y.","Part Time","","","","","4"
"Rarely","1989","35-65 y.","Not Working","","","","","4"
"Rarely","1989","16-34 y.","Full Time","","","","","4"
"Rarely","1989","35-65 y.","Full Time","","","","","4"
"Rarely","1989","35-65 y.","Part Time","","","","","4"
"Rarely","1989","66 and older","Full Time","","","","","4"
"Rarely","1989","66 and older","Part Time","","","","","4"
"Rarely","1989","66 and older","Not Working","","","","","4"
"Daily","1990","16-34 y.","Full Time","127","0.0724221151123662","0.0607617867117341","0.0840824435129983","1"
"Daily","1990","16-34 y.","Part Time","53","0.0619690748970526","0.0455469629889602","0.078391186805145","1"
"Daily","1990","16-34 y.","Not Working","59","0.0692722139669133","0.0527928082636866","0.0857516196701401","1"
"Daily","1990","35-65 y.","Full Time","74","0.035399172766491","0.0281585685315273","0.0426397770014547","1"
"Daily","1990","35-65 y.","Part Time","20","","","","1"
"Daily","1990","35-65 y.","Not Working","27","","","","1"
"Daily","1990","66 and older","Full Time","1","","","","1"
"Daily","1990","66 and older","Part Time","2","","","","1"
"Daily","1990","66 and older","Not Working","29","","","","1"
"Min 1x per month","1990","35-65 y.","Not Working","72","0.054899064217109","0.042963009494146","0.0668351189400721","3"
"Min 1x per month","1990","16-34 y.","Full Time","213","0.117950976347587","0.10343998380781","0.132461968887365","3"
"Min 1x per month","1990","66 and older","Not Working","32","0.0342645681073055","0.0230403984728343","0.0454887377417767","3"
"Min 1x per month","1990","16-34 y.","Part Time","96","0.123976575042108","0.101529456526568","0.146423693557649","3"
"Min 1x per month","1990","16-34 y.","Not Working","75","0.0770730072099117","0.0597634683499841","0.0943825460698392","3"
"Min 1x per month","1990","35-65 y.","Full Time","247","0.110277177699113","0.0980035025322927","0.122550852865933","3"
"Min 1x per month","1990","35-65 y.","Part Time","68","0.088696241810023","0.0697389886548359","0.10765349496521","3"
"Min 1x per month","1990","66 and older","Full Time","1","","","","3"
"Min 1x per month","1990","66 and older","Part Time","1","","","","3"
"Min 1x per week","1990","16-34 y.","Full Time","600","0.344919726968568","0.323534874203491","0.366304579733645","2"
"Min 1x per week","1990","16-34 y.","Part Time","267","0.345892682096709","0.313493942627562","0.378291421565856","2"
"Min 1x per week","1990","35-65 y.","Not Working","226","0.194242394343309","0.173511718922829","0.214973069763789","2"
"Min 1x per week","1990","66 and older","Full Time","1","","","","2"
"Min 1x per week","1990","66 and older","Not Working","86","0.0823036740034381","0.0653461822086789","0.0992611657981974","2"
"Min 1x per week","1990","16-34 y.","Not Working","304","0.394743717558566","0.363020448235426","0.426466986881706","2"
"Min 1x per week","1990","35-65 y.","Part Time","207","0.271948143472494","0.24227828834268","0.301617998602308","2"
"Min 1x per week","1990","35-65 y.","Full Time","514","0.240240789202715","0.223500390464231","0.256981187941199","2"
"Min 1x per week","1990","66 and older","Part Time","1","","","","2"
"Never","1990","35-65 y.","Part Time","400","0.395235499296418","0.362635894318998","0.427835104273837","5"
"Never","1990","16-34 y.","Full Time","488","0.201620121351646","0.183570349601074","0.219669893102218","5"
"Never","1990","35-65 y.","Full Time","1136","0.368286060781999","0.349386256399209","0.38718586516479","5"
"Never","1990","16-34 y.","Part Time","215","0.196148751874346","0.169102098056442","0.22319540569225","5"
"Never","1990","16-34 y.","Not Working","317","0.269060211854953","0.240278527019688","0.297841896690217","5"
"Never","1990","35-65 y.","Not Working","872","0.580395330363769","0.554535757632155","0.606254903095383","5"
"Never","1990","66 and older","Full Time","9","","","","5"
"Never","1990","66 and older","Part Time","22","","","","5"
"Never","1990","66 and older","Not Working","794","0.789194304885501","0.764027061506307","0.814361548264696","5"
"Rarely","1990","16-34 y.","Part Time","197","0.272012916089784","0.241702665787199","0.30232316639237","4"
"Rarely","1990","35-65 y.","Not Working","202","0.150742104690665","0.131993182028271","0.169491027353059","4"
"Rarely","1990","16-34 y.","Full Time","470","0.263087060219832","0.243278275948886","0.282895844490779","4"
"Rarely","1990","16-34 y.","Not Working","157","0.189850849409656","0.164397822618534","0.215303876200778","4"
"Rarely","1990","35-65 y.","Full Time","531","0.245796799549682","0.228925958421261","0.262667640678102","4"
"Rarely","1990","35-65 y.","Part Time","169","0.213489080851876","0.186165888994211","0.240812272709541","4"
"Rarely","1990","66 and older","Part Time","3","","","","4"
"Rarely","1990","66 and older","Not Working","68","0.0660165632608678","0.0506951597304105","0.081337966791325","4"
"Rarely","1990","66 and older","Full Time","2","","","","4"
"Daily","1991","16-34 y.","Full Time","","","","","1"
"Daily","1991","16-34 y.","Part Time","","","","","1"
"Daily","1991","16-34 y.","Not Working","","","","","1"
"Daily","1991","35-65 y.","Full Time","","","","","1"
"Daily","1991","35-65 y.","Part Time","","","","","1"
"Daily","1991","35-65 y.","Not Working","","","","","1"
"Daily","1991","66 and older","Full Time","","","","","1"
"Daily","1991","66 and older","Part Time","","","","","1"
"Daily","1991","66 and older","Not Working","","","","","1"
"Min 1x per month","1991","16-34 y.","Part Time","","","","","3"
"Min 1x per month","1991","16-34 y.","Not Working","","","","","3"
"Min 1x per month","1991","35-65 y.","Not Working","","","","","3"
"Min 1x per month","1991","16-34 y.","Full Time","","","","","3"
"Min 1x per month","1991","66 and older","Not Working","","","","","3"
"Min 1x per month","1991","35-65 y.","Full Time","","","","","3"
"Min 1x per month","1991","35-65 y.","Part Time","","","","","3"
"Min 1x per month","1991","66 and older","Full Time","","","","","3"
"Min 1x per month","1991","66 and older","Part Time","","","","","3"
"Min 1x per week","1991","35-65 y.","Not Working","","","","","2"
"Min 1x per week","1991","66 and older","Not Working","","","","","2"
"Min 1x per week","1991","16-34 y.","Part Time","","","","","2"
"Min 1x per week","1991","35-65 y.","Part Time","","","","","2"
"Min 1x per week","1991","66 and older","Part Time","","","","","2"
"Min 1x per week","1991","16-34 y.","Full Time","","","","","2"
"Min 1x per week","1991","35-65 y.","Full Time","","","","","2"
"Min 1x per week","1991","16-34 y.","Not Working","","","","","2"
"Min 1x per week","1991","66 and older","Full Time","","","","","2"
"Never","1991","16-34 y.","Full Time","","","","","5"
"Never","1991","35-65 y.","Part Time","","","","","5"
"Never","1991","35-65 y.","Full Time","","","","","5"
"Never","1991","16-34 y.","Part Time","","","","","5"
"Never","1991","16-34 y.","Not Working","","","","","5"
"Never","1991","35-65 y.","Not Working","","","","","5"
"Never","1991","66 and older","Full Time","","","","","5"
"Never","1991","66 and older","Part Time","","","","","5"
"Never","1991","66 and older","Not Working","","","","","5"
"Rarely","1991","16-34 y.","Part Time","","","","","4"
"Rarely","1991","16-34 y.","Full Time","","","","","4"
"Rarely","1991","35-65 y.","Not Working","","","","","4"
"Rarely","1991","16-34 y.","Not Working","","","","","4"
"Rarely","1991","35-65 y.","Full Time","","","","","4"
"Rarely","1991","35-65 y.","Part Time","","","","","4"
"Rarely","1991","66 and older","Part Time","","","","","4"
"Rarely","1991","66 and older","Not Working","","","","","4"
"Rarely","1991","66 and older","Full Time","","","","","4"
"Daily","1992","16-34 y.","Full Time","","","","","1"
"Daily","1992","16-34 y.","Part Time","","","","","1"
"Daily","1992","16-34 y.","Not Working","","","","","1"
"Daily","1992","35-65 y.","Full Time","","","","","1"
"Daily","1992","35-65 y.","Part Time","","","","","1"
"Daily","1992","35-65 y.","Not Working","","","","","1"
"Daily","1992","66 and older","Full Time","","","","","1"
"Daily","1992","66 and older","Part Time","","","","","1"
"Daily","1992","66 and older","Not Working","","","","","1"
"Min 1x per month","1992","16-34 y.","Full Time","245","0.0979681068840129","0.0866647974098271","0.109271416358199","3"
"Min 1x per month","1992","16-34 y.","Part Time","93","0.0855375565100137","0.0693449359535052","0.101730177066522","3"
"Min 1x per month","1992","16-34 y.","Not Working","87","0.0759941660290444","0.06057115933612","0.0914171727219688","3"
"Min 1x per month","1992","35-65 y.","Not Working","39","0.0275303580847944","0.0195968362498475","0.0354638799197414","3"
"Min 1x per month","1992","66 and older","Not Working","23","","","","3"
"Min 1x per month","1992","35-65 y.","Full Time","221","0.0721246634193826","0.0639456746083417","0.0803036522304236","3"
"Min 1x per month","1992","35-65 y.","Part Time","56","0.0586285603461841","0.0458481184915577","0.0714090022008105","3"
"Min 1x per month","1992","66 and older","Full Time","","","","","3"
"Min 1x per month","1992","66 and older","Part Time","","","","","3"
"Min 1x per week","1992","16-34 y.","Full Time","811","0.340310584969649","0.322294525761599","0.358326644177699","2"
"Min 1x per week","1992","35-65 y.","Not Working","208","0.152598175940066","0.135162393820694","0.170033958059439","2"
"Min 1x per week","1992","35-65 y.","Part Time","242","0.220239038925063","0.197694641045665","0.242783436804461","2"
"Min 1x per week","1992","35-65 y.","Full Time","654","0.21229403642289","0.19936506835679","0.22522300448899","2"
"Min 1x per week","1992","66 and older","Part Time","1","","","","2"
"Min 1x per week","1992","66 and older","Not Working","127","0.0967417863630571","0.0812406727657272","0.112242899960387","2"
"Min 1x per week","1992","16-34 y.","Part Time","322","0.330326736612759","0.303096016540547","0.35755745668497","2"
"Min 1x per week","1992","16-34 y.","Not Working","428","0.406370392856964","0.377783933395116","0.434956852318811","2"
"Min 1x per week","1992","66 and older","Full Time","2","","","","2"
"Never","1992","16-34 y.","Full Time","983","0.323816509008139","0.306024127236509","0.341608890779769","5"
"Never","1992","35-65 y.","Full Time","2246","0.515861464643749","0.500061203381126","0.531661725906372","5"
"Never","1992","35-65 y.","Part Time","806","0.568037231450884","0.541089494223122","0.594984968678646","5"
"Never","1992","16-34 y.","Part Time","471","0.357840485165621","0.330086715470854","0.385594254860388","5"
"Never","1992","16-34 y.","Not Working","408","0.3167235217446","0.289647805259848","0.343799238229352","5"
"Never","1992","35-65 y.","Not Working","1247","0.72890642952333","0.70735294141492","0.750459917631741","5"
"Never","1992","66 and older","Full Time","9","","","","5"
"Never","1992","66 and older","Part Time","20","","","","5"
"Never","1992","66 and older","Not Working","1211","0.864285261482764","0.846325856301698","0.882244666663831","5"
"Rarely","1992","16-34 y.","Full Time","618","0.237904799138199","0.221714363718778","0.25409523455762","4"
"Rarely","1992","16-34 y.","Part Time","260","0.226295221711607","0.202069255140806","0.250521188282407","4"
"Rarely","1992","35-65 y.","Not Working","140","0.0909650364518091","0.0770222489771237","0.104907823926495","4"
"Rarely","1992","16-34 y.","Not Working","211","0.200911919369392","0.177591210819768","0.224232627919016","4"
"Rarely","1992","35-65 y.","Full Time","722","0.199719835513978","0.187079909699865","0.212359761328091","4"
"Rarely","1992","35-65 y.","Part Time","194","0.153095169277869","0.133506325917065","0.172684012638673","4"
"Rarely","1992","66 and older","Part Time","4","","","","4"
"Rarely","1992","66 and older","Not Working","36","0.0226074582555789","0.014812563297781","0.0304023532133768","4"
"Rarely","1992","66 and older","Full Time","","","","","4"
"Daily","1993","16-34 y.","Full Time","","","","","1"
"Daily","1993","16-34 y.","Part Time","","","","","1"
"Daily","1993","16-34 y.","Not Working","","","","","1"
"Daily","1993","35-65 y.","Full Time","","","","","1"
"Daily","1993","35-65 y.","Part Time","","","","","1"
"Daily","1993","35-65 y.","Not Working","","","","","1"
"Daily","1993","66 and older","Full Time","","","","","1"
"Daily","1993","66 and older","Part Time","","","","","1"
"Daily","1993","66 and older","Not Working","","","","","1"
"Min 1x per month","1993","16-34 y.","Part Time","","","","","3"
"Min 1x per month","1993","16-34 y.","Full Time","","","","","3"
"Min 1x per month","1993","16-34 y.","Not Working","","","","","3"
"Min 1x per month","1993","35-65 y.","Full Time","","","","","3"
"Min 1x per month","1993","35-65 y.","Part Time","","","","","3"
"Min 1x per month","1993","35-65 y.","Not Working","","","","","3"
"Min 1x per month","1993","66 and older","Not Working","","","","","3"
"Min 1x per month","1993","66 and older","Full Time","","","","","3"
"Min 1x per month","1993","66 and older","Part Time","","","","","3"
"Min 1x per week","1993","16-34 y.","Full Time","","","","","2"
"Min 1x per week","1993","35-65 y.","Part Time","","","","","2"
"Min 1x per week","1993","35-65 y.","Not Working","","","","","2"
"Min 1x per week","1993","66 and older","Part Time","","","","","2"
"Min 1x per week","1993","66 and older","Not Working","","","","","2"
