"pli0092_h","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Never","1985","lower secondary degree","indirect migration background","37","0.600244410294366","0.489383409692984","0.711105410895747"
"Never","1985","secondary school degree","no migration background","631","0.393200775409382","0.369953885526062","0.416447665292702"
"Never","1985","secondary school degree","direct migration background","62","0.493222905446714","0.410406918775286","0.576038892118142"
"Never","1985","secondary school degree","indirect migration background","","","",""
"Never","1985","college entrance qualification","no migration background","332","0.325793651861293","0.298084899430296","0.353502404292289"
"Never","1985","college entrance qualification","direct migration background","41","0.397305867226203","0.305441769643682","0.489169964808725"
"Never","1985","college entrance qualification","indirect migration background","","","",""
"Never","1985","Other degree","no migration background","","","",""
"Never","1985","Other degree","direct migration background","892","0.75032186501265","0.725552598736675","0.775091131288626"
"Never","1985","Other degree","indirect migration background","","","",""
"Never","1985","no degree/no degree yet","no migration background","77","0.349151373163021","0.286863470799184","0.411439275526859"
"Never","1985","no degree/no degree yet","direct migration background","734","0.835481110487015","0.810527903605682","0.860434317368349"
"Never","1985","no degree/no degree yet","indirect migration background","","","",""
"Daily","1986","lower secondary degree","no migration background","","","",""
"Daily","1986","lower secondary degree","direct migration background","","","",""
"Daily","1986","lower secondary degree","indirect migration background","","","",""
"Daily","1986","secondary school degree","no migration background","","","",""
"Daily","1986","secondary school degree","direct migration background","","","",""
"Daily","1986","secondary school degree","indirect migration background","","","",""
"Daily","1986","college entrance qualification","no migration background","","","",""
"Daily","1986","college entrance qualification","direct migration background","","","",""
"Daily","1986","college entrance qualification","indirect migration background","","","",""
"Daily","1986","Other degree","no migration background","","","",""
"Daily","1986","Other degree","direct migration background","","","",""
"Daily","1986","Other degree","indirect migration background","","","",""
"Daily","1986","no degree/no degree yet","no migration background","","","",""
"Daily","1986","no degree/no degree yet","direct migration background","","","",""
"Daily","1986","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per week","1986","lower secondary degree","no migration background","836","0.17604828707825","0.16485564839863","0.18724092575787"
"Min 1x per week","1986","lower secondary degree","direct migration background","156","0.170499021181696","0.14005032649549","0.200947715867901"
"Min 1x per week","1986","lower secondary degree","indirect migration background","","","",""
"Min 1x per week","1986","secondary school degree","no migration background","587","0.339775193334087","0.316921948516429","0.362628438151744"
"Min 1x per week","1986","secondary school degree","direct migration background","48","0.257624174462642","0.187870862284044","0.32737748664124"
"Min 1x per week","1986","secondary school degree","indirect migration background","","","",""
"Min 1x per week","1986","college entrance qualification","no migration background","493","0.41293392729091","0.384188424611508","0.441679429970313"
"Min 1x per week","1986","college entrance qualification","direct migration background","40","0.351594165782191","0.263167476219675","0.440020855344706"
"Min 1x per week","1986","college entrance qualification","indirect migration background","","","",""
"Min 1x per week","1986","Other degree","no migration background","","","",""
"Min 1x per week","1986","Other degree","direct migration background","112","0.107436122149579","0.0892598225338221","0.125612421765337"
"Min 1x per week","1986","Other degree","indirect migration background","","","",""
"Min 1x per week","1986","no degree/no degree yet","no migration background","114","0.492552543366358","0.426034410979712","0.559070675753005"
"Min 1x per week","1986","no degree/no degree yet","direct migration background","57","0.0954070424404067","0.0748692558966201","0.115944828984193"
"Min 1x per week","1986","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per month","1986","lower secondary degree","no migration background","198","0.0396119803500223","0.0338800309738226","0.0453439297262219"
"Min 1x per month","1986","lower secondary degree","direct migration background","37","0.0541794319719667","0.0358511868793109","0.0725076770646225"
"Min 1x per month","1986","lower secondary degree","indirect migration background","","","",""
"Min 1x per month","1986","secondary school degree","no migration background","127","0.0727265805384099","0.060196420772708","0.0852567403041118"
"Min 1x per month","1986","secondary school degree","direct migration background","","","",""
"Min 1x per month","1986","secondary school degree","indirect migration background","","","",""
"Min 1x per month","1986","college entrance qualification","no migration background","94","0.0855955977683884","0.0692620321452532","0.101929163391524"
"Min 1x per month","1986","college entrance qualification","direct migration background","","","",""
"Min 1x per month","1986","college entrance qualification","indirect migration background","","","",""
"Min 1x per month","1986","Other degree","no migration background","","","",""
"Min 1x per month","1986","Other degree","direct migration background","47","0.0472416303456124","0.0347889029172504","0.0596943577739743"
"Min 1x per month","1986","Other degree","indirect migration background","","","",""
"Min 1x per month","1986","no degree/no degree yet","no migration background","","","",""
"Min 1x per month","1986","no degree/no degree yet","direct migration background","","","",""
"Min 1x per month","1986","no degree/no degree yet","indirect migration background","","","",""
"Rarely","1986","lower secondary degree","no migration background","468","0.0959725324386265","0.0873162784244197","0.104628786452833"
"Rarely","1986","lower secondary degree","direct migration background","62","0.0944304227441322","0.0707539958457509","0.118106849642514"
"Rarely","1986","lower secondary degree","indirect migration background","","","",""
"Rarely","1986","secondary school degree","no migration background","279","0.157235295629504","0.139670855583216","0.174799735675792"
"Rarely","1986","secondary school degree","direct migration background","","","",""
"Rarely","1986","secondary school degree","indirect migration background","","","",""
"Rarely","1986","college entrance qualification","no migration background","196","0.172611762107089","0.150548181311737","0.194675342902442"
"Rarely","1986","college entrance qualification","direct migration background","","","",""
"Rarely","1986","college entrance qualification","indirect migration background","","","",""
"Rarely","1986","Other degree","no migration background","","","",""
"Rarely","1986","Other degree","direct migration background","103","0.0900565691357462","0.0732540053316295","0.106859132939863"
"Rarely","1986","Other degree","indirect migration background","","","",""
"Rarely","1986","no degree/no degree yet","no migration background","30","0.129789435047018","0.0850747608291788","0.174504109264858"
"Rarely","1986","no degree/no degree yet","direct migration background","55","0.0615602016141981","0.044757077180433","0.0783633260479631"
"Rarely","1986","no degree/no degree yet","indirect migration background","","","",""
"Never","1986","lower secondary degree","no migration background","2946","0.688367200133101","0.674755970316819","0.701978429949384"
"Never","1986","lower secondary degree","direct migration background","331","0.680891124102205","0.643150631754373","0.718631616450038"
"Never","1986","lower secondary degree","indirect migration background","37","0.544950963077477","0.437819544209288","0.652082381945667"
"Never","1986","secondary school degree","no migration background","657","0.430262930498","0.406373251015669","0.45415260998033"
"Never","1986","secondary school degree","direct migration background","67","0.557197166823344","0.477970887168052","0.636423446478636"
"Never","1986","secondary school degree","indirect migration background","","","",""
"Never","1986","college entrance qualification","no migration background","344","0.328858712833612","0.301430482520422","0.356286943146802"
"Never","1986","college entrance qualification","direct migration background","41","0.364042968538545","0.274932384522986","0.453153552554104"
"Never","1986","college entrance qualification","indirect migration background","","","",""
"Never","1986","Other degree","no migration background","","","",""
"Never","1986","Other degree","direct migration background","853","0.755265678369062","0.730030407443664","0.78050094929446"
"Never","1986","Other degree","indirect migration background","","","",""
"Never","1986","no degree/no degree yet","no migration background","67","0.35210847319001","0.288559635416558","0.415657310963463"
"Never","1986","no degree/no degree yet","direct migration background","657","0.813488944724531","0.786257860382278","0.840720029066785"
"Never","1986","no degree/no degree yet","indirect migration background","","","",""
"Daily","1987","lower secondary degree","no migration background","","","",""
"Daily","1987","lower secondary degree","direct migration background","","","",""
"Daily","1987","lower secondary degree","indirect migration background","","","",""
"Daily","1987","secondary school degree","no migration background","","","",""
"Daily","1987","secondary school degree","direct migration background","","","",""
"Daily","1987","secondary school degree","indirect migration background","","","",""
"Daily","1987","college entrance qualification","no migration background","","","",""
"Daily","1987","college entrance qualification","direct migration background","","","",""
"Daily","1987","college entrance qualification","indirect migration background","","","",""
"Daily","1987","Other degree","no migration background","","","",""
"Daily","1987","Other degree","direct migration background","","","",""
"Daily","1987","Other degree","indirect migration background","","","",""
"Daily","1987","no degree/no degree yet","no migration background","","","",""
"Daily","1987","no degree/no degree yet","direct migration background","","","",""
"Daily","1987","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per week","1987","lower secondary degree","no migration background","","","",""
"Min 1x per week","1987","lower secondary degree","direct migration background","","","",""
"Min 1x per week","1987","lower secondary degree","indirect migration background","","","",""
"Min 1x per week","1987","secondary school degree","no migration background","","","",""
"Min 1x per week","1987","secondary school degree","direct migration background","","","",""
"Min 1x per week","1987","secondary school degree","indirect migration background","","","",""
"Min 1x per week","1987","college entrance qualification","no migration background","","","",""
"Min 1x per week","1987","college entrance qualification","direct migration background","","","",""
"Min 1x per week","1987","college entrance qualification","indirect migration background","","","",""
"Min 1x per week","1987","Other degree","no migration background","","","",""
"Min 1x per week","1987","Other degree","direct migration background","","","",""
"Min 1x per week","1987","Other degree","indirect migration background","","","",""
"Min 1x per week","1987","no degree/no degree yet","no migration background","","","",""
"Min 1x per week","1987","no degree/no degree yet","direct migration background","","","",""
"Min 1x per week","1987","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per month","1987","lower secondary degree","no migration background","","","",""
"Min 1x per month","1987","lower secondary degree","direct migration background","","","",""
"Min 1x per month","1987","lower secondary degree","indirect migration background","","","",""
"Min 1x per month","1987","secondary school degree","no migration background","","","",""
"Min 1x per month","1987","secondary school degree","direct migration background","","","",""
"Min 1x per month","1987","secondary school degree","indirect migration background","","","",""
"Min 1x per month","1987","college entrance qualification","no migration background","","","",""
"Min 1x per month","1987","college entrance qualification","direct migration background","","","",""
"Min 1x per month","1987","college entrance qualification","indirect migration background","","","",""
"Min 1x per month","1987","Other degree","no migration background","","","",""
"Min 1x per month","1987","Other degree","direct migration background","","","",""
"Min 1x per month","1987","Other degree","indirect migration background","","","",""
"Min 1x per month","1987","no degree/no degree yet","no migration background","","","",""
"Min 1x per month","1987","no degree/no degree yet","direct migration background","","","",""
"Min 1x per month","1987","no degree/no degree yet","indirect migration background","","","",""
"Rarely","1987","lower secondary degree","no migration background","","","",""
"Rarely","1987","lower secondary degree","direct migration background","","","",""
"Rarely","1987","lower secondary degree","indirect migration background","","","",""
"Rarely","1987","secondary school degree","no migration background","","","",""
"Rarely","1987","secondary school degree","direct migration background","","","",""
"Rarely","1987","secondary school degree","indirect migration background","","","",""
"Rarely","1987","college entrance qualification","no migration background","","","",""
"Rarely","1987","college entrance qualification","direct migration background","","","",""
"Rarely","1987","college entrance qualification","indirect migration background","","","",""
"Rarely","1987","Other degree","no migration background","","","",""
"Rarely","1987","Other degree","direct migration background","","","",""
"Rarely","1987","Other degree","indirect migration background","","","",""
"Rarely","1987","no degree/no degree yet","no migration background","","","",""
"Rarely","1987","no degree/no degree yet","direct migration background","","","",""
"Rarely","1987","no degree/no degree yet","indirect migration background","","","",""
"Never","1987","lower secondary degree","no migration background","","","",""
"Never","1987","lower secondary degree","direct migration background","","","",""
"Never","1987","lower secondary degree","indirect migration background","","","",""
"Never","1987","secondary school degree","no migration background","","","",""
"Never","1987","secondary school degree","direct migration background","","","",""
"Never","1987","secondary school degree","indirect migration background","","","",""
"Never","1987","college entrance qualification","no migration background","","","",""
"Never","1987","college entrance qualification","direct migration background","","","",""
"Never","1987","college entrance qualification","indirect migration background","","","",""
"Never","1987","Other degree","no migration background","","","",""
"Never","1987","Other degree","direct migration background","","","",""
"Never","1987","Other degree","indirect migration background","","","",""
"Never","1987","no degree/no degree yet","no migration background","","","",""
"Never","1987","no degree/no degree yet","direct migration background","","","",""
"Never","1987","no degree/no degree yet","indirect migration background","","","",""
"Daily","1988","lower secondary degree","no migration background","","","",""
"Daily","1988","lower secondary degree","direct migration background","","","",""
"Daily","1988","lower secondary degree","indirect migration background","","","",""
"Daily","1988","secondary school degree","no migration background","","","",""
"Daily","1988","secondary school degree","direct migration background","","","",""
"Daily","1988","secondary school degree","indirect migration background","","","",""
"Daily","1988","college entrance qualification","no migration background","","","",""
"Daily","1988","college entrance qualification","direct migration background","","","",""
"Daily","1988","college entrance qualification","indirect migration background","","","",""
"Daily","1988","Other degree","no migration background","","","",""
"Daily","1988","Other degree","direct migration background","","","",""
"Daily","1988","Other degree","indirect migration background","","","",""
"Daily","1988","no degree/no degree yet","no migration background","","","",""
"Daily","1988","no degree/no degree yet","direct migration background","","","",""
"Daily","1988","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per week","1988","lower secondary degree","no migration background","807","0.185489653291791","0.173619390260419","0.197359916323162"
"Min 1x per week","1988","lower secondary degree","direct migration background","135","0.144049934626202","0.116138828448437","0.171961040803967"
"Min 1x per week","1988","lower secondary degree","indirect migration background","31","0.202934109049359","0.126007236188187","0.279860981910531"
"Min 1x per week","1988","secondary school degree","no migration background","562","0.335802365225606","0.312351714296656","0.359253016154557"
"Min 1x per week","1988","secondary school degree","direct migration background","54","0.316882424439145","0.242917962424493","0.390846886453796"
"Min 1x per week","1988","secondary school degree","indirect migration background","","","",""
"Min 1x per week","1988","college entrance qualification","no migration background","428","0.395231289719116","0.365574908332366","0.424887671105866"
"Min 1x per week","1988","college entrance qualification","direct migration background","44","0.393334644111432","0.302460088729547","0.484209199493317"
"Min 1x per week","1988","college entrance qualification","indirect migration background","","","",""
"Min 1x per week","1988","Other degree","no migration background","","","",""
"Min 1x per week","1988","Other degree","direct migration background","97","0.104905198529239","0.0859694654504927","0.123840931607986"
"Min 1x per week","1988","Other degree","indirect migration background","","","",""
"Min 1x per week","1988","no degree/no degree yet","no migration background","102","0.519171147187231","0.446181313696815","0.592160980677648"
"Min 1x per week","1988","no degree/no degree yet","direct migration background","47","0.0921025111523047","0.0706655290067888","0.113539493297821"
"Min 1x per week","1988","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per month","1988","lower secondary degree","no migration background","194","0.0434031792728893","0.0371804997760378","0.0496258587697409"
"Min 1x per month","1988","lower secondary degree","direct migration background","36","0.0380915752612027","0.0228763764264976","0.0533067740959077"
"Min 1x per month","1988","lower secondary degree","indirect migration background","","","",""
"Min 1x per month","1988","secondary school degree","no migration background","125","0.0766149174078117","0.063407665533333","0.0898221692822904"
"Min 1x per month","1988","secondary school degree","direct migration background","","","",""
"Min 1x per month","1988","secondary school degree","indirect migration background","","","",""
"Min 1x per month","1988","college entrance qualification","no migration background","81","0.076783928056007","0.0606334760063256","0.0929343801056883"
"Min 1x per month","1988","college entrance qualification","direct migration background","","","",""
"Min 1x per month","1988","college entrance qualification","indirect migration background","","","",""
"Min 1x per month","1988","Other degree","no migration background","","","",""
"Min 1x per month","1988","Other degree","direct migration background","","","",""
"Min 1x per month","1988","Other degree","indirect migration background","","","",""
"Min 1x per month","1988","no degree/no degree yet","no migration background","","","",""
"Min 1x per month","1988","no degree/no degree yet","direct migration background","","","",""
"Min 1x per month","1988","no degree/no degree yet","indirect migration background","","","",""
"Rarely","1988","lower secondary degree","no migration background","488","0.107283781481958","0.0978328210709825","0.116734741892933"
"Rarely","1988","lower secondary degree","direct migration background","80","0.116971394298809","0.0914253582237547","0.142517430373864"
"Rarely","1988","lower secondary degree","indirect migration background","","","",""
"Rarely","1988","secondary school degree","no migration background","296","0.18221332076378","0.163045424870024","0.201381216657536"
"Rarely","1988","secondary school degree","direct migration background","","","",""
"Rarely","1988","secondary school degree","indirect migration background","","","",""
"Rarely","1988","college entrance qualification","no migration background","215","0.20086668978444","0.176563604000812","0.225169775568068"
"Rarely","1988","college entrance qualification","direct migration background","","","",""
"Rarely","1988","college entrance qualification","indirect migration background","","","",""
"Rarely","1988","Other degree","no migration background","","","",""
"Rarely","1988","Other degree","direct migration background","87","0.0908280429911851","0.073070531887485","0.108585554094885"
"Rarely","1988","Other degree","indirect migration background","","","",""
"Rarely","1988","no degree/no degree yet","no migration background","","","",""
"Rarely","1988","no degree/no degree yet","direct migration background","","","",""
"Rarely","1988","no degree/no degree yet","indirect migration background","","","",""
"Never","1988","lower secondary degree","no migration background","2630","0.663823385953362","0.649396844816214","0.678249927090511"
"Never","1988","lower secondary degree","direct migration background","357","0.700887095813786","0.664492415558527","0.737281776069045"
"Never","1988","lower secondary degree","indirect migration background","45","0.560125471123763","0.465183004641396","0.65506793760613"
"Never","1988","secondary school degree","no migration background","575","0.405369396602802","0.380990532184021","0.429748261021582"
"Never","1988","secondary school degree","direct migration background","68","0.554255485711996","0.475237800931687","0.633273170492304"
"Never","1988","secondary school degree","indirect migration background","","","",""
"Never","1988","college entrance qualification","no migration background","320","0.327118092440437","0.298659098068953","0.35557708681192"
"Never","1988","college entrance qualification","direct migration background","35","0.337482355181761","0.249517161773779","0.425447548589743"
"Never","1988","college entrance qualification","indirect migration background","","","",""
"Never","1988","Other degree","no migration background","","","",""
"Never","1988","Other degree","direct migration background","798","0.783423103466649","0.757969261043905","0.808876945889393"
"Never","1988","Other degree","indirect migration background","","","",""
"Never","1988","no degree/no degree yet","no migration background","49","0.315337713354033","0.247458312766811","0.383217113941256"
"Never","1988","no degree/no degree yet","direct migration background","614","0.848703215231948","0.822138676676757","0.875267753787138"
"Never","1988","no degree/no degree yet","indirect migration background","","","",""
"Daily","1989","lower secondary degree","no migration background","","","",""
"Daily","1989","lower secondary degree","direct migration background","","","",""
"Daily","1989","lower secondary degree","indirect migration background","","","",""
"Daily","1989","secondary school degree","no migration background","","","",""
"Daily","1989","secondary school degree","direct migration background","","","",""
"Daily","1989","secondary school degree","indirect migration background","","","",""
"Daily","1989","college entrance qualification","no migration background","","","",""
"Daily","1989","college entrance qualification","direct migration background","","","",""
"Daily","1989","college entrance qualification","indirect migration background","","","",""
"Daily","1989","Other degree","no migration background","","","",""
"Daily","1989","Other degree","direct migration background","","","",""
"Daily","1989","Other degree","indirect migration background","","","",""
"Daily","1989","no degree/no degree yet","no migration background","","","",""
"Daily","1989","no degree/no degree yet","direct migration background","","","",""
"Daily","1989","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per week","1989","lower secondary degree","no migration background","","","",""
"Min 1x per week","1989","lower secondary degree","direct migration background","","","",""
"Min 1x per week","1989","lower secondary degree","indirect migration background","","","",""
"Min 1x per week","1989","secondary school degree","no migration background","","","",""
"Min 1x per week","1989","secondary school degree","direct migration background","","","",""
"Min 1x per week","1989","secondary school degree","indirect migration background","","","",""
"Min 1x per week","1989","college entrance qualification","no migration background","","","",""
"Min 1x per week","1989","college entrance qualification","direct migration background","","","",""
"Min 1x per week","1989","college entrance qualification","indirect migration background","","","",""
"Min 1x per week","1989","Other degree","no migration background","","","",""
"Min 1x per week","1989","Other degree","direct migration background","","","",""
"Min 1x per week","1989","Other degree","indirect migration background","","","",""
"Min 1x per week","1989","no degree/no degree yet","no migration background","","","",""
"Min 1x per week","1989","no degree/no degree yet","direct migration background","","","",""
"Min 1x per week","1989","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per month","1989","lower secondary degree","no migration background","","","",""
"Min 1x per month","1989","lower secondary degree","direct migration background","","","",""
"Min 1x per month","1989","lower secondary degree","indirect migration background","","","",""
"Min 1x per month","1989","secondary school degree","no migration background","","","",""
"Min 1x per month","1989","secondary school degree","direct migration background","","","",""
"Min 1x per month","1989","secondary school degree","indirect migration background","","","",""
"Min 1x per month","1989","college entrance qualification","no migration background","","","",""
"Min 1x per month","1989","college entrance qualification","direct migration background","","","",""
"Min 1x per month","1989","college entrance qualification","indirect migration background","","","",""
"Min 1x per month","1989","Other degree","no migration background","","","",""
"Min 1x per month","1989","Other degree","direct migration background","","","",""
"Min 1x per month","1989","Other degree","indirect migration background","","","",""
"Min 1x per month","1989","no degree/no degree yet","no migration background","","","",""
"Min 1x per month","1989","no degree/no degree yet","direct migration background","","","",""
"Min 1x per month","1989","no degree/no degree yet","indirect migration background","","","",""
"Rarely","1989","lower secondary degree","no migration background","","","",""
"Rarely","1989","lower secondary degree","direct migration background","","","",""
"Rarely","1989","lower secondary degree","indirect migration background","","","",""
"Rarely","1989","secondary school degree","no migration background","","","",""
"Rarely","1989","secondary school degree","direct migration background","","","",""
"Rarely","1989","secondary school degree","indirect migration background","","","",""
"Rarely","1989","college entrance qualification","no migration background","","","",""
"Rarely","1989","college entrance qualification","direct migration background","","","",""
"Rarely","1989","college entrance qualification","indirect migration background","","","",""
"Rarely","1989","Other degree","no migration background","","","",""
"Rarely","1989","Other degree","direct migration background","","","",""
"Rarely","1989","Other degree","indirect migration background","","","",""
"Rarely","1989","no degree/no degree yet","no migration background","","","",""
"Rarely","1989","no degree/no degree yet","direct migration background","","","",""
"Rarely","1989","no degree/no degree yet","indirect migration background","","","",""
"Never","1989","lower secondary degree","no migration background","","","",""
"Never","1989","lower secondary degree","direct migration background","","","",""
"Never","1989","lower secondary degree","indirect migration background","","","",""
"Never","1989","secondary school degree","no migration background","","","",""
"Never","1989","secondary school degree","direct migration background","","","",""
"Never","1989","secondary school degree","indirect migration background","","","",""
"Never","1989","college entrance qualification","no migration background","","","",""
"Never","1989","college entrance qualification","direct migration background","","","",""
"Never","1989","college entrance qualification","indirect migration background","","","",""
"Never","1989","Other degree","no migration background","","","",""
"Never","1989","Other degree","direct migration background","","","",""
"Never","1989","Other degree","indirect migration background","","","",""
"Never","1989","no degree/no degree yet","no migration background","","","",""
"Never","1989","no degree/no degree yet","direct migration background","","","",""
"Never","1989","no degree/no degree yet","indirect migration background","","","",""
"Daily","1990","lower secondary degree","no migration background","111","0.024021893660675","0.0199455376574169","0.0280982496639331"
"Daily","1990","lower secondary degree","direct migration background","35","0.0417109731574808","0.0264350113801844","0.0569869349347772"
"Daily","1990","lower secondary degree","indirect migration background","","","",""
"Daily","1990","secondary school degree","no migration background","82","0.0334832327355352","0.0274699234467329","0.0394965420243374"
"Daily","1990","secondary school degree","direct migration background","","","",""
"Daily","1990","secondary school degree","indirect migration background","","","",""
"Daily","1990","college entrance qualification","no migration background","76","0.0598550291926067","0.0480834825191655","0.0716265758660479"
"Daily","1990","college entrance qualification","direct migration background","","","",""
"Daily","1990","college entrance qualification","indirect migration background","","","",""
"Daily","1990","Other degree","no migration background","","","",""
"Daily","1990","Other degree","direct migration background","","","",""
"Daily","1990","Other degree","indirect migration background","","","",""
"Daily","1990","no degree/no degree yet","no migration background","","","",""
"Daily","1990","no degree/no degree yet","direct migration background","","","",""
"Daily","1990","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per week","1990","lower secondary degree","no migration background","850","0.164944368619433","0.15506396016225","0.174824777076616"
"Min 1x per week","1990","lower secondary degree","direct migration background","122","0.151766652751229","0.124352110849249","0.179181194653209"
"Min 1x per week","1990","lower secondary degree","indirect migration background","38","0.190948129166122","0.125131794212505","0.25676446411974"
"Min 1x per week","1990","secondary school degree","no migration background","813","0.272479259032142","0.257596461648782","0.287362056415501"
"Min 1x per week","1990","secondary school degree","direct migration background","38","0.236948910015819","0.174129200584194","0.299768619447445"
"Min 1x per week","1990","secondary school degree","indirect migration background","","","",""
"Min 1x per week","1990","college entrance qualification","no migration background","539","0.370833696147593","0.346864243639086","0.394803148656101"
"Min 1x per week","1990","college entrance qualification","direct migration background","48","0.316079340865547","0.239062625986058","0.393096055745036"
"Min 1x per week","1990","college entrance qualification","indirect migration background","","","",""
"Min 1x per week","1990","Other degree","no migration background","","","",""
"Min 1x per week","1990","Other degree","direct migration background","93","0.105828359241097","0.0863285383536607","0.125328180128533"
"Min 1x per week","1990","Other degree","indirect migration background","","","",""
"Min 1x per week","1990","no degree/no degree yet","no migration background","82","0.430459079445466","0.361491672335058","0.499426486555874"
"Min 1x per week","1990","no degree/no degree yet","direct migration background","47","0.0972296170792684","0.074186078655616","0.120273155502921"
"Min 1x per week","1990","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per month","1990","lower secondary degree","no migration background","333","0.0673592267465234","0.0606864868975263","0.0740319665955204"
"Min 1x per month","1990","lower secondary degree","direct migration background","44","0.0494634248018932","0.0328957465420578","0.0660311030617286"
"Min 1x per month","1990","lower secondary degree","indirect migration background","","","",""
