"pli0092_h","year","e11102","e11103","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per week","1986","Not Employed","Part Time","","","","","2"
"Min 1x per week","1986","Not Employed","Not Working","785","0.17892988781066","0.166878744265018","0.190981031356301","2"
"Min 1x per week","1986","Employed","Full Time","1247","0.29348248920463","0.280627339637238","0.306337638772023","2"
"Min 1x per week","1986","Employed","Part Time","511","0.30209639267985","0.281007022530612","0.323185762829089","2"
"Min 1x per week","1986","Employed","Not Working","","","","","2"
"Never","1986","Not Employed","Full Time","","","","","5"
"Never","1986","Not Employed","Part Time","","","","","5"
"Never","1986","Not Employed","Not Working","2671","0.725801385807514","0.711775244265155","0.739827527349874","5"
"Never","1986","Employed","Full Time","2522","0.470584754514586","0.456493757585187","0.484675751443984","5"
"Never","1986","Employed","Part Time","945","0.485783440481567","0.462827901168529","0.508738979794606","5"
"Never","1986","Employed","Not Working","","","","","5"
"Rarely","1986","Employed","Full Time","719","0.162983888559911","0.152556781843787","0.173410995276035","4"
"Rarely","1986","Not Employed","Part Time","","","","","4"
"Rarely","1986","Not Employed","Full Time","","","","","4"
"Rarely","1986","Not Employed","Not Working","296","0.0648726699902093","0.0571287126087857","0.0726166273716328","4"
"Rarely","1986","Employed","Part Time","264","0.151343649340436","0.134883220265612","0.16780407841526","4"
"Rarely","1986","Employed","Not Working","","","","","4"
"Daily","1987","Not Employed","Full Time","","","","","1"
"Daily","1987","Not Employed","Part Time","","","","","1"
"Daily","1987","Not Employed","Not Working","","","","","1"
"Daily","1987","Employed","Full Time","","","","","1"
"Daily","1987","Employed","Part Time","","","","","1"
"Daily","1987","Employed","Not Working","","","","","1"
"Min 1x per month","1987","Not Employed","Full Time","","","","","3"
"Min 1x per month","1987","Not Employed","Not Working","","","","","3"
"Min 1x per month","1987","Not Employed","Part Time","","","","","3"
"Min 1x per month","1987","Employed","Full Time","","","","","3"
"Min 1x per month","1987","Employed","Part Time","","","","","3"
"Min 1x per month","1987","Employed","Not Working","","","","","3"
"Min 1x per week","1987","Not Employed","Part Time","","","","","2"
"Min 1x per week","1987","Not Employed","Full Time","","","","","2"
"Min 1x per week","1987","Employed","Full Time","","","","","2"
"Min 1x per week","1987","Not Employed","Not Working","","","","","2"
"Min 1x per week","1987","Employed","Part Time","","","","","2"
"Min 1x per week","1987","Employed","Not Working","","","","","2"
"Never","1987","Not Employed","Full Time","","","","","5"
"Never","1987","Not Employed","Part Time","","","","","5"
"Never","1987","Not Employed","Not Working","","","","","5"
"Never","1987","Employed","Part Time","","","","","5"
"Never","1987","Employed","Full Time","","","","","5"
"Never","1987","Employed","Not Working","","","","","5"
"Rarely","1987","Not Employed","Full Time","","","","","4"
"Rarely","1987","Not Employed","Part Time","","","","","4"
"Rarely","1987","Not Employed","Not Working","","","","","4"
"Rarely","1987","Employed","Full Time","","","","","4"
"Rarely","1987","Employed","Part Time","","","","","4"
"Rarely","1987","Employed","Not Working","","","","","4"
"Daily","1988","Not Employed","Full Time","","","","","1"
"Daily","1988","Not Employed","Part Time","","","","","1"
"Daily","1988","Not Employed","Not Working","","","","","1"
"Daily","1988","Employed","Full Time","","","","","1"
"Daily","1988","Employed","Part Time","","","","","1"
"Daily","1988","Employed","Not Working","","","","","1"
"Min 1x per month","1988","Not Employed","Full Time","","","","","3"
"Min 1x per month","1988","Not Employed","Part Time","","","","","3"
"Min 1x per month","1988","Not Employed","Not Working","123","0.0321959514181109","0.0263703641805697","0.0380215386556522","3"
"Min 1x per month","1988","Employed","Full Time","298","0.0732394042037741","0.0656776622813273","0.0808011461262209","3"
"Min 1x per month","1988","Employed","Part Time","100","0.0548512469842404","0.0444135825405443","0.0652889114279364","3"
"Min 1x per month","1988","Employed","Not Working","","","","","3"
"Min 1x per week","1988","Not Employed","Part Time","","","","","2"
"Min 1x per week","1988","Not Employed","Full Time","","","","","2"
"Min 1x per week","1988","Not Employed","Not Working","711","0.185167605595704","0.172348373525103","0.197986837666305","2"
"Min 1x per week","1988","Employed","Full Time","1194","0.293680771303237","0.280461608826919","0.306899933779554","2"
"Min 1x per week","1988","Employed","Part Time","514","0.295465717100551","0.274550392494049","0.316381041707054","2"
"Min 1x per week","1988","Employed","Not Working","","","","","2"
"Never","1988","Not Employed","Full Time","","","","","5"
"Never","1988","Not Employed","Part Time","","","","","5"
"Never","1988","Not Employed","Not Working","2371","0.699233501448557","0.68409889246353","0.714368110433585","5"
"Never","1988","Employed","Part Time","948","0.49657437903695","0.473654104955688","0.519494653118211","5"
"Never","1988","Employed","Full Time","2324","0.454513151518386","0.440061048822787","0.468965254213985","5"
"Never","1988","Employed","Not Working","","","","","5"
"Rarely","1988","Not Employed","Part Time","","","","","4"
"Rarely","1988","Not Employed","Full Time","","","","","4"
"Rarely","1988","Not Employed","Not Working","322","0.0834029415376277","0.074278101185547","0.0925277818897083","4"
"Rarely","1988","Employed","Full Time","744","0.178566672974603","0.167450583528823","0.189682762420383","4"
"Rarely","1988","Employed","Part Time","266","0.153108656878259","0.136601445389403","0.169615868367115","4"
"Rarely","1988","Employed","Not Working","","","","","4"
"Daily","1989","Not Employed","Full Time","","","","","1"
"Daily","1989","Not Employed","Part Time","","","","","1"
"Daily","1989","Not Employed","Not Working","","","","","1"
"Daily","1989","Employed","Full Time","","","","","1"
"Daily","1989","Employed","Part Time","","","","","1"
"Daily","1989","Employed","Not Working","","","","","1"
"Min 1x per month","1989","Not Employed","Part Time","","","","","3"
"Min 1x per month","1989","Not Employed","Full Time","","","","","3"
"Min 1x per month","1989","Not Employed","Not Working","","","","","3"
"Min 1x per month","1989","Employed","Full Time","","","","","3"
"Min 1x per month","1989","Employed","Part Time","","","","","3"
"Min 1x per month","1989","Employed","Not Working","","","","","3"
"Min 1x per week","1989","Not Employed","Full Time","","","","","2"
"Min 1x per week","1989","Not Employed","Not Working","","","","","2"
"Min 1x per week","1989","Not Employed","Part Time","","","","","2"
"Min 1x per week","1989","Employed","Full Time","","","","","2"
"Min 1x per week","1989","Employed","Part Time","","","","","2"
"Min 1x per week","1989","Employed","Not Working","","","","","2"
"Never","1989","Not Employed","Full Time","","","","","5"
"Never","1989","Not Employed","Part Time","","","","","5"
"Never","1989","Not Employed","Not Working","","","","","5"
"Never","1989","Employed","Full Time","","","","","5"
"Never","1989","Employed","Part Time","","","","","5"
"Never","1989","Employed","Not Working","","","","","5"
"Rarely","1989","Not Employed","Full Time","","","","","4"
"Rarely","1989","Not Employed","Part Time","","","","","4"
"Rarely","1989","Not Employed","Not Working","","","","","4"
"Rarely","1989","Employed","Full Time","","","","","4"
"Rarely","1989","Employed","Part Time","","","","","4"
"Rarely","1989","Employed","Not Working","","","","","4"
"Daily","1990","Not Employed","Full Time","","","","","1"
"Daily","1990","Not Employed","Part Time","","","","","1"
"Daily","1990","Not Employed","Not Working","115","0.0328246756973113","0.0267638488736996","0.038885502520923","1"
"Daily","1990","Employed","Full Time","202","0.0506330498878766","0.0441651092557016","0.0571009905200517","1"
"Daily","1990","Employed","Part Time","75","0.0446915513767078","0.03492947546591","0.0544536272875057","1"
"Daily","1990","Employed","Not Working","","","","","1"
"Min 1x per month","1990","Not Employed","Full Time","","","","","3"
"Min 1x per month","1990","Not Employed","Part Time","","","","","3"
"Min 1x per month","1990","Not Employed","Not Working","179","0.0501912005428581","0.0427642430981684","0.0576181579875478","3"
"Min 1x per month","1990","Employed","Full Time","461","0.113036608705466","0.103695588019192","0.12237762939174","3"
"Min 1x per month","1990","Employed","Part Time","165","0.102996852242445","0.088636449650653","0.117357254834237","3"
"Min 1x per month","1990","Employed","Not Working","","","","","3"
"Min 1x per week","1990","Not Employed","Full Time","","","","","2"
"Min 1x per week","1990","Not Employed","Part Time","","","","","2"
"Min 1x per week","1990","Not Employed","Not Working","616","0.183962508974496","0.170783014050846","0.197142003898145","2"
"Min 1x per week","1990","Employed","Full Time","1115","0.281988945030322","0.268714586804121","0.295263303256523","2"
"Min 1x per week","1990","Employed","Part Time","475","0.299011074373431","0.277381056861514","0.320641091885349","2"
"Min 1x per week","1990","Employed","Not Working","","","","","2"
"Never","1990","Not Employed","Full Time","","","","","5"
"Never","1990","Not Employed","Part Time","","","","","5"
"Never","1990","Not Employed","Not Working","1983","0.611490767127206","0.594911143276708","0.628070390977705","5"
"Never","1990","Employed","Full Time","1633","0.301860465083198","0.288317736918877","0.315403193247518","5"
"Never","1990","Employed","Part Time","637","0.316841581357246","0.294860985854857","0.338822176859634","5"
"Never","1990","Employed","Not Working","","","","","5"
"Rarely","1990","Not Employed","Full Time","","","","","4"
"Rarely","1990","Not Employed","Not Working","427","0.121530847658128","0.110416459229275","0.132645236086982","4"
"Rarely","1990","Not Employed","Part Time","","","","","4"
"Rarely","1990","Employed","Full Time","1003","0.252480931293138","0.239664787949497","0.265297074636778","4"
"Rarely","1990","Employed","Part Time","369","0.23645894065017","0.216384117698849","0.256533763601491","4"
"Rarely","1990","Employed","Not Working","","","","","4"
"Daily","1991","Not Employed","Full Time","","","","","1"
"Daily","1991","Not Employed","Part Time","","","","","1"
"Daily","1991","Not Employed","Not Working","","","","","1"
"Daily","1991","Employed","Full Time","","","","","1"
"Daily","1991","Employed","Part Time","","","","","1"
"Daily","1991","Employed","Not Working","","","","","1"
"Min 1x per month","1991","Not Employed","Full Time","","","","","3"
"Min 1x per month","1991","Not Employed","Part Time","","","","","3"
"Min 1x per month","1991","Not Employed","Not Working","","","","","3"
"Min 1x per month","1991","Employed","Full Time","","","","","3"
"Min 1x per month","1991","Employed","Part Time","","","","","3"
"Min 1x per month","1991","Employed","Not Working","","","","","3"
"Min 1x per week","1991","Not Employed","Full Time","","","","","2"
"Min 1x per week","1991","Not Employed","Part Time","","","","","2"
"Min 1x per week","1991","Not Employed","Not Working","","","","","2"
"Min 1x per week","1991","Employed","Full Time","","","","","2"
"Min 1x per week","1991","Employed","Part Time","","","","","2"
"Min 1x per week","1991","Employed","Not Working","","","","","2"
"Never","1991","Not Employed","Full Time","","","","","5"
"Never","1991","Not Employed","Part Time","","","","","5"
"Never","1991","Not Employed","Not Working","","","","","5"
"Never","1991","Employed","Full Time","","","","","5"
"Never","1991","Employed","Part Time","","","","","5"
"Never","1991","Employed","Not Working","","","","","5"
"Rarely","1991","Not Employed","Full Time","","","","","4"
"Rarely","1991","Not Employed","Part Time","","","","","4"
"Rarely","1991","Not Employed","Not Working","","","","","4"
"Rarely","1991","Employed","Part Time","","","","","4"
"Rarely","1991","Employed","Full Time","","","","","4"
"Rarely","1991","Employed","Not Working","","","","","4"
"Daily","1992","Not Employed","Full Time","","","","","1"
"Daily","1992","Not Employed","Part Time","","","","","1"
"Daily","1992","Not Employed","Not Working","","","","","1"
"Daily","1992","Employed","Full Time","","","","","1"
"Daily","1992","Employed","Part Time","","","","","1"
"Daily","1992","Employed","Not Working","","","","","1"
"Min 1x per month","1992","Not Employed","Part Time","","","","","3"
"Min 1x per month","1992","Not Employed","Full Time","","","","","3"
"Min 1x per month","1992","Not Employed","Not Working","149","0.0313248964702555","0.0260346673810867","0.0366151255594243","3"
"Min 1x per month","1992","Employed","Full Time","466","0.0819243171753835","0.0752628498706498","0.0885857844801172","3"
"Min 1x per month","1992","Employed","Part Time","149","0.0692295590876192","0.0592167803273059","0.0792423378479326","3"
"Min 1x per month","1992","Employed","Not Working","","","","","3"
"Min 1x per week","1992","Not Employed","Full Time","","","","","2"
"Min 1x per week","1992","Not Employed","Part Time","","","","","2"
"Min 1x per week","1992","Not Employed","Not Working","763","0.173671783556254","0.162166918959676","0.185176648152832","2"
"Min 1x per week","1992","Employed","Full Time","1467","0.261816683329553","0.251138312104919","0.272495054554186","2"
"Min 1x per week","1992","Employed","Not Working","","","","","2"
"Min 1x per week","1992","Employed","Part Time","565","0.264606646704926","0.247206705902337","0.282006587507515","2"
"Never","1992","Not Employed","Full Time","","","","","5"
"Never","1992","Not Employed","Part Time","","","","","5"
"Never","1992","Not Employed","Not Working","2866","0.715308849443389","0.701603996780521","0.729013702106257","5"
"Never","1992","Employed","Full Time","3238","0.442295857917181","0.430232099977001","0.454359615857361","5"
"Never","1992","Employed","Part Time","1297","0.481486002738707","0.461777228192628","0.501194777284786","5"
"Never","1992","Employed","Not Working","","","","","5"
"Rarely","1992","Not Employed","Full Time","","","","","4"
"Rarely","1992","Not Employed","Part Time","","","","","4"
"Rarely","1992","Employed","Full Time","1340","0.213963141577882","0.204001860794842","0.223924422360923","4"
"Rarely","1992","Not Employed","Not Working","387","0.0796944705301014","0.0714697585448966","0.0879191825153062","4"
"Rarely","1992","Employed","Part Time","458","0.184677791468748","0.169371868676341","0.199983714261155","4"
"Rarely","1992","Employed","Not Working","","","","","4"
"Daily","1993","Not Employed","Full Time","","","","","1"
"Daily","1993","Not Employed","Part Time","","","","","1"
"Daily","1993","Not Employed","Not Working","","","","","1"
"Daily","1993","Employed","Full Time","","","","","1"
"Daily","1993","Employed","Part Time","","","","","1"
"Daily","1993","Employed","Not Working","","","","","1"
"Min 1x per month","1993","Not Employed","Full Time","","","","","3"
"Min 1x per month","1993","Not Employed","Part Time","","","","","3"
"Min 1x per month","1993","Not Employed","Not Working","","","","","3"
"Min 1x per month","1993","Employed","Full Time","","","","","3"
"Min 1x per month","1993","Employed","Part Time","","","","","3"
"Min 1x per month","1993","Employed","Not Working","","","","","3"
"Min 1x per week","1993","Not Employed","Full Time","","","","","2"
"Min 1x per week","1993","Not Employed","Part Time","","","","","2"
"Min 1x per week","1993","Not Employed","Not Working","","","","","2"
"Min 1x per week","1993","Employed","Full Time","","","","","2"
"Min 1x per week","1993","Employed","Part Time","","","","","2"
"Min 1x per week","1993","Employed","Not Working","","","","","2"
"Never","1993","Not Employed","Full Time","","","","","5"
"Never","1993","Not Employed","Part Time","","","","","5"
"Never","1993","Not Employed","Not Working","","","","","5"
"Never","1993","Employed","Full Time","","","","","5"
"Never","1993","Employed","Part Time","","","","","5"
"Never","1993","Employed","Not Working","","","","","5"
"Rarely","1993","Not Employed","Part Time","","","","","4"
"Rarely","1993","Not Employed","Full Time","","","","","4"
"Rarely","1993","Not Employed","Not Working","","","","","4"
"Rarely","1993","Employed","Full Time","","","","","4"
"Rarely","1993","Employed","Part Time","","","","","4"
"Rarely","1993","Employed","Not Working","","","","","4"
"Daily","1994","Not Employed","Full Time","","","","","1"
"Daily","1994","Not Employed","Part Time","","","","","1"
"Daily","1994","Not Employed","Not Working","","","","","1"
"Daily","1994","Employed","Full Time","","","","","1"
"Daily","1994","Employed","Part Time","","","","","1"
"Daily","1994","Employed","Not Working","","","","","1"
"Min 1x per month","1994","Not Employed","Full Time","","","","","3"
"Min 1x per month","1994","Not Employed","Part Time","","","","","3"
"Min 1x per month","1994","Not Employed","Not Working","158","0.0336150641823637","0.028331385759121","0.0388987426056064","3"
"Min 1x per month","1994","Employed","Part Time","158","0.0746597008155236","0.0640350262300128","0.0852843754010343","3"
"Min 1x per month","1994","Employed","Full Time","462","0.0778833097571695","0.0710515473792826","0.0847150721350564","3"
"Min 1x per month","1994","Employed","Not Working","","","","","3"
"Min 1x per week","1994","Not Employed","Full Time","","","","","2"
"Min 1x per week","1994","Not Employed","Not Working","756","0.163202025903233","0.152368560212267","0.174035491594199","2"
"Min 1x per week","1994","Not Employed","Part Time","","","","","2"
"Min 1x per week","1994","Employed","Part Time","549","0.270323608909251","0.252370944518012","0.288276273300491","2"
"Min 1x per week","1994","Employed","Full Time","1356","0.26929046083261","0.257982078469632","0.280598843195589","2"
"Min 1x per week","1994","Employed","Not Working","","","","","2"
"Never","1994","Not Employed","Full Time","","","","","5"
"Never","1994","Not Employed","Part Time","","","","","5"
"Never","1994","Not Employed","Not Working","3093","0.70788972321301","0.694559096993028","0.721220349432991","5"
"Never","1994","Employed","Full Time","2760","0.422829859605634","0.410236188031198","0.435423531180069","5"
"Never","1994","Employed","Part Time","1156","0.444386963811432","0.424301186422931","0.464472741199932","5"
"Never","1994","Employed","Not Working","","","","","5"
"Rarely","1994","Not Employed","Full Time","","","","","4"
"Rarely","1994","Not Employed","Not Working","463","0.0952931867013934","0.0866856440143052","0.103900729388482","4"
"Rarely","1994","Not Employed","Part Time","","","","","4"
"Rarely","1994","Employed","Part Time","488","0.210629726463794","0.19414726792011","0.227112185007478","4"
"Rarely","1994","Employed","Full Time","1333","0.229996369804586","0.219268228421428","0.240724511187744","4"
"Rarely","1994","Employed","Not Working","","","","","4"
"Daily","1995","Not Employed","Full Time","","","","","1"
"Daily","1995","Not Employed","Part Time","","","","","1"
"Daily","1995","Not Employed","Not Working","217","0.0445205075388557","0.0386772842517199","0.0503637308259916","1"
"Daily","1995","Employed","Full Time","269","0.0493331138296125","0.0438006139943559","0.0548656136648692","1"
"Daily","1995","Employed","Part Time","133","0.0627377188142191","0.0534060775098643","0.0720693601185739","1"
"Daily","1995","Employed","Not Working","","","","","1"
"Min 1x per month","1995","Not Employed","Part Time","","","","","3"
"Min 1x per month","1995","Not Employed","Full Time","","","","","3"
"Min 1x per month","1995","Not Employed","Not Working","237","0.0463484488638499","0.0403921812022119","0.0523047165254879","3"
"Min 1x per month","1995","Employed","Full Time","533","0.0994804076620494","0.0918340726270641","0.107126742697035","3"
"Min 1x per month","1995","Employed","Part Time","190","0.0747812174032078","0.0646588617822388","0.0849035730241767","3"
"Min 1x per month","1995","Employed","Not Working","","","","","3"
"Min 1x per week","1995","Not Employed","Full Time","","","","","2"
"Min 1x per week","1995","Not Employed","Part Time","","","","","2"
"Min 1x per week","1995","Not Employed","Not Working","808","0.159091879230474","0.148729487090919","0.169454271370029","2"
"Min 1x per week","1995","Employed","Full Time","1433","0.278228317751466","0.266780082462998","0.289676553039935","2"
"Min 1x per week","1995","Employed","Not Working","","","","","2"
"Min 1x per week","1995","Employed","Part Time","625","0.282585999043885","0.265259000078709","0.29991299800906","2"
"Never","1995","Not Employed","Full Time","","","","","5"
"Never","1995","Not Employed","Part Time","","","","","5"
"Never","1995","Not Employed","Not Working","2817","0.607397725174119","0.593562866399455","0.621232583948782","5"
"Never","1995","Employed","Full Time","2054","0.307664800746884","0.295874223322331","0.319455378171437","5"
"Never","1995","Employed","Part Time","1013","0.336940277395875","0.318750981267495","0.355129573524256","5"
"Never","1995","Employed","Not Working","","","","","5"
"Rarely","1995","Not Employed","Full Time","","","","","4"
"Rarely","1995","Not Employed","Not Working","707","0.142641439192702","0.132733898968149","0.152548979417255","4"
"Rarely","1995","Not Employed","Part Time","","","","","4"
"Rarely","1995","Employed","Full Time","1597","0.265293360009987","0.25401468365376","0.276572036366215","4"
"Rarely","1995","Employed","Part Time","633","0.242954787342813","0.226450881227792","0.259458693457834","4"
"Rarely","1995","Employed","Not Working","","","","","4"
"Daily","1996","Not Employed","Full Time","","","","","1"
"Daily","1996","Not Employed","Part Time","","","","","1"
"Daily","1996","Not Employed","Not Working","","","","","1"
"Daily","1996","Employed","Full Time","","","","","1"
"Daily","1996","Employed","Not Working","","","","","1"
"Daily","1996","Employed","Part Time","","","","","1"
"Min 1x per month","1996","Not Employed","Full Time","","","","","3"
"Min 1x per month","1996","Not Employed","Part Time","","","","","3"
"Min 1x per month","1996","Not Employed","Not Working","238","0.0533514810759779","0.04686486565927","0.0598380964926859","3"
"Min 1x per month","1996","Employed","Full Time","494","0.0877958684375958","0.0804626406721914","0.0951290962030002","3"
"Min 1x per month","1996","Employed","Part Time","190","0.0688818890529498","0.0593097808017738","0.0784539973041259","3"
"Min 1x per month","1996","Employed","Not Working","","","","","3"
"Min 1x per week","1996","Not Employed","Full Time","","","","","2"
"Min 1x per week","1996","Not Employed","Part Time","","","","","2"
"Min 1x per week","1996","Not Employed","Not Working","802","0.177003515060759","0.165987095553965","0.188019934567554","2"
"Min 1x per week","1996","Employed","Full Time","1448","0.28572843395015","0.274022110260774","0.297434757639526","2"
"Min 1x per week","1996","Employed","Part Time","642","0.286397701039886","0.269310710699735","0.303484691380036","2"
"Min 1x per week","1996","Employed","Not Working","","","","","2"
"Never","1996","Not Employed","Full Time","","","","","5"
"Never","1996","Not Employed","Part Time","","","","","5"
"Never","1996","Not Employed","Not Working","2956","0.648545145564684","0.634764949094124","0.662325342035244","5"
"Never","1996","Employed","Full Time","2332","0.369328676286858","0.356822625902667","0.38183472667105","5"
"Never","1996","Employed","Part Time","1219","0.402519613383249","0.383983954004666","0.421055272761832","5"
"Never","1996","Employed","Not Working","","","","","5"
"Rarely","1996","Not Employed","Part Time","","","","","4"
"Rarely","1996","Not Employed","Full Time","","","","","4"
"Rarely","1996","Not Employed","Not Working","615","0.121099858298578","0.111683301839893","0.130516414757264","4"
"Rarely","1996","Employed","Full Time","1447","0.257147021325396","0.245821601741774","0.268472440909019","4"
"Rarely","1996","Employed","Not Working","","","","","4"
"Rarely","1996","Employed","Part Time","638","0.242200796523915","0.226008160809475","0.258393432238356","4"
"Daily","1997","Not Employed","Full Time","","","","","1"
"Daily","1997","Not Employed","Part Time","","","","","1"
"Daily","1997","Not Employed","Not Working","","","","","1"
"Daily","1997","Employed","Full Time","","","","","1"
"Daily","1997","Employed","Part Time","","","","","1"
"Daily","1997","Employed","Not Working","","","","","1"
"Min 1x per month","1997","Not Employed","Full Time","","","","","3"
"Min 1x per month","1997","Not Employed","Part Time","","","","","3"
"Min 1x per month","1997","Not Employed","Not Working","180","0.0345999455299227","0.0293542056636642","0.0398456853961812","3"
"Min 1x per month","1997","Employed","Full Time","434","0.0774279888823904","0.0704078192771934","0.0844481584875874","3"
"Min 1x per month","1997","Employed","Part Time","149","0.0602893889041758","0.0510364898481483","0.0695422879602032","3"
"Min 1x per month","1997","Employed","Not Working","","","","","3"
"Min 1x per week","1997","Not Employed","Full Time","","","","","2"
"Min 1x per week","1997","Not Employed","Not Working","876","0.187930738121143","0.176718021946524","0.199143454295762","2"
"Min 1x per week","1997","Not Employed","Part Time","","","","","2"
"Min 1x per week","1997","Employed","Part Time","609","0.272999771803613","0.255681333231842","0.290318210375384","2"
"Min 1x per week","1997","Employed","Full Time","1487","0.305137366724637","0.293042651319512","0.317232082129762","2"
"Min 1x per week","1997","Employed","Not Working","","","","","2"
"Never","1997","Not Employed","Full Time","","","","","5"
"Never","1997","Not Employed","Part Time","","","","","5"
"Never","1997","Not Employed","Not Working","3039","0.670127053734721","0.656632227132321","0.683621880337122","5"
"Never","1997","Employed","Full Time","2272","0.369951994898063","0.357270864017311","0.382633125778815","5"
"Never","1997","Employed","Part Time","1248","0.441788847218765","0.422483974322383","0.461093720115146","5"
"Never","1997","Employed","Not Working","","","","","5"
"Rarely","1997","Not Employed","Full Time","","","","","4"
"Rarely","1997","Not Employed","Part Time","","","","","4"
"Rarely","1997","Not Employed","Not Working","568","0.107342262614213","0.0984575529013691","0.116226972327056","4"
"Rarely","1997","Employed","Full Time","1375","0.247482649494909","0.236147451381454","0.258817847608365","4"
"Rarely","1997","Employed","Part Time","536","0.224921992073446","0.208690853492956","0.241153130653937","4"
"Rarely","1997","Employed","Not Working","","","","","4"
"Daily","1998","Not Employed","Full Time","","","","","1"
"Daily","1998","Not Employed","Part Time","","","","","1"
"Daily","1998","Not Employed","Not Working","243","0.0450259220410723","0.0394860039527919","0.0505658401293528","1"
"Daily","1998","Employed","Full Time","279","0.0510049562927675","0.045419911094359","0.056590001491176","1"
"Daily","1998","Employed","Part Time","159","0.0584412091551878","0.0498396676644563","0.0670427506459192","1"
"Daily","1998","Employed","Not Working","","","","","1"
"Min 1x per month","1998","Not Employed","Full Time","","","","","3"
"Min 1x per month","1998","Not Employed","Part Time","","","","","3"
"Min 1x per month","1998","Not Employed","Not Working","269","0.0465656734755311","0.0409363710581853","0.0521949758928768","3"
"Min 1x per month","1998","Employed","Full Time","594","0.101965666882376","0.0942838848080923","0.109647448956661","3"
"Min 1x per month","1998","Employed","Part Time","243","0.0908384803066457","0.0803007173802453","0.101376243233046","3"
"Min 1x per month","1998","Employed","Not Working","","","","","3"
"Min 1x per week","1998","Not Employed","Full Time","","","","","2"
"Min 1x per week","1998","Not Employed","Part Time","","","","","2"
"Min 1x per week","1998","Not Employed","Not Working","939","0.178471436899505","0.168241523947078","0.188701349851933","2"
"Min 1x per week","1998","Employed","Full Time","1590","0.296798009002327","0.285200650897254","0.3083953671074","2"
"Min 1x per week","1998","Employed","Part Time","740","0.29815032743328","0.281376480834506","0.314924174032054","2"
"Min 1x per week","1998","Employed","Not Working","","","","","2"
"Never","1998","Not Employed","Full Time","","","","","5"
"Never","1998","Not Employed","Part Time","","","","","5"
"Never","1998","Not Employed","Not Working","3083","0.578720250187532","0.565528698732541","0.591911801642522","5"
"Never","1998","Employed","Full Time","1871","0.288337006585713","0.276837587165759","0.299836426005666","5"
"Never","1998","Employed","Part Time","987","0.306881231201552","0.289969737649785","0.323792724753319","5"
