"pli0092_h","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per week","1985","Schleswig-Holstein","West Germany","91","0.25887814188266","0.212857680168916","0.304898603596405","2"
"Min 1x per week","1985","Schleswig-Holstein","East Germany","","","","","2"
"Min 1x per week","1985","Hamburg","West Germany","82","0.308417905613958","0.253931869730966","0.362903941496949","2"
"Min 1x per week","1985","Hamburg","East Germany","","","","","2"
"Min 1x per week","1985","Lower Saxony","West Germany","270","0.243247954336041","0.217800861631243","0.26869504704084","2"
"Min 1x per week","1985","Lower Saxony","East Germany","","","","","2"
"Min 1x per week","1985","Bremen","East Germany","","","","","2"
"Min 1x per week","1985","North Rhine-Westphalia","West Germany","671","0.239211108862957","0.223795896565015","0.2546263211609","2"
"Min 1x per week","1985","North Rhine-Westphalia","East Germany","","","","","2"
"Min 1x per week","1985","Hesse","West Germany","242","0.246415136662476","0.221155507900835","0.271674765424116","2"
"Min 1x per week","1985","Hesse","East Germany","","","","","2"
"Min 1x per week","1985","Rhineland-Palatinate,Saarland","West Germany","156","0.203913363316109","0.175306277670435","0.232520448961782","2"
"Min 1x per week","1985","Brandenburg","East Germany","","","","","2"
"Min 1x per week","1985","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Min 1x per week","1985","Bremen","West Germany","14","","","","2"
"Min 1x per week","1985","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Min 1x per week","1985","Baden-Württemberg","West Germany","404","0.221224804838449","0.203204216463069","0.239245393213829","2"
"Min 1x per week","1985","Baden-Württemberg","East Germany","","","","","2"
"Min 1x per week","1985","Bavaria","West Germany","462","0.25196431886167","0.232407263595383","0.271521374127957","2"
"Min 1x per week","1985","Bavaria","East Germany","","","","","2"
"Min 1x per week","1985","Berlin","West Germany","78","0.228138437554121","0.185088691161258","0.271188183946984","2"
"Min 1x per week","1985","Berlin","East Germany","","","","","2"
"Min 1x per week","1985","Brandenburg","West Germany","","","","","2"
"Never","1985","Mecklenburg-Western Pomerania","East Germany","","","","","5"
"Never","1985","Mecklenburg-Western Pomerania","West Germany","","","","","5"
"Never","1985","Hamburg","East Germany","","","","","5"
"Never","1985","Hamburg","West Germany","149","0.516771552527905","0.457816762660662","0.575726342395149","5"
"Never","1985","Schleswig-Holstein","East Germany","","","","","5"
"Never","1985","Saxony","West Germany","","","","","5"
"Never","1985","Lower Saxony","West Germany","634","0.596037270869101","0.566933843993603","0.6251406977446","5"
"Never","1985","Lower Saxony","East Germany","","","","","5"
"Never","1985","Bremen","West Germany","74","0.6867090376989","0.601935660334384","0.771482415063415","5"
"Never","1985","Bremen","East Germany","","","","","5"
"Never","1985","Brandenburg","East Germany","","","","","5"
"Never","1985","Saxony","East Germany","","","","","5"
"Never","1985","Saxony-Anhalt","West Germany","","","","","5"
"Never","1985","Saxony-Anhalt","East Germany","","","","","5"
"Never","1985","Thuringia","West Germany","","","","","5"
"Never","1985","Thuringia","East Germany","","","","","5"
"Never","1985","Schleswig-Holstein","West Germany","192","0.557822293151336","0.505642203139186","0.610002383163487","5"
"Never","1985","North Rhine-Westphalia","West Germany","1746","0.585866181479379","0.568067152096637","0.603665210862121","5"
"Never","1985","North Rhine-Westphalia","East Germany","","","","","5"
"Never","1985","Hesse","West Germany","699","0.606020679838707","0.577378397291095","0.634662962386319","5"
"Never","1985","Hesse","East Germany","","","","","5"
"Never","1985","Rhineland-Palatinate,Saarland","West Germany","467","0.616912320885298","0.582395449877797","0.6514291918928","5"
"Never","1985","Rhineland-Palatinate,Saarland","East Germany","","","","","5"
"Never","1985","Baden-Württemberg","West Germany","1278","0.599168562808431","0.577892003492377","0.620445122124485","5"
"Never","1985","Baden-Württemberg","East Germany","","","","","5"
"Never","1985","Bavaria","West Germany","1052","0.558400810544919","0.536031121978466","0.580770499111372","5"
"Never","1985","Bavaria","East Germany","","","","","5"
"Never","1985","Berlin","West Germany","213","0.585334607119793","0.534792580105059","0.635876634134526","5"
"Never","1985","Berlin","East Germany","","","","","5"
"Never","1985","Brandenburg","West Germany","","","","","5"
"Rarely","1985","North Rhine-Westphalia","East Germany","","","","","4"
"Rarely","1985","Hesse","West Germany","133","0.112404667333874","0.0938895330364891","0.130919801631258","4"
"Rarely","1985","Saxony","West Germany","","","","","4"
"Rarely","1985","Mecklenburg-Western Pomerania","East Germany","","","","","4"
"Rarely","1985","Bavaria","West Germany","269","0.133436045630842","0.118117777197908","0.148754314063775","4"
"Rarely","1985","Lower Saxony","West Germany","142","0.123777706631084","0.104244878128285","0.143310535133883","4"
"Rarely","1985","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"Rarely","1985","North Rhine-Westphalia","West Germany","396","0.130442708278032","0.118272843267512","0.142612573288553","4"
"Rarely","1985","Hesse","East Germany","","","","","4"
"Rarely","1985","Saxony","East Germany","","","","","4"
"Rarely","1985","Saxony-Anhalt","West Germany","","","","","4"
"Rarely","1985","Hamburg","West Germany","25","","","","4"
"Rarely","1985","Hamburg","East Germany","","","","","4"
"Rarely","1985","Schleswig-Holstein","East Germany","","","","","4"
"Rarely","1985","Lower Saxony","East Germany","","","","","4"
"Rarely","1985","Bremen","West Germany","18","","","","4"
"Rarely","1985","Bremen","East Germany","","","","","4"
"Rarely","1985","Rhineland-Palatinate,Saarland","West Germany","102","0.130689973389215","0.106757968410572","0.154621978367859","4"
"Rarely","1985","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"Rarely","1985","Baden-Württemberg","West Germany","249","0.127010891615384","0.112554134111746","0.141467649119021","4"
"Rarely","1985","Baden-Württemberg","East Germany","","","","","4"
"Rarely","1985","Saxony-Anhalt","East Germany","","","","","4"
"Rarely","1985","Thuringia","West Germany","","","","","4"
"Rarely","1985","Thuringia","East Germany","","","","","4"
"Rarely","1985","Brandenburg","East Germany","","","","","4"
"Rarely","1985","Schleswig-Holstein","West Germany","48","0.134229008585071","0.0984125060104632","0.170045511159678","4"
"Rarely","1985","Bavaria","East Germany","","","","","4"
"Rarely","1985","Berlin","West Germany","51","0.125818896025361","0.0917956848110505","0.159842107239671","4"
"Rarely","1985","Berlin","East Germany","","","","","4"
"Rarely","1985","Brandenburg","West Germany","","","","","4"
"Daily","1986","Schleswig-Holstein","West Germany","","","","","1"
"Daily","1986","Schleswig-Holstein","East Germany","","","","","1"
"Daily","1986","Hamburg","West Germany","","","","","1"
"Daily","1986","Hamburg","East Germany","","","","","1"
"Daily","1986","Lower Saxony","West Germany","","","","","1"
"Daily","1986","Lower Saxony","East Germany","","","","","1"
"Daily","1986","Bremen","West Germany","","","","","1"
"Daily","1986","Bremen","East Germany","","","","","1"
"Daily","1986","North Rhine-Westphalia","West Germany","","","","","1"
"Daily","1986","North Rhine-Westphalia","East Germany","","","","","1"
"Daily","1986","Hesse","West Germany","","","","","1"
"Daily","1986","Hesse","East Germany","","","","","1"
"Daily","1986","Rhineland-Palatinate,Saarland","West Germany","","","","","1"
"Daily","1986","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Daily","1986","Baden-Württemberg","West Germany","","","","","1"
"Daily","1986","Baden-Württemberg","East Germany","","","","","1"
"Daily","1986","Bavaria","West Germany","","","","","1"
"Daily","1986","Bavaria","East Germany","","","","","1"
"Daily","1986","Berlin","West Germany","","","","","1"
"Daily","1986","Berlin","East Germany","","","","","1"
"Daily","1986","Brandenburg","West Germany","","","","","1"
"Daily","1986","Brandenburg","East Germany","","","","","1"
"Daily","1986","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Daily","1986","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Daily","1986","Saxony","West Germany","","","","","1"
"Daily","1986","Saxony","East Germany","","","","","1"
"Daily","1986","Saxony-Anhalt","West Germany","","","","","1"
"Daily","1986","Saxony-Anhalt","East Germany","","","","","1"
"Daily","1986","Thuringia","West Germany","","","","","1"
"Daily","1986","Thuringia","East Germany","","","","","1"
"Min 1x per month","1986","Schleswig-Holstein","East Germany","","","","","3"
"Min 1x per month","1986","Mecklenburg-Western Pomerania","East Germany","","","","","3"
"Min 1x per month","1986","Hamburg","West Germany","19","","","","3"
"Min 1x per month","1986","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"Min 1x per month","1986","Saxony","West Germany","","","","","3"
"Min 1x per month","1986","Saxony","East Germany","","","","","3"
"Min 1x per month","1986","Schleswig-Holstein","West Germany","16","","","","3"
"Min 1x per month","1986","Hamburg","East Germany","","","","","3"
"Min 1x per month","1986","Brandenburg","East Germany","","","","","3"
"Min 1x per month","1986","Saxony-Anhalt","West Germany","","","","","3"
"Min 1x per month","1986","Lower Saxony","West Germany","58","0.0491886768557412","0.036414463240968","0.0619628904705144","3"
"Min 1x per month","1986","Lower Saxony","East Germany","","","","","3"
"Min 1x per month","1986","Bremen","West Germany","6","","","","3"
"Min 1x per month","1986","Bremen","East Germany","","","","","3"
"Min 1x per month","1986","North Rhine-Westphalia","West Germany","144","0.0490377391631752","0.0410970291760428","0.0569784491503075","3"
"Min 1x per month","1986","North Rhine-Westphalia","East Germany","","","","","3"
"Min 1x per month","1986","Hesse","West Germany","36","0.0381645279527872","0.0265202714476554","0.049808784457919","3"
"Min 1x per month","1986","Hesse","East Germany","","","","","3"
"Min 1x per month","1986","Rhineland-Palatinate,Saarland","West Germany","43","0.058334239634647","0.041736694183064","0.07493178508623","3"
"Min 1x per month","1986","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"Min 1x per month","1986","Baden-Württemberg","West Germany","111","0.0558726689141566","0.0457765398312054","0.0659687979971079","3"
"Min 1x per month","1986","Baden-Württemberg","East Germany","","","","","3"
"Min 1x per month","1986","Bavaria","West Germany","109","0.0586727604485153","0.0476995498867969","0.0696459710102338","3"
"Min 1x per month","1986","Bavaria","East Germany","","","","","3"
"Min 1x per month","1986","Berlin","West Germany","25","","","","3"
"Min 1x per month","1986","Berlin","East Germany","","","","","3"
"Min 1x per month","1986","Brandenburg","West Germany","","","","","3"
"Min 1x per month","1986","Saxony-Anhalt","East Germany","","","","","3"
"Min 1x per month","1986","Thuringia","West Germany","","","","","3"
"Min 1x per month","1986","Thuringia","East Germany","","","","","3"
"Min 1x per week","1986","Mecklenburg-Western Pomerania","East Germany","","","","","2"
"Min 1x per week","1986","Saxony","West Germany","","","","","2"
"Min 1x per week","1986","Saxony","East Germany","","","","","2"
"Min 1x per week","1986","Saxony-Anhalt","West Germany","","","","","2"
"Min 1x per week","1986","Saxony-Anhalt","East Germany","","","","","2"
"Min 1x per week","1986","Thuringia","West Germany","","","","","2"
"Min 1x per week","1986","Bremen","East Germany","","","","","2"
"Min 1x per week","1986","North Rhine-Westphalia","West Germany","711","0.256842654160085","0.240777443074679","0.272907865245491","2"
"Min 1x per week","1986","North Rhine-Westphalia","East Germany","","","","","2"
"Min 1x per week","1986","Hesse","West Germany","248","0.249719432878929","0.22341254702678","0.276026318731078","2"
"Min 1x per week","1986","Hesse","East Germany","","","","","2"
"Min 1x per week","1986","Rhineland-Palatinate,Saarland","West Germany","152","0.192227751963183","0.164322482927225","0.220133020999141","2"
"Min 1x per week","1986","Thuringia","East Germany","","","","","2"
"Min 1x per week","1986","Schleswig-Holstein","West Germany","83","0.258646912316936","0.210669225925056","0.306624598708817","2"
"Min 1x per week","1986","Schleswig-Holstein","East Germany","","","","","2"
"Min 1x per week","1986","Hamburg","West Germany","62","0.250437873185898","0.196837840917513","0.304037905454284","2"
"Min 1x per week","1986","Hamburg","East Germany","","","","","2"
"Min 1x per week","1986","Lower Saxony","West Germany","296","0.25933961003646","0.233451614919652","0.285227605153268","2"
"Min 1x per week","1986","Lower Saxony","East Germany","","","","","2"
"Min 1x per week","1986","Bremen","West Germany","14","","","","2"
"Min 1x per week","1986","Brandenburg","East Germany","","","","","2"
"Min 1x per week","1986","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Min 1x per week","1986","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Min 1x per week","1986","Baden-Württemberg","West Germany","428","0.220825691847844","0.202591689226916","0.239059694468773","2"
"Min 1x per week","1986","Baden-Württemberg","East Germany","","","","","2"
"Min 1x per week","1986","Bavaria","West Germany","479","0.269740489220532","0.249017289128429","0.290463689312635","2"
"Min 1x per week","1986","Bavaria","East Germany","","","","","2"
"Min 1x per week","1986","Berlin","West Germany","70","0.209564668960237","0.166925741316457","0.252203596604016","2"
"Min 1x per week","1986","Berlin","East Germany","","","","","2"
"Min 1x per week","1986","Brandenburg","West Germany","","","","","2"
"Never","1986","Schleswig-Holstein","East Germany","","","","","5"
"Never","1986","Mecklenburg-Western Pomerania","West Germany","","","","","5"
"Never","1986","Mecklenburg-Western Pomerania","East Germany","","","","","5"
"Never","1986","Hamburg","West Germany","143","0.560542899246706","0.499142117422096","0.621943681071317","5"
"Never","1986","Hamburg","East Germany","","","","","5"
"Never","1986","Lower Saxony","West Germany","611","0.579409438486509","0.550250146446716","0.608568730526302","5"
"Never","1986","Lower Saxony","East Germany","","","","","5"
"Never","1986","Bremen","West Germany","75","0.672496961900819","0.583987633949862","0.761006289851776","5"
"Never","1986","Bremen","East Germany","","","","","5"
"Never","1986","Saxony","West Germany","","","","","5"
"Never","1986","Saxony","East Germany","","","","","5"
"Never","1986","Saxony-Anhalt","West Germany","","","","","5"
"Never","1986","Saxony-Anhalt","East Germany","","","","","5"
"Never","1986","Thuringia","West Germany","","","","","5"
"Never","1986","Thuringia","East Germany","","","","","5"
"Never","1986","Schleswig-Holstein","West Germany","178","0.560559692583958","0.506180346615734","0.614939038552183","5"
"Never","1986","Brandenburg","East Germany","","","","","5"
"Never","1986","North Rhine-Westphalia","West Germany","1632","0.572743571546711","0.55455339606516","0.590933747028262","5"
"Never","1986","North Rhine-Westphalia","East Germany","","","","","5"
"Never","1986","Hesse","West Germany","654","0.6086477208314","0.578985862582517","0.638309579080284","5"
"Never","1986","Hesse","East Germany","","","","","5"
"Never","1986","Rhineland-Palatinate,Saarland","West Germany","493","0.648497603909334","0.614687069209868","0.6823081386088","5"
"Never","1986","Rhineland-Palatinate,Saarland","East Germany","","","","","5"
"Never","1986","Baden-Württemberg","West Germany","1198","0.584978763566515","0.563319428936948","0.606638098196082","5"
"Never","1986","Baden-Württemberg","East Germany","","","","","5"
"Never","1986","Bavaria","West Germany","940","0.550016705683077","0.526787664996218","0.573245746369936","5"
"Never","1986","Bavaria","East Germany","","","","","5"
"Never","1986","Berlin","West Germany","214","0.643765832451885","0.593595634315045","0.693936030588725","5"
"Never","1986","Berlin","East Germany","","","","","5"
"Never","1986","Brandenburg","West Germany","","","","","5"
"Rarely","1986","Schleswig-Holstein","East Germany","","","","","4"
"Rarely","1986","Hamburg","West Germany","27","","","","4"
"Rarely","1986","North Rhine-Westphalia","East Germany","","","","","4"
"Rarely","1986","Hesse","West Germany","102","0.103468318336883","0.0849578273998986","0.121978809273868","4"
"Rarely","1986","Baden-Württemberg","East Germany","","","","","4"
"Rarely","1986","Bavaria","West Germany","234","0.121570044647875","0.106311539248584","0.136828550047167","4"
"Rarely","1986","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"Rarely","1986","Mecklenburg-Western Pomerania","East Germany","","","","","4"
"Rarely","1986","Saxony","West Germany","","","","","4"
"Rarely","1986","Hamburg","East Germany","","","","","4"
"Rarely","1986","Lower Saxony","West Germany","136","0.11206227462129","0.0934295913228111","0.130694957919769","4"
"Rarely","1986","North Rhine-Westphalia","West Germany","354","0.121376035130029","0.10936776442181","0.133384305838248","4"
"Rarely","1986","Hesse","East Germany","","","","","4"
"Rarely","1986","Rhineland-Palatinate,Saarland","West Germany","78","0.100940404492836","0.0796069853152811","0.12227382367039","4"
"Rarely","1986","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"Rarely","1986","Baden-Württemberg","West Germany","251","0.138322875671484","0.123146810345511","0.153498940997457","4"
"Rarely","1986","Saxony","East Germany","","","","","4"
"Rarely","1986","Saxony-Anhalt","West Germany","","","","","4"
"Rarely","1986","Lower Saxony","East Germany","","","","","4"
"Rarely","1986","Bremen","West Germany","13","","","","4"
"Rarely","1986","Bremen","East Germany","","","","","4"
"Rarely","1986","Saxony-Anhalt","East Germany","","","","","4"
"Rarely","1986","Thuringia","West Germany","","","","","4"
"Rarely","1986","Thuringia","East Germany","","","","","4"
"Rarely","1986","Schleswig-Holstein","West Germany","43","0.127843399598931","0.09125785760854","0.164428941589322","4"
"Rarely","1986","Brandenburg","East Germany","","","","","4"
"Rarely","1986","Bavaria","East Germany","","","","","4"
"Rarely","1986","Berlin","West Germany","41","0.0883689921967701","0.0586336073121865","0.118104377081354","4"
"Rarely","1986","Berlin","East Germany","","","","","4"
"Rarely","1986","Brandenburg","West Germany","","","","","4"
"Daily","1987","Schleswig-Holstein","West Germany","","","","","1"
"Daily","1987","Schleswig-Holstein","East Germany","","","","","1"
"Daily","1987","Hamburg","West Germany","","","","","1"
"Daily","1987","Hamburg","East Germany","","","","","1"
"Daily","1987","Lower Saxony","West Germany","","","","","1"
"Daily","1987","Lower Saxony","East Germany","","","","","1"
"Daily","1987","Bremen","West Germany","","","","","1"
"Daily","1987","Bremen","East Germany","","","","","1"
"Daily","1987","North Rhine-Westphalia","West Germany","","","","","1"
"Daily","1987","North Rhine-Westphalia","East Germany","","","","","1"
"Daily","1987","Hesse","West Germany","","","","","1"
"Daily","1987","Hesse","East Germany","","","","","1"
"Daily","1987","Rhineland-Palatinate,Saarland","West Germany","","","","","1"
"Daily","1987","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Daily","1987","Baden-Württemberg","West Germany","","","","","1"
"Daily","1987","Baden-Württemberg","East Germany","","","","","1"
"Daily","1987","Bavaria","West Germany","","","","","1"
"Daily","1987","Bavaria","East Germany","","","","","1"
"Daily","1987","Berlin","West Germany","","","","","1"
"Daily","1987","Berlin","East Germany","","","","","1"
"Daily","1987","Brandenburg","West Germany","","","","","1"
"Daily","1987","Brandenburg","East Germany","","","","","1"
"Daily","1987","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Daily","1987","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Daily","1987","Saxony","West Germany","","","","","1"
"Daily","1987","Saxony","East Germany","","","","","1"
"Daily","1987","Saxony-Anhalt","West Germany","","","","","1"
"Daily","1987","Saxony-Anhalt","East Germany","","","","","1"
"Daily","1987","Thuringia","West Germany","","","","","1"
"Daily","1987","Thuringia","East Germany","","","","","1"
"Min 1x per month","1987","Schleswig-Holstein","East Germany","","","","","3"
"Min 1x per month","1987","Mecklenburg-Western Pomerania","East Germany","","","","","3"
"Min 1x per month","1987","Saxony","West Germany","","","","","3"
"Min 1x per month","1987","Saxony","East Germany","","","","","3"
"Min 1x per month","1987","Hamburg","West Germany","","","","","3"
"Min 1x per month","1987","Hamburg","East Germany","","","","","3"
"Min 1x per month","1987","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"Min 1x per month","1987","Schleswig-Holstein","West Germany","","","","","3"
"Min 1x per month","1987","Brandenburg","East Germany","","","","","3"
"Min 1x per month","1987","Saxony-Anhalt","West Germany","","","","","3"
"Min 1x per month","1987","Lower Saxony","West Germany","","","","","3"
"Min 1x per month","1987","Lower Saxony","East Germany","","","","","3"
"Min 1x per month","1987","Bremen","West Germany","","","","","3"
"Min 1x per month","1987","Bremen","East Germany","","","","","3"
"Min 1x per month","1987","North Rhine-Westphalia","West Germany","","","","","3"
"Min 1x per month","1987","North Rhine-Westphalia","East Germany","","","","","3"
"Min 1x per month","1987","Hesse","West Germany","","","","","3"
"Min 1x per month","1987","Hesse","East Germany","","","","","3"
"Min 1x per month","1987","Rhineland-Palatinate,Saarland","West Germany","","","","","3"
"Min 1x per month","1987","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"Min 1x per month","1987","Baden-Württemberg","West Germany","","","","","3"
"Min 1x per month","1987","Baden-Württemberg","East Germany","","","","","3"
"Min 1x per month","1987","Bavaria","West Germany","","","","","3"
"Min 1x per month","1987","Bavaria","East Germany","","","","","3"
"Min 1x per month","1987","Berlin","West Germany","","","","","3"
"Min 1x per month","1987","Berlin","East Germany","","","","","3"
"Min 1x per month","1987","Brandenburg","West Germany","","","","","3"
"Min 1x per month","1987","Saxony-Anhalt","East Germany","","","","","3"
"Min 1x per month","1987","Thuringia","West Germany","","","","","3"
"Min 1x per month","1987","Thuringia","East Germany","","","","","3"
"Min 1x per week","1987","Mecklenburg-Western Pomerania","East Germany","","","","","2"
"Min 1x per week","1987","Saxony","West Germany","","","","","2"
"Min 1x per week","1987","Saxony","East Germany","","","","","2"
"Min 1x per week","1987","Saxony-Anhalt","West Germany","","","","","2"
"Min 1x per week","1987","Saxony-Anhalt","East Germany","","","","","2"
"Min 1x per week","1987","Thuringia","West Germany","","","","","2"
"Min 1x per week","1987","Thuringia","East Germany","","","","","2"
"Min 1x per week","1987","Schleswig-Holstein","West Germany","","","","","2"
"Min 1x per week","1987","Schleswig-Holstein","East Germany","","","","","2"
"Min 1x per week","1987","Hamburg","West Germany","","","","","2"
"Min 1x per week","1987","Hamburg","East Germany","","","","","2"
"Min 1x per week","1987","Lower Saxony","West Germany","","","","","2"
"Min 1x per week","1987","Lower Saxony","East Germany","","","","","2"
"Min 1x per week","1987","Bremen","West Germany","","","","","2"
"Min 1x per week","1987","Bremen","East Germany","","","","","2"
"Min 1x per week","1987","North Rhine-Westphalia","West Germany","","","","","2"
"Min 1x per week","1987","North Rhine-Westphalia","East Germany","","","","","2"
"Min 1x per week","1987","Hesse","West Germany","","","","","2"
"Min 1x per week","1987","Hesse","East Germany","","","","","2"
"Min 1x per week","1987","Rhineland-Palatinate,Saarland","West Germany","","","","","2"
"Min 1x per week","1987","Brandenburg","East Germany","","","","","2"
"Min 1x per week","1987","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Min 1x per week","1987","Bavaria","West Germany","","","","","2"
"Min 1x per week","1987","Bavaria","East Germany","","","","","2"
"Min 1x per week","1987","Berlin","West Germany","","","","","2"
"Min 1x per week","1987","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Min 1x per week","1987","Baden-Württemberg","West Germany","","","","","2"
"Min 1x per week","1987","Baden-Württemberg","East Germany","","","","","2"
"Min 1x per week","1987","Berlin","East Germany","","","","","2"
"Min 1x per week","1987","Brandenburg","West Germany","","","","","2"
"Never","1987","Thuringia","East Germany","","","","","5"
"Never","1987","Schleswig-Holstein","East Germany","","","","","5"
"Never","1987","Hamburg","West Germany","","","","","5"
"Never","1987","Bremen","East Germany","","","","","5"
"Never","1987","Mecklenburg-Western Pomerania","West Germany","","","","","5"
"Never","1987","Mecklenburg-Western Pomerania","East Germany","","","","","5"
"Never","1987","Hamburg","East Germany","","","","","5"
"Never","1987","Lower Saxony","West Germany","","","","","5"
"Never","1987","Lower Saxony","East Germany","","","","","5"
"Never","1987","Bremen","West Germany","","","","","5"
"Never","1987","Saxony","West Germany","","","","","5"
"Never","1987","Saxony","East Germany","","","","","5"
"Never","1987","Saxony-Anhalt","West Germany","","","","","5"
"Never","1987","Saxony-Anhalt","East Germany","","","","","5"
"Never","1987","Thuringia","West Germany","","","","","5"
"Never","1987","Schleswig-Holstein","West Germany","","","","","5"
"Never","1987","Brandenburg","East Germany","","","","","5"
"Never","1987","North Rhine-Westphalia","West Germany","","","","","5"
