"pli0092_h","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"Rarely","1986","higher vocational","Female","38","0.156667304797767","0.111244997358382","0.202089612237151","4"
"Rarely","1986","higher education","Female","36","0.131965755106988","0.0894986916747525","0.174432818539223","4"
"Rarely","1986","middle vocational","Male","364","0.129085346004429","0.116489414184194","0.141681277824664","4"
"Rarely","1986","vocational + Abi","Female","24","","","","4"
"Rarely","1986","higher vocational","Male","54","0.171239335920618","0.130219688960011","0.212258982881226","4"
"Rarely","1986","middle vocational","Female","311","0.127278732340962","0.113495251229009","0.141062213452915","4"
"Rarely","1986","vocational + Abi","Male","23","","","","4"
"Rarely","1986","in school","Male","20","","","","4"
"Rarely","1986","in school","Female","13","","","","4"
"Rarely","1986","inadequately","Male","34","0.118429799102931","0.0833547540070246","0.153504844198838","4"
"Rarely","1986","inadequately","Female","16","","","","4"
"Rarely","1986","general elemantary","Male","110","0.116574719450041","0.0967342400737252","0.136415198826356","4"
"Rarely","1986","general elemantary","Female","151","0.0669152264239965","0.0556260747328346","0.0782043781151584","4"
"Daily","1987","in school","Male","","","","","1"
"Daily","1987","in school","Female","","","","","1"
"Daily","1987","inadequately","Male","","","","","1"
"Daily","1987","inadequately","Female","","","","","1"
"Daily","1987","general elemantary","Male","","","","","1"
"Daily","1987","general elemantary","Female","","","","","1"
"Daily","1987","middle vocational","Male","","","","","1"
"Daily","1987","middle vocational","Female","","","","","1"
"Daily","1987","vocational + Abi","Male","","","","","1"
"Daily","1987","vocational + Abi","Female","","","","","1"
"Daily","1987","higher vocational","Male","","","","","1"
"Daily","1987","higher vocational","Female","","","","","1"
"Daily","1987","higher education","Male","","","","","1"
"Daily","1987","higher education","Female","","","","","1"
"Min 1x per month","1987","in school","Male","","","","","3"
"Min 1x per month","1987","in school","Female","","","","","3"
"Min 1x per month","1987","inadequately","Male","","","","","3"
"Min 1x per month","1987","higher vocational","Female","","","","","3"
"Min 1x per month","1987","higher education","Male","","","","","3"
"Min 1x per month","1987","higher education","Female","","","","","3"
"Min 1x per month","1987","inadequately","Female","","","","","3"
"Min 1x per month","1987","general elemantary","Male","","","","","3"
"Min 1x per month","1987","general elemantary","Female","","","","","3"
"Min 1x per month","1987","middle vocational","Male","","","","","3"
"Min 1x per month","1987","middle vocational","Female","","","","","3"
"Min 1x per month","1987","vocational + Abi","Male","","","","","3"
"Min 1x per month","1987","vocational + Abi","Female","","","","","3"
"Min 1x per month","1987","higher vocational","Male","","","","","3"
"Min 1x per week","1987","in school","Male","","","","","2"
"Min 1x per week","1987","in school","Female","","","","","2"
"Min 1x per week","1987","inadequately","Male","","","","","2"
"Min 1x per week","1987","inadequately","Female","","","","","2"
"Min 1x per week","1987","general elemantary","Male","","","","","2"
"Min 1x per week","1987","general elemantary","Female","","","","","2"
"Min 1x per week","1987","middle vocational","Male","","","","","2"
"Min 1x per week","1987","middle vocational","Female","","","","","2"
"Min 1x per week","1987","vocational + Abi","Male","","","","","2"
"Min 1x per week","1987","vocational + Abi","Female","","","","","2"
"Min 1x per week","1987","higher vocational","Male","","","","","2"
"Min 1x per week","1987","higher vocational","Female","","","","","2"
"Min 1x per week","1987","higher education","Male","","","","","2"
"Min 1x per week","1987","higher education","Female","","","","","2"
"Never","1987","in school","Male","","","","","5"
"Never","1987","in school","Female","","","","","5"
"Never","1987","inadequately","Male","","","","","5"
"Never","1987","inadequately","Female","","","","","5"
"Never","1987","general elemantary","Male","","","","","5"
"Never","1987","general elemantary","Female","","","","","5"
"Never","1987","middle vocational","Male","","","","","5"
"Never","1987","middle vocational","Female","","","","","5"
"Never","1987","vocational + Abi","Male","","","","","5"
"Never","1987","vocational + Abi","Female","","","","","5"
"Never","1987","higher vocational","Male","","","","","5"
"Never","1987","higher vocational","Female","","","","","5"
"Never","1987","higher education","Male","","","","","5"
"Never","1987","higher education","Female","","","","","5"
"Rarely","1987","in school","Male","","","","","4"
"Rarely","1987","in school","Female","","","","","4"
"Rarely","1987","general elemantary","Male","","","","","4"
"Rarely","1987","vocational + Abi","Female","","","","","4"
"Rarely","1987","middle vocational","Female","","","","","4"
"Rarely","1987","inadequately","Male","","","","","4"
"Rarely","1987","inadequately","Female","","","","","4"
"Rarely","1987","general elemantary","Female","","","","","4"
"Rarely","1987","middle vocational","Male","","","","","4"
"Rarely","1987","vocational + Abi","Male","","","","","4"
"Rarely","1987","higher vocational","Female","","","","","4"
"Rarely","1987","higher education","Male","","","","","4"
"Rarely","1987","higher education","Female","","","","","4"
"Rarely","1987","higher vocational","Male","","","","","4"
"Daily","1988","in school","Male","","","","","1"
"Daily","1988","in school","Female","","","","","1"
"Daily","1988","inadequately","Male","","","","","1"
"Daily","1988","inadequately","Female","","","","","1"
"Daily","1988","general elemantary","Male","","","","","1"
"Daily","1988","general elemantary","Female","","","","","1"
"Daily","1988","middle vocational","Male","","","","","1"
"Daily","1988","middle vocational","Female","","","","","1"
"Daily","1988","vocational + Abi","Male","","","","","1"
"Daily","1988","vocational + Abi","Female","","","","","1"
"Daily","1988","higher vocational","Male","","","","","1"
"Daily","1988","higher vocational","Female","","","","","1"
"Daily","1988","higher education","Male","","","","","1"
"Daily","1988","higher education","Female","","","","","1"
"Min 1x per month","1988","in school","Male","2","","","","3"
"Min 1x per month","1988","in school","Female","7","","","","3"
"Min 1x per month","1988","inadequately","Male","12","","","","3"
"Min 1x per month","1988","inadequately","Female","1","","","","3"
"Min 1x per month","1988","general elemantary","Male","63","0.0522507669318737","0.0382322048949209","0.0662693289688265","3"
"Min 1x per month","1988","general elemantary","Female","58","0.0292452702256681","0.0213260781453332","0.0371644623060029","3"
"Min 1x per month","1988","middle vocational","Male","152","0.0594166739634189","0.0502822533800158","0.068551094546822","3"
"Min 1x per month","1988","middle vocational","Female","123","0.0563692750297457","0.04656329769439","0.0661752523651014","3"
"Min 1x per month","1988","vocational + Abi","Male","7","","","","3"
"Min 1x per month","1988","vocational + Abi","Female","10","","","","3"
"Min 1x per month","1988","higher vocational","Male","19","","","","3"
"Min 1x per month","1988","higher vocational","Female","18","","","","3"
"Min 1x per month","1988","higher education","Male","35","0.0756462708146443","0.0517145168088954","0.0995780248203932","3"
"Min 1x per month","1988","higher education","Female","10","","","","3"
"Min 1x per week","1988","in school","Male","74","0.837823780531855","0.760808538851345","0.914839022212365","2"
"Min 1x per week","1988","in school","Female","42","0.55465987101653","0.440649082480249","0.66867065955281","2"
"Min 1x per week","1988","inadequately","Male","33","0.185217883532157","0.139470062948765","0.230965704115549","2"
"Min 1x per week","1988","inadequately","Female","12","","","","2"
"Min 1x per week","1988","general elemantary","Male","253","0.249297578600599","0.222045266694726","0.276549890506473","2"
"Min 1x per week","1988","general elemantary","Female","270","0.149427553988527","0.132671594617321","0.166183513359733","2"
"Min 1x per week","1988","middle vocational","Male","664","0.251237423625005","0.234478642518991","0.267996204731018","2"
"Min 1x per week","1988","middle vocational","Female","506","0.241727136623852","0.223524089866424","0.259930183381281","2"
"Min 1x per week","1988","vocational + Abi","Male","45","0.314037471322793","0.240494138412083","0.387580804233503","2"
"Min 1x per week","1988","vocational + Abi","Female","36","0.320342322144862","0.235793524969935","0.404891119319788","2"
"Min 1x per week","1988","higher vocational","Male","91","0.26847343623923","0.219140955451903","0.317805917026557","2"
"Min 1x per week","1988","higher vocational","Female","69","0.304740661143357","0.244861765677826","0.364619556608888","2"
"Min 1x per week","1988","higher education","Male","193","0.403105319804882","0.358711778683213","0.447498860926551","2"
"Min 1x per week","1988","higher education","Female","90","0.375977570092797","0.313378880571516","0.438576259614079","2"
"Never","1988","vocational + Abi","Female","56","0.417121808522107","0.327775726697217","0.506467890346998","5"
"Never","1988","higher vocational","Male","140","0.487497946968235","0.431856111928266","0.543139782008204","5"
"Never","1988","higher vocational","Female","97","0.448453546845206","0.383756427789753","0.513150665900658","5"
"Never","1988","higher education","Male","154","0.349737935894536","0.306578351888582","0.392897519900489","5"
"Never","1988","in school","Male","9","","","","5"
"Never","1988","in school","Female","13","","","","5"
"Never","1988","inadequately","Male","217","0.702898728317263","0.649083295109556","0.756714161524971","5"
"Never","1988","inadequately","Female","391","0.874496285631893","0.842888131113491","0.906104440150295","5"
"Never","1988","higher education","Female","87","0.381648547991146","0.318866761058812","0.44443033492348","5"
"Never","1988","general elemantary","Male","548","0.595631984226409","0.564715662643011","0.626548305809806","5"
"Never","1988","general elemantary","Female","1247","0.74177235964381","0.721202326731581","0.76234239255604","5"
"Never","1988","middle vocational","Male","1364","0.538073344232658","0.518809833066714","0.557336855398601","5"
"Never","1988","middle vocational","Female","1175","0.560778137644012","0.539676987127549","0.581879288160476","5"
"Never","1988","vocational + Abi","Male","68","0.409473531230758","0.331556037137063","0.487391025324453","5"
"Rarely","1988","vocational + Abi","Female","15","","","","4"
"Rarely","1988","in school","Male","3","","","","4"
"Rarely","1988","in school","Female","11","","","","4"
"Rarely","1988","inadequately","Male","15","","","","4"
"Rarely","1988","inadequately","Female","18","","","","4"
"Rarely","1988","general elemantary","Male","104","0.102819670241119","0.0836864360475114","0.121952904434726","4"
"Rarely","1988","general elemantary","Female","164","0.0795548161419948","0.0668364740269382","0.0922731582570513","4"
"Rarely","1988","middle vocational","Male","393","0.151272558178919","0.137427576168235","0.165117540189603","4"
"Rarely","1988","middle vocational","Female","321","0.14112545070239","0.126322913487613","0.155927987917166","4"
"Rarely","1988","vocational + Abi","Male","33","0.228422439072363","0.16190101278173","0.294943865362997","4"
"Rarely","1988","higher vocational","Male","60","0.185014727592869","0.141788705136815","0.228240750048923","4"
"Rarely","1988","higher vocational","Female","43","0.16471113244005","0.116459169494774","0.212963095385326","4"
"Rarely","1988","higher education","Male","87","0.171510473485938","0.137395070643238","0.205625876328639","4"
"Rarely","1988","higher education","Female","43","0.188793910338983","0.138217993429563","0.239369827248403","4"
"Daily","1989","in school","Male","","","","","1"
"Daily","1989","in school","Female","","","","","1"
"Daily","1989","inadequately","Male","","","","","1"
"Daily","1989","inadequately","Female","","","","","1"
"Daily","1989","general elemantary","Male","","","","","1"
"Daily","1989","general elemantary","Female","","","","","1"
"Daily","1989","middle vocational","Male","","","","","1"
"Daily","1989","middle vocational","Female","","","","","1"
"Daily","1989","vocational + Abi","Male","","","","","1"
"Daily","1989","vocational + Abi","Female","","","","","1"
"Daily","1989","higher vocational","Male","","","","","1"
"Daily","1989","higher vocational","Female","","","","","1"
"Daily","1989","higher education","Male","","","","","1"
"Daily","1989","higher education","Female","","","","","1"
"Min 1x per month","1989","in school","Male","","","","","3"
"Min 1x per month","1989","in school","Female","","","","","3"
"Min 1x per month","1989","inadequately","Male","","","","","3"
"Min 1x per month","1989","inadequately","Female","","","","","3"
"Min 1x per month","1989","general elemantary","Male","","","","","3"
"Min 1x per month","1989","general elemantary","Female","","","","","3"
"Min 1x per month","1989","middle vocational","Male","","","","","3"
"Min 1x per month","1989","middle vocational","Female","","","","","3"
"Min 1x per month","1989","vocational + Abi","Male","","","","","3"
"Min 1x per month","1989","vocational + Abi","Female","","","","","3"
"Min 1x per month","1989","higher vocational","Male","","","","","3"
"Min 1x per month","1989","higher vocational","Female","","","","","3"
"Min 1x per month","1989","higher education","Male","","","","","3"
"Min 1x per month","1989","higher education","Female","","","","","3"
"Min 1x per week","1989","in school","Male","","","","","2"
"Min 1x per week","1989","in school","Female","","","","","2"
"Min 1x per week","1989","inadequately","Male","","","","","2"
"Min 1x per week","1989","inadequately","Female","","","","","2"
"Min 1x per week","1989","general elemantary","Male","","","","","2"
"Min 1x per week","1989","general elemantary","Female","","","","","2"
"Min 1x per week","1989","middle vocational","Male","","","","","2"
"Min 1x per week","1989","middle vocational","Female","","","","","2"
"Min 1x per week","1989","vocational + Abi","Male","","","","","2"
"Min 1x per week","1989","vocational + Abi","Female","","","","","2"
"Min 1x per week","1989","higher vocational","Male","","","","","2"
"Min 1x per week","1989","higher vocational","Female","","","","","2"
"Min 1x per week","1989","higher education","Male","","","","","2"
"Min 1x per week","1989","higher education","Female","","","","","2"
"Never","1989","in school","Male","","","","","5"
"Never","1989","in school","Female","","","","","5"
"Never","1989","inadequately","Male","","","","","5"
"Never","1989","inadequately","Female","","","","","5"
"Never","1989","general elemantary","Male","","","","","5"
"Never","1989","general elemantary","Female","","","","","5"
"Never","1989","middle vocational","Male","","","","","5"
"Never","1989","middle vocational","Female","","","","","5"
"Never","1989","vocational + Abi","Male","","","","","5"
"Never","1989","vocational + Abi","Female","","","","","5"
"Never","1989","higher vocational","Male","","","","","5"
"Never","1989","higher vocational","Female","","","","","5"
"Never","1989","higher education","Male","","","","","5"
"Never","1989","higher education","Female","","","","","5"
"Rarely","1989","in school","Male","","","","","4"
"Rarely","1989","in school","Female","","","","","4"
"Rarely","1989","inadequately","Male","","","","","4"
"Rarely","1989","inadequately","Female","","","","","4"
"Rarely","1989","general elemantary","Male","","","","","4"
"Rarely","1989","general elemantary","Female","","","","","4"
"Rarely","1989","middle vocational","Male","","","","","4"
"Rarely","1989","middle vocational","Female","","","","","4"
"Rarely","1989","vocational + Abi","Male","","","","","4"
"Rarely","1989","vocational + Abi","Female","","","","","4"
"Rarely","1989","higher vocational","Male","","","","","4"
"Rarely","1989","higher vocational","Female","","","","","4"
"Rarely","1989","higher education","Male","","","","","4"
"Rarely","1989","higher education","Female","","","","","4"
"Daily","1990","in school","Male","14","","","","1"
"Daily","1990","in school","Female","3","","","","1"
"Daily","1990","inadequately","Male","12","","","","1"
"Daily","1990","inadequately","Female","","","","","1"
"Daily","1990","general elemantary","Male","52","0.0530859938653759","0.03916898966433","0.0670029980664218","1"
"Daily","1990","general elemantary","Female","35","0.0178717959953036","0.0120214282154103","0.0237221637751969","1"
"Daily","1990","middle vocational","Male","115","0.0361728096876429","0.0301194691118945","0.0422261502633913","1"
"Daily","1990","middle vocational","Female","66","0.0268044814269196","0.021331942270157","0.0322770205836823","1"
"Daily","1990","vocational + Abi","Male","10","","","","1"
"Daily","1990","vocational + Abi","Female","4","","","","1"
"Daily","1990","higher vocational","Male","13","","","","1"
"Daily","1990","higher vocational","Female","10","","","","1"
"Daily","1990","higher education","Male","31","0.0508992291143618","0.0366188689678698","0.0651795892608538","1"
"Daily","1990","higher education","Female","14","","","","1"
"Min 1x per month","1990","in school","Male","12","","","","3"
"Min 1x per month","1990","in school","Female","7","","","","3"
"Min 1x per month","1990","inadequately","Male","14","","","","3"
"Min 1x per month","1990","inadequately","Female","8","","","","3"
"Min 1x per month","1990","general elemantary","Male","82","0.0799552685473924","0.0631196713519374","0.0967908657428474","3"
"Min 1x per month","1990","general elemantary","Female","92","0.0434022227306529","0.034404436990437","0.0524000084708687","3"
"Min 1x per month","1990","middle vocational","Male","294","0.0885947967260057","0.0793825775898176","0.0978070158621938","3"
"Min 1x per month","1990","middle vocational","Female","210","0.0722443089989754","0.0634722053008296","0.0810164126971211","3"
"Min 1x per month","1990","vocational + Abi","Male","17","","","","3"
"Min 1x per month","1990","vocational + Abi","Female","13","","","","3"
"Min 1x per month","1990","higher vocational","Male","45","0.0933105028947604","0.0676609869194291","0.118960018870092","3"
"Min 1x per month","1990","higher vocational","Female","26","","","","3"
"Min 1x per month","1990","higher education","Male","82","0.0990846259636683","0.0796725254626449","0.118496726464692","3"
"Min 1x per month","1990","higher education","Female","38","0.0627711415724671","0.0455382322668318","0.0800040508781024","3"
"Min 1x per week","1990","in school","Male","59","0.560483976017137","0.46856439486296","0.652403557171313","2"
"Min 1x per week","1990","in school","Female","49","0.699845978733539","0.600645336539659","0.799046620927419","2"
"Min 1x per week","1990","inadequately","Male","28","","","","2"
"Min 1x per week","1990","inadequately","Female","6","","","","2"
"Min 1x per week","1990","general elemantary","Male","201","0.210371403011256","0.185072289847374","0.235670516175138","2"
"Min 1x per week","1990","general elemantary","Female","269","0.13910858598589","0.123827080762106","0.154390091209673","2"
"Min 1x per week","1990","middle vocational","Male","775","0.220292083378831","0.206856088879518","0.233728077878143","2"
"Min 1x per week","1990","middle vocational","Female","634","0.219490501933638","0.205466173149809","0.233514830717467","2"
"Min 1x per week","1990","vocational + Abi","Male","70","0.389319108915413","0.323683399108982","0.454954818721844","2"
"Min 1x per week","1990","vocational + Abi","Female","49","0.343823535808871","0.270681219555655","0.416965852062087","2"
"Min 1x per week","1990","higher vocational","Male","91","0.198836581083115","0.163640580545096","0.234032581621134","2"
"Min 1x per week","1990","higher vocational","Female","83","0.313856503753975","0.258193645646049","0.369519361861901","2"
"Min 1x per week","1990","higher education","Male","275","0.33395561418916","0.303313173422916","0.364598054955403","2"
"Min 1x per week","1990","higher education","Female","164","0.25502792538023","0.224059464020667","0.285996386739793","2"
"Never","1990","in school","Male","11","","","","5"
"Never","1990","in school","Female","15","","","","5"
"Never","1990","inadequately","Male","172","0.567210842659535","0.506986528206688","0.627435157112381","5"
"Never","1990","inadequately","Female","336","0.855913017334789","0.820604174737155","0.891221859932423","5"
"Never","1990","general elemantary","Male","472","0.45651716583953","0.425598411844969","0.487435919834091","5"
"Never","1990","general elemantary","Female","1334","0.685330747814512","0.664824214848028","0.705837280780995","5"
"Never","1990","middle vocational","Male","1770","0.446853761516298","0.430735912205878","0.462971610826719","5"
"Never","1990","higher vocational","Female","97","0.355147091727005","0.297745105113696","0.412549078340314","5"
"Never","1990","higher education","Male","330","0.310629671736211","0.280563706079044","0.340695637393377","5"
"Never","1990","higher education","Female","375","0.415968800447449","0.380949766147096","0.450987834747802","5"
"Never","1990","middle vocational","Female","1853","0.49862499990415","0.481683436524129","0.51556656328417","5"
"Never","1990","vocational + Abi","Male","64","0.256607795121717","0.197815003164473","0.315400587078961","5"
"Never","1990","vocational + Abi","Female","64","0.331527520347729","0.259035176344835","0.404019864350622","5"
"Never","1990","higher vocational","Male","241","0.428580799223871","0.384941437846035","0.472220160601706","5"
"Rarely","1990","in school","Male","16","","","","4"
"Rarely","1990","in school","Female","8","","","","4"
"Rarely","1990","inadequately","Male","34","0.168713922533898","0.123192887123714","0.214234957944083","4"
"Rarely","1990","inadequately","Female","30","0.0887314309450255","0.0601411626460052","0.117321699244046","4"
