"pli0092_h","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1986","(Married) couple without C. ","middle vocational","290","0.219793875253196","0.196864879899945","0.242722870606447"
"Min 1x per week","1986","(Married) couple without C. ","vocational + Abi","28","","",""
"Min 1x per week","1986","(Married) couple without C. ","higher vocational","43","0.255083555307458","0.185556373046951","0.324610737567965"
"Min 1x per week","1986","(Married) couple without C. ","higher education","86","0.43162093045474","0.361378150009014","0.501863710900465"
"Min 1x per week","1986","Single parent ","in school","13","","",""
"Min 1x per week","1986","Single parent ","inadequately","3","","",""
"Min 1x per week","1986","Single parent ","general elemantary","49","0.293785885211014","0.225314787524357","0.362256982897671"
"Min 1x per week","1986","Single parent ","middle vocational","65","0.299470211002021","0.239489142221826","0.359451279782216"
"Min 1x per week","1986","Single parent ","vocational + Abi","3","","",""
"Min 1x per week","1986","Single parent ","higher vocational","8","","",""
"Min 1x per week","1986","Single parent ","higher education","5","","",""
"Min 1x per week","1986","Couple + C. LE 16 ","in school","","","",""
"Min 1x per week","1986","Couple + C. LE 16 ","inadequately","13","","",""
"Min 1x per week","1986","Couple + C. LE 16 ","general elemantary","62","0.14129538249834","0.110069118537989","0.172521646458692"
"Min 1x per week","1986","Couple + C. LE 16 ","middle vocational","281","0.264990727711856","0.239852538681839","0.290128916741873"
"Min 1x per week","1986","Couple + C. LE 16 ","vocational + Abi","14","","",""
"Min 1x per week","1986","Couple + C. LE 16 ","higher vocational","56","0.332501730847581","0.261474192079131","0.403529269616032"
"Min 1x per week","1986","Couple + C. LE 16 ","higher education","95","0.39528934668476","0.333817491641713","0.456761201727806"
"Min 1x per week","1986","Couple + C. GT 16 ","in school","52","0.671020532306034","0.568063646228209","0.773977418383858"
"Min 1x per week","1986","Couple + C. GT 16 ","inadequately","10","","",""
"Min 1x per week","1986","Couple + C. GT 16 ","general elemantary","165","0.24380811062966","0.210849843067084","0.276766378192237"
"Min 1x per week","1986","Couple + C. GT 16 ","middle vocational","272","0.281018305935821","0.252672699687493","0.309363912184148"
"Min 1x per week","1986","Couple + C. GT 16 ","vocational + Abi","17","","",""
"Min 1x per week","1986","Couple + C. GT 16 ","higher vocational","18","","",""
"Min 1x per week","1986","Couple + C. GT 16 ","higher education","38","0.34096883747533","0.251566981843823","0.430370693106837"
"Min 1x per week","1986","Couple + C. LE and GT 16","in school","52","0.672830988769441","0.567348499901644","0.778313477637238"
"Min 1x per week","1986","Couple + C. LE and GT 16","inadequately","15","","",""
"Min 1x per week","1986","Couple + C. LE and GT 16","general elemantary","123","0.288990971404226","0.24783481321048","0.330147129597972"
"Min 1x per week","1986","Couple + C. LE and GT 16","middle vocational","132","0.254044245614395","0.217017798107082","0.291070693121709"
"Min 1x per week","1986","Couple + C. LE and GT 16","vocational + Abi","4","","",""
"Min 1x per week","1986","Couple + C. LE and GT 16","higher vocational","12","","",""
"Min 1x per week","1986","Couple + C. LE and GT 16","higher education","19","","",""
"Min 1x per month","1986","1-pers.-HH","in school","","","",""
"Min 1x per month","1986","1-pers.-HH","inadequately","2","","",""
"Min 1x per month","1986","1-pers.-HH","general elemantary","11","","",""
"Min 1x per month","1986","1-pers.-HH","middle vocational","27","","",""
"Min 1x per month","1986","1-pers.-HH","vocational + Abi","3","","",""
"Min 1x per month","1986","1-pers.-HH","higher vocational","3","","",""
"Min 1x per month","1986","1-pers.-HH","higher education","12","","",""
"Min 1x per month","1986","(Married) couple without C. ","in school","","","",""
"Min 1x per month","1986","(Married) couple without C. ","inadequately","1","","",""
"Min 1x per month","1986","(Married) couple without C. ","general elemantary","17","","",""
"Min 1x per month","1986","(Married) couple without C. ","middle vocational","62","0.0430171904597425","0.0317829000855836","0.0542514808339013"
"Min 1x per month","1986","(Married) couple without C. ","vocational + Abi","4","","",""
"Min 1x per month","1986","(Married) couple without C. ","higher vocational","9","","",""
"Min 1x per month","1986","(Married) couple without C. ","higher education","11","","",""
"Min 1x per month","1986","Single parent ","in school","","","",""
"Min 1x per month","1986","Single parent ","inadequately","1","","",""
"Min 1x per month","1986","Single parent ","general elemantary","8","","",""
"Min 1x per month","1986","Single parent ","middle vocational","16","","",""
"Min 1x per month","1986","Single parent ","vocational + Abi","1","","",""
"Min 1x per month","1986","Single parent ","higher vocational","","","",""
"Min 1x per month","1986","Single parent ","higher education","3","","",""
"Min 1x per month","1986","Couple + C. LE 16 ","in school","","","",""
"Min 1x per month","1986","Couple + C. LE 16 ","inadequately","5","","",""
"Min 1x per month","1986","Couple + C. LE 16 ","general elemantary","25","","",""
"Min 1x per month","1986","Couple + C. LE 16 ","middle vocational","83","0.0730501875527959","0.0582280439034107","0.087872331202181"
"Min 1x per month","1986","Couple + C. LE 16 ","vocational + Abi","7","","",""
"Min 1x per month","1986","Couple + C. LE 16 ","higher vocational","13","","",""
"Min 1x per month","1986","Couple + C. LE 16 ","higher education","26","","",""
"Min 1x per month","1986","Couple + C. GT 16 ","in school","5","","",""
"Min 1x per month","1986","Couple + C. GT 16 ","inadequately","3","","",""
"Min 1x per month","1986","Couple + C. GT 16 ","general elemantary","32","0.052865332315102","0.0356895849681527","0.0700410796620513"
"Min 1x per month","1986","Couple + C. GT 16 ","middle vocational","68","0.0737250356350771","0.0572458029352161","0.090204268334938"
"Min 1x per month","1986","Couple + C. GT 16 ","vocational + Abi","1","","",""
"Min 1x per month","1986","Couple + C. GT 16 ","higher vocational","5","","",""
"Min 1x per month","1986","Couple + C. GT 16 ","higher education","7","","",""
"Min 1x per month","1986","Couple + C. LE and GT 16","in school","1","","",""
"Min 1x per month","1986","Couple + C. LE and GT 16","inadequately","3","","",""
"Min 1x per month","1986","Couple + C. LE and GT 16","general elemantary","22","","",""
"Min 1x per month","1986","Couple + C. LE and GT 16","middle vocational","32","0.0598394385791314","0.0396652721080486","0.0800136050502142"
"Min 1x per month","1986","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Min 1x per month","1986","Couple + C. LE and GT 16","higher vocational","4","","",""
"Min 1x per month","1986","Couple + C. LE and GT 16","higher education","4","","",""
"Rarely","1986","1-pers.-HH","in school","","","",""
"Rarely","1986","1-pers.-HH","inadequately","3","","",""
"Rarely","1986","1-pers.-HH","general elemantary","16","","",""
"Rarely","1986","1-pers.-HH","middle vocational","58","0.0856863301230552","0.0621004092993884","0.109272250946722"
"Rarely","1986","1-pers.-HH","vocational + Abi","5","","",""
"Rarely","1986","1-pers.-HH","higher vocational","14","","",""
"Rarely","1986","1-pers.-HH","higher education","14","","",""
"Rarely","1986","(Married) couple without C. ","in school","1","","",""
"Rarely","1986","(Married) couple without C. ","inadequately","6","","",""
"Rarely","1986","(Married) couple without C. ","general elemantary","28","","",""
"Rarely","1986","(Married) couple without C. ","middle vocational","132","0.0939747347968979","0.0778181983687469","0.110131271225049"
"Rarely","1986","(Married) couple without C. ","vocational + Abi","13","","",""
"Rarely","1986","(Married) couple without C. ","higher vocational","17","","",""
"Rarely","1986","(Married) couple without C. ","higher education","21","","",""
"Rarely","1986","Single parent ","in school","5","","",""
"Rarely","1986","Single parent ","inadequately","2","","",""
"Rarely","1986","Single parent ","general elemantary","12","","",""
"Rarely","1986","Single parent ","middle vocational","31","0.138742981308815","0.0934744942333971","0.184011468384233"
"Rarely","1986","Single parent ","vocational + Abi","1","","",""
"Rarely","1986","Single parent ","higher vocational","4","","",""
"Rarely","1986","Single parent ","higher education","2","","",""
"Rarely","1986","Couple + C. LE 16 ","in school","","","",""
"Rarely","1986","Couple + C. LE 16 ","inadequately","21","","",""
"Rarely","1986","Couple + C. LE 16 ","general elemantary","49","0.115663856314546","0.0869929339745625","0.14433477865453"
"Rarely","1986","Couple + C. LE 16 ","middle vocational","203","0.184154503076651","0.162076114544891","0.206232891608411"
"Rarely","1986","Couple + C. LE 16 ","vocational + Abi","15","","",""
"Rarely","1986","Couple + C. LE 16 ","higher vocational","30","0.197993109379529","0.137914644570811","0.258071574188247"
"Rarely","1986","Couple + C. LE 16 ","higher education","45","0.187855771548084","0.138745333640709","0.236966209455459"
"Rarely","1986","Couple + C. GT 16 ","in school","15","","",""
"Rarely","1986","Couple + C. GT 16 ","inadequately","8","","",""
"Rarely","1986","Couple + C. GT 16 ","general elemantary","79","0.11459351907723","0.0901436988809437","0.139043339273516"
