"ple0160","year","e11103","n","percent","lower_confidence","upper_confidence","value"
"Yes","2011","Full Time","427","0.0528307150450281","0.0478680074766356","0.0577934226134206","1"
"Yes","2011","Not Working","235","0.0308049126060111","0.0270494365391645","0.0345603886728576","1"
"No","2012","Not Working","7875","0.975097083515231","0.971696385899007","0.978497781131455","2"
"No","2012","Part Time","4624","0.948328202324756","0.942118084990705","0.954538319658808","2"
"No","2012","Full Time","7294","0.954750088493986","0.950084151695086","0.959416025292885","2"
"Yes","2012","Part Time","257","0.0516717976752439","0.0454616803411924","0.0578819150092953","1"
"Yes","2012","Full Time","329","0.0452499115060142","0.0405839747071145","0.0499158483049139","1"
"Yes","2012","Not Working","191","0.0249029164847689","0.0215022188685445","0.0283036141009933","1"
"No","2013","Not Working","7260","0.98626466136801","0.983607421445115","0.988921901290905","2"
"No","2013","Full Time","6791","0.971764849608353","0.967882801414928","0.975646897801777","2"
"No","2013","Part Time","4427","0.963327464080681","0.957893515515116","0.968761412646245","2"
"Yes","2013","Full Time","203","0.0282351503916472","0.0243531021982229","0.0321171985850716","1"
"Yes","2013","Not Working","110","0.0137353386319902","0.0110780987090951","0.0163925785548853","1"
"Yes","2013","Part Time","169","0.0366725359193192","0.0312385873537546","0.0421064844848838","1"
"No","2014","Not Working","9192","0.982356167596181","0.979691759325589","0.985020575866774","2"
"No","2014","Full Time","9879","0.967863965993344","0.964445757912295","0.971282174074394","2"
"No","2014","Part Time","7217","0.955743940005326","0.951108849796021","0.96037903021463","2"
"Yes","2014","Full Time","347","0.0321360340066555","0.028717825925606","0.0355542420877051","1"
"Yes","2014","Not Working","187","0.0176438324038186","0.0149794241332258","0.0203082406744113","1"
"Yes","2014","Part Time","346","0.0442560599946743","0.0396209697853699","0.0488911502039788","1"
"No","2015","Not Working","8321","0.981167401640685","0.978277448147107","0.984057355134263","2"
"No","2015","Full Time","9178","0.967419004641369","0.963852132533786","0.970985876748952","2"
"No","2015","Part Time","6798","0.955870895367364","0.951103671978526","0.960638118756201","2"
"Yes","2015","Full Time","339","0.0325809953586307","0.0290141232510476","0.0361478674662138","1"
"Yes","2015","Not Working","178","0.0188325983593151","0.0159426448657372","0.021722551852893","1"
"Yes","2015","Part Time","332","0.0441291046326363","0.0393618812437989","0.0488963280214737","1"
"No","2016","Not Working","7933","0.981623484184351","0.978701297986182","0.984545670382521","2"
"No","2016","Full Time","8761","0.954937421120799","0.950692090234842","0.959182752006757","2"
"No","2016","Part Time","6627","0.952593456619164","0.947603484399223","0.957583428839105","2"
"Yes","2016","Full Time","411","0.0450625788792005","0.0408172479932432","0.0493079097651579","1"
"Yes","2016","Not Working","182","0.0183765158156488","0.015454329617479","0.0212987020138186","1"
"Yes","2016","Part Time","340","0.0474065433808359","0.0424165711608949","0.0523965156007768","1"
"No","2017","Not Working","8292","0.981607947590138","0.97875118691744","0.984464708262837","2"
"No","2017","Full Time","9921","0.955039578415755","0.95105744745465","0.95902170937686","2"
"No","2017","Part Time","7282","0.957369700275993","0.952845889902804","0.961893510649181","2"
"Yes","2017","Full Time","481","0.0449604215842446","0.0409782906231397","0.0489425525453496","1"
"Yes","2017","Not Working","206","0.0183920524098614","0.0155352917371628","0.02124881308256","1"
"Yes","2017","Part Time","379","0.0426302997240074","0.0381064893508193","0.0471541100971955","1"
"No","2018","Not Working","8064","0.983976115752942","0.981259641487567","0.986692590018317","2"
"No","2018","Full Time","9515","0.962563289586129","0.95882810587576","0.966298473296498","2"
"No","2018","Part Time","7193","0.955373755928827","0.950714365825763","0.960033146031891","2"
"Yes","2018","Full Time","407","0.037436710413871","0.0337015267035024","0.0411718941242396","1"
"Yes","2018","Not Working","144","0.016023884247058","0.0133074099816833","0.0187403585124327","1"
"Yes","2018","Part Time","351","0.0446262440711733","0.0399668539681094","0.0492856341742373","1"
"No","2019","Not Working","7933","0.980246779525629","0.977217741871208","0.98327581718005","2"
"No","2019","Part Time","6938","0.957145134528634","0.952476736161921","0.961813532895347","2"
"No","2019","Full Time","10191","0.966969402608801","0.963552992524044","0.970385812693558","2"
"Yes","2019","Full Time","321","0.033030597391199","0.0296141873064422","0.0364470074759557","1"
"Yes","2019","Not Working","174","0.0197532204743706","0.0167241828199497","0.0227822581287915","1"
"Yes","2019","Part Time","292","0.0428548654713659","0.038186467104653","0.0475232638380789","1"
