"year","migback","pgcasmin","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2007","indirect migration background","(2a) intermediate vocational","","","","","","","","",""
"2007","indirect migration background","(2b) intermediate general qualification","","","","","","","","",""
"2007","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","",""
"2007","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","",""
"2007","indirect migration background","(3a) lower tertiary education","","","","","","","","",""
"2007","indirect migration background","(3b) higher tertiary education","","","","","","","","",""
"2007","no migration background","(0) in school","","","","","","","","",""
"2007","no migration background","(1a) inadequately completed","","","","","","","","",""
"2007","no migration background","(1b) general elementary school","","","","","","","","",""
"2007","no migration background","(1c) basic vocational qualification","","","","","","","","",""
"2007","no migration background","(2a) intermediate vocational","","","","","","","","",""
"2007","no migration background","(2b) intermediate general qualification","","","","","","","","",""
"2007","no migration background","(2c_gen) general maturity certificate","","","","","","","","",""
"2007","no migration background","(2c_voc) vocational maturity certificate","","","","","","","","",""
"2007","no migration background","(3a) lower tertiary education","","","","","","","","",""
"2007","no migration background","(3b) higher tertiary education","","","","","","","","",""
"2008","direct migration background","(0) in school","","","","","","","","",""
"2008","direct migration background","(1a) inadequately completed","","","","","","","","",""
"2008","direct migration background","(1b) general elementary school","","","","","","","","",""
"2008","direct migration background","(1c) basic vocational qualification","","","","","","","","",""
"2008","direct migration background","(2a) intermediate vocational","","","","","","","","",""
"2008","direct migration background","(2b) intermediate general qualification","","","","","","","","",""
"2008","direct migration background","(2c_gen) general maturity certificate","","","","","","","","",""
"2008","direct migration background","(2c_voc) vocational maturity certificate","","","","","","","","",""
"2008","direct migration background","(3a) lower tertiary education","","","","","","","","",""
"2008","direct migration background","(3b) higher tertiary education","","","","","","","","",""
"2008","indirect migration background","(0) in school","","","","","","","","",""
"2008","indirect migration background","(1a) inadequately completed","","","","","","","","",""
"2008","indirect migration background","(1b) general elementary school","","","","","","","","",""
"2008","indirect migration background","(1c) basic vocational qualification","","","","","","","","",""
"2008","indirect migration background","(2a) intermediate vocational","","","","","","","","",""
"2008","indirect migration background","(2b) intermediate general qualification","","","","","","","","",""
"2008","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","",""
"2008","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","",""
"2008","indirect migration background","(3a) lower tertiary education","","","","","","","","",""
"2008","indirect migration background","(3b) higher tertiary education","","","","","","","","",""
"2008","no migration background","(0) in school","","","","","","","","",""
"2008","no migration background","(1a) inadequately completed","","","","","","","","",""
"2008","no migration background","(1b) general elementary school","","","","","","","","",""
"2008","no migration background","(1c) basic vocational qualification","","","","","","","","",""
"2008","no migration background","(2a) intermediate vocational","","","","","","","","",""
"2008","no migration background","(2b) intermediate general qualification","","","","","","","","",""
"2008","no migration background","(2c_gen) general maturity certificate","","","","","","","","",""
"2008","no migration background","(2c_voc) vocational maturity certificate","","","","","","","","",""
"2008","no migration background","(3a) lower tertiary education","","","","","","","","",""
"2008","no migration background","(3b) higher tertiary education","","","","","","","","",""
"2009","direct migration background","(0) in school","","","","","","","","",""
"2009","direct migration background","(1a) inadequately completed","2.76","2","96","2.45","3.07","1","1","4","5"
"2009","direct migration background","(1b) general elementary school","3.12","3","329","2.94","3.3","1","2","4","6"
"2009","direct migration background","(1c) basic vocational qualification","3.66","4","434","3.49","3.83","1","2","5","6"
"2009","direct migration background","(2a) intermediate vocational","3.95","4","118","3.64","4.26","2","2","5","7"
"2009","direct migration background","(2b) intermediate general qualification","","","","","","","","",""
"2009","direct migration background","(2c_gen) general maturity certificate","3.68","3","88","3.28","4.08","1","2","5","6"
"2009","direct migration background","(2c_voc) vocational maturity certificate","4.45","5","204","4.19","4.71","2","3","6","7"
"2009","direct migration background","(3a) lower tertiary education","3.67","3","70","3.21","4.13","2","2","5","6"
"2009","direct migration background","(3b) higher tertiary education","4.69","5","224","4.46","4.92","2","3","6","7"
"2009","indirect migration background","(0) in school","3.67","4","49","3.17","4.17","1","2","5","6"
"2009","indirect migration background","(1a) inadequately completed","","","","","","","","",""
"2009","indirect migration background","(1b) general elementary school","3.77","4","83","3.38","4.16","2","2","5","7"
"2009","indirect migration background","(1c) basic vocational qualification","4.04","4","125","3.71","4.37","1","3","5","7"
"2009","indirect migration background","(2a) intermediate vocational","4.01","4","109","3.67","4.35","1","3","5","6"
"2009","indirect migration background","(2b) intermediate general qualification","4.25","4","62","3.81","4.69","2","3","6","7"
"2009","indirect migration background","(2c_gen) general maturity certificate","4.27","4.51","62","3.81","4.73","2","3","5","6"
"2009","indirect migration background","(2c_voc) vocational maturity certificate","4.11","4","44","3.49","4.73","1","3","6","7"
"2009","indirect migration background","(3a) lower tertiary education","","","","","","","","",""
"2009","indirect migration background","(3b) higher tertiary education","4.79","5","64","4.35","5.23","2","3","6","7"
"2009","no migration background","(0) in school","4.05","4","248","3.82","4.28","2","2","5","7"
"2009","no migration background","(1a) inadequately completed","2.94","2","63","2.5","3.38","1","1","4","5"
"2009","no migration background","(1b) general elementary school","3.32","3","967","3.21","3.43","1","2","4","6"
"2009","no migration background","(1c) basic vocational qualification","3.56","4","4216","3.51","3.61","1","2","5","6"
"2009","no migration background","(2a) intermediate vocational","3.83","4","4127","3.77","3.89","1","2","5","6"
"2009","no migration background","(2b) intermediate general qualification","3.44","3","343","3.25","3.63","1","2","5","6"
"2009","no migration background","(2c_gen) general maturity certificate","4.26","4","542","4.11","4.41","2","3","6","7"
"2009","no migration background","(2c_voc) vocational maturity certificate","4.2","4","1074","4.09","4.31","2","3","6","7"
"2009","no migration background","(3a) lower tertiary education","4.38","5","1487","4.29","4.47","2","3","6","7"
"2009","no migration background","(3b) higher tertiary education","4.72","5","2160","4.65","4.79","2","3","6","7"
"2010","direct migration background","(0) in school","","","","","","","","",""
"2010","direct migration background","(1a) inadequately completed","","","","","","","","",""
"2010","direct migration background","(1b) general elementary school","","","","","","","","",""
"2010","direct migration background","(1c) basic vocational qualification","","","","","","","","",""
"2010","direct migration background","(2a) intermediate vocational","","","","","","","","",""
"2010","direct migration background","(2b) intermediate general qualification","","","","","","","","",""
"2010","direct migration background","(2c_gen) general maturity certificate","","","","","","","","",""
"2010","direct migration background","(2c_voc) vocational maturity certificate","","","","","","","","",""
"2010","direct migration background","(3a) lower tertiary education","","","","","","","","",""
"2010","direct migration background","(3b) higher tertiary education","","","","","","","","",""
"2010","indirect migration background","(0) in school","","","","","","","","",""
"2010","indirect migration background","(1a) inadequately completed","","","","","","","","",""
"2010","indirect migration background","(1b) general elementary school","","","","","","","","",""
"2010","indirect migration background","(1c) basic vocational qualification","","","","","","","","",""
"2010","indirect migration background","(2a) intermediate vocational","","","","","","","","",""
"2010","indirect migration background","(2b) intermediate general qualification","","","","","","","","",""
"2010","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","",""
"2010","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","",""
"2010","indirect migration background","(3a) lower tertiary education","","","","","","","","",""
"2010","indirect migration background","(3b) higher tertiary education","","","","","","","","",""
"2010","no migration background","(0) in school","","","","","","","","",""
"2010","no migration background","(1a) inadequately completed","","","","","","","","",""
"2010","no migration background","(1b) general elementary school","","","","","","","","",""
"2010","no migration background","(1c) basic vocational qualification","","","","","","","","",""
"2010","no migration background","(2a) intermediate vocational","","","","","","","","",""
"2010","no migration background","(2b) intermediate general qualification","","","","","","","","",""
"2010","no migration background","(2c_gen) general maturity certificate","","","","","","","","",""
"2010","no migration background","(2c_voc) vocational maturity certificate","","","","","","","","",""
"2010","no migration background","(3a) lower tertiary education","","","","","","","","",""
"2010","no migration background","(3b) higher tertiary education","","","","","","","","",""
"2011","direct migration background","(0) in school","","","","","","","","",""
"2011","direct migration background","(1a) inadequately completed","","","","","","","","",""
"2011","direct migration background","(1b) general elementary school","","","","","","","","",""
"2011","direct migration background","(1c) basic vocational qualification","","","","","","","","",""
"2011","direct migration background","(2a) intermediate vocational","","","","","","","","",""
"2011","direct migration background","(2b) intermediate general qualification","","","","","","","","",""
"2011","direct migration background","(2c_gen) general maturity certificate","","","","","","","","",""
"2011","direct migration background","(2c_voc) vocational maturity certificate","","","","","","","","",""
"2011","direct migration background","(3a) lower tertiary education","","","","","","","","",""
"2011","direct migration background","(3b) higher tertiary education","","","","","","","","",""
"2011","indirect migration background","(0) in school","","","","","","","","",""
"2011","indirect migration background","(1a) inadequately completed","","","","","","","","",""
"2011","indirect migration background","(1b) general elementary school","","","","","","","","",""
"2011","indirect migration background","(1c) basic vocational qualification","","","","","","","","",""
"2011","indirect migration background","(2a) intermediate vocational","","","","","","","","",""
"2011","indirect migration background","(2b) intermediate general qualification","","","","","","","","",""
"2011","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","",""
"2011","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","",""
"2011","indirect migration background","(3a) lower tertiary education","","","","","","","","",""
"2011","indirect migration background","(3b) higher tertiary education","","","","","","","","",""
"2011","no migration background","(0) in school","","","","","","","","",""
"2011","no migration background","(1a) inadequately completed","","","","","","","","",""
"2011","no migration background","(1b) general elementary school","","","","","","","","",""
"2011","no migration background","(1c) basic vocational qualification","","","","","","","","",""
"2011","no migration background","(2a) intermediate vocational","","","","","","","","",""
"2011","no migration background","(2b) intermediate general qualification","","","","","","","","",""
"2011","no migration background","(2c_gen) general maturity certificate","","","","","","","","",""
"2011","no migration background","(2c_voc) vocational maturity certificate","","","","","","","","",""
"2011","no migration background","(3a) lower tertiary education","","","","","","","","",""
"2011","no migration background","(3b) higher tertiary education","","","","","","","","",""
"2012","direct migration background","(0) in school","","","","","","","","",""
"2012","direct migration background","(1a) inadequately completed","2.71","2","70","2.35","3.07","1","2","4","5"
"2012","direct migration background","(1b) general elementary school","3.68","4","200","3.41","3.95","1","2","5","6"
"2012","direct migration background","(1c) basic vocational qualification","4.06","4","197","3.81","4.31","1","3","5","6"
"2012","direct migration background","(2a) intermediate vocational","4.28","4.05","93","3.87","4.69","1","3","6","7"
"2012","direct migration background","(2b) intermediate general qualification","","","","","","","","",""
"2012","direct migration background","(2c_gen) general maturity certificate","4.56","5","92","4.18","4.94","2","3","6","7"
"2012","direct migration background","(2c_voc) vocational maturity certificate","4.3","4","147","4.02","4.58","2","3","6","7"
"2012","direct migration background","(3a) lower tertiary education","","","","","","","","",""
"2012","direct migration background","(3b) higher tertiary education","4.78","5","195","4.53","5.03","2","4","6","7"
"2012","indirect migration background","(0) in school","4.35","4","35","3.73","4.97","2","2","6","7"
"2012","indirect migration background","(1a) inadequately completed","","","","","","","","",""
"2012","indirect migration background","(1b) general elementary school","3.91","4","58","3.38","4.44","1","2","6","7"
"2012","indirect migration background","(1c) basic vocational qualification","3.79","4","65","3.28","4.3","1","2","6","7"
"2012","indirect migration background","(2a) intermediate vocational","4.46","5","106","4.1","4.82","1","3","6","7"
"2012","indirect migration background","(2b) intermediate general qualification","4.44","5","35","3.75","5.13","1","3","6","7"
"2012","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","",""
"2012","indirect migration background","(2c_voc) vocational maturity certificate","4.19","4.96","56","3.71","4.67","1","3","5","6"
"2012","indirect migration background","(3a) lower tertiary education","","","","","","","","",""
"2012","indirect migration background","(3b) higher tertiary education","5.04","5","48","4.55","5.53","2","4","7","7"
"2012","no migration background","(0) in school","4.38","4","148","4.07","4.69","2","3","6","7"
"2012","no migration background","(1a) inadequately completed","3.7","4","74","3.21","4.19","1","2","6","7"
"2012","no migration background","(1b) general elementary school","3.14","3","309","2.93","3.35","1","1","4","6"
"2012","no migration background","(1c) basic vocational qualification","3.49","4","854","3.37","3.61","1","2","5","6"
"2012","no migration background","(2a) intermediate vocational","3.86","4","1854","3.78","3.94","1","2","5","6"
"2012","no migration background","(2b) intermediate general qualification","3.85","4","182","3.55","4.15","1","2","6","7"
"2012","no migration background","(2c_gen) general maturity certificate","4.57","4.26","133","4.28","4.86","2","4","6","7"
"2012","no migration background","(2c_voc) vocational maturity certificate","4.26","5","665","4.13","4.39","2","3","6","7"
"2012","no migration background","(3a) lower tertiary education","4.38","4","397","4.2","4.56","2","3","6","7"
"2012","no migration background","(3b) higher tertiary education","4.68","5","794","4.56","4.8","2","3","6","7"
"2013","direct migration background","(0) in school","","","","","","","","",""
"2013","direct migration background","(1a) inadequately completed","3.44","3","82","3.02","3.86","1","1","5","6"
"2013","direct migration background","(1b) general elementary school","3.55","4","295","3.35","3.75","1","2","5","6"
"2013","direct migration background","(1c) basic vocational qualification","4.17","4","407","3.99","4.35","2","3","6","7"
"2013","direct migration background","(2a) intermediate vocational","4.37","4","115","4.03","4.71","1","3","6","7"
"2013","direct migration background","(2b) intermediate general qualification","","","","","","","","",""
"2013","direct migration background","(2c_gen) general maturity certificate","4.54","4","117","4.21","4.87","2","4","6","7"
"2013","direct migration background","(2c_voc) vocational maturity certificate","4.4","5","218","4.15","4.65","2","3","6","7"
"2013","direct migration background","(3a) lower tertiary education","4.62","5","64","4.19","5.05","2","3","6","7"
"2013","direct migration background","(3b) higher tertiary education","5.05","5","288","4.86","5.24","2","4","6","7"
"2013","indirect migration background","(0) in school","3.97","4","53","3.5","4.44","1","3","5","7"
"2013","indirect migration background","(1a) inadequately completed","","","","","","","","",""
"2013","indirect migration background","(1b) general elementary school","3.85","4","70","3.42","4.28","1","3","5","6"
"2013","indirect migration background","(1c) basic vocational qualification","4.06","4","112","3.74","4.38","1","3","5","6"
"2013","indirect migration background","(2a) intermediate vocational","4.14","4","113","3.81","4.47","1","3","5","7"
"2013","indirect migration background","(2b) intermediate general qualification","4.37","3.87","50","3.84","4.9","3","3","6","7"
"2013","indirect migration background","(2c_gen) general maturity certificate","4.96","6","81","4.58","5.34","2","4","6","7"
"2013","indirect migration background","(2c_voc) vocational maturity certificate","4.32","4","45","3.74","4.9","2","3","6","7"
"2013","indirect migration background","(3a) lower tertiary education","5.1","5","35","4.56","5.64","3","4","7","7"
"2013","indirect migration background","(3b) higher tertiary education","4.71","5","78","4.34","5.08","2","4","6","7"
"2013","no migration background","(0) in school","3.93","4","196","3.68","4.18","1","2","5","7"
"2013","no migration background","(1a) inadequately completed","3.65","4","123","3.3","4","1","2","5","6"
"2013","no migration background","(1b) general elementary school","3.62","4","1012","3.51","3.73","1","2","5","6"
"2013","no migration background","(1c) basic vocational qualification","3.87","4","4259","3.82","3.92","1","2","5","6"
"2013","no migration background","(2a) intermediate vocational","4.16","4","4323","4.11","4.21","2","3","6","7"
"2013","no migration background","(2b) intermediate general qualification","3.7","3","388","3.51","3.89","1","2","5","7"
"2013","no migration background","(2c_gen) general maturity certificate","4.54","5","569","4.39","4.69","2","3","6","7"
"2013","no migration background","(2c_voc) vocational maturity certificate","4.45","5","1190","4.35","4.55","2","3","6","7"
"2013","no migration background","(3a) lower tertiary education","4.51","5","1575","4.42","4.6","2","3","6","7"
"2013","no migration background","(3b) higher tertiary education","4.95","5","2409","4.88","5.02","2","4","6","7"
"2014","direct migration background","(0) in school","","","","","","","","",""
"2014","direct migration background","(1a) inadequately completed","","","","","","","","",""
"2014","direct migration background","(1b) general elementary school","","","","","","","","",""
"2014","direct migration background","(1c) basic vocational qualification","","","","","","","","",""
"2014","direct migration background","(2a) intermediate vocational","","","","","","","","",""
"2014","direct migration background","(2b) intermediate general qualification","","","","","","","","",""
"2014","direct migration background","(2c_gen) general maturity certificate","","","","","","","","",""
"2014","direct migration background","(2c_voc) vocational maturity certificate","","","","","","","","",""
"2014","direct migration background","(3a) lower tertiary education","","","","","","","","",""
"2014","direct migration background","(3b) higher tertiary education","","","","","","","","",""
"2014","indirect migration background","(0) in school","","","","","","","","",""
"2014","indirect migration background","(1a) inadequately completed","","","","","","","","",""
"2014","indirect migration background","(1b) general elementary school","","","","","","","","",""
"2014","indirect migration background","(1c) basic vocational qualification","","","","","","","","",""
"2014","indirect migration background","(2a) intermediate vocational","","","","","","","","",""
"2014","indirect migration background","(2b) intermediate general qualification","","","","","","","","",""
"2014","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","",""
"2014","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","",""
"2014","indirect migration background","(3a) lower tertiary education","","","","","","","","",""
"2014","indirect migration background","(3b) higher tertiary education","","","","","","","","",""
"2014","no migration background","(0) in school","","","","","","","","",""
"2014","no migration background","(1a) inadequately completed","","","","","","","","",""
"2014","no migration background","(1b) general elementary school","","","","","","","","",""
"2014","no migration background","(1c) basic vocational qualification","","","","","","","","",""
"2014","no migration background","(2a) intermediate vocational","","","","","","","","",""
"2014","no migration background","(2b) intermediate general qualification","","","","","","","","",""
"2014","no migration background","(2c_gen) general maturity certificate","","","","","","","","",""
"2014","no migration background","(2c_voc) vocational maturity certificate","","","","","","","","",""
"2014","no migration background","(3a) lower tertiary education","","","","","","","","",""
"2014","no migration background","(3b) higher tertiary education","","","","","","","","",""
"2015","direct migration background","(0) in school","","","","","","","","",""
"2015","direct migration background","(1a) inadequately completed","","","","","","","","",""
"2015","direct migration background","(1b) general elementary school","","","","","","","","",""
"2015","direct migration background","(1c) basic vocational qualification","","","","","","","","",""
"2015","direct migration background","(2a) intermediate vocational","","","","","","","","",""
"2015","direct migration background","(2b) intermediate general qualification","","","","","","","","",""
"2015","direct migration background","(2c_gen) general maturity certificate","","","","","","","","",""
"2015","direct migration background","(2c_voc) vocational maturity certificate","","","","","","","","",""
"2015","direct migration background","(3a) lower tertiary education","","","","","","","","",""
"2015","direct migration background","(3b) higher tertiary education","","","","","","","","",""
"2015","indirect migration background","(0) in school","","","","","","","","",""
"2015","indirect migration background","(1a) inadequately completed","","","","","","","","",""
"2015","indirect migration background","(1b) general elementary school","","","","","","","","",""
"2015","indirect migration background","(1c) basic vocational qualification","","","","","","","","",""
"2015","indirect migration background","(2a) intermediate vocational","","","","","","","","",""
"2015","indirect migration background","(2b) intermediate general qualification","","","","","","","","",""
"2015","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","",""
"2015","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","",""
"2015","indirect migration background","(3a) lower tertiary education","","","","","","","","",""
"2015","indirect migration background","(3b) higher tertiary education","","","","","","","","",""
"2015","no migration background","(0) in school","","","","","","","","",""
"2015","no migration background","(1a) inadequately completed","","","","","","","","",""
"2015","no migration background","(1b) general elementary school","","","","","","","","",""
"2015","no migration background","(1c) basic vocational qualification","","","","","","","","",""
"2015","no migration background","(2a) intermediate vocational","","","","","","","","",""
"2015","no migration background","(2b) intermediate general qualification","","","","","","","","",""
"2015","no migration background","(2c_gen) general maturity certificate","","","","","","","","",""
"2015","no migration background","(2c_voc) vocational maturity certificate","","","","","","","","",""
"2015","no migration background","(3a) lower tertiary education","","","","","","","","",""
"2015","no migration background","(3b) higher tertiary education","","","","","","","","",""
"2016","direct migration background","(0) in school","","","","","","","","",""
"2016","direct migration background","(1a) inadequately completed","","","","","","","","",""
"2016","direct migration background","(1b) general elementary school","","","","","","","","",""
"2016","direct migration background","(1c) basic vocational qualification","","","","","","","","",""
"2016","direct migration background","(2a) intermediate vocational","","","","","","","","",""
"2016","direct migration background","(2b) intermediate general qualification","","","","","","","","",""
"2016","direct migration background","(2c_gen) general maturity certificate","","","","","","","","",""
"2016","direct migration background","(2c_voc) vocational maturity certificate","","","","","","","","",""
"2016","direct migration background","(3a) lower tertiary education","","","","","","","","",""
"2016","direct migration background","(3b) higher tertiary education","","","","","","","","",""
"2016","indirect migration background","(0) in school","","","","","","","","",""
"2016","indirect migration background","(1a) inadequately completed","","","","","","","","",""
"2016","indirect migration background","(1b) general elementary school","","","","","","","","",""
"2016","indirect migration background","(1c) basic vocational qualification","","","","","","","","",""
"2016","indirect migration background","(2a) intermediate vocational","","","","","","","","",""
"2016","indirect migration background","(2b) intermediate general qualification","","","","","","","","",""
"2016","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","",""
"2016","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","",""
"2016","indirect migration background","(3a) lower tertiary education","","","","","","","","",""
"2016","indirect migration background","(3b) higher tertiary education","","","","","","","","",""
"2016","no migration background","(0) in school","","","","","","","","",""
"2016","no migration background","(1a) inadequately completed","","","","","","","","",""
"2016","no migration background","(1b) general elementary school","","","","","","","","",""
"2016","no migration background","(1c) basic vocational qualification","","","","","","","","",""
"2016","no migration background","(2a) intermediate vocational","","","","","","","","",""
"2016","no migration background","(2b) intermediate general qualification","","","","","","","","",""
"2016","no migration background","(2c_gen) general maturity certificate","","","","","","","","",""
"2016","no migration background","(2c_voc) vocational maturity certificate","","","","","","","","",""
"2016","no migration background","(3a) lower tertiary education","","","","","","","","",""
"2016","no migration background","(3b) higher tertiary education","","","","","","","","",""
"2017","direct migration background","(0) in school","5.13","5","35","4.61","5.65","3","4","6","7"
"2017","direct migration background","(1a) inadequately completed","4.19","4","1153","4.07","4.31","1","3","6","7"
"2017","direct migration background","(1b) general elementary school","4.01","4","1176","3.89","4.13","1","2","6","7"
"2017","direct migration background","(1c) basic vocational qualification","4.07","4","885","3.95","4.19","1","3","5","7"
"2017","direct migration background","(2a) intermediate vocational","4.51","4","259","4.28","4.74","2","3","6","7"
"2017","direct migration background","(2b) intermediate general qualification","4.08","4","82","3.64","4.52","1","2","6","7"
"2017","direct migration background","(2c_gen) general maturity certificate","4.51","5","767","4.38","4.64","2","3","6","7"
"2017","direct migration background","(2c_voc) vocational maturity certificate","4.5","5","747","4.36","4.64","2","3","6","7"
"2017","direct migration background","(3a) lower tertiary education","4.17","5","99","3.79","4.55","2","2","6","7"
"2017","direct migration background","(3b) higher tertiary education","5.1","5","1553","5.01","5.19","2","4","7","7"
"2017","indirect migration background","(0) in school","4.38","4","87","3.98","4.78","2","3","6","7"
"2017","indirect migration background","(1a) inadequately completed","3.37","3","31","2.66","4.08","1","2","4","6"
"2017","indirect migration background","(1b) general elementary school","3.93","4","162","3.64","4.22","1","2","5","6"
"2017","indirect migration background","(1c) basic vocational qualification","4.12","4","206","3.86","4.38","1","3","6","7"
"2017","indirect migration background","(2a) intermediate vocational","4.05","4","283","3.83","4.27","1","2","6","6"
