"year","education","pgisced97","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2009","lower secondary degree","vocational + Abi","","","","","","","","",""
"2009","no degree/no degree yet","general elemantary","","","","","","","","",""
"2009","no degree/no degree yet","higher education","","","","","","","","",""
"2009","no degree/no degree yet","higher vocational","","","","","","","","",""
"2009","no degree/no degree yet","in school","4","4","308","3.79","4.21","1","2","5","7"
"2009","no degree/no degree yet","inadequately","2.59","2","128","2.32","2.86","1","1","4","5"
"2009","no degree/no degree yet","middle vocational","3.71","4","36","3.12","4.3","1","2","5","6"
"2009","no degree/no degree yet","vocational + Abi","","","","","","","","",""
"2009","Other degree","general elemantary","2.98","3","195","2.77","3.19","1","2","4","5"
"2009","Other degree","higher education","4.52","5","170","4.25","4.79","2","3","6","7"
"2009","Other degree","higher vocational","4.2","4","37","3.63","4.77","2","3","6","7"
"2009","Other degree","in school","","","","","","","","",""
"2009","Other degree","inadequately","2.78","2","34","2.28","3.28","1","1","4","6"
"2009","Other degree","middle vocational","3.4","3","268","3.18","3.62","1","2","5","6"
"2009","Other degree","vocational + Abi","4.62","5","90","4.23","5.01","2","4","6","7"
"2009","secondary school degree","general elemantary","3.57","4","427","3.4","3.74","1","2","5","6"
"2009","secondary school degree","higher education","4.4","4","586","4.27","4.53","2","3","6","7"
"2009","secondary school degree","higher vocational","4.17","4","599","4.03","4.31","2","3","6","6"
"2009","secondary school degree","in school","","","","","","","","",""
"2009","secondary school degree","inadequately","","","","","","","","",""
"2009","secondary school degree","middle vocational","3.79","4","3745","3.73","3.85","1","2","5","6"
"2009","secondary school degree","vocational + Abi","","","","","","","","",""
"2010","college entrance qualification","general elemantary","","","","","","","","",""
"2010","college entrance qualification","higher education","","","","","","","","",""
"2010","college entrance qualification","higher vocational","","","","","","","","",""
"2010","college entrance qualification","in school","","","","","","","","",""
"2010","college entrance qualification","inadequately","","","","","","","","",""
"2010","college entrance qualification","middle vocational","","","","","","","","",""
"2010","college entrance qualification","vocational + Abi","","","","","","","","",""
"2010","lower secondary degree","general elemantary","","","","","","","","",""
"2010","lower secondary degree","higher education","","","","","","","","",""
"2010","lower secondary degree","higher vocational","","","","","","","","",""
"2010","lower secondary degree","in school","","","","","","","","",""
"2010","lower secondary degree","inadequately","","","","","","","","",""
"2010","lower secondary degree","middle vocational","","","","","","","","",""
"2010","lower secondary degree","vocational + Abi","","","","","","","","",""
"2010","no degree/no degree yet","general elemantary","","","","","","","","",""
"2010","no degree/no degree yet","higher education","","","","","","","","",""
"2010","no degree/no degree yet","higher vocational","","","","","","","","",""
"2010","no degree/no degree yet","in school","","","","","","","","",""
"2010","no degree/no degree yet","inadequately","","","","","","","","",""
"2010","no degree/no degree yet","middle vocational","","","","","","","","",""
"2010","no degree/no degree yet","vocational + Abi","","","","","","","","",""
"2010","Other degree","general elemantary","","","","","","","","",""
"2010","Other degree","higher education","","","","","","","","",""
"2010","Other degree","higher vocational","","","","","","","","",""
"2010","Other degree","in school","","","","","","","","",""
"2010","Other degree","inadequately","","","","","","","","",""
"2010","Other degree","middle vocational","","","","","","","","",""
"2010","Other degree","vocational + Abi","","","","","","","","",""
"2010","secondary school degree","general elemantary","","","","","","","","",""
"2010","secondary school degree","higher education","","","","","","","","",""
"2010","secondary school degree","higher vocational","","","","","","","","",""
"2010","secondary school degree","in school","","","","","","","","",""
"2010","secondary school degree","inadequately","","","","","","","","",""
"2010","secondary school degree","middle vocational","","","","","","","","",""
"2010","secondary school degree","vocational + Abi","","","","","","","","",""
"2011","college entrance qualification","general elemantary","","","","","","","","",""
"2011","college entrance qualification","higher education","","","","","","","","",""
"2011","college entrance qualification","higher vocational","","","","","","","","",""
"2011","college entrance qualification","in school","","","","","","","","",""
"2011","college entrance qualification","inadequately","","","","","","","","",""
"2011","college entrance qualification","middle vocational","","","","","","","","",""
"2011","college entrance qualification","vocational + Abi","","","","","","","","",""
"2011","lower secondary degree","general elemantary","","","","","","","","",""
"2011","lower secondary degree","higher education","","","","","","","","",""
"2011","lower secondary degree","higher vocational","","","","","","","","",""
"2011","lower secondary degree","in school","","","","","","","","",""
"2011","lower secondary degree","inadequately","","","","","","","","",""
"2011","lower secondary degree","middle vocational","","","","","","","","",""
"2011","lower secondary degree","vocational + Abi","","","","","","","","",""
"2011","no degree/no degree yet","general elemantary","","","","","","","","",""
"2011","no degree/no degree yet","higher education","","","","","","","","",""
"2011","no degree/no degree yet","higher vocational","","","","","","","","",""
"2011","no degree/no degree yet","in school","","","","","","","","",""
"2011","no degree/no degree yet","inadequately","","","","","","","","",""
"2011","no degree/no degree yet","middle vocational","","","","","","","","",""
"2011","no degree/no degree yet","vocational + Abi","","","","","","","","",""
"2011","Other degree","general elemantary","","","","","","","","",""
"2011","Other degree","higher education","","","","","","","","",""
"2011","Other degree","higher vocational","","","","","","","","",""
"2011","Other degree","in school","","","","","","","","",""
"2011","Other degree","inadequately","","","","","","","","",""
"2011","Other degree","middle vocational","","","","","","","","",""
"2011","Other degree","vocational + Abi","","","","","","","","",""
"2011","secondary school degree","general elemantary","","","","","","","","",""
"2011","secondary school degree","higher education","","","","","","","","",""
"2011","secondary school degree","higher vocational","","","","","","","","",""
"2011","secondary school degree","in school","","","","","","","","",""
"2011","secondary school degree","inadequately","","","","","","","","",""
"2011","secondary school degree","middle vocational","","","","","","","","",""
"2011","secondary school degree","vocational + Abi","","","","","","","","",""
"2012","college entrance qualification","general elemantary","","","","","","","","",""
"2012","college entrance qualification","higher education","4.61","5","1225","4.51","4.71","2","3","6","7"
"2012","college entrance qualification","higher vocational","4.35","5","115","4.04","4.66","2","3","6","7"
"2012","college entrance qualification","in school","","","","","","","","",""
"2012","college entrance qualification","inadequately","","","","","","","","",""
"2012","college entrance qualification","middle vocational","4.69","5","168","4.45","4.93","3","4","6","6"
"2012","college entrance qualification","vocational + Abi","4.24","4.14","634","4.1","4.38","2","3","6","7"
"2012","lower secondary degree","general elemantary","3.38","3","407","3.19","3.57","1","2","5","6"
"2012","lower secondary degree","higher education","","","","","","","","",""
"2012","lower secondary degree","higher vocational","3.55","3","56","3.05","4.05","1","2","5","6"
"2012","lower secondary degree","in school","","","","","","","","",""
"2012","lower secondary degree","inadequately","","","","","","","","",""
"2012","lower secondary degree","middle vocational","3.56","4","921","3.44","3.68","1","2","5","6"
"2012","lower secondary degree","vocational + Abi","","","","","","","","",""
"2012","no degree/no degree yet","general elemantary","","","","","","","","",""
"2012","no degree/no degree yet","higher education","","","","","","","","",""
"2012","no degree/no degree yet","higher vocational","","","","","","","","",""
"2012","no degree/no degree yet","in school","4.43","4.16","189","4.16","4.7","2","3","6","7"
"2012","no degree/no degree yet","inadequately","3.17","3","126","2.84","3.5","1","2","5","6"
"2012","no degree/no degree yet","middle vocational","","","","","","","","",""
"2012","no degree/no degree yet","vocational + Abi","","","","","","","","",""
"2012","Other degree","general elemantary","3.76","4","134","3.43","4.09","1","2","5","6"
"2012","Other degree","higher education","4.73","5","168","4.46","5","2","4","6","7"
"2012","Other degree","higher vocational","","","","","","","","",""
"2012","Other degree","in school","","","","","","","","",""
"2012","Other degree","inadequately","","","","","","","","",""
"2012","Other degree","middle vocational","4.14","4","210","3.89","4.39","1","3","6","7"
"2012","Other degree","vocational + Abi","4.31","4","116","3.99","4.63","2","3","6","6"
"2012","secondary school degree","general elemantary","3.89","4","230","3.62","4.16","1","2","6","7"
"2012","secondary school degree","higher education","4.16","4","89","3.77","4.55","2","3","6","7"
"2012","secondary school degree","higher vocational","4.32","4","181","4.05","4.59","2","3","6","6"
"2012","secondary school degree","in school","","","","","","","","",""
"2012","secondary school degree","inadequately","","","","","","","","",""
"2012","secondary school degree","middle vocational","3.88","4","1872","3.8","3.96","1","2","5","6"
"2012","secondary school degree","vocational + Abi","","","","","","","","",""
"2013","college entrance qualification","general elemantary","","","","","","","","",""
"2013","college entrance qualification","higher education","4.78","5","3408","4.72","4.84","2","4","6","7"
"2013","college entrance qualification","higher vocational","4.43","4","340","4.24","4.62","2","3","6","7"
"2013","college entrance qualification","in school","","","","","","","","",""
"2013","college entrance qualification","inadequately","","","","","","","","",""
"2013","college entrance qualification","middle vocational","4.59","5","680","4.46","4.72","2","3","6","7"
"2013","college entrance qualification","vocational + Abi","4.48","5","947","4.36","4.6","2","3","6","7"
"2013","lower secondary degree","general elemantary","3.63","4","1139","3.52","3.74","1","2","5","6"
"2013","lower secondary degree","higher education","4.81","5","156","4.53","5.09","2","4","6","7"
"2013","lower secondary degree","higher vocational","4.09","4","347","3.91","4.27","2","3","5","6"
"2013","lower secondary degree","in school","","","","","","","","",""
"2013","lower secondary degree","inadequately","","","","","","","","",""
"2013","lower secondary degree","middle vocational","3.85","4","4138","3.79","3.91","1","2","5","6"
"2013","lower secondary degree","vocational + Abi","","","","","","","","",""
"2013","no degree/no degree yet","general elemantary","","","","","","","","",""
"2013","no degree/no degree yet","higher education","","","","","","","","",""
"2013","no degree/no degree yet","higher vocational","","","","","","","","",""
"2013","no degree/no degree yet","in school","3.96","4","257","3.74","4.18","1","2","6","7"
"2013","no degree/no degree yet","inadequately","3.2","3","154","2.91","3.49","1","1","4","6"
"2013","no degree/no degree yet","middle vocational","4.28","4.38","62","3.78","4.78","2","3","6","7"
"2013","no degree/no degree yet","vocational + Abi","","","","","","","","",""
"2013","Other degree","general elemantary","3.51","4","204","3.27","3.75","1","2","5","6"
"2013","Other degree","higher education","5.11","5","230","4.9","5.32","3","4","6","7"
"2013","Other degree","higher vocational","4.5","4.4","37","3.85","5.15","2","2","7","7"
"2013","Other degree","in school","","","","","","","","",""
"2013","Other degree","inadequately","3.54","3","35","2.77","4.31","1","1","6","7"
"2013","Other degree","middle vocational","4.28","4","369","4.09","4.47","2","3","6","7"
"2013","Other degree","vocational + Abi","4.3","5","125","3.95","4.65","1","3","6","7"
"2013","secondary school degree","general elemantary","3.74","3","465","3.57","3.91","1","2","5","7"
"2013","secondary school degree","higher education","4.7","5","582","4.57","4.83","2","3","6","7"
"2013","secondary school degree","higher vocational","4.35","4","578","4.21","4.49","2","3","6","7"
"2013","secondary school degree","in school","","","","","","","","",""
"2013","secondary school degree","inadequately","","","","","","","","",""
"2013","secondary school degree","middle vocational","4.14","4","3965","4.08","4.2","2","3","6","7"
"2013","secondary school degree","vocational + Abi","","","","","","","","",""
"2014","college entrance qualification","general elemantary","","","","","","","","",""
"2014","college entrance qualification","higher education","","","","","","","","",""
"2014","college entrance qualification","higher vocational","","","","","","","","",""
"2014","college entrance qualification","in school","","","","","","","","",""
"2014","college entrance qualification","inadequately","","","","","","","","",""
"2014","college entrance qualification","middle vocational","","","","","","","","",""
"2014","college entrance qualification","vocational + Abi","","","","","","","","",""
"2014","lower secondary degree","general elemantary","","","","","","","","",""
"2014","lower secondary degree","higher education","","","","","","","","",""
"2014","lower secondary degree","higher vocational","","","","","","","","",""
"2014","lower secondary degree","in school","","","","","","","","",""
"2014","lower secondary degree","inadequately","","","","","","","","",""
"2014","lower secondary degree","middle vocational","","","","","","","","",""
"2014","lower secondary degree","vocational + Abi","","","","","","","","",""
"2014","no degree/no degree yet","general elemantary","","","","","","","","",""
"2014","no degree/no degree yet","higher education","","","","","","","","",""
"2014","no degree/no degree yet","higher vocational","","","","","","","","",""
"2014","no degree/no degree yet","in school","","","","","","","","",""
"2014","no degree/no degree yet","inadequately","","","","","","","","",""
"2014","no degree/no degree yet","middle vocational","","","","","","","","",""
"2014","no degree/no degree yet","vocational + Abi","","","","","","","","",""
"2014","Other degree","general elemantary","","","","","","","","",""
"2014","Other degree","higher education","","","","","","","","",""
"2014","Other degree","higher vocational","","","","","","","","",""
"2014","Other degree","in school","","","","","","","","",""
"2014","Other degree","inadequately","","","","","","","","",""
"2014","Other degree","middle vocational","","","","","","","","",""
"2014","Other degree","vocational + Abi","","","","","","","","",""
"2014","secondary school degree","general elemantary","","","","","","","","",""
"2014","secondary school degree","higher education","","","","","","","","",""
"2014","secondary school degree","higher vocational","","","","","","","","",""
"2014","secondary school degree","in school","","","","","","","","",""
"2014","secondary school degree","inadequately","","","","","","","","",""
"2014","secondary school degree","middle vocational","","","","","","","","",""
"2014","secondary school degree","vocational + Abi","","","","","","","","",""
"2015","college entrance qualification","general elemantary","","","","","","","","",""
"2015","college entrance qualification","higher education","","","","","","","","",""
"2015","college entrance qualification","higher vocational","","","","","","","","",""
"2015","college entrance qualification","in school","","","","","","","","",""
"2015","college entrance qualification","inadequately","","","","","","","","",""
"2015","college entrance qualification","middle vocational","","","","","","","","",""
"2015","college entrance qualification","vocational + Abi","","","","","","","","",""
"2015","lower secondary degree","general elemantary","","","","","","","","",""
"2015","lower secondary degree","higher education","","","","","","","","",""
"2015","lower secondary degree","higher vocational","","","","","","","","",""
"2015","lower secondary degree","in school","","","","","","","","",""
"2015","lower secondary degree","inadequately","","","","","","","","",""
"2015","lower secondary degree","middle vocational","","","","","","","","",""
"2015","lower secondary degree","vocational + Abi","","","","","","","","",""
"2015","no degree/no degree yet","general elemantary","","","","","","","","",""
"2015","no degree/no degree yet","higher education","","","","","","","","",""
"2015","no degree/no degree yet","higher vocational","","","","","","","","",""
"2015","no degree/no degree yet","in school","","","","","","","","",""
"2015","no degree/no degree yet","inadequately","","","","","","","","",""
"2015","no degree/no degree yet","middle vocational","","","","","","","","",""
"2015","no degree/no degree yet","vocational + Abi","","","","","","","","",""
"2015","Other degree","general elemantary","","","","","","","","",""
"2015","Other degree","higher education","","","","","","","","",""
"2015","Other degree","higher vocational","","","","","","","","",""
"2015","Other degree","in school","","","","","","","","",""
"2015","Other degree","inadequately","","","","","","","","",""
"2015","Other degree","middle vocational","","","","","","","","",""
"2015","Other degree","vocational + Abi","","","","","","","","",""
"2015","secondary school degree","general elemantary","","","","","","","","",""
"2015","secondary school degree","higher education","","","","","","","","",""
"2015","secondary school degree","higher vocational","","","","","","","","",""
"2015","secondary school degree","in school","","","","","","","","",""
"2015","secondary school degree","inadequately","","","","","","","","",""
"2015","secondary school degree","middle vocational","","","","","","","","",""
"2015","secondary school degree","vocational + Abi","","","","","","","","",""
"2016","college entrance qualification","general elemantary","","","","","","","","",""
"2016","college entrance qualification","higher education","","","","","","","","",""
"2016","college entrance qualification","higher vocational","","","","","","","","",""
"2016","college entrance qualification","in school","","","","","","","","",""
"2016","college entrance qualification","inadequately","","","","","","","","",""
"2016","college entrance qualification","middle vocational","","","","","","","","",""
"2016","college entrance qualification","vocational + Abi","","","","","","","","",""
"2016","lower secondary degree","general elemantary","","","","","","","","",""
"2016","lower secondary degree","higher education","","","","","","","","",""
"2016","lower secondary degree","higher vocational","","","","","","","","",""
"2016","lower secondary degree","in school","","","","","","","","",""
"2016","lower secondary degree","inadequately","","","","","","","","",""
"2016","lower secondary degree","middle vocational","","","","","","","","",""
"2016","lower secondary degree","vocational + Abi","","","","","","","","",""
"2016","no degree/no degree yet","general elemantary","","","","","","","","",""
"2016","no degree/no degree yet","higher education","","","","","","","","",""
"2016","no degree/no degree yet","higher vocational","","","","","","","","",""
"2016","no degree/no degree yet","in school","","","","","","","","",""
"2016","no degree/no degree yet","inadequately","","","","","","","","",""
"2016","no degree/no degree yet","middle vocational","","","","","","","","",""
"2016","no degree/no degree yet","vocational + Abi","","","","","","","","",""
"2016","Other degree","general elemantary","","","","","","","","",""
"2016","Other degree","higher education","","","","","","","","",""
"2016","Other degree","higher vocational","","","","","","","","",""
"2016","Other degree","in school","","","","","","","","",""
"2016","Other degree","inadequately","","","","","","","","",""
"2016","Other degree","middle vocational","","","","","","","","",""
"2016","Other degree","vocational + Abi","","","","","","","","",""
"2016","secondary school degree","general elemantary","","","","","","","","",""
"2016","secondary school degree","higher education","","","","","","","","",""
"2016","secondary school degree","higher vocational","","","","","","","","",""
"2016","secondary school degree","in school","","","","","","","","",""
"2016","secondary school degree","inadequately","","","","","","","","",""
"2016","secondary school degree","middle vocational","","","","","","","","",""
"2016","secondary school degree","vocational + Abi","","","","","","","","",""
"2017","college entrance qualification","general elemantary","","","","","","","","",""
"2017","college entrance qualification","higher education","4.81","5","4650","4.76","4.86","2","4","6","7"
"2017","college entrance qualification","higher vocational","4.42","5","427","4.25","4.59","2","3","6","7"
"2017","college entrance qualification","in school","","","","","","","","",""
"2017","college entrance qualification","inadequately","","","","","","","","",""
"2017","college entrance qualification","middle vocational","4.64","5","1197","4.54","4.74","2","3","6","7"
"2017","college entrance qualification","vocational + Abi","4.35","4","1653","4.26","4.44","2","3","6","7"
"2017","lower secondary degree","general elemantary","3.65","4","1411","3.55","3.75","1","2","5","6"
"2017","lower secondary degree","higher education","4.86","5","126","4.54","5.18","2","3","6","7"
"2017","lower secondary degree","higher vocational","4.26","4","316","4.06","4.46","2","3","6","7"
"2017","lower secondary degree","in school","","","","","","","","",""
"2017","lower secondary degree","inadequately","","","","","","","","",""
"2017","lower secondary degree","middle vocational","3.98","4","4179","3.93","4.03","1","3","5","6"
"2017","lower secondary degree","vocational + Abi","","","","","","","","",""
"2017","no degree/no degree yet","general elemantary","","","","","","","","",""
"2017","no degree/no degree yet","higher education","","","","","","","","",""
"2017","no degree/no degree yet","higher vocational","","","","","","","","",""
"2017","no degree/no degree yet","in school","4.2","4","409","4.02","4.38","2","3","6","7"
"2017","no degree/no degree yet","inadequately","4.03","4","1225","3.92","4.14","1","2","6","7"
"2017","no degree/no degree yet","middle vocational","3.97","4","131","3.61","4.33","1","3","6","6"
"2017","no degree/no degree yet","vocational + Abi","","","","","","","","",""
"2017","Other degree","general elemantary","4.08","4","990","3.95","4.21","1","2","6","7"
"2017","Other degree","higher education","5.05","5","1426","4.96","5.14","2","4","7","7"
"2017","Other degree","higher vocational","4.12","4","42","3.6","4.64","1","3","6","7"
"2017","Other degree","in school","","","","","","","","",""
"2017","Other degree","inadequately","3.83","4","58","3.28","4.38","1","3","6","7"
"2017","Other degree","middle vocational","4.2","4","1354","4.1","4.3","1","3","6","7"
"2017","Other degree","vocational + Abi","4.4","5","604","4.25","4.55","1","3","6","7"
"2017","secondary school degree","general elemantary","4.12","4","820","3.99","4.25","1","3","6","7"
"2017","secondary school degree","higher education","4.56","5","639","4.43","4.69","2","3","6","7"
"2017","secondary school degree","higher vocational","4.37","4","717","4.24","4.5","2","3","6","7"
"2017","secondary school degree","in school","","","","","","","","",""
"2017","secondary school degree","inadequately","","","","","","","","",""
"2017","secondary school degree","middle vocational","4.13","4","5396","4.08","4.18","2","3","6","7"
"2017","secondary school degree","vocational + Abi","","","","","","","","",""
"2018","college entrance qualification","general elemantary","","","","","","","","",""
