"year","age_gr","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2011","66 and older","direct migration background","5.33","5","353","2","4","7","9","5.06","5.6","5","6"
"2011","66 and older","indirect migration background","","","","","","","","","","",""
"2011","66 and older","no migration background","6.28","7","4106","3","5","8","9","6.21","6.35","7","7"
"2012","16-34 y.","direct migration background","5.66","6","650","2","4","8","9","5.44","5.88","5","6"
"2012","16-34 y.","indirect migration background","5.63","6","641","2","4","8","9","5.41","5.85","6","6"
"2012","16-34 y.","no migration background","5.88","6","4432","2","4","8","9","5.8","5.96","6","6"
"2012","35-65 y.","direct migration background","5.63","6","1702","2","4","8","9","5.51","5.75","6","6"
"2012","35-65 y.","indirect migration background","6","7","494","2","4","8","9","5.77","6.23","6","7"
"2012","35-65 y.","no migration background","6.1","7","12820","2","5","8","9","6.06","6.14","7","7"
"2012","66 and older","direct migration background","5.66","6","400","2","4","8","9","5.42","5.9","6","7"
"2012","66 and older","indirect migration background","","","","","","","","","","",""
"2012","66 and older","no migration background","6.37","7","4484","3","5","8","9","6.3","6.44","7","7"
"2013","16-34 y.","direct migration background","5.62","6","553","2","4","8","9","5.39","5.85","6","6"
"2013","16-34 y.","indirect migration background","5.61","6","606","2","4","7","9","5.39","5.83","6","6"
"2013","16-34 y.","no migration background","5.86","6","4143","2","4","8","9","5.78","5.94","6","6"
"2013","35-65 y.","direct migration background","5.78","6","1618","2","4","8","9","5.65","5.91","6","6"
"2013","35-65 y.","indirect migration background","6.1","7","510","2","5","8","9","5.88","6.32","6","7"
"2013","35-65 y.","no migration background","6.2","7","12455","2","5","8","9","6.16","6.24","7","7"
"2013","66 and older","direct migration background","5.79","6","366","3","4","8","9","5.54","6.04","6","7"
"2013","66 and older","indirect migration background","","","","","","","","","","",""
"2013","66 and older","no migration background","6.52","7","4572","3","5","8","9","6.45","6.59","7","7"
"2014","16-34 y.","direct migration background","5.73","6","1303","2","4","8","9","5.58","5.88","6","6"
"2014","16-34 y.","indirect migration background","5.59","6","983","1","4","7","9","5.41","5.77","6","6"
"2014","16-34 y.","no migration background","5.91","6","3815","2","4","8","9","5.83","5.99","6","6"
"2014","35-65 y.","direct migration background","5.59","6","3118","2","4","8","9","5.5","5.68","6","6"
"2014","35-65 y.","indirect migration background","6.05","7","658","2","5","8","9","5.85","6.25","6","7"
"2014","35-65 y.","no migration background","6.26","7","11411","3","5","8","9","6.21","6.31","7","7"
"2014","66 and older","direct migration background","5.76","6","430","2","4","8","9","5.52","6","5","6"
"2014","66 and older","indirect migration background","","","","","","","","","","",""
"2014","66 and older","no migration background","6.57","7","4516","3","5","8","10","6.5","6.64","7","7"
"2015","16-34 y.","direct migration background","6.05","7","1811","2","5","8","9","5.92","6.18","6","6"
"2015","16-34 y.","indirect migration background","5.73","6","888","1","4","8","9","5.54","5.92","6","6"
"2015","16-34 y.","no migration background","5.97","6","3499","2","4","8","9","5.88","6.06","6","7"
"2015","35-65 y.","direct migration background","5.73","6","3425","2","4","8","9","5.64","5.82","6","6"
"2015","35-65 y.","indirect migration background","6.24","7","665","3","5","8","9","6.05","6.43","7","7"
"2015","35-65 y.","no migration background","6.36","7","10781","3","5","8","9","6.31","6.41","7","7"
"2015","66 and older","direct migration background","5.94","6","436","2","5","8","9","5.71","6.17","6","7"
"2015","66 and older","indirect migration background","","","","","","","","","","",""
"2015","66 and older","no migration background","6.79","7","4488","3","5","8","10","6.72","6.86","7","7"
"2016","16-34 y.","direct migration background","6.09","7","1554","2","5","8","9","5.95","6.23","6","7"
"2016","16-34 y.","indirect migration background","5.92","7","830","1","4","8","9","5.72","6.12","6","7"
"2016","16-34 y.","no migration background","6.07","7","3151","2","5","8","9","5.98","6.16","6","7"
"2016","35-65 y.","direct migration background","5.82","6","3173","2","4","8","9","5.73","5.91","6","6"
"2016","35-65 y.","indirect migration background","6.41","7","642","3","5","8","9","6.21","6.61","7","7"
"2016","35-65 y.","no migration background","6.48","7","10027","3","5","8","9","6.43","6.53","7","7"
"2016","66 and older","direct migration background","5.88","6","401","2","4","8","9","5.63","6.13","6","7"
"2016","66 and older","indirect migration background","","","","","","","","","","",""
"2016","66 and older","no migration background","6.87","7","4326","4","5","8","10","6.81","6.93","7","7"
"2017","16-34 y.","direct migration background","5.86","6","2583","2","5","8","9","5.76","5.96","6","6"
"2017","16-34 y.","indirect migration background","5.94","7","902","1","4","8","9","5.76","6.12","6","7"
"2017","16-34 y.","no migration background","6.22","7","3801","3","5","8","9","6.14","6.3","7","7"
"2017","35-65 y.","direct migration background","5.86","6","4244","2","4","8","9","5.78","5.94","6","6"
"2017","35-65 y.","indirect migration background","6.56","7","706","3","5","8","9","6.38","6.74","7","7"
"2017","35-65 y.","no migration background","6.53","7","11461","3","5","8","9","6.49","6.57","7","7"
"2017","66 and older","direct migration background","5.83","6","445","2","4","8","9","5.58","6.08","6","7"
"2017","66 and older","indirect migration background","","","","","","","","","","",""
"2017","66 and older","no migration background","6.81","7","4537","4","5","8","10","6.75","6.87","7","7"
"2018","16-34 y.","direct migration background","5.64","6","3091","2","4","8","9","5.55","5.73","5","6"
"2018","16-34 y.","indirect migration background","6.12","7","891","3","5","8","9","5.94","6.3","6","7"
"2018","16-34 y.","no migration background","6.13","7","3732","3","5","8","9","6.05","6.21","7","7"
"2018","35-65 y.","direct migration background","5.86","6","4610","2","5","8","9","5.79","5.93","6","6"
"2018","35-65 y.","indirect migration background","6.56","7","701","3","5","8","9","6.38","6.74","7","7"
"2018","35-65 y.","no migration background","6.53","7","10873","3","5","8","9","6.49","6.57","7","7"
"2018","66 and older","direct migration background","5.64","6","472","2","4","7","8","5.41","5.87","6","6"
"2018","66 and older","indirect migration background","","","","","","","","","","",""
"2018","66 and older","no migration background","6.82","7","4562","4","5","8","10","6.76","6.88","7","7"
"2019","16-34 y.","direct migration background","6.14","6","2531","2","5","8","9","6.05","6.23","6","6"
"2019","16-34 y.","indirect migration background","6.22","7","817","3","5","8","9","6.03","6.41","6","7"
"2019","16-34 y.","no migration background","6.47","7","3522","3","5","8","9","6.39","6.55","7","7"
"2019","35-65 y.","direct migration background","6.04","6","4328","2","5","8","9","5.97","6.11","6","6"
"2019","35-65 y.","indirect migration background","6.8","7","776","4","5","8","9","6.63","6.97","7","8"
"2019","35-65 y.","no migration background","6.71","7","11626","3","5","8","9","6.67","6.75","7","7"
"2019","66 and older","direct migration background","5.8","6","459","2","4","8","9","5.57","6.03","6","7"
"2019","66 and older","indirect migration background","6.62","6.27","35","4","5","9","10","5.55","7.69","5","9"
"2019","66 and older","no migration background","7","8","4734","4","6","9","10","6.94","7.06","8","8"
