"plh0223","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence"
"7 Strongly agree","2006","16-34 y.","Employed","","","",""
"7 Strongly agree","2006","35-65 y.","Not Employed","","","",""
"7 Strongly agree","2006","35-65 y.","Employed","","","",""
"7 Strongly agree","2006","66 and older","Not Employed","","","",""
"7 Strongly agree","2006","66 and older","Employed","","","",""
"1 Strongly disagree","2007","16-34 y.","Not Employed","","","",""
"1 Strongly disagree","2007","16-34 y.","Employed","","","",""
"1 Strongly disagree","2007","35-65 y.","Not Employed","","","",""
"1 Strongly disagree","2007","35-65 y.","Employed","","","",""
"1 Strongly disagree","2007","66 and older","Not Employed","","","",""
"1 Strongly disagree","2007","66 and older","Employed","","","",""
"2 on scale 1-7 ","2007","16-34 y.","Not Employed","","","",""
"2 on scale 1-7 ","2007","16-34 y.","Employed","","","",""
"2 on scale 1-7 ","2007","35-65 y.","Not Employed","","","",""
"2 on scale 1-7 ","2007","35-65 y.","Employed","","","",""
"2 on scale 1-7 ","2007","66 and older","Not Employed","","","",""
"2 on scale 1-7 ","2007","66 and older","Employed","","","",""
"3 on scale 1-7 ","2007","16-34 y.","Not Employed","","","",""
"3 on scale 1-7 ","2007","16-34 y.","Employed","","","",""
"3 on scale 1-7 ","2007","35-65 y.","Not Employed","","","",""
"3 on scale 1-7 ","2007","35-65 y.","Employed","","","",""
"3 on scale 1-7 ","2007","66 and older","Not Employed","","","",""
"3 on scale 1-7 ","2007","66 and older","Employed","","","",""
"4 on scale 1-7","2007","16-34 y.","Not Employed","","","",""
"4 on scale 1-7","2007","16-34 y.","Employed","","","",""
"4 on scale 1-7","2007","35-65 y.","Not Employed","","","",""
"4 on scale 1-7","2007","35-65 y.","Employed","","","",""
"4 on scale 1-7","2007","66 and older","Not Employed","","","",""
"4 on scale 1-7","2007","66 and older","Employed","","","",""
"5 on scale 1-7","2007","16-34 y.","Not Employed","","","",""
"5 on scale 1-7","2007","16-34 y.","Employed","","","",""
"5 on scale 1-7","2007","35-65 y.","Not Employed","","","",""
"5 on scale 1-7","2007","35-65 y.","Employed","","","",""
"5 on scale 1-7","2007","66 and older","Not Employed","","","",""
"5 on scale 1-7","2007","66 and older","Employed","","","",""
"6 on scale 1-7","2007","16-34 y.","Not Employed","","","",""
"6 on scale 1-7","2007","16-34 y.","Employed","","","",""
"6 on scale 1-7","2007","35-65 y.","Not Employed","","","",""
"6 on scale 1-7","2007","35-65 y.","Employed","","","",""
"6 on scale 1-7","2007","66 and older","Not Employed","","","",""
"6 on scale 1-7","2007","66 and older","Employed","","","",""
"7 Strongly agree","2007","16-34 y.","Not Employed","","","",""
"7 Strongly agree","2007","16-34 y.","Employed","","","",""
"7 Strongly agree","2007","35-65 y.","Not Employed","","","",""
"7 Strongly agree","2007","35-65 y.","Employed","","","",""
"7 Strongly agree","2007","66 and older","Not Employed","","","",""
"7 Strongly agree","2007","66 and older","Employed","","","",""
"1 Strongly disagree","2008","16-34 y.","Not Employed","","","",""
"1 Strongly disagree","2008","16-34 y.","Employed","","","",""
"1 Strongly disagree","2008","35-65 y.","Not Employed","","","",""
"1 Strongly disagree","2008","35-65 y.","Employed","","","",""
"1 Strongly disagree","2008","66 and older","Not Employed","","","",""
"1 Strongly disagree","2008","66 and older","Employed","","","",""
"2 on scale 1-7 ","2008","16-34 y.","Not Employed","","","",""
"2 on scale 1-7 ","2008","16-34 y.","Employed","","","",""
"2 on scale 1-7 ","2008","35-65 y.","Not Employed","","","",""
"2 on scale 1-7 ","2008","35-65 y.","Employed","","","",""
"2 on scale 1-7 ","2008","66 and older","Not Employed","","","",""
"2 on scale 1-7 ","2008","66 and older","Employed","","","",""
"3 on scale 1-7 ","2008","16-34 y.","Not Employed","","","",""
"3 on scale 1-7 ","2008","16-34 y.","Employed","","","",""
"3 on scale 1-7 ","2008","35-65 y.","Not Employed","","","",""
"3 on scale 1-7 ","2008","35-65 y.","Employed","","","",""
"3 on scale 1-7 ","2008","66 and older","Not Employed","","","",""
"3 on scale 1-7 ","2008","66 and older","Employed","","","",""
"4 on scale 1-7","2008","16-34 y.","Not Employed","","","",""
"4 on scale 1-7","2008","16-34 y.","Employed","","","",""
"4 on scale 1-7","2008","35-65 y.","Not Employed","","","",""
"4 on scale 1-7","2008","35-65 y.","Employed","","","",""
"4 on scale 1-7","2008","66 and older","Not Employed","","","",""
"4 on scale 1-7","2008","66 and older","Employed","","","",""
"5 on scale 1-7","2008","16-34 y.","Not Employed","","","",""
"5 on scale 1-7","2008","16-34 y.","Employed","","","",""
"5 on scale 1-7","2008","35-65 y.","Not Employed","","","",""
"5 on scale 1-7","2008","35-65 y.","Employed","","","",""
"5 on scale 1-7","2008","66 and older","Not Employed","","","",""
"5 on scale 1-7","2008","66 and older","Employed","","","",""
"6 on scale 1-7","2008","16-34 y.","Not Employed","","","",""
"6 on scale 1-7","2008","16-34 y.","Employed","","","",""
"6 on scale 1-7","2008","35-65 y.","Not Employed","","","",""
"6 on scale 1-7","2008","35-65 y.","Employed","","","",""
"6 on scale 1-7","2008","66 and older","Not Employed","","","",""
"6 on scale 1-7","2008","66 and older","Employed","","","",""
"7 Strongly agree","2008","16-34 y.","Not Employed","","","",""
"7 Strongly agree","2008","16-34 y.","Employed","","","",""
"7 Strongly agree","2008","35-65 y.","Not Employed","","","",""
"7 Strongly agree","2008","35-65 y.","Employed","","","",""
"7 Strongly agree","2008","66 and older","Not Employed","","","",""
"7 Strongly agree","2008","66 and older","Employed","","","",""
"1 Strongly disagree","2009","16-34 y.","Not Employed","90","0.0834289261715148","0.0665412116384474","0.100316640704582"
"1 Strongly disagree","2009","16-34 y.","Employed","251","0.0948191482735746","0.0842526260296757","0.105385670517474"
"1 Strongly disagree","2009","35-65 y.","Not Employed","107","0.0625371248881507","0.0516897882390454","0.073384461537256"
"1 Strongly disagree","2009","35-65 y.","Employed","462","0.0570535269067179","0.0519456214185072","0.0621614323949286"
"1 Strongly disagree","2009","66 and older","Not Employed","136","0.0364682936363112","0.0305347688158176","0.0424018184568047"
"1 Strongly disagree","2009","66 and older","Employed","26","","",""
"2 on scale 1-7 ","2009","16-34 y.","Not Employed","161","0.187018421058741","0.163205535529089","0.210831306588393"
"2 on scale 1-7 ","2009","16-34 y.","Employed","478","0.146936025799666","0.134166601643463","0.159705449955869"
"2 on scale 1-7 ","2009","35-65 y.","Not Employed","179","0.0931036370478265","0.0800857866046056","0.106121487491047"
"2 on scale 1-7 ","2009","35-65 y.","Employed","1063","0.132749653820809","0.125277479004805","0.140221828636813"
"2 on scale 1-7 ","2009","66 and older","Not Employed","290","0.0707544744633191","0.0626380597251299","0.0788708892015084"
"2 on scale 1-7 ","2009","66 and older","Employed","27","","",""
"3 on scale 1-7 ","2009","16-34 y.","Not Employed","175","0.167197998706749","0.144409490497606","0.189986506915891"
"3 on scale 1-7 ","2009","16-34 y.","Employed","500","0.171336856674715","0.157746502446705","0.184927210902725"
"3 on scale 1-7 ","2009","35-65 y.","Not Employed","288","0.141266270682606","0.125662641344502","0.156869900020711"
"3 on scale 1-7 ","2009","35-65 y.","Employed","1234","0.157723013915727","0.149696386848453","0.165749640983002"
"3 on scale 1-7 ","2009","66 and older","Not Employed","519","0.129888698198075","0.119247387498939","0.14053000889721"
"3 on scale 1-7 ","2009","66 and older","Employed","44","0.135912092789583","0.097886253571232","0.173937932007933"
"4 on scale 1-7","2009","16-34 y.","Not Employed","216","0.236078305815759","0.210143563316189","0.262013048315328"
"4 on scale 1-7","2009","16-34 y.","Employed","695","0.237953151808956","0.222594505687095","0.253311797930816"
"4 on scale 1-7","2009","35-65 y.","Not Employed","495","0.2586874202121","0.239068935328835","0.278305905095366"
"4 on scale 1-7","2009","35-65 y.","Employed","2041","0.259266586494533","0.24961580846061","0.268917364528457"
"4 on scale 1-7","2009","66 and older","Not Employed","1023","0.266717095703072","0.252718539558547","0.280715651847598"
"4 on scale 1-7","2009","66 and older","Employed","68","0.241239441255595","0.193766370477754","0.288712512033435"
"5 on scale 1-7","2009","16-34 y.","Not Employed","201","0.169214773911331","0.146317013856353","0.192112533966309"
"5 on scale 1-7","2009","16-34 y.","Employed","528","0.177059372174931","0.163291713855455","0.190827030494407"
"5 on scale 1-7","2009","35-65 y.","Not Employed","401","0.202070437596302","0.184081281386485","0.220059593806119"
"5 on scale 1-7","2009","35-65 y.","Employed","1548","0.188962586197485","0.180341411592141","0.197583760802828"
"5 on scale 1-7","2009","66 and older","Not Employed","904","0.238131525998851","0.224649024236827","0.251614027760875"
"5 on scale 1-7","2009","66 and older","Employed","75","0.221034778806089","0.174992147570591","0.267077410041587"
"6 on scale 1-7","2009","16-34 y.","Not Employed","147","0.116184584958717","0.0966148690933614","0.135754300824073"
"6 on scale 1-7","2009","16-34 y.","Employed","362","0.132825663581295","0.120584841854171","0.145066485308419"
"6 on scale 1-7","2009","35-65 y.","Not Employed","314","0.160418026673049","0.143976760444788","0.17685929290131"
"6 on scale 1-7","2009","35-65 y.","Employed","1138","0.145588996238509","0.137821952036318","0.1533560404407"
"6 on scale 1-7","2009","66 and older","Not Employed","651","0.169453984118226","0.157579089110412","0.18132887912604"
"6 on scale 1-7","2009","66 and older","Employed","51","0.162080947374075","0.121188998416083","0.202972896332066"
"7 Strongly agree","2009","16-34 y.","Not Employed","40","0.0408769893771891","0.028784768123195","0.0529692106311832"
"7 Strongly agree","2009","16-34 y.","Employed","139","0.0390697816868634","0.0320813007442252","0.0460582626295016"
"7 Strongly agree","2009","35-65 y.","Not Employed","130","0.0819170828999656","0.0696312298403391","0.0942029359595922"
"7 Strongly agree","2009","35-65 y.","Employed","435","0.0586556364262195","0.0534809120427554","0.0638303608096836"
"7 Strongly agree","2009","66 and older","Not Employed","311","0.0885859278821459","0.0795917334671847","0.0975801222971072"
"7 Strongly agree","2009","66 and older","Employed","21","","",""
"1 Strongly disagree","2010","16-34 y.","Not Employed","","","",""
"1 Strongly disagree","2010","16-34 y.","Employed","","","",""
"1 Strongly disagree","2010","35-65 y.","Not Employed","","","",""
"1 Strongly disagree","2010","35-65 y.","Employed","","","",""
"1 Strongly disagree","2010","66 and older","Not Employed","","","",""
"1 Strongly disagree","2010","66 and older","Employed","","","",""
"2 on scale 1-7 ","2010","16-34 y.","Not Employed","","","",""
"2 on scale 1-7 ","2010","16-34 y.","Employed","","","",""
"2 on scale 1-7 ","2010","35-65 y.","Not Employed","","","",""
"2 on scale 1-7 ","2010","35-65 y.","Employed","","","",""
"2 on scale 1-7 ","2010","66 and older","Not Employed","","","",""
"2 on scale 1-7 ","2010","66 and older","Employed","","","",""
"3 on scale 1-7 ","2010","16-34 y.","Not Employed","","","",""
"3 on scale 1-7 ","2010","16-34 y.","Employed","","","",""
"3 on scale 1-7 ","2010","35-65 y.","Not Employed","","","",""
"3 on scale 1-7 ","2010","35-65 y.","Employed","","","",""
"3 on scale 1-7 ","2010","66 and older","Not Employed","","","",""
"3 on scale 1-7 ","2010","66 and older","Employed","","","",""
"4 on scale 1-7","2010","16-34 y.","Not Employed","","","",""
"4 on scale 1-7","2010","16-34 y.","Employed","","","",""
"4 on scale 1-7","2010","35-65 y.","Not Employed","","","",""
"4 on scale 1-7","2010","35-65 y.","Employed","","","",""
"4 on scale 1-7","2010","66 and older","Not Employed","","","",""
"4 on scale 1-7","2010","66 and older","Employed","","","",""
"5 on scale 1-7","2010","16-34 y.","Not Employed","","","",""
"5 on scale 1-7","2010","16-34 y.","Employed","","","",""
"5 on scale 1-7","2010","35-65 y.","Not Employed","","","",""
"5 on scale 1-7","2010","35-65 y.","Employed","","","",""
"5 on scale 1-7","2010","66 and older","Not Employed","","","",""
"5 on scale 1-7","2010","66 and older","Employed","","","",""
"6 on scale 1-7","2010","16-34 y.","Not Employed","","","",""
"6 on scale 1-7","2010","16-34 y.","Employed","","","",""
"6 on scale 1-7","2010","35-65 y.","Not Employed","","","",""
"6 on scale 1-7","2010","35-65 y.","Employed","","","",""
"6 on scale 1-7","2010","66 and older","Not Employed","","","",""
"6 on scale 1-7","2010","66 and older","Employed","","","",""
"7 Strongly agree","2010","16-34 y.","Not Employed","","","",""
"7 Strongly agree","2010","16-34 y.","Employed","","","",""
"7 Strongly agree","2010","35-65 y.","Not Employed","","","",""
"7 Strongly agree","2010","35-65 y.","Employed","","","",""
"7 Strongly agree","2010","66 and older","Not Employed","","","",""
"7 Strongly agree","2010","66 and older","Employed","","","",""
"1 Strongly disagree","2011","16-34 y.","Not Employed","","","",""
"1 Strongly disagree","2011","16-34 y.","Employed","","","",""
"1 Strongly disagree","2011","35-65 y.","Not Employed","","","",""
"1 Strongly disagree","2011","35-65 y.","Employed","","","",""
"1 Strongly disagree","2011","66 and older","Not Employed","","","",""
"1 Strongly disagree","2011","66 and older","Employed","","","",""
"2 on scale 1-7 ","2011","16-34 y.","Not Employed","","","",""
"2 on scale 1-7 ","2011","16-34 y.","Employed","","","",""
"2 on scale 1-7 ","2011","35-65 y.","Not Employed","","","",""
"2 on scale 1-7 ","2011","35-65 y.","Employed","","","",""
"2 on scale 1-7 ","2011","66 and older","Not Employed","","","",""
"2 on scale 1-7 ","2011","66 and older","Employed","","","",""
"3 on scale 1-7 ","2011","16-34 y.","Not Employed","","","",""
"3 on scale 1-7 ","2011","16-34 y.","Employed","","","",""
"3 on scale 1-7 ","2011","35-65 y.","Not Employed","","","",""
"3 on scale 1-7 ","2011","35-65 y.","Employed","","","",""
"3 on scale 1-7 ","2011","66 and older","Not Employed","","","",""
"3 on scale 1-7 ","2011","66 and older","Employed","","","",""
"4 on scale 1-7","2011","16-34 y.","Not Employed","","","",""
"4 on scale 1-7","2011","16-34 y.","Employed","","","",""
"4 on scale 1-7","2011","35-65 y.","Not Employed","","","",""
"4 on scale 1-7","2011","35-65 y.","Employed","","","",""
"4 on scale 1-7","2011","66 and older","Not Employed","","","",""
"4 on scale 1-7","2011","66 and older","Employed","","","",""
"5 on scale 1-7","2011","16-34 y.","Not Employed","","","",""
"5 on scale 1-7","2011","16-34 y.","Employed","","","",""
"5 on scale 1-7","2011","35-65 y.","Not Employed","","","",""
"5 on scale 1-7","2011","35-65 y.","Employed","","","",""
"5 on scale 1-7","2011","66 and older","Not Employed","","","",""
"5 on scale 1-7","2011","66 and older","Employed","","","",""
"6 on scale 1-7","2011","16-34 y.","Not Employed","","","",""
"6 on scale 1-7","2011","16-34 y.","Employed","","","",""
"6 on scale 1-7","2011","35-65 y.","Not Employed","","","",""
"6 on scale 1-7","2011","35-65 y.","Employed","","","",""
"6 on scale 1-7","2011","66 and older","Not Employed","","","",""
"6 on scale 1-7","2011","66 and older","Employed","","","",""
"7 Strongly agree","2011","16-34 y.","Not Employed","","","",""
"7 Strongly agree","2011","16-34 y.","Employed","","","",""
"7 Strongly agree","2011","35-65 y.","Not Employed","","","",""
"7 Strongly agree","2011","35-65 y.","Employed","","","",""
"7 Strongly agree","2011","66 and older","Not Employed","","","",""
"7 Strongly agree","2011","66 and older","Employed","","","",""
"1 Strongly disagree","2012","16-34 y.","Not Employed","102","0.126451454323261","0.104068787883326","0.148834120763197"
"1 Strongly disagree","2012","16-34 y.","Employed","163","0.120842846926908","0.103468700541449","0.138216993312366"
"1 Strongly disagree","2012","35-65 y.","Not Employed","66","0.0693867060174778","0.0525784136156231","0.0861949984193326"
"1 Strongly disagree","2012","35-65 y.","Employed","361","0.0929392988751728","0.0839605660904256","0.10191803165992"
"1 Strongly disagree","2012","66 and older","Not Employed","","","",""
"1 Strongly disagree","2012","66 and older","Employed","","","",""
"2 on scale 1-7 ","2012","16-34 y.","Not Employed","136","0.148593741765213","0.124639906177404","0.172547577353022"
"2 on scale 1-7 ","2012","16-34 y.","Employed","236","0.165707723156391","0.14588833551848","0.185527110794302"
"2 on scale 1-7 ","2012","35-65 y.","Not Employed","130","0.148485364929948","0.124965289147662","0.172005440712234"
"2 on scale 1-7 ","2012","35-65 y.","Employed","632","0.151304875938288","0.140223351958517","0.162386399918058"
"2 on scale 1-7 ","2012","66 and older","Not Employed","1","","",""
"2 on scale 1-7 ","2012","66 and older","Employed","","","",""
"3 on scale 1-7 ","2012","16-34 y.","Not Employed","132","0.171489434881379","0.14610461443348","0.196874255329278"
"3 on scale 1-7 ","2012","16-34 y.","Employed","218","0.153268401808562","0.134065850104449","0.172470953512674"
"3 on scale 1-7 ","2012","35-65 y.","Not Employed","130","0.142445550160661","0.119327237716118","0.165563862605204"
"3 on scale 1-7 ","2012","35-65 y.","Employed","634","0.152581919972485","0.141462104621403","0.163701735323567"
"3 on scale 1-7 ","2012","66 and older","Not Employed","2","","",""
"3 on scale 1-7 ","2012","66 and older","Employed","1","","",""
"4 on scale 1-7","2012","16-34 y.","Not Employed","178","0.221204747110405","0.193252594737497","0.249156899483312"
"4 on scale 1-7","2012","16-34 y.","Employed","277","0.201325411959713","0.179951009787483","0.222699814131944"
"4 on scale 1-7","2012","35-65 y.","Not Employed","208","0.244997543626863","0.216549272365647","0.27344581488808"
"4 on scale 1-7","2012","35-65 y.","Employed","924","0.227563927995838","0.214598699971283","0.240529156020393"
"4 on scale 1-7","2012","66 and older","Not Employed","8","","",""
"4 on scale 1-7","2012","66 and older","Employed","","","",""
"5 on scale 1-7","2012","16-34 y.","Not Employed","158","0.167369881971396","0.142229544746141","0.19251021919665"
"5 on scale 1-7","2012","16-34 y.","Employed","258","0.208398833729895","0.186748699166386","0.230048968293404"
"5 on scale 1-7","2012","35-65 y.","Not Employed","196","0.234738540318403","0.206703708583284","0.262773372053522"
"5 on scale 1-7","2012","35-65 y.","Employed","824","0.209448889122221","0.196865396974831","0.22203238126961"
"5 on scale 1-7","2012","66 and older","Not Employed","5","","",""
"5 on scale 1-7","2012","66 and older","Employed","3","","",""
"6 on scale 1-7","2012","16-34 y.","Not Employed","100","0.118025069841999","0.0962969754531122","0.139753164230885"
"6 on scale 1-7","2012","16-34 y.","Employed","149","0.113698533045383","0.096777459620882","0.130619606469883"
"6 on scale 1-7","2012","35-65 y.","Not Employed","103","0.113510299586728","0.092527892189194","0.134492706984263"
"6 on scale 1-7","2012","35-65 y.","Employed","489","0.126675347124821","0.116389712647629","0.136960981602012"
"6 on scale 1-7","2012","66 and older","Not Employed","3","","",""
"6 on scale 1-7","2012","66 and older","Employed","","","",""
"7 Strongly agree","2012","16-34 y.","Not Employed","41","0.0468656701063482","0.0326321979038933","0.0610991423088031"
"7 Strongly agree","2012","16-34 y.","Employed","51","0.0367582493731481","0.026728159966833","0.0467883387794633"
"7 Strongly agree","2012","35-65 y.","Not Employed","45","0.046435995359918","0.0325171523313179","0.060354838388518"
"7 Strongly agree","2012","35-65 y.","Employed","153","0.0394857409711755","0.033463346073453","0.045508135868898"
"7 Strongly agree","2012","66 and older","Not Employed","1","","",""
"7 Strongly agree","2012","66 and older","Employed","","","",""
"1 Strongly disagree","2013","16-34 y.","Not Employed","63","0.0737757411968633","0.0564553007782191","0.0910961816155074"
"1 Strongly disagree","2013","16-34 y.","Employed","227","0.0789773149490474","0.0690212688472668","0.088933361050828"
"1 Strongly disagree","2013","35-65 y.","Not Employed","125","0.0672203036916781","0.056002265827374","0.0784383415559822"
"1 Strongly disagree","2013","35-65 y.","Employed","512","0.0585544404096757","0.0535039418726937","0.0636049389466578"
"1 Strongly disagree","2013","66 and older","Not Employed","160","0.0366971314920763","0.0312104574082903","0.0421838055758622"
"1 Strongly disagree","2013","66 and older","Employed","31","0.0770560728911311","0.0518792717250846","0.102232874057178"
"2 on scale 1-7 ","2013","16-34 y.","Not Employed","130","0.164773227740084","0.140192791148545","0.189353664331623"
"2 on scale 1-7 ","2013","16-34 y.","Employed","513","0.181639467474168","0.167407072056696","0.19587186289164"
"2 on scale 1-7 ","2013","35-65 y.","Not Employed","216","0.0996194011018163","0.0862021931243221","0.11303660907931"
"2 on scale 1-7 ","2013","35-65 y.","Employed","1099","0.12648576611073","0.119335659005416","0.133635873216044"
"2 on scale 1-7 ","2013","66 and older","Not Employed","345","0.0714307666760417","0.0639152043942364","0.078946328957847"
"2 on scale 1-7 ","2013","66 and older","Employed","32","0.0750357912986088","0.0501640521977009","0.0999075303995166"
"3 on scale 1-7 ","2013","16-34 y.","Not Employed","142","0.164283300546334","0.13973223677046","0.188834364322209"
"3 on scale 1-7 ","2013","16-34 y.","Employed","518","0.186189900588461","0.171820450418375","0.200559350758548"
"3 on scale 1-7 ","2013","35-65 y.","Not Employed","225","0.108385945863289","0.0944591226401535","0.122312769086425"
"3 on scale 1-7 ","2013","35-65 y.","Employed","1244","0.14168406399272","0.134182690021208","0.149185437964231"
"3 on scale 1-7 ","2013","66 and older","Not Employed","546","0.121598271789884","0.112061048085202","0.131135495494565"
"3 on scale 1-7 ","2013","66 and older","Employed","65","0.162804865949726","0.1279505555782","0.197659176321253"
"4 on scale 1-7","2013","16-34 y.","Not Employed","211","0.254166055519013","0.225317510682031","0.283014600355995"
"4 on scale 1-7","2013","16-34 y.","Employed","630","0.217111003867577","0.201891812944654","0.2323301947905"
"4 on scale 1-7","2013","35-65 y.","Not Employed","471","0.245325374648142","0.226048872387003","0.264601876909282"
