"plh0223","year","sampreg","n","percent","lower_confidence","upper_confidence"
"6 on scale 1-7","2017","East Germany","846","0.14403225958413","0.135207168936368","0.152857350231891"
"7 Strongly agree","2017","West Germany","1506","0.0580642350025625","0.0550487296582657","0.0610797403468594"
"7 Strongly agree","2017","East Germany","389","0.0535050313955446","0.0478489317006789","0.0591611310904104"
"1 Strongly disagree","2018","West Germany","","","",""
"1 Strongly disagree","2018","East Germany","","","",""
"2 on scale 1-7 ","2018","West Germany","","","",""
"2 on scale 1-7 ","2018","East Germany","","","",""
"3 on scale 1-7 ","2018","West Germany","","","",""
"3 on scale 1-7 ","2018","East Germany","","","",""
"4 on scale 1-7","2018","West Germany","","","",""
"4 on scale 1-7","2018","East Germany","","","",""
"5 on scale 1-7","2018","West Germany","","","",""
"5 on scale 1-7","2018","East Germany","","","",""
"6 on scale 1-7","2018","West Germany","","","",""
"6 on scale 1-7","2018","East Germany","","","",""
"7 Strongly agree","2018","West Germany","","","",""
"7 Strongly agree","2018","East Germany","","","",""
"1 Strongly disagree","2019","West Germany","1684","0.0734074061749614","0.0698036180709695","0.0770111942789533"
"1 Strongly disagree","2019","East Germany","427","0.0604312036153357","0.0541689952578143","0.0666934119728571"
"2 on scale 1-7 ","2019","West Germany","3000","0.141732801416405","0.136913419555064","0.146552183277747"
"2 on scale 1-7 ","2019","East Germany","853","0.149577966214206","0.140204857318135","0.158951075110277"
"3 on scale 1-7 ","2019","West Germany","3122","0.14926024160203","0.144336272369059","0.154184210835002"
"3 on scale 1-7 ","2019","East Germany","803","0.148583446523601","0.13923608892758","0.157930804119623"
"4 on scale 1-7","2019","West Germany","4749","0.245930453112026","0.239979908003347","0.251880998220705"
"4 on scale 1-7","2019","East Germany","1305","0.239829587325961","0.228608383274748","0.251050791377173"
"5 on scale 1-7","2019","West Germany","4035","0.207216550473272","0.20161595244583","0.212817148500714"
"5 on scale 1-7","2019","East Germany","1129","0.204996441055371","0.194387053949683","0.215605828161058"
"6 on scale 1-7","2019","West Germany","2585","0.134271209694918","0.129560055956314","0.138982363433523"
"6 on scale 1-7","2019","East Germany","779","0.144183866547131","0.134952177507178","0.153415555587083"
"7 Strongly agree","2019","West Germany","944","0.0481813375263866","0.045222225346298","0.0511404497064751"
"7 Strongly agree","2019","East Germany","266","0.0523974887183954","0.0465414904899711","0.0582534869468197"
