"plh0223","year","e11102","n","percent","lower_confidence","upper_confidence","value"
"4 on scale 1-7","2008","Employed","","","","","4"
"5 on scale 1-7","2008","Employed","","","","","5"
"5 on scale 1-7","2008","Not Employed","","","","","5"
"6 on scale 1-7","2008","Employed","","","","","6"
"6 on scale 1-7","2008","Not Employed","","","","","6"
"7 Strongly agree","2008","Not Employed","","","","","7"
"7 Strongly agree","2008","Employed","","","","","7"
"1 Strongly disagree","2009","Not Employed","333","0.0506847160560265","0.0454626657140617","0.0559067663979913","1"
"1 Strongly disagree","2009","Employed","739","0.0687961544870283","0.0641056976323422","0.0734866113417144","1"
"2 on scale 1-7 ","2009","Employed","1568","0.135446795370089","0.129105311193988","0.141788279546189","2"
"2 on scale 1-7 ","2009","Not Employed","630","0.0944093021458853","0.087448317450645","0.101370286841126","2"
"3 on scale 1-7 ","2009","Not Employed","982","0.138630076523852","0.130403466849395","0.146856686198309","3"
"3 on scale 1-7 ","2009","Employed","1778","0.161147334915026","0.154333916004147","0.167960753825905","3"
"4 on scale 1-7","2009","Employed","2804","0.252395189165503","0.244345348883321","0.260445029447686","4"
"4 on scale 1-7","2009","Not Employed","1734","0.259897960089952","0.249456901212218","0.270339018967686","4"
"5 on scale 1-7","2009","Employed","2151","0.18634493642799","0.179129050694882","0.193560822161099","5"
"5 on scale 1-7","2009","Not Employed","1506","0.217869061110944","0.208041747341902","0.227696374879986","5"
"6 on scale 1-7","2009","Employed","1551","0.142264073104513","0.135790633456111","0.148737512752914","6"
"6 on scale 1-7","2009","Not Employed","1112","0.158945237902592","0.150240950823488","0.167649524981697","6"
"7 Strongly agree","2009","Not Employed","481","0.079563646170748","0.0731211891620749","0.0860061031794211","7"
"7 Strongly agree","2009","Employed","595","0.0536055165298506","0.0494315253582997","0.0577795077014015","7"
"1 Strongly disagree","2010","Not Employed","","","","","1"
"1 Strongly disagree","2010","Employed","","","","","1"
"2 on scale 1-7 ","2010","Not Employed","","","","","2"
"2 on scale 1-7 ","2010","Employed","","","","","2"
"3 on scale 1-7 ","2010","Employed","","","","","3"
"3 on scale 1-7 ","2010","Not Employed","","","","","3"
"4 on scale 1-7","2010","Employed","","","","","4"
"4 on scale 1-7","2010","Not Employed","","","","","4"
"5 on scale 1-7","2010","Employed","","","","","5"
"5 on scale 1-7","2010","Not Employed","","","","","5"
"6 on scale 1-7","2010","Not Employed","","","","","6"
"6 on scale 1-7","2010","Employed","","","","","6"
"7 Strongly agree","2010","Not Employed","","","","","7"
"7 Strongly agree","2010","Employed","","","","","7"
"1 Strongly disagree","2011","Not Employed","","","","","1"
"1 Strongly disagree","2011","Employed","","","","","1"
"2 on scale 1-7 ","2011","Employed","","","","","2"
"2 on scale 1-7 ","2011","Not Employed","","","","","2"
"3 on scale 1-7 ","2011","Not Employed","","","","","3"
"3 on scale 1-7 ","2011","Employed","","","","","3"
"4 on scale 1-7","2011","Employed","","","","","4"
"4 on scale 1-7","2011","Not Employed","","","","","4"
"5 on scale 1-7","2011","Employed","","","","","5"
"5 on scale 1-7","2011","Not Employed","","","","","5"
"6 on scale 1-7","2011","Employed","","","","","6"
"6 on scale 1-7","2011","Not Employed","","","","","6"
"7 Strongly agree","2011","Not Employed","","","","","7"
"7 Strongly agree","2011","Employed","","","","","7"
"1 Strongly disagree","2012","Not Employed","168","0.0988040637283652","0.0848034397633065","0.112804687693424","1"
"1 Strongly disagree","2012","Employed","524","0.1015040161502","0.093429075223504","0.109578957076897","1"
"2 on scale 1-7 ","2012","Not Employed","267","0.14748149929845","0.130844651112554","0.164118347484347","2"
"2 on scale 1-7 ","2012","Employed","868","0.155658391810497","0.145964793124565","0.165351990496428","2"
"3 on scale 1-7 ","2012","Employed","853","0.152847288067191","0.143225641669338","0.162468934465045","3"
"3 on scale 1-7 ","2012","Not Employed","264","0.157227281025095","0.140148000892905","0.174306561157285","3"
"4 on scale 1-7","2012","Employed","1201","0.219305160636233","0.208241349571668","0.230368971700797","4"
"4 on scale 1-7","2012","Not Employed","394","0.235025948289678","0.215131512170602","0.254920384408754","4"
"5 on scale 1-7","2012","Employed","1085","0.209486612718815","0.19860552221604","0.22036770322159","5"
"5 on scale 1-7","2012","Not Employed","359","0.198750084081492","0.180026540997234","0.217473627165749","5"
"6 on scale 1-7","2012","Not Employed","206","0.115562044266443","0.100562030096247","0.130562058436638","6"
"6 on scale 1-7","2012","Employed","638","0.122581597399336","0.113812484158639","0.131350710640033","6"
"7 Strongly agree","2012","Not Employed","87","0.0471490793104773","0.0372042012437778","0.0570939573771769","7"
"7 Strongly agree","2012","Employed","204","0.0386169332177275","0.0334649220527107","0.0437689443827444","7"
"1 Strongly disagree","2013","Not Employed","348","0.0478963388126856","0.0429976490383665","0.0527950285870046","1"
"1 Strongly disagree","2013","Employed","770","0.0647790858623287","0.0602906604391974","0.06926751128546","1"
"2 on scale 1-7 ","2013","Employed","1644","0.139296007021729","0.132981844683801","0.145610169359656","2"
"2 on scale 1-7 ","2013","Not Employed","691","0.0877741135871723","0.08128297198568","0.0942652551886646","2"
"3 on scale 1-7 ","2013","Employed","1827","0.154491703207113","0.147901011179061","0.161082395235165","3"
"3 on scale 1-7 ","2013","Not Employed","913","0.122714217790783","0.115187517063792","0.130240918517773","3"
"4 on scale 1-7","2013","Employed","2731","0.232622749115414","0.22491814988494","0.240327348345888","4"
"4 on scale 1-7","2013","Not Employed","1804","0.248047289682229","0.23814012987357","0.257954449490887","4"
"5 on scale 1-7","2013","Not Employed","1728","0.233181370206488","0.223481187517066","0.24288155289591","5"
"5 on scale 1-7","2013","Employed","2368","0.209652358061116","0.20222937520381","0.217075340918421","5"
"6 on scale 1-7","2013","Employed","1658","0.147806007083533","0.141334062683681","0.154277951483386","6"
"6 on scale 1-7","2013","Not Employed","1253","0.174317722702872","0.165614824288354","0.18302062111739","6"
"7 Strongly agree","2013","Not Employed","563","0.0860689472177706","0.0796351610423765","0.0925027333931648","7"
"7 Strongly agree","2013","Employed","554","0.0513520896487664","0.0473272267759082","0.0553769525216246","7"
"1 Strongly disagree","2014","Not Employed","","","","","1"
"1 Strongly disagree","2014","Employed","","","","","1"
"2 on scale 1-7 ","2014","Not Employed","","","","","2"
"2 on scale 1-7 ","2014","Employed","","","","","2"
"3 on scale 1-7 ","2014","Employed","","","","","3"
"3 on scale 1-7 ","2014","Not Employed","","","","","3"
"4 on scale 1-7","2014","Employed","","","","","4"
"4 on scale 1-7","2014","Not Employed","","","","","4"
"5 on scale 1-7","2014","Employed","","","","","5"
"5 on scale 1-7","2014","Not Employed","","","","","5"
"6 on scale 1-7","2014","Not Employed","","","","","6"
"6 on scale 1-7","2014","Employed","","","","","6"
"7 Strongly agree","2014","Not Employed","","","","","7"
"7 Strongly agree","2014","Employed","","","","","7"
"1 Strongly disagree","2015","Not Employed","","","","","1"
"1 Strongly disagree","2015","Employed","","","","","1"
"2 on scale 1-7 ","2015","Employed","","","","","2"
"2 on scale 1-7 ","2015","Not Employed","","","","","2"
"3 on scale 1-7 ","2015","Employed","","","","","3"
"3 on scale 1-7 ","2015","Not Employed","","","","","3"
"4 on scale 1-7","2015","Employed","","","","","4"
"4 on scale 1-7","2015","Not Employed","","","","","4"
"5 on scale 1-7","2015","Not Employed","","","","","5"
"5 on scale 1-7","2015","Employed","","","","","5"
"6 on scale 1-7","2015","Employed","","","","","6"
"6 on scale 1-7","2015","Not Employed","","","","","6"
"7 Strongly agree","2015","Not Employed","","","","","7"
"7 Strongly agree","2015","Employed","","","","","7"
"1 Strongly disagree","2016","Not Employed","","","","","1"
"1 Strongly disagree","2016","Employed","","","","","1"
"2 on scale 1-7 ","2016","Employed","","","","","2"
"2 on scale 1-7 ","2016","Not Employed","","","","","2"
"3 on scale 1-7 ","2016","Employed","","","","","3"
"3 on scale 1-7 ","2016","Not Employed","","","","","3"
"4 on scale 1-7","2016","Not Employed","","","","","4"
"4 on scale 1-7","2016","Employed","","","","","4"
"5 on scale 1-7","2016","Employed","","","","","5"
"5 on scale 1-7","2016","Not Employed","","","","","5"
"6 on scale 1-7","2016","Not Employed","","","","","6"
"6 on scale 1-7","2016","Employed","","","","","6"
"7 Strongly agree","2016","Not Employed","","","","","7"
"7 Strongly agree","2016","Employed","","","","","7"
"1 Strongly disagree","2017","Not Employed","952","0.0528537864546342","0.0486550163830604","0.0570525565262079","1"
"1 Strongly disagree","2017","Employed","1414","0.073813363928093","0.070022828948747","0.0776038989074391","1"
"2 on scale 1-7 ","2017","Employed","2746","0.150701137579637","0.145514662553455","0.155887612605819","2"
"2 on scale 1-7 ","2017","Not Employed","1138","0.106357747153285","0.100572233290212","0.112143261016359","2"
"3 on scale 1-7 ","2017","Employed","2861","0.154961246913545","0.149715182501059","0.160207311326031","3"
"3 on scale 1-7 ","2017","Not Employed","1358","0.132013452082423","0.12566100409919","0.138365900065656","3"
"4 on scale 1-7","2017","Employed","4308","0.23057714845085","0.224470900620219","0.23668339628148","4"
"4 on scale 1-7","2017","Not Employed","2506","0.23938209086955","0.231374449256016","0.247389732483083","4"
"5 on scale 1-7","2017","Not Employed","2242","0.223341446691241","0.215525614009649","0.231157279372834","5"
"5 on scale 1-7","2017","Employed","3610","0.200716682653777","0.194910029784152","0.206523335523402","5"
"6 on scale 1-7","2017","Employed","2488","0.142260433666085","0.13719631888533","0.147324548446839","6"
"6 on scale 1-7","2017","Not Employed","1668","0.170472996626795","0.163416021477285","0.177529971776305","6"
"7 Strongly agree","2017","Not Employed","1044","0.0755784801220713","0.0706181608951393","0.0805387993490034","7"
"7 Strongly agree","2017","Employed","851","0.046969986808014","0.0439027503158686","0.0500372233001594","7"
"1 Strongly disagree","2018","Employed","","","","","1"
"1 Strongly disagree","2018","Not Employed","","","","","1"
"2 on scale 1-7 ","2018","Employed","","","","","2"
"2 on scale 1-7 ","2018","Not Employed","","","","","2"
"3 on scale 1-7 ","2018","Employed","","","","","3"
"3 on scale 1-7 ","2018","Not Employed","","","","","3"
"4 on scale 1-7","2018","Not Employed","","","","","4"
"4 on scale 1-7","2018","Employed","","","","","4"
"5 on scale 1-7","2018","Employed","","","","","5"
"5 on scale 1-7","2018","Not Employed","","","","","5"
"6 on scale 1-7","2018","Not Employed","","","","","6"
"6 on scale 1-7","2018","Employed","","","","","6"
"7 Strongly agree","2018","Not Employed","","","","","7"
"7 Strongly agree","2018","Employed","","","","","7"
"1 Strongly disagree","2019","Employed","1572","0.0780456310031038","0.0740939834637614","0.0819972785424461","1"
"1 Strongly disagree","2019","Not Employed","548","0.0589066811990379","0.053766172056686","0.0640471903413898","1"
"2 on scale 1-7 ","2019","Employed","2916","0.158647318624922","0.153265183467147","0.164029453782698","2"
"2 on scale 1-7 ","2019","Not Employed","946","0.113983353802163","0.107045116181398","0.120921591422928","2"
"3 on scale 1-7 ","2019","Not Employed","1149","0.14108735491851","0.133487136784666","0.148687573052353","3"
"3 on scale 1-7 ","2019","Employed","2789","0.153440975288772","0.148131538104619","0.158750412472926","3"
"4 on scale 1-7","2019","Employed","4119","0.242489074285157","0.236175290167233","0.248802858403082","4"
"4 on scale 1-7","2019","Not Employed","1951","0.249129278952735","0.239686442156413","0.258572115749056","4"
"5 on scale 1-7","2019","Not Employed","1756","0.222584361598907","0.213502362100671","0.231666361097142","5"
"5 on scale 1-7","2019","Employed","3423","0.19832069152321","0.192446696945591","0.204194686100828","5"
"6 on scale 1-7","2019","Employed","2177","0.127059777898578","0.12215357518563","0.131965980611526","6"
"6 on scale 1-7","2019","Not Employed","1202","0.152701525988471","0.144848312319885","0.160554739657056","6"
"7 Strongly agree","2019","Not Employed","507","0.0616074435401773","0.0563579623478301","0.0668569247325245","7"
"7 Strongly agree","2019","Employed","705","0.0419965313762562","0.0390416541435084","0.0449514086090039","7"
