"plh0223","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"3 on scale 1-7 ","2005","Bremen","inadequately","","","",""
"3 on scale 1-7 ","2005","Bremen","general elemantary","1","","",""
"3 on scale 1-7 ","2005","Bremen","middle vocational","6","","",""
"3 on scale 1-7 ","2005","Bremen","vocational + Abi","2","","",""
"3 on scale 1-7 ","2005","Bremen","higher vocational","1","","",""
"3 on scale 1-7 ","2005","Bremen","higher education","5","","",""
"3 on scale 1-7 ","2005","North Rhine-Westphalia","in school","26","","",""
"3 on scale 1-7 ","2005","North Rhine-Westphalia","inadequately","3","","",""
"3 on scale 1-7 ","2005","North Rhine-Westphalia","general elemantary","74","0.128125361258147","0.100192763959297","0.156057958556998"
"3 on scale 1-7 ","2005","North Rhine-Westphalia","middle vocational","288","0.142199814812711","0.127154353734393","0.157245275891029"
"3 on scale 1-7 ","2005","North Rhine-Westphalia","vocational + Abi","53","0.141585298860913","0.103565966676708","0.179604631045117"
"3 on scale 1-7 ","2005","North Rhine-Westphalia","higher vocational","48","0.155435610769539","0.115102762839231","0.195768458699847"
"3 on scale 1-7 ","2005","North Rhine-Westphalia","higher education","132","0.151883446228448","0.127272967935591","0.176493924521304"
"3 on scale 1-7 ","2005","Hesse","in school","5","","",""
"3 on scale 1-7 ","2005","Hesse","inadequately","1","","",""
"3 on scale 1-7 ","2005","Hesse","general elemantary","23","","",""
"3 on scale 1-7 ","2005","Hesse","middle vocational","97","0.154351652555309","0.12625129976073","0.182452005349887"
"3 on scale 1-7 ","2005","Hesse","vocational + Abi","16","","",""
"3 on scale 1-7 ","2005","Hesse","higher vocational","15","","",""
"3 on scale 1-7 ","2005","Hesse","higher education","55","0.192618935191144","0.148433804227474","0.236804066154814"
"3 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","in school","6","","",""
"3 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","inadequately","4","","",""
"3 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","general elemantary","34","0.232792423375297","0.175904376592387","0.289680470158208"
"3 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","middle vocational","99","0.167279897368011","0.138387041077017","0.196172753659005"
"3 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","vocational + Abi","7","","",""
"3 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","higher vocational","22","","",""
"3 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","higher education","22","","",""
"3 on scale 1-7 ","2005","Baden-Württemberg","in school","23","","",""
"3 on scale 1-7 ","2005","Baden-Württemberg","inadequately","6","","",""
"3 on scale 1-7 ","2005","Baden-Württemberg","general elemantary","60","0.145869580229649","0.110971922634301","0.180767237824998"
"3 on scale 1-7 ","2005","Baden-Württemberg","middle vocational","156","0.125595326589415","0.106442091217786","0.144748561961044"
"3 on scale 1-7 ","2005","Baden-Württemberg","vocational + Abi","21","","",""
"3 on scale 1-7 ","2005","Baden-Württemberg","higher vocational","32","0.167928331874713","0.11505461624564","0.220802047503786"
"3 on scale 1-7 ","2005","Baden-Württemberg","higher education","66","0.130546005144342","0.0992439262011349","0.161848084087549"
"3 on scale 1-7 ","2005","Bavaria","in school","15","","",""
"3 on scale 1-7 ","2005","Bavaria","inadequately","2","","",""
"3 on scale 1-7 ","2005","Bavaria","general elemantary","39","0.115385010386643","0.0814255738034853","0.149344446969801"
"3 on scale 1-7 ","2005","Bavaria","middle vocational","204","0.133659942990157","0.116445119330814","0.1508747666495"
"3 on scale 1-7 ","2005","Bavaria","vocational + Abi","19","","",""
"3 on scale 1-7 ","2005","Bavaria","higher vocational","27","","",""
"3 on scale 1-7 ","2005","Bavaria","higher education","92","0.15498120244667","0.124981642439032","0.184980762454307"
"3 on scale 1-7 ","2005","Berlin","in school","4","","",""
"3 on scale 1-7 ","2005","Berlin","inadequately","","","",""
"3 on scale 1-7 ","2005","Berlin","general elemantary","8","","",""
"3 on scale 1-7 ","2005","Berlin","middle vocational","50","0.14370986011156","0.104847454776117","0.182572265447004"
"3 on scale 1-7 ","2005","Berlin","vocational + Abi","4","","",""
"3 on scale 1-7 ","2005","Berlin","higher vocational","8","","",""
"3 on scale 1-7 ","2005","Berlin","higher education","38","0.157631957069455","0.111239540748015","0.204024373390894"
"3 on scale 1-7 ","2005","Brandenburg","in school","6","","",""
"3 on scale 1-7 ","2005","Brandenburg","inadequately","","","",""
"3 on scale 1-7 ","2005","Brandenburg","general elemantary","8","","",""
"3 on scale 1-7 ","2005","Brandenburg","middle vocational","59","0.127280045723617","0.095996032505914","0.15856405894132"
"3 on scale 1-7 ","2005","Brandenburg","vocational + Abi","4","","",""
"3 on scale 1-7 ","2005","Brandenburg","higher vocational","10","","",""
"3 on scale 1-7 ","2005","Brandenburg","higher education","38","0.146109787573049","0.102237620203246","0.189981954942852"
"3 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","in school","3","","",""
"3 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","inadequately","1","","",""
"3 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","general elemantary","","","",""
"3 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","middle vocational","30","0.133600840230319","0.0920861459570389","0.1751155345036"
"3 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","vocational + Abi","1","","",""
"3 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","higher vocational","3","","",""
"3 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","higher education","25","","",""
"3 on scale 1-7 ","2005","Saxony","in school","7","","",""
"3 on scale 1-7 ","2005","Saxony","inadequately","","","",""
"3 on scale 1-7 ","2005","Saxony","general elemantary","18","","",""
"3 on scale 1-7 ","2005","Saxony","middle vocational","120","0.137993110960662","0.114401337807357","0.161584884113967"
"3 on scale 1-7 ","2005","Saxony","vocational + Abi","12","","",""
"3 on scale 1-7 ","2005","Saxony","higher vocational","20","","",""
"3 on scale 1-7 ","2005","Saxony","higher education","61","0.168633053189865","0.129847114528598","0.207418991851131"
"3 on scale 1-7 ","2005","Saxony-Anhalt","in school","2","","",""
"3 on scale 1-7 ","2005","Saxony-Anhalt","inadequately","","","",""
"3 on scale 1-7 ","2005","Saxony-Anhalt","general elemantary","12","","",""
"3 on scale 1-7 ","2005","Saxony-Anhalt","middle vocational","43","0.104277999936043","0.0753239597071321","0.133232040164953"
"3 on scale 1-7 ","2005","Saxony-Anhalt","vocational + Abi","4","","",""
"3 on scale 1-7 ","2005","Saxony-Anhalt","higher vocational","13","","",""
"3 on scale 1-7 ","2005","Saxony-Anhalt","higher education","34","0.142131735322173","0.09630156304043","0.187961907603916"
"3 on scale 1-7 ","2005","Thuringia","in school","5","","",""
"3 on scale 1-7 ","2005","Thuringia","inadequately","1","","",""
"3 on scale 1-7 ","2005","Thuringia","general elemantary","6","","",""
"3 on scale 1-7 ","2005","Thuringia","middle vocational","93","0.137564151981514","0.108404540455396","0.166723763507632"
"3 on scale 1-7 ","2005","Thuringia","vocational + Abi","6","","",""
"3 on scale 1-7 ","2005","Thuringia","higher vocational","8","","",""
"3 on scale 1-7 ","2005","Thuringia","higher education","31","0.176976375645826","0.119606034879277","0.234346716412375"
"4 on scale 1-7","2005","Schleswig-Holstein","in school","3","","",""
"4 on scale 1-7","2005","Schleswig-Holstein","inadequately","3","","",""
"4 on scale 1-7","2005","Schleswig-Holstein","general elemantary","17","","",""
"4 on scale 1-7","2005","Schleswig-Holstein","middle vocational","79","0.222453085214863","0.178246074337795","0.266660096091932"
"4 on scale 1-7","2005","Schleswig-Holstein","vocational + Abi","11","","",""
"4 on scale 1-7","2005","Schleswig-Holstein","higher vocational","16","","",""
"4 on scale 1-7","2005","Schleswig-Holstein","higher education","30","0.275755337718647","0.190680765540194","0.360829909897101"
"4 on scale 1-7","2005","Hamburg","in school","5","","",""
"4 on scale 1-7","2005","Hamburg","inadequately","2","","",""
"4 on scale 1-7","2005","Hamburg","general elemantary","4","","",""
"4 on scale 1-7","2005","Hamburg","middle vocational","34","0.306874501078011","0.227897837461886","0.385851164694136"
"4 on scale 1-7","2005","Hamburg","vocational + Abi","8","","",""
"4 on scale 1-7","2005","Hamburg","higher vocational","4","","",""
"4 on scale 1-7","2005","Hamburg","higher education","11","","",""
"4 on scale 1-7","2005","Lower Saxony","in school","10","","",""
"4 on scale 1-7","2005","Lower Saxony","inadequately","9","","",""
"4 on scale 1-7","2005","Lower Saxony","general elemantary","57","0.227033273252135","0.174577873148532","0.279488673355739"
"4 on scale 1-7","2005","Lower Saxony","middle vocational","213","0.223902894770006","0.196937012355438","0.250868777184575"
"4 on scale 1-7","2005","Lower Saxony","vocational + Abi","25","","",""
"4 on scale 1-7","2005","Lower Saxony","higher vocational","19","","",""
"4 on scale 1-7","2005","Lower Saxony","higher education","61","0.16906148309347","0.125998076828233","0.212124889358707"
"4 on scale 1-7","2005","Bremen","in school","2","","",""
"4 on scale 1-7","2005","Bremen","inadequately","","","",""
"4 on scale 1-7","2005","Bremen","general elemantary","1","","",""
"4 on scale 1-7","2005","Bremen","middle vocational","22","","",""
"4 on scale 1-7","2005","Bremen","vocational + Abi","1","","",""
"4 on scale 1-7","2005","Bremen","higher vocational","","","",""
"4 on scale 1-7","2005","Bremen","higher education","6","","",""
"4 on scale 1-7","2005","North Rhine-Westphalia","in school","22","","",""
"4 on scale 1-7","2005","North Rhine-Westphalia","inadequately","11","","",""
"4 on scale 1-7","2005","North Rhine-Westphalia","general elemantary","124","0.222073320302641","0.1873369630782","0.256809677527082"
"4 on scale 1-7","2005","North Rhine-Westphalia","middle vocational","526","0.25093324279821","0.232256450900379","0.26961003469604"
