"plh0223","year","e11102","e11103","n","percent","lower_confidence","upper_confidence"
"5 on scale 1-7","2009","Not Employed","Not Working","1506","0.217869061110944","0.208041747341902","0.227696374879986"
"5 on scale 1-7","2009","Employed","Full Time","1375","0.18989101446003","0.180690476871113","0.199091552048947"
"5 on scale 1-7","2009","Employed","Part Time","776","0.180514181380433","0.168889221165002","0.192139141595865"
"5 on scale 1-7","2009","Employed","Not Working","","","",""
"6 on scale 1-7","2009","Not Employed","Full Time","","","",""
"6 on scale 1-7","2009","Not Employed","Part Time","","","",""
"6 on scale 1-7","2009","Not Employed","Not Working","1112","0.158945237902592","0.150240950823488","0.167649524981697"
"6 on scale 1-7","2009","Employed","Full Time","965","0.143599622400941","0.135373326141104","0.151825918660778"
"6 on scale 1-7","2009","Employed","Part Time","586","0.140068052393448","0.129578265197135","0.15055783958976"
"6 on scale 1-7","2009","Employed","Not Working","","","",""
"7 Strongly agree","2009","Not Employed","Full Time","","","",""
"7 Strongly agree","2009","Not Employed","Part Time","","","",""
"7 Strongly agree","2009","Not Employed","Not Working","481","0.079563646170748","0.0731211891620749","0.0860061031794211"
"7 Strongly agree","2009","Employed","Full Time","363","0.0543747648591278","0.0490555504715517","0.0596939792467039"
"7 Strongly agree","2009","Employed","Part Time","232","0.0523406547478389","0.0456091711586863","0.0590721383369916"
"7 Strongly agree","2009","Employed","Not Working","","","",""
"1 Strongly disagree","2010","Not Employed","Full Time","","","",""
"1 Strongly disagree","2010","Not Employed","Part Time","","","",""
"1 Strongly disagree","2010","Not Employed","Not Working","","","",""
"1 Strongly disagree","2010","Employed","Full Time","","","",""
"1 Strongly disagree","2010","Employed","Part Time","","","",""
"1 Strongly disagree","2010","Employed","Not Working","","","",""
"2 on scale 1-7 ","2010","Not Employed","Full Time","","","",""
"2 on scale 1-7 ","2010","Not Employed","Part Time","","","",""
"2 on scale 1-7 ","2010","Not Employed","Not Working","","","",""
"2 on scale 1-7 ","2010","Employed","Full Time","","","",""
"2 on scale 1-7 ","2010","Employed","Part Time","","","",""
"2 on scale 1-7 ","2010","Employed","Not Working","","","",""
"3 on scale 1-7 ","2010","Not Employed","Full Time","","","",""
"3 on scale 1-7 ","2010","Not Employed","Part Time","","","",""
"3 on scale 1-7 ","2010","Not Employed","Not Working","","","",""
"3 on scale 1-7 ","2010","Employed","Full Time","","","",""
"3 on scale 1-7 ","2010","Employed","Part Time","","","",""
"3 on scale 1-7 ","2010","Employed","Not Working","","","",""
"4 on scale 1-7","2010","Not Employed","Full Time","","","",""
"4 on scale 1-7","2010","Not Employed","Part Time","","","",""
"4 on scale 1-7","2010","Not Employed","Not Working","","","",""
"4 on scale 1-7","2010","Employed","Full Time","","","",""
"4 on scale 1-7","2010","Employed","Part Time","","","",""
"4 on scale 1-7","2010","Employed","Not Working","","","",""
"5 on scale 1-7","2010","Not Employed","Full Time","","","",""
"5 on scale 1-7","2010","Not Employed","Part Time","","","",""
"5 on scale 1-7","2010","Not Employed","Not Working","","","",""
"5 on scale 1-7","2010","Employed","Full Time","","","",""
"5 on scale 1-7","2010","Employed","Part Time","","","",""
"5 on scale 1-7","2010","Employed","Not Working","","","",""
"6 on scale 1-7","2010","Not Employed","Full Time","","","",""
"6 on scale 1-7","2010","Not Employed","Part Time","","","",""
"6 on scale 1-7","2010","Not Employed","Not Working","","","",""
"6 on scale 1-7","2010","Employed","Full Time","","","",""
"6 on scale 1-7","2010","Employed","Part Time","","","",""
"6 on scale 1-7","2010","Employed","Not Working","","","",""
"7 Strongly agree","2010","Not Employed","Full Time","","","",""
"7 Strongly agree","2010","Not Employed","Part Time","","","",""
"7 Strongly agree","2010","Not Employed","Not Working","","","",""
"7 Strongly agree","2010","Employed","Full Time","","","",""
"7 Strongly agree","2010","Employed","Part Time","","","",""
"7 Strongly agree","2010","Employed","Not Working","","","",""
"1 Strongly disagree","2011","Not Employed","Full Time","","","",""
"1 Strongly disagree","2011","Not Employed","Part Time","","","",""
"1 Strongly disagree","2011","Not Employed","Not Working","","","",""
"1 Strongly disagree","2011","Employed","Full Time","","","",""
"1 Strongly disagree","2011","Employed","Part Time","","","",""
"1 Strongly disagree","2011","Employed","Not Working","","","",""
"2 on scale 1-7 ","2011","Not Employed","Full Time","","","",""
"2 on scale 1-7 ","2011","Not Employed","Part Time","","","",""
"2 on scale 1-7 ","2011","Not Employed","Not Working","","","",""
"2 on scale 1-7 ","2011","Employed","Full Time","","","",""
"2 on scale 1-7 ","2011","Employed","Part Time","","","",""
"2 on scale 1-7 ","2011","Employed","Not Working","","","",""
"3 on scale 1-7 ","2011","Not Employed","Full Time","","","",""
"3 on scale 1-7 ","2011","Not Employed","Part Time","","","",""
"3 on scale 1-7 ","2011","Not Employed","Not Working","","","",""
"3 on scale 1-7 ","2011","Employed","Full Time","","","",""
"3 on scale 1-7 ","2011","Employed","Part Time","","","",""
"3 on scale 1-7 ","2011","Employed","Not Working","","","",""
"4 on scale 1-7","2011","Not Employed","Full Time","","","",""
"4 on scale 1-7","2011","Not Employed","Part Time","","","",""
"4 on scale 1-7","2011","Not Employed","Not Working","","","",""
"4 on scale 1-7","2011","Employed","Full Time","","","",""
"4 on scale 1-7","2011","Employed","Part Time","","","",""
"4 on scale 1-7","2011","Employed","Not Working","","","",""
"5 on scale 1-7","2011","Not Employed","Full Time","","","",""
"5 on scale 1-7","2011","Not Employed","Part Time","","","",""
"5 on scale 1-7","2011","Not Employed","Not Working","","","",""
"5 on scale 1-7","2011","Employed","Full Time","","","",""
"5 on scale 1-7","2011","Employed","Part Time","","","",""
"5 on scale 1-7","2011","Employed","Not Working","","","",""
"6 on scale 1-7","2011","Not Employed","Full Time","","","",""
"6 on scale 1-7","2011","Not Employed","Part Time","","","",""
"6 on scale 1-7","2011","Not Employed","Not Working","","","",""
"6 on scale 1-7","2011","Employed","Full Time","","","",""
"6 on scale 1-7","2011","Employed","Part Time","","","",""
"6 on scale 1-7","2011","Employed","Not Working","","","",""
"7 Strongly agree","2011","Not Employed","Full Time","","","",""
"7 Strongly agree","2011","Not Employed","Part Time","","","",""
"7 Strongly agree","2011","Not Employed","Not Working","","","",""
"7 Strongly agree","2011","Employed","Full Time","","","",""
"7 Strongly agree","2011","Employed","Part Time","","","",""
"7 Strongly agree","2011","Employed","Not Working","","","",""
"1 Strongly disagree","2012","Not Employed","Full Time","","","",""
"1 Strongly disagree","2012","Not Employed","Part Time","","","",""
"1 Strongly disagree","2012","Not Employed","Not Working","168","0.0988040637283652","0.0848034397633065","0.112804687693424"
"1 Strongly disagree","2012","Employed","Full Time","260","0.093923491136991","0.0831065506806788","0.104740431593303"
"1 Strongly disagree","2012","Employed","Part Time","264","0.11042630588504","0.0983300864197542","0.122522525350326"
"1 Strongly disagree","2012","Employed","Not Working","","","",""
"2 on scale 1-7 ","2012","Not Employed","Full Time","","","",""
"2 on scale 1-7 ","2012","Not Employed","Part Time","","","",""
"2 on scale 1-7 ","2012","Not Employed","Not Working","267","0.14748149929845","0.130844651112554","0.164118347484347"
"2 on scale 1-7 ","2012","Employed","Full Time","429","0.145965354635946","0.132873609924671","0.159057099347221"
"2 on scale 1-7 ","2012","Employed","Part Time","439","0.167067111646025","0.152670081719946","0.181464141572104"
"2 on scale 1-7 ","2012","Employed","Not Working","","","",""
"3 on scale 1-7 ","2012","Not Employed","Full Time","","","",""
"3 on scale 1-7 ","2012","Not Employed","Part Time","","","",""
"3 on scale 1-7 ","2012","Not Employed","Not Working","264","0.157227281025095","0.140148000892905","0.174306561157285"
"3 on scale 1-7 ","2012","Employed","Full Time","430","0.150540884354016","0.13728119461527","0.163800574092761"
"3 on scale 1-7 ","2012","Employed","Part Time","423","0.155561928826057","0.141573852860783","0.169550004791332"
"3 on scale 1-7 ","2012","Employed","Not Working","","","",""
"4 on scale 1-7","2012","Not Employed","Full Time","","","",""
"4 on scale 1-7","2012","Not Employed","Part Time","","","",""
"4 on scale 1-7","2012","Not Employed","Not Working","394","0.235025948289678","0.215131512170602","0.254920384408754"
"4 on scale 1-7","2012","Employed","Full Time","647","0.220302335196569","0.204934681786603","0.235669988606536"
"4 on scale 1-7","2012","Employed","Part Time","554","0.218131484627245","0.202192947437392","0.234070021817098"
"4 on scale 1-7","2012","Employed","Not Working","","","",""
"5 on scale 1-7","2012","Not Employed","Full Time","","","",""
"5 on scale 1-7","2012","Not Employed","Part Time","","","",""
"5 on scale 1-7","2012","Not Employed","Not Working","359","0.198750084081492","0.180026540997234","0.217473627165749"
"5 on scale 1-7","2012","Employed","Full Time","570","0.216543720270822","0.201271046682316","0.231816393859329"
"5 on scale 1-7","2012","Employed","Part Time","515","0.201180386150179","0.185708630475196","0.216652141825161"
"5 on scale 1-7","2012","Employed","Not Working","","","",""
"6 on scale 1-7","2012","Not Employed","Full Time","","","",""
"6 on scale 1-7","2012","Not Employed","Part Time","","","",""
"6 on scale 1-7","2012","Not Employed","Not Working","206","0.115562044266443","0.100562030096247","0.130562058436638"
"6 on scale 1-7","2012","Employed","Full Time","354","0.131644906249178","0.119108137991216","0.14418167450714"
"6 on scale 1-7","2012","Employed","Part Time","284","0.111914068781765","0.099746823652695","0.124081313910834"
"6 on scale 1-7","2012","Employed","Not Working","","","",""
"7 Strongly agree","2012","Not Employed","Full Time","","","",""
"7 Strongly agree","2012","Not Employed","Part Time","","","",""
"7 Strongly agree","2012","Not Employed","Not Working","87","0.0471490793104773","0.0372042012437778","0.0570939573771769"
"7 Strongly agree","2012","Employed","Full Time","104","0.0410793081564775","0.033719986325006","0.0484386299879489"
"7 Strongly agree","2012","Employed","Part Time","100","0.0357187140836898","0.0285560893706008","0.0428813387967788"
"7 Strongly agree","2012","Employed","Not Working","","","",""
"1 Strongly disagree","2013","Not Employed","Full Time","","","",""
"1 Strongly disagree","2013","Not Employed","Part Time","","","",""
"1 Strongly disagree","2013","Not Employed","Not Working","348","0.0478963388126856","0.0429976490383665","0.0527950285870046"
"1 Strongly disagree","2013","Employed","Full Time","454","0.0601608503870133","0.0545781205984116","0.0657435801756149"
"1 Strongly disagree","2013","Employed","Part Time","316","0.0728491571477829","0.0653249520218506","0.0803733622737152"
"1 Strongly disagree","2013","Employed","Not Working","","","",""
"2 on scale 1-7 ","2013","Not Employed","Full Time","","","",""
"2 on scale 1-7 ","2013","Not Employed","Part Time","","","",""
"2 on scale 1-7 ","2013","Not Employed","Not Working","691","0.0877741135871723","0.08128297198568","0.0942652551886646"
"2 on scale 1-7 ","2013","Employed","Full Time","995","0.144935098412445","0.136669978027288","0.153200218797602"
"2 on scale 1-7 ","2013","Employed","Part Time","649","0.129442055279443","0.119723321093301","0.139160789465585"
"2 on scale 1-7 ","2013","Employed","Not Working","","","",""
"3 on scale 1-7 ","2013","Not Employed","Full Time","","","",""
"3 on scale 1-7 ","2013","Not Employed","Part Time","","","",""
"3 on scale 1-7 ","2013","Not Employed","Not Working","913","0.122714217790783","0.115187517063792","0.130240918517773"
"3 on scale 1-7 ","2013","Employed","Full Time","1084","0.150768888779221","0.142367875450989","0.159169902107454"
"3 on scale 1-7 ","2013","Employed","Part Time","743","0.160997083449457","0.150356537733138","0.171637629165775"
"3 on scale 1-7 ","2013","Employed","Not Working","","","",""
"4 on scale 1-7","2013","Not Employed","Full Time","","","",""
"4 on scale 1-7","2013","Not Employed","Part Time","","","",""
"4 on scale 1-7","2013","Not Employed","Not Working","1804","0.248047289682229","0.23814012987357","0.257954449490887"
"4 on scale 1-7","2013","Employed","Full Time","1671","0.237770124702478","0.227775085889435","0.247765163515521"
"4 on scale 1-7","2013","Employed","Part Time","1060","0.223628039308466","0.211564598114496","0.235691480502436"
"4 on scale 1-7","2013","Employed","Not Working","","","",""
"5 on scale 1-7","2013","Not Employed","Full Time","","","",""
"5 on scale 1-7","2013","Not Employed","Part Time","","","",""
"5 on scale 1-7","2013","Not Employed","Not Working","1728","0.233181370206488","0.223481187517066","0.24288155289591"
"5 on scale 1-7","2013","Employed","Full Time","1428","0.205471444475069","0.195985221010172","0.214957667939966"
"5 on scale 1-7","2013","Employed","Part Time","940","0.216958237299639","0.205025125845361","0.228891348753917"
"5 on scale 1-7","2013","Employed","Not Working","","","",""
"6 on scale 1-7","2013","Not Employed","Full Time","","","",""
"6 on scale 1-7","2013","Not Employed","Part Time","","","",""
"6 on scale 1-7","2013","Not Employed","Not Working","1253","0.174317722702872","0.165614824288354","0.18302062111739"
"6 on scale 1-7","2013","Employed","Full Time","1010","0.150297215266495","0.14190702428547","0.15868740624752"
"6 on scale 1-7","2013","Employed","Part Time","648","0.143452780027255","0.133304246242318","0.153601313812191"
"6 on scale 1-7","2013","Employed","Not Working","","","",""
"7 Strongly agree","2013","Not Employed","Full Time","","","",""
"7 Strongly agree","2013","Not Employed","Part Time","","","",""
"7 Strongly agree","2013","Not Employed","Not Working","563","0.0860689472177706","0.0796351610423765","0.0925027333931648"
"7 Strongly agree","2013","Employed","Full Time","327","0.0505963779772785","0.0454506358884643","0.0557421200660928"
"7 Strongly agree","2013","Employed","Part Time","227","0.0526726474879572","0.0462054551866052","0.0591398397893093"
"7 Strongly agree","2013","Employed","Not Working","","","",""
"1 Strongly disagree","2014","Not Employed","Full Time","","","",""
"1 Strongly disagree","2014","Not Employed","Part Time","","","",""
"1 Strongly disagree","2014","Not Employed","Not Working","","","",""
"1 Strongly disagree","2014","Employed","Full Time","","","",""
"1 Strongly disagree","2014","Employed","Part Time","","","",""
"1 Strongly disagree","2014","Employed","Not Working","","","",""
"2 on scale 1-7 ","2014","Not Employed","Full Time","","","",""
"2 on scale 1-7 ","2014","Not Employed","Part Time","","","",""
"2 on scale 1-7 ","2014","Not Employed","Not Working","","","",""
"2 on scale 1-7 ","2014","Employed","Full Time","","","",""
"2 on scale 1-7 ","2014","Employed","Part Time","","","",""
"2 on scale 1-7 ","2014","Employed","Not Working","","","",""
"3 on scale 1-7 ","2014","Not Employed","Full Time","","","",""
"3 on scale 1-7 ","2014","Not Employed","Part Time","","","",""
"3 on scale 1-7 ","2014","Not Employed","Not Working","","","",""
"3 on scale 1-7 ","2014","Employed","Full Time","","","",""
"3 on scale 1-7 ","2014","Employed","Part Time","","","",""
"3 on scale 1-7 ","2014","Employed","Not Working","","","",""
"4 on scale 1-7","2014","Not Employed","Full Time","","","",""
"4 on scale 1-7","2014","Not Employed","Part Time","","","",""
"4 on scale 1-7","2014","Not Employed","Not Working","","","",""
"4 on scale 1-7","2014","Employed","Full Time","","","",""
"4 on scale 1-7","2014","Employed","Part Time","","","",""
"4 on scale 1-7","2014","Employed","Not Working","","","",""
"5 on scale 1-7","2014","Not Employed","Full Time","","","",""
"5 on scale 1-7","2014","Not Employed","Part Time","","","",""
"5 on scale 1-7","2014","Not Employed","Not Working","","","",""
"5 on scale 1-7","2014","Employed","Full Time","","","",""
