"year","migback","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2008","no migration background","Female","6.85","7","4764","4","5","8","9","6.79","6.91","7","7"
"2008","no migration background","Male","6.8","7","5106","4","6","8","9","6.74","6.86","7","7"
"2009","direct migration background","Female","6.29","7","486","3","5","8","9","6.08","6.5","7","7"
"2009","direct migration background","Male","6.39","7","471","3","5","8","9","6.18","6.6","7","7"
"2009","indirect migration background","Female","6.84","8","251","4","5","8","10","6.56","7.12","7","8"
"2009","indirect migration background","Male","6.64","7","261","2","5","8","9","6.35","6.93","7","8"
"2009","no migration background","Female","6.82","7","4547","4","5","8","9","6.76","6.88","7","7"
"2009","no migration background","Male","6.68","7","4795","3","5","8","9","6.62","6.74","7","7"
"2010","direct migration background","Female","6.59","7","651","3","5","8","9","6.39","6.79","7","8"
"2010","direct migration background","Male","6.65","7","894","3","6","8","9","6.5","6.8","7","8"
"2010","indirect migration background","Female","6.69","7","315","3","5","9","10","6.42","6.96","7","8"
"2010","indirect migration background","Male","6.77","7","387","3","5","9","10","6.52","7.02","7","8"
"2010","no migration background","Female","6.84","7","5949","4","6","8","9","6.78","6.9","7","8"
"2010","no migration background","Male","6.86","7","6269","4","6","8","9","6.81","6.91","7","8"
"2011","direct migration background","Female","6.96","8","790","4","6","8","9","6.81","7.11","7","8"
"2011","direct migration background","Male","6.81","7","894","3","6","8","10","6.66","6.96","7","8"
"2011","indirect migration background","Female","6.94","8","414","4","5","9","10","6.72","7.16","8","8"
"2011","indirect migration background","Male","7.06","8","423","4","6","9","10","6.84","7.28","7","8"
"2011","no migration background","Female","6.89","7","6992","4","6","8","9","6.84","6.94","8","8"
"2011","no migration background","Male","6.9","7","6781","4","6","8","9","6.85","6.95","8","8"
"2012","direct migration background","Female","7.04","8","842","4","6","9","9","6.9","7.18","7","8"
"2012","direct migration background","Male","6.87","7","923","4","6","8","9","6.72","7.02","7","8"
"2012","indirect migration background","Female","7.24","8","409","4","6","9","10","7.03","7.45","7","8"
"2012","indirect migration background","Male","7.28","8","433","4","6","9","10","7.08","7.48","7","8"
"2012","no migration background","Female","7.01","7","7132","4","6","8","9","6.96","7.06","8","8"
"2012","no migration background","Male","7.03","7","6741","4","6","8","9","6.98","7.08","8","8"
"2013","direct migration background","Female","7.12","8","1995","4","6","9","10","7.02","7.22","8","8"
"2013","direct migration background","Male","7.12","7","2088","4","6","9","10","7.03","7.21","8","8"
"2013","indirect migration background","Female","7.17","8","662","5","6","9","10","7.01","7.33","8","8"
"2013","indirect migration background","Male","7.39","8","746","5","6","9","10","7.24","7.54","8","8"
"2013","no migration background","Female","7.06","8","7130","4","6","8","9","7.01","7.11","8","8"
"2013","no migration background","Male","6.97","7","6631","4","6","8","9","6.92","7.02","8","8"
"2014","direct migration background","Female","7.06","8","1622","4","6","8","10","6.95","7.17","8","8"
"2014","direct migration background","Male","7.09","8","1705","4","6","9","10","6.99","7.19","8","8"
"2014","indirect migration background","Female","7.34","8","617","5","6","9","10","7.18","7.5","8","8"
"2014","indirect migration background","Male","7.02","7","630","4","6","9","10","6.85","7.19","7","8"
"2014","no migration background","Female","6.98","7","6509","4","6","8","9","6.93","7.03","8","8"
"2014","no migration background","Male","7.05","8","6072","4","6","8","9","7","7.1","8","8"
"2015","direct migration background","Female","7.13","8","1367","4","6","9","10","7.02","7.24","8","8"
"2015","direct migration background","Male","7.2","8","1414","5","6","9","10","7.1","7.3","8","8"
"2015","indirect migration background","Female","7.24","8","553","5","6","9","10","7.06","7.42","7","8"
"2015","indirect migration background","Male","7.22","8","567","4","6","9","9","7.05","7.39","7","8"
"2015","no migration background","Female","7.07","8","6152","4","6","8","9","7.02","7.12","8","8"
"2015","no migration background","Male","7.06","7","5628","5","6","8","9","7.01","7.11","8","8"
"2016","direct migration background","Female","7.36","8","1546","5","6","9","10","7.26","7.46","8","8"
"2016","direct migration background","Male","7.24","8","1558","5","7","8","9","7.14","7.34","8","8"
"2016","indirect migration background","Female","7.38","8","541","5","6","9","10","7.2","7.56","8","8"
"2016","indirect migration background","Male","7.48","8","532","5","7","9","10","7.3","7.66","8","8"
"2016","no migration background","Female","7.04","8","5798","4","6","8","9","6.99","7.09","8","8"
"2016","no migration background","Male","7.07","7","5248","4","6","8","9","7.02","7.12","8","8"
"2017","direct migration background","Female","7.27","8","1481","5","6","9","10","7.17","7.37","8","8"
"2017","direct migration background","Male","7.14","7","1477","5","6","8","10","7.04","7.24","7","8"
"2017","indirect migration background","Female","7.41","8","605","5","7","9","10","7.25","7.57","7","8"
"2017","indirect migration background","Male","7.24","8","565","4","6","9","10","7.06","7.42","7","8"
"2017","no migration background","Female","7.07","7","6652","4","6","8","9","7.02","7.12","8","8"
"2017","no migration background","Male","7.11","7","6185","4","6","8","9","7.06","7.16","8","8"
"2018","direct migration background","Female","7.1","8","1453","5","6","8","10","7","7.2","7","8"
"2018","direct migration background","Male","7.16","7","1410","5","6","8","9","7.06","7.26","7","8"
"2018","indirect migration background","Female","7.32","8","626","5","6","9","10","7.14","7.5","7","8"
"2018","indirect migration background","Male","7.28","8","587","5","6","9","10","7.11","7.45","7","8"
"2018","no migration background","Female","7.08","7","6480","4","6","8","9","7.03","7.13","7","8"
"2018","no migration background","Male","7.04","7","5938","4","6","8","9","6.99","7.09","7","8"
"2019","direct migration background","Female","7.22","8","1273","5","6","8","9","7.12","7.32","8","8"
"2019","direct migration background","Male","7.4","8","1256","5","6","9","10","7.29","7.51","8","8"
"2019","indirect migration background","Female","7.37","8","625","5","6","9","10","7.21","7.53","8","8"
"2019","indirect migration background","Male","7.31","8","602","5","6","9","10","7.14","7.48","8","8"
"2019","no migration background","Female","7.16","8","6448","5","6","8","9","7.11","7.21","8","8"
"2019","no migration background","Male","7.21","8","6557","5","6","8","9","7.16","7.26","8","8"
