"year","education","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1985","secondary school degree","Westdeutschland, alte Bundeslaender","7.62","8","1167","5","7","9","10","7.5","7.74","8","8"
"1986","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1986","college entrance qualification","Westdeutschland, alte Bundeslaender","7.42","8","799","5","6","9","10","7.28","7.56","8","8"
"1986","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1986","lower secondary degree","Westdeutschland, alte Bundeslaender","7.4","8","2806","5","6","9","10","7.32","7.48","8","8"
"1986","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1986","no degree/no degree yet","Westdeutschland, alte Bundeslaender","7.2","8","481","4","6","9","10","6.99","7.41","7","8"
"1986","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1986","Other degree","Westdeutschland, alte Bundeslaender","7.27","8","869","4","6","9","10","7.12","7.42","8","8"
"1986","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1986","secondary school degree","Westdeutschland, alte Bundeslaender","7.46","8","1127","5","6","9","10","7.34","7.58","8","8"
"1987","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1987","college entrance qualification","Westdeutschland, alte Bundeslaender","7.46","8","790","5","7","9","10","7.32","7.6","8","8"
"1987","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1987","lower secondary degree","Westdeutschland, alte Bundeslaender","7.4","8","2801","5","6","9","10","7.32","7.48","8","8"
"1987","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1987","no degree/no degree yet","Westdeutschland, alte Bundeslaender","7.19","7.94","462","5","6","9","10","6.99","7.39","7","8"
"1987","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1987","Other degree","Westdeutschland, alte Bundeslaender","7.26","8","833","4","6","9","10","7.12","7.4","8","8"
"1987","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1987","secondary school degree","Westdeutschland, alte Bundeslaender","7.45","8","1161","5","6","9","10","7.33","7.57","8","8"
"1988","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1988","college entrance qualification","Westdeutschland, alte Bundeslaender","7.31","8","767","4","7","9","10","7.16","7.46","8","8"
"1988","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1988","lower secondary degree","Westdeutschland, alte Bundeslaender","7.25","8","2658","5","6","9","10","7.17","7.33","8","8"
"1988","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1988","no degree/no degree yet","Westdeutschland, alte Bundeslaender","6.92","7","406","4","5","8","10","6.71","7.13","7","8"
"1988","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1988","Other degree","Westdeutschland, alte Bundeslaender","7.21","8","762","5","6","9","10","7.06","7.36","7","8"
"1988","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1988","secondary school degree","Westdeutschland, alte Bundeslaender","7.3","8","1126","5","6","9","10","7.18","7.42","8","8"
"1989","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1989","college entrance qualification","Westdeutschland, alte Bundeslaender","7.52","8","781","5","7","9","10","7.39","7.65","8","8"
"1989","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1989","lower secondary degree","Westdeutschland, alte Bundeslaender","7.18","8","2558","5","6","9","10","7.1","7.26","8","8"
"1989","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1989","no degree/no degree yet","Westdeutschland, alte Bundeslaender","6.64","7","388","4","5","8","10","6.43","6.85","7","7"
"1989","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1989","Other degree","Westdeutschland, alte Bundeslaender","7.06","7.88","733","4","6","8","10","6.91","7.21","7","8"
"1989","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1989","secondary school degree","Westdeutschland, alte Bundeslaender","7.35","8","1115","5","6","9","10","7.23","7.47","8","8"
"1990","college entrance qualification","Ostdeutschland, neue Bundeslaender","6.74","7","449","3","5","8","10","6.52","6.96","7","8"
"1990","college entrance qualification","Westdeutschland, alte Bundeslaender","7.26","8","797","5","6","9","9","7.12","7.4","8","8"
"1990","lower secondary degree","Ostdeutschland, neue Bundeslaender","7.6","8","1155","5","6","10","10","7.47","7.73","8","8"
"1990","lower secondary degree","Westdeutschland, alte Bundeslaender","7.2","8","2522","5","6","9","10","7.12","7.28","8","8"
"1990","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1990","no degree/no degree yet","Westdeutschland, alte Bundeslaender","6.91","7","376","4","5","9","10","6.7","7.12","7","8"
"1990","Other degree","Ostdeutschland, neue Bundeslaender","7.48","8","35","5","5","10","10","6.58","8.38","5","10"
"1990","Other degree","Westdeutschland, alte Bundeslaender","7.1","8","718","4","6","9","10","6.95","7.25","7","8"
"1990","secondary school degree","Ostdeutschland, neue Bundeslaender","7.04","8","1751","4","5","9","10","6.93","7.15","7","8"
"1990","secondary school degree","Westdeutschland, alte Bundeslaender","7.31","8","1129","5","6","9","10","7.2","7.42","8","8"
"1991","college entrance qualification","Ostdeutschland, neue Bundeslaender","6.46","7","379","3","5","8","9","6.2","6.72","7","8"
"1991","college entrance qualification","Westdeutschland, alte Bundeslaender","7.18","8","842","4","6","9","9","7.05","7.31","8","8"
"1991","lower secondary degree","Ostdeutschland, neue Bundeslaender","6.13","7","793","2","5","8","10","5.93","6.33","6","7"
"1991","lower secondary degree","Westdeutschland, alte Bundeslaender","7.22","8","2562","5","6","9","10","7.14","7.3","8","8"
"1991","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1991","no degree/no degree yet","Westdeutschland, alte Bundeslaender","7.02","8","386","4","5","9","10","6.81","7.23","7","8"
"1991","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1991","Other degree","Westdeutschland, alte Bundeslaender","7.15","8","719","4","6","8","10","7.01","7.29","7","8"
"1991","secondary school degree","Ostdeutschland, neue Bundeslaender","6.42","7","1497","2","5","8","10","6.28","6.56","7","7"
"1991","secondary school degree","Westdeutschland, alte Bundeslaender","7.17","8","1157","5","6","9","10","7.06","7.28","8","8"
"1992","college entrance qualification","Ostdeutschland, neue Bundeslaender","6.89","7","352","4","6","8","9","6.67","7.11","7","8"
"1992","college entrance qualification","Westdeutschland, alte Bundeslaender","7.44","8","856","5","7","9","9","7.32","7.56","8","8"
"1992","lower secondary degree","Ostdeutschland, neue Bundeslaender","6.62","7","630","4","5","8","9","6.44","6.8","7","7"
"1992","lower secondary degree","Westdeutschland, alte Bundeslaender","7.4","8","2471","5","6","9","10","7.33","7.47","8","8"
"1992","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1992","no degree/no degree yet","Westdeutschland, alte Bundeslaender","6.96","7","340","4","5","9","10","6.73","7.19","7","8"
"1992","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1992","Other degree","Westdeutschland, alte Bundeslaender","7.33","8","676","5","6","9","10","7.18","7.48","7","8"
"1992","secondary school degree","Ostdeutschland, neue Bundeslaender","6.81","7","1354","4","5","8","9","6.69","6.93","7","8"
"1992","secondary school degree","Westdeutschland, alte Bundeslaender","7.45","8","1170","5","7","9","10","7.35","7.55","8","8"
"1993","college entrance qualification","Ostdeutschland, neue Bundeslaender","7.14","7.45","346","5","6","9","9","6.93","7.35","7","8"
"1993","college entrance qualification","Westdeutschland, alte Bundeslaender","7.23","8","850","4","6","8","9","7.1","7.36","8","8"
"1993","lower secondary degree","Ostdeutschland, neue Bundeslaender","6.58","7","509","3","5","8","9","6.38","6.78","7","7"
"1993","lower secondary degree","Westdeutschland, alte Bundeslaender","7.1","7","2398","5","6","8","10","7.02","7.18","7","8"
"1993","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1993","no degree/no degree yet","Westdeutschland, alte Bundeslaender","6.87","7","319","5","5","8","9","6.64","7.1","7","8"
"1993","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1993","Other degree","Westdeutschland, alte Bundeslaender","6.79","7","634","4","5","8","10","6.62","6.96","7","7"
"1993","secondary school degree","Ostdeutschland, neue Bundeslaender","6.82","7","1324","4","5","8","9","6.7","6.94","7","7"
"1993","secondary school degree","Westdeutschland, alte Bundeslaender","7.16","8","1199","5","6","8","9","7.05","7.27","8","8"
"1994","college entrance qualification","Ostdeutschland, neue Bundeslaender","7","7","368","5","6","8","9","6.8","7.2","7","8"
"1994","college entrance qualification","Westdeutschland, alte Bundeslaender","6.93","7","897","4","6","8","9","6.8","7.06","7","8"
"1994","lower secondary degree","Ostdeutschland, neue Bundeslaender","6.44","7","487","3","5","8","9","6.24","6.64","6","7"
"1994","lower secondary degree","Westdeutschland, alte Bundeslaender","7.01","7","2221","4","6","8","10","6.93","7.09","7","8"
"1994","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1994","no degree/no degree yet","Westdeutschland, alte Bundeslaender","6.79","7","288","4","5","8","9","6.53","7.05","7","8"
"1994","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1994","Other degree","Westdeutschland, alte Bundeslaender","6.78","7","553","4","5","8","10","6.59","6.97","7","8"
"1994","secondary school degree","Ostdeutschland, neue Bundeslaender","6.76","7","1280","4","5","8","9","6.64","6.88","7","7"
"1994","secondary school degree","Westdeutschland, alte Bundeslaender","7.1","8","1186","5","6","8","9","6.99","7.21","7","8"
"1995","college entrance qualification","Ostdeutschland, neue Bundeslaender","6.88","7","392","4","6","8","9","6.67","7.09","7","8"
"1995","college entrance qualification","Westdeutschland, alte Bundeslaender","6.95","7","1018","4","6","8","9","6.83","7.07","7","8"
"1995","lower secondary degree","Ostdeutschland, neue Bundeslaender","6.39","7","512","3","5","8","9","6.18","6.6","6","7"
"1995","lower secondary degree","Westdeutschland, alte Bundeslaender","6.78","7","2336","4","5","8","9","6.69","6.87","7","7"
"1995","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1995","no degree/no degree yet","Westdeutschland, alte Bundeslaender","6.42","7","300","3","5","8","9","6.15","6.69","7","7"
"1995","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1995","Other degree","Westdeutschland, alte Bundeslaender","6.7","7","750","3","5","8","10","6.53","6.87","7","7"
"1995","secondary school degree","Ostdeutschland, neue Bundeslaender","6.67","7","1350","4","5","8","9","6.55","6.79","7","7"
"1995","secondary school degree","Westdeutschland, alte Bundeslaender","7.12","8","1326","4","6","9","9","7.01","7.23","8","8"
"1996","college entrance qualification","Ostdeutschland, neue Bundeslaender","6.75","7","397","4","6","8","9","6.55","6.95","7","8"
"1996","college entrance qualification","Westdeutschland, alte Bundeslaender","7.07","8","1023","4","6","8","9","6.95","7.19","8","8"
"1996","lower secondary degree","Ostdeutschland, neue Bundeslaender","6.27","6","474","3","5","8","10","6.05","6.49","6","7"
"1996","lower secondary degree","Westdeutschland, alte Bundeslaender","6.8","7","2297","4","5","8","9","6.71","6.89","7","7"
"1996","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1996","no degree/no degree yet","Westdeutschland, alte Bundeslaender","6.27","7","277","3","5","8","9","6","6.54","7","7"
"1996","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1996","Other degree","Westdeutschland, alte Bundeslaender","6.53","7","672","3","5","8","10","6.34","6.72","7","7"
"1996","secondary school degree","Ostdeutschland, neue Bundeslaender","6.72","7","1332","4","5","8","9","6.6","6.84","7","7"
"1996","secondary school degree","Westdeutschland, alte Bundeslaender","7.05","7","1340","5","6","8","9","6.94","7.16","7","8"
"1997","college entrance qualification","Ostdeutschland, neue Bundeslaender","6.83","7","397","4","6","8","9","6.65","7.01","7","8"
"1997","college entrance qualification","Westdeutschland, alte Bundeslaender","7.01","7","1035","4","6","8","9","6.9","7.12","7","8"
"1997","lower secondary degree","Ostdeutschland, neue Bundeslaender","6.26","7","437","3","5","8","9","6.04","6.48","7","7"
"1997","lower secondary degree","Westdeutschland, alte Bundeslaender","6.7","7","2197","4","5","8","9","6.61","6.79","7","7"
"1997","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1997","no degree/no degree yet","Westdeutschland, alte Bundeslaender","6.56","7","245","3","5","8","10","6.27","6.85","7","7"
"1997","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1997","Other degree","Westdeutschland, alte Bundeslaender","6.58","7","608","3","5","8","9","6.39","6.77","7","7"
"1997","secondary school degree","Ostdeutschland, neue Bundeslaender","6.71","7","1312","4","5","8","9","6.6","6.82","7","7"
"1997","secondary school degree","Westdeutschland, alte Bundeslaender","7.1","8","1318","4","6","8","9","6.99","7.21","7","8"
"1998","college entrance qualification","Ostdeutschland, neue Bundeslaender","6.65","7","392","3","5","8","9","6.45","6.85","7","8"
"1998","college entrance qualification","Westdeutschland, alte Bundeslaender","7.09","7","1217","4","6","8","9","6.98","7.2","7","8"
"1998","lower secondary degree","Ostdeutschland, neue Bundeslaender","6.11","6.98","441","3","5","8","9","5.87","6.35","6","7"
"1998","lower secondary degree","Westdeutschland, alte Bundeslaender","6.85","7","2324","4","5","8","10","6.76","6.94","7","7"
"1998","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1998","no degree/no degree yet","Westdeutschland, alte Bundeslaender","6.56","7","230","4","5","8","9","6.31","6.81","7","7"
"1998","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1998","Other degree","Westdeutschland, alte Bundeslaender","6.99","7","588","4","5","8","9","6.82","7.16","7","8"
"1998","secondary school degree","Ostdeutschland, neue Bundeslaender","6.56","7","1380","3","5","8","9","6.44","6.68","7","7"
"1998","secondary school degree","Westdeutschland, alte Bundeslaender","7.06","7","1484","4","6","8","9","6.96","7.16","7","8"
"1999","college entrance qualification","Ostdeutschland, neue Bundeslaender","6.6","7","419","3","5","8","9","6.41","6.79","7","7"
"1999","college entrance qualification","Westdeutschland, alte Bundeslaender","7.13","8","1250","4","6","8","9","7.02","7.24","7","8"
"1999","lower secondary degree","Ostdeutschland, neue Bundeslaender","5.97","6","425","2","5","8","9","5.73","6.21","6","7"
"1999","lower secondary degree","Westdeutschland, alte Bundeslaender","6.77","7","2300","4","5","8","9","6.68","6.86","7","8"
"1999","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1999","no degree/no degree yet","Westdeutschland, alte Bundeslaender","6.2","7","239","3","5","8","9","5.91","6.49","6","7"
"1999","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1999","Other degree","Westdeutschland, alte Bundeslaender","6.81","7","546","4","5","8","9","6.63","6.99","7","7"
"1999","secondary school degree","Ostdeutschland, neue Bundeslaender","6.73","7","1369","4","5","8","9","6.62","6.84","7","7"
"1999","secondary school degree","Westdeutschland, alte Bundeslaender","7","7","1501","4","6","8","9","6.89","7.11","7","8"
"2000","college entrance qualification","Ostdeutschland, neue Bundeslaender","6.97","7","668","4","6","8","10","6.81","7.13","7","8"
"2000","college entrance qualification","Westdeutschland, alte Bundeslaender","7.26","8","2388","5","6","9","10","7.18","7.34","8","8"
"2000","lower secondary degree","Ostdeutschland, neue Bundeslaender","6.21","7","517","2","5","8","10","5.98","6.44","6","7"
"2000","lower secondary degree","Westdeutschland, alte Bundeslaender","7.07","8","3953","4","6","9","10","7","7.14","8","8"
"2000","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2000","no degree/no degree yet","Westdeutschland, alte Bundeslaender","5.67","6","183","0","4","8","10","5.24","6.1","5","7"
"2000","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2000","Other degree","Westdeutschland, alte Bundeslaender","6.85","7","819","3","5","9","10","6.68","7.02","7","7"
"2000","secondary school degree","Ostdeutschland, neue Bundeslaender","6.84","7","1949","4","5","8","10","6.74","6.94","7","7"
"2000","secondary school degree","Westdeutschland, alte Bundeslaender","7.24","8","2762","4","6","9","10","7.16","7.32","8","8"
"2001","college entrance qualification","Ostdeutschland, neue Bundeslaender","7.05","8","701","4","6","8","9","6.9","7.2","7","8"
"2001","college entrance qualification","Westdeutschland, alte Bundeslaender","7.21","8","2493","4","6","9","9","7.13","7.29","8","8"
"2001","lower secondary degree","Ostdeutschland, neue Bundeslaender","6.35","7","486","3","5","8","9","6.12","6.58","7","7"
"2001","lower secondary degree","Westdeutschland, alte Bundeslaender","7.03","8","3646","4","6","9","10","6.96","7.1","8","8"
"2001","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2001","no degree/no degree yet","Westdeutschland, alte Bundeslaender","6.51","7","183","3","5","8","10","6.16","6.86","7","8"
"2001","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2001","Other degree","Westdeutschland, alte Bundeslaender","6.96","8","780","4","6","8","10","6.8","7.12","7","8"
"2001","secondary school degree","Ostdeutschland, neue Bundeslaender","6.76","7","1927","4","5","8","9","6.66","6.86","7","7"
"2001","secondary school degree","Westdeutschland, alte Bundeslaender","7.22","8","2759","5","6","9","10","7.14","7.3","8","8"
"2002","college entrance qualification","Ostdeutschland, neue Bundeslaender","7.07","7","810","4","6","8","9","6.94","7.2","7","8"
"2002","college entrance qualification","Westdeutschland, alte Bundeslaender","7.14","8","3318","5","6","8","9","7.07","7.21","8","8"
"2002","lower secondary degree","Ostdeutschland, neue Bundeslaender","6.24","7","429","3","5","8","9","5.99","6.49","7","7"
"2002","lower secondary degree","Westdeutschland, alte Bundeslaender","6.79","7","3508","3","5","8","10","6.72","6.86","7","7"
"2002","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2002","no degree/no degree yet","Westdeutschland, alte Bundeslaender","6.49","7","172","3","5","8","10","6.12","6.86","7","8"
"2002","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2002","Other degree","Westdeutschland, alte Bundeslaender","6.64","7","732","3","5","8","10","6.48","6.8","7","7"
"2002","secondary school degree","Ostdeutschland, neue Bundeslaender","6.57","7","1836","3","5","8","9","6.47","6.67","7","7"
"2002","secondary school degree","Westdeutschland, alte Bundeslaender","7.1","8","3005","4","6","8","10","7.03","7.17","8","8"
"2003","college entrance qualification","Ostdeutschland, neue Bundeslaender","6.87","7","794","4","6","8","9","6.73","7.01","7","8"
"2003","college entrance qualification","Westdeutschland, alte Bundeslaender","7.14","8","3150","5","6","8","9","7.07","7.21","8","8"
"2003","lower secondary degree","Ostdeutschland, neue Bundeslaender","5.99","7","376","1","5","8","9","5.71","6.27","6","7"
"2003","lower secondary degree","Westdeutschland, alte Bundeslaender","6.85","7","3234","3","5","8","10","6.77","6.93","7","8"
"2003","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2003","no degree/no degree yet","Westdeutschland, alte Bundeslaender","6.31","6.06","158","3","5","8","10","5.9","6.72","6","7"
"2003","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2003","Other degree","Westdeutschland, alte Bundeslaender","6.67","7","685","3","5","8","10","6.49","6.85","7","7"
"2003","secondary school degree","Ostdeutschland, neue Bundeslaender","6.49","7","1784","3","5","8","9","6.39","6.59","7","7"
"2003","secondary school degree","Westdeutschland, alte Bundeslaender","6.97","7","2879","4","6","8","9","6.89","7.05","8","8"
"2004","college entrance qualification","Ostdeutschland, neue Bundeslaender","6.88","7","796","4","6","8","9","6.74","7.02","7","8"
"2004","college entrance qualification","Westdeutschland, alte Bundeslaender","6.98","7","3094","4","6","8","9","6.91","7.05","8","8"
"2004","lower secondary degree","Ostdeutschland, neue Bundeslaender","5.67","6","375","0","4","8","9","5.39","5.95","6","7"
"2004","lower secondary degree","Westdeutschland, alte Bundeslaender","6.76","7","3051","4","5","8","10","6.68","6.84","7","7"
"2004","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2004","no degree/no degree yet","Westdeutschland, alte Bundeslaender","5.43","6","150","0","3","8","10","4.97","5.89","6","7"
"2004","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2004","Other degree","Westdeutschland, alte Bundeslaender","6.76","7","622","3","5","8","9","6.58","6.94","7","7"
"2004","secondary school degree","Ostdeutschland, neue Bundeslaender","6.38","7","1695","3","5","8","9","6.27","6.49","7","7"
"2004","secondary school degree","Westdeutschland, alte Bundeslaender","6.9","7","2757","4","6","8","9","6.82","6.98","7","8"
"2005","college entrance qualification","Ostdeutschland, neue Bundeslaender","6.93","8","773","4","6","8","9","6.78","7.08","7","8"
"2005","college entrance qualification","Westdeutschland, alte Bundeslaender","6.95","7","2947","4","6","8","9","6.88","7.02","8","8"
"2005","lower secondary degree","Ostdeutschland, neue Bundeslaender","5.55","6","309","0","3","8","9","5.21","5.89","6","7"
"2005","lower secondary degree","Westdeutschland, alte Bundeslaender","6.69","7","2828","3","5","8","10","6.61","6.77","7","7"
"2005","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2005","no degree/no degree yet","Westdeutschland, alte Bundeslaender","5.43","6","148","0","4","7","9","4.98","5.88","6","7"
"2005","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2005","Other degree","Westdeutschland, alte Bundeslaender","6.43","7","598","3","5","8","9","6.24","6.62","7","7"
"2005","secondary school degree","Ostdeutschland, neue Bundeslaender","6.33","7","1634","3","5","8","9","6.22","6.44","7","7"
"2005","secondary school degree","Westdeutschland, alte Bundeslaender","6.88","7","2634","4","6","8","9","6.8","6.96","7","8"
"2006","college entrance qualification","Ostdeutschland, neue Bundeslaender","6.94","7","802","4","6","8","9","6.8","7.08","7","7"
"2006","college entrance qualification","Westdeutschland, alte Bundeslaender","6.95","7","3148","4","6","8","9","6.88","7.02","8","8"
"2006","lower secondary degree","Ostdeutschland, neue Bundeslaender","5.91","6","306","0","5","8","9","5.61","6.21","6","7"
"2006","lower secondary degree","Westdeutschland, alte Bundeslaender","6.7","7","2929","4","5","8","10","6.62","6.78","7","7"
"2006","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2006","no degree/no degree yet","Westdeutschland, alte Bundeslaender","6.07","6","111","3","5","8","9","5.63","6.51","6","8"
"2006","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2006","Other degree","Westdeutschland, alte Bundeslaender","6.49","7","608","3","5","8","10","6.3","6.68","7","7"
"2006","secondary school degree","Ostdeutschland, neue Bundeslaender","6.55","7","1697","4","5","8","9","6.44","6.66","7","7"
"2006","secondary school degree","Westdeutschland, alte Bundeslaender","6.86","7","2776","3","6","8","9","6.78","6.94","7","8"
"2007","college entrance qualification","Ostdeutschland, neue Bundeslaender","6.94","7","811","4","6","8","9","6.8","7.08","7","8"
"2007","college entrance qualification","Westdeutschland, alte Bundeslaender","7.03","7","3053","4","6","8","9","6.96","7.1","7","8"
"2007","lower secondary degree","Ostdeutschland, neue Bundeslaender","6.03","7","291","0","4","8","10","5.68","6.38","6","7"
"2007","lower secondary degree","Westdeutschland, alte Bundeslaender","6.66","7","2731","4","5","8","9","6.58","6.74","7","7"
"2007","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2007","no degree/no degree yet","Westdeutschland, alte Bundeslaender","6.32","7","99","2","5","8","10","5.82","6.82","6","8"
"2007","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2007","Other degree","Westdeutschland, alte Bundeslaender","6.43","7","544","3","5","8","9","6.23","6.63","7","7"
"2007","secondary school degree","Ostdeutschland, neue Bundeslaender","6.46","7","1606","3","5","8","9","6.35","6.57","7","7"
"2007","secondary school degree","Westdeutschland, alte Bundeslaender","6.87","7","2619","4","6","8","9","6.79","6.95","7","8"
"2008","college entrance qualification","Ostdeutschland, neue Bundeslaender","6.99","7","774","5","6","8","9","6.86","7.12","7","8"
"2008","college entrance qualification","Westdeutschland, alte Bundeslaender","6.98","7","2914","4","6","8","9","6.91","7.05","7","8"
"2008","lower secondary degree","Ostdeutschland, neue Bundeslaender","6.07","7","253","2","4","8","9","5.74","6.4","6","7"
"2008","lower secondary degree","Westdeutschland, alte Bundeslaender","6.78","7","2549","4","5","8","10","6.7","6.86","7","7"
"2008","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2008","no degree/no degree yet","Westdeutschland, alte Bundeslaender","6.19","6","109","4","5","8","9","5.76","6.62","6","8"
"2008","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2008","Other degree","Westdeutschland, alte Bundeslaender","6.48","7","498","3","5","8","9","6.27","6.69","7","7"
"2008","secondary school degree","Ostdeutschland, neue Bundeslaender","6.65","7","1543","4","5","8","9","6.55","6.75","7","7"
"2008","secondary school degree","Westdeutschland, alte Bundeslaender","6.78","7","2481","4","5","8","9","6.7","6.86","7","8"
"2009","college entrance qualification","Ostdeutschland, neue Bundeslaender","7.07","7","737","5","6","8","9","6.93","7.21","7","8"
"2009","college entrance qualification","Westdeutschland, alte Bundeslaender","6.95","7","2784","4","6","8","9","6.88","7.02","7","8"
