"ple0021","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2014","Single parent ","middle vocational","","","","","2"
"No","2014","Single parent ","vocational + Abi","","","","","2"
"No","2014","Single parent ","higher vocational","","","","","2"
"No","2014","Single parent ","higher education","","","","","2"
"No","2014","Couple + C. LE 16 ","in school","","","","","2"
"No","2014","Couple + C. LE 16 ","inadequately","","","","","2"
"No","2014","Couple + C. LE 16 ","general elemantary","","","","","2"
"No","2014","Couple + C. LE 16 ","middle vocational","","","","","2"
"No","2014","Couple + C. LE 16 ","vocational + Abi","","","","","2"
"No","2014","Couple + C. LE 16 ","higher vocational","","","","","2"
"No","2014","Couple + C. LE 16 ","higher education","","","","","2"
"No","2014","Couple + C. GT 16 ","in school","","","","","2"
"No","2014","Couple + C. GT 16 ","inadequately","","","","","2"
"No","2014","Couple + C. GT 16 ","general elemantary","","","","","2"
"No","2014","Couple + C. GT 16 ","middle vocational","","","","","2"
"No","2014","Couple + C. GT 16 ","vocational + Abi","","","","","2"
"No","2014","Couple + C. GT 16 ","higher vocational","","","","","2"
"No","2014","Couple + C. GT 16 ","higher education","","","","","2"
"No","2014","Couple + C. LE and GT 16","in school","","","","","2"
"No","2014","Couple + C. LE and GT 16","inadequately","","","","","2"
"No","2014","Couple + C. LE and GT 16","general elemantary","","","","","2"
"No","2014","Couple + C. LE and GT 16","middle vocational","","","","","2"
"No","2014","Couple + C. LE and GT 16","vocational + Abi","","","","","2"
"No","2014","Couple + C. LE and GT 16","higher vocational","","","","","2"
"No","2014","Couple + C. LE and GT 16","higher education","","","","","2"
"Yes","2014","Couple + C. GT 16 ","vocational + Abi","","","","","1"
"Yes","2014","Couple + C. GT 16 ","higher vocational","","","","","1"
"Yes","2014","Couple + C. GT 16 ","higher education","","","","","1"
"Yes","2014","Couple + C. LE and GT 16","in school","","","","","1"
"Yes","2014","Couple + C. LE and GT 16","inadequately","","","","","1"
"Yes","2014","1-pers.-HH","in school","","","","","1"
"Yes","2014","1-pers.-HH","inadequately","","","","","1"
"Yes","2014","1-pers.-HH","general elemantary","","","","","1"
"Yes","2014","1-pers.-HH","middle vocational","","","","","1"
"Yes","2014","1-pers.-HH","vocational + Abi","","","","","1"
"Yes","2014","1-pers.-HH","higher vocational","","","","","1"
"Yes","2014","1-pers.-HH","higher education","","","","","1"
"Yes","2014","(Married) couple without C. ","in school","","","","","1"
"Yes","2014","(Married) couple without C. ","inadequately","","","","","1"
"Yes","2014","(Married) couple without C. ","general elemantary","","","","","1"
"Yes","2014","(Married) couple without C. ","middle vocational","","","","","1"
"Yes","2014","(Married) couple without C. ","vocational + Abi","","","","","1"
"Yes","2014","(Married) couple without C. ","higher vocational","","","","","1"
"Yes","2014","(Married) couple without C. ","higher education","","","","","1"
"Yes","2014","Single parent ","in school","","","","","1"
"Yes","2014","Single parent ","inadequately","","","","","1"
"Yes","2014","Single parent ","general elemantary","","","","","1"
"Yes","2014","Single parent ","middle vocational","","","","","1"
"Yes","2014","Single parent ","vocational + Abi","","","","","1"
"Yes","2014","Single parent ","higher vocational","","","","","1"
"Yes","2014","Single parent ","higher education","","","","","1"
"Yes","2014","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2014","Couple + C. LE 16 ","inadequately","","","","","1"
"Yes","2014","Couple + C. LE 16 ","general elemantary","","","","","1"
"Yes","2014","Couple + C. LE 16 ","middle vocational","","","","","1"
"Yes","2014","Couple + C. LE 16 ","vocational + Abi","","","","","1"
"Yes","2014","Couple + C. LE 16 ","higher vocational","","","","","1"
"Yes","2014","Couple + C. LE 16 ","higher education","","","","","1"
"Yes","2014","Couple + C. GT 16 ","in school","","","","","1"
"Yes","2014","Couple + C. GT 16 ","inadequately","","","","","1"
"Yes","2014","Couple + C. GT 16 ","general elemantary","","","","","1"
"Yes","2014","Couple + C. GT 16 ","middle vocational","","","","","1"
"Yes","2014","Couple + C. LE and GT 16","general elemantary","","","","","1"
"Yes","2014","Couple + C. LE and GT 16","middle vocational","","","","","1"
"Yes","2014","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"Yes","2014","Couple + C. LE and GT 16","higher vocational","","","","","1"
"Yes","2014","Couple + C. LE and GT 16","higher education","","","","","1"
"No","2015","1-pers.-HH","in school","4","","","","2"
"No","2015","1-pers.-HH","inadequately","28","","","","2"
"No","2015","1-pers.-HH","general elemantary","264","0.625051717064308","0.579453506087328","0.670649928041287","2"
"No","2015","1-pers.-HH","middle vocational","1229","0.714736121706394","0.69335950653385","0.736112736878937","2"
"No","2015","1-pers.-HH","vocational + Abi","185","0.769388765101808","0.715186523286212","0.823591006917404","2"
"No","2015","(Married) couple without C. ","middle vocational","2655","0.702971288682694","0.688388846664727","0.717553730700661","2"
"No","2015","(Married) couple without C. ","vocational + Abi","346","0.821060555462239","0.784446513081893","0.857674597842586","2"
"No","2015","(Married) couple without C. ","higher vocational","401","0.784813313735197","0.750468779891637","0.819157847578756","2"
"No","2015","(Married) couple without C. ","higher education","1577","0.788457713133553","0.770700531388946","0.80621489487816","2"
"No","2015","Single parent ","in school","108","0.997581806978006","0.98836130460407","1.00680230935194","2"
"No","2015","Single parent ","inadequately","53","0.968013015598041","0.921925709315035","1.01410032188105","2"
"No","2015","Single parent ","general elemantary","312","0.846869483513522","0.809772984819879","0.883965982207165","2"
"No","2015","Single parent ","middle vocational","920","0.870231541292061","0.850189673333174","0.890273409250948","2"
"No","2015","Single parent ","vocational + Abi","155","0.787809848216608","0.729520324942173","0.846099371491043","2"
"No","2015","Single parent ","higher vocational","63","0.880948192273231","0.807161946746963","0.954734437799499","2"
"No","2015","Single parent ","higher education","278","0.783095351640809","0.739093100722011","0.827097602559607","2"
"No","2015","Couple + C. LE 16 ","in school","","","","","2"
"No","2015","Couple + C. LE 16 ","inadequately","118","0.942232890762243","0.901333905564783","0.983131875959704","2"
"No","2015","Couple + C. LE 16 ","general elemantary","471","0.906397212551419","0.88086627516662","0.931928149936217","2"
"No","2015","Couple + C. LE 16 ","middle vocational","2360","0.907202221681263","0.895986740921165","0.918417702441361","2"
"No","2015","Couple + C. LE 16 ","vocational + Abi","638","0.946399826510679","0.929533394151363","0.963266258869996","2"
"No","2015","Couple + C. LE 16 ","higher vocational","334","0.901415019766158","0.871162507404977","0.93166753212734","2"
"No","2015","Couple + C. LE 16 ","higher education","1683","0.949730589399812","0.939580024797267","0.959881154002356","2"
"No","2015","Couple + C. GT 16 ","in school","93","0.989825877812999","0.969539148211635","1.01011260741436","2"
"No","2015","Couple + C. GT 16 ","inadequately","28","","","","2"
"No","2015","Couple + C. GT 16 ","general elemantary","269","0.867012912762134","0.829334871811108","0.90469095371316","2"
