"ple0021","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"No","2012","higher vocational","Male","","","",""
"No","2012","higher vocational","Female","","","",""
"No","2012","higher education","Male","","","",""
"No","2012","higher education","Female","","","",""
"Yes","2013","in school","Male","3","","",""
"Yes","2013","in school","Female","2","","",""
"Yes","2013","inadequately","Male","13","","",""
"Yes","2013","inadequately","Female","33","0.345834858497186","0.256949581433295","0.434720135561078"
"Yes","2013","general elemantary","Male","84","0.128834635393358","0.101686702021463","0.155982568765254"
"Yes","2013","general elemantary","Female","450","0.385479638358565","0.358826866226136","0.412132410490994"
"Yes","2013","middle vocational","Male","846","0.192949442784787","0.181202477770008","0.204696407799567"
"Yes","2013","middle vocational","Female","1282","0.279703639595211","0.26741374383167","0.291993535358752"
"Yes","2013","vocational + Abi","Male","55","0.166792066280823","0.131139742778076","0.202444389783571"
"Yes","2013","vocational + Abi","Female","112","0.199435324818132","0.169468757782412","0.229401891853852"
"Yes","2013","higher vocational","Male","165","0.187017442150042","0.16042613185642","0.213608752443664"
"Yes","2013","higher vocational","Female","115","0.236042319152794","0.199078767089069","0.273005871216519"
"Yes","2013","higher education","Male","371","0.156374903905119","0.141717994826446","0.171031812983793"
"Yes","2013","higher education","Female","398","0.198199657970423","0.181226323021498","0.215172992919349"
"No","2013","in school","Male","119","0.952096322434705","0.914200350747439","0.98999229412197"
"No","2013","in school","Female","136","0.981516844211353","0.959044649539987","1.00398903888272"
"No","2013","inadequately","Male","72","0.832271737585637","0.752843609835849","0.911699865335425"
"No","2013","inadequately","Female","77","0.654165141502813","0.565279864438922","0.743050418566705"
"No","2013","general elemantary","Male","501","0.871165364606642","0.844017431234746","0.898313297978537"
"No","2013","general elemantary","Female","831","0.614520361641435","0.587867589509006","0.641173133773865"
"No","2013","middle vocational","Male","3489","0.807050557215213","0.795303592200433","0.818797522229992"
"No","2013","middle vocational","Female","3842","0.720296360404789","0.708006464641248","0.73258625616833"
"No","2013","vocational + Abi","Male","365","0.833207933719177","0.797555610216429","0.868860257221924"
"No","2013","vocational + Abi","Female","571","0.800564675181868","0.770598108146147","0.830531242217588"
"No","2013","higher vocational","Male","661","0.812982557849958","0.786391247556336","0.83957386814358"
"No","2013","higher vocational","Female","392","0.763957680847206","0.726994128783481","0.800921232910931"
"No","2013","higher education","Male","1988","0.843625096094881","0.828968187016207","0.858282005173554"
"No","2013","higher education","Female","1721","0.801800342029577","0.784827007080651","0.818773676978502"
"Yes","2014","in school","Male","","","",""
"Yes","2014","in school","Female","","","",""
"Yes","2014","inadequately","Male","","","",""
"Yes","2014","inadequately","Female","","","",""
"Yes","2014","general elemantary","Male","","","",""
"Yes","2014","general elemantary","Female","","","",""
"Yes","2014","middle vocational","Male","","","",""
"Yes","2014","middle vocational","Female","","","",""
"Yes","2014","vocational + Abi","Male","","","",""
"Yes","2014","vocational + Abi","Female","","","",""
"Yes","2014","higher vocational","Male","","","",""
"Yes","2014","higher vocational","Female","","","",""
"Yes","2014","higher education","Male","","","",""
"Yes","2014","higher education","Female","","","",""
"No","2014","in school","Male","","","",""
"No","2014","in school","Female","","","",""
"No","2014","inadequately","Male","","","",""
"No","2014","inadequately","Female","","","",""
"No","2014","general elemantary","Male","","","",""
"No","2014","general elemantary","Female","","","",""
"No","2014","middle vocational","Male","","","",""
"No","2014","middle vocational","Female","","","",""
"No","2014","vocational + Abi","Male","","","",""
"No","2014","vocational + Abi","Female","","","",""
"No","2014","higher vocational","Male","","","",""
"No","2014","higher vocational","Female","","","",""
"No","2014","higher education","Male","","","",""
"No","2014","higher education","Female","","","",""
"Yes","2015","in school","Male","","","",""
"Yes","2015","in school","Female","4","","",""
"Yes","2015","inadequately","Male","22","","",""
"Yes","2015","inadequately","Female","46","0.27965870268157","0.223910387895778","0.335407017467361"
"Yes","2015","general elemantary","Male","110","0.119808594486222","0.0998993311202691","0.139717857852175"
"Yes","2015","general elemantary","Female","458","0.349596023102788","0.32669866225884","0.372493383946736"
"Yes","2015","middle vocational","Male","899","0.191854484003264","0.181192091822672","0.202516876183856"
"Yes","2015","middle vocational","Female","1428","0.261886007832457","0.251174596342989","0.272597419321924"
"Yes","2015","vocational + Abi","Male","79","0.121811974631901","0.0978718029604132","0.14575214630339"
"Yes","2015","vocational + Abi","Female","181","0.179059861818528","0.157754310912352","0.200365412724705"
"Yes","2015","higher vocational","Male","168","0.175151382647057","0.150930139288197","0.199372626005918"
"Yes","2015","higher vocational","Female","132","0.250882537964379","0.215782348513626","0.285982727415131"
"Yes","2015","higher education","Male","422","0.148006590003208","0.135216089723637","0.16079709028278"
"Yes","2015","higher education","Female","471","0.186597239728995","0.172495537610169","0.20069894184782"
"No","2015","in school","Male","155","1","1","1"
"No","2015","in school","Female","193","0.988468699215482","0.973560142941466","1.0033772554895"
"No","2015","inadequately","Male","141","0.778139325965361","0.714353653997459","0.841924997933264"
"No","2015","inadequately","Female","203","0.72034129731843","0.664592982532639","0.776089612104222"
"No","2015","general elemantary","Male","912","0.880191405513778","0.860282142147825","0.900100668879731"
"No","2015","general elemantary","Female","1208","0.650403976897212","0.627506616053264","0.67330133774116"
"No","2015","middle vocational","Male","4340","0.808145515996736","0.797483123816144","0.818807908177328"
"No","2015","middle vocational","Female","5044","0.738113992167543","0.727402580678076","0.748825403657011"
"No","2015","vocational + Abi","Male","638","0.878188025368098","0.85424785369661","0.902128197039587"
"No","2015","vocational + Abi","Female","1063","0.820940138181472","0.799634587275295","0.842245689087648"
"No","2015","higher vocational","Male","778","0.824848617352943","0.800627373994082","0.849069860711803"
"No","2015","higher vocational","Female","454","0.749117462035621","0.714017272584869","0.784217651486374"
"No","2015","higher education","Male","2539","0.851993409996792","0.83920290971722","0.864783910276363"
"No","2015","higher education","Female","2461","0.813402760271005","0.79930105815218","0.827504462389831"
"Yes","2016","in school","Male","","","",""
"Yes","2016","in school","Female","","","",""
"Yes","2016","inadequately","Male","","","",""
"Yes","2016","inadequately","Female","","","",""
"Yes","2016","general elemantary","Male","","","",""
"Yes","2016","general elemantary","Female","","","",""
"Yes","2016","middle vocational","Male","","","",""
"Yes","2016","middle vocational","Female","","","",""
"Yes","2016","vocational + Abi","Male","","","",""
"Yes","2016","vocational + Abi","Female","","","",""
"Yes","2016","higher vocational","Male","","","",""
"Yes","2016","higher vocational","Female","","","",""
"Yes","2016","higher education","Male","","","",""
"Yes","2016","higher education","Female","","","",""
"No","2016","in school","Male","","","",""
"No","2016","in school","Female","","","",""
"No","2016","inadequately","Male","","","",""
"No","2016","inadequately","Female","","","",""
"No","2016","general elemantary","Male","","","",""
"No","2016","general elemantary","Female","","","",""
"No","2016","middle vocational","Male","","","",""
"No","2016","middle vocational","Female","","","",""
"No","2016","vocational + Abi","Male","","","",""
"No","2016","vocational + Abi","Female","","","",""
"No","2016","higher vocational","Male","","","",""
"No","2016","higher vocational","Female","","","",""
"No","2016","higher education","Male","","","",""
"No","2016","higher education","Female","","","",""
"Yes","2017","in school","Male","1","","",""
"Yes","2017","in school","Female","6","","",""
"Yes","2017","inadequately","Male","20","","",""
"Yes","2017","inadequately","Female","51","0.286028932805692","0.231722339251686","0.340335526359698"
"Yes","2017","general elemantary","Male","126","0.141089346638447","0.120152708903409","0.162025984373485"
"Yes","2017","general elemantary","Female","442","0.337987666296113","0.315528338053738","0.360446994538487"
"Yes","2017","middle vocational","Male","1042","0.2133793662985","0.202561760057212","0.224196972539789"
"Yes","2017","middle vocational","Female","1523","0.27935223949419","0.268549666611962","0.290154812376418"
"Yes","2017","vocational + Abi","Male","88","0.109711676173969","0.0883984187076094","0.131024933640329"
"Yes","2017","vocational + Abi","Female","216","0.202910981867415","0.181844584967529","0.2239773787673"
"Yes","2017","higher vocational","Male","186","0.196146351831832","0.17088284727141","0.221409856392254"
"Yes","2017","higher vocational","Female","141","0.266991508590302","0.231504928062545","0.30247808911806"
"Yes","2017","higher education","Male","461","0.138782674036061","0.126945885879933","0.150619462192189"
"Yes","2017","higher education","Female","507","0.176865622418734","0.163801899701819","0.189929345135648"
"No","2017","in school","Male","192","0.94826012116297","0.917010418920506","0.979509823405434"
"No","2017","in school","Female","213","0.976308183500691","0.956165437398098","0.996450929603283"
"No","2017","inadequately","Male","171","0.865172418871894","0.816735990443518","0.913608847300269"
"No","2017","inadequately","Female","215","0.713971067194308","0.659664473640302","0.768277660748314"
"No","2017","general elemantary","Male","936","0.858910653361553","0.837974015626515","0.879847291096591"
"No","2017","general elemantary","Female","1262","0.662012333703887","0.639553005461513","0.684471661946262"
"No","2017","middle vocational","Male","4468","0.7866206337015","0.775803027460211","0.797438239942788"
"No","2017","middle vocational","Female","5104","0.72064776050581","0.709845187623582","0.731450333388038"
"No","2017","vocational + Abi","Male","738","0.890288323826031","0.868975066359671","0.911601581292391"
"No","2017","vocational + Abi","Female","1184","0.797089018132585","0.7760226212327","0.818155415032471"
"No","2017","higher vocational","Male","763","0.803853648168168","0.778590143607746","0.82911715272859"
"No","2017","higher vocational","Female","456","0.733008491409698","0.69752191088194","0.768495071937455"
"No","2017","higher education","Male","2816","0.861217325963939","0.849380537807811","0.873054114120067"
"No","2017","higher education","Female","2770","0.823134377581266","0.810070654864352","0.836198100298181"
"Yes","2018","in school","Male","","","",""
"Yes","2018","in school","Female","","","",""
"Yes","2018","inadequately","Male","","","",""
"Yes","2018","inadequately","Female","","","",""
"Yes","2018","general elemantary","Male","","","",""
"Yes","2018","general elemantary","Female","","","",""
"Yes","2018","middle vocational","Male","","","",""
"Yes","2018","middle vocational","Female","","","",""
"Yes","2018","vocational + Abi","Male","","","",""
"Yes","2018","vocational + Abi","Female","","","",""
"Yes","2018","higher vocational","Male","","","",""
"Yes","2018","higher vocational","Female","","","",""
"Yes","2018","higher education","Male","","","",""
"Yes","2018","higher education","Female","","","",""
"No","2018","in school","Male","","","",""
"No","2018","in school","Female","","","",""
"No","2018","inadequately","Male","","","",""
"No","2018","inadequately","Female","","","",""
"No","2018","general elemantary","Male","","","",""
"No","2018","general elemantary","Female","","","",""
"No","2018","middle vocational","Male","","","",""
"No","2018","middle vocational","Female","","","",""
"No","2018","vocational + Abi","Male","","","",""
"No","2018","vocational + Abi","Female","","","",""
"No","2018","higher vocational","Male","","","",""
"No","2018","higher vocational","Female","","","",""
"No","2018","higher education","Male","","","",""
"No","2018","higher education","Female","","","",""
"Yes","2019","in school","Male","1","","",""
"Yes","2019","in school","Female","1","","",""
"Yes","2019","inadequately","Male","21","","",""
"Yes","2019","inadequately","Female","49","0.271748439015883","0.212559239678473","0.330937638353294"
"Yes","2019","general elemantary","Male","121","0.132124007279347","0.111062319381048","0.153185695177645"
"Yes","2019","general elemantary","Female","391","0.344070406769571","0.319430658853812","0.368710154685329"
"Yes","2019","middle vocational","Male","1006","0.213717902524637","0.202433031735682","0.225002773313592"
"Yes","2019","middle vocational","Female","1510","0.28599926888292","0.274624669840578","0.297373867925263"
"Yes","2019","vocational + Abi","Male","122","0.13600649496926","0.11271370605493","0.159299283883589"
"Yes","2019","vocational + Abi","Female","224","0.211683839029263","0.189819932167","0.233547745891526"
"Yes","2019","higher vocational","Male","232","0.205574617484447","0.181506331457034","0.229642903511859"
"Yes","2019","higher vocational","Female","160","0.278593597624057","0.24238880988869","0.314798385359423"
"Yes","2019","higher education","Male","569","0.14801296688761","0.136522422369383","0.159503511405837"
"Yes","2019","higher education","Female","583","0.179183912729082","0.166199171029125","0.192168654429038"
"No","2019","in school","Male","167","0.998431499878911","0.992447454674837","1.00441554508298"
"No","2019","in school","Female","162","0.994586957784582","0.983322860936924","1.00585105463224"
"No","2019","inadequately","Male","153","0.879849270999424","0.83153885121361","0.928159690785238"
"No","2019","inadequately","Female","168","0.728251560984117","0.669062361646706","0.787440760321528"
"No","2019","general elemantary","Male","872","0.867875992720653","0.846814304822355","0.888937680618952"
"No","2019","general elemantary","Female","1037","0.655929593230429","0.631289845314671","0.680569341146188"
"No","2019","middle vocational","Male","4063","0.786282097475363","0.774997226686408","0.797566968264318"
"No","2019","middle vocational","Female","4553","0.71400073111708","0.702626132074737","0.725375330159422"
"No","2019","vocational + Abi","Male","710","0.86399350503074","0.840700716116411","0.88728629394507"
"No","2019","vocational + Abi","Female","1117","0.788316160970737","0.766452254108474","0.810180067833"
"No","2019","higher vocational","Male","851","0.794425382515553","0.770357096488141","0.818493668542966"
"No","2019","higher vocational","Female","429","0.721406402375943","0.685201614640577","0.75761119011131"
"No","2019","higher education","Male","3100","0.85198703311239","0.840496488594162","0.863477577630617"
"No","2019","higher education","Female","2768","0.820816087270918","0.807831345570962","0.833800828970875"
