"ple0021","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Yes","2016","Other degree","no migration background","","","",""
"Yes","2016","Other degree","direct migration background","","","",""
"Yes","2016","Other degree","indirect migration background","","","",""
"Yes","2016","no degree/no degree yet","no migration background","","","",""
"Yes","2016","no degree/no degree yet","direct migration background","","","",""
"Yes","2016","no degree/no degree yet","indirect migration background","","","",""
"Yes","2017","lower secondary degree","no migration background","1656","1","1","1"
"Yes","2017","lower secondary degree","direct migration background","88","1","1","1"
"Yes","2017","lower secondary degree","indirect migration background","33","1","1","1"
"Yes","2017","secondary school degree","no migration background","1392","1","1","1"
"Yes","2017","secondary school degree","direct migration background","40","1","1","1"
"Yes","2017","secondary school degree","indirect migration background","40","1","1","1"
"Yes","2017","college entrance qualification","no migration background","918","1","1","1"
"Yes","2017","college entrance qualification","direct migration background","28","","",""
"Yes","2017","college entrance qualification","indirect migration background","29","","",""
"Yes","2017","Other degree","no migration background","39","1","1","1"
"Yes","2017","Other degree","direct migration background","410","1","1","1"
"Yes","2017","Other degree","indirect migration background","7","","",""
"Yes","2017","no degree/no degree yet","no migration background","47","1","1","1"
"Yes","2017","no degree/no degree yet","direct migration background","52","1","1","1"
"Yes","2017","no degree/no degree yet","indirect migration background","4","","",""
"Yes","2018","lower secondary degree","no migration background","","","",""
"Yes","2018","lower secondary degree","direct migration background","","","",""
"Yes","2018","lower secondary degree","indirect migration background","","","",""
"Yes","2018","secondary school degree","no migration background","","","",""
"Yes","2018","secondary school degree","direct migration background","","","",""
"Yes","2018","secondary school degree","indirect migration background","","","",""
"Yes","2018","college entrance qualification","no migration background","","","",""
"Yes","2018","college entrance qualification","direct migration background","","","",""
"Yes","2018","college entrance qualification","indirect migration background","","","",""
"Yes","2018","Other degree","no migration background","","","",""
"Yes","2018","Other degree","direct migration background","","","",""
"Yes","2018","Other degree","indirect migration background","","","",""
"Yes","2018","no degree/no degree yet","no migration background","","","",""
"Yes","2018","no degree/no degree yet","direct migration background","","","",""
"Yes","2018","no degree/no degree yet","indirect migration background","","","",""
"Yes","2019","lower secondary degree","no migration background","1525","1","1","1"
"Yes","2019","lower secondary degree","direct migration background","78","1","1","1"
"Yes","2019","lower secondary degree","indirect migration background","40","1","1","1"
"Yes","2019","secondary school degree","no migration background","1464","1","1","1"
"Yes","2019","secondary school degree","direct migration background","43","1","1","1"
"Yes","2019","secondary school degree","indirect migration background","32","1","1","1"
"Yes","2019","college entrance qualification","no migration background","1147","1","1","1"
"Yes","2019","college entrance qualification","direct migration background","37","1","1","1"
"Yes","2019","college entrance qualification","indirect migration background","54","1","1","1"
"Yes","2019","Other degree","no migration background","40","1","1","1"
"Yes","2019","Other degree","direct migration background","401","1","1","1"
"Yes","2019","Other degree","indirect migration background","6","","",""
"Yes","2019","no degree/no degree yet","no migration background","45","1","1","1"
"Yes","2019","no degree/no degree yet","direct migration background","39","1","1","1"
"Yes","2019","no degree/no degree yet","indirect migration background","5","","",""
