"ple0021","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Yes","2012","higher education","Rural Area","","","","","1"
"No","2013","in school","Urban Area","181","0.972278649498846","0.948621370410041","0.995935928587652","2"
"No","2013","in school","Rural Area","74","0.94943353336977","0.89984502479119","0.99902204194835","2"
"No","2013","general elemantary","Urban Area","902","0.706546927190041","0.681182351280993","0.731911503099088","2"
"No","2013","general elemantary","Rural Area","430","0.68453528009696","0.648190538489606","0.720880021704315","2"
"No","2013","vocational + Abi","Urban Area","676","0.800819971953865","0.773213531735418","0.828426412172312","2"
"No","2013","vocational + Abi","Rural Area","260","0.860851507924246","0.82162172804383","0.900081287804662","2"
"No","2013","higher vocational","Urban Area","627","0.783507889193933","0.754968424572045","0.81204735381582","2"
"No","2013","higher vocational","Rural Area","426","0.816891752195095","0.784057986438268","0.849725517951922","2"
"No","2013","higher education","Urban Area","2667","0.836328853325518","0.82349398988323","0.849163716767807","2"
"No","2013","higher education","Rural Area","1042","0.791002298037121","0.768780088681986","0.813224507392255","2"
"No","2013","inadequately","Urban Area","99","0.696939518881086","0.617631804170569","0.776247233591603","2"
"No","2013","inadequately","Rural Area","50","0.806691667240633","0.711421879794409","0.901961454686857","2"
"No","2013","middle vocational","Urban Area","4423","0.749729440821495","0.738529326778082","0.760929554864908","2"
"No","2013","middle vocational","Rural Area","2908","0.782583045501799","0.769315287615583","0.795850803388016","2"
"Yes","2013","in school","Urban Area","4","","","","1"
"Yes","2013","in school","Rural Area","1","","","","1"
"Yes","2013","inadequately","Urban Area","30","0.303060481118914","0.223752766408397","0.382368195829431","1"
"Yes","2013","inadequately","Rural Area","16","","","","1"
"Yes","2013","general elemantary","Urban Area","336","0.293453072809959","0.268088496900912","0.318817648719007","1"
"Yes","2013","general elemantary","Rural Area","198","0.31546471990304","0.279119978295686","0.351809461510394","1"
"Yes","2013","middle vocational","Urban Area","1323","0.250270559178505","0.239070445135092","0.261470673221918","1"
"Yes","2013","middle vocational","Rural Area","805","0.217416954498201","0.204149196611984","0.230684712384417","1"
"Yes","2013","vocational + Abi","Urban Area","128","0.199180028046135","0.171573587827688","0.226786468264582","1"
"Yes","2013","vocational + Abi","Rural Area","39","0.139148492075754","0.0999187121953381","0.17837827195617","1"
"Yes","2013","higher vocational","Urban Area","173","0.216492110806067","0.18795264618418","0.245031575427955","1"
"Yes","2013","higher vocational","Rural Area","107","0.183108247804905","0.150274482048078","0.215942013561733","1"
"Yes","2013","higher education","Urban Area","525","0.163671146674482","0.150836283232193","0.17650601011677","1"
"Yes","2013","higher education","Rural Area","244","0.208997701962879","0.186775492607745","0.231219911318014","1"
"No","2014","in school","Urban Area","","","","","2"
"No","2014","general elemantary","Urban Area","","","","","2"
"No","2014","in school","Rural Area","","","","","2"
"No","2014","general elemantary","Rural Area","","","","","2"
"No","2014","inadequately","Urban Area","","","","","2"
"No","2014","inadequately","Rural Area","","","","","2"
"No","2014","middle vocational","Urban Area","","","","","2"
"No","2014","middle vocational","Rural Area","","","","","2"
"No","2014","vocational + Abi","Urban Area","","","","","2"
"No","2014","vocational + Abi","Rural Area","","","","","2"
"No","2014","higher vocational","Urban Area","","","","","2"
"No","2014","higher vocational","Rural Area","","","","","2"
"No","2014","higher education","Urban Area","","","","","2"
"No","2014","higher education","Rural Area","","","","","2"
"Yes","2014","higher vocational","Urban Area","","","","","1"
"Yes","2014","higher vocational","Rural Area","","","","","1"
"Yes","2014","in school","Urban Area","","","","","1"
"Yes","2014","in school","Rural Area","","","","","1"
"Yes","2014","inadequately","Urban Area","","","","","1"
"Yes","2014","inadequately","Rural Area","","","","","1"
"Yes","2014","general elemantary","Urban Area","","","","","1"
"Yes","2014","general elemantary","Rural Area","","","","","1"
"Yes","2014","middle vocational","Urban Area","","","","","1"
"Yes","2014","middle vocational","Rural Area","","","","","1"
"Yes","2014","vocational + Abi","Urban Area","","","","","1"
"Yes","2014","vocational + Abi","Rural Area","","","","","1"
"Yes","2014","higher education","Urban Area","","","","","1"
"Yes","2014","higher education","Rural Area","","","","","1"
"No","2015","in school","Urban Area","230","0.991940842811927","0.980460421399863","1.00342126422399","2"
"No","2015","in school","Rural Area","118","0.99802035417714","0.990034193226803","1.00600651512748","2"
"No","2015","general elemantary","Urban Area","1420","0.738620261391417","0.718242619221253","0.758997903561581","2"
"No","2015","general elemantary","Rural Area","700","0.740851951894913","0.712257320140423","0.769446583649404","2"
"No","2015","middle vocational","Urban Area","5675","0.767541636833676","0.757719870232645","0.777363403434707","2"
"No","2015","middle vocational","Rural Area","3709","0.778239387177894","0.766242048077129","0.79023672627866","2"
"No","2015","vocational + Abi","Urban Area","1239","0.838566021430875","0.81950954124897","0.857622501612779","2"
"No","2015","vocational + Abi","Rural Area","462","0.87268722437868","0.844282828467392","0.901091620289968","2"
"No","2015","higher vocational","Urban Area","741","0.793392507427989","0.767329453365771","0.819455561490207","2"
"No","2015","higher vocational","Rural Area","491","0.807481973396509","0.776064408400703","0.838899538392316","2"
"No","2015","higher education","Urban Area","3644","0.840245943274149","0.829243922737505","0.851247963810794","2"
"No","2015","higher education","Rural Area","1356","0.814706667284422","0.795862127738486","0.833551206830358","2"
"No","2015","inadequately","Urban Area","231","0.695547613156101","0.641933639431822","0.74916158688038","2"
"No","2015","inadequately","Rural Area","113","0.879319459752","0.823105367645277","0.935533551858724","2"
"Yes","2015","higher vocational","Urban Area","186","0.206607492572011","0.180544438509793","0.232670546634229","1"
"Yes","2015","higher vocational","Rural Area","114","0.192518026603491","0.161100461607684","0.223935591599297","1"
"Yes","2015","in school","Urban Area","3","","","","1"
"Yes","2015","in school","Rural Area","1","","","","1"
"Yes","2015","inadequately","Urban Area","52","0.304452386843899","0.25083841311962","0.358066360568178","1"
"Yes","2015","inadequately","Rural Area","16","","","","1"
"Yes","2015","general elemantary","Urban Area","366","0.261379738608583","0.241002096438419","0.281757380778747","1"
"Yes","2015","general elemantary","Rural Area","202","0.259148048105087","0.230553416350596","0.287742679859577","1"
"Yes","2015","middle vocational","Urban Area","1430","0.232458363166324","0.222636596565293","0.242280129767355","1"
"Yes","2015","middle vocational","Rural Area","897","0.221760612822106","0.20976327372134","0.233757951922871","1"
"Yes","2015","vocational + Abi","Urban Area","193","0.161433978569125","0.142377498387221","0.18049045875103","1"
"Yes","2015","vocational + Abi","Rural Area","67","0.12731277562132","0.0989083797100322","0.155717171532608","1"
"Yes","2015","higher education","Urban Area","616","0.15975405672585","0.148752036189206","0.170756077262495","1"
"Yes","2015","higher education","Rural Area","277","0.185293332715578","0.166448793169642","0.204137872261514","1"
"No","2016","in school","Urban Area","","","","","2"
"No","2016","in school","Rural Area","","","","","2"
"No","2016","general elemantary","Urban Area","","","","","2"
"No","2016","general elemantary","Rural Area","","","","","2"
"No","2016","middle vocational","Urban Area","","","","","2"
"No","2016","middle vocational","Rural Area","","","","","2"
"No","2016","vocational + Abi","Urban Area","","","","","2"
"No","2016","vocational + Abi","Rural Area","","","","","2"
"No","2016","higher vocational","Urban Area","","","","","2"
"No","2016","higher vocational","Rural Area","","","","","2"
"No","2016","higher education","Urban Area","","","","","2"
"No","2016","higher education","Rural Area","","","","","2"
"No","2016","inadequately","Urban Area","","","","","2"
"No","2016","inadequately","Rural Area","","","","","2"
"Yes","2016","in school","Urban Area","","","","","1"
"Yes","2016","in school","Rural Area","","","","","1"
"Yes","2016","inadequately","Urban Area","","","","","1"
"Yes","2016","inadequately","Rural Area","","","","","1"
"Yes","2016","general elemantary","Urban Area","","","","","1"
"Yes","2016","general elemantary","Rural Area","","","","","1"
"Yes","2016","middle vocational","Urban Area","","","","","1"
"Yes","2016","middle vocational","Rural Area","","","","","1"
"Yes","2016","higher vocational","Urban Area","","","","","1"
"Yes","2016","higher vocational","Rural Area","","","","","1"
"Yes","2016","vocational + Abi","Urban Area","","","","","1"
"Yes","2016","higher education","Urban Area","","","","","1"
"Yes","2016","vocational + Abi","Rural Area","","","","","1"
"Yes","2016","higher education","Rural Area","","","","","1"
"No","2017","in school","Urban Area","287","0.954255793546902","0.930332843548099","0.978178743545705","2"
"No","2017","in school","Rural Area","118","0.992375033544165","0.976746022651199","1.00800404443713","2"
"No","2017","inadequately","Urban Area","270","0.743047590425232","0.695321614527565","0.790773566322899","2"
"No","2017","inadequately","Rural Area","116","0.890372980558346","0.837671114095663","0.943074847021029","2"
"No","2017","general elemantary","Urban Area","1414","0.759475031399364","0.739456055738847","0.779494007059881","2"
"No","2017","general elemantary","Rural Area","784","0.69538950308505","0.667075480913663","0.723703525256437","2"
"No","2017","middle vocational","Urban Area","5756","0.757649880046853","0.747796478521523","0.767503281572183","2"
"No","2017","middle vocational","Rural Area","3816","0.743054501640076","0.730785046059413","0.755323957220739","2"
"No","2017","vocational + Abi","Urban Area","1382","0.83279949381648","0.814549431961058","0.851049555671903","2"
"No","2017","vocational + Abi","Rural Area","540","0.856307155839305","0.828695998966822","0.883918312711788","2"
"No","2017","higher vocational","Urban Area","718","0.781539879546404","0.754619234760727","0.808460524332081","2"
"No","2017","higher vocational","Rural Area","501","0.774499582795587","0.742147418069565","0.806851747521609","2"
"No","2017","higher education","Urban Area","4039","0.850566984646391","0.840389725281113","0.860744244011669","2"
"No","2017","higher education","Rural Area","1547","0.82036208701789","0.802821627342064","0.837902546693716","2"
"Yes","2017","middle vocational","Urban Area","1509","0.242350119953147","0.232496718427817","0.252203521478477","1"
"Yes","2017","middle vocational","Rural Area","1056","0.256945498359924","0.244676042779261","0.269214953940587","1"
"Yes","2017","higher vocational","Urban Area","187","0.218460120453596","0.191539475667919","0.245380765239273","1"
"Yes","2017","higher vocational","Rural Area","140","0.225500417204413","0.193148252478391","0.257852581930435","1"
"Yes","2017","in school","Urban Area","6","","","","1"
"Yes","2017","in school","Rural Area","1","","","","1"
"Yes","2017","inadequately","Urban Area","52","0.256952409574768","0.209226433677101","0.304678385472435","1"
"Yes","2017","inadequately","Rural Area","19","","","","1"
"Yes","2017","general elemantary","Urban Area","337","0.240524968600637","0.22050599294012","0.260543944261154","1"
"Yes","2017","general elemantary","Rural Area","231","0.30461049691495","0.276296474743563","0.332924519086337","1"
"Yes","2017","vocational + Abi","Urban Area","224","0.16720050618352","0.148950444328097","0.185450568038942","1"
"Yes","2017","vocational + Abi","Rural Area","80","0.143692844160695","0.116081687288212","0.171304001033178","1"
"Yes","2017","higher education","Urban Area","675","0.149433015353609","0.139255755988331","0.159610274718887","1"
"Yes","2017","higher education","Rural Area","293","0.17963791298211","0.162097453306284","0.197178372657937","1"
"No","2018","in school","Urban Area","","","","","2"
"No","2018","in school","Rural Area","","","","","2"
"No","2018","inadequately","Urban Area","","","","","2"
"No","2018","inadequately","Rural Area","","","","","2"
"No","2018","general elemantary","Urban Area","","","","","2"
"No","2018","general elemantary","Rural Area","","","","","2"
"No","2018","middle vocational","Urban Area","","","","","2"
"No","2018","middle vocational","Rural Area","","","","","2"
"No","2018","vocational + Abi","Urban Area","","","","","2"
"No","2018","vocational + Abi","Rural Area","","","","","2"
"No","2018","higher vocational","Urban Area","","","","","2"
"No","2018","higher vocational","Rural Area","","","","","2"
"No","2018","higher education","Urban Area","","","","","2"
"No","2018","higher education","Rural Area","","","","","2"
"Yes","2018","middle vocational","Urban Area","","","","","1"
"Yes","2018","middle vocational","Rural Area","","","","","1"
"Yes","2018","higher vocational","Urban Area","","","","","1"
"Yes","2018","higher vocational","Rural Area","","","","","1"
"Yes","2018","in school","Urban Area","","","","","1"
"Yes","2018","general elemantary","Urban Area","","","","","1"
"Yes","2018","general elemantary","Rural Area","","","","","1"
"Yes","2018","vocational + Abi","Urban Area","","","","","1"
"Yes","2018","vocational + Abi","Rural Area","","","","","1"
"Yes","2018","higher education","Urban Area","","","","","1"
"Yes","2018","higher education","Rural Area","","","","","1"
"Yes","2018","in school","Rural Area","","","","","1"
"Yes","2018","inadequately","Urban Area","","","","","1"
"Yes","2018","inadequately","Rural Area","","","","","1"
"No","2019","in school","Urban Area","235","0.998963458662176","0.994858013986275","1.00306890333808","2"
"No","2019","in school","Rural Area","84","0.987494225353082","0.96386980237688","1.01111864832928","2"
"No","2019","inadequately","Urban Area","220","0.835487845322463","0.79068152492068","0.880294165724246","2"
"No","2019","inadequately","Rural Area","90","0.692441968590589","0.606202320461285","0.778681616719894","2"
"No","2019","general elemantary","Urban Area","1128","0.757348713748956","0.735020411143821","0.779677016354091","2"
"No","2019","general elemantary","Rural Area","706","0.722092429177861","0.693002980694235","0.751181877661488","2"
"No","2019","middle vocational","Urban Area","4850","0.750535375034849","0.739808742336057","0.761262007733641","2"
"No","2019","middle vocational","Rural Area","3333","0.739281648025512","0.726203535735886","0.752359760315138","2"
"No","2019","vocational + Abi","Urban Area","1207","0.809282651265889","0.789012352909965","0.829552949621814","2"
"No","2019","vocational + Abi","Rural Area","512","0.852429680279356","0.824050407900308","0.880808952658404","2"
"No","2019","higher vocational","Urban Area","700","0.762633338086425","0.735004879442963","0.790261796729887","2"
"No","2019","higher vocational","Rural Area","534","0.782845395919947","0.752169950506535","0.813520841333358","2"
"No","2019","higher education","Urban Area","3804","0.844956184423232","0.834375163788674","0.85553720505779","2"
"No","2019","higher education","Rural Area","1554","0.804399819858776","0.786606141564019","0.822193498153534","2"
"Yes","2019","inadequately","Rural Area","20","","","","1"
"Yes","2019","middle vocational","Rural Area","996","0.260718351974488","0.247640239684862","0.273796464264114","1"
"Yes","2019","higher vocational","Rural Area","160","0.217154604080053","0.186479158666642","0.247830049493465","1"
"Yes","2019","in school","Urban Area","1","","","","1"
"Yes","2019","in school","Rural Area","1","","","","1"
"Yes","2019","inadequately","Urban Area","43","0.164512154677537","0.119705834275754","0.209318475079321","1"
"Yes","2019","middle vocational","Urban Area","1401","0.249464624965151","0.238737992266358","0.260191257663943","1"
"Yes","2019","higher vocational","Urban Area","211","0.237366661913575","0.209738203270113","0.264995120557037","1"
"Yes","2019","general elemantary","Urban Area","288","0.242651286251044","0.220322983645909","0.264979588856179","1"
"Yes","2019","general elemantary","Rural Area","205","0.277907570822139","0.248818122338513","0.306997019305765","1"
"Yes","2019","vocational + Abi","Urban Area","236","0.190717348734111","0.170447050378186","0.210987647090035","1"
"Yes","2019","vocational + Abi","Rural Area","88","0.147570319720644","0.119191047341596","0.175949592099692","1"
"Yes","2019","higher education","Urban Area","691","0.155043815576768","0.14446279494221","0.165624836211326","1"
"Yes","2019","higher education","Rural Area","355","0.195600180141224","0.177806501846466","0.213393858435981","1"
