"ple0021","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"Yes","2013","35-65 y.","no migration background","1665","0.194051300937633","0.185853614353685","0.20224898752158","1"
"Yes","2013","35-65 y.","direct migration background","208","0.246217669831673","0.21995914003776","0.272476199625587","1"
"Yes","2013","35-65 y.","indirect migration background","33","0.13946618274414","0.0993163719954841","0.179615993492795","1"
"Yes","2013","66 and older","no migration background","1793","0.403917838426791","0.389770338961996","0.418065337891586","1"
"Yes","2013","66 and older","direct migration background","140","0.380541785707497","0.331466667701066","0.429616903713929","1"
"Yes","2013","66 and older","indirect migration background","1","","","","1"
"No","2014","16-34 y.","no migration background","","","","","2"
"No","2014","16-34 y.","direct migration background","","","","","2"
"No","2014","16-34 y.","indirect migration background","","","","","2"
"No","2014","35-65 y.","no migration background","","","","","2"
"No","2014","35-65 y.","direct migration background","","","","","2"
"No","2014","35-65 y.","indirect migration background","","","","","2"
"No","2014","66 and older","no migration background","","","","","2"
"No","2014","66 and older","direct migration background","","","","","2"
"No","2014","66 and older","indirect migration background","","","","","2"
"Yes","2014","16-34 y.","no migration background","","","","","1"
"Yes","2014","16-34 y.","direct migration background","","","","","1"
"Yes","2014","16-34 y.","indirect migration background","","","","","1"
"Yes","2014","35-65 y.","no migration background","","","","","1"
"Yes","2014","35-65 y.","direct migration background","","","","","1"
"Yes","2014","66 and older","indirect migration background","","","","","1"
"Yes","2014","35-65 y.","indirect migration background","","","","","1"
"Yes","2014","66 and older","no migration background","","","","","1"
"Yes","2014","66 and older","direct migration background","","","","","1"
"No","2015","16-34 y.","indirect migration background","943","0.978289416599425","0.969060839156335","0.987517994042515","2"
"No","2015","35-65 y.","no migration background","9096","0.814372497354322","0.807095093387325","0.82164990132132","2"
"No","2015","16-34 y.","direct migration background","1060","0.972150181952333","0.962336904560062","0.981963459344603","2"
"No","2015","16-34 y.","no migration background","3616","0.96800141458817","0.962354897338321","0.973647931838018","2"
"No","2015","35-65 y.","direct migration background","2409","0.828502411172586","0.814575271148414","0.842429551196758","2"
"No","2015","35-65 y.","indirect migration background","602","0.872248146959364","0.84697179921878","0.897524494699948","2"
"No","2015","66 and older","no migration background","2728","0.584175459669034","0.569805563408099","0.598545355929968","2"
"No","2015","66 and older","direct migration background","262","0.638646383441222","0.593081466293092","0.684211300589353","2"
"No","2015","66 and older","indirect migration background","4","","","","2"
"Yes","2015","16-34 y.","no migration background","116","0.0319985854118305","0.0263520681619818","0.0376451026616791","1"
"Yes","2015","16-34 y.","direct migration background","20","","","","1"
"Yes","2015","16-34 y.","indirect migration background","15","","","","1"
"Yes","2015","35-65 y.","no migration background","1869","0.185627502645678","0.17835009867868","0.192904906612675","1"
"Yes","2015","35-65 y.","direct migration background","405","0.171497588827414","0.157570448803241","0.185424728851586","1"
"Yes","2015","66 and older","indirect migration background","1","","","","1"
"Yes","2015","66 and older","direct migration background","165","0.361353616558778","0.315788699410647","0.406918533706908","1"
"Yes","2015","35-65 y.","indirect migration background","68","0.127751853040636","0.102475505300052","0.15302820078122","1"
"Yes","2015","66 and older","no migration background","1791","0.415824540330966","0.401454644070032","0.430194436591901","1"
"No","2016","16-34 y.","direct migration background","","","","","2"
"No","2016","16-34 y.","indirect migration background","","","","","2"
"No","2016","35-65 y.","no migration background","","","","","2"
"No","2016","16-34 y.","no migration background","","","","","2"
"No","2016","35-65 y.","direct migration background","","","","","2"
"No","2016","35-65 y.","indirect migration background","","","","","2"
"No","2016","66 and older","no migration background","","","","","2"
"No","2016","66 and older","direct migration background","","","","","2"
"No","2016","66 and older","indirect migration background","","","","","2"
"Yes","2016","16-34 y.","no migration background","","","","","1"
"Yes","2016","16-34 y.","direct migration background","","","","","1"
"Yes","2016","16-34 y.","indirect migration background","","","","","1"
"Yes","2016","35-65 y.","no migration background","","","","","1"
"Yes","2016","35-65 y.","direct migration background","","","","","1"
"Yes","2016","35-65 y.","indirect migration background","","","","","1"
"Yes","2016","66 and older","no migration background","","","","","1"
"Yes","2016","66 and older","direct migration background","","","","","1"
"Yes","2016","66 and older","indirect migration background","","","","","1"
"No","2017","16-34 y.","no migration background","3985","0.968126768392467","0.962747201891752","0.973506334893182","2"
"No","2017","16-34 y.","direct migration background","1141","0.958162424218113","0.946709487363792","0.969615361072435","2"
"No","2017","16-34 y.","indirect migration background","952","0.975213459706674","0.965454498702773","0.984972420710574","2"
"No","2017","35-65 y.","no migration background","9515","0.800672416926164","0.793421526746894","0.807923307105434","2"
"No","2017","35-65 y.","direct migration background","2628","0.810994691009906","0.797122872918617","0.824866509101194","2"
"No","2017","35-65 y.","indirect migration background","633","0.875735318450111","0.851706130403467","0.899764506496754","2"
"No","2017","66 and older","no migration background","2754","0.571616625602506","0.557290066621738","0.585943184583274","2"
"No","2017","66 and older","direct migration background","255","0.581566732050737","0.53515624704483","0.627977217056644","2"
"No","2017","66 and older","indirect migration background","14","","","","2"
"Yes","2017","16-34 y.","no migration background","111","0.0318732316075333","0.026493665106818","0.0372527981082485","1"
"Yes","2017","16-34 y.","direct migration background","33","0.0418375757818865","0.0303846389275655","0.0532905126362075","1"
"Yes","2017","16-34 y.","indirect migration background","23","","","","1"
"Yes","2017","35-65 y.","no migration background","2146","0.199327583073836","0.192076692894566","0.206578473253106","1"
"Yes","2017","66 and older","direct migration background","179","0.418433267949263","0.372022782943356","0.46484375295517","1"
"Yes","2017","35-65 y.","direct migration background","432","0.189005308990094","0.175133490898806","0.202877127081383","1"
"Yes","2017","35-65 y.","indirect migration background","91","0.124264681549889","0.100235493503246","0.148293869596533","1"
"Yes","2017","66 and older","no migration background","1829","0.428383374397494","0.414056815416726","0.442709933378262","1"
"Yes","2017","66 and older","indirect migration background","2","","","","1"
"No","2018","16-34 y.","no migration background","","","","","2"
"No","2018","16-34 y.","direct migration background","","","","","2"
"No","2018","16-34 y.","indirect migration background","","","","","2"
"No","2018","35-65 y.","no migration background","","","","","2"
"No","2018","35-65 y.","direct migration background","","","","","2"
"No","2018","35-65 y.","indirect migration background","","","","","2"
"No","2018","66 and older","no migration background","","","","","2"
"No","2018","66 and older","direct migration background","","","","","2"
"No","2018","66 and older","indirect migration background","","","","","2"
"Yes","2018","35-65 y.","no migration background","","","","","1"
"Yes","2018","16-34 y.","no migration background","","","","","1"
"Yes","2018","16-34 y.","direct migration background","","","","","1"
"Yes","2018","16-34 y.","indirect migration background","","","","","1"
"Yes","2018","35-65 y.","direct migration background","","","","","1"
"Yes","2018","35-65 y.","indirect migration background","","","","","1"
"Yes","2018","66 and older","no migration background","","","","","1"
"Yes","2018","66 and older","direct migration background","","","","","1"
"Yes","2018","66 and older","indirect migration background","","","","","1"
"No","2019","16-34 y.","no migration background","3648","0.966589017195556","0.960843418930217","0.972334615460895","2"
"No","2019","16-34 y.","direct migration background","789","0.970342759702714","0.958689059500239","0.981996459905189","2"
"No","2019","16-34 y.","indirect migration background","862","0.976071629238911","0.965997225118351","0.986146033359472","2"
"No","2019","35-65 y.","no migration background","9523","0.792354737328677","0.785027128887935","0.799682345769419","2"
"No","2019","35-65 y.","direct migration background","2194","0.80484661647717","0.789656648845293","0.820036584109047","2"
"No","2019","35-65 y.","indirect migration background","679","0.881668633536787","0.859159307883733","0.904177959189842","2"
"No","2019","66 and older","no migration background","2850","0.578018228095629","0.564018927720744","0.592017528470515","2"
"No","2019","66 and older","direct migration background","265","0.609361455180717","0.563246806982614","0.655476103378819","2"
"No","2019","66 and older","indirect migration background","29","","","","2"
"Yes","2019","35-65 y.","no migration background","2248","0.207645262671323","0.200317654230581","0.214972871112065","1"
"Yes","2019","66 and older","direct migration background","165","0.390638544819283","0.344523896621181","0.436753193017386","1"
"Yes","2019","16-34 y.","no migration background","110","0.0334109828044436","0.0276653845391047","0.0391565810697826","1"
"Yes","2019","16-34 y.","direct migration background","25","","","","1"
"Yes","2019","16-34 y.","indirect migration background","22","","","","1"
"Yes","2019","35-65 y.","direct migration background","421","0.19515338352283","0.179963415890953","0.210343351154707","1"
"Yes","2019","35-65 y.","indirect migration background","112","0.118331366463213","0.095822040810158","0.140840692116267","1"
"Yes","2019","66 and older","no migration background","1931","0.421981771904371","0.407982471529485","0.435981072279256","1"
"Yes","2019","66 and older","indirect migration background","7","","","","1"
