"ple0021","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2013","66 and older","higher vocational","129","0.337126744319562","0.287812476407864","0.386441012231259"
"Yes","2013","66 and older","higher education","361","0.315594236690849","0.288814717678415","0.342373755703283"
"No","2013","16-34 y.","in school","255","0.966938961242984","0.945205985549622","0.988671936936347"
"No","2013","16-34 y.","inadequately","45","0.980131035763695","0.940235082474621","1.02002698905277"
"No","2013","16-34 y.","general elemantary","457","0.986749125599446","0.976378253110398","0.997119998088494"
"No","2013","16-34 y.","middle vocational","1569","0.970464699041756","0.96221535523751","0.978714042846002"
"No","2013","16-34 y.","vocational + Abi","285","0.980432833508267","0.964519011726872","0.996346655289663"
"No","2013","16-34 y.","higher vocational","99","0.9460946599386","0.902481990540098","0.989707329337101"
"No","2013","16-34 y.","higher education","656","0.959221070949638","0.944322966327292","0.974119175571984"
"No","2013","35-65 y.","in school","","","",""
"No","2013","35-65 y.","inadequately","76","0.736046721750457","0.649221337254082","0.822872106246832"
"No","2013","35-65 y.","general elemantary","482","0.729837945830394","0.695935519699131","0.763740371961656"
"No","2013","35-65 y.","middle vocational","4212","0.786484897925799","0.775427442670483","0.797542353181116"
"No","2013","35-65 y.","vocational + Abi","584","0.819298620270827","0.790630653669792","0.847966586871862"
"No","2013","35-65 y.","higher vocational","730","0.836490433839353","0.812013874632438","0.860966993046269"
"No","2013","35-65 y.","higher education","2257","0.844686926476824","0.830880882293231","0.858492970660417"
"No","2013","66 and older","in school","","","",""
"No","2013","66 and older","inadequately","28","","",""
"No","2013","66 and older","general elemantary","393","0.530019504292877","0.494059637487716","0.565979371098039"
"No","2013","66 and older","middle vocational","1550","0.592922240837865","0.573909620996824","0.611934860678906"
"No","2013","66 and older","vocational + Abi","67","0.444603511751856","0.355694562629184","0.533512460874528"
"No","2013","66 and older","higher vocational","224","0.662873255680439","0.613558987768741","0.712187523592136"
"No","2013","66 and older","higher education","796","0.684405763309151","0.657626244296718","0.711185282321585"
"Yes","2014","16-34 y.","in school","","","",""
"Yes","2014","16-34 y.","inadequately","","","",""
"Yes","2014","16-34 y.","general elemantary","","","",""
"Yes","2014","16-34 y.","middle vocational","","","",""
"Yes","2014","16-34 y.","vocational + Abi","","","",""
"Yes","2014","16-34 y.","higher vocational","","","",""
"Yes","2014","16-34 y.","higher education","","","",""
"Yes","2014","35-65 y.","in school","","","",""
"Yes","2014","35-65 y.","inadequately","","","",""
"Yes","2014","35-65 y.","general elemantary","","","",""
"Yes","2014","35-65 y.","middle vocational","","","",""
"Yes","2014","35-65 y.","vocational + Abi","","","",""
"Yes","2014","35-65 y.","higher vocational","","","",""
"Yes","2014","35-65 y.","higher education","","","",""
"Yes","2014","66 and older","in school","","","",""
"Yes","2014","66 and older","inadequately","","","",""
"Yes","2014","66 and older","general elemantary","","","",""
"Yes","2014","66 and older","middle vocational","","","",""
"Yes","2014","66 and older","vocational + Abi","","","",""
"Yes","2014","66 and older","higher vocational","","","",""
"Yes","2014","66 and older","higher education","","","",""
"No","2014","16-34 y.","in school","","","",""
"No","2014","16-34 y.","inadequately","","","",""
"No","2014","16-34 y.","general elemantary","","","",""
"No","2014","16-34 y.","middle vocational","","","",""
"No","2014","16-34 y.","vocational + Abi","","","",""
"No","2014","16-34 y.","higher vocational","","","",""
"No","2014","16-34 y.","higher education","","","",""
"No","2014","35-65 y.","in school","","","",""
"No","2014","35-65 y.","inadequately","","","",""
"No","2014","35-65 y.","general elemantary","","","",""
"No","2014","35-65 y.","middle vocational","","","",""
"No","2014","35-65 y.","vocational + Abi","","","",""
"No","2014","35-65 y.","higher vocational","","","",""
"No","2014","35-65 y.","higher education","","","",""
"No","2014","66 and older","in school","","","",""
"No","2014","66 and older","inadequately","","","",""
"No","2014","66 and older","general elemantary","","","",""
"No","2014","66 and older","middle vocational","","","",""
"No","2014","66 and older","vocational + Abi","","","",""
"No","2014","66 and older","higher vocational","","","",""
"No","2014","66 and older","higher education","","","",""
"Yes","2015","16-34 y.","in school","4","","",""
"Yes","2015","16-34 y.","inadequately","6","","",""
"Yes","2015","16-34 y.","general elemantary","25","","",""
"Yes","2015","16-34 y.","middle vocational","72","0.0366357810872449","0.0290337074744901","0.0442378546999997"
"Yes","2015","16-34 y.","vocational + Abi","10","","",""
"Yes","2015","16-34 y.","higher vocational","3","","",""
"Yes","2015","16-34 y.","higher education","21","","",""
"Yes","2015","35-65 y.","in school","","","",""
"Yes","2015","35-65 y.","inadequately","44","0.24730908144029","0.192837756375323","0.301780406505257"
"Yes","2015","35-65 y.","general elemantary","220","0.238858187216812","0.212956647446856","0.264759726986768"
"Yes","2015","35-65 y.","middle vocational","1255","0.205082788050761","0.195496011979606","0.214669564121915"
"Yes","2015","35-65 y.","vocational + Abi","187","0.143182281478929","0.124675634844744","0.161688928113114"
"Yes","2015","35-65 y.","higher vocational","162","0.151521927611454","0.129957204435192","0.173086650787716"
"Yes","2015","35-65 y.","higher education","463","0.132670687883738","0.12193882517242","0.143402550595055"
"Yes","2015","66 and older","in school","","","",""
"Yes","2015","66 and older","inadequately","18","","",""
"Yes","2015","66 and older","general elemantary","323","0.472555000392897","0.434553031506543","0.510556969279251"
"Yes","2015","66 and older","middle vocational","1000","0.402682145678956","0.383650480135972","0.421713811221941"
"Yes","2015","66 and older","vocational + Abi","63","0.514911440818163","0.431827425408568","0.597995456227757"
"Yes","2015","66 and older","higher vocational","135","0.387609904865679","0.336347985201655","0.438871824529702"
"Yes","2015","66 and older","higher education","409","0.371596195299453","0.344117576269647","0.399074814329259"
"No","2015","16-34 y.","in school","348","0.994117285420508","0.98612843185469","1.00210613898633"
"No","2015","16-34 y.","inadequately","122","0.892718847838871","0.839106827614909","0.946330868062833"
"No","2015","16-34 y.","general elemantary","959","0.970355261790325","0.959758095870573","0.980952427710077"
"No","2015","16-34 y.","middle vocational","2274","0.963364218912755","0.9557621453","0.97096629252551"
"No","2015","16-34 y.","vocational + Abi","436","0.979208078201348","0.96596571570737","0.992450440695327"
"No","2015","16-34 y.","higher vocational","120","0.992164089911709","0.976581773834307","1.00774640598911"
"No","2015","16-34 y.","higher education","846","0.970426736749444","0.959150360877361","0.981703112621527"
"No","2015","35-65 y.","in school","","","",""
"No","2015","35-65 y.","inadequately","197","0.75269091855971","0.698219593494743","0.807162243624677"
"No","2015","35-65 y.","general elemantary","821","0.761141812783188","0.735240273013232","0.787043352553144"
"No","2015","35-65 y.","middle vocational","5559","0.794917211949239","0.785330435878085","0.804503988020394"
"No","2015","35-65 y.","vocational + Abi","1189","0.856817718521071","0.838311071886886","0.875324365155256"
"No","2015","35-65 y.","higher vocational","900","0.848478072388546","0.826913349212284","0.870042795564808"
"No","2015","35-65 y.","higher education","3375","0.867329312116262","0.856597449404945","0.87806117482758"
"No","2015","66 and older","in school","","","",""
"No","2015","66 and older","inadequately","25","","",""
"No","2015","66 and older","general elemantary","340","0.527444999607103","0.489443030720749","0.565446968493457"
"No","2015","66 and older","middle vocational","1551","0.597317854321044","0.578286188778059","0.616349519864029"
"No","2015","66 and older","vocational + Abi","76","0.485088559181837","0.402004543772243","0.568172574591432"
"No","2015","66 and older","higher vocational","212","0.612390095134321","0.561128175470298","0.663652014798345"
"No","2015","66 and older","higher education","779","0.628403804700547","0.600925185670741","0.655882423730353"
"Yes","2016","16-34 y.","in school","","","",""
"Yes","2016","16-34 y.","inadequately","","","",""
"Yes","2016","16-34 y.","general elemantary","","","",""
"Yes","2016","16-34 y.","middle vocational","","","",""
"Yes","2016","16-34 y.","vocational + Abi","","","",""
"Yes","2016","16-34 y.","higher vocational","","","",""
"Yes","2016","16-34 y.","higher education","","","",""
"Yes","2016","35-65 y.","in school","","","",""
"Yes","2016","35-65 y.","inadequately","","","",""
"Yes","2016","35-65 y.","general elemantary","","","",""
"Yes","2016","35-65 y.","middle vocational","","","",""
"Yes","2016","35-65 y.","vocational + Abi","","","",""
"Yes","2016","35-65 y.","higher vocational","","","",""
"Yes","2016","35-65 y.","higher education","","","",""
"Yes","2016","66 and older","in school","","","",""
"Yes","2016","66 and older","inadequately","","","",""
"Yes","2016","66 and older","general elemantary","","","",""
"Yes","2016","66 and older","middle vocational","","","",""
"Yes","2016","66 and older","vocational + Abi","","","",""
"Yes","2016","66 and older","higher vocational","","","",""
"Yes","2016","66 and older","higher education","","","",""
"No","2016","16-34 y.","in school","","","",""
"No","2016","16-34 y.","inadequately","","","",""
"No","2016","16-34 y.","general elemantary","","","",""
"No","2016","16-34 y.","middle vocational","","","",""
"No","2016","16-34 y.","vocational + Abi","","","",""
"No","2016","16-34 y.","higher vocational","","","",""
"No","2016","16-34 y.","higher education","","","",""
"No","2016","35-65 y.","in school","","","",""
"No","2016","35-65 y.","inadequately","","","",""
"No","2016","35-65 y.","general elemantary","","","",""
"No","2016","35-65 y.","middle vocational","","","",""
"No","2016","35-65 y.","vocational + Abi","","","",""
"No","2016","35-65 y.","higher vocational","","","",""
"No","2016","35-65 y.","higher education","","","",""
"No","2016","66 and older","in school","","","",""
"No","2016","66 and older","inadequately","","","",""
"No","2016","66 and older","general elemantary","","","",""
"No","2016","66 and older","middle vocational","","","",""
"No","2016","66 and older","vocational + Abi","","","",""
"No","2016","66 and older","higher vocational","","","",""
"No","2016","66 and older","higher education","","","",""
"Yes","2017","16-34 y.","in school","7","","",""
"Yes","2017","16-34 y.","inadequately","7","","",""
"Yes","2017","16-34 y.","general elemantary","33","0.0409304989369233","0.0286011309616645","0.0532598669121821"
"Yes","2017","16-34 y.","middle vocational","69","0.035019849419297","0.0277964899127486","0.0422432089258454"
"Yes","2017","16-34 y.","vocational + Abi","19","","",""
"Yes","2017","16-34 y.","higher vocational","3","","",""
"Yes","2017","16-34 y.","higher education","19","","",""
"Yes","2017","35-65 y.","in school","","","",""
"Yes","2017","35-65 y.","inadequately","41","0.201899232273289","0.15504813843021","0.248750326116369"
"Yes","2017","35-65 y.","general elemantary","244","0.238024059694857","0.213410171179746","0.262637948209968"
"Yes","2017","35-65 y.","middle vocational","1422","0.226677565642303","0.216918859353496","0.23643627193111"
"Yes","2017","35-65 y.","vocational + Abi","227","0.159987711531174","0.141737480156922","0.178237942905426"
"Yes","2017","35-65 y.","higher vocational","194","0.193429272882113","0.169751460984248","0.217107084779979"
"Yes","2017","35-65 y.","higher education","526","0.131998502498113","0.121795562302804","0.142201442693422"
"Yes","2017","66 and older","in school","","","",""
"Yes","2017","66 and older","inadequately","23","","",""
"Yes","2017","66 and older","general elemantary","291","0.482682976806379","0.443475836005534","0.521890117607224"
"Yes","2017","66 and older","middle vocational","1074","0.437517061120078","0.418367500745918","0.456666621494237"
"Yes","2017","66 and older","vocational + Abi","58","0.523847757892892","0.441118422631861","0.606577093153922"
"Yes","2017","66 and older","higher vocational","130","0.360296155445565","0.309928159436515","0.410664151454614"
"Yes","2017","66 and older","higher education","423","0.355094848026479","0.328776032539069","0.381413663513888"
"No","2017","16-34 y.","in school","404","0.962899069706352","0.944626065112112","0.981172074300593"
"No","2017","16-34 y.","inadequately","125","0.944480514711386","0.905416188106652","0.98354484131612"
"No","2017","16-34 y.","general elemantary","959","0.959069501063077","0.946740133087818","0.971398869038335"
"No","2017","16-34 y.","middle vocational","2419","0.964980150580703","0.957756791074155","0.972203510087251"
"No","2017","16-34 y.","vocational + Abi","517","0.979110282844853","0.967002969514323","0.991217596175383"
"No","2017","16-34 y.","higher vocational","125","0.964077104361716","0.931837874479167","0.996316334244265"
"No","2017","16-34 y.","higher education","1037","0.976314605193058","0.96714287354999","0.985486336836126"
"No","2017","35-65 y.","in school","1","","",""
"No","2017","35-65 y.","inadequately","241","0.798100767726711","0.751249673883631","0.84495186156979"
"No","2017","35-65 y.","general elemantary","906","0.761975940305143","0.737362051790032","0.786589828820255"
"No","2017","35-65 y.","middle vocational","5649","0.773322434357697","0.76356372806889","0.783081140646504"
"No","2017","35-65 y.","vocational + Abi","1323","0.840012288468826","0.821762057094575","0.858262519843078"
"No","2017","35-65 y.","higher vocational","875","0.806570727117887","0.782892915220021","0.830248539015752"
"No","2017","35-65 y.","higher education","3702","0.868001497501887","0.857798557306578","0.878204437697196"
"No","2017","66 and older","in school","","","",""
"No","2017","66 and older","inadequately","20","","",""
"No","2017","66 and older","general elemantary","333","0.517317023193621","0.478109882392776","0.556524163994466"
"No","2017","66 and older","middle vocational","1504","0.562482938879922","0.543333378505763","0.581632499254082"
"No","2017","66 and older","vocational + Abi","82","0.476152242107108","0.393422906846078","0.558881577368139"
"No","2017","66 and older","higher vocational","219","0.639703844554435","0.589335848545386","0.690071840563485"
"No","2017","66 and older","higher education","847","0.644905151973521","0.618586336486112","0.671223967460931"
"Yes","2018","16-34 y.","in school","","","",""
"Yes","2018","16-34 y.","inadequately","","","",""
"Yes","2018","16-34 y.","general elemantary","","","",""
"Yes","2018","16-34 y.","middle vocational","","","",""
"Yes","2018","16-34 y.","vocational + Abi","","","",""
"Yes","2018","16-34 y.","higher vocational","","","",""
"Yes","2018","16-34 y.","higher education","","","",""
"Yes","2018","35-65 y.","in school","","","",""
"Yes","2018","35-65 y.","inadequately","","","",""
"Yes","2018","35-65 y.","general elemantary","","","",""
"Yes","2018","35-65 y.","middle vocational","","","",""
"Yes","2018","35-65 y.","vocational + Abi","","","",""
"Yes","2018","35-65 y.","higher vocational","","","",""
"Yes","2018","35-65 y.","higher education","","","",""
"Yes","2018","66 and older","in school","","","",""
"Yes","2018","66 and older","inadequately","","","",""
"Yes","2018","66 and older","general elemantary","","","",""
"Yes","2018","66 and older","middle vocational","","","",""
"Yes","2018","66 and older","vocational + Abi","","","",""
"Yes","2018","66 and older","higher vocational","","","",""
"Yes","2018","66 and older","higher education","","","",""
"No","2018","16-34 y.","in school","","","",""
"No","2018","16-34 y.","inadequately","","","",""
"No","2018","16-34 y.","general elemantary","","","",""
"No","2018","16-34 y.","middle vocational","","","",""
"No","2018","16-34 y.","vocational + Abi","","","",""
"No","2018","16-34 y.","higher vocational","","","",""
"No","2018","16-34 y.","higher education","","","",""
"No","2018","35-65 y.","in school","","","",""
"No","2018","35-65 y.","inadequately","","","",""
"No","2018","35-65 y.","general elemantary","","","",""
"No","2018","35-65 y.","middle vocational","","","",""
"No","2018","35-65 y.","vocational + Abi","","","",""
"No","2018","35-65 y.","higher vocational","","","",""
"No","2018","35-65 y.","higher education","","","",""
"No","2018","66 and older","in school","","","",""
"No","2018","66 and older","inadequately","","","",""
"No","2018","66 and older","general elemantary","","","",""
"No","2018","66 and older","middle vocational","","","",""
"No","2018","66 and older","vocational + Abi","","","",""
"No","2018","66 and older","higher vocational","","","",""
"No","2018","66 and older","higher education","","","",""
"Yes","2019","16-34 y.","in school","2","","",""
"Yes","2019","16-34 y.","inadequately","8","","",""
"Yes","2019","16-34 y.","general elemantary","29","","",""
"Yes","2019","16-34 y.","middle vocational","66","0.0393551734369856","0.0309971576752324","0.0477131891987387"
"Yes","2019","16-34 y.","vocational + Abi","14","","",""
"Yes","2019","16-34 y.","higher vocational","5","","",""
"Yes","2019","16-34 y.","higher education","24","","",""
"Yes","2019","35-65 y.","in school","","","",""
"Yes","2019","35-65 y.","inadequately","46","0.19201050150329","0.143087424217099","0.240933578789481"
"Yes","2019","35-65 y.","general elemantary","236","0.235281481009364","0.209263122334026","0.261299839684701"
"Yes","2019","35-65 y.","middle vocational","1374","0.235291095199169","0.224952834491914","0.245629355906424"
"Yes","2019","35-65 y.","vocational + Abi","259","0.196244261748465","0.176427820931168","0.216060702565761"
"Yes","2019","35-65 y.","higher vocational","223","0.191066747063699","0.16831497222336","0.213818521904039"
"Yes","2019","35-65 y.","higher education","617","0.135079293926815","0.125150835905749","0.145007751947881"
"Yes","2019","66 and older","in school","","","",""
"Yes","2019","66 and older","inadequately","16","","",""
"Yes","2019","66 and older","general elemantary","248","0.453192317904399","0.411851499789956","0.494533136018842"
"Yes","2019","66 and older","middle vocational","1076","0.42502174027321","0.40598338207522","0.444060098471199"
"Yes","2019","66 and older","vocational + Abi","73","0.470679721679119","0.395426213837842","0.545933229520396"
"Yes","2019","66 and older","higher vocational","164","0.418980320268404","0.370012810230157","0.467947830306651"
"Yes","2019","66 and older","higher education","512","0.363885063401327","0.339223289263593","0.388546837539061"
"No","2019","16-34 y.","in school","329","0.996504245808027","0.990145900432758","1.0028625911833"
"No","2019","16-34 y.","inadequately","99","0.94469523475348","0.901385717679506","0.988004751827453"
"No","2019","16-34 y.","general elemantary","815","0.952094973076002","0.937686845406752","0.966503100745252"
"No","2019","16-34 y.","middle vocational","2013","0.960644826563014","0.952286810801261","0.969002842324768"
"No","2019","16-34 y.","vocational + Abi","447","0.978191126464618","0.964858180935997","0.991524071993239"
"No","2019","16-34 y.","higher vocational","130","0.959570330477486","0.926344969495097","0.992795691459874"
"No","2019","16-34 y.","higher education","984","0.979870136239202","0.971200068240279","0.988540204238124"
"No","2019","35-65 y.","in school","","","",""
"No","2019","35-65 y.","inadequately","203","0.80798949849671","0.759066421210519","0.856912575782901"
"No","2019","35-65 y.","general elemantary","785","0.764718518990636","0.738700160315299","0.790736877665974"
"No","2019","35-65 y.","middle vocational","5093","0.764708904800831","0.754370644093576","0.775047165508086"
"No","2019","35-65 y.","vocational + Abi","1284","0.803755738251535","0.783939297434239","0.823572179068831"
"No","2019","35-65 y.","higher vocational","924","0.808933252936301","0.786181478095961","0.83168502777664"
"No","2019","35-65 y.","higher education","3936","0.864920706073185","0.854992248052119","0.874849164094251"
"No","2019","66 and older","in school","","","",""
"No","2019","66 and older","inadequately","19","","",""
"No","2019","66 and older","general elemantary","309","0.546807682095601","0.505466863981158","0.588148500210044"
"No","2019","66 and older","middle vocational","1514","0.57497825972679","0.555939901528801","0.59401661792478"
"No","2019","66 and older","vocational + Abi","96","0.529320278320881","0.454066770479604","0.604573786162158"
"No","2019","66 and older","higher vocational","226","0.581019679731596","0.532052169693349","0.629987189769843"
"No","2019","66 and older","higher education","950","0.636114936598673","0.611453162460939","0.660776710736407"
