"ple0021","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"No","2015","indirect migration background","East Germany","96","0.952733572164532","0.911751717952626","0.993715426376437","2"
"Yes","2015","no migration background","West Germany","2768","0.220624147989392","0.21383318926788","0.227415106710904","1"
"Yes","2015","no migration background","East Germany","1008","0.218654089941595","0.207072692721043","0.230235487162147","1"
"Yes","2015","direct migration background","West Germany","542","0.171079437852724","0.159447111732163","0.182711763973285","1"
"Yes","2015","direct migration background","East Germany","48","0.200670018260196","0.154967368582917","0.246372667937474","1"
"Yes","2015","indirect migration background","West Germany","77","0.0575712109625446","0.0458996395913807","0.0692427823337085","1"
"Yes","2015","indirect migration background","East Germany","7","","","","1"
"No","2016","no migration background","West Germany","","","","","2"
"No","2016","no migration background","East Germany","","","","","2"
"No","2016","direct migration background","West Germany","","","","","2"
"No","2016","direct migration background","East Germany","","","","","2"
"No","2016","indirect migration background","West Germany","","","","","2"
"No","2016","indirect migration background","East Germany","","","","","2"
"Yes","2016","no migration background","West Germany","","","","","1"
"Yes","2016","no migration background","East Germany","","","","","1"
"Yes","2016","direct migration background","West Germany","","","","","1"
"Yes","2016","direct migration background","East Germany","","","","","1"
"Yes","2016","indirect migration background","West Germany","","","","","1"
"Yes","2016","indirect migration background","East Germany","","","","","1"
"No","2017","no migration background","West Germany","12180","0.771085844956882","0.76440152666797","0.777770163245794","2"
"No","2017","no migration background","East Germany","4074","0.7739727132586","0.762565009492418","0.785380417024783","2"
"No","2017","direct migration background","West Germany","3713","0.804239474434947","0.792378520410679","0.816100428459215","2"
"No","2017","direct migration background","East Germany","311","0.853992270562881","0.817963470221947","0.890021070903814","2"
"No","2017","indirect migration background","West Germany","1498","0.939514738185446","0.927863243272799","0.951166233098092","2"
"No","2017","indirect migration background","East Germany","101","0.977598299461291","0.949558370140488","1.0056382287821","2"
"Yes","2017","no migration background","West Germany","2996","0.228914155043118","0.222229836754206","0.23559847333203","1"
"Yes","2017","no migration background","East Germany","1090","0.2260272867414","0.214619582975217","0.237434990507582","1"
"Yes","2017","direct migration background","West Germany","586","0.195760525565053","0.183899571540785","0.207621479589321","1"
"Yes","2017","direct migration background","East Germany","58","0.146007729437119","0.109978929096186","0.182036529778052","1"
"Yes","2017","indirect migration background","West Germany","110","0.0604852618145544","0.0488337669019079","0.0721367567272009","1"
"Yes","2017","indirect migration background","East Germany","6","","","","1"
"No","2018","no migration background","West Germany","","","","","2"
"No","2018","no migration background","East Germany","","","","","2"
"No","2018","direct migration background","West Germany","","","","","2"
"No","2018","direct migration background","East Germany","","","","","2"
"No","2018","indirect migration background","West Germany","","","","","2"
"No","2018","indirect migration background","East Germany","","","","","2"
"Yes","2018","no migration background","West Germany","","","","","1"
"Yes","2018","no migration background","East Germany","","","","","1"
"Yes","2018","direct migration background","West Germany","","","","","1"
"Yes","2018","direct migration background","East Germany","","","","","1"
"Yes","2018","indirect migration background","West Germany","","","","","1"
"Yes","2018","indirect migration background","East Germany","","","","","1"
"No","2019","no migration background","West Germany","11923","0.769249825005988","0.7625256695766","0.775973980435375","2"
"No","2019","no migration background","East Germany","4039","0.761257301582452","0.749624184160331","0.772890419004573","2"
"No","2019","direct migration background","West Germany","2992","0.799834028077041","0.786699532846609","0.812968523307472","2"
"No","2019","direct migration background","East Germany","253","0.919813311915851","0.88860986438117","0.951016759450532","2"
"No","2019","indirect migration background","West Germany","1441","0.935775025538333","0.923656228406697","0.947893822669969","2"
"No","2019","indirect migration background","East Germany","124","0.971488978468388","0.943204537562786","0.99977341937399","2"
"Yes","2019","no migration background","West Germany","3158","0.230750174994012","0.224026019564625","0.2374743304234","1"
"Yes","2019","no migration background","East Germany","1120","0.238742698417548","0.227109580995427","0.250375815839669","1"
"Yes","2019","direct migration background","West Germany","573","0.200165971922959","0.187031476692527","0.213300467153391","1"
"Yes","2019","direct migration background","East Germany","38","0.0801866880841487","0.0489832405494676","0.11139013561883","1"
"Yes","2019","indirect migration background","East Germany","9","","","","1"
"Yes","2019","indirect migration background","West Germany","131","0.0642249744616669","0.0521061773300313","0.0763437715933026","1"
