"ple0021","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2012","indirect migration background","(1b) general elementary school","","","",""
"Yes","2012","indirect migration background","(1c) basic vocational qualification","","","",""
"Yes","2012","indirect migration background","(2b) intermediate general qualification","","","",""
"Yes","2012","indirect migration background","(2a) intermediate vocational","","","",""
"Yes","2012","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2012","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2012","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","2012","indirect migration background","(3b) higher tertiary education","","","",""
"Yes","2013","no migration background","(0) in school","4","","",""
"Yes","2013","no migration background","(1a) inadequately completed","27","","",""
"Yes","2013","no migration background","(1b) general elementary school","392","1","1","1"
"Yes","2013","no migration background","(1c) basic vocational qualification","1297","1","1","1"
"Yes","2013","no migration background","(2b) intermediate general qualification","65","1","1","1"
"Yes","2013","no migration background","(2a) intermediate vocational","832","1","1","1"
"Yes","2013","no migration background","(2c_gen) general maturity certificate","31","1","1","1"
"Yes","2013","no migration background","(2c_voc) vocational maturity certificate","186","1","1","1"
"Yes","2013","no migration background","(3a) lower tertiary education","317","1","1","1"
"Yes","2013","no migration background","(3b) higher tertiary education","377","1","1","1"
"Yes","2013","direct migration background","(0) in school","1","","",""
"Yes","2013","direct migration background","(1a) inadequately completed","26","","",""
"Yes","2013","direct migration background","(1b) general elementary school","77","1","1","1"
"Yes","2013","direct migration background","(1c) basic vocational qualification","99","1","1","1"
"Yes","2013","direct migration background","(2b) intermediate general qualification","3","","",""
"Yes","2013","direct migration background","(2a) intermediate vocational","16","","",""
"Yes","2013","direct migration background","(2c_gen) general maturity certificate","16","","",""
"Yes","2013","direct migration background","(2c_voc) vocational maturity certificate","50","1","1","1"
"Yes","2013","direct migration background","(3a) lower tertiary education","9","","",""
"Yes","2013","direct migration background","(3b) higher tertiary education","55","1","1","1"
"Yes","2013","indirect migration background","(0) in school","","","",""
"Yes","2013","indirect migration background","(1a) inadequately completed","2","","",""
"Yes","2013","indirect migration background","(1b) general elementary school","3","","",""
"Yes","2013","indirect migration background","(1c) basic vocational qualification","11","","",""
"Yes","2013","indirect migration background","(2b) intermediate general qualification","1","","",""
"Yes","2013","indirect migration background","(2a) intermediate vocational","11","","",""
"Yes","2013","indirect migration background","(2c_gen) general maturity certificate","2","","",""
"Yes","2013","indirect migration background","(2c_voc) vocational maturity certificate","1","","",""
"Yes","2013","indirect migration background","(3a) lower tertiary education","4","","",""
"Yes","2013","indirect migration background","(3b) higher tertiary education","7","","",""
"Yes","2014","no migration background","(0) in school","","","",""
"Yes","2014","no migration background","(1a) inadequately completed","","","",""
"Yes","2014","no migration background","(1b) general elementary school","","","",""
"Yes","2014","no migration background","(1c) basic vocational qualification","","","",""
"Yes","2014","no migration background","(2b) intermediate general qualification","","","",""
"Yes","2014","no migration background","(2a) intermediate vocational","","","",""
"Yes","2014","no migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2014","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2014","no migration background","(3a) lower tertiary education","","","",""
"Yes","2014","no migration background","(3b) higher tertiary education","","","",""
"Yes","2014","direct migration background","(0) in school","","","",""
"Yes","2014","direct migration background","(1a) inadequately completed","","","",""
"Yes","2014","direct migration background","(1b) general elementary school","","","",""
"Yes","2014","direct migration background","(1c) basic vocational qualification","","","",""
"Yes","2014","direct migration background","(2b) intermediate general qualification","","","",""
"Yes","2014","direct migration background","(2a) intermediate vocational","","","",""
"Yes","2014","direct migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2014","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2014","direct migration background","(3a) lower tertiary education","","","",""
"Yes","2014","direct migration background","(3b) higher tertiary education","","","",""
"Yes","2014","indirect migration background","(0) in school","","","",""
"Yes","2014","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2014","indirect migration background","(1b) general elementary school","","","",""
"Yes","2014","indirect migration background","(1c) basic vocational qualification","","","",""
"Yes","2014","indirect migration background","(2b) intermediate general qualification","","","",""
"Yes","2014","indirect migration background","(2a) intermediate vocational","","","",""
"Yes","2014","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2014","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2014","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","2014","indirect migration background","(3b) higher tertiary education","","","",""
"Yes","2015","no migration background","(0) in school","2","","",""
"Yes","2015","no migration background","(1a) inadequately completed","37","1","1","1"
"Yes","2015","no migration background","(1b) general elementary school","366","1","1","1"
"Yes","2015","no migration background","(1c) basic vocational qualification","1232","1","1","1"
"Yes","2015","no migration background","(2b) intermediate general qualification","73","1","1","1"
"Yes","2015","no migration background","(2a) intermediate vocational","994","1","1","1"
"Yes","2015","no migration background","(2c_gen) general maturity certificate","42","1","1","1"
"Yes","2015","no migration background","(2c_voc) vocational maturity certificate","232","1","1","1"
"Yes","2015","no migration background","(3a) lower tertiary education","349","1","1","1"
"Yes","2015","no migration background","(3b) higher tertiary education","422","1","1","1"
"Yes","2015","direct migration background","(0) in school","","","",""
"Yes","2015","direct migration background","(1a) inadequately completed","44","1","1","1"
"Yes","2015","direct migration background","(1b) general elementary school","116","1","1","1"
"Yes","2015","direct migration background","(1c) basic vocational qualification","149","1","1","1"
"Yes","2015","direct migration background","(2b) intermediate general qualification","5","","",""
"Yes","2015","direct migration background","(2a) intermediate vocational","22","","",""
"Yes","2015","direct migration background","(2c_gen) general maturity certificate","31","1","1","1"
"Yes","2015","direct migration background","(2c_voc) vocational maturity certificate","97","1","1","1"
"Yes","2015","direct migration background","(3a) lower tertiary education","7","","",""
"Yes","2015","direct migration background","(3b) higher tertiary education","101","1","1","1"
"Yes","2015","indirect migration background","(0) in school","2","","",""
"Yes","2015","indirect migration background","(1a) inadequately completed","2","","",""
"Yes","2015","indirect migration background","(1b) general elementary school","6","","",""
"Yes","2015","indirect migration background","(1c) basic vocational qualification","17","","",""
"Yes","2015","indirect migration background","(2b) intermediate general qualification","8","","",""
"Yes","2015","indirect migration background","(2a) intermediate vocational","22","","",""
"Yes","2015","indirect migration background","(2c_gen) general maturity certificate","4","","",""
"Yes","2015","indirect migration background","(2c_voc) vocational maturity certificate","8","","",""
"Yes","2015","indirect migration background","(3a) lower tertiary education","3","","",""
"Yes","2015","indirect migration background","(3b) higher tertiary education","11","","",""
"Yes","2016","no migration background","(0) in school","","","",""
"Yes","2016","no migration background","(1a) inadequately completed","","","",""
"Yes","2016","no migration background","(1b) general elementary school","","","",""
"Yes","2016","no migration background","(1c) basic vocational qualification","","","",""
"Yes","2016","no migration background","(2b) intermediate general qualification","","","",""
"Yes","2016","no migration background","(2a) intermediate vocational","","","",""
"Yes","2016","no migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2016","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2016","no migration background","(3a) lower tertiary education","","","",""
"Yes","2016","no migration background","(3b) higher tertiary education","","","",""
"Yes","2016","direct migration background","(0) in school","","","",""
"Yes","2016","direct migration background","(1a) inadequately completed","","","",""
"Yes","2016","direct migration background","(1b) general elementary school","","","",""
"Yes","2016","direct migration background","(1c) basic vocational qualification","","","",""
"Yes","2016","direct migration background","(2b) intermediate general qualification","","","",""
"Yes","2016","direct migration background","(2a) intermediate vocational","","","",""
"Yes","2016","direct migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2016","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2016","direct migration background","(3a) lower tertiary education","","","",""
"Yes","2016","direct migration background","(3b) higher tertiary education","","","",""
"Yes","2016","indirect migration background","(0) in school","","","",""
"Yes","2016","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2016","indirect migration background","(1b) general elementary school","","","",""
"Yes","2016","indirect migration background","(1c) basic vocational qualification","","","",""
"Yes","2016","indirect migration background","(2b) intermediate general qualification","","","",""
"Yes","2016","indirect migration background","(2a) intermediate vocational","","","",""
"Yes","2016","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2016","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2016","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","2016","indirect migration background","(3b) higher tertiary education","","","",""
"Yes","2017","no migration background","(0) in school","6","","",""
"Yes","2017","no migration background","(1a) inadequately completed","40","1","1","1"
"Yes","2017","no migration background","(1b) general elementary school","347","1","1","1"
"Yes","2017","no migration background","(1c) basic vocational qualification","1295","1","1","1"
"Yes","2017","no migration background","(2b) intermediate general qualification","90","1","1","1"
"Yes","2017","no migration background","(2a) intermediate vocational","1152","1","1","1"
"Yes","2017","no migration background","(2c_gen) general maturity certificate","52","1","1","1"
"Yes","2017","no migration background","(2c_voc) vocational maturity certificate","249","1","1","1"
"Yes","2017","no migration background","(3a) lower tertiary education","345","1","1","1"
"Yes","2017","no migration background","(3b) higher tertiary education","484","1","1","1"
"Yes","2017","direct migration background","(0) in school","1","","",""
"Yes","2017","direct migration background","(1a) inadequately completed","50","1","1","1"
"Yes","2017","direct migration background","(1b) general elementary school","109","1","1","1"
"Yes","2017","direct migration background","(1c) basic vocational qualification","155","1","1","1"
"Yes","2017","direct migration background","(2b) intermediate general qualification","9","","",""
"Yes","2017","direct migration background","(2a) intermediate vocational","26","","",""
"Yes","2017","direct migration background","(2c_gen) general maturity certificate","32","1","1","1"
"Yes","2017","direct migration background","(2c_voc) vocational maturity certificate","116","1","1","1"
"Yes","2017","direct migration background","(3a) lower tertiary education","12","","",""
"Yes","2017","direct migration background","(3b) higher tertiary education","111","1","1","1"
"Yes","2017","indirect migration background","(0) in school","","","",""
"Yes","2017","indirect migration background","(1a) inadequately completed","4","","",""
"Yes","2017","indirect migration background","(1b) general elementary school","10","","",""
"Yes","2017","indirect migration background","(1c) basic vocational qualification","26","","",""
"Yes","2017","indirect migration background","(2b) intermediate general qualification","8","","",""
"Yes","2017","indirect migration background","(2a) intermediate vocational","31","1","1","1"
"Yes","2017","indirect migration background","(2c_gen) general maturity certificate","5","","",""
"Yes","2017","indirect migration background","(2c_voc) vocational maturity certificate","13","","",""
"Yes","2017","indirect migration background","(3a) lower tertiary education","7","","",""
"Yes","2017","indirect migration background","(3b) higher tertiary education","9","","",""
"Yes","2018","no migration background","(0) in school","","","",""
"Yes","2018","no migration background","(1a) inadequately completed","","","",""
"Yes","2018","no migration background","(1b) general elementary school","","","",""
"Yes","2018","no migration background","(1c) basic vocational qualification","","","",""
"Yes","2018","no migration background","(2b) intermediate general qualification","","","",""
"Yes","2018","no migration background","(2a) intermediate vocational","","","",""
"Yes","2018","no migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2018","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2018","no migration background","(3a) lower tertiary education","","","",""
"Yes","2018","no migration background","(3b) higher tertiary education","","","",""
"Yes","2018","direct migration background","(0) in school","","","",""
"Yes","2018","direct migration background","(1a) inadequately completed","","","",""
"Yes","2018","direct migration background","(1b) general elementary school","","","",""
"Yes","2018","direct migration background","(1c) basic vocational qualification","","","",""
"Yes","2018","direct migration background","(2b) intermediate general qualification","","","",""
"Yes","2018","direct migration background","(2a) intermediate vocational","","","",""
"Yes","2018","direct migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2018","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2018","direct migration background","(3a) lower tertiary education","","","",""
"Yes","2018","direct migration background","(3b) higher tertiary education","","","",""
"Yes","2018","indirect migration background","(0) in school","","","",""
"Yes","2018","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2018","indirect migration background","(1b) general elementary school","","","",""
"Yes","2018","indirect migration background","(1c) basic vocational qualification","","","",""
"Yes","2018","indirect migration background","(2b) intermediate general qualification","","","",""
"Yes","2018","indirect migration background","(2a) intermediate vocational","","","",""
"Yes","2018","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2018","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2018","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","2018","indirect migration background","(3b) higher tertiary education","","","",""
"Yes","2019","no migration background","(0) in school","2","","",""
"Yes","2019","no migration background","(1a) inadequately completed","42","1","1","1"
"Yes","2019","no migration background","(1b) general elementary school","313","1","1","1"
"Yes","2019","no migration background","(1c) basic vocational qualification","1191","1","1","1"
"Yes","2019","no migration background","(2b) intermediate general qualification","86","1","1","1"
"Yes","2019","no migration background","(2a) intermediate vocational","1204","1","1","1"
"Yes","2019","no migration background","(2c_gen) general maturity certificate","83","1","1","1"
"Yes","2019","no migration background","(2c_voc) vocational maturity certificate","321","1","1","1"
"Yes","2019","no migration background","(3a) lower tertiary education","408","1","1","1"
"Yes","2019","no migration background","(3b) higher tertiary education","578","1","1","1"
"Yes","2019","direct migration background","(0) in school","","","",""
"Yes","2019","direct migration background","(1a) inadequately completed","39","1","1","1"
"Yes","2019","direct migration background","(1b) general elementary school","97","1","1","1"
"Yes","2019","direct migration background","(1c) basic vocational qualification","152","1","1","1"
"Yes","2019","direct migration background","(2b) intermediate general qualification","6","","",""
"Yes","2019","direct migration background","(2a) intermediate vocational","31","1","1","1"
"Yes","2019","direct migration background","(2c_gen) general maturity certificate","43","1","1","1"
"Yes","2019","direct migration background","(2c_voc) vocational maturity certificate","100","1","1","1"
"Yes","2019","direct migration background","(3a) lower tertiary education","9","","",""
"Yes","2019","direct migration background","(3b) higher tertiary education","123","1","1","1"
"Yes","2019","indirect migration background","(0) in school","","","",""
"Yes","2019","indirect migration background","(1a) inadequately completed","5","","",""
"Yes","2019","indirect migration background","(1b) general elementary school","11","","",""
"Yes","2019","indirect migration background","(1c) basic vocational qualification","31","1","1","1"
"Yes","2019","indirect migration background","(2b) intermediate general qualification","6","","",""
"Yes","2019","indirect migration background","(2a) intermediate vocational","26","","",""
"Yes","2019","indirect migration background","(2c_gen) general maturity certificate","7","","",""
"Yes","2019","indirect migration background","(2c_voc) vocational maturity certificate","17","","",""
"Yes","2019","indirect migration background","(3a) lower tertiary education","12","","",""
"Yes","2019","indirect migration background","(3b) higher tertiary education","23","","",""
