"ple0021","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Yes","2016","16-34 y.","Couple + C. GT 16 ","","","","","1"
"Yes","2016","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","2016","35-65 y.","1-pers.-HH","","","","","1"
"Yes","2016","35-65 y.","(Married) couple without C. ","","","","","1"
"Yes","2016","35-65 y.","Single parent ","","","","","1"
"Yes","2016","35-65 y.","Couple + C. LE 16 ","","","","","1"
"Yes","2016","35-65 y.","Couple + C. GT 16 ","","","","","1"
"Yes","2016","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","2016","66 and older","1-pers.-HH","","","","","1"
"Yes","2016","66 and older","(Married) couple without C. ","","","","","1"
"Yes","2016","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2016","66 and older","Single parent ","","","","","1"
"Yes","2016","66 and older","Couple + C. LE and GT 16","","","","","1"
"Yes","2016","66 and older","Couple + C. GT 16 ","","","","","1"
"No","2017","16-34 y.","1-pers.-HH","836","0.966525157625986","0.9545452078672","0.978505107384771","2"
"No","2017","16-34 y.","(Married) couple without C. ","1050","0.965726664690608","0.954891409129592","0.976561920251624","2"
"No","2017","16-34 y.","Single parent ","797","0.962538725863592","0.949517932680808","0.975559519046375","2"
"No","2017","16-34 y.","Couple + C. LE 16 ","1292","0.969997748232574","0.96084329385068","0.979152202614468","2"
"No","2017","16-34 y.","Couple + C. GT 16 ","1074","0.966836397804044","0.956244975972849","0.97742781963524","2"
"No","2017","16-34 y.","Couple + C. LE and GT 16","702","0.989668199786812","0.98222503248134","0.997111367092284","2"
"No","2017","35-65 y.","1-pers.-HH","1307","0.771895232309668","0.751989521467751","0.791800943151585","2"
"No","2017","35-65 y.","(Married) couple without C. ","2904","0.742624332088617","0.728908658340276","0.756340005836958","2"
"No","2017","35-65 y.","Single parent ","1098","0.810868508884369","0.790024781388119","0.831712236380619","2"
"No","2017","35-65 y.","Couple + C. LE 16 ","4274","0.928926461629097","0.921514044913209","0.936338878344984","2"
"No","2017","35-65 y.","Couple + C. GT 16 ","1573","0.790291559278209","0.772310020239266","0.808273098317153","2"
"No","2017","35-65 y.","Couple + C. LE and GT 16","1341","0.882515111496368","0.866412194177801","0.898618028814935","2"
"No","2017","66 and older","1-pers.-HH","745","0.527900780209088","0.501552106995644","0.554249453422532","2"
"No","2017","66 and older","(Married) couple without C. ","2052","0.603856242695647","0.587097762444114","0.620614722947179","2"
"No","2017","66 and older","Single parent ","37","0.58398307142119","0.469332942538656","0.698633200303723","2"
"No","2017","66 and older","Couple + C. LE 16 ","5","","","","2"
"No","2017","66 and older","Couple + C. GT 16 ","124","0.627402491120769","0.56089153899983","0.693913443241709","2"
"No","2017","66 and older","Couple + C. LE and GT 16","1","","","","2"
"Yes","2017","16-34 y.","Single parent ","20","","","","1"
"Yes","2017","16-34 y.","Couple + C. LE 16 ","42","0.0300022517674262","0.0208477973855324","0.0391567061493199","1"
"Yes","2017","16-34 y.","1-pers.-HH","30","0.0334748423740142","0.0214948926152286","0.0454547921327997","1"
"Yes","2017","16-34 y.","(Married) couple without C. ","33","0.0342733353093922","0.0234380797483763","0.0451085908704081","1"
"Yes","2017","16-34 y.","Couple + C. GT 16 ","24","","","","1"
"Yes","2017","16-34 y.","Couple + C. LE and GT 16","7","","","","1"
"Yes","2017","35-65 y.","1-pers.-HH","400","0.228104767690332","0.208199056848415","0.248010478532249","1"
"Yes","2017","35-65 y.","(Married) couple without C. ","999","0.257375667911383","0.243659994163042","0.271091341659724","1"
"Yes","2017","35-65 y.","Single parent ","258","0.189131491115631","0.168287763619381","0.209975218611881","1"
"Yes","2017","35-65 y.","Couple + C. LE 16 ","342","0.0710735383709034","0.0636611216550157","0.0784859550867911","1"
"Yes","2017","35-65 y.","Couple + C. GT 16 ","396","0.209708440721791","0.191726901682847","0.227689979760734","1"
"Yes","2017","35-65 y.","Couple + C. LE and GT 16","195","0.117484888503632","0.101381971185065","0.133587805822199","1"
"Yes","2017","66 and older","1-pers.-HH","634","0.472099219790912","0.445750546577468","0.498447893004356","1"
"Yes","2017","66 and older","Couple + C. LE 16 ","2","","","","1"
"Yes","2017","66 and older","(Married) couple without C. ","1220","0.396143757304353","0.379385277052821","0.412902237555886","1"
"Yes","2017","66 and older","Single parent ","34","0.41601692857881","0.301366799696277","0.530667057461344","1"
"Yes","2017","66 and older","Couple + C. GT 16 ","79","0.372597508879231","0.306086556758291","0.43910846100017","1"
"Yes","2017","66 and older","Couple + C. LE and GT 16","1","","","","1"
"No","2018","16-34 y.","1-pers.-HH","","","","","2"
"No","2018","16-34 y.","(Married) couple without C. ","","","","","2"
"No","2018","16-34 y.","Single parent ","","","","","2"
"No","2018","16-34 y.","Couple + C. LE 16 ","","","","","2"
"No","2018","16-34 y.","Couple + C. GT 16 ","","","","","2"
"No","2018","16-34 y.","Couple + C. LE and GT 16","","","","","2"
"No","2018","35-65 y.","1-pers.-HH","","","","","2"
"No","2018","35-65 y.","(Married) couple without C. ","","","","","2"
"No","2018","35-65 y.","Single parent ","","","","","2"
"No","2018","35-65 y.","Couple + C. LE 16 ","","","","","2"
"No","2018","35-65 y.","Couple + C. GT 16 ","","","","","2"
"No","2018","35-65 y.","Couple + C. LE and GT 16","","","","","2"
"No","2018","66 and older","1-pers.-HH","","","","","2"
"No","2018","66 and older","(Married) couple without C. ","","","","","2"
"No","2018","66 and older","Single parent ","","","","","2"
"No","2018","66 and older","Couple + C. LE 16 ","","","","","2"
"No","2018","66 and older","Couple + C. GT 16 ","","","","","2"
"No","2018","66 and older","Couple + C. LE and GT 16","","","","","2"
"Yes","2018","16-34 y.","Single parent ","","","","","1"
"Yes","2018","16-34 y.","Couple + C. LE 16 ","","","","","1"
"Yes","2018","35-65 y.","1-pers.-HH","","","","","1"
"Yes","2018","35-65 y.","(Married) couple without C. ","","","","","1"
"Yes","2018","16-34 y.","1-pers.-HH","","","","","1"
"Yes","2018","16-34 y.","(Married) couple without C. ","","","","","1"
"Yes","2018","16-34 y.","Couple + C. GT 16 ","","","","","1"
"Yes","2018","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","2018","35-65 y.","Single parent ","","","","","1"
"Yes","2018","35-65 y.","Couple + C. LE 16 ","","","","","1"
"Yes","2018","35-65 y.","Couple + C. GT 16 ","","","","","1"
"Yes","2018","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","2018","66 and older","1-pers.-HH","","","","","1"
"Yes","2018","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2018","66 and older","(Married) couple without C. ","","","","","1"
"Yes","2018","66 and older","Single parent ","","","","","1"
"Yes","2018","66 and older","Couple + C. LE and GT 16","","","","","1"
"Yes","2018","66 and older","Couple + C. GT 16 ","","","","","1"
"No","2019","16-34 y.","1-pers.-HH","829","0.960404464066181","0.947363739960128","0.973445188172235","2"
"No","2019","16-34 y.","(Married) couple without C. ","967","0.965102918380219","0.953751173984443","0.976454662775995","2"
"No","2019","16-34 y.","Single parent ","725","0.980080396240866","0.97000650934248","0.990154283139251","2"
"No","2019","16-34 y.","Couple + C. LE 16 ","984","0.976332377060135","0.966980662628285","0.985684091491986","2"
"No","2019","16-34 y.","Couple + C. GT 16 ","877","0.962862555252362","0.950515202555733","0.975209907948991","2"
"No","2019","16-34 y.","Couple + C. LE and GT 16","670","0.990335459530284","0.982987676828437","0.997683242232131","2"
"No","2019","35-65 y.","1-pers.-HH","1468","0.76434890381902","0.745453692193573","0.783244115444467","2"
"No","2019","35-65 y.","(Married) couple without C. ","3135","0.746221914790653","0.732956405975334","0.759487423605971","2"
"No","2019","35-65 y.","Single parent ","1017","0.822526435955954","0.801362926109604","0.843689945802304","2"
"No","2019","35-65 y.","Couple + C. LE 16 ","3779","0.911630383133738","0.903027007427045","0.920233758840431","2"
"No","2019","35-65 y.","Couple + C. GT 16 ","1486","0.761326409707466","0.742047257690609","0.780605561724322","2"
"No","2019","35-65 y.","Couple + C. LE and GT 16","1297","0.878974143449977","0.862490572367462","0.895457714532493","2"
"No","2019","66 and older","1-pers.-HH","835","0.54898478910347","0.523495759426437","0.574473818780503","2"
"No","2019","66 and older","(Married) couple without C. ","2091","0.605106637076417","0.588714142996085","0.621499131156749","2"
"No","2019","66 and older","Single parent ","37","0.4482861750681","0.337920151391257","0.558652198744944","2"
"No","2019","66 and older","Couple + C. LE 16 ","5","","","","2"
"No","2019","66 and older","Couple + C. GT 16 ","127","0.652409516736078","0.586246448758298","0.718572584713859","2"
"No","2019","66 and older","Couple + C. LE and GT 16","2","","","","2"
"Yes","2019","16-34 y.","Single parent ","14","","","","1"
"Yes","2019","16-34 y.","Couple + C. LE 16 ","31","0.0236676229398646","0.0143159085080145","0.0330193373717148","1"
"Yes","2019","35-65 y.","1-pers.-HH","470","0.23565109618098","0.216755884555533","0.254546307806427","1"
"Yes","2019","35-65 y.","(Married) couple without C. ","999","0.253778085209347","0.240512576394029","0.267043594024666","1"
"Yes","2019","35-65 y.","Couple + C. GT 16 ","392","0.238673590292535","0.219394438275678","0.257952742309391","1"
"Yes","2019","35-65 y.","Couple + C. LE and GT 16","207","0.121025856550023","0.104542285467507","0.137509427632538","1"
"Yes","2019","66 and older","1-pers.-HH","629","0.45101521089653","0.425526181219497","0.476504240573563","1"
"Yes","2019","16-34 y.","1-pers.-HH","30","0.0395955359338186","0.0265548118277655","0.0526362600398718","1"
"Yes","2019","16-34 y.","(Married) couple without C. ","37","0.0348970816197808","0.0235453372240052","0.0462488260155565","1"
"Yes","2019","66 and older","Couple + C. LE 16 ","3","","","","1"
"Yes","2019","16-34 y.","Couple + C. GT 16 ","24","","","","1"
"Yes","2019","16-34 y.","Couple + C. LE and GT 16","11","","","","1"
"Yes","2019","35-65 y.","Single parent ","235","0.177473564044046","0.156310054197696","0.198637073890396","1"
"Yes","2019","35-65 y.","Couple + C. LE 16 ","402","0.0883696168662621","0.0797662411595687","0.0969729925729554","1"
"Yes","2019","66 and older","(Married) couple without C. ","1325","0.394893362923583","0.378500868843251","0.411285857003915","1"
"Yes","2019","66 and older","Single parent ","41","0.5517138249319","0.441347801255056","0.662079848608743","1"
"Yes","2019","66 and older","Couple + C. LE and GT 16","2","","","","1"
"Yes","2019","66 and older","Couple + C. GT 16 ","72","0.347590483263922","0.281427415286141","0.413753551241702","1"
