"ple0021","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2013","Saxony-Anhalt","Male","69","1","1","1"
"Yes","2013","Saxony-Anhalt","Female","97","1","1","1"
"Yes","2013","Thuringia","Male","60","1","1","1"
"Yes","2013","Thuringia","Female","90","1","1","1"
"Yes","2014","Schleswig-Holstein","Male","","","",""
"Yes","2014","Schleswig-Holstein","Female","","","",""
"Yes","2014","Hamburg","Male","","","",""
"Yes","2014","Hamburg","Female","","","",""
"Yes","2014","Lower Saxony","Male","","","",""
"Yes","2014","Lower Saxony","Female","","","",""
"Yes","2014","Bremen","Male","","","",""
"Yes","2014","Bremen","Female","","","",""
"Yes","2014","North Rhine-Westphalia","Male","","","",""
"Yes","2014","North Rhine-Westphalia","Female","","","",""
"Yes","2014","Hesse","Male","","","",""
"Yes","2014","Hesse","Female","","","",""
"Yes","2014","Rhineland-Palatinate,Saarland","Male","","","",""
"Yes","2014","Rhineland-Palatinate,Saarland","Female","","","",""
"Yes","2014","Baden-Württemberg","Male","","","",""
"Yes","2014","Baden-Württemberg","Female","","","",""
"Yes","2014","Bavaria","Male","","","",""
"Yes","2014","Bavaria","Female","","","",""
"Yes","2014","Berlin","Male","","","",""
"Yes","2014","Berlin","Female","","","",""
"Yes","2014","Brandenburg","Male","","","",""
"Yes","2014","Brandenburg","Female","","","",""
"Yes","2014","Mecklenburg-Western Pomerania","Male","","","",""
"Yes","2014","Mecklenburg-Western Pomerania","Female","","","",""
"Yes","2014","Saxony","Male","","","",""
"Yes","2014","Saxony","Female","","","",""
"Yes","2014","Saxony-Anhalt","Male","","","",""
"Yes","2014","Saxony-Anhalt","Female","","","",""
"Yes","2014","Thuringia","Male","","","",""
"Yes","2014","Thuringia","Female","","","",""
"Yes","2015","Schleswig-Holstein","Male","63","1","1","1"
"Yes","2015","Schleswig-Holstein","Female","87","1","1","1"
"Yes","2015","Hamburg","Male","27","","",""
"Yes","2015","Hamburg","Female","48","1","1","1"
"Yes","2015","Lower Saxony","Male","140","1","1","1"
"Yes","2015","Lower Saxony","Female","263","1","1","1"
"Yes","2015","Bremen","Male","8","","",""
"Yes","2015","Bremen","Female","19","","",""
"Yes","2015","North Rhine-Westphalia","Male","329","1","1","1"
"Yes","2015","North Rhine-Westphalia","Female","542","1","1","1"
"Yes","2015","Hesse","Male","111","1","1","1"
"Yes","2015","Hesse","Female","181","1","1","1"
"Yes","2015","Rhineland-Palatinate,Saarland","Male","121","1","1","1"
"Yes","2015","Rhineland-Palatinate,Saarland","Female","174","1","1","1"
"Yes","2015","Baden-Württemberg","Male","198","1","1","1"
"Yes","2015","Baden-Württemberg","Female","325","1","1","1"
"Yes","2015","Bavaria","Male","245","1","1","1"
"Yes","2015","Bavaria","Female","403","1","1","1"
"Yes","2015","Berlin","Male","73","1","1","1"
"Yes","2015","Berlin","Female","106","1","1","1"
"Yes","2015","Brandenburg","Male","88","1","1","1"
"Yes","2015","Brandenburg","Female","132","1","1","1"
"Yes","2015","Mecklenburg-Western Pomerania","Male","38","1","1","1"
"Yes","2015","Mecklenburg-Western Pomerania","Female","69","1","1","1"
"Yes","2015","Saxony","Male","119","1","1","1"
"Yes","2015","Saxony","Female","186","1","1","1"
"Yes","2015","Saxony-Anhalt","Male","70","1","1","1"
"Yes","2015","Saxony-Anhalt","Female","113","1","1","1"
"Yes","2015","Thuringia","Male","78","1","1","1"
"Yes","2015","Thuringia","Female","94","1","1","1"
"Yes","2016","Schleswig-Holstein","Male","","","",""
"Yes","2016","Schleswig-Holstein","Female","","","",""
"Yes","2016","Hamburg","Male","","","",""
"Yes","2016","Hamburg","Female","","","",""
"Yes","2016","Lower Saxony","Male","","","",""
"Yes","2016","Lower Saxony","Female","","","",""
"Yes","2016","Bremen","Male","","","",""
"Yes","2016","Bremen","Female","","","",""
"Yes","2016","North Rhine-Westphalia","Male","","","",""
"Yes","2016","North Rhine-Westphalia","Female","","","",""
"Yes","2016","Hesse","Male","","","",""
"Yes","2016","Hesse","Female","","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","Male","","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","Female","","","",""
"Yes","2016","Baden-Württemberg","Male","","","",""
"Yes","2016","Baden-Württemberg","Female","","","",""
"Yes","2016","Bavaria","Male","","","",""
"Yes","2016","Bavaria","Female","","","",""
"Yes","2016","Berlin","Male","","","",""
"Yes","2016","Berlin","Female","","","",""
"Yes","2016","Brandenburg","Male","","","",""
"Yes","2016","Brandenburg","Female","","","",""
"Yes","2016","Mecklenburg-Western Pomerania","Male","","","",""
"Yes","2016","Mecklenburg-Western Pomerania","Female","","","",""
"Yes","2016","Saxony","Male","","","",""
"Yes","2016","Saxony","Female","","","",""
"Yes","2016","Saxony-Anhalt","Male","","","",""
"Yes","2016","Saxony-Anhalt","Female","","","",""
"Yes","2016","Thuringia","Male","","","",""
"Yes","2016","Thuringia","Female","","","",""
"Yes","2017","Schleswig-Holstein","Male","61","1","1","1"
"Yes","2017","Schleswig-Holstein","Female","102","1","1","1"
"Yes","2017","Hamburg","Male","27","","",""
"Yes","2017","Hamburg","Female","45","1","1","1"
"Yes","2017","Lower Saxony","Male","179","1","1","1"
"Yes","2017","Lower Saxony","Female","293","1","1","1"
"Yes","2017","Bremen","Male","10","","",""
"Yes","2017","Bremen","Female","22","","",""
"Yes","2017","North Rhine-Westphalia","Male","377","1","1","1"
"Yes","2017","North Rhine-Westphalia","Female","598","1","1","1"
"Yes","2017","Hesse","Male","121","1","1","1"
"Yes","2017","Hesse","Female","185","1","1","1"
"Yes","2017","Rhineland-Palatinate,Saarland","Male","110","1","1","1"
"Yes","2017","Rhineland-Palatinate,Saarland","Female","167","1","1","1"
"Yes","2017","Baden-Württemberg","Male","210","1","1","1"
"Yes","2017","Baden-Württemberg","Female","328","1","1","1"
"Yes","2017","Bavaria","Male","302","1","1","1"
"Yes","2017","Bavaria","Female","439","1","1","1"
"Yes","2017","Berlin","Male","82","1","1","1"
"Yes","2017","Berlin","Female","114","1","1","1"
"Yes","2017","Brandenburg","Male","90","1","1","1"
"Yes","2017","Brandenburg","Female","149","1","1","1"
"Yes","2017","Mecklenburg-Western Pomerania","Male","41","1","1","1"
"Yes","2017","Mecklenburg-Western Pomerania","Female","74","1","1","1"
"Yes","2017","Saxony","Male","149","1","1","1"
"Yes","2017","Saxony","Female","181","1","1","1"
"Yes","2017","Saxony-Anhalt","Male","86","1","1","1"
"Yes","2017","Saxony-Anhalt","Female","105","1","1","1"
"Yes","2017","Thuringia","Male","88","1","1","1"
"Yes","2017","Thuringia","Female","111","1","1","1"
"Yes","2018","Schleswig-Holstein","Male","","","",""
"Yes","2018","Schleswig-Holstein","Female","","","",""
"Yes","2018","Hamburg","Male","","","",""
"Yes","2018","Hamburg","Female","","","",""
"Yes","2018","Lower Saxony","Male","","","",""
"Yes","2018","Lower Saxony","Female","","","",""
"Yes","2018","Bremen","Male","","","",""
"Yes","2018","Bremen","Female","","","",""
"Yes","2018","North Rhine-Westphalia","Male","","","",""
"Yes","2018","North Rhine-Westphalia","Female","","","",""
"Yes","2018","Hesse","Male","","","",""
"Yes","2018","Hesse","Female","","","",""
"Yes","2018","Rhineland-Palatinate,Saarland","Male","","","",""
"Yes","2018","Rhineland-Palatinate,Saarland","Female","","","",""
"Yes","2018","Baden-Württemberg","Male","","","",""
"Yes","2018","Baden-Württemberg","Female","","","",""
"Yes","2018","Bavaria","Male","","","",""
"Yes","2018","Bavaria","Female","","","",""
"Yes","2018","Berlin","Male","","","",""
"Yes","2018","Berlin","Female","","","",""
"Yes","2018","Brandenburg","Male","","","",""
"Yes","2018","Brandenburg","Female","","","",""
"Yes","2018","Mecklenburg-Western Pomerania","Male","","","",""
"Yes","2018","Mecklenburg-Western Pomerania","Female","","","",""
"Yes","2018","Saxony","Male","","","",""
"Yes","2018","Saxony","Female","","","",""
"Yes","2018","Saxony-Anhalt","Male","","","",""
"Yes","2018","Saxony-Anhalt","Female","","","",""
"Yes","2018","Thuringia","Male","","","",""
"Yes","2018","Thuringia","Female","","","",""
"Yes","2019","Schleswig-Holstein","Male","81","1","1","1"
"Yes","2019","Schleswig-Holstein","Female","112","1","1","1"
"Yes","2019","Hamburg","Male","44","1","1","1"
"Yes","2019","Hamburg","Female","42","1","1","1"
"Yes","2019","Lower Saxony","Male","192","1","1","1"
"Yes","2019","Lower Saxony","Female","291","1","1","1"
"Yes","2019","Bremen","Male","17","","",""
"Yes","2019","Bremen","Female","20","","",""
"Yes","2019","North Rhine-Westphalia","Male","408","1","1","1"
"Yes","2019","North Rhine-Westphalia","Female","605","1","1","1"
"Yes","2019","Hesse","Male","134","1","1","1"
"Yes","2019","Hesse","Female","202","1","1","1"
"Yes","2019","Rhineland-Palatinate,Saarland","Male","129","1","1","1"
"Yes","2019","Rhineland-Palatinate,Saarland","Female","174","1","1","1"
"Yes","2019","Baden-Württemberg","Male","241","1","1","1"
"Yes","2019","Baden-Württemberg","Female","321","1","1","1"
"Yes","2019","Bavaria","Male","312","1","1","1"
"Yes","2019","Bavaria","Female","429","1","1","1"
"Yes","2019","Berlin","Male","80","1","1","1"
"Yes","2019","Berlin","Female","115","1","1","1"
"Yes","2019","Brandenburg","Male","98","1","1","1"
"Yes","2019","Brandenburg","Female","146","1","1","1"
"Yes","2019","Mecklenburg-Western Pomerania","Male","50","1","1","1"
"Yes","2019","Mecklenburg-Western Pomerania","Female","81","1","1","1"
"Yes","2019","Saxony","Male","145","1","1","1"
"Yes","2019","Saxony","Female","172","1","1","1"
"Yes","2019","Saxony-Anhalt","Male","75","1","1","1"
"Yes","2019","Saxony-Anhalt","Female","117","1","1","1"
"Yes","2019","Thuringia","Male","87","1","1","1"
"Yes","2019","Thuringia","Female","119","1","1","1"
