"ple0021","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"No","2013","Couple + C. LE 16 ","Male","1208","0.903762519049305","0.887852876878878","0.919672161219732","2"
"No","2013","Couple + C. LE 16 ","Female","1356","0.929422456702541","0.916253385880222","0.94259152752486","2"
"Yes","2013","Single parent ","Male","26","","","","1"
"Yes","2013","Single parent ","Female","125","0.187619731122673","0.160600073297569","0.214639388947777","1"
"Yes","2013","Couple + C. LE 16 ","Male","112","0.0962374809506951","0.0803278387802679","0.112147123121122","1"
"Yes","2013","Couple + C. LE 16 ","Female","97","0.070577543297459","0.0574084724751398","0.0837466141197782","1"
"Yes","2013","Couple + C. GT 16 ","Male","169","0.115983720620525","0.099138294262036","0.132829146979015","1"
"Yes","2013","Couple + C. GT 16 ","Female","199","0.173428206012669","0.152405470506809","0.194450941518529","1"
"Yes","2013","Couple + C. LE and GT 16","Male","41","0.106880075068481","0.078174163028416","0.135585987108547","1"
"Yes","2013","Couple + C. LE and GT 16","Female","41","0.088814681251653","0.0638045693872801","0.113824793116026","1"
"Yes","2013","1-pers.-HH","Male","273","0.17593151024283","0.156319718195605","0.195543302290056","1"
"Yes","2013","1-pers.-HH","Female","706","0.353443378519477","0.332622512761203","0.374264244277752","1"
"Yes","2013","(Married) couple without C. ","Male","899","0.228482529748558","0.215133316390739","0.241831743106377","1"
"Yes","2013","(Married) couple without C. ","Female","1166","0.302258320016343","0.287761512744884","0.316755127287802","1"
"No","2014","1-pers.-HH","Male","","","","","2"
"No","2014","1-pers.-HH","Female","","","","","2"
"No","2014","Couple + C. GT 16 ","Male","","","","","2"
"No","2014","Couple + C. GT 16 ","Female","","","","","2"
"No","2014","Couple + C. LE and GT 16","Male","","","","","2"
"No","2014","Couple + C. LE and GT 16","Female","","","","","2"
"No","2014","(Married) couple without C. ","Male","","","","","2"
"No","2014","(Married) couple without C. ","Female","","","","","2"
"No","2014","Single parent ","Male","","","","","2"
"No","2014","Single parent ","Female","","","","","2"
"No","2014","Couple + C. LE 16 ","Male","","","","","2"
"No","2014","Couple + C. LE 16 ","Female","","","","","2"
"Yes","2014","Single parent ","Male","","","","","1"
"Yes","2014","Single parent ","Female","","","","","1"
"Yes","2014","Couple + C. LE 16 ","Male","","","","","1"
"Yes","2014","Couple + C. LE 16 ","Female","","","","","1"
"Yes","2014","Couple + C. GT 16 ","Male","","","","","1"
"Yes","2014","Couple + C. GT 16 ","Female","","","","","1"
"Yes","2014","Couple + C. LE and GT 16","Male","","","","","1"
"Yes","2014","Couple + C. LE and GT 16","Female","","","","","1"
"Yes","2014","1-pers.-HH","Female","","","","","1"
"Yes","2014","(Married) couple without C. ","Male","","","","","1"
"Yes","2014","(Married) couple without C. ","Female","","","","","1"
"Yes","2014","1-pers.-HH","Male","","","","","1"
"No","2015","1-pers.-HH","Male","1245","0.827061496467002","0.807941696229461","0.846181296704544","2"
"No","2015","1-pers.-HH","Female","1328","0.643551341015823","0.622659821740408","0.664442860291238","2"
"No","2015","(Married) couple without C. ","Male","2830","0.765749709939676","0.752141476673196","0.779357943206156","2"
"No","2015","(Married) couple without C. ","Female","2621","0.696945908453646","0.682297030366977","0.711594786540315","2"
"No","2015","Couple + C. GT 16 ","Male","1320","0.888200823904148","0.872253884321064","0.904147763487232","2"
"No","2015","Couple + C. GT 16 ","Female","1187","0.864312720025619","0.846399669219855","0.882225770831383","2"
"No","2015","Couple + C. LE and GT 16","Male","985","0.917527877885194","0.901022362093211","0.934033393677176","2"
"No","2015","Couple + C. LE and GT 16","Female","985","0.896188623710537","0.8780894852089","0.914287762212175","2"
"No","2015","Single parent ","Male","479","0.905213099119197","0.880298700573222","0.930127497665172","2"
"No","2015","Single parent ","Female","1528","0.84908376579169","0.832542232705836","0.865625298877544","2"
"No","2015","Couple + C. LE 16 ","Male","2673","0.92213257382785","0.912354579659421","0.931910567996279","2"
"No","2015","Couple + C. LE 16 ","Female","2980","0.928545223350156","0.919619197625744","0.937471249074568","2"
"Yes","2015","Single parent ","Male","52","0.0947869008808029","0.0698725023348278","0.119701299426778","1"
"Yes","2015","Single parent ","Female","271","0.15091623420831","0.134374701122456","0.167457767294164","1"
"Yes","2015","Couple + C. LE 16 ","Male","212","0.0778674261721499","0.0680894320037212","0.0876454203405785","1"
"Yes","2015","Couple + C. LE 16 ","Female","219","0.0714547766498441","0.0625287509254317","0.0803808023742565","1"
"Yes","2015","1-pers.-HH","Male","258","0.172938503532998","0.153818703295456","0.19205830377054","1"
"Yes","2015","1-pers.-HH","Female","691","0.356448658984177","0.335557139708762","0.377340178259592","1"
"Yes","2015","(Married) couple without C. ","Male","891","0.234250290060324","0.220642056793844","0.247858523326804","1"
"Yes","2015","(Married) couple without C. ","Female","1160","0.303054091546354","0.288405213459685","0.317702969633023","1"
"Yes","2015","Couple + C. GT 16 ","Male","180","0.111799176095852","0.0958522365127679","0.127746115678936","1"
"Yes","2015","Couple + C. GT 16 ","Female","217","0.135687279974381","0.117774229168616","0.153600330780145","1"
"Yes","2015","Couple + C. LE and GT 16","Male","82","0.082472122114806","0.0659666063228236","0.0989776379067885","1"
"Yes","2015","Couple + C. LE and GT 16","Female","106","0.103811376289463","0.0857122377878251","0.1219105147911","1"
"No","2016","Couple + C. LE and GT 16","Female","","","","","2"
"No","2016","Couple + C. GT 16 ","Male","","","","","2"
"No","2016","Couple + C. GT 16 ","Female","","","","","2"
"No","2016","Couple + C. LE and GT 16","Male","","","","","2"
"No","2016","1-pers.-HH","Male","","","","","2"
"No","2016","1-pers.-HH","Female","","","","","2"
"No","2016","(Married) couple without C. ","Male","","","","","2"
"No","2016","(Married) couple without C. ","Female","","","","","2"
"No","2016","Single parent ","Male","","","","","2"
"No","2016","Single parent ","Female","","","","","2"
"No","2016","Couple + C. LE 16 ","Male","","","","","2"
"No","2016","Couple + C. LE 16 ","Female","","","","","2"
"Yes","2016","Single parent ","Male","","","","","1"
"Yes","2016","Single parent ","Female","","","","","1"
"Yes","2016","Couple + C. LE 16 ","Male","","","","","1"
"Yes","2016","Couple + C. LE 16 ","Female","","","","","1"
"Yes","2016","Couple + C. GT 16 ","Male","","","","","1"
"Yes","2016","Couple + C. GT 16 ","Female","","","","","1"
"Yes","2016","1-pers.-HH","Male","","","","","1"
"Yes","2016","1-pers.-HH","Female","","","","","1"
"Yes","2016","(Married) couple without C. ","Male","","","","","1"
"Yes","2016","(Married) couple without C. ","Female","","","","","1"
"Yes","2016","Couple + C. LE and GT 16","Male","","","","","1"
"Yes","2016","Couple + C. LE and GT 16","Female","","","","","1"
"No","2017","Couple + C. GT 16 ","Male","1435","0.866551064052716","0.850260917111255","0.882841210994178","2"
"No","2017","Couple + C. GT 16 ","Female","1336","0.817157896116265","0.79819421065847","0.836121581574061","2"
"No","2017","Couple + C. LE and GT 16","Male","1005","0.922273430012803","0.906465613223474","0.938081246802132","2"
"No","2017","Couple + C. LE and GT 16","Female","1039","0.91067416341759","0.894153959583344","0.927194367251836","2"
"No","2017","1-pers.-HH","Male","1422","0.815121566277596","0.796818218133818","0.833424914421374","2"
"No","2017","1-pers.-HH","Female","1466","0.638539986448508","0.618573351434817","0.658506621462198","2"
"No","2017","(Married) couple without C. ","Male","3098","0.754941237029548","0.74176416525967","0.768118308799426","2"
"No","2017","(Married) couple without C. ","Female","2908","0.687812803977199","0.673739915055947","0.70188569289845","2"
"No","2017","Single parent ","Male","511","0.910819196396996","0.887171830576691","0.934466562217302","2"
"No","2017","Single parent ","Female","1421","0.837768087197609","0.820170652724028","0.855365521671189","2"
"No","2017","Couple + C. LE 16 ","Male","2603","0.931257185248581","0.92189219002718","0.940622180469981","2"
"No","2017","Couple + C. LE 16 ","Female","2968","0.946522566291155","0.938669543263667","0.954375589318644","2"
"Yes","2017","Single parent ","Male","47","0.0891808036030035","0.0655334377826984","0.112828169423309","1"
"Yes","2017","Single parent ","Female","265","0.162231912802391","0.144634478328811","0.179829347275971","1"
"Yes","2017","Couple + C. LE 16 ","Male","201","0.0687428147514195","0.0593778195300187","0.0781078099728203","1"
"Yes","2017","Couple + C. LE 16 ","Female","185","0.0534774337088445","0.0456244106813559","0.061330456736333","1"
"Yes","2017","Couple + C. GT 16 ","Female","260","0.182842103883735","0.163878418425939","0.20180578934153","1"
"Yes","2017","Couple + C. GT 16 ","Male","239","0.133448935947284","0.117158789005822","0.149739082888745","1"
"Yes","2017","Couple + C. LE and GT 16","Male","97","0.0777265699871974","0.0619187531978684","0.0935343867765264","1"
"Yes","2017","Couple + C. LE and GT 16","Female","106","0.0893258365824103","0.0728056327481644","0.105846040416656","1"
"Yes","2017","1-pers.-HH","Female","758","0.361460013551493","0.341493378537802","0.381426648565183","1"
"Yes","2017","(Married) couple without C. ","Male","995","0.245058762970452","0.231881691200574","0.25823583474033","1"
"Yes","2017","(Married) couple without C. ","Female","1257","0.312187196022801","0.29811430710155","0.326260084944053","1"
"Yes","2017","1-pers.-HH","Male","306","0.184878433722404","0.166575085578626","0.203181781866182","1"
"No","2018","1-pers.-HH","Male","","","","","2"
"No","2018","1-pers.-HH","Female","","","","","2"
"No","2018","(Married) couple without C. ","Male","","","","","2"
"No","2018","(Married) couple without C. ","Female","","","","","2"
"No","2018","Single parent ","Male","","","","","2"
"No","2018","Single parent ","Female","","","","","2"
"No","2018","Couple + C. LE 16 ","Male","","","","","2"
"No","2018","Couple + C. LE 16 ","Female","","","","","2"
"No","2018","Couple + C. GT 16 ","Male","","","","","2"
"No","2018","Couple + C. GT 16 ","Female","","","","","2"
"No","2018","Couple + C. LE and GT 16","Male","","","","","2"
"No","2018","Couple + C. LE and GT 16","Female","","","","","2"
"Yes","2018","Single parent ","Male","","","","","1"
"Yes","2018","Single parent ","Female","","","","","1"
"Yes","2018","Couple + C. LE 16 ","Male","","","","","1"
"Yes","2018","Couple + C. LE 16 ","Female","","","","","1"
"Yes","2018","Couple + C. LE and GT 16","Female","","","","","1"
"Yes","2018","Couple + C. GT 16 ","Female","","","","","1"
"Yes","2018","Couple + C. LE and GT 16","Male","","","","","1"
"Yes","2018","Couple + C. GT 16 ","Male","","","","","1"
"Yes","2018","1-pers.-HH","Male","","","","","1"
"Yes","2018","1-pers.-HH","Female","","","","","1"
"Yes","2018","(Married) couple without C. ","Female","","","","","1"
"Yes","2018","(Married) couple without C. ","Male","","","","","1"
"No","2019","1-pers.-HH","Male","1577","0.811498198528573","0.794094211193042","0.828902185864104","2"
"No","2019","1-pers.-HH","Female","1550","0.63881839735327","0.619251403383598","0.658385391322941","2"
"No","2019","(Married) couple without C. ","Male","3293","0.762802379958533","0.750187940422085","0.775416819494981","2"
"No","2019","(Married) couple without C. ","Female","2899","0.685560406119514","0.671493718702515","0.699627093536512","2"
"No","2019","Single parent ","Male","532","0.930308932971287","0.909568827447089","0.951049038495485","2"
"No","2019","Single parent ","Female","1247","0.83461673867714","0.815745949475786","0.853487527878494","2"
"No","2019","Couple + C. LE 16 ","Male","2302","0.911887315924579","0.900870281314214","0.922904350534943","2"
"No","2019","Couple + C. LE 16 ","Female","2466","0.942337298881988","0.933480509122485","0.951194088641491","2"
"No","2019","Couple + C. GT 16 ","Male","1321","0.83933335750534","0.821057730196983","0.857608984813698","2"
"No","2019","Couple + C. GT 16 ","Female","1169","0.807219520965494","0.786752084074934","0.827686957856053","2"
"No","2019","Couple + C. LE and GT 16","Male","983","0.914853312436169","0.89818468458486","0.931521940287478","2"
"No","2019","Couple + C. LE and GT 16","Female","986","0.911393308965763","0.894690793809254","0.928095824122272","2"
"Yes","2019","Single parent ","Male","47","0.0696910670287132","0.048950961504515","0.0904311725529113","1"
"Yes","2019","Single parent ","Female","242","0.16538326132286","0.146512472121506","0.184254050524214","1"
"Yes","2019","Couple + C. LE 16 ","Male","241","0.0881126840754213","0.0770956494650571","0.0991297186857856","1"
"Yes","2019","Couple + C. LE 16 ","Female","195","0.0576627011180125","0.0488059113585095","0.0665194908775155","1"
"Yes","2019","1-pers.-HH","Male","363","0.188501801471427","0.171097814135896","0.205905788806958","1"
"Yes","2019","Couple + C. GT 16 ","Female","258","0.192780479034506","0.172313042143947","0.213247915925065","1"
"Yes","2019","Couple + C. LE and GT 16","Female","126","0.0886066910342371","0.0719041758777281","0.105309206190746","1"
"Yes","2019","1-pers.-HH","Female","765","0.36118160264673","0.341614608677059","0.380748596616402","1"
"Yes","2019","Couple + C. GT 16 ","Male","230","0.16066664249466","0.142391015186302","0.178942269803017","1"
"Yes","2019","(Married) couple without C. ","Female","1286","0.314439593880486","0.300372906463488","0.328506281297485","1"
"Yes","2019","(Married) couple without C. ","Male","1075","0.237197620041467","0.224583180505019","0.249812059577915","1"
"Yes","2019","Couple + C. LE and GT 16","Male","94","0.0851466875638312","0.068478059712522","0.10181531541514","1"
