"ple0021","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2012","Other degree","higher education","","","",""
"Yes","2012","no degree/no degree yet","in school","","","",""
"Yes","2012","no degree/no degree yet","inadequately","","","",""
"Yes","2012","no degree/no degree yet","general elemantary","","","",""
"Yes","2012","no degree/no degree yet","middle vocational","","","",""
"Yes","2012","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2012","no degree/no degree yet","higher vocational","","","",""
"Yes","2012","no degree/no degree yet","higher education","","","",""
"Yes","2013","lower secondary degree","in school","","","",""
"Yes","2013","lower secondary degree","inadequately","","","",""
"Yes","2013","lower secondary degree","general elemantary","408","1","1","1"
"Yes","2013","lower secondary degree","middle vocational","1238","1","1","1"
"Yes","2013","lower secondary degree","vocational + Abi","2","","",""
"Yes","2013","lower secondary degree","higher vocational","96","1","1","1"
"Yes","2013","lower secondary degree","higher education","59","1","1","1"
"Yes","2013","secondary school degree","in school","","","",""
"Yes","2013","secondary school degree","inadequately","","","",""
"Yes","2013","secondary school degree","general elemantary","69","1","1","1"
"Yes","2013","secondary school degree","middle vocational","751","1","1","1"
"Yes","2013","secondary school degree","vocational + Abi","5","","",""
"Yes","2013","secondary school degree","higher vocational","105","1","1","1"
"Yes","2013","secondary school degree","higher education","131","1","1","1"
"Yes","2013","college entrance qualification","in school","","","",""
"Yes","2013","college entrance qualification","inadequately","","","",""
"Yes","2013","college entrance qualification","general elemantary","","","",""
"Yes","2013","college entrance qualification","middle vocational","33","1","1","1"
"Yes","2013","college entrance qualification","vocational + Abi","124","1","1","1"
"Yes","2013","college entrance qualification","higher vocational","67","1","1","1"
"Yes","2013","college entrance qualification","higher education","525","1","1","1"
"Yes","2013","Other degree","in school","","","",""
"Yes","2013","Other degree","inadequately","7","","",""
"Yes","2013","Other degree","general elemantary","57","1","1","1"
"Yes","2013","Other degree","middle vocational","84","1","1","1"
"Yes","2013","Other degree","vocational + Abi","36","1","1","1"
"Yes","2013","Other degree","higher vocational","11","","",""
"Yes","2013","Other degree","higher education","49","1","1","1"
"Yes","2013","no degree/no degree yet","in school","5","","",""
"Yes","2013","no degree/no degree yet","inadequately","39","1","1","1"
"Yes","2013","no degree/no degree yet","general elemantary","","","",""
"Yes","2013","no degree/no degree yet","middle vocational","15","","",""
"Yes","2013","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2013","no degree/no degree yet","higher vocational","1","","",""
"Yes","2013","no degree/no degree yet","higher education","2","","",""
"Yes","2014","lower secondary degree","in school","","","",""
"Yes","2014","lower secondary degree","inadequately","","","",""
"Yes","2014","lower secondary degree","general elemantary","","","",""
"Yes","2014","lower secondary degree","middle vocational","","","",""
"Yes","2014","lower secondary degree","vocational + Abi","","","",""
"Yes","2014","lower secondary degree","higher vocational","","","",""
"Yes","2014","lower secondary degree","higher education","","","",""
"Yes","2014","secondary school degree","in school","","","",""
"Yes","2014","secondary school degree","inadequately","","","",""
"Yes","2014","secondary school degree","general elemantary","","","",""
"Yes","2014","secondary school degree","middle vocational","","","",""
"Yes","2014","secondary school degree","vocational + Abi","","","",""
"Yes","2014","secondary school degree","higher vocational","","","",""
"Yes","2014","secondary school degree","higher education","","","",""
"Yes","2014","college entrance qualification","in school","","","",""
"Yes","2014","college entrance qualification","inadequately","","","",""
"Yes","2014","college entrance qualification","general elemantary","","","",""
"Yes","2014","college entrance qualification","middle vocational","","","",""
"Yes","2014","college entrance qualification","vocational + Abi","","","",""
"Yes","2014","college entrance qualification","higher vocational","","","",""
"Yes","2014","college entrance qualification","higher education","","","",""
"Yes","2014","Other degree","in school","","","",""
"Yes","2014","Other degree","inadequately","","","",""
"Yes","2014","Other degree","general elemantary","","","",""
"Yes","2014","Other degree","middle vocational","","","",""
"Yes","2014","Other degree","vocational + Abi","","","",""
"Yes","2014","Other degree","higher vocational","","","",""
"Yes","2014","Other degree","higher education","","","",""
"Yes","2014","no degree/no degree yet","in school","","","",""
"Yes","2014","no degree/no degree yet","inadequately","","","",""
"Yes","2014","no degree/no degree yet","general elemantary","","","",""
"Yes","2014","no degree/no degree yet","middle vocational","","","",""
"Yes","2014","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2014","no degree/no degree yet","higher vocational","","","",""
"Yes","2014","no degree/no degree yet","higher education","","","",""
"Yes","2015","lower secondary degree","in school","","","",""
"Yes","2015","lower secondary degree","inadequately","","","",""
"Yes","2015","lower secondary degree","general elemantary","388","1","1","1"
"Yes","2015","lower secondary degree","middle vocational","1184","1","1","1"
"Yes","2015","lower secondary degree","vocational + Abi","1","","",""
"Yes","2015","lower secondary degree","higher vocational","99","1","1","1"
"Yes","2015","lower secondary degree","higher education","56","1","1","1"
"Yes","2015","secondary school degree","in school","","","",""
"Yes","2015","secondary school degree","inadequately","","","",""
"Yes","2015","secondary school degree","general elemantary","86","1","1","1"
"Yes","2015","secondary school degree","middle vocational","925","1","1","1"
"Yes","2015","secondary school degree","vocational + Abi","8","","",""
"Yes","2015","secondary school degree","higher vocational","110","1","1","1"
"Yes","2015","secondary school degree","higher education","142","1","1","1"
"Yes","2015","college entrance qualification","in school","","","",""
"Yes","2015","college entrance qualification","inadequately","","","",""
"Yes","2015","college entrance qualification","general elemantary","","","",""
"Yes","2015","college entrance qualification","middle vocational","43","1","1","1"
"Yes","2015","college entrance qualification","vocational + Abi","171","1","1","1"
"Yes","2015","college entrance qualification","higher vocational","71","1","1","1"
"Yes","2015","college entrance qualification","higher education","593","1","1","1"
"Yes","2015","Other degree","in school","","","",""
"Yes","2015","Other degree","inadequately","6","","",""
"Yes","2015","Other degree","general elemantary","94","1","1","1"
"Yes","2015","Other degree","middle vocational","141","1","1","1"
"Yes","2015","Other degree","vocational + Abi","80","1","1","1"
"Yes","2015","Other degree","higher vocational","17","","",""
"Yes","2015","Other degree","higher education","95","1","1","1"
"Yes","2015","no degree/no degree yet","in school","4","","",""
"Yes","2015","no degree/no degree yet","inadequately","62","1","1","1"
"Yes","2015","no degree/no degree yet","general elemantary","","","",""
"Yes","2015","no degree/no degree yet","middle vocational","20","","",""
"Yes","2015","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2015","no degree/no degree yet","higher vocational","1","","",""
"Yes","2015","no degree/no degree yet","higher education","1","","",""
"Yes","2016","lower secondary degree","in school","","","",""
"Yes","2016","lower secondary degree","inadequately","","","",""
"Yes","2016","lower secondary degree","general elemantary","","","",""
"Yes","2016","lower secondary degree","middle vocational","","","",""
"Yes","2016","lower secondary degree","vocational + Abi","","","",""
"Yes","2016","lower secondary degree","higher vocational","","","",""
"Yes","2016","lower secondary degree","higher education","","","",""
"Yes","2016","secondary school degree","in school","","","",""
"Yes","2016","secondary school degree","inadequately","","","",""
"Yes","2016","secondary school degree","general elemantary","","","",""
"Yes","2016","secondary school degree","middle vocational","","","",""
"Yes","2016","secondary school degree","vocational + Abi","","","",""
"Yes","2016","secondary school degree","higher vocational","","","",""
"Yes","2016","secondary school degree","higher education","","","",""
"Yes","2016","college entrance qualification","in school","","","",""
"Yes","2016","college entrance qualification","inadequately","","","",""
"Yes","2016","college entrance qualification","general elemantary","","","",""
"Yes","2016","college entrance qualification","middle vocational","","","",""
"Yes","2016","college entrance qualification","vocational + Abi","","","",""
"Yes","2016","college entrance qualification","higher vocational","","","",""
"Yes","2016","college entrance qualification","higher education","","","",""
"Yes","2016","Other degree","in school","","","",""
"Yes","2016","Other degree","inadequately","","","",""
"Yes","2016","Other degree","general elemantary","","","",""
"Yes","2016","Other degree","middle vocational","","","",""
"Yes","2016","Other degree","vocational + Abi","","","",""
"Yes","2016","Other degree","higher vocational","","","",""
"Yes","2016","Other degree","higher education","","","",""
"Yes","2016","no degree/no degree yet","in school","","","",""
"Yes","2016","no degree/no degree yet","inadequately","","","",""
"Yes","2016","no degree/no degree yet","general elemantary","","","",""
"Yes","2016","no degree/no degree yet","middle vocational","","","",""
"Yes","2016","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2016","no degree/no degree yet","higher vocational","","","",""
"Yes","2016","no degree/no degree yet","higher education","","","",""
"Yes","2017","lower secondary degree","in school","","","",""
"Yes","2017","lower secondary degree","inadequately","","","",""
"Yes","2017","lower secondary degree","general elemantary","373","1","1","1"
"Yes","2017","lower secondary degree","middle vocational","1253","1","1","1"
"Yes","2017","lower secondary degree","vocational + Abi","3","","",""
"Yes","2017","lower secondary degree","higher vocational","107","1","1","1"
"Yes","2017","lower secondary degree","higher education","41","1","1","1"
"Yes","2017","secondary school degree","in school","","","",""
"Yes","2017","secondary school degree","inadequately","","","",""
"Yes","2017","secondary school degree","general elemantary","107","1","1","1"
"Yes","2017","secondary school degree","middle vocational","1068","1","1","1"
"Yes","2017","secondary school degree","vocational + Abi","5","","",""
"Yes","2017","secondary school degree","higher vocational","137","1","1","1"
"Yes","2017","secondary school degree","higher education","155","1","1","1"
"Yes","2017","college entrance qualification","in school","","","",""
"Yes","2017","college entrance qualification","inadequately","","","",""
"Yes","2017","college entrance qualification","general elemantary","","","",""
"Yes","2017","college entrance qualification","middle vocational","53","1","1","1"
"Yes","2017","college entrance qualification","vocational + Abi","197","1","1","1"
"Yes","2017","college entrance qualification","higher vocational","71","1","1","1"
"Yes","2017","college entrance qualification","higher education","654","1","1","1"
"Yes","2017","Other degree","in school","","","",""
"Yes","2017","Other degree","inadequately","5","","",""
"Yes","2017","Other degree","general elemantary","88","1","1","1"
"Yes","2017","Other degree","middle vocational","150","1","1","1"
"Yes","2017","Other degree","vocational + Abi","99","1","1","1"
"Yes","2017","Other degree","higher vocational","9","","",""
"Yes","2017","Other degree","higher education","105","1","1","1"
"Yes","2017","no degree/no degree yet","in school","7","","",""
"Yes","2017","no degree/no degree yet","inadequately","66","1","1","1"
"Yes","2017","no degree/no degree yet","general elemantary","","","",""
"Yes","2017","no degree/no degree yet","middle vocational","27","","",""
"Yes","2017","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2017","no degree/no degree yet","higher vocational","1","","",""
"Yes","2017","no degree/no degree yet","higher education","2","","",""
"Yes","2018","lower secondary degree","in school","","","",""
"Yes","2018","lower secondary degree","inadequately","","","",""
"Yes","2018","lower secondary degree","general elemantary","","","",""
"Yes","2018","lower secondary degree","middle vocational","","","",""
"Yes","2018","lower secondary degree","vocational + Abi","","","",""
"Yes","2018","lower secondary degree","higher vocational","","","",""
"Yes","2018","lower secondary degree","higher education","","","",""
"Yes","2018","secondary school degree","in school","","","",""
"Yes","2018","secondary school degree","inadequately","","","",""
"Yes","2018","secondary school degree","general elemantary","","","",""
"Yes","2018","secondary school degree","middle vocational","","","",""
"Yes","2018","secondary school degree","vocational + Abi","","","",""
"Yes","2018","secondary school degree","higher vocational","","","",""
"Yes","2018","secondary school degree","higher education","","","",""
"Yes","2018","college entrance qualification","in school","","","",""
"Yes","2018","college entrance qualification","inadequately","","","",""
"Yes","2018","college entrance qualification","general elemantary","","","",""
"Yes","2018","college entrance qualification","middle vocational","","","",""
"Yes","2018","college entrance qualification","vocational + Abi","","","",""
"Yes","2018","college entrance qualification","higher vocational","","","",""
"Yes","2018","college entrance qualification","higher education","","","",""
"Yes","2018","Other degree","in school","","","",""
"Yes","2018","Other degree","inadequately","","","",""
"Yes","2018","Other degree","general elemantary","","","",""
"Yes","2018","Other degree","middle vocational","","","",""
"Yes","2018","Other degree","vocational + Abi","","","",""
"Yes","2018","Other degree","higher vocational","","","",""
"Yes","2018","Other degree","higher education","","","",""
"Yes","2018","no degree/no degree yet","in school","","","",""
"Yes","2018","no degree/no degree yet","inadequately","","","",""
"Yes","2018","no degree/no degree yet","general elemantary","","","",""
"Yes","2018","no degree/no degree yet","middle vocational","","","",""
"Yes","2018","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2018","no degree/no degree yet","higher vocational","","","",""
"Yes","2018","no degree/no degree yet","higher education","","","",""
"Yes","2019","lower secondary degree","in school","","","",""
"Yes","2019","lower secondary degree","inadequately","","","",""
"Yes","2019","lower secondary degree","general elemantary","338","1","1","1"
"Yes","2019","lower secondary degree","middle vocational","1139","1","1","1"
"Yes","2019","lower secondary degree","vocational + Abi","1","","",""
"Yes","2019","lower secondary degree","higher vocational","119","1","1","1"
"Yes","2019","lower secondary degree","higher education","46","1","1","1"
"Yes","2019","secondary school degree","in school","","","",""
"Yes","2019","secondary school degree","inadequately","","","",""
"Yes","2019","secondary school degree","general elemantary","98","1","1","1"
"Yes","2019","secondary school degree","middle vocational","1090","1","1","1"
"Yes","2019","secondary school degree","vocational + Abi","5","","",""
"Yes","2019","secondary school degree","higher vocational","169","1","1","1"
"Yes","2019","secondary school degree","higher education","177","1","1","1"
"Yes","2019","college entrance qualification","in school","","","",""
"Yes","2019","college entrance qualification","inadequately","","","",""
"Yes","2019","college entrance qualification","general elemantary","","","",""
"Yes","2019","college entrance qualification","middle vocational","90","1","1","1"
"Yes","2019","college entrance qualification","vocational + Abi","258","1","1","1"
"Yes","2019","college entrance qualification","higher vocational","87","1","1","1"
"Yes","2019","college entrance qualification","higher education","803","1","1","1"
"Yes","2019","Other degree","in school","","","",""
"Yes","2019","Other degree","inadequately","6","","",""
"Yes","2019","Other degree","general elemantary","77","1","1","1"
"Yes","2019","Other degree","middle vocational","158","1","1","1"
"Yes","2019","Other degree","vocational + Abi","82","1","1","1"
"Yes","2019","Other degree","higher vocational","8","","",""
"Yes","2019","Other degree","higher education","116","1","1","1"
"Yes","2019","no degree/no degree yet","in school","2","","",""
"Yes","2019","no degree/no degree yet","inadequately","64","1","1","1"
"Yes","2019","no degree/no degree yet","general elemantary","","","",""
"Yes","2019","no degree/no degree yet","middle vocational","19","","",""
"Yes","2019","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2019","no degree/no degree yet","higher vocational","3","","",""
"Yes","2019","no degree/no degree yet","higher education","1","","",""
