"ple0021","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2012","Full Time","general elemantary","","","",""
"Yes","2012","Full Time","middle vocational","","","",""
"Yes","2012","Full Time","vocational + Abi","","","",""
"Yes","2012","Full Time","higher vocational","","","",""
"Yes","2012","Full Time","higher education","","","",""
"Yes","2012","Part Time","in school","","","",""
"Yes","2012","Part Time","inadequately","","","",""
"Yes","2012","Part Time","general elemantary","","","",""
"Yes","2012","Part Time","middle vocational","","","",""
"Yes","2012","Part Time","vocational + Abi","","","",""
"Yes","2012","Part Time","higher vocational","","","",""
"Yes","2012","Part Time","higher education","","","",""
"Yes","2012","Not Working","in school","","","",""
"Yes","2012","Not Working","inadequately","","","",""
"Yes","2012","Not Working","general elemantary","","","",""
"Yes","2012","Not Working","middle vocational","","","",""
"Yes","2012","Not Working","vocational + Abi","","","",""
"Yes","2012","Not Working","higher vocational","","","",""
"Yes","2012","Not Working","higher education","","","",""
"No","2012","Full Time","in school","","","",""
"No","2012","Full Time","inadequately","","","",""
"No","2012","Full Time","general elemantary","","","",""
"No","2012","Full Time","middle vocational","","","",""
"No","2012","Full Time","vocational + Abi","","","",""
"No","2012","Full Time","higher vocational","","","",""
"No","2012","Full Time","higher education","","","",""
"No","2012","Part Time","in school","","","",""
"No","2012","Part Time","inadequately","","","",""
"No","2012","Part Time","general elemantary","","","",""
"No","2012","Part Time","middle vocational","","","",""
"No","2012","Part Time","vocational + Abi","","","",""
"No","2012","Part Time","higher vocational","","","",""
"No","2012","Part Time","higher education","","","",""
"No","2012","Not Working","in school","","","",""
"No","2012","Not Working","inadequately","","","",""
"No","2012","Not Working","general elemantary","","","",""
"No","2012","Not Working","middle vocational","","","",""
"No","2012","Not Working","vocational + Abi","","","",""
"No","2012","Not Working","higher vocational","","","",""
"No","2012","Not Working","higher education","","","",""
"Yes","2013","Full Time","in school","","","",""
"Yes","2013","Full Time","inadequately","4","","",""
"Yes","2013","Full Time","general elemantary","47","0.116846266448414","0.0853656179629108","0.148326914933916"
"Yes","2013","Full Time","middle vocational","428","0.127542715089047","0.116049441361143","0.139035988816952"
"Yes","2013","Full Time","vocational + Abi","48","0.104162297052684","0.0779322438192941","0.130392350286073"
"Yes","2013","Full Time","higher vocational","79","0.128113236090841","0.101741874593461","0.154484597588221"
"Yes","2013","Full Time","higher education","228","0.10934519535478","0.0960453232374327","0.122645067472128"
"Yes","2013","Part Time","in school","2","","",""
"Yes","2013","Part Time","inadequately","8","","",""
"Yes","2013","Part Time","general elemantary","63","0.169661756067053","0.132553434160318","0.206770077973787"
"Yes","2013","Part Time","middle vocational","381","0.176658085728012","0.161277778284849","0.192038393171174"
"Yes","2013","Part Time","vocational + Abi","48","0.15364106129808","0.115699578860055","0.191582543736105"
"Yes","2013","Part Time","higher vocational","45","0.19365012330313","0.146340297945669","0.240959948660592"
"Yes","2013","Part Time","higher education","136","0.141409936609052","0.120057710145862","0.162762163072243"
"Yes","2013","Not Working","in school","3","","",""
"Yes","2013","Not Working","inadequately","34","0.332435621326728","0.246336340310359","0.418534902343096"
"Yes","2013","Not Working","general elemantary","424","0.406819476465399","0.377426569513876","0.436212383416921"
"Yes","2013","Not Working","middle vocational","1319","0.365428776733353","0.350239407158688","0.380618146308019"
"Yes","2013","Not Working","vocational + Abi","71","0.399534242057926","0.336911037683238","0.462157446432614"
"Yes","2013","Not Working","higher vocational","156","0.322120128847708","0.278849382590275","0.365390875105142"
"Yes","2013","Not Working","higher education","405","0.313066443345994","0.288236752190719","0.337896134501269"
"No","2013","Full Time","in school","3","","",""
"No","2013","Full Time","inadequately","37","0.872109044919209","0.769883020032825","0.974335069805593"
"No","2013","Full Time","general elemantary","353","0.883153733551586","0.851673085066084","0.914634382037089"
"No","2013","Full Time","middle vocational","2808","0.872457284910953","0.860964011183048","0.883950558638857"
"No","2013","Full Time","vocational + Abi","473","0.895837702947316","0.869607649713927","0.922067756180706"
"No","2013","Full Time","higher vocational","538","0.871886763909159","0.845515402411779","0.898258125406539"
"No","2013","Full Time","higher education","1887","0.89065480464522","0.877354932527872","0.903954676762567"
"No","2013","Part Time","in school","61","0.934252241908446","0.873052390890176","0.995452092926716"
"No","2013","Part Time","inadequately","31","0.769778303491815","0.637657335915044","0.901899271068587"
"No","2013","Part Time","general elemantary","330","0.830338243932947","0.793229922026213","0.867446565839682"
"No","2013","Part Time","middle vocational","1981","0.823341914271988","0.807961606828826","0.838722221715151"
"No","2013","Part Time","vocational + Abi","299","0.84635893870192","0.808417456263895","0.884300421139945"
"No","2013","Part Time","higher vocational","223","0.80634987669687","0.759040051339409","0.853659702054331"
"No","2013","Part Time","higher education","887","0.858590063390948","0.837237836927757","0.879942289854138"
"No","2013","Not Working","in school","191","0.980178231186397","0.96056401508644","0.999792447286355"
"No","2013","Not Working","inadequately","81","0.667564378673272","0.581465097656904","0.753663659689641"
"No","2013","Not Working","general elemantary","649","0.593180523534601","0.563787616583079","0.622573430486123"
"No","2013","Not Working","middle vocational","2542","0.634571223266647","0.619381853691981","0.649760592841312"
"No","2013","Not Working","vocational + Abi","164","0.600465757942074","0.537842553567386","0.663088962316762"
"No","2013","Not Working","higher vocational","292","0.677879871152292","0.634609124894858","0.721150617409726"
"No","2013","Not Working","higher education","935","0.686933556654006","0.662103865498731","0.711763247809281"
"Yes","2014","Full Time","in school","","","",""
"Yes","2014","Full Time","inadequately","","","",""
"Yes","2014","Full Time","general elemantary","","","",""
"Yes","2014","Full Time","middle vocational","","","",""
"Yes","2014","Full Time","vocational + Abi","","","",""
"Yes","2014","Full Time","higher vocational","","","",""
"Yes","2014","Full Time","higher education","","","",""
"Yes","2014","Part Time","in school","","","",""
"Yes","2014","Part Time","inadequately","","","",""
"Yes","2014","Part Time","general elemantary","","","",""
"Yes","2014","Part Time","middle vocational","","","",""
"Yes","2014","Part Time","vocational + Abi","","","",""
"Yes","2014","Part Time","higher vocational","","","",""
"Yes","2014","Part Time","higher education","","","",""
"Yes","2014","Not Working","in school","","","",""
"Yes","2014","Not Working","inadequately","","","",""
"Yes","2014","Not Working","general elemantary","","","",""
"Yes","2014","Not Working","middle vocational","","","",""
"Yes","2014","Not Working","vocational + Abi","","","",""
"Yes","2014","Not Working","higher vocational","","","",""
"Yes","2014","Not Working","higher education","","","",""
"No","2014","Full Time","in school","","","",""
"No","2014","Full Time","inadequately","","","",""
"No","2014","Full Time","general elemantary","","","",""
"No","2014","Full Time","middle vocational","","","",""
"No","2014","Full Time","vocational + Abi","","","",""
"No","2014","Full Time","higher vocational","","","",""
"No","2014","Full Time","higher education","","","",""
"No","2014","Part Time","in school","","","",""
"No","2014","Part Time","inadequately","","","",""
"No","2014","Part Time","general elemantary","","","",""
"No","2014","Part Time","middle vocational","","","",""
"No","2014","Part Time","vocational + Abi","","","",""
"No","2014","Part Time","higher vocational","","","",""
"No","2014","Part Time","higher education","","","",""
"No","2014","Not Working","in school","","","",""
"No","2014","Not Working","inadequately","","","",""
"No","2014","Not Working","general elemantary","","","",""
"No","2014","Not Working","middle vocational","","","",""
"No","2014","Not Working","vocational + Abi","","","",""
"No","2014","Not Working","higher vocational","","","",""
"No","2014","Not Working","higher education","","","",""
"Yes","2015","Full Time","in school","","","",""
"Yes","2015","Full Time","inadequately","9","","",""
"Yes","2015","Full Time","general elemantary","47","0.0860009873206142","0.0648190762309816","0.107182898410247"
"Yes","2015","Full Time","middle vocational","464","0.118414097262355","0.108622846319245","0.128205348205465"
"Yes","2015","Full Time","vocational + Abi","78","0.0707787220419186","0.0539206408176109","0.0876368032662263"
"Yes","2015","Full Time","higher vocational","86","0.104756001988303","0.0828828802770976","0.126629123699509"
"Yes","2015","Full Time","higher education","254","0.0917241436619744","0.0810120453010296","0.102436242022919"
"Yes","2015","Part Time","in school","1","","",""
"Yes","2015","Part Time","inadequately","12","","",""
"Yes","2015","Part Time","general elemantary","99","0.207801725207462","0.177615425730369","0.237988024684555"
"Yes","2015","Part Time","middle vocational","508","0.172667296539892","0.159929144449895","0.185405448629888"
"Yes","2015","Part Time","vocational + Abi","85","0.146281095082439","0.120575282820461","0.171986907344416"
"Yes","2015","Part Time","higher vocational","57","0.160015004551351","0.121328930233806","0.198701078868897"
"Yes","2015","Part Time","higher education","185","0.13060486081505","0.114206103444056","0.147003618186044"
"Yes","2015","Not Working","in school","3","","",""
"Yes","2015","Not Working","inadequately","47","0.317425091623944","0.258288621329136","0.376561561918752"
"Yes","2015","Not Working","general elemantary","422","0.357780073781556","0.331930901264791","0.383629246298322"
"Yes","2015","Not Working","middle vocational","1355","0.362999706206773","0.348362560528516","0.377636851885031"
"Yes","2015","Not Working","vocational + Abi","97","0.375246374290678","0.32422846156043","0.426264287020927"
"Yes","2015","Not Working","higher vocational","157","0.379608083294065","0.333951435935071","0.425264730653058"
"Yes","2015","Not Working","higher education","454","0.338928993652463","0.314829805896582","0.363028181408344"
"No","2015","Full Time","in school","2","","",""
"No","2015","Full Time","inadequately","73","0.927522045804554","0.871403520709636","0.983640570899472"
"No","2015","Full Time","general elemantary","626","0.913999012679386","0.892817101589753","0.935180923769018"
"No","2015","Full Time","middle vocational","3719","0.881585902737645","0.871794651794536","0.891377153680755"
"No","2015","Full Time","vocational + Abi","811","0.929221277958081","0.912363196733774","0.946079359182389"
"No","2015","Full Time","higher vocational","667","0.895243998011697","0.873370876300491","0.917117119722902"
"No","2015","Full Time","higher education","2535","0.908275856338026","0.897563757977081","0.91898795469897"
"No","2015","Part Time","in school","72","0.993357150856038","0.974722701363213","1.01199160034886"
"No","2015","Part Time","inadequately","80","0.725892182289368","0.63474338385649","0.817040980722247"
"No","2015","Part Time","general elemantary","595","0.792198274792538","0.762011975315445","0.822384574269631"
"No","2015","Part Time","middle vocational","2874","0.827332703460108","0.814594551370112","0.840070855550105"
"No","2015","Part Time","vocational + Abi","641","0.853718904917561","0.828013092655584","0.879424717179539"
"No","2015","Part Time","higher vocational","288","0.839984995448649","0.801298921131103","0.878671069766194"
"No","2015","Part Time","higher education","1437","0.86939513918495","0.852996381813956","0.885793896555944"
"No","2015","Not Working","in school","274","0.994273679821339","0.985387829536807","1.00315953010587"
"No","2015","Not Working","inadequately","191","0.682574908376056","0.623438438081248","0.741711378670864"
"No","2015","Not Working","general elemantary","899","0.642219926218444","0.616370753701678","0.66806909873521"
"No","2015","Not Working","middle vocational","2791","0.637000293793227","0.622363148114969","0.651637439471484"
"No","2015","Not Working","vocational + Abi","249","0.624753625709322","0.573735712979073","0.675771538439571"
"No","2015","Not Working","higher vocational","277","0.620391916705935","0.574735269346942","0.666048564064929"
"No","2015","Not Working","higher education","1028","0.661071006347537","0.636971818591656","0.685170194103418"
"Yes","2016","Full Time","in school","","","",""
"Yes","2016","Full Time","inadequately","","","",""
"Yes","2016","Full Time","general elemantary","","","",""
"Yes","2016","Full Time","middle vocational","","","",""
"Yes","2016","Full Time","vocational + Abi","","","",""
"Yes","2016","Full Time","higher vocational","","","",""
"Yes","2016","Full Time","higher education","","","",""
"Yes","2016","Part Time","in school","","","",""
"Yes","2016","Part Time","inadequately","","","",""
"Yes","2016","Part Time","general elemantary","","","",""
"Yes","2016","Part Time","middle vocational","","","",""
"Yes","2016","Part Time","vocational + Abi","","","",""
"Yes","2016","Part Time","higher vocational","","","",""
"Yes","2016","Part Time","higher education","","","",""
"Yes","2016","Not Working","in school","","","",""
"Yes","2016","Not Working","inadequately","","","",""
"Yes","2016","Not Working","general elemantary","","","",""
"Yes","2016","Not Working","middle vocational","","","",""
"Yes","2016","Not Working","vocational + Abi","","","",""
"Yes","2016","Not Working","higher vocational","","","",""
"Yes","2016","Not Working","higher education","","","",""
"No","2016","Full Time","in school","","","",""
"No","2016","Full Time","inadequately","","","",""
"No","2016","Full Time","general elemantary","","","",""
"No","2016","Full Time","middle vocational","","","",""
"No","2016","Full Time","vocational + Abi","","","",""
"No","2016","Full Time","higher vocational","","","",""
"No","2016","Full Time","higher education","","","",""
"No","2016","Part Time","in school","","","",""
"No","2016","Part Time","inadequately","","","",""
"No","2016","Part Time","general elemantary","","","",""
"No","2016","Part Time","middle vocational","","","",""
"No","2016","Part Time","vocational + Abi","","","",""
"No","2016","Part Time","higher vocational","","","",""
"No","2016","Part Time","higher education","","","",""
"No","2016","Not Working","in school","","","",""
"No","2016","Not Working","inadequately","","","",""
"No","2016","Not Working","general elemantary","","","",""
"No","2016","Not Working","middle vocational","","","",""
"No","2016","Not Working","vocational + Abi","","","",""
"No","2016","Not Working","higher vocational","","","",""
"No","2016","Not Working","higher education","","","",""
"Yes","2017","Full Time","in school","","","",""
"Yes","2017","Full Time","inadequately","5","","",""
"Yes","2017","Full Time","general elemantary","66","0.0920171174684107","0.0708597486897648","0.113174486247057"
"Yes","2017","Full Time","middle vocational","603","0.136620839310021","0.126615079538566","0.146626599081476"
"Yes","2017","Full Time","vocational + Abi","94","0.0914231222782349","0.0736222116197831","0.109224032936687"
"Yes","2017","Full Time","higher vocational","111","0.13541356934093","0.111747527999766","0.159079610682094"
"Yes","2017","Full Time","higher education","288","0.0892873917423309","0.0792508764475217","0.0993239070371401"
"Yes","2017","Part Time","in school","","","",""
"Yes","2017","Part Time","inadequately","14","","",""
"Yes","2017","Part Time","general elemantary","113","0.182968566964971","0.15513001683211","0.210807117097832"
"Yes","2017","Part Time","middle vocational","581","0.207366690834523","0.194003886141458","0.220729495527587"
"Yes","2017","Part Time","vocational + Abi","112","0.144690685757486","0.120714658455818","0.168666713059155"
"Yes","2017","Part Time","higher vocational","50","0.223001740794056","0.177322708061481","0.268680773526631"
"Yes","2017","Part Time","higher education","238","0.136617857492933","0.121039158069933","0.152196556915933"
"Yes","2017","Not Working","in school","7","","",""
"Yes","2017","Not Working","inadequately","52","0.304650306125326","0.247251605944697","0.362049006305956"
"Yes","2017","Not Working","general elemantary","389","0.374897189396431","0.348662493335947","0.401131885456916"
"Yes","2017","Not Working","middle vocational","1381","0.38399594712906","0.369063211045991","0.398928683212129"
"Yes","2017","Not Working","vocational + Abi","98","0.357635978020696","0.310188158081751","0.405083797959641"
"Yes","2017","Not Working","higher vocational","166","0.37134105298768","0.325351499249418","0.417330606725943"
"Yes","2017","Not Working","higher education","442","0.300312268104796","0.277752472210647","0.322872063998946"
"No","2017","Full Time","in school","2","","",""
"No","2017","Full Time","inadequately","86","0.954049552475722","0.911030807748553","0.997068297202892"
"No","2017","Full Time","general elemantary","651","0.907982882531589","0.886825513752944","0.929140251310235"
"No","2017","Full Time","middle vocational","3923","0.863379160689979","0.853373400918524","0.873384920461434"
"No","2017","Full Time","vocational + Abi","913","0.908576877721765","0.890775967063313","0.926377788380217"
"No","2017","Full Time","higher vocational","692","0.86458643065907","0.840920389317906","0.888252472000234"
"No","2017","Full Time","higher education","2813","0.910712608257669","0.90067609296286","0.920749123552478"
"No","2017","Part Time","in school","81","1","1","1"
"No","2017","Part Time","inadequately","105","0.827649752931688","0.759791314659673","0.895508191203702"
"No","2017","Part Time","general elemantary","628","0.817031433035029","0.789192882902168","0.84486998316789"
"No","2017","Part Time","middle vocational","2955","0.792633309165477","0.779270504472413","0.805996113858542"
"No","2017","Part Time","vocational + Abi","715","0.855309314242513","0.831333286940845","0.879285341544182"
"No","2017","Part Time","higher vocational","269","0.776998259205944","0.731319226473369","0.822677291938519"
"No","2017","Part Time","higher education","1629","0.863382142507067","0.847803443084067","0.878960841930067"
"No","2017","Not Working","in school","322","0.955244330750854","0.932901849388171","0.977586812113538"
"No","2017","Not Working","inadequately","195","0.695349693874674","0.637950993694044","0.752748394055303"
"No","2017","Not Working","general elemantary","919","0.625102810603569","0.598868114543084","0.651337506664053"
"No","2017","Not Working","middle vocational","2694","0.61600405287094","0.601071316787871","0.630936788954009"
"No","2017","Not Working","vocational + Abi","294","0.642364021979304","0.594916202040359","0.68981184191825"
"No","2017","Not Working","higher vocational","258","0.62865894701232","0.582669393274057","0.674648500750582"
"No","2017","Not Working","higher education","1144","0.699687731895204","0.677127936001054","0.722247527789353"
"Yes","2018","Full Time","in school","","","",""
"Yes","2018","Full Time","inadequately","","","",""
"Yes","2018","Full Time","general elemantary","","","",""
"Yes","2018","Full Time","middle vocational","","","",""
"Yes","2018","Full Time","vocational + Abi","","","",""
"Yes","2018","Full Time","higher vocational","","","",""
"Yes","2018","Full Time","higher education","","","",""
"Yes","2018","Part Time","in school","","","",""
"Yes","2018","Part Time","inadequately","","","",""
"Yes","2018","Part Time","general elemantary","","","",""
"Yes","2018","Part Time","middle vocational","","","",""
"Yes","2018","Part Time","vocational + Abi","","","",""
"Yes","2018","Part Time","higher vocational","","","",""
"Yes","2018","Part Time","higher education","","","",""
"Yes","2018","Not Working","in school","","","",""
"Yes","2018","Not Working","inadequately","","","",""
"Yes","2018","Not Working","general elemantary","","","",""
"Yes","2018","Not Working","middle vocational","","","",""
"Yes","2018","Not Working","vocational + Abi","","","",""
"Yes","2018","Not Working","higher vocational","","","",""
"Yes","2018","Not Working","higher education","","","",""
"No","2018","Full Time","in school","","","",""
"No","2018","Full Time","inadequately","","","",""
"No","2018","Full Time","general elemantary","","","",""
"No","2018","Full Time","middle vocational","","","",""
"No","2018","Full Time","vocational + Abi","","","",""
"No","2018","Full Time","higher vocational","","","",""
"No","2018","Full Time","higher education","","","",""
"No","2018","Part Time","in school","","","",""
"No","2018","Part Time","inadequately","","","",""
"No","2018","Part Time","general elemantary","","","",""
"No","2018","Part Time","middle vocational","","","",""
"No","2018","Part Time","vocational + Abi","","","",""
"No","2018","Part Time","higher vocational","","","",""
"No","2018","Part Time","higher education","","","",""
"No","2018","Not Working","in school","","","",""
"No","2018","Not Working","inadequately","","","",""
"No","2018","Not Working","general elemantary","","","",""
"No","2018","Not Working","middle vocational","","","",""
"No","2018","Not Working","vocational + Abi","","","",""
"No","2018","Not Working","higher vocational","","","",""
"No","2018","Not Working","higher education","","","",""
"Yes","2019","Full Time","in school","","","",""
"Yes","2019","Full Time","inadequately","10","","",""
"Yes","2019","Full Time","general elemantary","71","0.091266982628362","0.0689900404734332","0.113543924783291"
"Yes","2019","Full Time","middle vocational","578","0.155059037142522","0.144057140197661","0.166060934087383"
"Yes","2019","Full Time","vocational + Abi","123","0.124693348296194","0.104388985142208","0.144997711450181"
"Yes","2019","Full Time","higher vocational","141","0.144054256720946","0.121239619831138","0.166868893610755"
"Yes","2019","Full Time","higher education","376","0.0987810224450057","0.0888849493095498","0.108677095580461"
"Yes","2019","Part Time","in school","1","","",""
"Yes","2019","Part Time","inadequately","18","","",""
"Yes","2019","Part Time","general elemantary","107","0.196508861568328","0.166193849967544","0.226823873169111"
"Yes","2019","Part Time","middle vocational","607","0.213425021801364","0.199123612495031","0.227726431107697"
"Yes","2019","Part Time","vocational + Abi","115","0.156310422290265","0.130792600340932","0.181828244239597"
"Yes","2019","Part Time","higher vocational","75","0.192129713321659","0.149558284463016","0.234701142180303"
"Yes","2019","Part Time","higher education","261","0.116809999962614","0.102386598746679","0.131233401178548"
"Yes","2019","Not Working","in school","1","","",""
"Yes","2019","Not Working","inadequately","42","0.273714780490557","0.212228937151862","0.335200623829253"
"Yes","2019","Not Working","general elemantary","335","0.369966480525458","0.341691514183578","0.398241446867338"
"Yes","2019","Not Working","middle vocational","1331","0.369840675672508","0.35454161060857","0.385139740736446"
"Yes","2019","Not Working","vocational + Abi","108","0.348872863024256","0.300825596660801","0.39692012938771"
"Yes","2019","Not Working","higher vocational","176","0.42011345782387","0.373623521138317","0.466603394509422"
"Yes","2019","Not Working","higher education","516","0.321397129341577","0.298697609887151","0.344096648796003"
"No","2019","Full Time","in school","2","","",""
"No","2019","Full Time","inadequately","62","0.880500139417783","0.805574534724633","0.955425744110932"
"No","2019","Full Time","general elemantary","571","0.908733017371638","0.886456075216709","0.931009959526567"
"No","2019","Full Time","middle vocational","3580","0.844940962857478","0.833939065912617","0.855942859802339"
"No","2019","Full Time","vocational + Abi","894","0.875306651703806","0.855002288549819","0.895611014857792"
"No","2019","Full Time","higher vocational","769","0.855945743279054","0.833131106389245","0.878760380168862"
"No","2019","Full Time","higher education","3116","0.901218977554994","0.891322904419539","0.91111505069045"
"No","2019","Part Time","in school","65","0.984388276995863","0.954480456986077","1.01429609700565"
"No","2019","Part Time","inadequately","99","0.851441851776077","0.786998088209107","0.915885615343047"
"No","2019","Part Time","general elemantary","553","0.803491138431672","0.773176126830889","0.833806150032456"
"No","2019","Part Time","middle vocational","2546","0.786574978198636","0.772273568892303","0.800876387504969"
"No","2019","Part Time","vocational + Abi","663","0.843689577709735","0.818171755760403","0.869207399659068"
"No","2019","Part Time","higher vocational","254","0.807870286678341","0.765298857819697","0.850441715536984"
"No","2019","Part Time","higher education","1644","0.883190000037386","0.868766598821452","0.897613401253321"
"No","2019","Not Working","in school","262","0.999041894481627","0.995302780210319","1.00278100875293"
"No","2019","Not Working","inadequately","160","0.726285219509442","0.664799376170747","0.787771062848138"
"No","2019","Not Working","general elemantary","785","0.630033519474542","0.601758553132661","0.658308485816423"
"No","2019","Not Working","middle vocational","2494","0.630159324327492","0.614860259263554","0.64545838939143"
"No","2019","Not Working","vocational + Abi","270","0.651127136975744","0.60307987061229","0.699174403339199"
"No","2019","Not Working","higher vocational","257","0.57988654217613","0.533396605490578","0.626376478861683"
"No","2019","Not Working","higher education","1110","0.678602870658423","0.655903351203997","0.701302390112849"
