"ple0021","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"Yes","2017","Not Employed","direct migration background","320","0.308741093805846","0.284813767561038","0.332668420050655","1"
"Yes","2017","Not Employed","indirect migration background","26","","","","1"
"Yes","2017","Employed","no migration background","1878","0.145513695470508","0.139584786121159","0.151442604819857","1"
"Yes","2017","Employed","direct migration background","324","0.13562399606649","0.123827216788377","0.147420775344603","1"
"Yes","2017","Employed","indirect migration background","90","0.0597391375153302","0.0466787374014532","0.0727995376292071","1"
"No","2018","Not Employed","no migration background","","","","","2"
"No","2018","Not Employed","direct migration background","","","","","2"
"No","2018","Not Employed","indirect migration background","","","","","2"
"No","2018","Employed","no migration background","","","","","2"
"No","2018","Employed","direct migration background","","","","","2"
"No","2018","Employed","indirect migration background","","","","","2"
"Yes","2018","Not Employed","no migration background","","","","","1"
"Yes","2018","Not Employed","direct migration background","","","","","1"
"Yes","2018","Not Employed","indirect migration background","","","","","1"
"Yes","2018","Employed","no migration background","","","","","1"
"Yes","2018","Employed","direct migration background","","","","","1"
"Yes","2018","Employed","indirect migration background","","","","","1"
"No","2019","Not Employed","no migration background","4366","0.634547818268095","0.622926504564098","0.646169131972092","2"
"No","2019","Not Employed","direct migration background","862","0.710132303066446","0.683702469890542","0.736562136242351","2"
"No","2019","Not Employed","indirect migration background","363","0.933758403837186","0.90920098958945","0.958315818084923","2"
"No","2019","Employed","no migration background","11655","0.845454198901999","0.839404417727049","0.85150398007695","2"
"No","2019","Employed","direct migration background","2386","0.851773760074821","0.838437618523109","0.865109901626532","2"
"No","2019","Employed","indirect migration background","1207","0.938022896238923","0.92500090011093","0.951044892366917","2"
"Yes","2019","Not Employed","no migration background","2230","0.365452181731905","0.353830868027908","0.377073495435902","1"
"Yes","2019","Not Employed","direct migration background","270","0.289867696933554","0.263437863757649","0.316297530109459","1"
"Yes","2019","Not Employed","indirect migration background","31","0.0662415961628138","0.0416841819150772","0.0907990104105504","1"
"Yes","2019","Employed","no migration background","2059","0.154545801098001","0.14849601992305","0.160595582272951","1"
"Yes","2019","Employed","indirect migration background","110","0.0619771037610766","0.0489551076330834","0.0749990998890699","1"
"Yes","2019","Employed","direct migration background","341","0.148226239925179","0.134890098373468","0.161562381476891","1"
