"ple0021","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"No","2013","direct migration background","Male","606","0.805334022198785","0.776709550984339","0.833958493413231"
"No","2013","direct migration background","Female","731","0.714927627131595","0.686384930440735","0.743470323822454"
"No","2013","indirect migration background","Male","324","0.939564453800552","0.914419661178881","0.964709246422222"
"No","2013","indirect migration background","Female","349","0.937968190139642","0.913423225118844","0.96251315516044"
"Yes","2014","no migration background","Male","","","",""
"Yes","2014","no migration background","Female","","","",""
"Yes","2014","direct migration background","Male","","","",""
"Yes","2014","direct migration background","Female","","","",""
"Yes","2014","indirect migration background","Male","","","",""
"Yes","2014","indirect migration background","Female","","","",""
"No","2014","no migration background","Male","","","",""
"No","2014","no migration background","Female","","","",""
"No","2014","direct migration background","Male","","","",""
"No","2014","direct migration background","Female","","","",""
"No","2014","indirect migration background","Male","","","",""
"No","2014","indirect migration background","Female","","","",""
"Yes","2015","no migration background","Male","1463","0.17617073112774","0.168219240876036","0.184122221379443"
"Yes","2015","no migration background","Female","2313","0.261903773338185","0.253452920193723","0.270354626482648"
"Yes","2015","direct migration background","Male","218","0.132724391093962","0.117650318232866","0.147798463955057"
"Yes","2015","direct migration background","Female","372","0.208753912639253","0.192408744822997","0.22509908045551"
"Yes","2015","indirect migration background","Male","27","","",""
"Yes","2015","indirect migration background","Female","57","0.0733225240973294","0.0561002791436663","0.0905447690509925"
"No","2015","no migration background","Male","7355","0.82382926887226","0.815877778620557","0.831780759123964"
"No","2015","no migration background","Female","8085","0.738096226661815","0.729645373517352","0.746547079806277"
"No","2015","direct migration background","Male","1728","0.867275608906038","0.852201536044943","0.882349681767134"
"No","2015","direct migration background","Female","2003","0.791246087360746","0.77490091954449","0.807591255177002"
"No","2015","indirect migration background","Male","726","0.957529362330241","0.943125762602378","0.971932962058104"
"No","2015","indirect migration background","Female","823","0.926677475902671","0.909455230949008","0.943899720856334"
"Yes","2016","no migration background","Male","","","",""
"Yes","2016","no migration background","Female","","","",""
"Yes","2016","direct migration background","Male","","","",""
"Yes","2016","direct migration background","Female","","","",""
"Yes","2016","indirect migration background","Male","","","",""
"Yes","2016","indirect migration background","Female","","","",""
"No","2016","no migration background","Male","","","",""
"No","2016","no migration background","Female","","","",""
"No","2016","direct migration background","Male","","","",""
"No","2016","direct migration background","Female","","","",""
"No","2016","indirect migration background","Male","","","",""
"No","2016","indirect migration background","Female","","","",""
"Yes","2017","no migration background","Male","1655","0.186627373649782","0.178779096142893","0.194475651156671"
"Yes","2017","no migration background","Female","2431","0.268678812640253","0.260346910027928","0.277010715252578"
"Yes","2017","direct migration background","Male","236","0.143775994156806","0.128708523802913","0.158843464510699"
"Yes","2017","direct migration background","Female","408","0.236335341080162","0.219958373148553","0.252712309011771"
"Yes","2017","indirect migration background","Male","42","0.0570053428074574","0.0408274487777961","0.0731832368371187"
"Yes","2017","indirect migration background","Female","74","0.060374286046551","0.0450335552693905","0.0757150168237116"
"No","2017","no migration background","Male","7812","0.813372626350218","0.805524348843329","0.821220903857107"
"No","2017","no migration background","Female","8442","0.731321187359747","0.722989284747422","0.739653089972072"
"No","2017","direct migration background","Male","1847","0.856224005843194","0.841156535489301","0.871291476197087"
"No","2017","direct migration background","Female","2177","0.763664658919838","0.747287690988229","0.780041626851447"
"No","2017","indirect migration background","Male","747","0.942994657192543","0.926816763162881","0.959172551222204"
"No","2017","indirect migration background","Female","852","0.939625713953449","0.924284983176288","0.95496644473061"
"Yes","2018","no migration background","Male","","","",""
"Yes","2018","no migration background","Female","","","",""
"Yes","2018","direct migration background","Male","","","",""
"Yes","2018","direct migration background","Female","","","",""
"Yes","2018","indirect migration background","Male","","","",""
"Yes","2018","indirect migration background","Female","","","",""
"No","2018","no migration background","Male","","","",""
"No","2018","no migration background","Female","","","",""
"No","2018","direct migration background","Male","","","",""
"No","2018","direct migration background","Female","","","",""
"No","2018","indirect migration background","Male","","","",""
"No","2018","indirect migration background","Female","","","",""
"Yes","2019","no migration background","Male","1799","0.191971361876526","0.184175250420745","0.199767473332307"
"Yes","2019","no migration background","Female","2488","0.270891405556256","0.262390043175777","0.279392767936735"
"Yes","2019","direct migration background","Male","243","0.150049581701335","0.133298603947997","0.166800559454672"
"Yes","2019","direct migration background","Female","368","0.234239429194885","0.216181213198676","0.252297645191094"
"Yes","2019","indirect migration background","Male","51","0.0414011811216017","0.0276222627052203","0.0551800995379832"
"Yes","2019","indirect migration background","Female","90","0.085295166401882","0.0671171226273838","0.10347321017638"
"No","2019","no migration background","Male","8005","0.808028638123474","0.800232526667693","0.815824749579255"
"No","2019","no migration background","Female","8010","0.729108594443744","0.720607232063265","0.737609956824223"
"No","2019","direct migration background","Male","1503","0.849950418298665","0.833199440545328","0.866701396052003"
"No","2019","direct migration background","Female","1745","0.765760570805115","0.747702354808906","0.783818786801324"
"No","2019","indirect migration background","Male","752","0.958598818878398","0.944819900462017","0.97237773729478"
"No","2019","indirect migration background","Female","817","0.914704833598118","0.89652678982362","0.932882877372616"
