"ple0021","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"No","2019","Full Time","indirect migration background","669","0.957740330743098","0.943055552465925","0.972425109020271","2"
"No","2019","Part Time","no migration background","4465","0.81059598734107","0.800187542493","0.82100443218914","2"
"No","2019","Part Time","direct migration background","1036","0.849244216281786","0.828974190265352","0.869514242298219","2"
"No","2019","Part Time","indirect migration background","538","0.91221763624099","0.889499231687234","0.934936040794745","2"
"No","2019","Not Working","no migration background","4366","0.634547818268095","0.622926504564098","0.646169131972092","2"
"No","2019","Not Working","direct migration background","862","0.710132303066446","0.683702469890542","0.736562136242351","2"
"No","2019","Not Working","indirect migration background","363","0.933758403837186","0.90920098958945","0.958315818084923","2"
"Yes","2019","Part Time","no migration background","979","0.18940401265893","0.17899556781086","0.199812457507","1"
"Yes","2019","Not Working","direct migration background","270","0.289867696933554","0.263437863757649","0.316297530109459","1"
"Yes","2019","Full Time","no migration background","1080","0.13293468870062","0.12561756489144","0.1402518125098","1"
"Yes","2019","Full Time","direct migration background","180","0.146358910944229","0.128647644528486","0.164070177359973","1"
"Yes","2019","Full Time","indirect migration background","52","0.0422596692569016","0.0275748909797286","0.0569444475340747","1"
"Yes","2019","Part Time","direct migration background","161","0.150755783718214","0.130485757701781","0.171025809734648","1"
"Yes","2019","Part Time","indirect migration background","58","0.0877823637590105","0.0650639592052554","0.110500768312766","1"
"Yes","2019","Not Working","no migration background","2230","0.365452181731905","0.353830868027908","0.377073495435902","1"
"Yes","2019","Not Working","indirect migration background","31","0.0662415961628138","0.0416841819150772","0.0907990104105504","1"
