"ple0008","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Satisfactory","2000","Saxony","direct migration background","18","","",""
"Satisfactory","2000","Saxony","indirect migration background","2","","",""
"Satisfactory","2000","Saxony-Anhalt","no migration background","360","0.363779220964671","0.33419745438349","0.393360987545852"
"Satisfactory","2000","Saxony-Anhalt","direct migration background","13","","",""
"Satisfactory","2000","Saxony-Anhalt","indirect migration background","","","",""
"Satisfactory","2000","Thuringia","no migration background","326","0.33579692531796","0.306955396526498","0.364638454109422"
"Satisfactory","2000","Thuringia","direct migration background","9","","",""
"Satisfactory","2000","Thuringia","indirect migration background","1","","",""
"Less good","2000","Schleswig-Holstein","no migration background","70","0.126204908975656","0.100416692981177","0.151993124970136"
"Less good","2000","Schleswig-Holstein","direct migration background","5","","",""
"Less good","2000","Schleswig-Holstein","indirect migration background","2","","",""
"Less good","2000","Hamburg","no migration background","32","0.139613263800043","0.0974851892484746","0.181741338351612"
"Less good","2000","Hamburg","direct migration background","2","","",""
"Less good","2000","Hamburg","indirect migration background","1","","",""
"Less good","2000","Lower Saxony","no migration background","191","0.122273638249851","0.106822947120312","0.137724329379389"
"Less good","2000","Lower Saxony","direct migration background","27","","",""
"Less good","2000","Lower Saxony","indirect migration background","2","","",""
"Less good","2000","Bremen","no migration background","16","","",""
"Less good","2000","Bremen","direct migration background","8","","",""
"Less good","2000","Bremen","indirect migration background","1","","",""
"Less good","2000","North Rhine-Westphalia","no migration background","525","0.138123912909611","0.127480630927754","0.148767194891468"
"Less good","2000","North Rhine-Westphalia","direct migration background","117","0.12463500114757","0.103067476883593","0.146202525411546"
"Less good","2000","North Rhine-Westphalia","indirect migration background","11","","",""
"Less good","2000","Hesse","no migration background","176","0.157274460763131","0.13701119555016","0.177537725976102"
"Less good","2000","Hesse","direct migration background","56","0.176575537492154","0.137241217999514","0.215909856984794"
"Less good","2000","Hesse","indirect migration background","","","",""
"Less good","2000","Rhineland-Palatinate,Saarland","no migration background","173","0.150459451067876","0.130094937882532","0.170823964253219"
"Less good","2000","Rhineland-Palatinate,Saarland","direct migration background","29","","",""
"Less good","2000","Rhineland-Palatinate,Saarland","indirect migration background","3","","",""
"Less good","2000","Baden-Württemberg","no migration background","218","0.113343009091185","0.0993264308971315","0.127359587285239"
"Less good","2000","Baden-Württemberg","direct migration background","121","0.137441547426044","0.113137747140788","0.161745347711299"
"Less good","2000","Baden-Württemberg","indirect migration background","6","","",""
"Less good","2000","Bavaria","no migration background","331","0.129968891365715","0.117540139123469","0.142397643607961"
"Less good","2000","Bavaria","direct migration background","63","0.143828193582601","0.111933084720294","0.175723302444908"
"Less good","2000","Bavaria","indirect migration background","10","","",""
"Less good","2000","Berlin","no migration background","86","0.133879881508277","0.108902568972811","0.158857194043743"
"Less good","2000","Berlin","direct migration background","14","","",""
"Less good","2000","Berlin","indirect migration background","3","","",""
"Less good","2000","Brandenburg","no migration background","150","0.159117701914531","0.13641239557599","0.181823008253073"
"Less good","2000","Brandenburg","direct migration background","3","","",""
"Less good","2000","Brandenburg","indirect migration background","1","","",""
"Less good","2000","Mecklenburg-Western Pomerania","no migration background","63","0.124362327742012","0.0967081297477991","0.152016525736225"
"Less good","2000","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Less good","2000","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Less good","2000","Saxony","no migration background","196","0.127825561645201","0.112136968561813","0.143514154728589"
"Less good","2000","Saxony","direct migration background","10","","",""
"Less good","2000","Saxony","indirect migration background","2","","",""
"Less good","2000","Saxony-Anhalt","no migration background","146","0.155172483684403","0.132909025816304","0.177435941552502"
"Less good","2000","Saxony-Anhalt","direct migration background","10","","",""
"Less good","2000","Saxony-Anhalt","indirect migration background","","","",""
"Less good","2000","Thuringia","no migration background","133","0.132389602368415","0.111692059461491","0.153087145275338"
"Less good","2000","Thuringia","direct migration background","3","","",""
"Less good","2000","Thuringia","indirect migration background","2","","",""
"Poor","2000","Schleswig-Holstein","no migration background","23","","",""
"Poor","2000","Schleswig-Holstein","direct migration background","3","","",""
"Poor","2000","Schleswig-Holstein","indirect migration background","","","",""
"Poor","2000","Hamburg","no migration background","13","","",""
"Poor","2000","Hamburg","direct migration background","2","","",""
"Poor","2000","Hamburg","indirect migration background","","","",""
"Poor","2000","Lower Saxony","no migration background","52","0.0305188106232283","0.0224062973965145","0.038631323849942"
"Poor","2000","Lower Saxony","direct migration background","4","","",""
"Poor","2000","Lower Saxony","indirect migration background","1","","",""
"Poor","2000","Bremen","no migration background","10","","",""
"Poor","2000","Bremen","direct migration background","1","","",""
"Poor","2000","Bremen","indirect migration background","","","",""
"Poor","2000","North Rhine-Westphalia","no migration background","148","0.0430759824035519","0.0368130887215928","0.049338876085511"
"Poor","2000","North Rhine-Westphalia","direct migration background","38","0.0434813120308056","0.0301650066747858","0.0567976173868253"
"Poor","2000","North Rhine-Westphalia","indirect migration background","3","","",""
"Poor","2000","Hesse","no migration background","48","0.04026373855263","0.0293224052230262","0.0512050718822337"
"Poor","2000","Hesse","direct migration background","18","","",""
"Poor","2000","Hesse","indirect migration background","1","","",""
"Poor","2000","Rhineland-Palatinate,Saarland","no migration background","44","0.0424530324485971","0.0309686765894047","0.0539373883077896"
"Poor","2000","Rhineland-Palatinate,Saarland","direct migration background","6","","",""
"Poor","2000","Rhineland-Palatinate,Saarland","indirect migration background","3","","",""
"Poor","2000","Baden-Württemberg","no migration background","70","0.0448629891945815","0.0357104045469461","0.054015573842217"
"Poor","2000","Baden-Württemberg","direct migration background","35","0.0480003956544058","0.0329113527117036","0.063089438597108"
"Poor","2000","Baden-Württemberg","indirect migration background","","","",""
"Poor","2000","Bavaria","no migration background","88","0.0396170184650489","0.0324075448864384","0.0468264920436595"
"Poor","2000","Bavaria","direct migration background","16","","",""
"Poor","2000","Bavaria","indirect migration background","1","","",""
"Poor","2000","Berlin","no migration background","26","","",""
"Poor","2000","Berlin","direct migration background","3","","",""
"Poor","2000","Berlin","indirect migration background","","","",""
"Poor","2000","Brandenburg","no migration background","37","0.0398193167440079","0.0276819661749286","0.0519566673130872"
"Poor","2000","Brandenburg","direct migration background","1","","",""
"Poor","2000","Brandenburg","indirect migration background","","","",""
"Poor","2000","Mecklenburg-Western Pomerania","no migration background","12","","",""
"Poor","2000","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Poor","2000","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Poor","2000","Saxony","no migration background","50","0.0350929668608427","0.026446747573801","0.0437391861478844"
"Poor","2000","Saxony","direct migration background","1","","",""
"Poor","2000","Saxony","indirect migration background","","","",""
"Poor","2000","Saxony-Anhalt","no migration background","57","0.0673702668211094","0.0519571667087133","0.0827833669335055"
"Poor","2000","Saxony-Anhalt","direct migration background","4","","",""
"Poor","2000","Saxony-Anhalt","indirect migration background","","","",""
"Poor","2000","Thuringia","no migration background","41","0.0553546171579634","0.0413896214198068","0.06931961289612"
"Poor","2000","Thuringia","direct migration background","1","","",""
"Poor","2000","Thuringia","indirect migration background","","","",""
"Very good","2001","Schleswig-Holstein","no migration background","117","0.158409329565068","0.128694384726048","0.188124274404089"
"Very good","2001","Schleswig-Holstein","direct migration background","16","","",""
"Very good","2001","Schleswig-Holstein","indirect migration background","2","","",""
"Very good","2001","Hamburg","no migration background","45","0.155049507225203","0.109161418698561","0.200937595751845"
"Very good","2001","Hamburg","direct migration background","4","","",""
"Very good","2001","Hamburg","indirect migration background","4","","",""
"Very good","2001","Lower Saxony","no migration background","138","0.091269248775361","0.0770553867739186","0.105483110776803"
"Very good","2001","Lower Saxony","direct migration background","32","0.136842573717405","0.0924265378055644","0.181258609629245"
"Very good","2001","Lower Saxony","indirect migration background","10","","",""
"Very good","2001","Bremen","no migration background","12","","",""
"Very good","2001","Bremen","direct migration background","3","","",""
"Very good","2001","Bremen","indirect migration background","","","",""
"Very good","2001","North Rhine-Westphalia","no migration background","334","0.083667334153006","0.0746797222859479","0.0926549460200642"
"Very good","2001","North Rhine-Westphalia","direct migration background","98","0.124985537216385","0.102040744340076","0.147930330092695"
"Very good","2001","North Rhine-Westphalia","indirect migration background","56","0.195847843829891","0.144560207348098","0.247135480311684"
"Very good","2001","Hesse","no migration background","98","0.0877797166762575","0.0711102682300708","0.104449165122444"
"Very good","2001","Hesse","direct migration background","35","0.110134741953832","0.0749434189529906","0.145326064954674"
"Very good","2001","Hesse","indirect migration background","18","","",""
"Very good","2001","Rhineland-Palatinate,Saarland","no migration background","100","0.0917283807031226","0.0746710337248889","0.108785727681356"
"Very good","2001","Rhineland-Palatinate,Saarland","direct migration background","25","","",""
"Very good","2001","Rhineland-Palatinate,Saarland","indirect migration background","8","","",""
"Very good","2001","Baden-Württemberg","no migration background","219","0.128154160216603","0.112537866763619","0.143770453669586"
"Very good","2001","Baden-Württemberg","direct migration background","65","0.114419809488999","0.0902261354467982","0.1386134835312"
"Very good","2001","Baden-Württemberg","indirect migration background","61","0.356498093008287","0.289614668312766","0.423381517703808"
"Very good","2001","Bavaria","no migration background","380","0.151025195828498","0.137044785278427","0.16500560637857"
"Very good","2001","Bavaria","direct migration background","59","0.164077460655525","0.128742928430452","0.199411992880597"
"Very good","2001","Bavaria","indirect migration background","31","0.336943733525853","0.249406470530579","0.424480996521126"
"Very good","2001","Berlin","no migration background","75","0.0991347926328775","0.0769490147673348","0.12132057049842"
"Very good","2001","Berlin","direct migration background","6","","",""
"Very good","2001","Berlin","indirect migration background","6","","",""
"Very good","2001","Brandenburg","no migration background","60","0.0700324650903164","0.0537181906128397","0.086346739567793"
"Very good","2001","Brandenburg","direct migration background","1","","",""
"Very good","2001","Brandenburg","indirect migration background","","","",""
"Very good","2001","Mecklenburg-Western Pomerania","no migration background","47","0.100783404553751","0.0743964202873157","0.127170388820186"
"Very good","2001","Mecklenburg-Western Pomerania","direct migration background","1","","",""
"Very good","2001","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Very good","2001","Saxony","no migration background","127","0.0694812088376394","0.057064783608638","0.0818976340666408"
"Very good","2001","Saxony","direct migration background","","","",""
"Very good","2001","Saxony","indirect migration background","2","","",""
"Very good","2001","Saxony-Anhalt","no migration background","54","0.0434969614692007","0.0306342607540428","0.0563596621843585"
"Very good","2001","Saxony-Anhalt","direct migration background","","","",""
"Very good","2001","Saxony-Anhalt","indirect migration background","","","",""
"Very good","2001","Thuringia","no migration background","81","0.075538649193344","0.0587079527059896","0.0923693456806984"
"Very good","2001","Thuringia","direct migration background","","","",""
"Very good","2001","Thuringia","indirect migration background","","","",""
"Good","2001","Schleswig-Holstein","no migration background","213","0.363126100456806","0.323988918388476","0.402263282525135"
"Good","2001","Schleswig-Holstein","direct migration background","25","","",""
"Good","2001","Schleswig-Holstein","indirect migration background","3","","",""
"Good","2001","Hamburg","no migration background","96","0.376628478107703","0.315198664544089","0.438058291671316"
"Good","2001","Hamburg","direct migration background","9","","",""
"Good","2001","Hamburg","indirect migration background","4","","",""
"Good","2001","Lower Saxony","no migration background","618","0.348867323097499","0.325344083279671","0.372390562915327"
"Good","2001","Lower Saxony","direct migration background","93","0.392332540173759","0.329230365209661","0.455434715137857"
"Good","2001","Lower Saxony","indirect migration background","30","0.546288111936666","0.412255305717208","0.680320918156124"
"Good","2001","Bremen","no migration background","48","0.364904997290329","0.280512791618666","0.449297202961992"
"Good","2001","Bremen","direct migration background","9","","",""
"Good","2001","Bremen","indirect migration background","5","","",""
"Good","2001","North Rhine-Westphalia","no migration background","1460","0.38045935127124","0.364700346265557","0.396218356276922"
"Good","2001","North Rhine-Westphalia","direct migration background","334","0.407424307149576","0.373333127469845","0.441515486829306"
"Good","2001","North Rhine-Westphalia","indirect migration background","107","0.45726142413844","0.392879818921062","0.521643029355817"
"Good","2001","Hesse","no migration background","441","0.374629850186672","0.346116776021654","0.40314292435169"
"Good","2001","Hesse","direct migration background","112","0.383522376119397","0.328862919272266","0.438181832966527"
"Good","2001","Hesse","indirect migration background","40","0.500308305350719","0.388629013822291","0.611987596879148"
"Good","2001","Rhineland-Palatinate,Saarland","no migration background","420","0.364877898801948","0.336429741515728","0.393326056088168"
"Good","2001","Rhineland-Palatinate,Saarland","direct migration background","81","0.367552295451419","0.303842145007283","0.431262445895555"
"Good","2001","Rhineland-Palatinate,Saarland","indirect migration background","16","","",""
"Good","2001","Baden-Württemberg","no migration background","739","0.384912967704316","0.362180775784959","0.407645159623672"
"Good","2001","Baden-Württemberg","direct migration background","289","0.43188886513611","0.394241037391797","0.469536692880423"
"Good","2001","Baden-Württemberg","indirect migration background","92","0.427684287829009","0.358597585984725","0.496770989673293"
"Good","2001","Bavaria","no migration background","989","0.366375650119748","0.347563993141577","0.385187307097919"
"Good","2001","Bavaria","direct migration background","162","0.364356114109764","0.318440348171564","0.410271880047965"
"Good","2001","Bavaria","indirect migration background","49","0.363594103712909","0.274507050664988","0.45268115676083"
"Good","2001","Berlin","no migration background","267","0.387311142402174","0.351146707047622","0.423475577756725"
"Good","2001","Berlin","direct migration background","23","","",""
"Good","2001","Berlin","indirect migration background","14","","",""
"Good","2001","Brandenburg","no migration background","348","0.349737595439825","0.319251651481189","0.380223539398461"
"Good","2001","Brandenburg","direct migration background","4","","",""
"Good","2001","Brandenburg","indirect migration background","1","","",""
"Good","2001","Mecklenburg-Western Pomerania","no migration background","206","0.351766497800888","0.309910657755615","0.393622337846161"
"Good","2001","Mecklenburg-Western Pomerania","direct migration background","4","","",""
"Good","2001","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Good","2001","Saxony","no migration background","674","0.391102226254614","0.367272576568149","0.414931875941078"
"Good","2001","Saxony","direct migration background","5","","",""
"Good","2001","Saxony","indirect migration background","3","","",""
"Good","2001","Saxony-Anhalt","no migration background","398","0.393627868901532","0.362819261799746","0.424436476003317"
"Good","2001","Saxony-Anhalt","direct migration background","4","","",""
"Good","2001","Saxony-Anhalt","indirect migration background","6","","",""
"Good","2001","Thuringia","no migration background","394","0.374077178658072","0.343258493815113","0.404895863501032"
"Good","2001","Thuringia","direct migration background","3","","",""
"Good","2001","Thuringia","indirect migration background","2","","",""
"Satisfactory","2001","Schleswig-Holstein","no migration background","165","0.302968932930714","0.265570000044318","0.340367865817109"
"Satisfactory","2001","Schleswig-Holstein","direct migration background","15","","",""
"Satisfactory","2001","Schleswig-Holstein","indirect migration background","3","","",""
"Satisfactory","2001","Hamburg","no migration background","55","0.245151663576337","0.190614014387846","0.299689312764828"
"Satisfactory","2001","Hamburg","direct migration background","5","","",""
"Satisfactory","2001","Hamburg","indirect migration background","2","","",""
"Satisfactory","2001","Lower Saxony","no migration background","569","0.378143097813822","0.354209633695873","0.402076561931771"
"Satisfactory","2001","Lower Saxony","direct migration background","75","0.303855572230596","0.244417125583357","0.363294018877835"
"Satisfactory","2001","Lower Saxony","indirect migration background","9","","",""
"Satisfactory","2001","Bremen","no migration background","43","0.369399582053766","0.284790221756492","0.454008942351041"
"Satisfactory","2001","Bremen","direct migration background","9","","",""
"Satisfactory","2001","Bremen","indirect migration background","1","","",""
"Satisfactory","2001","North Rhine-Westphalia","no migration background","1255","0.353320834116289","0.337805225457131","0.368836442775448"
"Satisfactory","2001","North Rhine-Westphalia","direct migration background","218","0.26667380153066","0.235991677467194","0.297355925594126"
"Satisfactory","2001","North Rhine-Westphalia","indirect migration background","49","0.264309096967283","0.207320505714537","0.321297688220029"
"Satisfactory","2001","Hesse","no migration background","385","0.34981770330782","0.321723757342733","0.377911649272907"
"Satisfactory","2001","Hesse","direct migration background","101","0.291464817746318","0.240380796266764","0.342548839225872"
"Satisfactory","2001","Hesse","indirect migration background","15","","",""
"Satisfactory","2001","Rhineland-Palatinate,Saarland","no migration background","392","0.36546507674542","0.337007202583016","0.393922950907825"
"Satisfactory","2001","Rhineland-Palatinate,Saarland","direct migration background","84","0.339476846590702","0.276904008565809","0.402049684615594"
"Satisfactory","2001","Rhineland-Palatinate,Saarland","indirect migration background","9","","",""
"Satisfactory","2001","Baden-Württemberg","no migration background","532","0.332486942163178","0.310477504989215","0.35449637933714"
"Satisfactory","2001","Baden-Württemberg","direct migration background","178","0.267794904214495","0.234139501141906","0.301450307287084"
"Satisfactory","2001","Baden-Württemberg","indirect migration background","33","0.178630629239655","0.125141910639973","0.232119347839336"
"Satisfactory","2001","Bavaria","no migration background","749","0.300279453813709","0.282382754458575","0.318176153168843"
"Satisfactory","2001","Bavaria","direct migration background","127","0.277577572057185","0.234852809078604","0.320302335035766"
"Satisfactory","2001","Bavaria","indirect migration background","25","","",""
"Satisfactory","2001","Berlin","no migration background","235","0.33357109167426","0.298568289063619","0.368573894284901"
"Satisfactory","2001","Berlin","direct migration background","26","","",""
"Satisfactory","2001","Berlin","indirect migration background","9","","",""
"Satisfactory","2001","Brandenburg","no migration background","362","0.379214354064363","0.348197526087303","0.410231182041423"
"Satisfactory","2001","Brandenburg","direct migration background","10","","",""
"Satisfactory","2001","Brandenburg","indirect migration background","2","","",""
"Satisfactory","2001","Mecklenburg-Western Pomerania","no migration background","169","0.366180420990615","0.323953105401509","0.408407736579721"
"Satisfactory","2001","Mecklenburg-Western Pomerania","direct migration background","6","","",""
"Satisfactory","2001","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Satisfactory","2001","Saxony","no migration background","577","0.370533628631981","0.346950555258364","0.394116702005598"
"Satisfactory","2001","Saxony","direct migration background","19","","",""
"Satisfactory","2001","Saxony","indirect migration background","2","","",""
"Satisfactory","2001","Saxony-Anhalt","no migration background","304","0.33051732780844","0.30085355988726","0.360181095729621"
"Satisfactory","2001","Saxony-Anhalt","direct migration background","15","","",""
"Satisfactory","2001","Saxony-Anhalt","indirect migration background","","","",""
"Satisfactory","2001","Thuringia","no migration background","333","0.375834528026189","0.344986933061107","0.40668212299127"
"Satisfactory","2001","Thuringia","direct migration background","8","","",""
"Satisfactory","2001","Thuringia","indirect migration background","","","",""
"Less good","2001","Schleswig-Holstein","no migration background","61","0.119955469881493","0.0935133392556635","0.146397600507323"
"Less good","2001","Schleswig-Holstein","direct migration background","6","","",""
"Less good","2001","Schleswig-Holstein","indirect migration background","1","","",""
"Less good","2001","Hamburg","no migration background","30","0.140095853689972","0.0960923960624869","0.184099311317458"
"Less good","2001","Hamburg","direct migration background","5","","",""
"Less good","2001","Hamburg","indirect migration background","","","",""
"Less good","2001","Lower Saxony","no migration background","199","0.14076737622746","0.123602580817455","0.157932171637466"
"Less good","2001","Lower Saxony","direct migration background","26","","",""
"Less good","2001","Lower Saxony","indirect migration background","2","","",""
"Less good","2001","Bremen","no migration background","17","","",""
"Less good","2001","Bremen","direct migration background","3","","",""
"Less good","2001","Bremen","indirect migration background","","","",""
"Less good","2001","North Rhine-Westphalia","no migration background","454","0.137144025674219","0.125978032428593","0.148310018919845"
"Less good","2001","North Rhine-Westphalia","direct migration background","121","0.162637026502996","0.13703270718446","0.188241345821531"
"Less good","2001","North Rhine-Westphalia","indirect migration background","17","","",""
"Less good","2001","Hesse","no migration background","149","0.151957796747471","0.130811004072637","0.173104589422304"
"Less good","2001","Hesse","direct migration background","42","0.16365187285624","0.12206413158197","0.20523961413051"
"Less good","2001","Hesse","indirect migration background","3","","",""
"Less good","2001","Rhineland-Palatinate,Saarland","no migration background","148","0.13808833841392","0.11770094851179","0.158475728316051"
"Less good","2001","Rhineland-Palatinate,Saarland","direct migration background","24","","",""
"Less good","2001","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Less good","2001","Baden-Württemberg","no migration background","209","0.114736579453166","0.099847118813155","0.129626040093178"
"Less good","2001","Baden-Württemberg","direct migration background","99","0.137699581009732","0.111509739134087","0.163889422885378"
"Less good","2001","Baden-Württemberg","indirect migration background","10","","",""
"Less good","2001","Bavaria","no migration background","327","0.147107434646283","0.133277749399831","0.160937119892734"
"Less good","2001","Bavaria","direct migration background","56","0.146575129121259","0.112830500269721","0.180319757972797"
"Less good","2001","Bavaria","indirect migration background","3","","",""
"Less good","2001","Berlin","no migration background","96","0.14536455203228","0.119197704118718","0.171531399945842"
"Less good","2001","Berlin","direct migration background","11","","",""
"Less good","2001","Berlin","indirect migration background","1","","",""
"Less good","2001","Brandenburg","no migration background","131","0.158766625956435","0.135403980466693","0.182129271446177"
"Less good","2001","Brandenburg","direct migration background","2","","",""
"Less good","2001","Brandenburg","indirect migration background","","","",""
"Less good","2001","Mecklenburg-Western Pomerania","no migration background","59","0.130816347105227","0.101260060268455","0.160372633941998"
"Less good","2001","Mecklenburg-Western Pomerania","direct migration background","4","","",""
"Less good","2001","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Less good","2001","Saxony","no migration background","184","0.131159007530319","0.114674744595558","0.14764327046508"
"Less good","2001","Saxony","direct migration background","8","","",""
"Less good","2001","Saxony","indirect migration background","1","","",""
"Less good","2001","Saxony-Anhalt","no migration background","155","0.165166407328227","0.141749995526132","0.188582819130322"
"Less good","2001","Saxony-Anhalt","direct migration background","12","","",""
"Less good","2001","Saxony-Anhalt","indirect migration background","","","",""
"Less good","2001","Thuringia","no migration background","103","0.131631497691281","0.110098472723185","0.153164522659378"
"Less good","2001","Thuringia","direct migration background","6","","",""
"Less good","2001","Thuringia","indirect migration background","1","","",""
"Poor","2001","Schleswig-Holstein","no migration background","24","","",""
"Poor","2001","Schleswig-Holstein","direct migration background","2","","",""
"Poor","2001","Schleswig-Holstein","indirect migration background","","","",""
"Poor","2001","Hamburg","no migration background","13","","",""
"Poor","2001","Hamburg","direct migration background","2","","",""
"Poor","2001","Hamburg","indirect migration background","","","",""
"Poor","2001","Lower Saxony","no migration background","53","0.0409529540858574","0.0311716937631022","0.0507342144086126"
"Poor","2001","Lower Saxony","direct migration background","4","","",""
"Poor","2001","Lower Saxony","indirect migration background","2","","",""
"Poor","2001","Bremen","no migration background","5","","",""
"Poor","2001","Bremen","direct migration background","3","","",""
"Poor","2001","Bremen","indirect migration background","","","",""
"Poor","2001","North Rhine-Westphalia","no migration background","143","0.045408454785246","0.0386504746268452","0.0521664349436468"
"Poor","2001","North Rhine-Westphalia","direct migration background","27","","",""
"Poor","2001","North Rhine-Westphalia","indirect migration background","1","","",""
"Poor","2001","Hesse","no migration background","34","0.0358149330817798","0.0248681489727509","0.0467617171908087"
"Poor","2001","Hesse","direct migration background","14","","",""
"Poor","2001","Hesse","indirect migration background","1","","",""
"Poor","2001","Rhineland-Palatinate,Saarland","no migration background","40","0.0398403053355886","0.0282822488337664","0.0513983618374108"
"Poor","2001","Rhineland-Palatinate,Saarland","direct migration background","6","","",""
"Poor","2001","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Poor","2001","Baden-Württemberg","no migration background","61","0.0397093504627377","0.0305863121484182","0.0488323887770572"
"Poor","2001","Baden-Württemberg","direct migration background","34","0.0481968401506636","0.0319181250454429","0.0644755552558843"
"Poor","2001","Baden-Württemberg","indirect migration background","1","","",""
"Poor","2001","Bavaria","no migration background","75","0.0352122655917621","0.0280159418651718","0.0424085893183525"
"Poor","2001","Bavaria","direct migration background","18","","",""
"Poor","2001","Bavaria","indirect migration background","4","","",""
"Poor","2001","Berlin","no migration background","24","","",""
"Poor","2001","Berlin","direct migration background","2","","",""
"Poor","2001","Berlin","indirect migration background","","","",""
"Poor","2001","Brandenburg","no migration background","39","0.0422489594490613","0.0293896250789119","0.0551082938192107"
"Poor","2001","Brandenburg","direct migration background","","","",""
"Poor","2001","Brandenburg","indirect migration background","","","",""
"Poor","2001","Mecklenburg-Western Pomerania","no migration background","19","","",""
"Poor","2001","Mecklenburg-Western Pomerania","direct migration background","1","","",""
"Poor","2001","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Poor","2001","Saxony","no migration background","49","0.0377239287454467","0.0284201661071777","0.0470276913837157"
"Poor","2001","Saxony","direct migration background","","","",""
"Poor","2001","Saxony","indirect migration background","","","",""
"Poor","2001","Saxony-Anhalt","no migration background","55","0.0671914344926001","0.0514039569049926","0.0829789120802075"
"Poor","2001","Saxony-Anhalt","direct migration background","2","","",""
"Poor","2001","Saxony-Anhalt","indirect migration background","","","",""
"Poor","2001","Thuringia","no migration background","36","0.0429181464311138","0.0300098740464814","0.0558264188157462"
"Poor","2001","Thuringia","direct migration background","2","","",""
"Poor","2001","Thuringia","indirect migration background","","","",""
"Very good","2002","Schleswig-Holstein","no migration background","105","0.125887443235387","0.100207505740179","0.151567380730595"
"Very good","2002","Schleswig-Holstein","direct migration background","14","","",""
"Very good","2002","Schleswig-Holstein","indirect migration background","3","","",""
"Very good","2002","Hamburg","no migration background","48","0.135787300225477","0.096828124013161","0.174746476437793"
"Very good","2002","Hamburg","direct migration background","4","","",""
"Very good","2002","Hamburg","indirect migration background","3","","",""
"Very good","2002","Lower Saxony","no migration background","146","0.0791236623032628","0.0663521214626822","0.0918952031438435"
"Very good","2002","Lower Saxony","direct migration background","23","","",""
"Very good","2002","Lower Saxony","indirect migration background","13","","",""
"Very good","2002","Bremen","no migration background","20","","",""
"Very good","2002","Bremen","direct migration background","","","",""
"Very good","2002","Bremen","indirect migration background","","","",""
"Very good","2002","North Rhine-Westphalia","no migration background","348","0.0835860120511613","0.0748864453900257","0.0922855787122968"
"Very good","2002","North Rhine-Westphalia","direct migration background","94","0.118608571583083","0.0957415327035511","0.141475610462615"
"Very good","2002","North Rhine-Westphalia","indirect migration background","56","0.222818541255898","0.169038509803075","0.276598572708721"
"Very good","2002","Hesse","no migration background","108","0.0690350003705556","0.0551522706449525","0.0829177300961587"
"Very good","2002","Hesse","direct migration background","22","","",""
"Very good","2002","Hesse","indirect migration background","14","","",""
"Very good","2002","Rhineland-Palatinate,Saarland","no migration background","115","0.101907158322203","0.0842760443960119","0.119538272248394"
"Very good","2002","Rhineland-Palatinate,Saarland","direct migration background","19","","",""
"Very good","2002","Rhineland-Palatinate,Saarland","indirect migration background","7","","",""
"Very good","2002","Baden-Württemberg","no migration background","220","0.0888475320903555","0.0763056426297948","0.101389421550916"
"Very good","2002","Baden-Württemberg","direct migration background","47","0.0799849957032198","0.0588359259353892","0.10113406547105"
"Very good","2002","Baden-Württemberg","indirect migration background","49","0.158634894163991","0.108745745765744","0.208524042562238"
"Very good","2002","Bavaria","no migration background","335","0.115250818911952","0.103333376698884","0.12716826112502"
"Very good","2002","Bavaria","direct migration background","39","0.104829269917155","0.0749581417177959","0.134700398116514"
"Very good","2002","Bavaria","indirect migration background","23","","",""
"Very good","2002","Berlin","no migration background","74","0.0967643457658943","0.0752594174476974","0.118269274084091"
"Very good","2002","Berlin","direct migration background","4","","",""
"Very good","2002","Berlin","indirect migration background","6","","",""
"Very good","2002","Brandenburg","no migration background","54","0.0577786703634326","0.0429805470287078","0.0725767936981573"
"Very good","2002","Brandenburg","direct migration background","","","",""
"Very good","2002","Brandenburg","indirect migration background","","","",""
"Very good","2002","Mecklenburg-Western Pomerania","no migration background","48","0.0986545163081635","0.072542923934082","0.124766108682245"
"Very good","2002","Mecklenburg-Western Pomerania","direct migration background","2","","",""
"Very good","2002","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Very good","2002","Saxony","no migration background","146","0.0778596314966015","0.0648035298790448","0.0909157331141583"
"Very good","2002","Saxony","direct migration background","1","","",""
"Very good","2002","Saxony","indirect migration background","1","","",""
"Very good","2002","Saxony-Anhalt","no migration background","69","0.0730360674053761","0.0563581279015105","0.0897140069092418"
"Very good","2002","Saxony-Anhalt","direct migration background","1","","",""
"Very good","2002","Saxony-Anhalt","indirect migration background","1","","",""
"Very good","2002","Thuringia","no migration background","71","0.0668697987706783","0.0509517931442512","0.0827878043971055"
"Very good","2002","Thuringia","direct migration background","","","",""
"Very good","2002","Thuringia","indirect migration background","","","",""
"Good","2002","Schleswig-Holstein","no migration background","253","0.366321037974153","0.329023114697071","0.403618961251235"
