"ple0008","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence"
"Satisfactory","1996","35-65 y.","Rural Area","956","0.401931772101669","0.382125789356134","0.421737754847204"
"Satisfactory","1996","66 and older","Urban Area","466","0.438479623417229","0.408706571846374","0.468252674988084"
"Satisfactory","1996","66 and older","Rural Area","236","0.443282480327011","0.399998164175474","0.486566796478549"
"Less good","1996","16-34 y.","Urban Area","190","0.0637216424922634","0.055266667933332","0.0721766170511947"
"Less good","1996","16-34 y.","Rural Area","87","0.0525733679428443","0.0415196620210477","0.0636270738646408"
"Less good","1996","35-65 y.","Urban Area","698","0.154798091821355","0.144106733280989","0.165489450361722"
"Less good","1996","35-65 y.","Rural Area","337","0.153760698937593","0.139188867812974","0.168332530062213"
"Less good","1996","66 and older","Urban Area","283","0.267825684149911","0.241255214076449","0.294396154223372"
"Less good","1996","66 and older","Rural Area","113","0.244411628227299","0.20696813165247","0.281855124802128"
"Poor","1996","16-34 y.","Urban Area","33","0.00883814666777233","0.00559833903894387","0.0120779542966008"
"Poor","1996","16-34 y.","Rural Area","10","","",""
"Poor","1996","35-65 y.","Urban Area","172","0.0408555425368399","0.0350044447009336","0.0467066403727463"
"Poor","1996","35-65 y.","Rural Area","76","0.034850527502642","0.027441745288557","0.0422593097167271"
"Poor","1996","66 and older","Urban Area","115","0.11566283704665","0.0964729799930282","0.134852694100272"
"Poor","1996","66 and older","Rural Area","59","0.115844159665811","0.0879589243086063","0.143729395023016"
"Very good","1997","16-34 y.","Urban Area","569","0.189232429017271","0.175475080049764","0.202989777984777"
"Very good","1997","16-34 y.","Rural Area","249","0.16831489983967","0.14947482964227","0.18715497003707"
"Very good","1997","35-65 y.","Urban Area","218","0.0521198616013815","0.0454994882571941","0.058740234945569"
"Very good","1997","35-65 y.","Rural Area","115","0.0528951097906535","0.0438049786707551","0.061985240910552"
"Very good","1997","66 and older","Urban Area","20","","",""
"Very good","1997","66 and older","Rural Area","8","","",""
"Good","1997","16-34 y.","Urban Area","1754","0.551620740437319","0.534153196751765","0.569088284122872"
"Good","1997","16-34 y.","Rural Area","851","0.547466992399795","0.522403252463687","0.572530732335903"
"Good","1997","35-65 y.","Urban Area","1715","0.376294860138329","0.361865138691733","0.390724581584925"
"Good","1997","35-65 y.","Rural Area","873","0.361344282710587","0.34183427941635","0.380854286004824"
"Good","1997","66 and older","Urban Area","183","0.160893285723635","0.139100420633025","0.182686150814246"
"Good","1997","66 and older","Rural Area","79","0.113323625571432","0.085946536109289","0.140700715033574"
"Satisfactory","1997","16-34 y.","Urban Area","622","0.212377247652962","0.198012370786901","0.226742124519023"
"Satisfactory","1997","16-34 y.","Rural Area","323","0.215375132533798","0.194675120992233","0.236075144075363"
"Satisfactory","1997","35-65 y.","Urban Area","1538","0.367673755323577","0.35331204832901","0.382035462318145"
"Satisfactory","1997","35-65 y.","Rural Area","952","0.414279179944054","0.394273411785427","0.43428494810268"
"Satisfactory","1997","66 and older","Urban Area","502","0.450500429140478","0.420990507578303","0.480010350702653"
"Satisfactory","1997","66 and older","Rural Area","251","0.5003558434774","0.457172688303449","0.54353899865135"
"Less good","1997","16-34 y.","Urban Area","142","0.0390917310769224","0.0322844731949355","0.0458989889589093"
"Less good","1997","16-34 y.","Rural Area","70","0.0572819899789188","0.0455804849089622","0.0689834950488754"
"Less good","1997","35-65 y.","Urban Area","689","0.164850738821288","0.153798973802964","0.175902503839612"
"Less good","1997","35-65 y.","Rural Area","311","0.136825026849496","0.122867915678617","0.150782138020374"
"Less good","1997","66 and older","Urban Area","271","0.251325929029029","0.225598178476752","0.277053679581307"
"Less good","1997","66 and older","Rural Area","130","0.267226985292627","0.229008861187606","0.305445109397648"
"Poor","1997","16-34 y.","Urban Area","27","","",""
"Poor","1997","16-34 y.","Rural Area","22","","",""
"Poor","1997","35-65 y.","Urban Area","170","0.039060784115424","0.03329016274068","0.0448314054901679"
"Poor","1997","35-65 y.","Rural Area","78","0.0346564007052104","0.0272279878033941","0.0420848136070267"
"Poor","1997","66 and older","Urban Area","116","0.117605170853601","0.0984986568193143","0.136711684887888"
"Poor","1997","66 and older","Rural Area","47","0.0951580141710028","0.069815276171787","0.120500752170219"
"Very good","1998","16-34 y.","Urban Area","657","0.205727386433072","0.1918660733685","0.219588699497644"
"Very good","1998","16-34 y.","Rural Area","291","0.192385732152339","0.173131616565289","0.211639847739389"
"Very good","1998","35-65 y.","Urban Area","320","0.0681687910222597","0.0610931343718607","0.0752444476726588"
"Very good","1998","35-65 y.","Rural Area","161","0.0726108607245928","0.0627457401449212","0.0824759813042644"
"Very good","1998","66 and older","Urban Area","41","0.0339712230695526","0.0240431848080931","0.0438992613310122"
"Very good","1998","66 and older","Rural Area","10","","",""
"Good","1998","16-34 y.","Urban Area","1831","0.543404586144631","0.526324071738862","0.5604851005504"
"Good","1998","16-34 y.","Rural Area","905","0.548475769705141","0.524167479830979","0.572784059579304"
"Good","1998","35-65 y.","Urban Area","1977","0.402648941624997","0.388880543094596","0.416417340155397"
"Good","1998","35-65 y.","Rural Area","1067","0.384167185771948","0.365676111247249","0.402658260296647"
"Good","1998","66 and older","Urban Area","231","0.173606464434879","0.152848286958986","0.194364641910771"
"Good","1998","66 and older","Rural Area","107","0.17234895895121","0.142303301571201","0.20239461633122"
"Satisfactory","1998","16-34 y.","Urban Area","586","0.197299559669176","0.183653309384007","0.210945809954345"
"Satisfactory","1998","16-34 y.","Rural Area","332","0.207222520663143","0.187424157725184","0.227020883601102"
"Satisfactory","1998","35-65 y.","Urban Area","1708","0.346039376014476","0.332684376133783","0.359394375895168"
"Satisfactory","1998","35-65 y.","Rural Area","973","0.36237157937343","0.344097668588265","0.380645490158595"
"Satisfactory","1998","66 and older","Urban Area","535","0.414356147869872","0.387359085706871","0.441353210032873"
"Satisfactory","1998","66 and older","Rural Area","287","0.458471224093273","0.418832418813402","0.498110029373144"
"Less good","1998","16-34 y.","Urban Area","164","0.0448059540602329","0.0377120192736545","0.0518998888468112"
"Less good","1998","16-34 y.","Rural Area","72","0.0471366913163493","0.0367845545164039","0.0574888281162947"
"Less good","1998","35-65 y.","Urban Area","684","0.144362207222954","0.134495390419735","0.154229024026173"
"Less good","1998","35-65 y.","Rural Area","371","0.14786693728566","0.134372342453752","0.161361532117568"
"Less good","1998","66 and older","Urban Area","328","0.254140652024637","0.230280217011306","0.278001087037969"
"Less good","1998","66 and older","Rural Area","132","0.244786937492462","0.210582487488624","0.2789913874963"
"Poor","1998","16-34 y.","Urban Area","29","","",""
"Poor","1998","16-34 y.","Rural Area","10","","",""
"Poor","1998","35-65 y.","Urban Area","185","0.0387806841153137","0.0333603718589433","0.044200996371684"
"Poor","1998","35-65 y.","Rural Area","86","0.0329834368443692","0.026193972491021","0.0397729011977173"
"Poor","1998","66 and older","Urban Area","144","0.123925512601059","0.105867760055301","0.141983265146818"
"Poor","1998","66 and older","Rural Area","71","0.109921276169662","0.0850379268496131","0.134804625489711"
"Very good","1999","16-34 y.","Urban Area","600","0.209645053072465","0.195243708412767","0.224046397732163"
"Very good","1999","16-34 y.","Rural Area","247","0.157939965926241","0.13974368321911","0.176136248633371"
"Very good","1999","35-65 y.","Urban Area","306","0.0652849545714094","0.0582428663803018","0.0723270427625171"
"Very good","1999","35-65 y.","Rural Area","117","0.0540865227359897","0.0453450854499276","0.0628279600220518"
"Very good","1999","66 and older","Urban Area","24","","",""
"Very good","1999","66 and older","Rural Area","13","","",""
"Good","1999","16-34 y.","Urban Area","1655","0.522032307480359","0.504359823014828","0.539704791945891"
"Good","1999","16-34 y.","Rural Area","868","0.567432923007195","0.542712885570944","0.592152960443447"
"Good","1999","35-65 y.","Urban Area","1865","0.386648145992738","0.372765632729128","0.400530659256347"
"Good","1999","35-65 y.","Rural Area","1007","0.397552412121493","0.378639019407774","0.416465804835212"
"Good","1999","66 and older","Urban Area","223","0.178834210668871","0.15733072317343","0.200337698164313"
"Good","1999","66 and older","Rural Area","98","0.162050147534219","0.132735311103219","0.191364983965219"
"Satisfactory","1999","16-34 y.","Urban Area","637","0.212315820343034","0.197847540963954","0.226784099722113"
"Satisfactory","1999","16-34 y.","Rural Area","340","0.218322077506411","0.19770970992416","0.238934445088662"
"Satisfactory","1999","35-65 y.","Urban Area","1676","0.356429329277639","0.34277595082314","0.370082707732137"
"Satisfactory","1999","35-65 y.","Rural Area","1019","0.378044490223278","0.359304743147034","0.396784237299521"
"Satisfactory","1999","66 and older","Urban Area","523","0.403076806526255","0.375552188097149","0.430601424955361"
"Satisfactory","1999","66 and older","Rural Area","283","0.460807263372597","0.421153407835201","0.500461118909993"
"Less good","1999","16-34 y.","Urban Area","149","0.0456365437879306","0.0382530328829645","0.0530200546928967"
"Less good","1999","16-34 y.","Rural Area","79","0.0520580405226032","0.0409739539255008","0.0631421271197056"
"Less good","1999","35-65 y.","Urban Area","711","0.157694535394206","0.14730494512023","0.168084125668183"
"Less good","1999","35-65 y.","Rural Area","346","0.137716854887245","0.124399097302728","0.151034612471762"
"Less good","1999","66 and older","Urban Area","310","0.275676281762893","0.250601669262377","0.300750894263408"
"Less good","1999","66 and older","Rural Area","138","0.214262829644914","0.181621652471622","0.246904006818206"
"Poor","1999","16-34 y.","Urban Area","28","","",""
"Poor","1999","16-34 y.","Rural Area","9","","",""
"Poor","1999","35-65 y.","Urban Area","169","0.0339430347640076","0.0287808684510961","0.0391052010769192"
"Poor","1999","35-65 y.","Rural Area","83","0.032599720031995","0.0257365833450021","0.0394628567189879"
"Poor","1999","66 and older","Urban Area","140","0.119199043910477","0.101016968680919","0.137381119140035"
"Poor","1999","66 and older","Rural Area","75","0.143610362229841","0.115711766984068","0.171508957475614"
"Very good","2000","16-34 y.","Urban Area","1098","0.249465345848488","0.237088192268586","0.26184249942839"
"Very good","2000","16-34 y.","Rural Area","479","0.213838126243531","0.197536027723331","0.230140224763732"
"Very good","2000","35-65 y.","Urban Area","713","0.0808496286810201","0.0751691834652841","0.0865300738967561"
"Very good","2000","35-65 y.","Rural Area","325","0.0739730619223342","0.0664219510616222","0.0815241727830461"
"Very good","2000","66 and older","Urban Area","59","0.0241320334459742","0.0179745201007367","0.0302895467912116"
"Very good","2000","66 and older","Rural Area","20","","",""
"Good","2000","16-34 y.","Urban Area","2428","0.501505504960862","0.487203453763861","0.515807556157863"
"Good","2000","16-34 y.","Rural Area","1341","0.521563382962435","0.50170194416037","0.5414248217645"
"Good","2000","35-65 y.","Urban Area","3587","0.398119617597762","0.387919340716493","0.408319894479032"
"Good","2000","35-65 y.","Rural Area","1790","0.383241537242872","0.36921481866328","0.397268255822463"
"Good","2000","66 and older","Urban Area","421","0.172069811122416","0.15692506241353","0.187214559831302"
"Good","2000","66 and older","Rural Area","234","0.176296801555323","0.155171608946855","0.197421994163792"
"Satisfactory","2000","16-34 y.","Urban Area","889","0.191707387575746","0.1804475008387","0.202967274312792"
"Satisfactory","2000","16-34 y.","Rural Area","471","0.202404859207491","0.186429645698383","0.2183800727166"
"Satisfactory","2000","35-65 y.","Urban Area","3098","0.355232966043382","0.34526037245549","0.365205559631273"
"Satisfactory","2000","35-65 y.","Rural Area","1729","0.37471351355211","0.360748175992219","0.388678851112002"
"Satisfactory","2000","66 and older","Urban Area","1078","0.45242845589457","0.432457067256281","0.472399844532859"
"Satisfactory","2000","66 and older","Rural Area","584","0.467601510950491","0.439941684899428","0.495261337001554"
"Less good","2000","16-34 y.","Urban Area","244","0.0503848431737379","0.044128017323601","0.0566416690238747"
"Less good","2000","16-34 y.","Rural Area","123","0.0550041282874504","0.0459393423456374","0.0640689142292633"
"Less good","2000","35-65 y.","Urban Area","1155","0.12964948307152","0.122649732447386","0.136649233695654"
"Less good","2000","35-65 y.","Rural Area","621","0.135876244561755","0.125990213331897","0.145762275791612"
"Less good","2000","66 and older","Urban Area","585","0.246627937033841","0.229332212403881","0.263923661663802"
"Less good","2000","66 and older","Rural Area","290","0.237710101839914","0.21411200462917","0.261308199050658"
"Poor","2000","16-34 y.","Urban Area","36","0.00693691844116601","0.00456280205629999","0.00931103482603203"
"Poor","2000","16-34 y.","Rural Area","16","","",""
"Poor","2000","35-65 y.","Urban Area","294","0.0361483046063154","0.0322587564591884","0.0400378527534423"
"Poor","2000","35-65 y.","Rural Area","150","0.032195642720929","0.0271028667221738","0.0372884187196842"
"Poor","2000","66 and older","Urban Area","243","0.104741762503198","0.0924547309652267","0.11702879404117"
"Poor","2000","66 and older","Rural Area","122","0.100552466153911","0.0838808629398017","0.117224069368021"
"Very good","2001","16-34 y.","Urban Area","988","0.246448521394689","0.233362487832136","0.259534554957242"
"Very good","2001","16-34 y.","Rural Area","470","0.236964873349291","0.218872745280256","0.255057001418326"
"Very good","2001","35-65 y.","Urban Area","635","0.0803484917189321","0.0744217493973987","0.0862752340404655"
"Very good","2001","35-65 y.","Rural Area","263","0.0705741094170982","0.0628459972891576","0.0783022215450387"
"Very good","2001","66 and older","Urban Area","50","0.0255954102171998","0.0190873359779971","0.0321034844564025"
"Very good","2001","66 and older","Rural Area","24","","",""
"Good","2001","16-34 y.","Urban Area","2138","0.503533552270233","0.488350900991745","0.51871620354872"
"Good","2001","16-34 y.","Rural Area","1122","0.501395608534364","0.480121875066489","0.522669342002239"
"Good","2001","35-65 y.","Urban Area","3330","0.403935390502786","0.393237007078062","0.414633773927511"
"Good","2001","35-65 y.","Rural Area","1630","0.376246281002828","0.361628346546565","0.39086421545909"
"Good","2001","66 and older","Urban Area","405","0.172503143543576","0.15693332777096","0.188072959316192"
"Good","2001","66 and older","Rural Area","215","0.16639128305277","0.145159534523283","0.187623031582257"
"Satisfactory","2001","16-34 y.","Urban Area","807","0.196871751709801","0.184797155626221","0.208946347793382"
"Satisfactory","2001","16-34 y.","Rural Area","400","0.192013621560279","0.175254801409792","0.208772441710766"
"Satisfactory","2001","35-65 y.","Urban Area","2788","0.343739658040516","0.333384220866304","0.354095095214728"
"Satisfactory","2001","35-65 y.","Rural Area","1596","0.372750996041886","0.358160410376116","0.387341581707656"
"Satisfactory","2001","66 and older","Urban Area","1018","0.448144060775547","0.427650214523497","0.468637907027598"
"Satisfactory","2001","66 and older","Rural Area","571","0.488151003579634","0.459654775769681","0.516647231389586"
"Less good","2001","16-34 y.","Urban Area","203","0.0470124149382937","0.040584970072042","0.0534398598045454"
"Less good","2001","16-34 y.","Rural Area","114","0.0603807937966837","0.0502463305271255","0.070515257066242"
"Less good","2001","35-65 y.","Urban Area","1054","0.133053385780816","0.12564839230415","0.140458379257481"
"Less good","2001","35-65 y.","Rural Area","585","0.148068345503042","0.137351256985151","0.158785434020932"
"Less good","2001","66 and older","Urban Area","560","0.250903806734005","0.233037935027388","0.268769678440622"
"Less good","2001","66 and older","Rural Area","270","0.237061086941103","0.212816523324334","0.261305650557872"
"Poor","2001","16-34 y.","Urban Area","30","0.0061337596869836","0.00376284566035609","0.00850467371361111"
"Poor","2001","16-34 y.","Rural Area","16","","",""
"Poor","2001","35-65 y.","Urban Area","274","0.0389230739569498","0.0347061266075215","0.043140021306378"
"Poor","2001","35-65 y.","Rural Area","145","0.0323602680351469","0.0270206987075762","0.0376998373627175"
"Poor","2001","66 and older","Urban Area","229","0.102853578729672","0.0903353420354349","0.115371815423909"
"Poor","2001","66 and older","Rural Area","102","0.08957638781919","0.0732962573173963","0.105856518320984"
"Very good","2002","16-34 y.","Urban Area","911","0.21165497410451","0.199160700155848","0.224149248053172"
"Very good","2002","16-34 y.","Rural Area","423","0.218342030459995","0.200523777693927","0.236160283226064"
"Very good","2002","35-65 y.","Urban Area","690","0.0677640068020094","0.062555414189041","0.0729725994149778"
"Very good","2002","35-65 y.","Rural Area","252","0.0583966351924661","0.0514418389971028","0.0653514313878293"
"Very good","2002","66 and older","Urban Area","50","0.0178725311091524","0.012580811680022","0.0231642505382827"
"Very good","2002","66 and older","Rural Area","27","","",""
"Good","2002","16-34 y.","Urban Area","2160","0.520232821948007","0.504951787326993","0.53551385656902"
"Good","2002","16-34 y.","Rural Area","1117","0.504965874088563","0.48340151043601","0.526530237741116"
"Good","2002","35-65 y.","Urban Area","3791","0.399018826667295","0.388870719477756","0.409166933856834"
"Good","2002","35-65 y.","Rural Area","1766","0.389790922944999","0.375326147777018","0.40425569811298"
"Good","2002","66 and older","Urban Area","455","0.181147441385986","0.165764520480604","0.196530362291369"
"Good","2002","66 and older","Rural Area","221","0.159810023710957","0.139281952854941","0.180338094566972"
"Satisfactory","2002","16-34 y.","Urban Area","781","0.204891312079565","0.192545671198533","0.217236952960597"
