"ple0008","year","e11103","n","percent","lower_confidence","upper_confidence"
"Less good","2014","Not Working","1938","0.228591202059543","0.220096332166252","0.237086071952834"
"Poor","2014","Full Time","133","0.0119055322329865","0.00980407650313204","0.014006987962841"
"Poor","2014","Part Time","159","0.0242964146851906","0.020827319068928","0.0277655103014531"
"Poor","2014","Not Working","660","0.0782166729078428","0.072784810311318","0.0836485355043677"
"Very good","2015","Full Time","1059","0.115966637156987","0.109533853943926","0.122399420370047"
"Very good","2015","Part Time","783","0.116583495964426","0.109134382019454","0.124032609909398"
"Very good","2015","Not Working","1184","0.0764649790918433","0.0713267300825037","0.081603228101183"
"Good","2015","Full Time","4520","0.460312137753817","0.450298414261349","0.470325861246286"
"Good","2015","Part Time","3046","0.407291440907371","0.395886932563191","0.418695949251551"
"Good","2015","Not Working","3243","0.270120141336141","0.26153472521548","0.278705557456801"
"Satisfactory","2015","Full Time","2924","0.314450600337143","0.30512249057092","0.323778710103366"
"Satisfactory","2015","Part Time","2266","0.32187200155368","0.311027720510422","0.332716282596937"
"Satisfactory","2015","Not Working","3255","0.347717466285911","0.338508978769303","0.356925953802518"
"Less good","2015","Full Time","906","0.0980472368871538","0.0920726534221453","0.104021820352162"
"Less good","2015","Part Time","883","0.129625779703057","0.121829237636068","0.137422321770045"
"Less good","2015","Not Working","1948","0.222855542446822","0.214808806086511","0.230902278807134"
"Poor","2015","Full Time","108","0.0112233878648989","0.00910693239711853","0.0133398433326792"
"Poor","2015","Part Time","152","0.0246272818714676","0.0210298144588062","0.0282247492841291"
"Poor","2015","Not Working","645","0.0828418708392828","0.0775121527909024","0.0881715888876632"
"Very good","2016","Full Time","1082","0.10554874461269","0.0992640479351667","0.111833441290213"
"Very good","2016","Part Time","819","0.118274707482289","0.110692852918332","0.125856562046245"
"Very good","2016","Not Working","2336","0.0712925699448293","0.06681459592488","0.0757705439647787"
"Good","2016","Full Time","4267","0.461284947277456","0.451088622892885","0.471481271662026"
"Good","2016","Part Time","3022","0.423357791301452","0.411757474459823","0.434958108143081"
"Good","2016","Not Working","3826","0.267599341399179","0.259894976258767","0.275303706539592"
"Satisfactory","2016","Full Time","2768","0.317973329608218","0.308448099566333","0.327498559650103"
"Satisfactory","2016","Part Time","2123","0.303659959625558","0.29286384945071","0.314456069800406"
"Satisfactory","2016","Not Working","3594","0.351001330322471","0.342695247469491","0.359307413175451"
"Less good","2016","Full Time","940","0.100178000985584","0.0940369326402691","0.1063190693309"
"Less good","2016","Part Time","836","0.1326426365641","0.124679146059161","0.14060612706904"
"Less good","2016","Not Working","2164","0.229750973932402","0.222430077992162","0.237071869872641"
"Poor","2016","Full Time","125","0.0150149775160525","0.0125275146663069","0.0175024403657981"
"Poor","2016","Part Time","169","0.0220649050266013","0.0186160979107381","0.0255137121424645"
"Poor","2016","Not Working","764","0.0803557844011189","0.0756249421313468","0.0850866266708909"
"Very good","2017","Full Time","1274","0.115890441246207","0.109758276272338","0.122022606220075"
"Very good","2017","Part Time","1006","0.120556684206586","0.113347722125586","0.127765646287586"
"Very good","2017","Not Working","2681","0.0723952706347711","0.0680923597914696","0.0766981814780727"
"Good","2017","Full Time","4841","0.456978329438743","0.447435144008618","0.466521514868867"
"Good","2017","Part Time","3340","0.415339420948979","0.404429373224259","0.4262494686737"
"Good","2017","Not Working","4354","0.261704039521442","0.254405327445235","0.269002751597649"
"Satisfactory","2017","Full Time","3187","0.31265061437476","0.303769746752078","0.321531481997441"
"Satisfactory","2017","Part Time","2359","0.311305628396393","0.301054305317572","0.321556951475214"
"Satisfactory","2017","Not Working","3933","0.364849460777117","0.35685625557421","0.372842665980024"
"Less good","2017","Full Time","1020","0.100352899550222","0.0945966709381209","0.106109128162323"
"Less good","2017","Part Time","960","0.128974386921867","0.121553763946425","0.136395009897309"
"Less good","2017","Not Working","2233","0.229425673625539","0.222444088336085","0.236407258914992"
"Poor","2017","Full Time","145","0.0141277153900693","0.0118668053814902","0.0163886253986484"
"Poor","2017","Part Time","172","0.0238238795261743","0.0204475603175441","0.0272001987348046"
"Poor","2017","Not Working","732","0.0716255554411316","0.0673438048886707","0.0759073059935925"
"Very good","2018","Full Time","1352","0.125606714704502","0.119137111276581","0.132076318132423"
"Very good","2018","Part Time","1120","0.121364004504686","0.114165428432977","0.128562580576394"
"Very good","2018","Not Working","2173","0.0722298110617701","0.0676171472907495","0.0768424748327907"
"Good","2018","Full Time","4647","0.450697813725741","0.440984526874733","0.460411100576749"
"Good","2018","Part Time","3367","0.42772836554418","0.416821943739642","0.438634787348717"
"Good","2018","Not Working","3522","0.257352701061985","0.249562852391004","0.265142549732966"
"Satisfactory","2018","Full Time","3013","0.313011277712775","0.303958692501815","0.322063862923736"
"Satisfactory","2018","Part Time","2355","0.308309129632869","0.298129162678363","0.318489096587375"
"Satisfactory","2018","Not Working","3669","0.37203798063573","0.363425392473761","0.380650568797699"
"Less good","2018","Full Time","962","0.100171218634484","0.0943102520726374","0.10603218519633"
"Less good","2018","Part Time","886","0.115867107785977","0.108811474327302","0.122922741244651"
"Less good","2018","Not Working","2019","0.223203237441292","0.215783691968595","0.230622782913989"
"Poor","2018","Full Time","106","0.0105129752224977","0.00852190903489939","0.0125040414100961"
"Poor","2018","Part Time","177","0.0267313925322889","0.0231756991512364","0.0302870859133414"
"Poor","2018","Not Working","716","0.0751762697992231","0.0704779430019155","0.0798745965965307"
"Very good","2019","Full Time","1583","0.119594612894677","0.113492077057011","0.125697148732342"
"Very good","2019","Part Time","1208","0.134756905638413","0.127159561201207","0.142354250075619"
"Very good","2019","Not Working","1598","0.0624805697638295","0.0579748677954143","0.0669862717322447"
"Good","2019","Full Time","5170","0.473125869244612","0.463736098924342","0.482515639564882"
"Good","2019","Part Time","3282","0.420101850967971","0.40912013039057","0.431083571545371"
"Good","2019","Not Working","3485","0.274154181280745","0.265849567128484","0.282458795433006"
"Satisfactory","2019","Full Time","3032","0.295355353775243","0.286775681753629","0.303935025796856"
"Satisfactory","2019","Part Time","2252","0.29946977514872","0.289279001213392","0.309660549084048"
"Satisfactory","2019","Not Working","3424","0.37280212300708","0.363800075288953","0.381804170725207"
"Less good","2019","Full Time","969","0.0989664593854581","0.0933504518782701","0.104582466892646"
"Less good","2019","Part Time","852","0.122131072024494","0.114845810379718","0.12941633366927"
"Less good","2019","Not Working","1934","0.22178524497266","0.214051036256884","0.229519453688437"
"Poor","2019","Full Time","107","0.0129577047000107","0.010830814330618","0.0150845950694035"
"Poor","2019","Part Time","166","0.0235403962204022","0.0201671250457538","0.0269136673950506"
"Poor","2019","Not Working","643","0.0687778809756852","0.0640664712987269","0.0734892906526435"
