"pli0089","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per week","1993","Not Employed","higher education","","","","","2"
"Min 1x per week","1993","Employed","in school","","","","","2"
"Min 1x per week","1993","Employed","inadequately","","","","","2"
"Min 1x per week","1993","Employed","general elemantary","","","","","2"
"Min 1x per week","1993","Employed","middle vocational","","","","","2"
"Min 1x per week","1993","Employed","vocational + Abi","","","","","2"
"Min 1x per week","1993","Employed","higher vocational","","","","","2"
"Min 1x per week","1993","Employed","higher education","","","","","2"
"Never","1993","Not Employed","in school","","","","","5"
"Never","1993","Not Employed","inadequately","","","","","5"
"Never","1993","Not Employed","general elemantary","","","","","5"
"Never","1993","Not Employed","middle vocational","","","","","5"
"Never","1993","Not Employed","vocational + Abi","","","","","5"
"Never","1993","Not Employed","higher vocational","","","","","5"
"Never","1993","Not Employed","higher education","","","","","5"
"Never","1993","Employed","in school","","","","","5"
"Never","1993","Employed","inadequately","","","","","5"
"Never","1993","Employed","general elemantary","","","","","5"
"Never","1993","Employed","middle vocational","","","","","5"
"Never","1993","Employed","vocational + Abi","","","","","5"
"Never","1993","Employed","higher vocational","","","","","5"
"Never","1993","Employed","higher education","","","","","5"
"Rarely","1993","Not Employed","in school","","","","","4"
"Rarely","1993","Not Employed","inadequately","","","","","4"
"Rarely","1993","Not Employed","general elemantary","","","","","4"
"Rarely","1993","Not Employed","middle vocational","","","","","4"
"Rarely","1993","Not Employed","vocational + Abi","","","","","4"
"Rarely","1993","Not Employed","higher vocational","","","","","4"
"Rarely","1993","Not Employed","higher education","","","","","4"
"Rarely","1993","Employed","in school","","","","","4"
"Rarely","1993","Employed","inadequately","","","","","4"
"Rarely","1993","Employed","general elemantary","","","","","4"
"Rarely","1993","Employed","middle vocational","","","","","4"
"Rarely","1993","Employed","vocational + Abi","","","","","4"
"Rarely","1993","Employed","higher vocational","","","","","4"
"Rarely","1993","Employed","higher education","","","","","4"
"Daily","1994","Not Employed","in school","","","","","1"
"Daily","1994","Not Employed","inadequately","","","","","1"
"Daily","1994","Not Employed","general elemantary","","","","","1"
"Daily","1994","Not Employed","middle vocational","","","","","1"
"Daily","1994","Not Employed","vocational + Abi","","","","","1"
"Daily","1994","Not Employed","higher vocational","","","","","1"
"Daily","1994","Not Employed","higher education","","","","","1"
"Daily","1994","Employed","in school","","","","","1"
"Daily","1994","Employed","inadequately","","","","","1"
"Daily","1994","Employed","general elemantary","","","","","1"
"Daily","1994","Employed","middle vocational","","","","","1"
"Daily","1994","Employed","vocational + Abi","","","","","1"
"Daily","1994","Employed","higher vocational","","","","","1"
"Daily","1994","Employed","higher education","","","","","1"
"Min 1x per month","1994","Not Employed","in school","","","","","3"
"Min 1x per month","1994","Not Employed","inadequately","","","","","3"
"Min 1x per month","1994","Not Employed","general elemantary","","","","","3"
"Min 1x per month","1994","Not Employed","middle vocational","","","","","3"
"Min 1x per month","1994","Not Employed","vocational + Abi","","","","","3"
"Min 1x per month","1994","Not Employed","higher vocational","","","","","3"
"Min 1x per month","1994","Not Employed","higher education","","","","","3"
"Min 1x per month","1994","Employed","in school","","","","","3"
"Min 1x per month","1994","Employed","inadequately","","","","","3"
"Min 1x per month","1994","Employed","general elemantary","","","","","3"
"Min 1x per month","1994","Employed","middle vocational","","","","","3"
"Min 1x per month","1994","Employed","vocational + Abi","","","","","3"
"Min 1x per month","1994","Employed","higher vocational","","","","","3"
"Min 1x per month","1994","Employed","higher education","","","","","3"
"Min 1x per week","1994","Not Employed","in school","","","","","2"
"Min 1x per week","1994","Not Employed","inadequately","","","","","2"
"Min 1x per week","1994","Not Employed","general elemantary","","","","","2"
"Min 1x per week","1994","Not Employed","middle vocational","","","","","2"
"Min 1x per week","1994","Not Employed","vocational + Abi","","","","","2"
"Min 1x per week","1994","Not Employed","higher vocational","","","","","2"
"Min 1x per week","1994","Not Employed","higher education","","","","","2"
"Min 1x per week","1994","Employed","in school","","","","","2"
"Min 1x per week","1994","Employed","inadequately","","","","","2"
"Min 1x per week","1994","Employed","general elemantary","","","","","2"
"Min 1x per week","1994","Employed","middle vocational","","","","","2"
"Min 1x per week","1994","Employed","vocational + Abi","","","","","2"
"Min 1x per week","1994","Employed","higher vocational","","","","","2"
"Min 1x per week","1994","Employed","higher education","","","","","2"
"Never","1994","Not Employed","in school","","","","","5"
"Never","1994","Not Employed","inadequately","","","","","5"
"Never","1994","Not Employed","general elemantary","","","","","5"
"Never","1994","Not Employed","middle vocational","","","","","5"
"Never","1994","Not Employed","vocational + Abi","","","","","5"
"Never","1994","Not Employed","higher vocational","","","","","5"
"Never","1994","Not Employed","higher education","","","","","5"
"Never","1994","Employed","in school","","","","","5"
"Never","1994","Employed","inadequately","","","","","5"
"Never","1994","Employed","general elemantary","","","","","5"
"Never","1994","Employed","middle vocational","","","","","5"
"Never","1994","Employed","vocational + Abi","","","","","5"
"Never","1994","Employed","higher vocational","","","","","5"
"Never","1994","Employed","higher education","","","","","5"
"Rarely","1994","Not Employed","in school","","","","","4"
"Rarely","1994","Not Employed","inadequately","","","","","4"
"Rarely","1994","Not Employed","general elemantary","","","","","4"
"Rarely","1994","Not Employed","middle vocational","","","","","4"
"Rarely","1994","Not Employed","vocational + Abi","","","","","4"
"Rarely","1994","Not Employed","higher vocational","","","","","4"
"Rarely","1994","Not Employed","higher education","","","","","4"
"Rarely","1994","Employed","in school","","","","","4"
"Rarely","1994","Employed","inadequately","","","","","4"
"Rarely","1994","Employed","general elemantary","","","","","4"
"Rarely","1994","Employed","middle vocational","","","","","4"
"Rarely","1994","Employed","vocational + Abi","","","","","4"
"Rarely","1994","Employed","higher vocational","","","","","4"
"Rarely","1994","Employed","higher education","","","","","4"
"Daily","1995","Not Employed","in school","5","","","","1"
"Daily","1995","Not Employed","inadequately","","","","","1"
"Daily","1995","Not Employed","general elemantary","","","","","1"
"Daily","1995","Not Employed","middle vocational","1","","","","1"
"Daily","1995","Not Employed","vocational + Abi","","","","","1"
"Daily","1995","Not Employed","higher vocational","","","","","1"
"Daily","1995","Not Employed","higher education","","","","","1"
"Daily","1995","Employed","in school","","","","","1"
"Daily","1995","Employed","inadequately","1","","","","1"
"Daily","1995","Employed","general elemantary","3","","","","1"
"Daily","1995","Employed","middle vocational","10","","","","1"
"Daily","1995","Employed","vocational + Abi","","","","","1"
"Daily","1995","Employed","higher vocational","","","","","1"
"Daily","1995","Employed","higher education","2","","","","1"
"Min 1x per month","1995","Not Employed","in school","53","0.170934129458253","0.126360117986053","0.215508140930453","3"
"Min 1x per month","1995","Not Employed","inadequately","2","","","","3"
"Min 1x per month","1995","Not Employed","general elemantary","51","0.0280996258956212","0.0188866486343614","0.037312603156881","3"
"Min 1x per month","1995","Not Employed","middle vocational","121","0.0514923609788001","0.0423444462879954","0.0606402756696047","3"
"Min 1x per month","1995","Not Employed","vocational + Abi","9","","","","3"
"Min 1x per month","1995","Not Employed","higher vocational","10","","","","3"
"Min 1x per month","1995","Not Employed","higher education","12","","","","3"
"Min 1x per month","1995","Employed","in school","1","","","","3"
"Min 1x per month","1995","Employed","inadequately","15","","","","3"
"Min 1x per month","1995","Employed","general elemantary","121","0.0974030544845273","0.0809986886490072","0.113807420320047","3"
"Min 1x per month","1995","Employed","middle vocational","424","0.0955390279302181","0.0869196319346581","0.104158423925778","3"
"Min 1x per month","1995","Employed","vocational + Abi","30","0.094122790682266","0.0634438377285244","0.124801743636008","3"
"Min 1x per month","1995","Employed","higher vocational","54","0.103004134982337","0.0780505347420602","0.127957735222614","3"
"Min 1x per month","1995","Employed","higher education","101","0.0730187193164329","0.0593169771096842","0.0867204615231815","3"
"Min 1x per week","1995","Not Employed","in school","26","","","","2"
"Min 1x per week","1995","Not Employed","inadequately","2","","","","2"
"Min 1x per week","1995","Not Employed","general elemantary","31","0.022359380179665","0.0141168915885485","0.0306018687707816","2"
"Min 1x per week","1995","Not Employed","middle vocational","76","0.0355377425025215","0.027874407281949","0.043201077723094","2"
"Min 1x per week","1995","Not Employed","vocational + Abi","9","","","","2"
"Min 1x per week","1995","Not Employed","higher vocational","7","","","","2"
"Min 1x per week","1995","Not Employed","higher education","9","","","","2"
"Min 1x per week","1995","Employed","in school","","","","","2"
"Min 1x per week","1995","Employed","inadequately","15","","","","2"
"Min 1x per week","1995","Employed","general elemantary","87","0.0657123494378034","0.052003846489836","0.0794208523857707","2"
"Min 1x per week","1995","Employed","middle vocational","295","0.067627515198635","0.0602646313668539","0.074990399030416","2"
"Min 1x per week","1995","Employed","vocational + Abi","23","","","","2"
"Min 1x per week","1995","Employed","higher vocational","29","","","","2"
"Min 1x per week","1995","Employed","higher education","39","0.0414762457010501","0.0309753979057284","0.0519770934963718","2"
"Never","1995","Not Employed","in school","79","0.284856947475546","0.231414950317326","0.338298944633766","5"
"Never","1995","Not Employed","inadequately","227","0.89715717257179","0.859875166605166","0.934439178538413","5"
"Never","1995","Not Employed","general elemantary","987","0.837153212272355","0.816569157550414","0.857737266994296","5"
"Never","1995","Not Employed","middle vocational","1600","0.723831768603016","0.705324771102336","0.742338766103695","5"
"Never","1995","Not Employed","vocational + Abi","74","0.566728804385181","0.480884663576604","0.652572945193758","5"
"Never","1995","Not Employed","higher vocational","133","0.775205954827769","0.715534020288605","0.834877889366933","5"
"Never","1995","Not Employed","higher education","277","0.779871089997563","0.737364955607869","0.822377224387258","5"
"Never","1995","Employed","in school","5","","","","5"
"Never","1995","Employed","inadequately","195","0.698896469425927","0.644678145076441","0.753114793775413","5"
"Never","1995","Employed","general elemantary","722","0.556121034318835","0.528633032447657","0.583609036190014","5"
"Never","1995","Employed","middle vocational","2297","0.499193365122431","0.484532454438597","0.513854275806266","5"
"Never","1995","Employed","vocational + Abi","185","0.504557261795142","0.452026895007736","0.557087628582548","5"
"Never","1995","Employed","higher vocational","265","0.451071786440524","0.410221860681287","0.491921712199762","5"
"Never","1995","Employed","higher education","777","0.545711537319941","0.519489246729599","0.571933827910283","5"
"Rarely","1995","Not Employed","in school","111","0.426286644097804","0.367730677716008","0.484842610479601","4"
"Rarely","1995","Not Employed","inadequately","24","","","","4"
"Rarely","1995","Not Employed","general elemantary","167","0.112387781652359","0.0947797811842752","0.129995782120443","4"
"Rarely","1995","Not Employed","middle vocational","444","0.18880735602692","0.172607851032683","0.205006861021157","4"
"Rarely","1995","Not Employed","vocational + Abi","36","0.283657687211748","0.205566740596734","0.36174863382676","4"
"Rarely","1995","Not Employed","higher vocational","38","0.152546853713051","0.101150934008009","0.203942773418093","4"
"Rarely","1995","Not Employed","higher education","67","0.165327267710707","0.127217876072563","0.20343665934885","4"
"Rarely","1995","Employed","in school","4","","","","4"
"Rarely","1995","Employed","inadequately","49","0.176821030164437","0.131729410445836","0.221912649883038","4"
"Rarely","1995","Employed","general elemantary","322","0.279427407038461","0.254601815914732","0.304252998162191","4"
"Rarely","1995","Employed","middle vocational","1442","0.335762398788598","0.321914965979189","0.349609831598007","4"
"Rarely","1995","Employed","vocational + Abi","110","0.334142002036831","0.284583882992974","0.383700121080687","4"
"Rarely","1995","Employed","higher vocational","222","0.391503048345762","0.351434146447348","0.431571950244175","4"
"Rarely","1995","Employed","higher education","466","0.338924376896471","0.31399564545339","0.363853108339552","4"
"Daily","1996","Not Employed","in school","","","","","1"
"Daily","1996","Not Employed","inadequately","","","","","1"
"Daily","1996","Not Employed","general elemantary","","","","","1"
"Daily","1996","Not Employed","middle vocational","","","","","1"
"Daily","1996","Not Employed","vocational + Abi","","","","","1"
"Daily","1996","Not Employed","higher vocational","","","","","1"
"Daily","1996","Not Employed","higher education","","","","","1"
"Daily","1996","Employed","in school","","","","","1"
"Daily","1996","Employed","inadequately","","","","","1"
"Daily","1996","Employed","general elemantary","","","","","1"
"Daily","1996","Employed","middle vocational","","","","","1"
"Daily","1996","Employed","vocational + Abi","","","","","1"
"Daily","1996","Employed","higher vocational","","","","","1"
"Daily","1996","Employed","higher education","","","","","1"
"Min 1x per month","1996","Not Employed","in school","","","","","3"
"Min 1x per month","1996","Not Employed","inadequately","","","","","3"
"Min 1x per month","1996","Not Employed","general elemantary","","","","","3"
"Min 1x per month","1996","Not Employed","middle vocational","","","","","3"
"Min 1x per month","1996","Not Employed","vocational + Abi","","","","","3"
"Min 1x per month","1996","Not Employed","higher vocational","","","","","3"
"Min 1x per month","1996","Not Employed","higher education","","","","","3"
"Min 1x per month","1996","Employed","in school","","","","","3"
"Min 1x per month","1996","Employed","inadequately","","","","","3"
"Min 1x per month","1996","Employed","general elemantary","","","","","3"
"Min 1x per month","1996","Employed","middle vocational","","","","","3"
"Min 1x per month","1996","Employed","vocational + Abi","","","","","3"
"Min 1x per month","1996","Employed","higher vocational","","","","","3"
"Min 1x per month","1996","Employed","higher education","","","","","3"
"Min 1x per week","1996","Not Employed","in school","","","","","2"
"Min 1x per week","1996","Not Employed","inadequately","","","","","2"
"Min 1x per week","1996","Not Employed","general elemantary","","","","","2"
