"pli0089","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Daily","1991","in school","West Germany","","","","","1"
"Daily","1991","in school","East Germany","","","","","1"
"Daily","1991","inadequately","West Germany","","","","","1"
"Daily","1991","inadequately","East Germany","","","","","1"
"Daily","1991","general elemantary","West Germany","","","","","1"
"Daily","1991","general elemantary","East Germany","","","","","1"
"Daily","1991","middle vocational","West Germany","","","","","1"
"Daily","1991","middle vocational","East Germany","","","","","1"
"Daily","1991","vocational + Abi","West Germany","","","","","1"
"Daily","1991","vocational + Abi","East Germany","","","","","1"
"Daily","1991","higher vocational","West Germany","","","","","1"
"Daily","1991","higher vocational","East Germany","","","","","1"
"Daily","1991","higher education","West Germany","","","","","1"
"Daily","1991","higher education","East Germany","","","","","1"
"Min 1x per month","1991","in school","West Germany","","","","","3"
"Min 1x per month","1991","in school","East Germany","","","","","3"
"Min 1x per month","1991","inadequately","West Germany","","","","","3"
"Min 1x per month","1991","inadequately","East Germany","","","","","3"
"Min 1x per month","1991","general elemantary","West Germany","","","","","3"
"Min 1x per month","1991","general elemantary","East Germany","","","","","3"
"Min 1x per month","1991","middle vocational","West Germany","","","","","3"
"Min 1x per month","1991","middle vocational","East Germany","","","","","3"
"Min 1x per month","1991","vocational + Abi","West Germany","","","","","3"
"Min 1x per month","1991","vocational + Abi","East Germany","","","","","3"
"Min 1x per month","1991","higher vocational","West Germany","","","","","3"
"Min 1x per month","1991","higher vocational","East Germany","","","","","3"
"Min 1x per month","1991","higher education","West Germany","","","","","3"
"Min 1x per month","1991","higher education","East Germany","","","","","3"
"Min 1x per week","1991","in school","West Germany","","","","","2"
"Min 1x per week","1991","in school","East Germany","","","","","2"
"Min 1x per week","1991","inadequately","West Germany","","","","","2"
"Min 1x per week","1991","inadequately","East Germany","","","","","2"
"Min 1x per week","1991","general elemantary","West Germany","","","","","2"
"Min 1x per week","1991","general elemantary","East Germany","","","","","2"
"Min 1x per week","1991","middle vocational","West Germany","","","","","2"
"Min 1x per week","1991","middle vocational","East Germany","","","","","2"
"Min 1x per week","1991","vocational + Abi","West Germany","","","","","2"
"Min 1x per week","1991","vocational + Abi","East Germany","","","","","2"
"Min 1x per week","1991","higher vocational","West Germany","","","","","2"
"Min 1x per week","1991","higher vocational","East Germany","","","","","2"
"Min 1x per week","1991","higher education","West Germany","","","","","2"
"Min 1x per week","1991","higher education","East Germany","","","","","2"
"Never","1991","in school","West Germany","","","","","5"
"Never","1991","in school","East Germany","","","","","5"
"Never","1991","inadequately","West Germany","","","","","5"
"Never","1991","inadequately","East Germany","","","","","5"
"Never","1991","general elemantary","West Germany","","","","","5"
"Never","1991","general elemantary","East Germany","","","","","5"
"Never","1991","middle vocational","West Germany","","","","","5"
"Never","1991","middle vocational","East Germany","","","","","5"
"Never","1991","vocational + Abi","West Germany","","","","","5"
"Never","1991","vocational + Abi","East Germany","","","","","5"
"Never","1991","higher vocational","West Germany","","","","","5"
"Never","1991","higher vocational","East Germany","","","","","5"
"Never","1991","higher education","West Germany","","","","","5"
"Never","1991","higher education","East Germany","","","","","5"
"Rarely","1991","in school","West Germany","","","","","4"
"Rarely","1991","in school","East Germany","","","","","4"
"Rarely","1991","inadequately","West Germany","","","","","4"
"Rarely","1991","inadequately","East Germany","","","","","4"
"Rarely","1991","general elemantary","West Germany","","","","","4"
"Rarely","1991","general elemantary","East Germany","","","","","4"
"Rarely","1991","middle vocational","West Germany","","","","","4"
"Rarely","1991","middle vocational","East Germany","","","","","4"
"Rarely","1991","vocational + Abi","West Germany","","","","","4"
"Rarely","1991","vocational + Abi","East Germany","","","","","4"
"Rarely","1991","higher vocational","West Germany","","","","","4"
"Rarely","1991","higher vocational","East Germany","","","","","4"
"Rarely","1991","higher education","West Germany","","","","","4"
"Rarely","1991","higher education","East Germany","","","","","4"
"Daily","1992","in school","West Germany","","","","","1"
"Daily","1992","in school","East Germany","","","","","1"
"Daily","1992","inadequately","West Germany","","","","","1"
"Daily","1992","inadequately","East Germany","","","","","1"
"Daily","1992","general elemantary","West Germany","","","","","1"
"Daily","1992","general elemantary","East Germany","","","","","1"
"Daily","1992","middle vocational","West Germany","","","","","1"
"Daily","1992","middle vocational","East Germany","","","","","1"
"Daily","1992","vocational + Abi","West Germany","","","","","1"
"Daily","1992","vocational + Abi","East Germany","","","","","1"
"Daily","1992","higher vocational","West Germany","","","","","1"
"Daily","1992","higher vocational","East Germany","","","","","1"
"Daily","1992","higher education","West Germany","","","","","1"
"Daily","1992","higher education","East Germany","","","","","1"
"Min 1x per month","1992","in school","West Germany","","","","","3"
"Min 1x per month","1992","in school","East Germany","","","","","3"
"Min 1x per month","1992","higher vocational","East Germany","","","","","3"
"Min 1x per month","1992","higher education","West Germany","","","","","3"
"Min 1x per month","1992","higher education","East Germany","","","","","3"
"Min 1x per month","1992","inadequately","West Germany","","","","","3"
"Min 1x per month","1992","inadequately","East Germany","","","","","3"
"Min 1x per month","1992","general elemantary","West Germany","","","","","3"
"Min 1x per month","1992","general elemantary","East Germany","","","","","3"
"Min 1x per month","1992","middle vocational","West Germany","","","","","3"
"Min 1x per month","1992","middle vocational","East Germany","","","","","3"
"Min 1x per month","1992","vocational + Abi","West Germany","","","","","3"
"Min 1x per month","1992","vocational + Abi","East Germany","","","","","3"
"Min 1x per month","1992","higher vocational","West Germany","","","","","3"
"Min 1x per week","1992","in school","West Germany","","","","","2"
"Min 1x per week","1992","in school","East Germany","","","","","2"
"Min 1x per week","1992","inadequately","West Germany","","","","","2"
"Min 1x per week","1992","inadequately","East Germany","","","","","2"
"Min 1x per week","1992","general elemantary","West Germany","","","","","2"
"Min 1x per week","1992","general elemantary","East Germany","","","","","2"
"Min 1x per week","1992","middle vocational","West Germany","","","","","2"
"Min 1x per week","1992","middle vocational","East Germany","","","","","2"
"Min 1x per week","1992","vocational + Abi","West Germany","","","","","2"
"Min 1x per week","1992","vocational + Abi","East Germany","","","","","2"
"Min 1x per week","1992","higher vocational","West Germany","","","","","2"
"Min 1x per week","1992","higher vocational","East Germany","","","","","2"
"Min 1x per week","1992","higher education","West Germany","","","","","2"
"Min 1x per week","1992","higher education","East Germany","","","","","2"
"Never","1992","higher vocational","East Germany","","","","","5"
"Never","1992","higher education","West Germany","","","","","5"
"Never","1992","higher education","East Germany","","","","","5"
"Never","1992","in school","West Germany","","","","","5"
"Never","1992","in school","East Germany","","","","","5"
"Never","1992","inadequately","West Germany","","","","","5"
"Never","1992","inadequately","East Germany","","","","","5"
"Never","1992","general elemantary","West Germany","","","","","5"
"Never","1992","general elemantary","East Germany","","","","","5"
"Never","1992","middle vocational","West Germany","","","","","5"
"Never","1992","middle vocational","East Germany","","","","","5"
"Never","1992","vocational + Abi","West Germany","","","","","5"
"Never","1992","vocational + Abi","East Germany","","","","","5"
"Never","1992","higher vocational","West Germany","","","","","5"
"Rarely","1992","higher vocational","East Germany","","","","","4"
"Rarely","1992","higher education","West Germany","","","","","4"
"Rarely","1992","higher education","East Germany","","","","","4"
"Rarely","1992","in school","West Germany","","","","","4"
"Rarely","1992","in school","East Germany","","","","","4"
"Rarely","1992","inadequately","West Germany","","","","","4"
"Rarely","1992","inadequately","East Germany","","","","","4"
"Rarely","1992","general elemantary","West Germany","","","","","4"
"Rarely","1992","general elemantary","East Germany","","","","","4"
"Rarely","1992","middle vocational","West Germany","","","","","4"
"Rarely","1992","middle vocational","East Germany","","","","","4"
"Rarely","1992","vocational + Abi","West Germany","","","","","4"
"Rarely","1992","vocational + Abi","East Germany","","","","","4"
"Rarely","1992","higher vocational","West Germany","","","","","4"
"Daily","1993","in school","West Germany","","","","","1"
"Daily","1993","in school","East Germany","","","","","1"
"Daily","1993","inadequately","West Germany","","","","","1"
"Daily","1993","inadequately","East Germany","","","","","1"
"Daily","1993","general elemantary","West Germany","","","","","1"
"Daily","1993","general elemantary","East Germany","","","","","1"
"Daily","1993","middle vocational","West Germany","","","","","1"
"Daily","1993","middle vocational","East Germany","","","","","1"
"Daily","1993","vocational + Abi","West Germany","","","","","1"
"Daily","1993","vocational + Abi","East Germany","","","","","1"
"Daily","1993","higher vocational","West Germany","","","","","1"
"Daily","1993","higher vocational","East Germany","","","","","1"
"Daily","1993","higher education","West Germany","","","","","1"
"Daily","1993","higher education","East Germany","","","","","1"
"Min 1x per month","1993","in school","West Germany","","","","","3"
"Min 1x per month","1993","in school","East Germany","","","","","3"
"Min 1x per month","1993","inadequately","West Germany","","","","","3"
"Min 1x per month","1993","inadequately","East Germany","","","","","3"
"Min 1x per month","1993","general elemantary","West Germany","","","","","3"
"Min 1x per month","1993","general elemantary","East Germany","","","","","3"
"Min 1x per month","1993","middle vocational","West Germany","","","","","3"
"Min 1x per month","1993","middle vocational","East Germany","","","","","3"
"Min 1x per month","1993","vocational + Abi","West Germany","","","","","3"
"Min 1x per month","1993","vocational + Abi","East Germany","","","","","3"
"Min 1x per month","1993","higher vocational","West Germany","","","","","3"
"Min 1x per month","1993","higher vocational","East Germany","","","","","3"
"Min 1x per month","1993","higher education","West Germany","","","","","3"
"Min 1x per month","1993","higher education","East Germany","","","","","3"
"Min 1x per week","1993","in school","West Germany","","","","","2"
"Min 1x per week","1993","in school","East Germany","","","","","2"
"Min 1x per week","1993","inadequately","West Germany","","","","","2"
"Min 1x per week","1993","inadequately","East Germany","","","","","2"
"Min 1x per week","1993","general elemantary","West Germany","","","","","2"
"Min 1x per week","1993","general elemantary","East Germany","","","","","2"
"Min 1x per week","1993","middle vocational","West Germany","","","","","2"
"Min 1x per week","1993","middle vocational","East Germany","","","","","2"
"Min 1x per week","1993","vocational + Abi","West Germany","","","","","2"
"Min 1x per week","1993","vocational + Abi","East Germany","","","","","2"
"Min 1x per week","1993","higher vocational","West Germany","","","","","2"
"Min 1x per week","1993","higher vocational","East Germany","","","","","2"
"Min 1x per week","1993","higher education","West Germany","","","","","2"
"Min 1x per week","1993","higher education","East Germany","","","","","2"
"Never","1993","in school","West Germany","","","","","5"
"Never","1993","in school","East Germany","","","","","5"
"Never","1993","inadequately","West Germany","","","","","5"
"Never","1993","inadequately","East Germany","","","","","5"
"Never","1993","general elemantary","West Germany","","","","","5"
"Never","1993","general elemantary","East Germany","","","","","5"
"Never","1993","middle vocational","West Germany","","","","","5"
"Never","1993","middle vocational","East Germany","","","","","5"
"Never","1993","vocational + Abi","West Germany","","","","","5"
"Never","1993","vocational + Abi","East Germany","","","","","5"
"Never","1993","higher vocational","West Germany","","","","","5"
"Never","1993","higher vocational","East Germany","","","","","5"
"Never","1993","higher education","West Germany","","","","","5"
"Never","1993","higher education","East Germany","","","","","5"
"Rarely","1993","in school","West Germany","","","","","4"
"Rarely","1993","in school","East Germany","","","","","4"
"Rarely","1993","inadequately","West Germany","","","","","4"
"Rarely","1993","inadequately","East Germany","","","","","4"
"Rarely","1993","general elemantary","West Germany","","","","","4"
"Rarely","1993","general elemantary","East Germany","","","","","4"
"Rarely","1993","middle vocational","West Germany","","","","","4"
"Rarely","1993","middle vocational","East Germany","","","","","4"
"Rarely","1993","vocational + Abi","West Germany","","","","","4"
"Rarely","1993","vocational + Abi","East Germany","","","","","4"
"Rarely","1993","higher vocational","West Germany","","","","","4"
"Rarely","1993","higher vocational","East Germany","","","","","4"
"Rarely","1993","higher education","West Germany","","","","","4"
"Rarely","1993","higher education","East Germany","","","","","4"
"Daily","1994","in school","West Germany","","","","","1"
"Daily","1994","in school","East Germany","","","","","1"
"Daily","1994","inadequately","West Germany","","","","","1"
"Daily","1994","inadequately","East Germany","","","","","1"
"Daily","1994","general elemantary","West Germany","","","","","1"
"Daily","1994","general elemantary","East Germany","","","","","1"
"Daily","1994","middle vocational","West Germany","","","","","1"
"Daily","1994","middle vocational","East Germany","","","","","1"
"Daily","1994","vocational + Abi","West Germany","","","","","1"
"Daily","1994","vocational + Abi","East Germany","","","","","1"
"Daily","1994","higher vocational","West Germany","","","","","1"
"Daily","1994","higher vocational","East Germany","","","","","1"
"Daily","1994","higher education","West Germany","","","","","1"
"Daily","1994","higher education","East Germany","","","","","1"
"Min 1x per month","1994","in school","West Germany","","","","","3"
"Min 1x per month","1994","in school","East Germany","","","","","3"
"Min 1x per month","1994","inadequately","West Germany","","","","","3"
"Min 1x per month","1994","inadequately","East Germany","","","","","3"
"Min 1x per month","1994","general elemantary","West Germany","","","","","3"
"Min 1x per month","1994","general elemantary","East Germany","","","","","3"
"Min 1x per month","1994","middle vocational","West Germany","","","","","3"
"Min 1x per month","1994","middle vocational","East Germany","","","","","3"
"Min 1x per month","1994","vocational + Abi","West Germany","","","","","3"
"Min 1x per month","1994","vocational + Abi","East Germany","","","","","3"
"Min 1x per month","1994","higher vocational","West Germany","","","","","3"
"Min 1x per month","1994","higher vocational","East Germany","","","","","3"
"Min 1x per month","1994","higher education","West Germany","","","","","3"
"Min 1x per month","1994","higher education","East Germany","","","","","3"
"Min 1x per week","1994","in school","West Germany","","","","","2"
"Min 1x per week","1994","in school","East Germany","","","","","2"
"Min 1x per week","1994","inadequately","West Germany","","","","","2"
"Min 1x per week","1994","inadequately","East Germany","","","","","2"
"Min 1x per week","1994","general elemantary","West Germany","","","","","2"
"Min 1x per week","1994","general elemantary","East Germany","","","","","2"
"Min 1x per week","1994","middle vocational","West Germany","","","","","2"
"Min 1x per week","1994","middle vocational","East Germany","","","","","2"
"Min 1x per week","1994","vocational + Abi","West Germany","","","","","2"
"Min 1x per week","1994","vocational + Abi","East Germany","","","","","2"
"Min 1x per week","1994","higher vocational","West Germany","","","","","2"
"Min 1x per week","1994","higher vocational","East Germany","","","","","2"
"Min 1x per week","1994","higher education","West Germany","","","","","2"
"Min 1x per week","1994","higher education","East Germany","","","","","2"
"Never","1994","in school","West Germany","","","","","5"
"Never","1994","in school","East Germany","","","","","5"
"Never","1994","inadequately","West Germany","","","","","5"
"Never","1994","inadequately","East Germany","","","","","5"
"Never","1994","general elemantary","West Germany","","","","","5"
"Never","1994","general elemantary","East Germany","","","","","5"
"Never","1994","middle vocational","West Germany","","","","","5"
"Never","1994","middle vocational","East Germany","","","","","5"
"Never","1994","vocational + Abi","West Germany","","","","","5"
"Never","1994","vocational + Abi","East Germany","","","","","5"
"Never","1994","higher vocational","West Germany","","","","","5"
"Never","1994","higher vocational","East Germany","","","","","5"
"Never","1994","higher education","West Germany","","","","","5"
"Never","1994","higher education","East Germany","","","","","5"
"Rarely","1994","in school","West Germany","","","","","4"
"Rarely","1994","in school","East Germany","","","","","4"
"Rarely","1994","inadequately","West Germany","","","","","4"
"Rarely","1994","inadequately","East Germany","","","","","4"
"Rarely","1994","general elemantary","West Germany","","","","","4"
"Rarely","1994","general elemantary","East Germany","","","","","4"
"Rarely","1994","middle vocational","West Germany","","","","","4"
"Rarely","1994","middle vocational","East Germany","","","","","4"
"Rarely","1994","vocational + Abi","West Germany","","","","","4"
"Rarely","1994","vocational + Abi","East Germany","","","","","4"
"Rarely","1994","higher vocational","West Germany","","","","","4"
"Rarely","1994","higher vocational","East Germany","","","","","4"
"Rarely","1994","higher education","West Germany","","","","","4"
"Rarely","1994","higher education","East Germany","","","","","4"
"Daily","1995","in school","West Germany","5","","","","1"
"Daily","1995","in school","East Germany","","","","","1"
"Daily","1995","inadequately","West Germany","1","","","","1"
"Daily","1995","inadequately","East Germany","","","","","1"
"Daily","1995","general elemantary","West Germany","2","","","","1"
"Daily","1995","general elemantary","East Germany","1","","","","1"
"Daily","1995","middle vocational","West Germany","9","","","","1"
"Daily","1995","middle vocational","East Germany","2","","","","1"
"Daily","1995","vocational + Abi","West Germany","","","","","1"
"Daily","1995","vocational + Abi","East Germany","","","","","1"
"Daily","1995","higher vocational","West Germany","","","","","1"
"Daily","1995","higher vocational","East Germany","","","","","1"
"Daily","1995","higher education","West Germany","1","","","","1"
"Daily","1995","higher education","East Germany","1","","","","1"
"Min 1x per month","1995","in school","West Germany","38","0.174038887907077","0.119985846075791","0.228091929738363","3"
"Min 1x per month","1995","in school","East Germany","16","","","","3"
"Min 1x per month","1995","inadequately","West Germany","16","","","","3"
"Min 1x per month","1995","inadequately","East Germany","1","","","","3"
"Min 1x per month","1995","general elemantary","West Germany","150","0.0570203396507662","0.0471216239676648","0.0669190553338676","3"
"Min 1x per month","1995","general elemantary","East Germany","22","","","","3"
"Min 1x per month","1995","middle vocational","West Germany","447","0.0857091119288777","0.0776838460355167","0.0937343778222388","3"
"Min 1x per month","1995","middle vocational","East Germany","98","0.0480933451233034","0.0387994262243422","0.0573872640222646","3"
"Min 1x per month","1995","vocational + Abi","West Germany","35","0.0906365357685814","0.0628133511998471","0.118459720337316","3"
"Min 1x per month","1995","vocational + Abi","East Germany","4","","","","3"
"Min 1x per month","1995","higher vocational","West Germany","48","0.0920884777210763","0.0674015415462686","0.116775413895884","3"
"Min 1x per month","1995","higher vocational","East Germany","16","","","","3"
"Min 1x per month","1995","higher education","West Germany","63","0.0660713697667064","0.0499935586196183","0.0821491809137945","3"
"Min 1x per month","1995","higher education","East Germany","50","0.0554661911999261","0.0399227019776747","0.0710096804221775","3"
"Min 1x per week","1995","in school","West Germany","17","","","","2"
"Min 1x per week","1995","in school","East Germany","9","","","","2"
"Min 1x per week","1995","inadequately","West Germany","17","","","","2"
"Min 1x per week","1995","inadequately","East Germany","","","","","2"
"Min 1x per week","1995","general elemantary","West Germany","103","0.0408252258916733","0.0323777694667367","0.04927268231661","2"
"Min 1x per week","1995","general elemantary","East Germany","15","","","","2"
"Min 1x per week","1995","middle vocational","West Germany","293","0.0601938740293107","0.0533752142706714","0.06701253378795","2"
"Min 1x per week","1995","middle vocational","East Germany","78","0.0341143042809668","0.0262295106536006","0.0419990979083331","2"
"Min 1x per week","1995","vocational + Abi","West Germany","28","","","","2"
"Min 1x per week","1995","vocational + Abi","East Germany","4","","","","2"
"Min 1x per week","1995","higher vocational","West Germany","26","","","","2"
"Min 1x per week","1995","higher vocational","East Germany","10","","","","2"
"Min 1x per week","1995","higher education","West Germany","29","","","","2"
"Min 1x per week","1995","higher education","East Germany","19","","","","2"
"Never","1995","in school","West Germany","50","0.273609262306433","0.210051626308373","0.337166898304492","5"
"Never","1995","in school","East Germany","34","0.376897794607146","0.279448717456329","0.474346871757962","5"
"Never","1995","inadequately","West Germany","416","0.798598640553731","0.764128591509284","0.833068689598179","5"
"Never","1995","inadequately","East Germany","6","","","","5"
"Never","1995","general elemantary","West Germany","1447","0.722436783190732","0.703320930775305","0.741552635606159","5"
"Never","1995","general elemantary","East Germany","262","0.772653757727318","0.730679303809715","0.814628211644921","5"
"Never","1995","middle vocational","West Germany","2544","0.562991914279315","0.548771915731642","0.577211912826989","5"
"Never","1995","middle vocational","East Germany","1353","0.688297003137458","0.668177482347563","0.708416523927353","5"
"Never","1995","vocational + Abi","West Germany","221","0.517385452495962","0.468957763124137","0.565813141867786","5"
"Never","1995","vocational + Abi","East Germany","38","0.558289923513813","0.439382426404314","0.677197420623311","5"
"Never","1995","higher vocational","West Germany","279","0.550464748701534","0.507994048965679","0.592935448437388","5"
"Never","1995","higher vocational","East Germany","119","0.556159919372401","0.492089848565246","0.620229990179555","5"
"Never","1995","higher education","West Germany","543","0.581600174515166","0.549672195110992","0.61352815391934","5"
"Never","1995","higher education","East Germany","511","0.644989516172447","0.612494069778517","0.677484962566376","5"
"Rarely","1995","in school","West Germany","79","0.432890023704591","0.36225182416867","0.503528223240511","4"
"Rarely","1995","in school","East Germany","36","0.382207394226536","0.284493306050349","0.479921482402723","4"
"Rarely","1995","inadequately","West Germany","70","0.13001695525058","0.101110036001034","0.158923874500125","4"
"Rarely","1995","inadequately","East Germany","3","","","","4"
"Rarely","1995","general elemantary","West Germany","406","0.179416912441886","0.163037219428494","0.195796605455277","4"
"Rarely","1995","general elemantary","East Germany","83","0.159624129787054","0.122943670720326","0.196304588853783","4"
"Rarely","1995","middle vocational","West Germany","1381","0.289805106398912","0.276799053189709","0.302811159608114","4"
"Rarely","1995","middle vocational","East Germany","505","0.228384573442474","0.210150107930576","0.246619038954373","4"
"Rarely","1995","vocational + Abi","West Germany","125","0.317718780698487","0.272596651046902","0.362840910350073","4"
"Rarely","1995","vocational + Abi","East Germany","21","","","","4"
"Rarely","1995","higher vocational","West Germany","174","0.312495996807164","0.272922663931662","0.352069329682666","4"
"Rarely","1995","higher vocational","East Germany","86","0.337606919218062","0.276624357479862","0.398589480956261","4"
"Rarely","1995","higher education","West Germany","281","0.308826203731079","0.278923247370418","0.33872916009174","4"
"Rarely","1995","higher education","East Germany","252","0.273014381704437","0.242760488979782","0.303268274429091","4"
"Daily","1996","in school","West Germany","","","","","1"
"Daily","1996","in school","East Germany","","","","","1"
"Daily","1996","inadequately","West Germany","","","","","1"
"Daily","1996","inadequately","East Germany","","","","","1"
"Daily","1996","general elemantary","West Germany","","","","","1"
"Daily","1996","general elemantary","East Germany","","","","","1"
"Daily","1996","middle vocational","West Germany","","","","","1"
"Daily","1996","middle vocational","East Germany","","","","","1"
"Daily","1996","vocational + Abi","West Germany","","","","","1"
"Daily","1996","vocational + Abi","East Germany","","","","","1"
"Daily","1996","higher vocational","West Germany","","","","","1"
"Daily","1996","higher vocational","East Germany","","","","","1"
"Daily","1996","higher education","West Germany","","","","","1"
"Daily","1996","higher education","East Germany","","","","","1"
"Min 1x per month","1996","in school","West Germany","","","","","3"
"Min 1x per month","1996","in school","East Germany","","","","","3"
"Min 1x per month","1996","inadequately","West Germany","","","","","3"
"Min 1x per month","1996","inadequately","East Germany","","","","","3"
"Min 1x per month","1996","general elemantary","West Germany","","","","","3"
"Min 1x per month","1996","general elemantary","East Germany","","","","","3"
"Min 1x per month","1996","middle vocational","West Germany","","","","","3"
"Min 1x per month","1996","middle vocational","East Germany","","","","","3"
"Min 1x per month","1996","vocational + Abi","West Germany","","","","","3"
"Min 1x per month","1996","vocational + Abi","East Germany","","","","","3"
"Min 1x per month","1996","higher vocational","West Germany","","","","","3"
"Min 1x per month","1996","higher vocational","East Germany","","","","","3"
"Min 1x per month","1996","higher education","West Germany","","","","","3"
"Min 1x per month","1996","higher education","East Germany","","","","","3"
"Min 1x per week","1996","in school","West Germany","","","","","2"
"Min 1x per week","1996","in school","East Germany","","","","","2"
"Min 1x per week","1996","inadequately","West Germany","","","","","2"
"Min 1x per week","1996","inadequately","East Germany","","","","","2"
"Min 1x per week","1996","general elemantary","West Germany","","","","","2"
"Min 1x per week","1996","general elemantary","East Germany","","","","","2"
"Min 1x per week","1996","middle vocational","West Germany","","","","","2"
"Min 1x per week","1996","middle vocational","East Germany","","","","","2"
"Min 1x per week","1996","vocational + Abi","West Germany","","","","","2"
"Min 1x per week","1996","vocational + Abi","East Germany","","","","","2"
"Min 1x per week","1996","higher vocational","West Germany","","","","","2"
"Min 1x per week","1996","higher vocational","East Germany","","","","","2"
"Min 1x per week","1996","higher education","West Germany","","","","","2"
"Min 1x per week","1996","higher education","East Germany","","","","","2"
