"pli0089","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","1990","lower secondary degree","indirect migration background","16","","",""
"Min 1x per month","1990","secondary school degree","no migration background","160","0.0979849738043466","0.0828336482264903","0.113136299382203"
"Min 1x per month","1990","secondary school degree","direct migration background","14","","",""
"Min 1x per month","1990","secondary school degree","indirect migration background","13","","",""
"Min 1x per month","1990","college entrance qualification","no migration background","85","0.077706886295667","0.0615755816249428","0.0938381909663911"
"Min 1x per month","1990","college entrance qualification","direct migration background","10","","",""
"Min 1x per month","1990","college entrance qualification","indirect migration background","2","","",""
"Min 1x per month","1990","Other degree","no migration background","4","","",""
"Min 1x per month","1990","Other degree","direct migration background","75","0.0777635686184578","0.0607432744888697","0.094783862748046"
"Min 1x per month","1990","Other degree","indirect migration background","3","","",""
"Min 1x per month","1990","no degree/no degree yet","no migration background","22","","",""
"Min 1x per month","1990","no degree/no degree yet","direct migration background","36","0.0589243824045086","0.0405798766051607","0.0772688882038565"
"Min 1x per month","1990","no degree/no degree yet","indirect migration background","6","","",""
"Rarely","1990","lower secondary degree","no migration background","934","0.229768946667841","0.216419692607253","0.243118200728429"
"Rarely","1990","lower secondary degree","direct migration background","130","0.269218447644227","0.233336563793453","0.305100331495001"
"Rarely","1990","lower secondary degree","indirect migration background","38","0.246336090856182","0.173920593337308","0.318751588375055"
"Rarely","1990","secondary school degree","no migration background","469","0.305636755724453","0.282158806643528","0.329114704805378"
"Rarely","1990","secondary school degree","direct migration background","38","0.232163860070806","0.164370596800969","0.299957123340644"
"Rarely","1990","secondary school degree","indirect migration background","15","","",""
"Rarely","1990","college entrance qualification","no migration background","337","0.313644642384598","0.285687118286253","0.341602166482944"
"Rarely","1990","college entrance qualification","direct migration background","37","0.278162011228972","0.197312785819043","0.359011236638901"
"Rarely","1990","college entrance qualification","indirect migration background","14","","",""
"Rarely","1990","Other degree","no migration background","9","","",""
"Rarely","1990","Other degree","direct migration background","145","0.159089136143723","0.135842876942606","0.182335395344839"
"Rarely","1990","Other degree","indirect migration background","1","","",""
"Rarely","1990","no degree/no degree yet","no migration background","58","0.373945352646015","0.298260589384467","0.449630115907564"
"Rarely","1990","no degree/no degree yet","direct migration background","79","0.129130515173737","0.103006663188019","0.155254367159454"
"Rarely","1990","no degree/no degree yet","indirect migration background","13","","",""
"Never","1990","lower secondary degree","no migration background","2306","0.625100723922607","0.609739241731574","0.64046220611364"
"Never","1990","lower secondary degree","direct migration background","317","0.589054508771793","0.549253058907114","0.628855958636472"
"Never","1990","lower secondary degree","indirect migration background","66","0.56137995699479","0.477982784819726","0.644777129169854"
"Never","1990","secondary school degree","no migration background","736","0.522175068107946","0.496718112025228","0.547632024190665"
"Never","1990","secondary school degree","direct migration background","86","0.634297956750163","0.556964876935473","0.711631036564854"
"Never","1990","secondary school degree","indirect migration background","16","","",""
"Never","1990","college entrance qualification","no migration background","561","0.537468205625636","0.507424573050651","0.567511838200622"
"Never","1990","college entrance qualification","direct migration background","67","0.558355449138002","0.468757327518162","0.647953570757842"
"Never","1990","college entrance qualification","indirect migration background","7","","",""
"Never","1990","Other degree","no migration background","24","","",""
"Never","1990","Other degree","direct migration background","653","0.671289426474419","0.641434254792812","0.701144598156027"
"Never","1990","Other degree","indirect migration background","5","","",""
"Never","1990","no degree/no degree yet","no migration background","56","0.353267357429925","0.278499934713692","0.428034780146159"
"Never","1990","no degree/no degree yet","direct migration background","489","0.761153393145268","0.727937811042768","0.794368975247768"
"Never","1990","no degree/no degree yet","indirect migration background","21","","",""
"Daily","1991","lower secondary degree","no migration background","","","",""
"Daily","1991","lower secondary degree","direct migration background","","","",""
"Daily","1991","lower secondary degree","indirect migration background","","","",""
"Daily","1991","secondary school degree","no migration background","","","",""
"Daily","1991","secondary school degree","direct migration background","","","",""
"Daily","1991","secondary school degree","indirect migration background","","","",""
"Daily","1991","college entrance qualification","no migration background","","","",""
"Daily","1991","college entrance qualification","direct migration background","","","",""
"Daily","1991","college entrance qualification","indirect migration background","","","",""
"Daily","1991","Other degree","no migration background","","","",""
"Daily","1991","Other degree","direct migration background","","","",""
"Daily","1991","Other degree","indirect migration background","","","",""
"Daily","1991","no degree/no degree yet","no migration background","","","",""
"Daily","1991","no degree/no degree yet","direct migration background","","","",""
"Daily","1991","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per week","1991","lower secondary degree","no migration background","","","",""
"Min 1x per week","1991","lower secondary degree","direct migration background","","","",""
"Min 1x per week","1991","lower secondary degree","indirect migration background","","","",""
"Min 1x per week","1991","secondary school degree","no migration background","","","",""
"Min 1x per week","1991","secondary school degree","direct migration background","","","",""
"Min 1x per week","1991","secondary school degree","indirect migration background","","","",""
"Min 1x per week","1991","college entrance qualification","no migration background","","","",""
"Min 1x per week","1991","college entrance qualification","direct migration background","","","",""
"Min 1x per week","1991","college entrance qualification","indirect migration background","","","",""
"Min 1x per week","1991","Other degree","no migration background","","","",""
"Min 1x per week","1991","Other degree","direct migration background","","","",""
"Min 1x per week","1991","Other degree","indirect migration background","","","",""
"Min 1x per week","1991","no degree/no degree yet","no migration background","","","",""
"Min 1x per week","1991","no degree/no degree yet","direct migration background","","","",""
"Min 1x per week","1991","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per month","1991","lower secondary degree","no migration background","","","",""
"Min 1x per month","1991","lower secondary degree","direct migration background","","","",""
"Min 1x per month","1991","lower secondary degree","indirect migration background","","","",""
"Min 1x per month","1991","secondary school degree","no migration background","","","",""
"Min 1x per month","1991","secondary school degree","direct migration background","","","",""
"Min 1x per month","1991","secondary school degree","indirect migration background","","","",""
"Min 1x per month","1991","college entrance qualification","no migration background","","","",""
"Min 1x per month","1991","college entrance qualification","direct migration background","","","",""
"Min 1x per month","1991","college entrance qualification","indirect migration background","","","",""
"Min 1x per month","1991","Other degree","no migration background","","","",""
"Min 1x per month","1991","Other degree","direct migration background","","","",""
"Min 1x per month","1991","Other degree","indirect migration background","","","",""
"Min 1x per month","1991","no degree/no degree yet","no migration background","","","",""
"Min 1x per month","1991","no degree/no degree yet","direct migration background","","","",""
"Min 1x per month","1991","no degree/no degree yet","indirect migration background","","","",""
"Rarely","1991","lower secondary degree","no migration background","","","",""
"Rarely","1991","lower secondary degree","direct migration background","","","",""
"Rarely","1991","lower secondary degree","indirect migration background","","","",""
"Rarely","1991","secondary school degree","no migration background","","","",""
"Rarely","1991","secondary school degree","direct migration background","","","",""
"Rarely","1991","secondary school degree","indirect migration background","","","",""
"Rarely","1991","college entrance qualification","no migration background","","","",""
"Rarely","1991","college entrance qualification","direct migration background","","","",""
"Rarely","1991","college entrance qualification","indirect migration background","","","",""
"Rarely","1991","Other degree","no migration background","","","",""
"Rarely","1991","Other degree","direct migration background","","","",""
"Rarely","1991","Other degree","indirect migration background","","","",""
"Rarely","1991","no degree/no degree yet","no migration background","","","",""
"Rarely","1991","no degree/no degree yet","direct migration background","","","",""
"Rarely","1991","no degree/no degree yet","indirect migration background","","","",""
"Never","1991","lower secondary degree","no migration background","","","",""
"Never","1991","lower secondary degree","direct migration background","","","",""
"Never","1991","lower secondary degree","indirect migration background","","","",""
"Never","1991","secondary school degree","no migration background","","","",""
"Never","1991","secondary school degree","direct migration background","","","",""
"Never","1991","secondary school degree","indirect migration background","","","",""
"Never","1991","college entrance qualification","no migration background","","","",""
"Never","1991","college entrance qualification","direct migration background","","","",""
"Never","1991","college entrance qualification","indirect migration background","","","",""
"Never","1991","Other degree","no migration background","","","",""
"Never","1991","Other degree","direct migration background","","","",""
"Never","1991","Other degree","indirect migration background","","","",""
"Never","1991","no degree/no degree yet","no migration background","","","",""
"Never","1991","no degree/no degree yet","direct migration background","","","",""
"Never","1991","no degree/no degree yet","indirect migration background","","","",""
"Daily","1992","lower secondary degree","no migration background","","","",""
"Daily","1992","lower secondary degree","direct migration background","","","",""
"Daily","1992","lower secondary degree","indirect migration background","","","",""
"Daily","1992","secondary school degree","no migration background","","","",""
"Daily","1992","secondary school degree","direct migration background","","","",""
"Daily","1992","secondary school degree","indirect migration background","","","",""
"Daily","1992","college entrance qualification","no migration background","","","",""
"Daily","1992","college entrance qualification","direct migration background","","","",""
"Daily","1992","college entrance qualification","indirect migration background","","","",""
"Daily","1992","Other degree","no migration background","","","",""
"Daily","1992","Other degree","direct migration background","","","",""
"Daily","1992","Other degree","indirect migration background","","","",""
"Daily","1992","no degree/no degree yet","no migration background","","","",""
"Daily","1992","no degree/no degree yet","direct migration background","","","",""
"Daily","1992","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per week","1992","lower secondary degree","no migration background","","","",""
"Min 1x per week","1992","lower secondary degree","direct migration background","","","",""
"Min 1x per week","1992","lower secondary degree","indirect migration background","","","",""
"Min 1x per week","1992","secondary school degree","no migration background","","","",""
"Min 1x per week","1992","secondary school degree","direct migration background","","","",""
"Min 1x per week","1992","secondary school degree","indirect migration background","","","",""
"Min 1x per week","1992","college entrance qualification","no migration background","","","",""
"Min 1x per week","1992","college entrance qualification","direct migration background","","","",""
"Min 1x per week","1992","college entrance qualification","indirect migration background","","","",""
"Min 1x per week","1992","Other degree","no migration background","","","",""
"Min 1x per week","1992","Other degree","direct migration background","","","",""
"Min 1x per week","1992","Other degree","indirect migration background","","","",""
"Min 1x per week","1992","no degree/no degree yet","no migration background","","","",""
"Min 1x per week","1992","no degree/no degree yet","direct migration background","","","",""
"Min 1x per week","1992","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per month","1992","lower secondary degree","no migration background","","","",""
"Min 1x per month","1992","lower secondary degree","direct migration background","","","",""
"Min 1x per month","1992","lower secondary degree","indirect migration background","","","",""
"Min 1x per month","1992","secondary school degree","no migration background","","","",""
"Min 1x per month","1992","secondary school degree","direct migration background","","","",""
"Min 1x per month","1992","secondary school degree","indirect migration background","","","",""
"Min 1x per month","1992","college entrance qualification","no migration background","","","",""
"Min 1x per month","1992","college entrance qualification","direct migration background","","","",""
"Min 1x per month","1992","college entrance qualification","indirect migration background","","","",""
"Min 1x per month","1992","Other degree","no migration background","","","",""
"Min 1x per month","1992","Other degree","direct migration background","","","",""
"Min 1x per month","1992","Other degree","indirect migration background","","","",""
"Min 1x per month","1992","no degree/no degree yet","no migration background","","","",""
"Min 1x per month","1992","no degree/no degree yet","direct migration background","","","",""
"Min 1x per month","1992","no degree/no degree yet","indirect migration background","","","",""
"Rarely","1992","lower secondary degree","no migration background","","","",""
"Rarely","1992","lower secondary degree","direct migration background","","","",""
"Rarely","1992","lower secondary degree","indirect migration background","","","",""
"Rarely","1992","secondary school degree","no migration background","","","",""
"Rarely","1992","secondary school degree","direct migration background","","","",""
"Rarely","1992","secondary school degree","indirect migration background","","","",""
"Rarely","1992","college entrance qualification","no migration background","","","",""
"Rarely","1992","college entrance qualification","direct migration background","","","",""
"Rarely","1992","college entrance qualification","indirect migration background","","","",""
"Rarely","1992","Other degree","no migration background","","","",""
"Rarely","1992","Other degree","direct migration background","","","",""
"Rarely","1992","Other degree","indirect migration background","","","",""
"Rarely","1992","no degree/no degree yet","no migration background","","","",""
"Rarely","1992","no degree/no degree yet","direct migration background","","","",""
"Rarely","1992","no degree/no degree yet","indirect migration background","","","",""
"Never","1992","lower secondary degree","no migration background","","","",""
"Never","1992","lower secondary degree","direct migration background","","","",""
"Never","1992","lower secondary degree","indirect migration background","","","",""
"Never","1992","secondary school degree","no migration background","","","",""
"Never","1992","secondary school degree","direct migration background","","","",""
"Never","1992","secondary school degree","indirect migration background","","","",""
"Never","1992","college entrance qualification","no migration background","","","",""
"Never","1992","college entrance qualification","direct migration background","","","",""
"Never","1992","college entrance qualification","indirect migration background","","","",""
"Never","1992","Other degree","no migration background","","","",""
"Never","1992","Other degree","direct migration background","","","",""
"Never","1992","Other degree","indirect migration background","","","",""
"Never","1992","no degree/no degree yet","no migration background","","","",""
"Never","1992","no degree/no degree yet","direct migration background","","","",""
"Never","1992","no degree/no degree yet","indirect migration background","","","",""
"Daily","1993","lower secondary degree","no migration background","","","",""
"Daily","1993","lower secondary degree","direct migration background","","","",""
"Daily","1993","lower secondary degree","indirect migration background","","","",""
"Daily","1993","secondary school degree","no migration background","","","",""
"Daily","1993","secondary school degree","direct migration background","","","",""
"Daily","1993","secondary school degree","indirect migration background","","","",""
"Daily","1993","college entrance qualification","no migration background","","","",""
"Daily","1993","college entrance qualification","direct migration background","","","",""
"Daily","1993","college entrance qualification","indirect migration background","","","",""
"Daily","1993","Other degree","no migration background","","","",""
"Daily","1993","Other degree","direct migration background","","","",""
"Daily","1993","Other degree","indirect migration background","","","",""
"Daily","1993","no degree/no degree yet","no migration background","","","",""
"Daily","1993","no degree/no degree yet","direct migration background","","","",""
"Daily","1993","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per week","1993","lower secondary degree","no migration background","","","",""
"Min 1x per week","1993","lower secondary degree","direct migration background","","","",""
"Min 1x per week","1993","lower secondary degree","indirect migration background","","","",""
"Min 1x per week","1993","secondary school degree","no migration background","","","",""
"Min 1x per week","1993","secondary school degree","direct migration background","","","",""
"Min 1x per week","1993","secondary school degree","indirect migration background","","","",""
"Min 1x per week","1993","college entrance qualification","no migration background","","","",""
"Min 1x per week","1993","college entrance qualification","direct migration background","","","",""
"Min 1x per week","1993","college entrance qualification","indirect migration background","","","",""
"Min 1x per week","1993","Other degree","no migration background","","","",""
"Min 1x per week","1993","Other degree","direct migration background","","","",""
"Min 1x per week","1993","Other degree","indirect migration background","","","",""
"Min 1x per week","1993","no degree/no degree yet","no migration background","","","",""
"Min 1x per week","1993","no degree/no degree yet","direct migration background","","","",""
"Min 1x per week","1993","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per month","1993","lower secondary degree","no migration background","","","",""
"Min 1x per month","1993","lower secondary degree","direct migration background","","","",""
"Min 1x per month","1993","lower secondary degree","indirect migration background","","","",""
"Min 1x per month","1993","secondary school degree","no migration background","","","",""
"Min 1x per month","1993","secondary school degree","direct migration background","","","",""
"Min 1x per month","1993","secondary school degree","indirect migration background","","","",""
"Min 1x per month","1993","college entrance qualification","no migration background","","","",""
"Min 1x per month","1993","college entrance qualification","direct migration background","","","",""
"Min 1x per month","1993","college entrance qualification","indirect migration background","","","",""
"Min 1x per month","1993","Other degree","no migration background","","","",""
"Min 1x per month","1993","Other degree","direct migration background","","","",""
"Min 1x per month","1993","Other degree","indirect migration background","","","",""
"Min 1x per month","1993","no degree/no degree yet","no migration background","","","",""
"Min 1x per month","1993","no degree/no degree yet","direct migration background","","","",""
"Min 1x per month","1993","no degree/no degree yet","indirect migration background","","","",""
"Rarely","1993","lower secondary degree","no migration background","","","",""
"Rarely","1993","lower secondary degree","direct migration background","","","",""
"Rarely","1993","lower secondary degree","indirect migration background","","","",""
"Rarely","1993","secondary school degree","no migration background","","","",""
"Rarely","1993","secondary school degree","direct migration background","","","",""
"Rarely","1993","secondary school degree","indirect migration background","","","",""
"Rarely","1993","college entrance qualification","no migration background","","","",""
"Rarely","1993","college entrance qualification","direct migration background","","","",""
"Rarely","1993","college entrance qualification","indirect migration background","","","",""
"Rarely","1993","Other degree","no migration background","","","",""
"Rarely","1993","Other degree","direct migration background","","","",""
"Rarely","1993","Other degree","indirect migration background","","","",""
"Rarely","1993","no degree/no degree yet","no migration background","","","",""
"Rarely","1993","no degree/no degree yet","direct migration background","","","",""
"Rarely","1993","no degree/no degree yet","indirect migration background","","","",""
"Never","1993","lower secondary degree","no migration background","","","",""
"Never","1993","lower secondary degree","direct migration background","","","",""
"Never","1993","lower secondary degree","indirect migration background","","","",""
"Never","1993","secondary school degree","no migration background","","","",""
"Never","1993","secondary school degree","direct migration background","","","",""
"Never","1993","secondary school degree","indirect migration background","","","",""
"Never","1993","college entrance qualification","no migration background","","","",""
"Never","1993","college entrance qualification","direct migration background","","","",""
"Never","1993","college entrance qualification","indirect migration background","","","",""
"Never","1993","Other degree","no migration background","","","",""
"Never","1993","Other degree","direct migration background","","","",""
"Never","1993","Other degree","indirect migration background","","","",""
"Never","1993","no degree/no degree yet","no migration background","","","",""
"Never","1993","no degree/no degree yet","direct migration background","","","",""
"Never","1993","no degree/no degree yet","indirect migration background","","","",""
"Daily","1994","lower secondary degree","no migration background","","","",""
"Daily","1994","lower secondary degree","direct migration background","","","",""
"Daily","1994","lower secondary degree","indirect migration background","","","",""
"Daily","1994","secondary school degree","no migration background","","","",""
"Daily","1994","secondary school degree","direct migration background","","","",""
"Daily","1994","secondary school degree","indirect migration background","","","",""
"Daily","1994","college entrance qualification","no migration background","","","",""
"Daily","1994","college entrance qualification","direct migration background","","","",""
"Daily","1994","college entrance qualification","indirect migration background","","","",""
"Daily","1994","Other degree","no migration background","","","",""
"Daily","1994","Other degree","direct migration background","","","",""
"Daily","1994","Other degree","indirect migration background","","","",""
"Daily","1994","no degree/no degree yet","no migration background","","","",""
"Daily","1994","no degree/no degree yet","direct migration background","","","",""
"Daily","1994","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per week","1994","lower secondary degree","no migration background","","","",""
"Min 1x per week","1994","lower secondary degree","direct migration background","","","",""
"Min 1x per week","1994","lower secondary degree","indirect migration background","","","",""
"Min 1x per week","1994","secondary school degree","no migration background","","","",""
"Min 1x per week","1994","secondary school degree","direct migration background","","","",""
"Min 1x per week","1994","secondary school degree","indirect migration background","","","",""
"Min 1x per week","1994","college entrance qualification","no migration background","","","",""
"Min 1x per week","1994","college entrance qualification","direct migration background","","","",""
"Min 1x per week","1994","college entrance qualification","indirect migration background","","","",""
"Min 1x per week","1994","Other degree","no migration background","","","",""
"Min 1x per week","1994","Other degree","direct migration background","","","",""
"Min 1x per week","1994","Other degree","indirect migration background","","","",""
"Min 1x per week","1994","no degree/no degree yet","no migration background","","","",""
"Min 1x per week","1994","no degree/no degree yet","direct migration background","","","",""
"Min 1x per week","1994","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per month","1994","lower secondary degree","no migration background","","","",""
"Min 1x per month","1994","lower secondary degree","direct migration background","","","",""
"Min 1x per month","1994","lower secondary degree","indirect migration background","","","",""
"Min 1x per month","1994","secondary school degree","no migration background","","","",""
"Min 1x per month","1994","secondary school degree","direct migration background","","","",""
"Min 1x per month","1994","secondary school degree","indirect migration background","","","",""
"Min 1x per month","1994","college entrance qualification","no migration background","","","",""
"Min 1x per month","1994","college entrance qualification","direct migration background","","","",""
"Min 1x per month","1994","college entrance qualification","indirect migration background","","","",""
"Min 1x per month","1994","Other degree","no migration background","","","",""
"Min 1x per month","1994","Other degree","direct migration background","","","",""
"Min 1x per month","1994","Other degree","indirect migration background","","","",""
"Min 1x per month","1994","no degree/no degree yet","no migration background","","","",""
"Min 1x per month","1994","no degree/no degree yet","direct migration background","","","",""
"Min 1x per month","1994","no degree/no degree yet","indirect migration background","","","",""
"Rarely","1994","lower secondary degree","no migration background","","","",""
"Rarely","1994","lower secondary degree","direct migration background","","","",""
"Rarely","1994","lower secondary degree","indirect migration background","","","",""
"Rarely","1994","secondary school degree","no migration background","","","",""
"Rarely","1994","secondary school degree","direct migration background","","","",""
"Rarely","1994","secondary school degree","indirect migration background","","","",""
"Rarely","1994","college entrance qualification","no migration background","","","",""
"Rarely","1994","college entrance qualification","direct migration background","","","",""
"Rarely","1994","college entrance qualification","indirect migration background","","","",""
"Rarely","1994","Other degree","no migration background","","","",""
"Rarely","1994","Other degree","direct migration background","","","",""
"Rarely","1994","Other degree","indirect migration background","","","",""
"Rarely","1994","no degree/no degree yet","no migration background","","","",""
"Rarely","1994","no degree/no degree yet","direct migration background","","","",""
"Rarely","1994","no degree/no degree yet","indirect migration background","","","",""
"Never","1994","lower secondary degree","no migration background","","","",""
"Never","1994","lower secondary degree","direct migration background","","","",""
"Never","1994","lower secondary degree","indirect migration background","","","",""
"Never","1994","secondary school degree","no migration background","","","",""
"Never","1994","secondary school degree","direct migration background","","","",""
"Never","1994","secondary school degree","indirect migration background","","","",""
"Never","1994","college entrance qualification","no migration background","","","",""
"Never","1994","college entrance qualification","direct migration background","","","",""
"Never","1994","college entrance qualification","indirect migration background","","","",""
"Never","1994","Other degree","no migration background","","","",""
"Never","1994","Other degree","direct migration background","","","",""
"Never","1994","Other degree","indirect migration background","","","",""
"Never","1994","no degree/no degree yet","no migration background","","","",""
"Never","1994","no degree/no degree yet","direct migration background","","","",""
"Never","1994","no degree/no degree yet","indirect migration background","","","",""
"Daily","1995","lower secondary degree","no migration background","4","","",""
"Daily","1995","lower secondary degree","direct migration background","","","",""
"Daily","1995","lower secondary degree","indirect migration background","1","","",""
"Daily","1995","secondary school degree","no migration background","5","","",""
"Daily","1995","secondary school degree","direct migration background","","","",""
"Daily","1995","secondary school degree","indirect migration background","2","","",""
"Daily","1995","college entrance qualification","no migration background","1","","",""
"Daily","1995","college entrance qualification","direct migration background","","","",""
"Daily","1995","college entrance qualification","indirect migration background","2","","",""
"Daily","1995","Other degree","no migration background","","","",""
"Daily","1995","Other degree","direct migration background","1","","",""
"Daily","1995","Other degree","indirect migration background","","","",""
"Daily","1995","no degree/no degree yet","no migration background","3","","",""
"Daily","1995","no degree/no degree yet","direct migration background","1","","",""
"Daily","1995","no degree/no degree yet","indirect migration background","2","","",""
"Min 1x per week","1995","lower secondary degree","no migration background","201","0.0474200998844573","0.0412553980459699","0.0535848017229447"
"Min 1x per week","1995","lower secondary degree","direct migration background","43","0.062168274094376","0.0432833547337967","0.0810531934549553"
"Min 1x per week","1995","lower secondary degree","indirect migration background","27","","",""
"Min 1x per week","1995","secondary school degree","no migration background","158","0.0454947456647532","0.0383457867950768","0.0526437045344296"
"Min 1x per week","1995","secondary school degree","direct migration background","7","","",""
"Min 1x per week","1995","secondary school degree","indirect migration background","14","","",""
"Min 1x per week","1995","college entrance qualification","no migration background","80","0.055560901589251","0.0445012585853429","0.0666205445931591"
"Min 1x per week","1995","college entrance qualification","direct migration background","11","","",""
"Min 1x per week","1995","college entrance qualification","indirect migration background","5","","",""
"Min 1x per week","1995","Other degree","no migration background","1","","",""
"Min 1x per week","1995","Other degree","direct migration background","43","0.0375771790125782","0.0262771726915664","0.04887718533359"
"Min 1x per week","1995","Other degree","indirect migration background","1","","",""
"Min 1x per week","1995","no degree/no degree yet","no migration background","17","","",""
"Min 1x per week","1995","no degree/no degree yet","direct migration background","24","","",""
"Min 1x per week","1995","no degree/no degree yet","indirect migration background","7","","",""
"Min 1x per month","1995","lower secondary degree","no migration background","299","0.0625035468135935","0.0554822507625439","0.0695248428646431"
"Min 1x per month","1995","lower secondary degree","direct migration background","58","0.0637102942199031","0.0446083224571823","0.0828122659826239"
"Min 1x per month","1995","lower secondary degree","indirect migration background","33","0.163605974093627","0.110728073212687","0.216483874974567"
"Min 1x per month","1995","secondary school degree","no migration background","251","0.0788634180991175","0.0696170148606296","0.0881098213376054"
"Min 1x per month","1995","secondary school degree","direct migration background","18","","",""
"Min 1x per month","1995","secondary school degree","indirect migration background","20","","",""
"Min 1x per month","1995","college entrance qualification","no migration background","146","0.0864500110589808","0.07288193803639","0.100018084081572"
"Min 1x per month","1995","college entrance qualification","direct migration background","11","","",""
"Min 1x per month","1995","college entrance qualification","indirect migration background","8","","",""
"Min 1x per month","1995","Other degree","no migration background","1","","",""
"Min 1x per month","1995","Other degree","direct migration background","63","0.053700764127542","0.0403059059177578","0.0670956223373263"
"Min 1x per month","1995","Other degree","indirect migration background","3","","",""
"Min 1x per month","1995","no degree/no degree yet","no migration background","43","0.164115097626926","0.117642100036903","0.21058809521695"
"Min 1x per month","1995","no degree/no degree yet","direct migration background","22","","",""
"Min 1x per month","1995","no degree/no degree yet","indirect migration background","14","","",""
"Rarely","1995","lower secondary degree","no migration background","1106","0.230141708089326","0.217932620782629","0.242350795396022"
"Rarely","1995","lower secondary degree","direct migration background","136","0.206523492195486","0.174862826954438","0.238184157436533"
"Rarely","1995","lower secondary degree","indirect migration background","45","0.25753740656263","0.195030700349125","0.320044112776135"
"Rarely","1995","secondary school degree","no migration background","1057","0.316054781030275","0.300104627889006","0.332004934171544"
"Rarely","1995","secondary school degree","direct migration background","54","0.29148428800884","0.226695552086677","0.356273023931002"
"Rarely","1995","secondary school degree","indirect migration background","38","0.26882695876088","0.189170479896176","0.348483437625583"
"Rarely","1995","college entrance qualification","no migration background","561","0.32757450031421","0.304915193594322","0.350233807034098"
"Rarely","1995","college entrance qualification","direct migration background","60","0.306992410243779","0.241749955730101","0.372234864757458"
"Rarely","1995","college entrance qualification","indirect migration background","19","","",""
"Rarely","1995","Other degree","no migration background","17","","",""
"Rarely","1995","Other degree","direct migration background","181","0.15888700072682","0.137164741138775","0.180609260314866"
"Rarely","1995","Other degree","indirect migration background","5","","",""
"Rarely","1995","no degree/no degree yet","no migration background","93","0.383292553393828","0.32228860219013","0.444296504597526"
"Rarely","1995","no degree/no degree yet","direct migration background","77","0.150958751082579","0.120984292048672","0.180933210116486"
"Rarely","1995","no degree/no degree yet","indirect migration background","20","","",""
"Never","1995","lower secondary degree","no migration background","2956","0.659226144132939","0.645478430316406","0.672973857949473"
"Never","1995","lower secondary degree","direct migration background","391","0.667597939490235","0.63075471633511","0.704441162645361"
"Never","1995","lower secondary degree","indirect migration background","82","0.442338954133247","0.371343275607139","0.513334632659355"
"Never","1995","secondary school degree","no migration background","1793","0.558460856732125","0.541425391816489","0.57549632164776"
"Never","1995","secondary school degree","direct migration background","110","0.583539098185601","0.513257879035443","0.653820317335759"
"Never","1995","secondary school degree","indirect migration background","45","0.474319820472026","0.384603583776055","0.564036057167998"
