"pli0089","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Never","1991","Not Working","1-pers.-HH","","","","","5"
"Never","1991","Not Working","(Married) couple without C. ","","","","","5"
"Never","1991","Not Working","Single parent ","","","","","5"
"Never","1991","Not Working","Couple + C. LE 16 ","","","","","5"
"Never","1991","Not Working","Couple + C. GT 16 ","","","","","5"
"Never","1991","Not Working","Couple + C. LE and GT 16","","","","","5"
"Rarely","1991","Full Time","1-pers.-HH","","","","","4"
"Rarely","1991","Part Time","Couple + C. GT 16 ","","","","","4"
"Rarely","1991","Full Time","(Married) couple without C. ","","","","","4"
"Rarely","1991","Full Time","Couple + C. GT 16 ","","","","","4"
"Rarely","1991","Full Time","Couple + C. LE and GT 16","","","","","4"
"Rarely","1991","Not Working","Couple + C. LE 16 ","","","","","4"
"Rarely","1991","Not Working","Couple + C. LE and GT 16","","","","","4"
"Rarely","1991","Full Time","Single parent ","","","","","4"
"Rarely","1991","Full Time","Couple + C. LE 16 ","","","","","4"
"Rarely","1991","Part Time","1-pers.-HH","","","","","4"
"Rarely","1991","Part Time","(Married) couple without C. ","","","","","4"
"Rarely","1991","Part Time","Single parent ","","","","","4"
"Rarely","1991","Part Time","Couple + C. LE 16 ","","","","","4"
"Rarely","1991","Part Time","Couple + C. LE and GT 16","","","","","4"
"Rarely","1991","Not Working","1-pers.-HH","","","","","4"
"Rarely","1991","Not Working","(Married) couple without C. ","","","","","4"
"Rarely","1991","Not Working","Single parent ","","","","","4"
"Rarely","1991","Not Working","Couple + C. GT 16 ","","","","","4"
"Daily","1992","Full Time","1-pers.-HH","","","","","1"
"Daily","1992","Full Time","(Married) couple without C. ","","","","","1"
"Daily","1992","Full Time","Single parent ","","","","","1"
"Daily","1992","Full Time","Couple + C. LE 16 ","","","","","1"
"Daily","1992","Full Time","Couple + C. GT 16 ","","","","","1"
"Daily","1992","Full Time","Couple + C. LE and GT 16","","","","","1"
"Daily","1992","Part Time","1-pers.-HH","","","","","1"
"Daily","1992","Part Time","(Married) couple without C. ","","","","","1"
"Daily","1992","Part Time","Single parent ","","","","","1"
"Daily","1992","Part Time","Couple + C. LE 16 ","","","","","1"
"Daily","1992","Part Time","Couple + C. GT 16 ","","","","","1"
"Daily","1992","Part Time","Couple + C. LE and GT 16","","","","","1"
"Daily","1992","Not Working","1-pers.-HH","","","","","1"
"Daily","1992","Not Working","(Married) couple without C. ","","","","","1"
"Daily","1992","Not Working","Single parent ","","","","","1"
"Daily","1992","Not Working","Couple + C. LE 16 ","","","","","1"
"Daily","1992","Not Working","Couple + C. GT 16 ","","","","","1"
"Daily","1992","Not Working","Couple + C. LE and GT 16","","","","","1"
"Min 1x per month","1992","Full Time","1-pers.-HH","","","","","3"
"Min 1x per month","1992","Full Time","(Married) couple without C. ","","","","","3"
"Min 1x per month","1992","Full Time","Single parent ","","","","","3"
"Min 1x per month","1992","Full Time","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","1992","Not Working","(Married) couple without C. ","","","","","3"
"Min 1x per month","1992","Not Working","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","1992","Not Working","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","1992","Full Time","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","1992","Full Time","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","1992","Part Time","1-pers.-HH","","","","","3"
"Min 1x per month","1992","Part Time","(Married) couple without C. ","","","","","3"
"Min 1x per month","1992","Part Time","Single parent ","","","","","3"
"Min 1x per month","1992","Part Time","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","1992","Part Time","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","1992","Not Working","1-pers.-HH","","","","","3"
"Min 1x per month","1992","Not Working","Single parent ","","","","","3"
"Min 1x per month","1992","Not Working","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","1992","Part Time","Couple + C. LE 16 ","","","","","3"
"Min 1x per week","1992","Full Time","1-pers.-HH","","","","","2"
"Min 1x per week","1992","Full Time","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1992","Full Time","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","1992","Part Time","(Married) couple without C. ","","","","","2"
"Min 1x per week","1992","Part Time","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","1992","Not Working","1-pers.-HH","","","","","2"
"Min 1x per week","1992","Not Working","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","1992","Not Working","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1992","Full Time","Single parent ","","","","","2"
"Min 1x per week","1992","Part Time","Single parent ","","","","","2"
"Min 1x per week","1992","Full Time","(Married) couple without C. ","","","","","2"
"Min 1x per week","1992","Full Time","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","1992","Part Time","1-pers.-HH","","","","","2"
"Min 1x per week","1992","Part Time","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1992","Part Time","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","1992","Not Working","(Married) couple without C. ","","","","","2"
"Min 1x per week","1992","Not Working","Single parent ","","","","","2"
"Min 1x per week","1992","Not Working","Couple + C. LE and GT 16","","","","","2"
"Never","1992","Full Time","(Married) couple without C. ","","","","","5"
"Never","1992","Part Time","Couple + C. LE 16 ","","","","","5"
"Never","1992","Full Time","1-pers.-HH","","","","","5"
"Never","1992","Full Time","Single parent ","","","","","5"
"Never","1992","Full Time","Couple + C. LE 16 ","","","","","5"
"Never","1992","Full Time","Couple + C. GT 16 ","","","","","5"
"Never","1992","Full Time","Couple + C. LE and GT 16","","","","","5"
"Never","1992","Part Time","1-pers.-HH","","","","","5"
"Never","1992","Part Time","(Married) couple without C. ","","","","","5"
"Never","1992","Part Time","Single parent ","","","","","5"
"Never","1992","Part Time","Couple + C. GT 16 ","","","","","5"
"Never","1992","Part Time","Couple + C. LE and GT 16","","","","","5"
"Never","1992","Not Working","1-pers.-HH","","","","","5"
"Never","1992","Not Working","(Married) couple without C. ","","","","","5"
"Never","1992","Not Working","Single parent ","","","","","5"
"Never","1992","Not Working","Couple + C. LE 16 ","","","","","5"
"Never","1992","Not Working","Couple + C. GT 16 ","","","","","5"
"Never","1992","Not Working","Couple + C. LE and GT 16","","","","","5"
"Rarely","1992","Full Time","1-pers.-HH","","","","","4"
"Rarely","1992","Full Time","(Married) couple without C. ","","","","","4"
"Rarely","1992","Full Time","Single parent ","","","","","4"
"Rarely","1992","Full Time","Couple + C. GT 16 ","","","","","4"
"Rarely","1992","Full Time","Couple + C. LE and GT 16","","","","","4"
"Rarely","1992","Part Time","Couple + C. GT 16 ","","","","","4"
"Rarely","1992","Not Working","Couple + C. LE 16 ","","","","","4"
"Rarely","1992","Not Working","Couple + C. LE and GT 16","","","","","4"
"Rarely","1992","Full Time","Couple + C. LE 16 ","","","","","4"
"Rarely","1992","Part Time","1-pers.-HH","","","","","4"
"Rarely","1992","Part Time","(Married) couple without C. ","","","","","4"
"Rarely","1992","Part Time","Single parent ","","","","","4"
"Rarely","1992","Part Time","Couple + C. LE 16 ","","","","","4"
"Rarely","1992","Part Time","Couple + C. LE and GT 16","","","","","4"
"Rarely","1992","Not Working","1-pers.-HH","","","","","4"
"Rarely","1992","Not Working","(Married) couple without C. ","","","","","4"
"Rarely","1992","Not Working","Single parent ","","","","","4"
"Rarely","1992","Not Working","Couple + C. GT 16 ","","","","","4"
"Daily","1993","Full Time","1-pers.-HH","","","","","1"
"Daily","1993","Full Time","(Married) couple without C. ","","","","","1"
"Daily","1993","Full Time","Single parent ","","","","","1"
"Daily","1993","Full Time","Couple + C. LE 16 ","","","","","1"
"Daily","1993","Full Time","Couple + C. GT 16 ","","","","","1"
"Daily","1993","Full Time","Couple + C. LE and GT 16","","","","","1"
"Daily","1993","Part Time","1-pers.-HH","","","","","1"
"Daily","1993","Part Time","(Married) couple without C. ","","","","","1"
"Daily","1993","Part Time","Single parent ","","","","","1"
"Daily","1993","Part Time","Couple + C. LE 16 ","","","","","1"
"Daily","1993","Part Time","Couple + C. GT 16 ","","","","","1"
"Daily","1993","Part Time","Couple + C. LE and GT 16","","","","","1"
"Daily","1993","Not Working","1-pers.-HH","","","","","1"
"Daily","1993","Not Working","(Married) couple without C. ","","","","","1"
"Daily","1993","Not Working","Single parent ","","","","","1"
"Daily","1993","Not Working","Couple + C. LE 16 ","","","","","1"
"Daily","1993","Not Working","Couple + C. GT 16 ","","","","","1"
"Daily","1993","Not Working","Couple + C. LE and GT 16","","","","","1"
"Min 1x per month","1993","Full Time","1-pers.-HH","","","","","3"
"Min 1x per month","1993","Full Time","(Married) couple without C. ","","","","","3"
"Min 1x per month","1993","Full Time","Single parent ","","","","","3"
"Min 1x per month","1993","Full Time","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","1993","Part Time","(Married) couple without C. ","","","","","3"
"Min 1x per month","1993","Not Working","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","1993","Not Working","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","1993","Full Time","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","1993","Full Time","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","1993","Part Time","1-pers.-HH","","","","","3"
"Min 1x per month","1993","Part Time","Single parent ","","","","","3"
"Min 1x per month","1993","Part Time","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","1993","Part Time","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","1993","Part Time","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","1993","Not Working","1-pers.-HH","","","","","3"
"Min 1x per month","1993","Not Working","(Married) couple without C. ","","","","","3"
"Min 1x per month","1993","Not Working","Single parent ","","","","","3"
"Min 1x per month","1993","Not Working","Couple + C. LE 16 ","","","","","3"
"Min 1x per week","1993","Full Time","1-pers.-HH","","","","","2"
"Min 1x per week","1993","Full Time","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1993","Full Time","Single parent ","","","","","2"
"Min 1x per week","1993","Part Time","(Married) couple without C. ","","","","","2"
"Min 1x per week","1993","Part Time","1-pers.-HH","","","","","2"
"Min 1x per week","1993","Full Time","(Married) couple without C. ","","","","","2"
"Min 1x per week","1993","Full Time","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","1993","Part Time","Single parent ","","","","","2"
"Min 1x per week","1993","Part Time","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","1993","Not Working","1-pers.-HH","","","","","2"
"Min 1x per week","1993","Not Working","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1993","Full Time","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","1993","Part Time","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","1993","Not Working","(Married) couple without C. ","","","","","2"
"Min 1x per week","1993","Not Working","Single parent ","","","","","2"
"Min 1x per week","1993","Not Working","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","1993","Part Time","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1993","Not Working","Couple + C. LE and GT 16","","","","","2"
"Never","1993","Full Time","1-pers.-HH","","","","","5"
"Never","1993","Full Time","(Married) couple without C. ","","","","","5"
"Never","1993","Full Time","Single parent ","","","","","5"
"Never","1993","Full Time","Couple + C. LE 16 ","","","","","5"
"Never","1993","Full Time","Couple + C. GT 16 ","","","","","5"
"Never","1993","Full Time","Couple + C. LE and GT 16","","","","","5"
"Never","1993","Part Time","Couple + C. LE 16 ","","","","","5"
"Never","1993","Part Time","1-pers.-HH","","","","","5"
"Never","1993","Part Time","(Married) couple without C. ","","","","","5"
"Never","1993","Part Time","Single parent ","","","","","5"
"Never","1993","Part Time","Couple + C. GT 16 ","","","","","5"
"Never","1993","Part Time","Couple + C. LE and GT 16","","","","","5"
"Never","1993","Not Working","1-pers.-HH","","","","","5"
"Never","1993","Not Working","(Married) couple without C. ","","","","","5"
"Never","1993","Not Working","Single parent ","","","","","5"
"Never","1993","Not Working","Couple + C. LE 16 ","","","","","5"
"Never","1993","Not Working","Couple + C. GT 16 ","","","","","5"
"Never","1993","Not Working","Couple + C. LE and GT 16","","","","","5"
"Rarely","1993","Full Time","Couple + C. GT 16 ","","","","","4"
"Rarely","1993","Full Time","Single parent ","","","","","4"
"Rarely","1993","Full Time","Couple + C. LE 16 ","","","","","4"
"Rarely","1993","Full Time","(Married) couple without C. ","","","","","4"
"Rarely","1993","Full Time","1-pers.-HH","","","","","4"
"Rarely","1993","Part Time","(Married) couple without C. ","","","","","4"
"Rarely","1993","Full Time","Couple + C. LE and GT 16","","","","","4"
"Rarely","1993","Part Time","1-pers.-HH","","","","","4"
"Rarely","1993","Part Time","Single parent ","","","","","4"
"Rarely","1993","Part Time","Couple + C. LE 16 ","","","","","4"
"Rarely","1993","Part Time","Couple + C. GT 16 ","","","","","4"
"Rarely","1993","Part Time","Couple + C. LE and GT 16","","","","","4"
"Rarely","1993","Not Working","1-pers.-HH","","","","","4"
"Rarely","1993","Not Working","(Married) couple without C. ","","","","","4"
"Rarely","1993","Not Working","Couple + C. LE 16 ","","","","","4"
"Rarely","1993","Not Working","Couple + C. LE and GT 16","","","","","4"
"Rarely","1993","Not Working","Single parent ","","","","","4"
"Rarely","1993","Not Working","Couple + C. GT 16 ","","","","","4"
"Daily","1994","Full Time","1-pers.-HH","","","","","1"
"Daily","1994","Full Time","(Married) couple without C. ","","","","","1"
"Daily","1994","Full Time","Single parent ","","","","","1"
"Daily","1994","Full Time","Couple + C. LE 16 ","","","","","1"
"Daily","1994","Full Time","Couple + C. GT 16 ","","","","","1"
"Daily","1994","Full Time","Couple + C. LE and GT 16","","","","","1"
"Daily","1994","Part Time","1-pers.-HH","","","","","1"
"Daily","1994","Part Time","(Married) couple without C. ","","","","","1"
"Daily","1994","Part Time","Single parent ","","","","","1"
"Daily","1994","Part Time","Couple + C. LE 16 ","","","","","1"
"Daily","1994","Part Time","Couple + C. GT 16 ","","","","","1"
"Daily","1994","Part Time","Couple + C. LE and GT 16","","","","","1"
"Daily","1994","Not Working","1-pers.-HH","","","","","1"
"Daily","1994","Not Working","(Married) couple without C. ","","","","","1"
"Daily","1994","Not Working","Single parent ","","","","","1"
"Daily","1994","Not Working","Couple + C. LE 16 ","","","","","1"
"Daily","1994","Not Working","Couple + C. GT 16 ","","","","","1"
"Daily","1994","Not Working","Couple + C. LE and GT 16","","","","","1"
"Min 1x per month","1994","Full Time","1-pers.-HH","","","","","3"
"Min 1x per month","1994","Full Time","(Married) couple without C. ","","","","","3"
"Min 1x per month","1994","Not Working","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","1994","Full Time","Single parent ","","","","","3"
"Min 1x per month","1994","Full Time","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","1994","Full Time","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","1994","Full Time","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","1994","Part Time","1-pers.-HH","","","","","3"
"Min 1x per month","1994","Part Time","(Married) couple without C. ","","","","","3"
"Min 1x per month","1994","Part Time","Single parent ","","","","","3"
"Min 1x per month","1994","Part Time","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","1994","Part Time","Couple + C. GT 16 ","","","","","3"
