"pli0089","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1990","direct migration background","(3b) higher tertiary education","3","","",""
"Min 1x per week","1990","indirect migration background","(0) in school","8","","",""
"Min 1x per week","1990","indirect migration background","(1a) inadequately completed","1","","",""
"Min 1x per week","1990","indirect migration background","(1b) general elementary school","15","","",""
"Min 1x per week","1990","indirect migration background","(1c) basic vocational qualification","4","","",""
"Min 1x per week","1990","indirect migration background","(2b) intermediate general qualification","7","","",""
"Min 1x per week","1990","indirect migration background","(2a) intermediate vocational","1","","",""
"Min 1x per week","1990","indirect migration background","(2c_gen) general maturity certificate","3","","",""
"Min 1x per week","1990","indirect migration background","(2c_voc) vocational maturity certificate","1","","",""
"Min 1x per week","1990","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1990","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1990","no migration background","(0) in school","13","","",""
"Min 1x per month","1990","no migration background","(1a) inadequately completed","9","","",""
"Min 1x per month","1990","no migration background","(1b) general elementary school","71","0.0551608927989597","0.042510208735831","0.0678115768620884"
"Min 1x per month","1990","no migration background","(1c) basic vocational qualification","266","0.0991242839636948","0.0876157320611166","0.110632835866273"
"Min 1x per month","1990","no migration background","(2b) intermediate general qualification","28","","",""
"Min 1x per month","1990","no migration background","(2a) intermediate vocational","128","0.0980778242451664","0.0808880918854413","0.115267556604891"
"Min 1x per month","1990","no migration background","(2c_gen) general maturity certificate","34","0.140916090224594","0.0959502971076293","0.185881883341558"
"Min 1x per month","1990","no migration background","(2c_voc) vocational maturity certificate","25","","",""
"Min 1x per month","1990","no migration background","(3a) lower tertiary education","13","","",""
"Min 1x per month","1990","no migration background","(3b) higher tertiary education","18","","",""
"Min 1x per month","1990","direct migration background","(0) in school","2","","",""
"Min 1x per month","1990","direct migration background","(1a) inadequately completed","35","0.0604361531317999","0.0415723433299202","0.0792999629336796"
"Min 1x per month","1990","direct migration background","(1b) general elementary school","74","0.0738926041986111","0.055810405834188","0.0919748025630342"
"Min 1x per month","1990","direct migration background","(1c) basic vocational qualification","59","0.0948134054480004","0.0706998921386535","0.118926918757347"
"Min 1x per month","1990","direct migration background","(2b) intermediate general qualification","4","","",""
"Min 1x per month","1990","direct migration background","(2a) intermediate vocational","10","","",""
"Min 1x per month","1990","direct migration background","(2c_gen) general maturity certificate","9","","",""
"Min 1x per month","1990","direct migration background","(2c_voc) vocational maturity certificate","10","","",""
"Min 1x per month","1990","direct migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1990","direct migration background","(3b) higher tertiary education","6","","",""
"Min 1x per month","1990","indirect migration background","(0) in school","5","","",""
"Min 1x per month","1990","indirect migration background","(1a) inadequately completed","2","","",""
"Min 1x per month","1990","indirect migration background","(1b) general elementary school","10","","",""
"Min 1x per month","1990","indirect migration background","(1c) basic vocational qualification","7","","",""
"Min 1x per month","1990","indirect migration background","(2b) intermediate general qualification","9","","",""
"Min 1x per month","1990","indirect migration background","(2a) intermediate vocational","4","","",""
"Min 1x per month","1990","indirect migration background","(2c_gen) general maturity certificate","4","","",""
"Min 1x per month","1990","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1990","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1990","indirect migration background","(3b) higher tertiary education","","","",""
"Rarely","1990","no migration background","(0) in school","51","0.52454824604553","0.427153988628969","0.621942503462091"
"Rarely","1990","no migration background","(1a) inadequately completed","7","","",""
"Rarely","1990","no migration background","(1b) general elementary school","214","0.157146970595841","0.136979642261686","0.177314298929997"
"Rarely","1990","no migration background","(1c) basic vocational qualification","725","0.264875163143052","0.247881015947277","0.281869310338827"
"Rarely","1990","no migration background","(2b) intermediate general qualification","99","0.32453748060686","0.269300922638535","0.379774038575185"
"Rarely","1990","no migration background","(2a) intermediate vocational","358","0.305305971095717","0.278688695400052","0.331923246791383"
"Rarely","1990","no migration background","(2c_gen) general maturity certificate","82","0.357886821594876","0.295933753608432","0.41983988958132"
"Rarely","1990","no migration background","(2c_voc) vocational maturity certificate","93","0.307343503814141","0.254692329995842","0.359994677632439"
"Rarely","1990","no migration background","(3a) lower tertiary education","57","0.285152540577196","0.22379587707434","0.346509204080052"
"Rarely","1990","no migration background","(3b) higher tertiary education","121","0.293098607015447","0.248266743238232","0.337930470792662"
"Rarely","1990","direct migration background","(0) in school","10","","",""
"Rarely","1990","direct migration background","(1a) inadequately completed","70","0.107383806607349","0.0828751429448951","0.131892470269802"
"Rarely","1990","direct migration background","(1b) general elementary school","127","0.182632864130422","0.15592629390606","0.209339434354783"
"Rarely","1990","direct migration background","(1c) basic vocational qualification","119","0.270369736428328","0.233811349917753","0.306928122938903"
"Rarely","1990","direct migration background","(2b) intermediate general qualification","13","","",""
"Rarely","1990","direct migration background","(2a) intermediate vocational","24","","",""
"Rarely","1990","direct migration background","(2c_gen) general maturity certificate","12","","",""
"Rarely","1990","direct migration background","(2c_voc) vocational maturity certificate","29","","",""
"Rarely","1990","direct migration background","(3a) lower tertiary education","10","","",""
"Rarely","1990","direct migration background","(3b) higher tertiary education","16","","",""
"Rarely","1990","indirect migration background","(0) in school","10","","",""
"Rarely","1990","indirect migration background","(1a) inadequately completed","3","","",""
"Rarely","1990","indirect migration background","(1b) general elementary school","19","","",""
"Rarely","1990","indirect migration background","(1c) basic vocational qualification","20","","",""
"Rarely","1990","indirect migration background","(2b) intermediate general qualification","8","","",""
"Rarely","1990","indirect migration background","(2a) intermediate vocational","7","","",""
"Rarely","1990","indirect migration background","(2c_gen) general maturity certificate","11","","",""
"Rarely","1990","indirect migration background","(2c_voc) vocational maturity certificate","3","","",""
"Rarely","1990","indirect migration background","(3a) lower tertiary education","","","",""
"Rarely","1990","indirect migration background","(3b) higher tertiary education","","","",""
"Never","1990","no migration background","(0) in school","20","","",""
"Never","1990","no migration background","(1a) inadequately completed","36","0.652204431420847","0.527463790180699","0.776945072660995"
"Never","1990","no migration background","(1b) general elementary school","919","0.752951326255025","0.729051532628368","0.776851119881682"
"Never","1990","no migration background","(1c) basic vocational qualification","1403","0.56239418776871","0.543288610616852","0.581499764920568"
"Never","1990","no migration background","(2b) intermediate general qualification","121","0.478091734353065","0.419160402657243","0.537023066048886"
"Never","1990","no migration background","(2a) intermediate vocational","581","0.526307891240773","0.497449827613354","0.555165954868191"
"Never","1990","no migration background","(2c_gen) general maturity certificate","93","0.416624058962957","0.352910685117958","0.480337432807955"
"Never","1990","no migration background","(2c_voc) vocational maturity certificate","148","0.510602636320351","0.453558708432003","0.567646564208698"
"Never","1990","no migration background","(3a) lower tertiary education","128","0.610446322395978","0.54417527741463","0.676717367377325"
"Never","1990","no migration background","(3b) higher tertiary education","237","0.606548113431699","0.558433284922876","0.654662941940521"
"Never","1990","direct migration background","(0) in school","11","","",""
"Never","1990","direct migration background","(1a) inadequately completed","482","0.784086632773106","0.75151499143215","0.816658274114062"
"Never","1990","direct migration background","(1b) general elementary school","536","0.67630708729678","0.64396570104062","0.70864847355294"
"Never","1990","direct migration background","(1c) basic vocational qualification","329","0.568966480183894","0.528204485812275","0.609728474555512"
"Never","1990","direct migration background","(2b) intermediate general qualification","28","","",""
"Never","1990","direct migration background","(2a) intermediate vocational","55","0.622632964273538","0.52515996636513","0.720105962181945"
"Never","1990","direct migration background","(2c_gen) general maturity certificate","62","0.616265500632636","0.516351408663571","0.716179592601701"
"Never","1990","direct migration background","(2c_voc) vocational maturity certificate","62","0.572091356662296","0.480047496435018","0.664135216889574"
"Never","1990","direct migration background","(3a) lower tertiary education","16","","",""
"Never","1990","direct migration background","(3b) higher tertiary education","37","0.530608846087198","0.406384436974642","0.654833255199753"
"Never","1990","indirect migration background","(0) in school","11","","",""
"Never","1990","indirect migration background","(1a) inadequately completed","10","","",""
"Never","1990","indirect migration background","(1b) general elementary school","42","0.538091411257818","0.432724338660708","0.643458483854927"
"Never","1990","indirect migration background","(1c) basic vocational qualification","28","","",""
"Never","1990","indirect migration background","(2b) intermediate general qualification","10","","",""
"Never","1990","indirect migration background","(2a) intermediate vocational","6","","",""
"Never","1990","indirect migration background","(2c_gen) general maturity certificate","3","","",""
"Never","1990","indirect migration background","(2c_voc) vocational maturity certificate","3","","",""
"Never","1990","indirect migration background","(3a) lower tertiary education","1","","",""
"Never","1990","indirect migration background","(3b) higher tertiary education","2","","",""
"Daily","1991","no migration background","(0) in school","","","",""
"Daily","1991","no migration background","(1a) inadequately completed","","","",""
"Daily","1991","no migration background","(1b) general elementary school","","","",""
"Daily","1991","no migration background","(1c) basic vocational qualification","","","",""
"Daily","1991","no migration background","(2b) intermediate general qualification","","","",""
"Daily","1991","no migration background","(2a) intermediate vocational","","","",""
"Daily","1991","no migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1991","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1991","no migration background","(3a) lower tertiary education","","","",""
"Daily","1991","no migration background","(3b) higher tertiary education","","","",""
"Daily","1991","direct migration background","(0) in school","","","",""
"Daily","1991","direct migration background","(1a) inadequately completed","","","",""
"Daily","1991","direct migration background","(1b) general elementary school","","","",""
"Daily","1991","direct migration background","(1c) basic vocational qualification","","","",""
"Daily","1991","direct migration background","(2b) intermediate general qualification","","","",""
"Daily","1991","direct migration background","(2a) intermediate vocational","","","",""
"Daily","1991","direct migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1991","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1991","direct migration background","(3a) lower tertiary education","","","",""
"Daily","1991","direct migration background","(3b) higher tertiary education","","","",""
"Daily","1991","indirect migration background","(0) in school","","","",""
"Daily","1991","indirect migration background","(1a) inadequately completed","","","",""
"Daily","1991","indirect migration background","(1b) general elementary school","","","",""
"Daily","1991","indirect migration background","(1c) basic vocational qualification","","","",""
"Daily","1991","indirect migration background","(2b) intermediate general qualification","","","",""
"Daily","1991","indirect migration background","(2a) intermediate vocational","","","",""
"Daily","1991","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1991","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1991","indirect migration background","(3a) lower tertiary education","","","",""
"Daily","1991","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1991","no migration background","(0) in school","","","",""
"Min 1x per week","1991","no migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1991","no migration background","(1b) general elementary school","","","",""
"Min 1x per week","1991","no migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1991","no migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1991","no migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1991","no migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1991","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1991","no migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1991","no migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1991","direct migration background","(0) in school","","","",""
"Min 1x per week","1991","direct migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1991","direct migration background","(1b) general elementary school","","","",""
"Min 1x per week","1991","direct migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1991","direct migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1991","direct migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1991","direct migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1991","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1991","direct migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1991","direct migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1991","indirect migration background","(0) in school","","","",""
"Min 1x per week","1991","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1991","indirect migration background","(1b) general elementary school","","","",""
"Min 1x per week","1991","indirect migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1991","indirect migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1991","indirect migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1991","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1991","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1991","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1991","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1991","no migration background","(0) in school","","","",""
"Min 1x per month","1991","no migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1991","no migration background","(1b) general elementary school","","","",""
"Min 1x per month","1991","no migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","1991","no migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1991","no migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","1991","no migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1991","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1991","no migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1991","no migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1991","direct migration background","(0) in school","","","",""
"Min 1x per month","1991","direct migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1991","direct migration background","(1b) general elementary school","","","",""
"Min 1x per month","1991","direct migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","1991","direct migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1991","direct migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","1991","direct migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1991","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1991","direct migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1991","direct migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1991","indirect migration background","(0) in school","","","",""
"Min 1x per month","1991","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1991","indirect migration background","(1b) general elementary school","","","",""
"Min 1x per month","1991","indirect migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","1991","indirect migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1991","indirect migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","1991","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1991","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1991","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1991","indirect migration background","(3b) higher tertiary education","","","",""
"Rarely","1991","no migration background","(0) in school","","","",""
"Rarely","1991","no migration background","(1a) inadequately completed","","","",""
"Rarely","1991","no migration background","(1b) general elementary school","","","",""
"Rarely","1991","no migration background","(1c) basic vocational qualification","","","",""
"Rarely","1991","no migration background","(2b) intermediate general qualification","","","",""
"Rarely","1991","no migration background","(2a) intermediate vocational","","","",""
"Rarely","1991","no migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","1991","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1991","no migration background","(3a) lower tertiary education","","","",""
"Rarely","1991","no migration background","(3b) higher tertiary education","","","",""
"Rarely","1991","direct migration background","(0) in school","","","",""
"Rarely","1991","direct migration background","(1a) inadequately completed","","","",""
"Rarely","1991","direct migration background","(1b) general elementary school","","","",""
"Rarely","1991","direct migration background","(1c) basic vocational qualification","","","",""
"Rarely","1991","direct migration background","(2b) intermediate general qualification","","","",""
"Rarely","1991","direct migration background","(2a) intermediate vocational","","","",""
"Rarely","1991","direct migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","1991","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1991","direct migration background","(3a) lower tertiary education","","","",""
"Rarely","1991","direct migration background","(3b) higher tertiary education","","","",""
"Rarely","1991","indirect migration background","(0) in school","","","",""
"Rarely","1991","indirect migration background","(1a) inadequately completed","","","",""
"Rarely","1991","indirect migration background","(1b) general elementary school","","","",""
"Rarely","1991","indirect migration background","(1c) basic vocational qualification","","","",""
"Rarely","1991","indirect migration background","(2b) intermediate general qualification","","","",""
"Rarely","1991","indirect migration background","(2a) intermediate vocational","","","",""
"Rarely","1991","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","1991","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1991","indirect migration background","(3a) lower tertiary education","","","",""
"Rarely","1991","indirect migration background","(3b) higher tertiary education","","","",""
"Never","1991","no migration background","(0) in school","","","",""
"Never","1991","no migration background","(1a) inadequately completed","","","",""
"Never","1991","no migration background","(1b) general elementary school","","","",""
"Never","1991","no migration background","(1c) basic vocational qualification","","","",""
"Never","1991","no migration background","(2b) intermediate general qualification","","","",""
"Never","1991","no migration background","(2a) intermediate vocational","","","",""
"Never","1991","no migration background","(2c_gen) general maturity certificate","","","",""
"Never","1991","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","1991","no migration background","(3a) lower tertiary education","","","",""
"Never","1991","no migration background","(3b) higher tertiary education","","","",""
"Never","1991","direct migration background","(0) in school","","","",""
"Never","1991","direct migration background","(1a) inadequately completed","","","",""
"Never","1991","direct migration background","(1b) general elementary school","","","",""
"Never","1991","direct migration background","(1c) basic vocational qualification","","","",""
"Never","1991","direct migration background","(2b) intermediate general qualification","","","",""
"Never","1991","direct migration background","(2a) intermediate vocational","","","",""
"Never","1991","direct migration background","(2c_gen) general maturity certificate","","","",""
"Never","1991","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","1991","direct migration background","(3a) lower tertiary education","","","",""
"Never","1991","direct migration background","(3b) higher tertiary education","","","",""
"Never","1991","indirect migration background","(0) in school","","","",""
"Never","1991","indirect migration background","(1a) inadequately completed","","","",""
"Never","1991","indirect migration background","(1b) general elementary school","","","",""
"Never","1991","indirect migration background","(1c) basic vocational qualification","","","",""
"Never","1991","indirect migration background","(2b) intermediate general qualification","","","",""
"Never","1991","indirect migration background","(2a) intermediate vocational","","","",""
"Never","1991","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Never","1991","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","1991","indirect migration background","(3a) lower tertiary education","","","",""
"Never","1991","indirect migration background","(3b) higher tertiary education","","","",""
"Daily","1992","no migration background","(0) in school","","","",""
"Daily","1992","no migration background","(1a) inadequately completed","","","",""
"Daily","1992","no migration background","(1b) general elementary school","","","",""
"Daily","1992","no migration background","(1c) basic vocational qualification","","","",""
"Daily","1992","no migration background","(2b) intermediate general qualification","","","",""
"Daily","1992","no migration background","(2a) intermediate vocational","","","",""
"Daily","1992","no migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1992","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1992","no migration background","(3a) lower tertiary education","","","",""
"Daily","1992","no migration background","(3b) higher tertiary education","","","",""
"Daily","1992","direct migration background","(0) in school","","","",""
"Daily","1992","direct migration background","(1a) inadequately completed","","","",""
"Daily","1992","direct migration background","(1b) general elementary school","","","",""
"Daily","1992","direct migration background","(1c) basic vocational qualification","","","",""
"Daily","1992","direct migration background","(2b) intermediate general qualification","","","",""
"Daily","1992","direct migration background","(2a) intermediate vocational","","","",""
"Daily","1992","direct migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1992","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1992","direct migration background","(3a) lower tertiary education","","","",""
"Daily","1992","direct migration background","(3b) higher tertiary education","","","",""
"Daily","1992","indirect migration background","(0) in school","","","",""
"Daily","1992","indirect migration background","(1a) inadequately completed","","","",""
"Daily","1992","indirect migration background","(1b) general elementary school","","","",""
"Daily","1992","indirect migration background","(1c) basic vocational qualification","","","",""
"Daily","1992","indirect migration background","(2b) intermediate general qualification","","","",""
"Daily","1992","indirect migration background","(2a) intermediate vocational","","","",""
"Daily","1992","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1992","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1992","indirect migration background","(3a) lower tertiary education","","","",""
"Daily","1992","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1992","no migration background","(0) in school","","","",""
"Min 1x per week","1992","no migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1992","no migration background","(1b) general elementary school","","","",""
"Min 1x per week","1992","no migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1992","no migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1992","no migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1992","no migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1992","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1992","no migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1992","no migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1992","direct migration background","(0) in school","","","",""
"Min 1x per week","1992","direct migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1992","direct migration background","(1b) general elementary school","","","",""
"Min 1x per week","1992","direct migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1992","direct migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1992","direct migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1992","direct migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1992","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1992","direct migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1992","direct migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1992","indirect migration background","(0) in school","","","",""
"Min 1x per week","1992","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1992","indirect migration background","(1b) general elementary school","","","",""
"Min 1x per week","1992","indirect migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1992","indirect migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1992","indirect migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1992","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1992","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1992","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1992","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1992","no migration background","(0) in school","","","",""
"Min 1x per month","1992","no migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1992","no migration background","(1b) general elementary school","","","",""
"Min 1x per month","1992","no migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","1992","no migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1992","no migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","1992","no migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1992","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1992","no migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1992","no migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1992","direct migration background","(0) in school","","","",""
"Min 1x per month","1992","direct migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1992","direct migration background","(1b) general elementary school","","","",""
"Min 1x per month","1992","direct migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","1992","direct migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1992","direct migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","1992","direct migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1992","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1992","direct migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1992","direct migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1992","indirect migration background","(0) in school","","","",""
"Min 1x per month","1992","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1992","indirect migration background","(1b) general elementary school","","","",""
"Min 1x per month","1992","indirect migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","1992","indirect migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1992","indirect migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","1992","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1992","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1992","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1992","indirect migration background","(3b) higher tertiary education","","","",""
"Rarely","1992","no migration background","(0) in school","","","",""
"Rarely","1992","no migration background","(1a) inadequately completed","","","",""
