"pli0089","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Rarely","1990","secondary school degree","(3b) higher tertiary education","3","","",""
"Rarely","1990","college entrance qualification","(0) in school","","","",""
"Rarely","1990","college entrance qualification","(1a) inadequately completed","","","",""
"Rarely","1990","college entrance qualification","(1b) general elementary school","","","",""
"Rarely","1990","college entrance qualification","(1c) basic vocational qualification","","","",""
"Rarely","1990","college entrance qualification","(2b) intermediate general qualification","","","",""
"Rarely","1990","college entrance qualification","(2a) intermediate vocational","","","",""
"Rarely","1990","college entrance qualification","(2c_gen) general maturity certificate","99","0.338725677639237","0.283389415403223","0.394061939875251"
"Rarely","1990","college entrance qualification","(2c_voc) vocational maturity certificate","108","0.312318714690083","0.262467969319721","0.362169460060445"
"Rarely","1990","college entrance qualification","(3a) lower tertiary education","52","0.29060655292054","0.223717084346976","0.357496021494104"
"Rarely","1990","college entrance qualification","(3b) higher tertiary education","129","0.301992830153235","0.257659766857934","0.346325893448536"
"Rarely","1990","Other degree","(0) in school","","","",""
"Rarely","1990","Other degree","(1a) inadequately completed","","","",""
"Rarely","1990","Other degree","(1b) general elementary school","74","0.13693021456966","0.108147588695965","0.165712840443354"
"Rarely","1990","Other degree","(1c) basic vocational qualification","56","0.207752115460868","0.161843865762762","0.253660365158974"
"Rarely","1990","Other degree","(2b) intermediate general qualification","","","",""
"Rarely","1990","Other degree","(2a) intermediate vocational","","","",""
"Rarely","1990","Other degree","(2c_gen) general maturity certificate","5","","",""
"Rarely","1990","Other degree","(2c_voc) vocational maturity certificate","14","","",""
"Rarely","1990","Other degree","(3a) lower tertiary education","1","","",""
"Rarely","1990","Other degree","(3b) higher tertiary education","5","","",""
"Rarely","1990","no degree/no degree yet","(0) in school","71","0.508846788043574","0.431625477832359","0.586068098254789"
"Rarely","1990","no degree/no degree yet","(1a) inadequately completed","79","0.114113049893605","0.0901627715396834","0.138063328247527"
"Rarely","1990","no degree/no degree yet","(1b) general elementary school","","","",""
"Rarely","1990","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Rarely","1990","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Rarely","1990","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Rarely","1990","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Rarely","1990","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1990","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Rarely","1990","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Never","1990","lower secondary degree","(0) in school","","","",""
"Never","1990","lower secondary degree","(1a) inadequately completed","","","",""
"Never","1990","lower secondary degree","(1b) general elementary school","1098","0.740892341419588","0.719376522486927","0.762408160352249"
"Never","1990","lower secondary degree","(1c) basic vocational qualification","1574","0.56215072475263","0.544143655440542","0.580157794064717"
"Never","1990","lower secondary degree","(2b) intermediate general qualification","","","",""
"Never","1990","lower secondary degree","(2a) intermediate vocational","","","",""
"Never","1990","lower secondary degree","(2c_gen) general maturity certificate","7","","",""
"Never","1990","lower secondary degree","(2c_voc) vocational maturity certificate","3","","",""
"Never","1990","lower secondary degree","(3a) lower tertiary education","5","","",""
"Never","1990","lower secondary degree","(3b) higher tertiary education","2","","",""
"Never","1990","secondary school degree","(0) in school","","","",""
"Never","1990","secondary school degree","(1a) inadequately completed","","","",""
"Never","1990","secondary school degree","(1b) general elementary school","","","",""
"Never","1990","secondary school degree","(1c) basic vocational qualification","","","",""
"Never","1990","secondary school degree","(2b) intermediate general qualification","159","0.489332241403271","0.437694412272659","0.540970070533883"
"Never","1990","secondary school degree","(2a) intermediate vocational","642","0.531411459280315","0.503890871500554","0.558932047060075"
"Never","1990","secondary school degree","(2c_gen) general maturity certificate","1","","",""
"Never","1990","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Never","1990","secondary school degree","(3a) lower tertiary education","29","","",""
"Never","1990","secondary school degree","(3b) higher tertiary education","7","","",""
"Never","1990","college entrance qualification","(0) in school","","","",""
"Never","1990","college entrance qualification","(1a) inadequately completed","","","",""
"Never","1990","college entrance qualification","(1b) general elementary school","","","",""
"Never","1990","college entrance qualification","(1c) basic vocational qualification","","","",""
"Never","1990","college entrance qualification","(2b) intermediate general qualification","","","",""
"Never","1990","college entrance qualification","(2a) intermediate vocational","","","",""
"Never","1990","college entrance qualification","(2c_gen) general maturity certificate","116","0.428212769514199","0.370357627471852","0.486067911556546"
"Never","1990","college entrance qualification","(2c_voc) vocational maturity certificate","167","0.515158393211936","0.461399616211183","0.56891717021269"
"Never","1990","college entrance qualification","(3a) lower tertiary education","109","0.620959557809997","0.549487565085392","0.692431550534601"
"Never","1990","college entrance qualification","(3b) higher tertiary education","243","0.592263802244124","0.544812655484739","0.639714949003508"
"Never","1990","Other degree","(0) in school","","","",""
"Never","1990","Other degree","(1a) inadequately completed","","","",""
"Never","1990","Other degree","(1b) general elementary school","399","0.710084224231376","0.67209602842058","0.748072420042172"
"Never","1990","Other degree","(1c) basic vocational qualification","186","0.600604406483065","0.545182258289077","0.656026554677053"
"Never","1990","Other degree","(2b) intermediate general qualification","","","",""
"Never","1990","Other degree","(2a) intermediate vocational","","","",""
"Never","1990","Other degree","(2c_gen) general maturity certificate","34","0.678566301006587","0.549115442243574","0.808017159769601"
"Never","1990","Other degree","(2c_voc) vocational maturity certificate","43","0.579392770590381","0.466917477462389","0.691868063718373"
"Never","1990","Other degree","(3a) lower tertiary education","1","","",""
"Never","1990","Other degree","(3b) higher tertiary education","19","","",""
"Never","1990","no degree/no degree yet","(0) in school","42","0.190987190816421","0.130269538302925","0.251704843329916"
"Never","1990","no degree/no degree yet","(1a) inadequately completed","523","0.740249661878013","0.707218722394446","0.77328060136158"
"Never","1990","no degree/no degree yet","(1b) general elementary school","","","",""
"Never","1990","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Never","1990","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Never","1990","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Never","1990","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Never","1990","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Never","1990","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Never","1990","no degree/no degree yet","(3b) higher tertiary education","1","","",""
"Daily","1991","lower secondary degree","(0) in school","","","",""
"Daily","1991","lower secondary degree","(1a) inadequately completed","","","",""
"Daily","1991","lower secondary degree","(1b) general elementary school","","","",""
"Daily","1991","lower secondary degree","(1c) basic vocational qualification","","","",""
"Daily","1991","lower secondary degree","(2b) intermediate general qualification","","","",""
"Daily","1991","lower secondary degree","(2a) intermediate vocational","","","",""
"Daily","1991","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Daily","1991","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Daily","1991","lower secondary degree","(3a) lower tertiary education","","","",""
"Daily","1991","lower secondary degree","(3b) higher tertiary education","","","",""
"Daily","1991","secondary school degree","(0) in school","","","",""
"Daily","1991","secondary school degree","(1a) inadequately completed","","","",""
"Daily","1991","secondary school degree","(1b) general elementary school","","","",""
"Daily","1991","secondary school degree","(1c) basic vocational qualification","","","",""
"Daily","1991","secondary school degree","(2b) intermediate general qualification","","","",""
"Daily","1991","secondary school degree","(2a) intermediate vocational","","","",""
"Daily","1991","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Daily","1991","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Daily","1991","secondary school degree","(3a) lower tertiary education","","","",""
"Daily","1991","secondary school degree","(3b) higher tertiary education","","","",""
"Daily","1991","college entrance qualification","(0) in school","","","",""
"Daily","1991","college entrance qualification","(1a) inadequately completed","","","",""
"Daily","1991","college entrance qualification","(1b) general elementary school","","","",""
"Daily","1991","college entrance qualification","(1c) basic vocational qualification","","","",""
"Daily","1991","college entrance qualification","(2b) intermediate general qualification","","","",""
"Daily","1991","college entrance qualification","(2a) intermediate vocational","","","",""
"Daily","1991","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Daily","1991","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Daily","1991","college entrance qualification","(3a) lower tertiary education","","","",""
"Daily","1991","college entrance qualification","(3b) higher tertiary education","","","",""
"Daily","1991","Other degree","(0) in school","","","",""
"Daily","1991","Other degree","(1a) inadequately completed","","","",""
"Daily","1991","Other degree","(1b) general elementary school","","","",""
"Daily","1991","Other degree","(1c) basic vocational qualification","","","",""
"Daily","1991","Other degree","(2b) intermediate general qualification","","","",""
"Daily","1991","Other degree","(2a) intermediate vocational","","","",""
"Daily","1991","Other degree","(2c_gen) general maturity certificate","","","",""
"Daily","1991","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Daily","1991","Other degree","(3a) lower tertiary education","","","",""
"Daily","1991","Other degree","(3b) higher tertiary education","","","",""
"Daily","1991","no degree/no degree yet","(0) in school","","","",""
"Daily","1991","no degree/no degree yet","(1a) inadequately completed","","","",""
"Daily","1991","no degree/no degree yet","(1b) general elementary school","","","",""
"Daily","1991","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Daily","1991","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Daily","1991","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Daily","1991","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Daily","1991","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Daily","1991","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Daily","1991","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Min 1x per week","1991","lower secondary degree","(0) in school","","","",""
"Min 1x per week","1991","lower secondary degree","(1a) inadequately completed","","","",""
"Min 1x per week","1991","lower secondary degree","(1b) general elementary school","","","",""
"Min 1x per week","1991","lower secondary degree","(1c) basic vocational qualification","","","",""
"Min 1x per week","1991","lower secondary degree","(2b) intermediate general qualification","","","",""
"Min 1x per week","1991","lower secondary degree","(2a) intermediate vocational","","","",""
"Min 1x per week","1991","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1991","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1991","lower secondary degree","(3a) lower tertiary education","","","",""
"Min 1x per week","1991","lower secondary degree","(3b) higher tertiary education","","","",""
"Min 1x per week","1991","secondary school degree","(0) in school","","","",""
"Min 1x per week","1991","secondary school degree","(1a) inadequately completed","","","",""
"Min 1x per week","1991","secondary school degree","(1b) general elementary school","","","",""
"Min 1x per week","1991","secondary school degree","(1c) basic vocational qualification","","","",""
"Min 1x per week","1991","secondary school degree","(2b) intermediate general qualification","","","",""
"Min 1x per week","1991","secondary school degree","(2a) intermediate vocational","","","",""
"Min 1x per week","1991","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1991","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1991","secondary school degree","(3a) lower tertiary education","","","",""
"Min 1x per week","1991","secondary school degree","(3b) higher tertiary education","","","",""
"Min 1x per week","1991","college entrance qualification","(0) in school","","","",""
"Min 1x per week","1991","college entrance qualification","(1a) inadequately completed","","","",""
"Min 1x per week","1991","college entrance qualification","(1b) general elementary school","","","",""
"Min 1x per week","1991","college entrance qualification","(1c) basic vocational qualification","","","",""
"Min 1x per week","1991","college entrance qualification","(2b) intermediate general qualification","","","",""
"Min 1x per week","1991","college entrance qualification","(2a) intermediate vocational","","","",""
"Min 1x per week","1991","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1991","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1991","college entrance qualification","(3a) lower tertiary education","","","",""
"Min 1x per week","1991","college entrance qualification","(3b) higher tertiary education","","","",""
"Min 1x per week","1991","Other degree","(0) in school","","","",""
"Min 1x per week","1991","Other degree","(1a) inadequately completed","","","",""
"Min 1x per week","1991","Other degree","(1b) general elementary school","","","",""
"Min 1x per week","1991","Other degree","(1c) basic vocational qualification","","","",""
"Min 1x per week","1991","Other degree","(2b) intermediate general qualification","","","",""
"Min 1x per week","1991","Other degree","(2a) intermediate vocational","","","",""
"Min 1x per week","1991","Other degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1991","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1991","Other degree","(3a) lower tertiary education","","","",""
"Min 1x per week","1991","Other degree","(3b) higher tertiary education","","","",""
"Min 1x per week","1991","no degree/no degree yet","(0) in school","","","",""
"Min 1x per week","1991","no degree/no degree yet","(1a) inadequately completed","","","",""
"Min 1x per week","1991","no degree/no degree yet","(1b) general elementary school","","","",""
"Min 1x per week","1991","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Min 1x per week","1991","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Min 1x per week","1991","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Min 1x per week","1991","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1991","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1991","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Min 1x per week","1991","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Min 1x per month","1991","lower secondary degree","(0) in school","","","",""
"Min 1x per month","1991","lower secondary degree","(1a) inadequately completed","","","",""
"Min 1x per month","1991","lower secondary degree","(1b) general elementary school","","","",""
"Min 1x per month","1991","lower secondary degree","(1c) basic vocational qualification","","","",""
"Min 1x per month","1991","lower secondary degree","(2b) intermediate general qualification","","","",""
"Min 1x per month","1991","lower secondary degree","(2a) intermediate vocational","","","",""
"Min 1x per month","1991","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1991","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1991","lower secondary degree","(3a) lower tertiary education","","","",""
"Min 1x per month","1991","lower secondary degree","(3b) higher tertiary education","","","",""
"Min 1x per month","1991","secondary school degree","(0) in school","","","",""
"Min 1x per month","1991","secondary school degree","(1a) inadequately completed","","","",""
"Min 1x per month","1991","secondary school degree","(1b) general elementary school","","","",""
"Min 1x per month","1991","secondary school degree","(1c) basic vocational qualification","","","",""
"Min 1x per month","1991","secondary school degree","(2b) intermediate general qualification","","","",""
"Min 1x per month","1991","secondary school degree","(2a) intermediate vocational","","","",""
"Min 1x per month","1991","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1991","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1991","secondary school degree","(3a) lower tertiary education","","","",""
"Min 1x per month","1991","secondary school degree","(3b) higher tertiary education","","","",""
"Min 1x per month","1991","college entrance qualification","(0) in school","","","",""
"Min 1x per month","1991","college entrance qualification","(1a) inadequately completed","","","",""
"Min 1x per month","1991","college entrance qualification","(1b) general elementary school","","","",""
"Min 1x per month","1991","college entrance qualification","(1c) basic vocational qualification","","","",""
"Min 1x per month","1991","college entrance qualification","(2b) intermediate general qualification","","","",""
