"pli0089","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","1990","lower secondary degree","Couple + C. LE and GT 16","39","0.111326896662401","0.077893561510199","0.144760231814602"
"Min 1x per month","1990","secondary school degree","1-pers.-HH","11","","",""
"Min 1x per month","1990","secondary school degree","(Married) couple without C. ","40","0.084362796955515","0.058304587386437","0.110421006524593"
"Min 1x per month","1990","secondary school degree","Single parent ","7","","",""
"Min 1x per month","1990","secondary school degree","Couple + C. LE 16 ","46","0.111028795785637","0.080202360638451","0.141855230932824"
"Min 1x per month","1990","secondary school degree","Couple + C. GT 16 ","51","0.149393994153728","0.112773163507919","0.186014824799538"
"Min 1x per month","1990","secondary school degree","Couple + C. LE and GT 16","28","","",""
"Min 1x per month","1990","college entrance qualification","1-pers.-HH","11","","",""
"Min 1x per month","1990","college entrance qualification","(Married) couple without C. ","27","","",""
"Min 1x per month","1990","college entrance qualification","Single parent ","8","","",""
"Min 1x per month","1990","college entrance qualification","Couple + C. LE 16 ","13","","",""
"Min 1x per month","1990","college entrance qualification","Couple + C. GT 16 ","28","","",""
"Min 1x per month","1990","college entrance qualification","Couple + C. LE and GT 16","6","","",""
"Min 1x per month","1990","Other degree","1-pers.-HH","5","","",""
"Min 1x per month","1990","Other degree","(Married) couple without C. ","11","","",""
"Min 1x per month","1990","Other degree","Single parent ","","","",""
"Min 1x per month","1990","Other degree","Couple + C. LE 16 ","25","","",""
"Min 1x per month","1990","Other degree","Couple + C. GT 16 ","12","","",""
"Min 1x per month","1990","Other degree","Couple + C. LE and GT 16","23","","",""
"Min 1x per month","1990","no degree/no degree yet","1-pers.-HH","9","","",""
"Min 1x per month","1990","no degree/no degree yet","(Married) couple without C. ","7","","",""
"Min 1x per month","1990","no degree/no degree yet","Single parent ","5","","",""
"Min 1x per month","1990","no degree/no degree yet","Couple + C. LE 16 ","10","","",""
"Min 1x per month","1990","no degree/no degree yet","Couple + C. GT 16 ","17","","",""
"Min 1x per month","1990","no degree/no degree yet","Couple + C. LE and GT 16","10","","",""
"Rarely","1990","lower secondary degree","1-pers.-HH","70","0.127224425129225","0.0986932941181716","0.155755556140279"
"Rarely","1990","lower secondary degree","(Married) couple without C. ","303","0.225049776368481","0.202260557851908","0.247838994885053"
"Rarely","1990","lower secondary degree","Single parent ","40","0.184107031516187","0.134127304002813","0.234086759029561"
"Rarely","1990","lower secondary degree","Couple + C. LE 16 ","273","0.330053520074472","0.299229337323102","0.360877702825842"
"Rarely","1990","lower secondary degree","Couple + C. GT 16 ","266","0.287701730937738","0.25891525706846","0.316488204807016"
"Rarely","1990","lower secondary degree","Couple + C. LE and GT 16","99","0.280195316571316","0.232459275065025","0.327931358077607"
"Rarely","1990","secondary school degree","1-pers.-HH","45","0.205885225639824","0.15080228114916","0.260968170130488"
"Rarely","1990","secondary school degree","(Married) couple without C. ","131","0.283578127203872","0.241318257287632","0.325837997120112"
"Rarely","1990","secondary school degree","Single parent ","21","","",""
"Rarely","1990","secondary school degree","Couple + C. LE 16 ","124","0.336020974460797","0.289673932940089","0.382368015981506"
"Rarely","1990","secondary school degree","Couple + C. GT 16 ","147","0.398828938192714","0.348526415707113","0.449131460678315"
"Rarely","1990","secondary school degree","Couple + C. LE and GT 16","34","0.280219917894191","0.202417602953372","0.35802223283501"
"Rarely","1990","college entrance qualification","1-pers.-HH","57","0.309972403521288","0.243329030146162","0.376615776896415"
"Rarely","1990","college entrance qualification","(Married) couple without C. ","94","0.297711313090312","0.246562635642189","0.348859990538435"
"Rarely","1990","college entrance qualification","Single parent ","21","","",""
"Rarely","1990","college entrance qualification","Couple + C. LE 16 ","77","0.276513938687848","0.222662321181985","0.33036555619371"
"Rarely","1990","college entrance qualification","Couple + C. GT 16 ","99","0.340474210636649","0.284569094756456","0.396379326516842"
"Rarely","1990","college entrance qualification","Couple + C. LE and GT 16","17","","",""
"Rarely","1990","Other degree","1-pers.-HH","12","","",""
"Rarely","1990","Other degree","(Married) couple without C. ","30","0.190716955358014","0.129458728647299","0.25197518206873"
"Rarely","1990","Other degree","Single parent ","5","","",""
"Rarely","1990","Other degree","Couple + C. LE 16 ","58","0.189955125975481","0.147176495416263","0.2327337565347"
"Rarely","1990","Other degree","Couple + C. GT 16 ","19","","",""
"Rarely","1990","Other degree","Couple + C. LE and GT 16","22","","",""
"Rarely","1990","no degree/no degree yet","1-pers.-HH","5","","",""
"Rarely","1990","no degree/no degree yet","(Married) couple without C. ","7","","",""
"Rarely","1990","no degree/no degree yet","Single parent ","8","","",""
"Rarely","1990","no degree/no degree yet","Couple + C. LE 16 ","24","","",""
"Rarely","1990","no degree/no degree yet","Couple + C. GT 16 ","49","0.377668482042934","0.31446221510176","0.440874748984109"
"Rarely","1990","no degree/no degree yet","Couple + C. LE and GT 16","42","0.329041768206827","0.260400532006267","0.397683004407387"
"Never","1990","lower secondary degree","1-pers.-HH","393","0.764315744433422","0.727975810274862","0.800655678591983"
"Never","1990","lower secondary degree","(Married) couple without C. ","847","0.67086132290285","0.64521889916164","0.69650374664406"
"Never","1990","lower secondary degree","Single parent ","134","0.597501824775665","0.534261560383326","0.660742089168005"
"Never","1990","lower secondary degree","Couple + C. LE 16 ","470","0.506831179615029","0.474058737922396","0.539603621307661"
"Never","1990","lower secondary degree","Couple + C. GT 16 ","489","0.527467539537938","0.495720737690777","0.559214341385099"
"Never","1990","lower secondary degree","Couple + C. LE and GT 16","162","0.482197028334622","0.429083742887548","0.535310313781695"
"Never","1990","secondary school degree","1-pers.-HH","136","0.682273451046554","0.618847219719628","0.745699682373479"
"Never","1990","secondary school degree","(Married) couple without C. ","239","0.582448847332763","0.536211691563759","0.628686003101767"
"Never","1990","secondary school degree","Single parent ","40","0.476095633049549","0.365261405742167","0.586929860356931"
"Never","1990","secondary school degree","Couple + C. LE 16 ","208","0.500223829239285","0.451163370585661","0.549284287892908"
"Never","1990","secondary school degree","Couple + C. GT 16 ","122","0.338931156149185","0.29030426661296","0.38755804568541"
"Never","1990","secondary school degree","Couple + C. LE and GT 16","53","0.422746476068961","0.337167635041278","0.508325317096644"
"Never","1990","college entrance qualification","1-pers.-HH","111","0.604033459857192","0.533560588056947","0.674506331657436"
"Never","1990","college entrance qualification","(Married) couple without C. ","176","0.585983674424303","0.530886364549372","0.641080984299234"
"Never","1990","college entrance qualification","Single parent ","33","0.51098808597276","0.390389773569977","0.631586398375543"
"Never","1990","college entrance qualification","Couple + C. LE 16 ","154","0.558941458392847","0.499161386295074","0.618721530490622"
"Never","1990","college entrance qualification","Couple + C. GT 16 ","113","0.420895986230308","0.362650908441618","0.479141064018997"
"Never","1990","college entrance qualification","Couple + C. LE and GT 16","20","","",""
"Never","1990","Other degree","1-pers.-HH","36","0.673020670556313","0.553320040570135","0.792721300542491"
"Never","1990","Other degree","(Married) couple without C. ","104","0.624785310864361","0.549289149761928","0.700281471966795"
"Never","1990","Other degree","Single parent ","20","","",""
"Never","1990","Other degree","Couple + C. LE 16 ","202","0.620767766405996","0.567854565930256","0.673680966881736"
"Never","1990","Other degree","Couple + C. GT 16 ","145","0.698344583047055","0.632026856729054","0.764662309365056"
"Never","1990","Other degree","Couple + C. LE and GT 16","100","0.655171061972399","0.58058374285251","0.729758381092288"
"Never","1990","no degree/no degree yet","1-pers.-HH","30","0.713076313666614","0.580918440634937","0.845234186698292"
"Never","1990","no degree/no degree yet","(Married) couple without C. ","65","0.829181489305423","0.747222263703601","0.911140714907246"
"Never","1990","no degree/no degree yet","Single parent ","26","","",""
"Never","1990","no degree/no degree yet","Couple + C. LE 16 ","119","0.714185541030697","0.645038469573787","0.783332612487606"
"Never","1990","no degree/no degree yet","Couple + C. GT 16 ","136","0.354266145909239","0.291909108200677","0.416623183617802"
"Never","1990","no degree/no degree yet","Couple + C. LE and GT 16","109","0.437059010476637","0.364596510434924","0.50952151051835"
"Daily","1991","lower secondary degree","1-pers.-HH","","","",""
"Daily","1991","lower secondary degree","(Married) couple without C. ","","","",""
"Daily","1991","lower secondary degree","Single parent ","","","",""
"Daily","1991","lower secondary degree","Couple + C. LE 16 ","","","",""
"Daily","1991","lower secondary degree","Couple + C. GT 16 ","","","",""
"Daily","1991","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Daily","1991","secondary school degree","1-pers.-HH","","","",""
"Daily","1991","secondary school degree","(Married) couple without C. ","","","",""
"Daily","1991","secondary school degree","Single parent ","","","",""
"Daily","1991","secondary school degree","Couple + C. LE 16 ","","","",""
"Daily","1991","secondary school degree","Couple + C. GT 16 ","","","",""
"Daily","1991","secondary school degree","Couple + C. LE and GT 16","","","",""
"Daily","1991","college entrance qualification","1-pers.-HH","","","",""
"Daily","1991","college entrance qualification","(Married) couple without C. ","","","",""
"Daily","1991","college entrance qualification","Single parent ","","","",""
"Daily","1991","college entrance qualification","Couple + C. LE 16 ","","","",""
"Daily","1991","college entrance qualification","Couple + C. GT 16 ","","","",""
"Daily","1991","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Daily","1991","Other degree","1-pers.-HH","","","",""
"Daily","1991","Other degree","(Married) couple without C. ","","","",""
"Daily","1991","Other degree","Single parent ","","","",""
"Daily","1991","Other degree","Couple + C. LE 16 ","","","",""
"Daily","1991","Other degree","Couple + C. GT 16 ","","","",""
"Daily","1991","Other degree","Couple + C. LE and GT 16","","","",""
"Daily","1991","no degree/no degree yet","1-pers.-HH","","","",""
"Daily","1991","no degree/no degree yet","(Married) couple without C. ","","","",""
"Daily","1991","no degree/no degree yet","Single parent ","","","",""
"Daily","1991","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Daily","1991","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Daily","1991","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1991","lower secondary degree","1-pers.-HH","","","",""
"Min 1x per week","1991","lower secondary degree","(Married) couple without C. ","","","",""
"Min 1x per week","1991","lower secondary degree","Single parent ","","","",""
"Min 1x per week","1991","lower secondary degree","Couple + C. LE 16 ","","","",""
"Min 1x per week","1991","lower secondary degree","Couple + C. GT 16 ","","","",""
"Min 1x per week","1991","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1991","secondary school degree","1-pers.-HH","","","",""
"Min 1x per week","1991","secondary school degree","(Married) couple without C. ","","","",""
"Min 1x per week","1991","secondary school degree","Single parent ","","","",""
"Min 1x per week","1991","secondary school degree","Couple + C. LE 16 ","","","",""
"Min 1x per week","1991","secondary school degree","Couple + C. GT 16 ","","","",""
"Min 1x per week","1991","secondary school degree","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1991","college entrance qualification","1-pers.-HH","","","",""
"Min 1x per week","1991","college entrance qualification","(Married) couple without C. ","","","",""
"Min 1x per week","1991","college entrance qualification","Single parent ","","","",""
"Min 1x per week","1991","college entrance qualification","Couple + C. LE 16 ","","","",""
"Min 1x per week","1991","college entrance qualification","Couple + C. GT 16 ","","","",""
"Min 1x per week","1991","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1991","Other degree","1-pers.-HH","","","",""
"Min 1x per week","1991","Other degree","(Married) couple without C. ","","","",""
"Min 1x per week","1991","Other degree","Single parent ","","","",""
"Min 1x per week","1991","Other degree","Couple + C. LE 16 ","","","",""
"Min 1x per week","1991","Other degree","Couple + C. GT 16 ","","","",""
"Min 1x per week","1991","Other degree","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1991","no degree/no degree yet","1-pers.-HH","","","",""
"Min 1x per week","1991","no degree/no degree yet","(Married) couple without C. ","","","",""
"Min 1x per week","1991","no degree/no degree yet","Single parent ","","","",""
"Min 1x per week","1991","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Min 1x per week","1991","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Min 1x per week","1991","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1991","lower secondary degree","1-pers.-HH","","","",""
"Min 1x per month","1991","lower secondary degree","(Married) couple without C. ","","","",""
"Min 1x per month","1991","lower secondary degree","Single parent ","","","",""
"Min 1x per month","1991","lower secondary degree","Couple + C. LE 16 ","","","",""
"Min 1x per month","1991","lower secondary degree","Couple + C. GT 16 ","","","",""
"Min 1x per month","1991","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1991","secondary school degree","1-pers.-HH","","","",""
"Min 1x per month","1991","secondary school degree","(Married) couple without C. ","","","",""
"Min 1x per month","1991","secondary school degree","Single parent ","","","",""
"Min 1x per month","1991","secondary school degree","Couple + C. LE 16 ","","","",""
"Min 1x per month","1991","secondary school degree","Couple + C. GT 16 ","","","",""
"Min 1x per month","1991","secondary school degree","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1991","college entrance qualification","1-pers.-HH","","","",""
"Min 1x per month","1991","college entrance qualification","(Married) couple without C. ","","","",""
"Min 1x per month","1991","college entrance qualification","Single parent ","","","",""
"Min 1x per month","1991","college entrance qualification","Couple + C. LE 16 ","","","",""
"Min 1x per month","1991","college entrance qualification","Couple + C. GT 16 ","","","",""
"Min 1x per month","1991","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1991","Other degree","1-pers.-HH","","","",""
"Min 1x per month","1991","Other degree","(Married) couple without C. ","","","",""
"Min 1x per month","1991","Other degree","Single parent ","","","",""
"Min 1x per month","1991","Other degree","Couple + C. LE 16 ","","","",""
"Min 1x per month","1991","Other degree","Couple + C. GT 16 ","","","",""
"Min 1x per month","1991","Other degree","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1991","no degree/no degree yet","1-pers.-HH","","","",""
"Min 1x per month","1991","no degree/no degree yet","(Married) couple without C. ","","","",""
"Min 1x per month","1991","no degree/no degree yet","Single parent ","","","",""
"Min 1x per month","1991","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Min 1x per month","1991","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Min 1x per month","1991","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Rarely","1991","lower secondary degree","1-pers.-HH","","","",""
"Rarely","1991","lower secondary degree","(Married) couple without C. ","","","",""
"Rarely","1991","lower secondary degree","Single parent ","","","",""
"Rarely","1991","lower secondary degree","Couple + C. LE 16 ","","","",""
"Rarely","1991","lower secondary degree","Couple + C. GT 16 ","","","",""
"Rarely","1991","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Rarely","1991","secondary school degree","1-pers.-HH","","","",""
"Rarely","1991","secondary school degree","(Married) couple without C. ","","","",""
"Rarely","1991","secondary school degree","Single parent ","","","",""
"Rarely","1991","secondary school degree","Couple + C. LE 16 ","","","",""
"Rarely","1991","secondary school degree","Couple + C. GT 16 ","","","",""
"Rarely","1991","secondary school degree","Couple + C. LE and GT 16","","","",""
"Rarely","1991","college entrance qualification","1-pers.-HH","","","",""
"Rarely","1991","college entrance qualification","(Married) couple without C. ","","","",""
"Rarely","1991","college entrance qualification","Single parent ","","","",""
"Rarely","1991","college entrance qualification","Couple + C. LE 16 ","","","",""
"Rarely","1991","college entrance qualification","Couple + C. GT 16 ","","","",""
"Rarely","1991","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Rarely","1991","Other degree","1-pers.-HH","","","",""
"Rarely","1991","Other degree","(Married) couple without C. ","","","",""
"Rarely","1991","Other degree","Single parent ","","","",""
"Rarely","1991","Other degree","Couple + C. LE 16 ","","","",""
"Rarely","1991","Other degree","Couple + C. GT 16 ","","","",""
"Rarely","1991","Other degree","Couple + C. LE and GT 16","","","",""
"Rarely","1991","no degree/no degree yet","1-pers.-HH","","","",""
"Rarely","1991","no degree/no degree yet","(Married) couple without C. ","","","",""
"Rarely","1991","no degree/no degree yet","Single parent ","","","",""
"Rarely","1991","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Rarely","1991","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Rarely","1991","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Never","1991","lower secondary degree","1-pers.-HH","","","",""
"Never","1991","lower secondary degree","(Married) couple without C. ","","","",""
"Never","1991","lower secondary degree","Single parent ","","","",""
"Never","1991","lower secondary degree","Couple + C. LE 16 ","","","",""
"Never","1991","lower secondary degree","Couple + C. GT 16 ","","","",""
"Never","1991","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Never","1991","secondary school degree","1-pers.-HH","","","",""
"Never","1991","secondary school degree","(Married) couple without C. ","","","",""
"Never","1991","secondary school degree","Single parent ","","","",""
"Never","1991","secondary school degree","Couple + C. LE 16 ","","","",""
"Never","1991","secondary school degree","Couple + C. GT 16 ","","","",""
"Never","1991","secondary school degree","Couple + C. LE and GT 16","","","",""
"Never","1991","college entrance qualification","1-pers.-HH","","","",""
"Never","1991","college entrance qualification","(Married) couple without C. ","","","",""
"Never","1991","college entrance qualification","Single parent ","","","",""
"Never","1991","college entrance qualification","Couple + C. LE 16 ","","","",""
"Never","1991","college entrance qualification","Couple + C. GT 16 ","","","",""
"Never","1991","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Never","1991","Other degree","1-pers.-HH","","","",""
"Never","1991","Other degree","(Married) couple without C. ","","","",""
"Never","1991","Other degree","Single parent ","","","",""
"Never","1991","Other degree","Couple + C. LE 16 ","","","",""
"Never","1991","Other degree","Couple + C. GT 16 ","","","",""
"Never","1991","Other degree","Couple + C. LE and GT 16","","","",""
"Never","1991","no degree/no degree yet","1-pers.-HH","","","",""
"Never","1991","no degree/no degree yet","(Married) couple without C. ","","","",""
"Never","1991","no degree/no degree yet","Single parent ","","","",""
"Never","1991","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Never","1991","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Never","1991","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Daily","1992","lower secondary degree","1-pers.-HH","","","",""
"Daily","1992","lower secondary degree","(Married) couple without C. ","","","",""
"Daily","1992","lower secondary degree","Single parent ","","","",""
"Daily","1992","lower secondary degree","Couple + C. LE 16 ","","","",""
"Daily","1992","lower secondary degree","Couple + C. GT 16 ","","","",""
"Daily","1992","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Daily","1992","secondary school degree","1-pers.-HH","","","",""
"Daily","1992","secondary school degree","(Married) couple without C. ","","","",""
"Daily","1992","secondary school degree","Single parent ","","","",""
"Daily","1992","secondary school degree","Couple + C. LE 16 ","","","",""
"Daily","1992","secondary school degree","Couple + C. GT 16 ","","","",""
"Daily","1992","secondary school degree","Couple + C. LE and GT 16","","","",""
"Daily","1992","college entrance qualification","1-pers.-HH","","","",""
"Daily","1992","college entrance qualification","(Married) couple without C. ","","","",""
"Daily","1992","college entrance qualification","Single parent ","","","",""
"Daily","1992","college entrance qualification","Couple + C. LE 16 ","","","",""
"Daily","1992","college entrance qualification","Couple + C. GT 16 ","","","",""
"Daily","1992","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Daily","1992","Other degree","1-pers.-HH","","","",""
"Daily","1992","Other degree","(Married) couple without C. ","","","",""
"Daily","1992","Other degree","Single parent ","","","",""
"Daily","1992","Other degree","Couple + C. LE 16 ","","","",""
"Daily","1992","Other degree","Couple + C. GT 16 ","","","",""
"Daily","1992","Other degree","Couple + C. LE and GT 16","","","",""
"Daily","1992","no degree/no degree yet","1-pers.-HH","","","",""
"Daily","1992","no degree/no degree yet","(Married) couple without C. ","","","",""
"Daily","1992","no degree/no degree yet","Single parent ","","","",""
"Daily","1992","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Daily","1992","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Daily","1992","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1992","lower secondary degree","1-pers.-HH","","","",""
"Min 1x per week","1992","lower secondary degree","(Married) couple without C. ","","","",""
"Min 1x per week","1992","lower secondary degree","Single parent ","","","",""
"Min 1x per week","1992","lower secondary degree","Couple + C. LE 16 ","","","",""
"Min 1x per week","1992","lower secondary degree","Couple + C. GT 16 ","","","",""
"Min 1x per week","1992","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1992","secondary school degree","1-pers.-HH","","","",""
"Min 1x per week","1992","secondary school degree","(Married) couple without C. ","","","",""
"Min 1x per week","1992","secondary school degree","Single parent ","","","",""
"Min 1x per week","1992","secondary school degree","Couple + C. LE 16 ","","","",""
"Min 1x per week","1992","secondary school degree","Couple + C. GT 16 ","","","",""
"Min 1x per week","1992","secondary school degree","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1992","college entrance qualification","1-pers.-HH","","","",""
"Min 1x per week","1992","college entrance qualification","(Married) couple without C. ","","","",""
"Min 1x per week","1992","college entrance qualification","Single parent ","","","",""
"Min 1x per week","1992","college entrance qualification","Couple + C. LE 16 ","","","",""
"Min 1x per week","1992","college entrance qualification","Couple + C. GT 16 ","","","",""
"Min 1x per week","1992","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1992","Other degree","1-pers.-HH","","","",""
"Min 1x per week","1992","Other degree","(Married) couple without C. ","","","",""
"Min 1x per week","1992","Other degree","Single parent ","","","",""
"Min 1x per week","1992","Other degree","Couple + C. LE 16 ","","","",""
"Min 1x per week","1992","Other degree","Couple + C. GT 16 ","","","",""
"Min 1x per week","1992","Other degree","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1992","no degree/no degree yet","1-pers.-HH","","","",""
"Min 1x per week","1992","no degree/no degree yet","(Married) couple without C. ","","","",""
"Min 1x per week","1992","no degree/no degree yet","Single parent ","","","",""
"Min 1x per week","1992","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Min 1x per week","1992","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Min 1x per week","1992","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1992","lower secondary degree","1-pers.-HH","","","",""
"Min 1x per month","1992","lower secondary degree","(Married) couple without C. ","","","",""
"Min 1x per month","1992","lower secondary degree","Single parent ","","","",""
"Min 1x per month","1992","lower secondary degree","Couple + C. LE 16 ","","","",""
"Min 1x per month","1992","lower secondary degree","Couple + C. GT 16 ","","","",""
"Min 1x per month","1992","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1992","secondary school degree","1-pers.-HH","","","",""
"Min 1x per month","1992","secondary school degree","(Married) couple without C. ","","","",""
"Min 1x per month","1992","secondary school degree","Single parent ","","","",""
"Min 1x per month","1992","secondary school degree","Couple + C. LE 16 ","","","",""
"Min 1x per month","1992","secondary school degree","Couple + C. GT 16 ","","","",""
"Min 1x per month","1992","secondary school degree","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1992","college entrance qualification","1-pers.-HH","","","",""
