"pli0089","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Rarely","1990","(2b) intermediate general qualification","Male","47","0.41143127482309","0.323386272489648","0.499476277156533"
"Rarely","1990","(2b) intermediate general qualification","Female","73","0.266923359412336","0.210959139858726","0.322887578965946"
"Rarely","1990","(2a) intermediate vocational","Male","167","0.330138956783994","0.290102936163397","0.370174977404591"
"Rarely","1990","(2a) intermediate vocational","Female","222","0.282840266696472","0.250235982407354","0.315444550985589"
"Rarely","1990","(2c_gen) general maturity certificate","Male","73","0.370726813921051","0.305244870447106","0.436208757394996"
"Rarely","1990","(2c_gen) general maturity certificate","Female","32","0.250651193215407","0.176996713038865","0.324305673391949"
"Rarely","1990","(2c_voc) vocational maturity certificate","Male","82","0.373664615952551","0.31127869911612","0.436050532788981"
"Rarely","1990","(2c_voc) vocational maturity certificate","Female","43","0.224563091474596","0.163937663087925","0.285188519861267"
"Rarely","1990","(3a) lower tertiary education","Male","56","0.318481862950423","0.2486536227194","0.388310103181446"
"Rarely","1990","(3a) lower tertiary education","Female","11","","",""
"Rarely","1990","(3b) higher tertiary education","Male","102","0.342226011251123","0.288266908199673","0.396185114302572"
"Rarely","1990","(3b) higher tertiary education","Female","35","0.213814924444533","0.150873626508209","0.276756222380856"
"Never","1990","(0) in school","Male","16","","",""
"Never","1990","(0) in school","Female","26","","",""
"Never","1990","(1a) inadequately completed","Male","182","0.562043501738573","0.505039932532777","0.619047070944368"
"Never","1990","(1a) inadequately completed","Female","346","0.888893352959773","0.857862420198645","0.919924285720901"
"Never","1990","(1b) general elementary school","Male","398","0.532408086656719","0.497004958307796","0.567811215005642"
"Never","1990","(1b) general elementary school","Female","1099","0.81308544666941","0.792502235258299","0.83366865808052"
"Never","1990","(1c) basic vocational qualification","Male","860","0.464068946428565","0.441483695631479","0.486654197225651"
"Never","1990","(1c) basic vocational qualification","Female","900","0.693565948273817","0.668909956427012","0.718221940120622"
"Never","1990","(2b) intermediate general qualification","Male","28","","",""
"Never","1990","(2b) intermediate general qualification","Female","131","0.594634849599045","0.532520655634085","0.656749043564005"
"Never","1990","(2a) intermediate vocational","Male","217","0.424459391491288","0.382380313469134","0.466538469513442"
"Never","1990","(2a) intermediate vocational","Female","425","0.607378312384797","0.572026402076843","0.642730222692751"
"Never","1990","(2c_gen) general maturity certificate","Male","79","0.355646549904387","0.290746306278749","0.420546793530024"
"Never","1990","(2c_gen) general maturity certificate","Female","79","0.590532949930796","0.506962292658246","0.674103607203345"
"Never","1990","(2c_voc) vocational maturity certificate","Male","98","0.43460104251022","0.370676889165209","0.49852519585523"
"Never","1990","(2c_voc) vocational maturity certificate","Female","115","0.622402130028573","0.551971317278689","0.692832942778458"
"Never","1990","(3a) lower tertiary education","Male","92","0.552837065817151","0.478315579010674","0.627358552623628"
"Never","1990","(3a) lower tertiary education","Female","53","0.80502777745264","0.708715153087162","0.901340401818117"
"Never","1990","(3b) higher tertiary education","Male","155","0.509474420012336","0.452620307041465","0.566328532983208"
"Never","1990","(3b) higher tertiary education","Female","121","0.754526416409523","0.688458000380688","0.820594832438359"
"Daily","1991","(0) in school","Male","","","",""
"Daily","1991","(0) in school","Female","","","",""
"Daily","1991","(1a) inadequately completed","Male","","","",""
"Daily","1991","(1a) inadequately completed","Female","","","",""
"Daily","1991","(1b) general elementary school","Male","","","",""
"Daily","1991","(1b) general elementary school","Female","","","",""
"Daily","1991","(1c) basic vocational qualification","Male","","","",""
"Daily","1991","(1c) basic vocational qualification","Female","","","",""
"Daily","1991","(2b) intermediate general qualification","Male","","","",""
"Daily","1991","(2b) intermediate general qualification","Female","","","",""
"Daily","1991","(2a) intermediate vocational","Male","","","",""
"Daily","1991","(2a) intermediate vocational","Female","","","",""
"Daily","1991","(2c_gen) general maturity certificate","Male","","","",""
"Daily","1991","(2c_gen) general maturity certificate","Female","","","",""
"Daily","1991","(2c_voc) vocational maturity certificate","Male","","","",""
"Daily","1991","(2c_voc) vocational maturity certificate","Female","","","",""
"Daily","1991","(3a) lower tertiary education","Male","","","",""
"Daily","1991","(3a) lower tertiary education","Female","","","",""
"Daily","1991","(3b) higher tertiary education","Male","","","",""
"Daily","1991","(3b) higher tertiary education","Female","","","",""
"Min 1x per week","1991","(0) in school","Male","","","",""
"Min 1x per week","1991","(0) in school","Female","","","",""
"Min 1x per week","1991","(1a) inadequately completed","Male","","","",""
"Min 1x per week","1991","(1a) inadequately completed","Female","","","",""
"Min 1x per week","1991","(1b) general elementary school","Male","","","",""
"Min 1x per week","1991","(1b) general elementary school","Female","","","",""
"Min 1x per week","1991","(1c) basic vocational qualification","Male","","","",""
"Min 1x per week","1991","(1c) basic vocational qualification","Female","","","",""
"Min 1x per week","1991","(2b) intermediate general qualification","Male","","","",""
"Min 1x per week","1991","(2b) intermediate general qualification","Female","","","",""
"Min 1x per week","1991","(2a) intermediate vocational","Male","","","",""
"Min 1x per week","1991","(2a) intermediate vocational","Female","","","",""
"Min 1x per week","1991","(2c_gen) general maturity certificate","Male","","","",""
"Min 1x per week","1991","(2c_gen) general maturity certificate","Female","","","",""
"Min 1x per week","1991","(2c_voc) vocational maturity certificate","Male","","","",""
"Min 1x per week","1991","(2c_voc) vocational maturity certificate","Female","","","",""
"Min 1x per week","1991","(3a) lower tertiary education","Male","","","",""
"Min 1x per week","1991","(3a) lower tertiary education","Female","","","",""
"Min 1x per week","1991","(3b) higher tertiary education","Male","","","",""
"Min 1x per week","1991","(3b) higher tertiary education","Female","","","",""
"Min 1x per month","1991","(0) in school","Male","","","",""
"Min 1x per month","1991","(0) in school","Female","","","",""
"Min 1x per month","1991","(1a) inadequately completed","Male","","","",""
"Min 1x per month","1991","(1a) inadequately completed","Female","","","",""
"Min 1x per month","1991","(1b) general elementary school","Male","","","",""
"Min 1x per month","1991","(1b) general elementary school","Female","","","",""
"Min 1x per month","1991","(1c) basic vocational qualification","Male","","","",""
"Min 1x per month","1991","(1c) basic vocational qualification","Female","","","",""
"Min 1x per month","1991","(2b) intermediate general qualification","Male","","","",""
"Min 1x per month","1991","(2b) intermediate general qualification","Female","","","",""
"Min 1x per month","1991","(2a) intermediate vocational","Male","","","",""
"Min 1x per month","1991","(2a) intermediate vocational","Female","","","",""
"Min 1x per month","1991","(2c_gen) general maturity certificate","Male","","","",""
"Min 1x per month","1991","(2c_gen) general maturity certificate","Female","","","",""
"Min 1x per month","1991","(2c_voc) vocational maturity certificate","Male","","","",""
"Min 1x per month","1991","(2c_voc) vocational maturity certificate","Female","","","",""
"Min 1x per month","1991","(3a) lower tertiary education","Male","","","",""
"Min 1x per month","1991","(3a) lower tertiary education","Female","","","",""
"Min 1x per month","1991","(3b) higher tertiary education","Male","","","",""
"Min 1x per month","1991","(3b) higher tertiary education","Female","","","",""
"Rarely","1991","(0) in school","Male","","","",""
"Rarely","1991","(0) in school","Female","","","",""
"Rarely","1991","(1a) inadequately completed","Male","","","",""
"Rarely","1991","(1a) inadequately completed","Female","","","",""
"Rarely","1991","(1b) general elementary school","Male","","","",""
"Rarely","1991","(1b) general elementary school","Female","","","",""
"Rarely","1991","(1c) basic vocational qualification","Male","","","",""
"Rarely","1991","(1c) basic vocational qualification","Female","","","",""
"Rarely","1991","(2b) intermediate general qualification","Male","","","",""
"Rarely","1991","(2b) intermediate general qualification","Female","","","",""
"Rarely","1991","(2a) intermediate vocational","Male","","","",""
"Rarely","1991","(2a) intermediate vocational","Female","","","",""
"Rarely","1991","(2c_gen) general maturity certificate","Male","","","",""
"Rarely","1991","(2c_gen) general maturity certificate","Female","","","",""
"Rarely","1991","(2c_voc) vocational maturity certificate","Male","","","",""
"Rarely","1991","(2c_voc) vocational maturity certificate","Female","","","",""
"Rarely","1991","(3a) lower tertiary education","Male","","","",""
"Rarely","1991","(3a) lower tertiary education","Female","","","",""
"Rarely","1991","(3b) higher tertiary education","Male","","","",""
"Rarely","1991","(3b) higher tertiary education","Female","","","",""
"Never","1991","(0) in school","Male","","","",""
"Never","1991","(0) in school","Female","","","",""
"Never","1991","(1a) inadequately completed","Male","","","",""
"Never","1991","(1a) inadequately completed","Female","","","",""
"Never","1991","(1b) general elementary school","Male","","","",""
"Never","1991","(1b) general elementary school","Female","","","",""
"Never","1991","(1c) basic vocational qualification","Male","","","",""
"Never","1991","(1c) basic vocational qualification","Female","","","",""
"Never","1991","(2b) intermediate general qualification","Male","","","",""
"Never","1991","(2b) intermediate general qualification","Female","","","",""
"Never","1991","(2a) intermediate vocational","Male","","","",""
"Never","1991","(2a) intermediate vocational","Female","","","",""
"Never","1991","(2c_gen) general maturity certificate","Male","","","",""
"Never","1991","(2c_gen) general maturity certificate","Female","","","",""
"Never","1991","(2c_voc) vocational maturity certificate","Male","","","",""
"Never","1991","(2c_voc) vocational maturity certificate","Female","","","",""
"Never","1991","(3a) lower tertiary education","Male","","","",""
"Never","1991","(3a) lower tertiary education","Female","","","",""
"Never","1991","(3b) higher tertiary education","Male","","","",""
"Never","1991","(3b) higher tertiary education","Female","","","",""
"Daily","1992","(0) in school","Male","","","",""
"Daily","1992","(0) in school","Female","","","",""
"Daily","1992","(1a) inadequately completed","Male","","","",""
"Daily","1992","(1a) inadequately completed","Female","","","",""
"Daily","1992","(1b) general elementary school","Male","","","",""
"Daily","1992","(1b) general elementary school","Female","","","",""
"Daily","1992","(1c) basic vocational qualification","Male","","","",""
"Daily","1992","(1c) basic vocational qualification","Female","","","",""
"Daily","1992","(2b) intermediate general qualification","Male","","","",""
"Daily","1992","(2b) intermediate general qualification","Female","","","",""
"Daily","1992","(2a) intermediate vocational","Male","","","",""
"Daily","1992","(2a) intermediate vocational","Female","","","",""
"Daily","1992","(2c_gen) general maturity certificate","Male","","","",""
"Daily","1992","(2c_gen) general maturity certificate","Female","","","",""
"Daily","1992","(2c_voc) vocational maturity certificate","Male","","","",""
"Daily","1992","(2c_voc) vocational maturity certificate","Female","","","",""
"Daily","1992","(3a) lower tertiary education","Male","","","",""
"Daily","1992","(3a) lower tertiary education","Female","","","",""
"Daily","1992","(3b) higher tertiary education","Male","","","",""
"Daily","1992","(3b) higher tertiary education","Female","","","",""
"Min 1x per week","1992","(0) in school","Male","","","",""
"Min 1x per week","1992","(0) in school","Female","","","",""
"Min 1x per week","1992","(1a) inadequately completed","Male","","","",""
"Min 1x per week","1992","(1a) inadequately completed","Female","","","",""
"Min 1x per week","1992","(1b) general elementary school","Male","","","",""
"Min 1x per week","1992","(1b) general elementary school","Female","","","",""
"Min 1x per week","1992","(1c) basic vocational qualification","Male","","","",""
"Min 1x per week","1992","(1c) basic vocational qualification","Female","","","",""
"Min 1x per week","1992","(2b) intermediate general qualification","Male","","","",""
"Min 1x per week","1992","(2b) intermediate general qualification","Female","","","",""
"Min 1x per week","1992","(2a) intermediate vocational","Male","","","",""
"Min 1x per week","1992","(2a) intermediate vocational","Female","","","",""
"Min 1x per week","1992","(2c_gen) general maturity certificate","Male","","","",""
"Min 1x per week","1992","(2c_gen) general maturity certificate","Female","","","",""
"Min 1x per week","1992","(2c_voc) vocational maturity certificate","Male","","","",""
"Min 1x per week","1992","(2c_voc) vocational maturity certificate","Female","","","",""
"Min 1x per week","1992","(3a) lower tertiary education","Male","","","",""
"Min 1x per week","1992","(3a) lower tertiary education","Female","","","",""
"Min 1x per week","1992","(3b) higher tertiary education","Male","","","",""
"Min 1x per week","1992","(3b) higher tertiary education","Female","","","",""
"Min 1x per month","1992","(0) in school","Male","","","",""
"Min 1x per month","1992","(0) in school","Female","","","",""
"Min 1x per month","1992","(1a) inadequately completed","Male","","","",""
"Min 1x per month","1992","(1a) inadequately completed","Female","","","",""
"Min 1x per month","1992","(1b) general elementary school","Male","","","",""
"Min 1x per month","1992","(1b) general elementary school","Female","","","",""
"Min 1x per month","1992","(1c) basic vocational qualification","Male","","","",""
"Min 1x per month","1992","(1c) basic vocational qualification","Female","","","",""
"Min 1x per month","1992","(2b) intermediate general qualification","Male","","","",""
"Min 1x per month","1992","(2b) intermediate general qualification","Female","","","",""
"Min 1x per month","1992","(2a) intermediate vocational","Male","","","",""
"Min 1x per month","1992","(2a) intermediate vocational","Female","","","",""
"Min 1x per month","1992","(2c_gen) general maturity certificate","Male","","","",""
"Min 1x per month","1992","(2c_gen) general maturity certificate","Female","","","",""
"Min 1x per month","1992","(2c_voc) vocational maturity certificate","Male","","","",""
"Min 1x per month","1992","(2c_voc) vocational maturity certificate","Female","","","",""
"Min 1x per month","1992","(3a) lower tertiary education","Male","","","",""
"Min 1x per month","1992","(3a) lower tertiary education","Female","","","",""
"Min 1x per month","1992","(3b) higher tertiary education","Male","","","",""
"Min 1x per month","1992","(3b) higher tertiary education","Female","","","",""
"Rarely","1992","(0) in school","Male","","","",""
"Rarely","1992","(0) in school","Female","","","",""
"Rarely","1992","(1a) inadequately completed","Male","","","",""
"Rarely","1992","(1a) inadequately completed","Female","","","",""
"Rarely","1992","(1b) general elementary school","Male","","","",""
"Rarely","1992","(1b) general elementary school","Female","","","",""
"Rarely","1992","(1c) basic vocational qualification","Male","","","",""
"Rarely","1992","(1c) basic vocational qualification","Female","","","",""
"Rarely","1992","(2b) intermediate general qualification","Male","","","",""
"Rarely","1992","(2b) intermediate general qualification","Female","","","",""
"Rarely","1992","(2a) intermediate vocational","Male","","","",""
"Rarely","1992","(2a) intermediate vocational","Female","","","",""
"Rarely","1992","(2c_gen) general maturity certificate","Male","","","",""
"Rarely","1992","(2c_gen) general maturity certificate","Female","","","",""
"Rarely","1992","(2c_voc) vocational maturity certificate","Male","","","",""
"Rarely","1992","(2c_voc) vocational maturity certificate","Female","","","",""
"Rarely","1992","(3a) lower tertiary education","Male","","","",""
"Rarely","1992","(3a) lower tertiary education","Female","","","",""
"Rarely","1992","(3b) higher tertiary education","Male","","","",""
"Rarely","1992","(3b) higher tertiary education","Female","","","",""
"Never","1992","(0) in school","Male","","","",""
"Never","1992","(0) in school","Female","","","",""
"Never","1992","(1a) inadequately completed","Male","","","",""
"Never","1992","(1a) inadequately completed","Female","","","",""
"Never","1992","(1b) general elementary school","Male","","","",""
"Never","1992","(1b) general elementary school","Female","","","",""
"Never","1992","(1c) basic vocational qualification","Male","","","",""
"Never","1992","(1c) basic vocational qualification","Female","","","",""
"Never","1992","(2b) intermediate general qualification","Male","","","",""
"Never","1992","(2b) intermediate general qualification","Female","","","",""
"Never","1992","(2a) intermediate vocational","Male","","","",""
"Never","1992","(2a) intermediate vocational","Female","","","",""
"Never","1992","(2c_gen) general maturity certificate","Male","","","",""
"Never","1992","(2c_gen) general maturity certificate","Female","","","",""
"Never","1992","(2c_voc) vocational maturity certificate","Male","","","",""
"Never","1992","(2c_voc) vocational maturity certificate","Female","","","",""
"Never","1992","(3a) lower tertiary education","Male","","","",""
"Never","1992","(3a) lower tertiary education","Female","","","",""
"Never","1992","(3b) higher tertiary education","Male","","","",""
"Never","1992","(3b) higher tertiary education","Female","","","",""
"Daily","1993","(0) in school","Male","","","",""
"Daily","1993","(0) in school","Female","","","",""
"Daily","1993","(1a) inadequately completed","Male","","","",""
"Daily","1993","(1a) inadequately completed","Female","","","",""
"Daily","1993","(1b) general elementary school","Male","","","",""
"Daily","1993","(1b) general elementary school","Female","","","",""
"Daily","1993","(1c) basic vocational qualification","Male","","","",""
"Daily","1993","(1c) basic vocational qualification","Female","","","",""
"Daily","1993","(2b) intermediate general qualification","Male","","","",""
"Daily","1993","(2b) intermediate general qualification","Female","","","",""
"Daily","1993","(2a) intermediate vocational","Male","","","",""
"Daily","1993","(2a) intermediate vocational","Female","","","",""
"Daily","1993","(2c_gen) general maturity certificate","Male","","","",""
"Daily","1993","(2c_gen) general maturity certificate","Female","","","",""
"Daily","1993","(2c_voc) vocational maturity certificate","Male","","","",""
"Daily","1993","(2c_voc) vocational maturity certificate","Female","","","",""
"Daily","1993","(3a) lower tertiary education","Male","","","",""
"Daily","1993","(3a) lower tertiary education","Female","","","",""
"Daily","1993","(3b) higher tertiary education","Male","","","",""
"Daily","1993","(3b) higher tertiary education","Female","","","",""
"Min 1x per week","1993","(0) in school","Male","","","",""
"Min 1x per week","1993","(0) in school","Female","","","",""
"Min 1x per week","1993","(1a) inadequately completed","Male","","","",""
"Min 1x per week","1993","(1a) inadequately completed","Female","","","",""
"Min 1x per week","1993","(1b) general elementary school","Male","","","",""
"Min 1x per week","1993","(1b) general elementary school","Female","","","",""
"Min 1x per week","1993","(1c) basic vocational qualification","Male","","","",""
"Min 1x per week","1993","(1c) basic vocational qualification","Female","","","",""
"Min 1x per week","1993","(2b) intermediate general qualification","Male","","","",""
"Min 1x per week","1993","(2b) intermediate general qualification","Female","","","",""
"Min 1x per week","1993","(2a) intermediate vocational","Male","","","",""
"Min 1x per week","1993","(2a) intermediate vocational","Female","","","",""
"Min 1x per week","1993","(2c_gen) general maturity certificate","Male","","","",""
"Min 1x per week","1993","(2c_gen) general maturity certificate","Female","","","",""
"Min 1x per week","1993","(2c_voc) vocational maturity certificate","Male","","","",""
"Min 1x per week","1993","(2c_voc) vocational maturity certificate","Female","","","",""
"Min 1x per week","1993","(3a) lower tertiary education","Male","","","",""
"Min 1x per week","1993","(3a) lower tertiary education","Female","","","",""
"Min 1x per week","1993","(3b) higher tertiary education","Male","","","",""
"Min 1x per week","1993","(3b) higher tertiary education","Female","","","",""
"Min 1x per month","1993","(0) in school","Male","","","",""
"Min 1x per month","1993","(0) in school","Female","","","",""
"Min 1x per month","1993","(1a) inadequately completed","Male","","","",""
"Min 1x per month","1993","(1a) inadequately completed","Female","","","",""
"Min 1x per month","1993","(1b) general elementary school","Male","","","",""
"Min 1x per month","1993","(1b) general elementary school","Female","","","",""
"Min 1x per month","1993","(1c) basic vocational qualification","Male","","","",""
"Min 1x per month","1993","(1c) basic vocational qualification","Female","","","",""
"Min 1x per month","1993","(2b) intermediate general qualification","Male","","","",""
"Min 1x per month","1993","(2b) intermediate general qualification","Female","","","",""
"Min 1x per month","1993","(2a) intermediate vocational","Male","","","",""
"Min 1x per month","1993","(2a) intermediate vocational","Female","","","",""
"Min 1x per month","1993","(2c_gen) general maturity certificate","Male","","","",""
"Min 1x per month","1993","(2c_gen) general maturity certificate","Female","","","",""
"Min 1x per month","1993","(2c_voc) vocational maturity certificate","Male","","","",""
"Min 1x per month","1993","(2c_voc) vocational maturity certificate","Female","","","",""
"Min 1x per month","1993","(3a) lower tertiary education","Male","","","",""
"Min 1x per month","1993","(3a) lower tertiary education","Female","","","",""
"Min 1x per month","1993","(3b) higher tertiary education","Male","","","",""
"Min 1x per month","1993","(3b) higher tertiary education","Female","","","",""
"Rarely","1993","(0) in school","Male","","","",""
"Rarely","1993","(0) in school","Female","","","",""
"Rarely","1993","(1a) inadequately completed","Male","","","",""
"Rarely","1993","(1a) inadequately completed","Female","","","",""
"Rarely","1993","(1b) general elementary school","Male","","","",""
"Rarely","1993","(1b) general elementary school","Female","","","",""
"Rarely","1993","(1c) basic vocational qualification","Male","","","",""
"Rarely","1993","(1c) basic vocational qualification","Female","","","",""
"Rarely","1993","(2b) intermediate general qualification","Male","","","",""
"Rarely","1993","(2b) intermediate general qualification","Female","","","",""
"Rarely","1993","(2a) intermediate vocational","Male","","","",""
"Rarely","1993","(2a) intermediate vocational","Female","","","",""
"Rarely","1993","(2c_gen) general maturity certificate","Male","","","",""
"Rarely","1993","(2c_gen) general maturity certificate","Female","","","",""
"Rarely","1993","(2c_voc) vocational maturity certificate","Male","","","",""
"Rarely","1993","(2c_voc) vocational maturity certificate","Female","","","",""
"Rarely","1993","(3a) lower tertiary education","Male","","","",""
"Rarely","1993","(3a) lower tertiary education","Female","","","",""
"Rarely","1993","(3b) higher tertiary education","Male","","","",""
"Rarely","1993","(3b) higher tertiary education","Female","","","",""
"Never","1993","(0) in school","Male","","","",""
"Never","1993","(0) in school","Female","","","",""
"Never","1993","(1a) inadequately completed","Male","","","",""
"Never","1993","(1a) inadequately completed","Female","","","",""
"Never","1993","(1b) general elementary school","Male","","","",""
"Never","1993","(1b) general elementary school","Female","","","",""
"Never","1993","(1c) basic vocational qualification","Male","","","",""
"Never","1993","(1c) basic vocational qualification","Female","","","",""
"Never","1993","(2b) intermediate general qualification","Male","","","",""
"Never","1993","(2b) intermediate general qualification","Female","","","",""
"Never","1993","(2a) intermediate vocational","Male","","","",""
"Never","1993","(2a) intermediate vocational","Female","","","",""
"Never","1993","(2c_gen) general maturity certificate","Male","","","",""
"Never","1993","(2c_gen) general maturity certificate","Female","","","",""
"Never","1993","(2c_voc) vocational maturity certificate","Male","","","",""
"Never","1993","(2c_voc) vocational maturity certificate","Female","","","",""
"Never","1993","(3a) lower tertiary education","Male","","","",""
"Never","1993","(3a) lower tertiary education","Female","","","",""
"Never","1993","(3b) higher tertiary education","Male","","","",""
"Never","1993","(3b) higher tertiary education","Female","","","",""
"Daily","1994","(0) in school","Male","","","",""
"Daily","1994","(0) in school","Female","","","",""
"Daily","1994","(1a) inadequately completed","Male","","","",""
"Daily","1994","(1a) inadequately completed","Female","","","",""
"Daily","1994","(1b) general elementary school","Male","","","",""
"Daily","1994","(1b) general elementary school","Female","","","",""
"Daily","1994","(1c) basic vocational qualification","Male","","","",""
"Daily","1994","(1c) basic vocational qualification","Female","","","",""
"Daily","1994","(2b) intermediate general qualification","Male","","","",""
"Daily","1994","(2b) intermediate general qualification","Female","","","",""
"Daily","1994","(2a) intermediate vocational","Male","","","",""
"Daily","1994","(2a) intermediate vocational","Female","","","",""
"Daily","1994","(2c_gen) general maturity certificate","Male","","","",""
"Daily","1994","(2c_gen) general maturity certificate","Female","","","",""
"Daily","1994","(2c_voc) vocational maturity certificate","Male","","","",""
"Daily","1994","(2c_voc) vocational maturity certificate","Female","","","",""
"Daily","1994","(3a) lower tertiary education","Male","","","",""
"Daily","1994","(3a) lower tertiary education","Female","","","",""
"Daily","1994","(3b) higher tertiary education","Male","","","",""
"Daily","1994","(3b) higher tertiary education","Female","","","",""
"Min 1x per week","1994","(0) in school","Male","","","",""
"Min 1x per week","1994","(0) in school","Female","","","",""
"Min 1x per week","1994","(1a) inadequately completed","Male","","","",""
"Min 1x per week","1994","(1a) inadequately completed","Female","","","",""
"Min 1x per week","1994","(1b) general elementary school","Male","","","",""
"Min 1x per week","1994","(1b) general elementary school","Female","","","",""
"Min 1x per week","1994","(1c) basic vocational qualification","Male","","","",""
"Min 1x per week","1994","(1c) basic vocational qualification","Female","","","",""
"Min 1x per week","1994","(2b) intermediate general qualification","Male","","","",""
"Min 1x per week","1994","(2b) intermediate general qualification","Female","","","",""
