"pli0089","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","1993","in school","Male","","","",""
"Min 1x per month","1993","in school","Female","","","",""
"Min 1x per month","1993","inadequately","Male","","","",""
"Min 1x per month","1993","inadequately","Female","","","",""
"Min 1x per month","1993","general elemantary","Male","","","",""
"Min 1x per month","1993","general elemantary","Female","","","",""
"Min 1x per month","1993","middle vocational","Male","","","",""
"Min 1x per month","1993","middle vocational","Female","","","",""
"Min 1x per month","1993","vocational + Abi","Male","","","",""
"Min 1x per month","1993","vocational + Abi","Female","","","",""
"Min 1x per month","1993","higher vocational","Male","","","",""
"Min 1x per month","1993","higher vocational","Female","","","",""
"Min 1x per month","1993","higher education","Male","","","",""
"Min 1x per month","1993","higher education","Female","","","",""
"Rarely","1993","in school","Male","","","",""
"Rarely","1993","in school","Female","","","",""
"Rarely","1993","inadequately","Male","","","",""
"Rarely","1993","inadequately","Female","","","",""
"Rarely","1993","general elemantary","Male","","","",""
"Rarely","1993","general elemantary","Female","","","",""
"Rarely","1993","middle vocational","Male","","","",""
"Rarely","1993","middle vocational","Female","","","",""
"Rarely","1993","vocational + Abi","Male","","","",""
"Rarely","1993","vocational + Abi","Female","","","",""
"Rarely","1993","higher vocational","Male","","","",""
"Rarely","1993","higher vocational","Female","","","",""
"Rarely","1993","higher education","Male","","","",""
"Rarely","1993","higher education","Female","","","",""
"Never","1993","in school","Male","","","",""
"Never","1993","in school","Female","","","",""
"Never","1993","inadequately","Male","","","",""
"Never","1993","inadequately","Female","","","",""
"Never","1993","general elemantary","Male","","","",""
"Never","1993","general elemantary","Female","","","",""
"Never","1993","middle vocational","Male","","","",""
"Never","1993","middle vocational","Female","","","",""
"Never","1993","vocational + Abi","Male","","","",""
"Never","1993","vocational + Abi","Female","","","",""
"Never","1993","higher vocational","Male","","","",""
"Never","1993","higher vocational","Female","","","",""
"Never","1993","higher education","Male","","","",""
"Never","1993","higher education","Female","","","",""
"Daily","1994","in school","Male","","","",""
"Daily","1994","in school","Female","","","",""
"Daily","1994","inadequately","Male","","","",""
"Daily","1994","inadequately","Female","","","",""
"Daily","1994","general elemantary","Male","","","",""
"Daily","1994","general elemantary","Female","","","",""
"Daily","1994","middle vocational","Male","","","",""
"Daily","1994","middle vocational","Female","","","",""
"Daily","1994","vocational + Abi","Male","","","",""
"Daily","1994","vocational + Abi","Female","","","",""
"Daily","1994","higher vocational","Male","","","",""
"Daily","1994","higher vocational","Female","","","",""
"Daily","1994","higher education","Male","","","",""
"Daily","1994","higher education","Female","","","",""
"Min 1x per week","1994","in school","Male","","","",""
"Min 1x per week","1994","in school","Female","","","",""
"Min 1x per week","1994","inadequately","Male","","","",""
"Min 1x per week","1994","inadequately","Female","","","",""
"Min 1x per week","1994","general elemantary","Male","","","",""
"Min 1x per week","1994","general elemantary","Female","","","",""
"Min 1x per week","1994","middle vocational","Male","","","",""
"Min 1x per week","1994","middle vocational","Female","","","",""
"Min 1x per week","1994","vocational + Abi","Male","","","",""
"Min 1x per week","1994","vocational + Abi","Female","","","",""
"Min 1x per week","1994","higher vocational","Male","","","",""
"Min 1x per week","1994","higher vocational","Female","","","",""
"Min 1x per week","1994","higher education","Male","","","",""
"Min 1x per week","1994","higher education","Female","","","",""
"Min 1x per month","1994","in school","Male","","","",""
"Min 1x per month","1994","in school","Female","","","",""
"Min 1x per month","1994","inadequately","Male","","","",""
"Min 1x per month","1994","inadequately","Female","","","",""
"Min 1x per month","1994","general elemantary","Male","","","",""
"Min 1x per month","1994","general elemantary","Female","","","",""
"Min 1x per month","1994","middle vocational","Male","","","",""
"Min 1x per month","1994","middle vocational","Female","","","",""
"Min 1x per month","1994","vocational + Abi","Male","","","",""
"Min 1x per month","1994","vocational + Abi","Female","","","",""
"Min 1x per month","1994","higher vocational","Male","","","",""
"Min 1x per month","1994","higher vocational","Female","","","",""
"Min 1x per month","1994","higher education","Male","","","",""
"Min 1x per month","1994","higher education","Female","","","",""
"Rarely","1994","in school","Male","","","",""
"Rarely","1994","in school","Female","","","",""
"Rarely","1994","inadequately","Male","","","",""
"Rarely","1994","inadequately","Female","","","",""
"Rarely","1994","general elemantary","Male","","","",""
"Rarely","1994","general elemantary","Female","","","",""
"Rarely","1994","middle vocational","Male","","","",""
"Rarely","1994","middle vocational","Female","","","",""
"Rarely","1994","vocational + Abi","Male","","","",""
"Rarely","1994","vocational + Abi","Female","","","",""
"Rarely","1994","higher vocational","Male","","","",""
"Rarely","1994","higher vocational","Female","","","",""
"Rarely","1994","higher education","Male","","","",""
"Rarely","1994","higher education","Female","","","",""
"Never","1994","in school","Male","","","",""
"Never","1994","in school","Female","","","",""
"Never","1994","inadequately","Male","","","",""
"Never","1994","inadequately","Female","","","",""
"Never","1994","general elemantary","Male","","","",""
"Never","1994","general elemantary","Female","","","",""
"Never","1994","middle vocational","Male","","","",""
"Never","1994","middle vocational","Female","","","",""
"Never","1994","vocational + Abi","Male","","","",""
"Never","1994","vocational + Abi","Female","","","",""
"Never","1994","higher vocational","Male","","","",""
"Never","1994","higher vocational","Female","","","",""
"Never","1994","higher education","Male","","","",""
"Never","1994","higher education","Female","","","",""
"Daily","1995","in school","Male","4","","",""
"Daily","1995","in school","Female","1","","",""
"Daily","1995","inadequately","Male","1","","",""
"Daily","1995","inadequately","Female","","","",""
"Daily","1995","general elemantary","Male","3","","",""
"Daily","1995","general elemantary","Female","","","",""
"Daily","1995","middle vocational","Male","10","","",""
"Daily","1995","middle vocational","Female","1","","",""
"Daily","1995","vocational + Abi","Male","","","",""
"Daily","1995","vocational + Abi","Female","","","",""
"Daily","1995","higher vocational","Male","","","",""
"Daily","1995","higher vocational","Female","","","",""
"Daily","1995","higher education","Male","2","","",""
"Daily","1995","higher education","Female","","","",""
"Min 1x per week","1995","in school","Male","19","","",""
"Min 1x per week","1995","in school","Female","7","","",""
"Min 1x per week","1995","inadequately","Male","15","","",""
"Min 1x per week","1995","inadequately","Female","2","","",""
"Min 1x per week","1995","general elemantary","Male","79","0.0823340391114269","0.0639844442427211","0.100683633980133"
"Min 1x per week","1995","general elemantary","Female","39","0.0230296813471423","0.015745643425995","0.0303137192682895"
"Min 1x per week","1995","middle vocational","Male","285","0.0810259057036821","0.0718347907960733","0.090217020611291"
"Min 1x per week","1995","middle vocational","Female","86","0.0275096853313659","0.0219493237084777","0.0330700469542541"
"Min 1x per week","1995","vocational + Abi","Male","20","","",""
"Min 1x per week","1995","vocational + Abi","Female","12","","",""
"Min 1x per week","1995","higher vocational","Male","32","0.0712528766417562","0.0480454474655717","0.0944603058179406"
"Min 1x per week","1995","higher vocational","Female","4","","",""
"Min 1x per week","1995","higher education","Male","32","0.0393103569753619","0.026972302345195","0.0516484116055289"
"Min 1x per week","1995","higher education","Female","16","","",""
"Min 1x per month","1995","in school","Male","29","","",""
"Min 1x per month","1995","in school","Female","25","","",""
"Min 1x per month","1995","inadequately","Male","12","","",""
"Min 1x per month","1995","inadequately","Female","5","","",""
"Min 1x per month","1995","general elemantary","Male","106","0.104589255110904","0.0841601593641776","0.125018350857631"
"Min 1x per month","1995","general elemantary","Female","66","0.0364169428837111","0.027320242955738","0.0455136428116843"
"Min 1x per month","1995","middle vocational","Male","374","0.107296903584178","0.0968724877011309","0.117721319467226"
"Min 1x per month","1995","middle vocational","Female","171","0.0473943469887216","0.0401710173814146","0.0546176765960285"
"Min 1x per month","1995","vocational + Abi","Male","31","0.125037672816416","0.0839545416965134","0.166120803936318"
"Min 1x per month","1995","vocational + Abi","Female","8","","",""
"Min 1x per month","1995","higher vocational","Male","47","0.0999184848672992","0.0728638963471816","0.126973073387417"
"Min 1x per month","1995","higher vocational","Female","17","","",""
"Min 1x per month","1995","higher education","Male","79","0.082200388723648","0.0647617527875705","0.0996390246597254"
"Min 1x per month","1995","higher education","Female","34","0.0349389668064013","0.0221906939726438","0.0476872396401588"
"Rarely","1995","in school","Male","54","0.398935192847937","0.318394429006613","0.47947595668926"
"Rarely","1995","in school","Female","61","0.452297856871351","0.370434715889007","0.534160997853695"
"Rarely","1995","inadequately","Male","47","0.232175920401628","0.175070426048545","0.28928141475471"
"Rarely","1995","inadequately","Female","26","","",""
"Rarely","1995","general elemantary","Male","238","0.279690026030592","0.249726517711014","0.309653534350169"
"Rarely","1995","general elemantary","Female","251","0.138810722977991","0.122020813147791","0.15560063280819"
"Rarely","1995","middle vocational","Male","1120","0.325667407541924","0.309882979918476","0.341451835165373"
"Rarely","1995","middle vocational","Female","766","0.22660367422425","0.212372127289633","0.240835221158867"
"Rarely","1995","vocational + Abi","Male","88","0.359724588517462","0.300114894621565","0.419334282413359"
"Rarely","1995","vocational + Abi","Female","58","0.278563804630211","0.220246630809377","0.336880978451045"
"Rarely","1995","higher vocational","Male","177","0.356371019030453","0.313164818529954","0.399577219530952"
"Rarely","1995","higher vocational","Female","83","0.257569826805813","0.20688938708458","0.308250266527046"
"Rarely","1995","higher education","Male","318","0.332598215191617","0.302685538308717","0.362510892074516"
"Rarely","1995","higher education","Female","215","0.247621917405827","0.217655726687227","0.277588108124427"
"Never","1995","in school","Male","36","0.275823049602717","0.20231387511777","0.349332224087663"
"Never","1995","in school","Female","48","0.311931942118927","0.235732894732924","0.38813098950493"
"Never","1995","inadequately","Male","135","0.643005606718728","0.578205380610717","0.70780583282674"
"Never","1995","inadequately","Female","287","0.899496097767371","0.866553017396162","0.932439178138579"
"Never","1995","general elemantary","Male","436","0.531482968503006","0.49817088276655","0.564795054239463"
"Never","1995","general elemantary","Female","1273","0.801742652791156","0.782382013725443","0.821103291856869"
"Never","1995","middle vocational","Male","1597","0.483798271328224","0.466965853712276","0.500630688944173"
"Never","1995","middle vocational","Female","2300","0.698222884427855","0.682618099964936","0.713827668890774"
"Never","1995","vocational + Abi","Male","110","0.42533185934336","0.363924427462999","0.48673929122372"
"Never","1995","vocational + Abi","Female","149","0.623867552263282","0.56085141743323","0.686883687093334"
"Never","1995","higher vocational","Male","216","0.472457619460492","0.427418779327913","0.517496459593071"
"Never","1995","higher vocational","Female","182","0.673090061238214","0.618725520252349","0.727454602224079"
"Never","1995","higher education","Male","522","0.544765690979604","0.513148447219864","0.576382934739344"
"Never","1995","higher education","Female","532","0.682431832490635","0.650112152640904","0.714751512340365"
"Daily","1996","in school","Male","","","",""
"Daily","1996","in school","Female","","","",""
"Daily","1996","inadequately","Male","","","",""
"Daily","1996","inadequately","Female","","","",""
"Daily","1996","general elemantary","Male","","","",""
"Daily","1996","general elemantary","Female","","","",""
"Daily","1996","middle vocational","Male","","","",""
"Daily","1996","middle vocational","Female","","","",""
"Daily","1996","vocational + Abi","Male","","","",""
"Daily","1996","vocational + Abi","Female","","","",""
"Daily","1996","higher vocational","Male","","","",""
"Daily","1996","higher vocational","Female","","","",""
"Daily","1996","higher education","Male","","","",""
"Daily","1996","higher education","Female","","","",""
"Min 1x per week","1996","in school","Male","","","",""
"Min 1x per week","1996","in school","Female","","","",""
"Min 1x per week","1996","inadequately","Male","","","",""
"Min 1x per week","1996","inadequately","Female","","","",""
"Min 1x per week","1996","general elemantary","Male","","","",""
"Min 1x per week","1996","general elemantary","Female","","","",""
"Min 1x per week","1996","middle vocational","Male","","","",""
"Min 1x per week","1996","middle vocational","Female","","","",""
"Min 1x per week","1996","vocational + Abi","Male","","","",""
"Min 1x per week","1996","vocational + Abi","Female","","","",""
"Min 1x per week","1996","higher vocational","Male","","","",""
"Min 1x per week","1996","higher vocational","Female","","","",""
"Min 1x per week","1996","higher education","Male","","","",""
"Min 1x per week","1996","higher education","Female","","","",""
"Min 1x per month","1996","in school","Male","","","",""
"Min 1x per month","1996","in school","Female","","","",""
"Min 1x per month","1996","inadequately","Male","","","",""
"Min 1x per month","1996","inadequately","Female","","","",""
"Min 1x per month","1996","general elemantary","Male","","","",""
"Min 1x per month","1996","general elemantary","Female","","","",""
"Min 1x per month","1996","middle vocational","Male","","","",""
"Min 1x per month","1996","middle vocational","Female","","","",""
"Min 1x per month","1996","vocational + Abi","Male","","","",""
"Min 1x per month","1996","vocational + Abi","Female","","","",""
"Min 1x per month","1996","higher vocational","Male","","","",""
"Min 1x per month","1996","higher vocational","Female","","","",""
"Min 1x per month","1996","higher education","Male","","","",""
"Min 1x per month","1996","higher education","Female","","","",""
"Rarely","1996","in school","Male","","","",""
"Rarely","1996","in school","Female","","","",""
"Rarely","1996","inadequately","Male","","","",""
"Rarely","1996","inadequately","Female","","","",""
"Rarely","1996","general elemantary","Male","","","",""
"Rarely","1996","general elemantary","Female","","","",""
"Rarely","1996","middle vocational","Male","","","",""
"Rarely","1996","middle vocational","Female","","","",""
"Rarely","1996","vocational + Abi","Male","","","",""
"Rarely","1996","vocational + Abi","Female","","","",""
"Rarely","1996","higher vocational","Male","","","",""
"Rarely","1996","higher vocational","Female","","","",""
"Rarely","1996","higher education","Male","","","",""
"Rarely","1996","higher education","Female","","","",""
"Never","1996","in school","Male","","","",""
"Never","1996","in school","Female","","","",""
"Never","1996","inadequately","Male","","","",""
"Never","1996","inadequately","Female","","","",""
"Never","1996","general elemantary","Male","","","",""
"Never","1996","general elemantary","Female","","","",""
"Never","1996","middle vocational","Male","","","",""
"Never","1996","middle vocational","Female","","","",""
"Never","1996","vocational + Abi","Male","","","",""
"Never","1996","vocational + Abi","Female","","","",""
"Never","1996","higher vocational","Male","","","",""
"Never","1996","higher vocational","Female","","","",""
"Never","1996","higher education","Male","","","",""
"Never","1996","higher education","Female","","","",""
"Daily","1997","in school","Male","","","",""
"Daily","1997","in school","Female","","","",""
"Daily","1997","inadequately","Male","","","",""
"Daily","1997","inadequately","Female","","","",""
"Daily","1997","general elemantary","Male","","","",""
"Daily","1997","general elemantary","Female","","","",""
"Daily","1997","middle vocational","Male","","","",""
"Daily","1997","middle vocational","Female","","","",""
"Daily","1997","vocational + Abi","Male","","","",""
"Daily","1997","vocational + Abi","Female","","","",""
"Daily","1997","higher vocational","Male","","","",""
"Daily","1997","higher vocational","Female","","","",""
"Daily","1997","higher education","Male","","","",""
"Daily","1997","higher education","Female","","","",""
"Min 1x per week","1997","in school","Male","","","",""
"Min 1x per week","1997","in school","Female","","","",""
"Min 1x per week","1997","inadequately","Male","","","",""
"Min 1x per week","1997","inadequately","Female","","","",""
"Min 1x per week","1997","general elemantary","Male","","","",""
"Min 1x per week","1997","general elemantary","Female","","","",""
"Min 1x per week","1997","middle vocational","Male","","","",""
"Min 1x per week","1997","middle vocational","Female","","","",""
"Min 1x per week","1997","vocational + Abi","Male","","","",""
"Min 1x per week","1997","vocational + Abi","Female","","","",""
"Min 1x per week","1997","higher vocational","Male","","","",""
"Min 1x per week","1997","higher vocational","Female","","","",""
"Min 1x per week","1997","higher education","Male","","","",""
"Min 1x per week","1997","higher education","Female","","","",""
"Min 1x per month","1997","in school","Male","","","",""
"Min 1x per month","1997","in school","Female","","","",""
"Min 1x per month","1997","inadequately","Male","","","",""
"Min 1x per month","1997","inadequately","Female","","","",""
"Min 1x per month","1997","general elemantary","Male","","","",""
"Min 1x per month","1997","general elemantary","Female","","","",""
"Min 1x per month","1997","middle vocational","Male","","","",""
