"pli0089","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per week","1996","16-34 y.","Male","","","","","2"
"Min 1x per week","1996","16-34 y.","Female","","","","","2"
"Min 1x per week","1996","35-65 y.","Male","","","","","2"
"Min 1x per week","1996","66 and older","Male","","","","","2"
"Min 1x per week","1996","35-65 y.","Female","","","","","2"
"Min 1x per week","1996","66 and older","Female","","","","","2"
"Never","1996","16-34 y.","Male","","","","","5"
"Never","1996","16-34 y.","Female","","","","","5"
"Never","1996","35-65 y.","Male","","","","","5"
"Never","1996","35-65 y.","Female","","","","","5"
"Never","1996","66 and older","Male","","","","","5"
"Never","1996","66 and older","Female","","","","","5"
"Rarely","1996","16-34 y.","Female","","","","","4"
"Rarely","1996","16-34 y.","Male","","","","","4"
"Rarely","1996","35-65 y.","Male","","","","","4"
"Rarely","1996","35-65 y.","Female","","","","","4"
"Rarely","1996","66 and older","Male","","","","","4"
"Rarely","1996","66 and older","Female","","","","","4"
"Daily","1997","16-34 y.","Male","","","","","1"
"Daily","1997","16-34 y.","Female","","","","","1"
"Daily","1997","35-65 y.","Male","","","","","1"
"Daily","1997","35-65 y.","Female","","","","","1"
"Daily","1997","66 and older","Male","","","","","1"
"Daily","1997","66 and older","Female","","","","","1"
"Min 1x per month","1997","16-34 y.","Male","","","","","3"
"Min 1x per month","1997","16-34 y.","Female","","","","","3"
"Min 1x per month","1997","35-65 y.","Male","","","","","3"
"Min 1x per month","1997","35-65 y.","Female","","","","","3"
"Min 1x per month","1997","66 and older","Male","","","","","3"
"Min 1x per month","1997","66 and older","Female","","","","","3"
"Min 1x per week","1997","16-34 y.","Male","","","","","2"
"Min 1x per week","1997","16-34 y.","Female","","","","","2"
"Min 1x per week","1997","35-65 y.","Male","","","","","2"
"Min 1x per week","1997","35-65 y.","Female","","","","","2"
"Min 1x per week","1997","66 and older","Female","","","","","2"
"Min 1x per week","1997","66 and older","Male","","","","","2"
"Never","1997","16-34 y.","Male","","","","","5"
"Never","1997","16-34 y.","Female","","","","","5"
"Never","1997","35-65 y.","Male","","","","","5"
"Never","1997","35-65 y.","Female","","","","","5"
"Never","1997","66 and older","Male","","","","","5"
"Never","1997","66 and older","Female","","","","","5"
"Rarely","1997","16-34 y.","Male","","","","","4"
"Rarely","1997","35-65 y.","Male","","","","","4"
"Rarely","1997","16-34 y.","Female","","","","","4"
"Rarely","1997","35-65 y.","Female","","","","","4"
"Rarely","1997","66 and older","Male","","","","","4"
"Rarely","1997","66 and older","Female","","","","","4"
"Daily","1998","16-34 y.","Male","5","","","","1"
"Daily","1998","16-34 y.","Female","3","","","","1"
"Daily","1998","35-65 y.","Male","5","","","","1"
"Daily","1998","35-65 y.","Female","1","","","","1"
"Daily","1998","66 and older","Female","1","","","","1"
"Daily","1998","66 and older","Male","1","","","","1"
"Min 1x per month","1998","16-34 y.","Male","378","0.154377650282266","0.139934520990482","0.168820779574049","3"
"Min 1x per month","1998","16-34 y.","Female","178","0.078491850340632","0.0678293424887123","0.0891543581925518","3"
"Min 1x per month","1998","35-65 y.","Male","374","0.107845727127687","0.0978712501249605","0.117820204130414","3"
"Min 1x per month","1998","35-65 y.","Female","141","0.0361991815360273","0.0302383716592866","0.042159991412768","3"
"Min 1x per month","1998","66 and older","Female","16","","","","3"
"Min 1x per month","1998","66 and older","Male","39","0.0531235175273362","0.0371043228290571","0.0691427122256153","3"
"Min 1x per week","1998","16-34 y.","Male","275","0.117046041099862","0.104195297667471","0.129896784532253","2"
"Min 1x per week","1998","16-34 y.","Female","103","0.0420563487695728","0.0340987277009905","0.050013969838155","2"
"Min 1x per week","1998","35-65 y.","Male","230","0.0645733409799528","0.056670191760504","0.0724764901994015","2"
"Min 1x per week","1998","35-65 y.","Female","87","0.026527754281855","0.0213994441730464","0.0316560643906636","2"
"Min 1x per week","1998","66 and older","Male","21","","","","2"
"Min 1x per week","1998","66 and older","Female","8","","","","2"
"Never","1998","16-34 y.","Male","800","0.332592130903602","0.313758567189017","0.351425694618187","5"
"Never","1998","16-34 y.","Female","1332","0.522266325865799","0.502463077699471","0.542069574032127","5"
"Never","1998","35-65 y.","Male","1807","0.471524085086316","0.455471934613707","0.487576235558924","5"
"Never","1998","35-65 y.","Female","2576","0.656413278713656","0.64125781903252","0.671568738394792","5"
"Never","1998","66 and older","Male","545","0.711277630963569","0.678910038704312","0.743645223222826","5"
"Never","1998","66 and older","Female","998","0.916713801512617","0.90039238543491","0.933035217590324","5"
"Rarely","1998","16-34 y.","Male","946","0.393458718527029","0.373930589847806","0.412986847206252","4"
"Rarely","1998","16-34 y.","Female","828","0.35612501287106","0.337140497885342","0.375109527856778","4"
"Rarely","1998","35-65 y.","Male","1299","0.354564328122842","0.339181269886554","0.36994738635913","4"
"Rarely","1998","35-65 y.","Female","967","0.280479275042272","0.26614306712214","0.294815482962403","4"
"Rarely","1998","66 and older","Female","78","0.0650428607036335","0.0504765322125411","0.0796091891947259","4"
"Rarely","1998","66 and older","Male","147","0.204437129669643","0.175632138707618","0.233242120631669","4"
"Daily","1999","16-34 y.","Male","","","","","1"
"Daily","1999","16-34 y.","Female","","","","","1"
"Daily","1999","35-65 y.","Male","","","","","1"
"Daily","1999","35-65 y.","Female","","","","","1"
"Daily","1999","66 and older","Female","","","","","1"
"Daily","1999","66 and older","Male","","","","","1"
"Min 1x per month","1999","16-34 y.","Male","","","","","3"
"Min 1x per month","1999","16-34 y.","Female","","","","","3"
"Min 1x per month","1999","35-65 y.","Male","","","","","3"
"Min 1x per month","1999","35-65 y.","Female","","","","","3"
"Min 1x per month","1999","66 and older","Female","","","","","3"
"Min 1x per month","1999","66 and older","Male","","","","","3"
"Min 1x per week","1999","16-34 y.","Male","","","","","2"
"Min 1x per week","1999","16-34 y.","Female","","","","","2"
"Min 1x per week","1999","35-65 y.","Male","","","","","2"
"Min 1x per week","1999","35-65 y.","Female","","","","","2"
"Min 1x per week","1999","66 and older","Female","","","","","2"
"Min 1x per week","1999","66 and older","Male","","","","","2"
"Never","1999","16-34 y.","Female","","","","","5"
"Never","1999","16-34 y.","Male","","","","","5"
"Never","1999","35-65 y.","Male","","","","","5"
"Never","1999","35-65 y.","Female","","","","","5"
"Never","1999","66 and older","Male","","","","","5"
"Never","1999","66 and older","Female","","","","","5"
"Rarely","1999","16-34 y.","Male","","","","","4"
"Rarely","1999","16-34 y.","Female","","","","","4"
"Rarely","1999","35-65 y.","Male","","","","","4"
"Rarely","1999","35-65 y.","Female","","","","","4"
"Rarely","1999","66 and older","Male","","","","","4"
"Rarely","1999","66 and older","Female","","","","","4"
"Daily","2000","16-34 y.","Male","","","","","1"
"Daily","2000","16-34 y.","Female","","","","","1"
"Daily","2000","35-65 y.","Male","","","","","1"
"Daily","2000","35-65 y.","Female","","","","","1"
"Daily","2000","66 and older","Male","","","","","1"
"Daily","2000","66 and older","Female","","","","","1"
"Min 1x per month","2000","16-34 y.","Male","","","","","3"
"Min 1x per month","2000","16-34 y.","Female","","","","","3"
"Min 1x per month","2000","35-65 y.","Male","","","","","3"
"Min 1x per month","2000","35-65 y.","Female","","","","","3"
"Min 1x per month","2000","66 and older","Male","","","","","3"
"Min 1x per month","2000","66 and older","Female","","","","","3"
"Min 1x per week","2000","16-34 y.","Male","","","","","2"
"Min 1x per week","2000","16-34 y.","Female","","","","","2"
"Min 1x per week","2000","35-65 y.","Male","","","","","2"
"Min 1x per week","2000","35-65 y.","Female","","","","","2"
"Min 1x per week","2000","66 and older","Male","","","","","2"
"Min 1x per week","2000","66 and older","Female","","","","","2"
"Never","2000","16-34 y.","Male","","","","","5"
"Never","2000","16-34 y.","Female","","","","","5"
"Never","2000","35-65 y.","Male","","","","","5"
"Never","2000","35-65 y.","Female","","","","","5"
"Never","2000","66 and older","Male","","","","","5"
"Never","2000","66 and older","Female","","","","","5"
"Rarely","2000","16-34 y.","Male","","","","","4"
"Rarely","2000","16-34 y.","Female","","","","","4"
"Rarely","2000","35-65 y.","Male","","","","","4"
"Rarely","2000","35-65 y.","Female","","","","","4"
"Rarely","2000","66 and older","Male","","","","","4"
"Rarely","2000","66 and older","Female","","","","","4"
"Daily","2001","16-34 y.","Male","","","","","1"
"Daily","2001","16-34 y.","Female","","","","","1"
"Daily","2001","35-65 y.","Male","","","","","1"
"Daily","2001","35-65 y.","Female","","","","","1"
"Daily","2001","66 and older","Female","","","","","1"
"Daily","2001","66 and older","Male","","","","","1"
"Min 1x per month","2001","16-34 y.","Male","","","","","3"
"Min 1x per month","2001","16-34 y.","Female","","","","","3"
"Min 1x per month","2001","35-65 y.","Male","","","","","3"
"Min 1x per month","2001","35-65 y.","Female","","","","","3"
"Min 1x per month","2001","66 and older","Male","","","","","3"
"Min 1x per month","2001","66 and older","Female","","","","","3"
"Min 1x per week","2001","16-34 y.","Female","","","","","2"
"Min 1x per week","2001","16-34 y.","Male","","","","","2"
"Min 1x per week","2001","35-65 y.","Male","","","","","2"
"Min 1x per week","2001","35-65 y.","Female","","","","","2"
"Min 1x per week","2001","66 and older","Male","","","","","2"
"Min 1x per week","2001","66 and older","Female","","","","","2"
"Never","2001","16-34 y.","Female","","","","","5"
"Never","2001","16-34 y.","Male","","","","","5"
"Never","2001","35-65 y.","Male","","","","","5"
"Never","2001","35-65 y.","Female","","","","","5"
"Never","2001","66 and older","Male","","","","","5"
"Never","2001","66 and older","Female","","","","","5"
"Rarely","2001","16-34 y.","Male","","","","","4"
"Rarely","2001","16-34 y.","Female","","","","","4"
"Rarely","2001","35-65 y.","Male","","","","","4"
"Rarely","2001","66 and older","Male","","","","","4"
"Rarely","2001","35-65 y.","Female","","","","","4"
"Rarely","2001","66 and older","Female","","","","","4"
"Daily","2002","16-34 y.","Male","","","","","1"
"Daily","2002","16-34 y.","Female","","","","","1"
"Daily","2002","35-65 y.","Male","","","","","1"
"Daily","2002","35-65 y.","Female","","","","","1"
"Daily","2002","66 and older","Female","","","","","1"
"Daily","2002","66 and older","Male","","","","","1"
"Min 1x per month","2002","16-34 y.","Male","","","","","3"
"Min 1x per month","2002","16-34 y.","Female","","","","","3"
"Min 1x per month","2002","35-65 y.","Male","","","","","3"
"Min 1x per month","2002","35-65 y.","Female","","","","","3"
"Min 1x per month","2002","66 and older","Male","","","","","3"
"Min 1x per month","2002","66 and older","Female","","","","","3"
"Min 1x per week","2002","16-34 y.","Male","","","","","2"
"Min 1x per week","2002","16-34 y.","Female","","","","","2"
"Min 1x per week","2002","35-65 y.","Male","","","","","2"
"Min 1x per week","2002","35-65 y.","Female","","","","","2"
"Min 1x per week","2002","66 and older","Female","","","","","2"
"Min 1x per week","2002","66 and older","Male","","","","","2"
"Never","2002","16-34 y.","Male","","","","","5"
"Never","2002","16-34 y.","Female","","","","","5"
"Never","2002","35-65 y.","Male","","","","","5"
"Never","2002","35-65 y.","Female","","","","","5"
"Never","2002","66 and older","Male","","","","","5"
"Never","2002","66 and older","Female","","","","","5"
"Rarely","2002","16-34 y.","Male","","","","","4"
"Rarely","2002","16-34 y.","Female","","","","","4"
"Rarely","2002","35-65 y.","Male","","","","","4"
"Rarely","2002","35-65 y.","Female","","","","","4"
"Rarely","2002","66 and older","Male","","","","","4"
"Rarely","2002","66 and older","Female","","","","","4"
"Daily","2003","16-34 y.","Male","13","","","","1"
"Daily","2003","16-34 y.","Female","4","","","","1"
"Daily","2003","35-65 y.","Male","6","","","","1"
"Daily","2003","35-65 y.","Female","4","","","","1"
"Daily","2003","66 and older","Male","2","","","","1"
"Daily","2003","66 and older","Female","2","","","","1"
"Min 1x per month","2003","16-34 y.","Male","449","0.155261882263536","0.141847751222556","0.168676013304515","3"
"Min 1x per month","2003","16-34 y.","Female","255","0.0684182876984666","0.0594394055207649","0.0773971698761683","3"
"Min 1x per month","2003","35-65 y.","Male","638","0.107075262983343","0.0993717316774393","0.114778794289246","3"
"Min 1x per month","2003","35-65 y.","Female","322","0.0477030329815265","0.0424873767670209","0.0529186891960321","3"
"Min 1x per month","2003","66 and older","Male","92","0.0471494246051297","0.0369500041125978","0.0573488450976615","3"
"Min 1x per month","2003","66 and older","Female","23","","","","3"
"Min 1x per week","2003","16-34 y.","Female","155","0.0491374720442788","0.0414498687119343","0.0568250753766232","2"
"Min 1x per week","2003","16-34 y.","Male","296","0.101069040615359","0.0899044882274789","0.112233593003239","2"
"Min 1x per week","2003","35-65 y.","Male","371","0.0592813413593767","0.0533979635290601","0.0651647191896934","2"
"Min 1x per week","2003","35-65 y.","Female","222","0.0325623978116966","0.028219101778878","0.0369056938445152","2"
"Min 1x per week","2003","66 and older","Female","10","","","","2"
"Min 1x per week","2003","66 and older","Male","53","0.0343620280019032","0.0255966336553766","0.0431274223484299","2"
"Never","2003","16-34 y.","Male","972","0.35731879334067","0.339568938532903","0.375068648148437","5"
"Never","2003","16-34 y.","Female","1655","0.571418903058546","0.553818626070466","0.589019180046625","5"
"Never","2003","35-65 y.","Male","2882","0.470593638908255","0.458158362201364","0.483028915615147","5"
"Never","2003","35-65 y.","Female","4186","0.660891088087104","0.649306400932347","0.67247577524186","5"
"Never","2003","66 and older","Male","1145","0.682786168194101","0.660391568006658","0.705180768381544","5"
"Never","2003","66 and older","Female","1803","0.905204970161324","0.892398887198166","0.918011053124482","5"
"Rarely","2003","16-34 y.","Male","1070","0.3834828991075","0.365472860654224","0.401492937560776","4"
"Rarely","2003","16-34 y.","Female","968","0.309743919650441","0.293298982786902","0.32618885651398","4"
"Rarely","2003","35-65 y.","Male","2292","0.362170276335617","0.350196072993229","0.374144479678004","4"
"Rarely","2003","35-65 y.","Female","1681","0.257124509420149","0.246429540822472","0.267819478017827","4"
"Rarely","2003","66 and older","Female","172","0.0810996894181049","0.0691654744345717","0.0930339044016381","4"
"Rarely","2003","66 and older","Male","367","0.234578648450801","0.214188545232697","0.254968751668904","4"
"Daily","2004","16-34 y.","Male","","","","","1"
"Daily","2004","16-34 y.","Female","","","","","1"
"Daily","2004","35-65 y.","Male","","","","","1"
"Daily","2004","66 and older","Male","","","","","1"
"Daily","2004","35-65 y.","Female","","","","","1"
"Daily","2004","66 and older","Female","","","","","1"
"Min 1x per month","2004","16-34 y.","Male","","","","","3"
"Min 1x per month","2004","16-34 y.","Female","","","","","3"
"Min 1x per month","2004","35-65 y.","Male","","","","","3"
"Min 1x per month","2004","35-65 y.","Female","","","","","3"
"Min 1x per month","2004","66 and older","Male","","","","","3"
"Min 1x per month","2004","66 and older","Female","","","","","3"
"Min 1x per week","2004","16-34 y.","Male","","","","","2"
"Min 1x per week","2004","35-65 y.","Male","","","","","2"
"Min 1x per week","2004","16-34 y.","Female","","","","","2"
"Min 1x per week","2004","35-65 y.","Female","","","","","2"
"Min 1x per week","2004","66 and older","Male","","","","","2"
"Min 1x per week","2004","66 and older","Female","","","","","2"
"Never","2004","16-34 y.","Male","","","","","5"
"Never","2004","16-34 y.","Female","","","","","5"
"Never","2004","35-65 y.","Male","","","","","5"
"Never","2004","35-65 y.","Female","","","","","5"
"Never","2004","66 and older","Male","","","","","5"
"Never","2004","66 and older","Female","","","","","5"
"Rarely","2004","16-34 y.","Male","","","","","4"
"Rarely","2004","16-34 y.","Female","","","","","4"
"Rarely","2004","35-65 y.","Male","","","","","4"
"Rarely","2004","35-65 y.","Female","","","","","4"
"Rarely","2004","66 and older","Female","","","","","4"
"Rarely","2004","66 and older","Male","","","","","4"
"Daily","2005","16-34 y.","Male","","","","","1"
"Daily","2005","16-34 y.","Female","","","","","1"
"Daily","2005","35-65 y.","Male","","","","","1"
"Daily","2005","35-65 y.","Female","","","","","1"
"Daily","2005","66 and older","Male","","","","","1"
"Daily","2005","66 and older","Female","","","","","1"
"Min 1x per month","2005","16-34 y.","Male","","","","","3"
"Min 1x per month","2005","16-34 y.","Female","","","","","3"
"Min 1x per month","2005","35-65 y.","Male","","","","","3"
"Min 1x per month","2005","35-65 y.","Female","","","","","3"
